case_id,initial_deviation_deg,scattering_protocol,scattering_kind,scattering_matrix_used,delta_f,reflection_rate,transmission_rate,q_out_factor,q_out_factor_applied,full_two_channel_scattering_used,display_only_abs_reflection,readout_mode,active_readout,step_count,reflection_event_cell_count,V_AB_min,V_AB_max,envelope_V_AB_initial,envelope_V_AB_final,envelope_ratio_final_over_initial,decay_rate_V_AB,sign_change_count_chi_read,oscillation_detected,max_Q_raw_abs,max_Q_closed_abs,max_scattering_unitarity_error,max_f_AB_projection_consistency_error_all_cells,max_f_AB_projection_consistency_error_regular_cells,regular_cell_harmonic_consistent,absolute_background_axis_used,f_A_or_f_B_used
near_pi_05deg,5.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_weak,True,720,45,2.853960733755638e-35,0.007615435494667714,0.007615435494667714,0.007506558475097696,0.9857031131514077,-2.0000100000577814e-05,15,True,7.615435494667714e-08,0.0,0.0,1.1412317240612274e-07,1.1388053409673772e-07,True,False,False
near_pi_05deg,5.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_normal,True,720,45,2.84848622212373e-35,0.007615435494667714,0.007615435494667714,0.007086385256915514,0.9305292208012741,-0.00010000250008333303,15,True,3.807717747333857e-07,0.0,0.0,5.700797191601541e-07,5.689018016071293e-07,True,False,False
near_pi_05deg,5.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_strong,True,720,45,2.828048231606245e-35,0.007615435494667714,0.007615435494667714,0.005709596581397734,0.7497399965367131,-0.00040004000533409455,15,True,1.5230870989335428e-06,0.0,0.0,2.2722939123911414e-06,2.2681091440416804e-06,True,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_off,False,720,45,2.8553309705895616e-35,0.007615435494667714,0.007615435494667714,0.007615435494667714,1.0,-1.2727114570066945e-18,0,True,0.0,0.0,0.0,0.0114149994617334,6.201433138709744e-16,True,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_weak,True,720,45,2.853960733755638e-35,0.007615435494667714,0.007615435494667714,0.007506558475097696,0.9857031131514077,-2.0000100000577814e-05,0,True,7.615435494667714e-08,0.0,0.0,0.0114122601774641,1.1388053409673772e-07,True,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_normal,True,720,45,2.84848622212373e-35,0.007615435494667714,0.007615435494667714,0.007086385256915514,0.9305292208012741,-0.00010000250008333303,0,True,3.807717747333857e-07,0.0,0.0,0.011401309350094063,5.689018016071293e-07,True,False,False
near_pi_05deg,5.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_strong,True,720,45,2.828048231606245e-35,0.007615435494667714,0.007615435494667714,0.005709596581397734,0.7497399965367131,-0.00040004000533409455,0,True,1.5230870989335428e-06,0.0,0.0,0.011360333528525508,2.2681091440416804e-06,True,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_off,False,720,45,2.569797873530605e-34,0.007615435494667714,0.007615435494667714,0.007615435494667714,1.0,-1.2727114570066945e-18,15,True,0.0,0.0,2.6020852139652106e-18,6.219220830602085e-16,6.219220830602085e-16,True,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_weak,True,720,45,2.5685646603800743e-34,0.007615435494667714,0.007615435494667714,0.007506558475097696,0.9857031131514077,-2.0000100000577814e-05,15,True,7.615435494667714e-08,0.0,2.6020852139652106e-18,1.1412317240520963e-07,1.1388053409678176e-07,True,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_normal,True,720,45,2.5636375999113574e-34,0.007615435494667714,0.007615435494667714,0.007086385256915514,0.9305292208012741,-0.00010000250008333303,15,True,3.807717747333857e-07,0.0,2.6020852139652106e-18,5.70079719159241e-07,5.689018016071734e-07,True,False,False
near_pi_05deg,5.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_strong,True,720,45,2.5452434084456205e-34,0.007615435494667714,0.007615435494667714,0.005709596581397734,0.7497399965367131,-0.00040004000533409455,15,True,1.5230870989335428e-06,0.0,2.6020852139652106e-18,2.2722939123902287e-06,2.2681091440417245e-06,True,False,False
near_pi_10deg,10.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_off,False,720,45,1.1421323882358246e-34,0.030461741978670857,0.030461741978670857,0.030461741978670857,1.0,-4.4544900995234305e-18,15,True,0.0,0.0,0.0,1.2402866277419489e-15,1.2402866277419489e-15,True,False,False
near_pi_10deg,10.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_weak,True,720,45,1.1415842935022553e-34,0.030461741978670857,0.030461741978670857,0.030026233900390786,0.9857031131514077,-2.0000100000579084e-05,15,True,3.046174197867086e-07,0.0,0.0,2.2824634481224548e-07,2.2776106819347543e-07,True,False,False
near_pi_10deg,10.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_normal,True,720,45,1.139394488849492e-34,0.030461741978670857,0.030461741978670857,0.028345541027662055,0.9305292208012741,-0.00010000250008332793,15,True,1.5230870989335428e-06,0.0,0.0,1.1401594383203082e-06,1.1378036032142587e-06,True,False,False
near_pi_10deg,10.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_strong,True,720,45,1.131219292642498e-34,0.030461741978670857,0.030461741978670857,0.022838386325590935,0.7497399965367131,-0.0004000400053340933,15,True,6.092348395734171e-06,0.0,0.0,4.544587824782283e-06,4.536218288083361e-06,False,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_off,False,720,45,1.1421323882358246e-34,0.030461741978670857,0.030461741978670857,0.030461741978670857,1.0,-4.4544900995234305e-18,0,True,0.0,0.0,0.0,0.0228299989234668,1.2402866277419489e-15,True,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_weak,True,720,45,1.1415842935022553e-34,0.030461741978670857,0.030461741978670857,0.030026233900390786,0.9857031131514077,-2.0000100000579084e-05,0,True,3.046174197867086e-07,0.0,0.0,0.0228245203549282,2.2776106819347543e-07,True,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_normal,True,720,45,1.139394488849492e-34,0.030461741978670857,0.030461741978670857,0.028345541027662055,0.9305292208012741,-0.00010000250008332793,0,True,1.5230870989335428e-06,0.0,0.0,0.022802618700188126,1.1378036032142587e-06,True,False,False
near_pi_10deg,10.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_strong,True,720,45,1.131219292642498e-34,0.030461741978670857,0.030461741978670857,0.022838386325590935,0.7497399965367131,-0.0004000400053340933,0,True,6.092348395734171e-06,0.0,0.0,0.022720667057051017,4.536218288083361e-06,False,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_off,False,720,45,1.027919149412242e-33,0.030461741978670857,0.030461741978670857,0.030461741978670857,1.0,-3.181778642516736e-18,15,True,0.0,0.0,1.0408340855860843e-17,1.243844166120417e-15,1.243844166120417e-15,True,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_weak,True,720,45,1.0274258641520297e-33,0.030461741978670857,0.030461741978670857,0.030026233900390786,0.9857031131514077,-2.0000100000579084e-05,15,True,3.046174197867086e-07,0.0,1.0408340855860843e-17,2.2824634481041925e-07,2.2776106819356352e-07,True,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_normal,True,720,45,1.025455039964543e-33,0.030461741978670857,0.030461741978670857,0.028345541027662055,0.9305292208012741,-0.00010000250008333112,15,True,1.5230870989335428e-06,0.0,1.0408340855860843e-17,1.140159438318482e-06,1.1378036032143467e-06,True,False,False
near_pi_10deg,10.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_strong,True,720,45,1.0180973633782482e-33,0.030461741978670857,0.030461741978670857,0.022838386325590935,0.7497399965367131,-0.0004000400053340933,15,True,6.092348395734171e-06,0.0,1.0408340855860843e-17,4.544587824780457e-06,4.536218288083449e-06,False,False,False
near_pi_20deg,20.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_off,False,720,45,4.5685295529432985e-34,0.12184696791468343,0.12184696791468343,0.12184696791468343,1.0,-2.8636007782650622e-18,15,True,0.0,0.0,0.0,2.4805732554838977e-15,2.4805732554838977e-15,True,False,False
near_pi_20deg,20.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_weak,True,720,45,4.566337174009021e-34,0.12184696791468343,0.12184696791468343,0.12010493560156314,0.9857031131514077,-2.000010000057686e-05,15,True,1.2184696791468343e-06,0.0,0.0,4.5649268962449097e-07,4.5552213638695087e-07,True,False,False
near_pi_20deg,20.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_normal,True,720,45,4.557577955397968e-34,0.12184696791468343,0.12184696791468343,0.11338216411064822,0.9305292208012741,-0.00010000250008332826,15,True,6.092348395734171e-06,0.0,0.0,2.2803188766406164e-06,2.2756072064285173e-06,True,False,False
near_pi_20deg,20.0,pass_through,pass,False,0.0,0.0,1.0,1.0,False,False,False,readout_strong,True,720,45,4.524877170569992e-34,0.12184696791468343,0.12184696791468343,0.09135354530236374,0.7497399965367131,-0.0004000400053340911,15,True,2.4369393582936685e-05,0.0,0.0,9.089175649564565e-06,9.072436576166722e-06,False,False,False
near_pi_20deg,20.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_off,False,720,45,4.5685295529432985e-34,0.12184696791468343,0.12184696791468343,0.12184696791468343,1.0,-2.8636007782650622e-18,0,True,0.0,0.0,0.0,0.0456599978469336,2.4805732554838977e-15,True,False,False
near_pi_20deg,20.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_weak,True,720,45,4.566337174009021e-34,0.12184696791468343,0.12184696791468343,0.12010493560156314,0.9857031131514077,-2.000010000057686e-05,0,True,1.2184696791468343e-06,0.0,0.0,0.0456490407098564,4.5552213638695087e-07,True,False,False
near_pi_20deg,20.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_normal,True,720,45,4.557577955397968e-34,0.12184696791468343,0.12184696791468343,0.11338216411064822,0.9305292208012741,-0.00010000250008332826,0,True,6.092348395734171e-06,0.0,0.0,0.04560523740037625,2.2756072064285173e-06,True,False,False
near_pi_20deg,20.0,display_reflection,display_reflection,False,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,False,True,readout_strong,True,720,45,4.524877170569992e-34,0.12184696791468343,0.12184696791468343,0.09135354530236374,0.7497399965367131,-0.0004000400053340911,0,True,2.4369393582936685e-05,0.0,0.0,0.04544133411410203,9.072436576166722e-06,False,False,False
near_pi_20deg,20.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_off,False,720,45,4.111676597648968e-33,0.12184696791468343,0.12184696791468343,0.12184696791468343,1.0,-2.8636007782650622e-18,15,True,0.0,0.0,4.163336342344337e-17,2.487688332240834e-15,2.487688332240834e-15,True,False,False
near_pi_20deg,20.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_weak,True,720,45,4.109703456608119e-33,0.12184696791468343,0.12184696791468343,0.12010493560156314,0.9857031131514077,-2.0000100000577177e-05,15,True,1.2184696791468343e-06,0.0,4.163336342344337e-17,4.564926896208385e-07,4.5552213638712705e-07,True,False,False
near_pi_20deg,20.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_normal,True,720,45,4.101820159858172e-33,0.12184696791468343,0.12184696791468343,0.11338216411064822,0.9305292208012741,-0.0001000025000833273,15,True,6.092348395734171e-06,0.0,4.163336342344337e-17,2.280318876636964e-06,2.2756072064286935e-06,True,False,False
near_pi_20deg,20.0,fermionic_reflection_pi,fermionic_reflection,True,3.141592653589793,1.0,3.749399456654644e-33,-1.0,False,True,False,readout_strong,True,720,45,4.072389453512993e-33,0.12184696791468343,0.12184696791468343,0.09135354530236374,0.7497399965367131,-0.00040004000533409265,15,True,2.4369393582936685e-05,0.0,4.163336342344337e-17,9.089175649560915e-06,9.072436576166898e-06,False,False,False
