step,H_total,abs_ZtZ,phase_pair_max_rat_err_q_le_256,phase_pair_median_rat_err_q_le_256,phase_pair_frac_err_lt_1e10,phase_pair_smallest_global_q_tol_1e10
28,0.8596491228071337,1.3743896453791444e-14,8.298612201619593e-07,8.293705514583749e-07,0.2,
29,0.8596491228071316,1.3798010523688739e-14,8.298614030781415e-07,8.293705754947034e-07,0.2,
30,0.8596491228071308,1.4117831053344254e-14,8.298615840167389e-07,8.293706016404556e-07,0.2,
31,0.8596491228071306,1.4967201874527852e-14,8.298617625510096e-07,8.293706295070535e-07,0.2,
32,0.859649122807129,1.467617154100206e-14,8.29861938684423e-07,8.293706591500083e-07,0.2,
33,0.8596491228071288,1.502837430816225e-14,8.298621124135097e-07,8.293706906803422e-07,0.2,
34,0.8596491228071315,1.507261079534842e-14,8.298622840192948e-07,8.293707240425441e-07,0.2,
35,0.8596491228071332,1.497533297982604e-14,8.298624530854448e-07,8.29370759236614e-07,0.2,
36,0.8596491228071317,1.4968166463480284e-14,8.298626203127879e-07,8.293707962625518e-07,0.2,
37,0.8596491228071313,1.4379543282423656e-14,8.298627849935569e-07,8.293708351758688e-07,0.2,
38,0.8596491228071319,1.4951984559534453e-14,8.29862947415716e-07,8.293708758655427e-07,0.2,
39,0.8596491228071302,1.497290264386923e-14,8.29863107291301e-07,8.293709182760622e-07,0.2,
40,0.8596491228071284,1.4736231006792846e-14,8.298632651858318e-07,8.293709626849832e-07,0.2,
41,0.8596491228071281,1.5037506089913904e-14,8.298634208217526e-07,8.293710090367945e-07,0.2,
42,0.8596491228071279,1.4731448296670097e-14,8.298635743378413e-07,8.293710571094515e-07,0.2,
43,0.8596491228071261,1.501885014861848e-14,8.298637254496033e-07,8.293711070139764e-07,0.2,
44,0.8596491228071264,1.4797088070901235e-14,8.298638742992859e-07,8.293711588613917e-07,0.2,
45,0.8596491228071297,1.528434368376174e-14,8.298640210291364e-07,8.293712124296526e-07,0.2,
46,0.8596491228071299,1.5619487266996554e-14,8.298641652124128e-07,8.29371267996315e-07,0.2,
47,0.8596491228071284,1.576017769790888e-14,8.298643077025991e-07,8.293713251172896e-07,0.2,
48,0.85964912280713,1.5768385015867125e-14,8.298644476462114e-07,8.293713841811545e-07,0.2,
49,0.8596491228071307,1.6204563102917358e-14,8.298645853277442e-07,8.293714452434209e-07,0.2,
50,0.8596491228071306,1.576052800704403e-14,8.298647210316923e-07,8.293715078599995e-07,0.2,
51,0.8596491228071315,1.6364802905077256e-14,8.298648543347831e-07,8.29371572641513e-07,0.2,
52,0.8596491228071321,1.6384014241079372e-14,8.298649856533502e-07,8.293716389218275e-07,0.2,
53,0.8596491228071326,1.6458608166449933e-14,8.298651147133074e-07,8.293717072005435e-07,0.2,
54,0.8596491228071319,1.6922900705850903e-14,8.298652415111851e-07,8.293717773111275e-07,0.2,
55,0.8596491228071323,1.691633882096901e-14,8.298653660504529e-07,8.293718492535795e-07,0.2,
56,0.8596491228071306,1.7557464276307363e-14,8.298654884664192e-07,8.293719230278995e-07,0.2,
57,0.8596491228071321,1.771605834077797e-14,8.298656087625533e-07,8.293719985230652e-07,0.2,
58,0.8596491228071332,1.754003012518393e-14,8.298657266543608e-07,8.293720757390766e-07,0.2,
59,0.8596491228071328,1.7544121266374103e-14,8.298658422840888e-07,8.293721550090005e-07,0.2,
60,0.8596491228071313,1.7610671873859802e-14,8.29865955936232e-07,8.293722362773259e-07,0.2,
61,0.8596491228071297,1.7645648866571186e-14,8.298660670418012e-07,8.293723189889413e-07,0.2,
62,0.8596491228071313,1.7626095475928366e-14,8.298661758887604e-07,8.293724036434469e-07,0.2,
63,0.8596491228071292,1.7394319831731634e-14,8.298662827546655e-07,8.293724900187982e-07,0.2,
64,0.8596491228071294,1.725014628001428e-14,8.298663873619605e-07,8.29372578392551e-07,0.2,
65,0.8596491228071288,1.7229797571775688e-14,8.298664899882013e-07,8.293726684316383e-07,0.2,
66,0.8596491228071294,1.7201950856810422e-14,8.298665903523628e-07,8.29372760469127e-07,0.2,
67,0.8596491228071262,1.7134503742411506e-14,8.2986668873547e-07,8.293728540054168e-07,0.2,
68,0.8596491228071259,1.7327038405163205e-14,8.298667851409924e-07,8.293729495956192e-07,0.17777777777777778,
69,0.8596491228071255,1.720522429515847e-14,8.298668791456576e-07,8.293730468511562e-07,0.17777777777777778,
70,0.8596491228071244,1.716154996632085e-14,8.298669708847739e-07,8.293731461050946e-07,0.17777777777777778,
71,0.8596491228071248,1.7147581305904622e-14,8.298670606497749e-07,8.293732470243675e-07,0.17777777777777778,
72,0.8596491228071264,1.7267387695201566e-14,8.29867148149227e-07,8.293733497755085e-07,0.17777777777777778,
73,0.859649122807128,1.7425738987563376e-14,8.298672338133417e-07,8.293734542474951e-07,0.17777777777777778,
74,0.8596491228071279,1.744944457256941e-14,8.298673172119075e-07,8.293735605513497e-07,0.17777777777777778,
75,0.8596491228071292,1.7416124191883644e-14,8.298673983518634e-07,8.293736684095165e-07,0.17777777777777778,
76,0.8596491228071286,1.752911469091931e-14,8.298674775142345e-07,8.293737782105737e-07,0.17777777777777778,
77,0.8596491228071281,1.7516428837345025e-14,8.298675546955514e-07,8.293738897879877e-07,0.17777777777777778,
78,0.8596491228071281,1.735640969799801e-14,8.298676298958141e-07,8.29374002975225e-07,0.17777777777777778,
79,0.8596491228071298,1.745135136238175e-14,8.298677028374668e-07,8.293741180498415e-07,0.15555555555555556,
80,0.8596491228071296,1.7570291552799955e-14,8.298677735170401e-07,8.29374234956326e-07,0.15555555555555556,
81,0.8596491228071304,1.7632416488134598e-14,8.298678426423012e-07,8.293743535836562e-07,0.15555555555555556,
82,0.85964912280713,1.775347817159081e-14,8.298679093632355e-07,8.293744739873432e-07,0.15555555555555556,
83,0.8596491228071309,1.7795604589836284e-14,8.298679739643378e-07,8.293745961118759e-07,0.15555555555555556,
84,0.8596491228071319,1.773783512446471e-14,8.298680364421385e-07,8.293747199572543e-07,0.15555555555555556,
85,0.8596491228071333,1.7679601459959613e-14,8.298680970846017e-07,8.293748454679672e-07,0.15555555555555556,
86,0.8596491228071321,1.7676018002573312e-14,8.298681554649856e-07,8.293749728660593e-07,0.15555555555555556,
87,0.8596491228071313,1.7626053436118003e-14,8.298682117255374e-07,8.293751019294859e-07,0.15555555555555556,
88,0.859649122807128,1.789590643584766e-14,8.298682660085044e-07,8.293752328247805e-07,0.15555555555555556,
89,0.8596491228071281,1.7732322130909093e-14,8.298683185949118e-07,8.293753652743874e-07,0.15555555555555556,
90,0.8596491228071288,1.7902382120450214e-14,8.298683692002651e-07,8.293754996668845e-07,0.15555555555555556,
91,0.8596491228071306,1.7797169376900378e-14,8.298684175435389e-07,8.29375635669205e-07,0.15555555555555556,
92,0.8596491228071299,1.7446096408672607e-14,8.29868463909228e-07,8.293757733368601e-07,0.15555555555555556,
93,0.8596491228071292,1.7152492392999217e-14,8.298685085783575e-07,8.293759130029166e-07,0.15555555555555556,
94,0.8596491228071299,1.728257023450438e-14,8.298685509854076e-07,8.293760539457296e-07,0.15555555555555556,
95,0.859649122807131,1.7221927991091424e-14,8.298685915571202e-07,8.29376196886944e-07,0.15555555555555556,
96,0.8596491228071297,1.7537518809417102e-14,8.29868629863284e-07,8.293763413269595e-07,0.15555555555555556,
97,0.8596491228071315,1.7372076530783512e-14,8.298686666151356e-07,8.293764876543541e-07,0.15555555555555556,
98,0.8596491228071308,1.7140259521492974e-14,8.298687011083772e-07,8.293766356470833e-07,0.15555555555555556,
99,0.859649122807131,1.711883282664084e-14,8.298687337628119e-07,8.293767851941247e-07,0.15555555555555556,
100,0.8596491228071304,1.7382874072634063e-14,8.298687644361924e-07,8.293769365730341e-07,0.15555555555555556,
101,0.8596491228071301,1.7115410991994785e-14,8.298687932742355e-07,8.293770895617669e-07,0.15555555555555556,
102,0.8596491228071309,1.6640640390727467e-14,8.298688201312243e-07,8.293772443268566e-07,0.15555555555555556,
103,0.8596491228071328,1.6517455656363537e-14,8.298688452916536e-07,8.293774006462584e-07,0.15555555555555556,
104,0.8596491228071328,1.6073193032327057e-14,8.298688684744981e-07,8.29377558686506e-07,0.15555555555555556,
105,0.8596491228071312,1.5488066720204422e-14,8.298688896797579e-07,8.293777184475992e-07,0.13333333333333333,
106,0.8596491228071305,1.5465859387414267e-14,8.298689090462108e-07,8.29377879874027e-07,0.15555555555555556,
107,0.8596491228071278,1.5793978881979638e-14,8.298689264316095e-07,8.293780427437447e-07,0.15555555555555556,
108,0.8596491228071241,1.600884251523794e-14,8.298689419816707e-07,8.29378207278797e-07,0.15555555555555556,
109,0.8596491228071235,1.5403207909900772e-14,8.298689555541472e-07,8.293783736457172e-07,0.15555555555555556,
110,0.8596491228071246,1.5887674319091568e-14,8.298689671455695e-07,8.293785414559274e-07,0.15555555555555556,
111,0.859649122807124,1.6395318698543073e-14,8.298689773214574e-07,8.293787110424944e-07,0.17777777777777778,
112,0.8596491228071237,1.6093551706490036e-14,8.298689855197605e-07,8.293788822388848e-07,0.17777777777777778,
113,0.8596491228071231,1.6242644873453763e-14,8.298689920215041e-07,8.293790551006097e-07,0.17777777777777778,
114,0.859649122807123,1.6303184894740117e-14,8.298689962646377e-07,8.293792294056246e-07,0.17777777777777778,
115,0.8596491228071226,1.651379598788112e-14,8.298689989499897e-07,8.293794054314851e-07,0.17777777777777778,
116,0.8596491228071197,1.6414446339335404e-14,8.29868999938782e-07,8.293795832337025e-07,0.17777777777777778,
117,0.8596491228071197,1.6422971863231123e-14,8.298689993732622e-07,8.293797624792099e-07,0.17777777777777778,
118,0.8596491228071197,1.6463537398404353e-14,8.298689968301576e-07,8.293799432790294e-07,0.17777777777777778,
119,0.8596491228071197,1.6934318749369426e-14,8.298689924482461e-07,8.293801257441835e-07,0.17777777777777778,
120,0.8596491228071206,1.8487258787217787e-14,8.29868986369775e-07,8.29380309819161e-07,0.17777777777777778,
121,0.8596491228071205,1.885387818835511e-14,8.298689784524971e-07,8.293804954484507e-07,0.17777777777777778,
122,0.8596491228071168,1.8181704368736692e-14,8.298689688386596e-07,8.29380682743075e-07,0.17777777777777778,
123,0.8596491228071164,1.7819321989206896e-14,8.298689572472373e-07,8.29380871425478e-07,0.17777777777777778,
124,0.8596491228071168,1.72817570387728e-14,8.298689442437501e-07,8.293810618287267e-07,0.17777777777777778,
125,0.8596491228071184,1.7649240879475878e-14,8.298689295437034e-07,8.293812536752654e-07,0.17777777777777778,
126,0.8596491228071174,1.8288757320984372e-14,8.298689131436277e-07,8.293814469095828e-07,0.17777777777777778,
127,0.8596491228071177,1.989833871508927e-14,8.298688949082145e-07,8.293816419757682e-07,0.17777777777777778,
128,0.8596491228071185,2.0443259087468695e-14,8.298688746952165e-07,8.293818384852436e-07,0.2,
129,0.859649122807117,1.8400836226517395e-14,8.298688532089316e-07,8.2938203649352e-07,0.2,
130,0.8596491228071139,1.8625473642925774e-14,8.298688301683343e-07,8.293822359450864e-07,0.2,
131,0.8596491228071147,1.827585636618302e-14,8.298688052889303e-07,8.293824371174985e-07,0.2,
132,0.8596491228071106,1.7351487228195833e-14,8.298687788552139e-07,8.29382639566667e-07,0.2,
133,0.8596491228071114,1.6744324373174697e-14,8.298687508671854e-07,8.293828435146366e-07,0.2,
134,0.8596491228071104,1.6049856112768874e-14,8.298687211825972e-07,8.29383049183452e-07,0.2,
135,0.8596491228071117,1.7593120188600796e-14,8.298686896592022e-07,8.293832561290237e-07,0.2,
136,0.8596491228071113,1.6998820812358094e-14,8.298686567202729e-07,8.293834646289078e-07,0.2,
137,0.8596491228071124,1.7691062401463554e-14,8.298686220882534e-07,8.29383674683104e-07,0.2,
138,0.859649122807113,1.6465520404928352e-14,8.29868586044169e-07,8.293838861805902e-07,0.2222222222222222,
139,0.8596491228071139,1.5973298053114506e-14,8.298685483000556e-07,8.293840990658552e-07,0.2222222222222222,
140,0.8596491228071137,1.5290345672360136e-14,8.2986850900163e-07,8.29384313338899e-07,0.2222222222222222,
141,0.8596491228071126,1.610076399975681e-14,8.298684682911395e-07,8.293845290552326e-07,0.2222222222222222,
142,0.8596491228071109,1.6815108854585967e-14,8.298684260263367e-07,8.293847462148562e-07,0.2222222222222222,
143,0.8596491228071136,1.664390099948167e-14,8.29868381922727e-07,8.293849650398144e-07,0.2222222222222222,
144,0.8596491228071141,1.7584254719711643e-14,8.29868336403583e-07,8.29385185141529e-07,0.2222222222222222,
145,0.859649122807115,1.7593775099962623e-14,8.298682896146214e-07,8.293854066310224e-07,0.2222222222222222,
146,0.8596491228071134,1.6955498528586578e-14,8.298682411291003e-07,8.293856295638058e-07,0.2222222222222222,
147,0.8596491228071149,1.7400349751259778e-14,8.298681912315142e-07,8.293858538843679e-07,0.2222222222222222,
148,0.8596491228071166,1.7204208483655914e-14,8.298681396338992e-07,8.2938607964822e-07,0.2222222222222222,
149,0.8596491228071149,1.801158166145952e-14,8.298680864819719e-07,8.293863067998508e-07,0.2222222222222222,
150,0.8596491228071155,1.8292797989854524e-14,8.298680319179796e-07,8.293865352282381e-07,0.2222222222222222,
151,0.8596491228071166,1.7373514220986787e-14,8.298679762229477e-07,8.293867650999154e-07,0.2222222222222222,
152,0.8596491228071166,1.6603952825181637e-14,8.298679189736036e-07,8.293869963593714e-07,0.2222222222222222,
153,0.8596491228071165,1.6311146830333533e-14,8.298678605932197e-07,8.293872288955839e-07,0.2222222222222222,
154,0.8596491228071171,1.6134506149458423e-14,8.29867800374029e-07,8.293874628195752e-07,0.2222222222222222,
155,0.8596491228071156,1.5815645495196387e-14,8.298677388850206e-07,8.293876981868564e-07,0.2222222222222222,
156,0.8596491228071166,1.575391651920929e-14,8.298676762615032e-07,8.293879348308941e-07,0.2222222222222222,
157,0.8596491228071155,1.555458437368024e-14,8.298676119448956e-07,8.293881726961772e-07,0.2222222222222222,
158,0.8596491228071153,1.5974977961291097e-14,8.298675463550009e-07,8.293884120602613e-07,0.2222222222222222,
159,0.8596491228071166,1.6242554184889268e-14,8.298674794918193e-07,8.29388652756613e-07,0.2222222222222222,
160,0.8596491228071188,1.60913920627465e-14,8.2986741135882e-07,8.293888947852324e-07,0.2222222222222222,
161,0.8596491228071202,1.5881196315808366e-14,8.298673418102864e-07,8.293891379240748e-07,0.2222222222222222,
162,0.8596491228071184,1.557696835240594e-14,8.298672708496879e-07,8.293893824506959e-07,0.2222222222222222,
163,0.8596491228071199,1.5672723871368072e-14,8.298671987545803e-07,8.293896281430513e-07,0.2,
164,0.8596491228071189,1.5309199119590473e-14,8.298671251086298e-07,8.293898749456297e-07,0.2,
165,0.8596491228071186,1.5196284406044913e-14,8.298670504704175e-07,8.29390123191498e-07,0.2,
166,0.8596491228071199,1.5015394199215167e-14,8.298669745623877e-07,8.293903726586116e-07,0.2,
167,0.8596491228071208,1.5341662983588236e-14,8.298668975198487e-07,8.293906235690152e-07,0.2,
168,0.8596491228071215,1.5627560163782083e-14,8.298668187842195e-07,8.293908754786194e-07,0.2,
169,0.8596491228071221,1.577021838272722e-14,8.298667393408232e-07,8.293911286649802e-07,0.2,
170,0.8596491228071216,1.6111807604253916e-14,8.29866658485362e-07,8.293913832391198e-07,0.2,
171,0.8596491228071229,1.623233640447371e-14,8.298665763566138e-07,8.2939163881246e-07,0.2,
172,0.8596491228071221,1.6328847243979678e-14,8.298664929545785e-07,8.293918956625568e-07,0.2,
173,0.8596491228071237,1.6519772802408347e-14,8.298664082827256e-07,8.293921539004323e-07,0.2,
174,0.859649122807125,1.646553695605633e-14,8.298663226186109e-07,8.29392413304042e-07,0.2,
175,0.8596491228071234,1.6455982381278855e-14,8.298662356846787e-07,8.293926739844082e-07,0.2,
176,0.8596491228071215,1.6716287744868436e-14,8.298661477584846e-07,8.293929356084639e-07,0.2,
177,0.8596491228071195,1.6817900503987535e-14,8.298660587047202e-07,8.293931985647873e-07,0.2,
178,0.8596491228071199,1.6895799578353835e-14,8.298659683741993e-07,8.293934626313337e-07,0.2,
179,0.8596491228071208,1.680711991504173e-14,8.298658770583556e-07,8.293937278081032e-07,0.2,
180,0.8596491228071212,1.6764930981444873e-14,8.298657846114721e-07,8.293939940950956e-07,0.2,
181,0.8596491228071197,1.6805443168271793e-14,8.298656910300795e-07,8.293942614368e-07,0.2,
182,0.8596491228071181,1.693918515922665e-14,8.298655963211166e-07,8.293945299997496e-07,0.2,
183,0.8596491228071184,1.6931627868738544e-14,8.298655006233613e-07,8.293947995619e-07,0.2,
184,0.8596491228071217,1.6859899738806642e-14,8.298654039333442e-07,8.293950704008068e-07,0.2,
185,0.8596491228071206,1.6867047604398714e-14,8.298653062545347e-07,8.293953422389144e-07,0.2,
186,0.8596491228071187,1.6967963622741475e-14,8.298652074446855e-07,8.29395615187245e-07,0.2,
187,0.8596491228071197,1.699357398192805e-14,8.298651076460439e-07,8.293958894678433e-07,0.2,
188,0.8596491228071184,1.6984258209146512e-14,8.2986500685861e-07,8.293961645255976e-07,0.2,
189,0.8596491228071175,1.7010018074006858e-14,8.298649053634088e-07,8.293964405825527e-07,0.2,
190,0.8596491228071153,1.7012418651103676e-14,8.298648021716482e-07,8.293967178052419e-07,0.2,
191,0.8596491228071157,1.7101785198772177e-14,8.298646984143676e-07,8.293969961381542e-07,0.2,
192,0.8596491228071159,1.7052611550049227e-14,8.298645935260474e-07,8.293972755812895e-07,0.2,
193,0.8596491228071153,1.7142840278287862e-14,8.29864487791182e-07,8.293975558015809e-07,0.2,
194,0.8596491228071165,1.736210670749144e-14,8.298643812097717e-07,8.293978372431177e-07,0.2,
195,0.8596491228071191,1.7478581795835447e-14,8.298642737748774e-07,8.293981195173217e-07,0.2,
196,0.8596491228071185,1.7160394835537e-14,8.298641652124128e-07,8.293984029572599e-07,0.2,
197,0.8596491228071186,1.6884505751377223e-14,8.298640560844284e-07,8.293986873408876e-07,0.2,
198,0.8596491228071209,1.7022442858408746e-14,8.298639458254042e-07,8.293989727237161e-07,0.2,
199,0.8596491228071207,1.7338244700659692e-14,8.298638350008603e-07,8.29399258994723e-07,0.2,
200,0.8596491228071242,1.7983807219335387e-14,8.298637230452766e-07,8.293995463759529e-07,0.2,
201,0.8596491228071266,1.7956477989625163e-14,8.298636099586532e-07,8.293998344788278e-07,0.2,
202,0.8596491228071257,1.7742489057112137e-14,8.298634965910046e-07,8.294001236919257e-07,0.2,
203,0.8596491228071237,1.806807473011713e-14,8.298633820888468e-07,8.294004137376909e-07,0.2,
204,0.8596491228071224,1.7624660166515996e-14,8.298632673056638e-07,8.294007046716345e-07,0.2,
205,0.8596491228071224,1.808597480677983e-14,8.29863151110416e-07,8.294009967158011e-07,0.2,
206,0.8596491228071205,1.835015865195575e-14,8.298630343496483e-07,8.29401289592635e-07,0.2,
207,0.8596491228071224,1.7966354910051503e-14,8.29862916738866e-07,8.294015833576474e-07,0.2,
208,0.8596491228071234,1.7719345933886095e-14,8.298627982815387e-07,8.294018779553269e-07,0.2,
209,0.8596491228071226,1.850304282275118e-14,8.298626792586916e-07,8.294021736632295e-07,0.2,
210,0.8596491228071224,1.803652731839143e-14,8.298625591048048e-07,8.294024699262437e-07,0.2,
211,0.8596491228071229,1.764511038382685e-14,8.298624389509179e-07,8.294027670774362e-07,0.2,
212,0.8596491228071237,1.7892097470912604e-14,8.298623179470166e-07,8.294030652278295e-07,0.2,
213,0.8596491228071241,1.8719704006482308e-14,8.298621958120755e-07,8.294033641553789e-07,0.2,
214,0.8596491228071235,1.7939173577885254e-14,8.298620731150841e-07,8.294036638600844e-07,0.2,
215,0.859649122807123,1.7517493987021005e-14,8.298619504146232e-07,8.294039646750129e-07,0.2,
216,0.8596491228071208,1.7644492735243674e-14,8.29861826586592e-07,8.294042660450529e-07,0.2,
217,0.8596491228071224,1.754862457511608e-14,8.29861702193041e-07,8.29404568525316e-07,0.2,
218,0.8596491228071251,1.8349832558469232e-14,8.298615772305007e-07,8.294048714496682e-07,0.2,
219,0.8596491228071264,1.917783136206791e-14,8.298614514214153e-07,8.294051753732212e-07,0.2,
220,0.8596491228071267,1.8729420710681956e-14,8.298613250468101e-07,8.294054800184192e-07,0.2,
221,0.8596491228071271,1.8674268102198236e-14,8.298611981101545e-07,8.294053778223898e-07,0.2,
222,0.8596491228071301,1.9326864770510995e-14,8.298610708855347e-07,8.294052021295961e-07,0.2,
223,0.8596491228071315,1.960737053272782e-14,8.298609428178394e-07,8.294050266033359e-07,0.2,
224,0.8596491228071326,1.9045075005351845e-14,8.298608138966601e-07,8.294048511325869e-07,0.2,
225,0.8596491228071339,1.9562856349265705e-14,8.298606846979251e-07,8.29404675717349e-07,0.2,
226,0.8596491228071359,2.0460363773210378e-14,8.298605549302007e-07,8.294044999690442e-07,0.2,
227,0.8596491228071377,2.029197982623181e-14,8.298604248814512e-07,8.294043245538063e-07,0.2,
228,0.8596491228071392,1.9607012140429007e-14,8.298602942671818e-07,8.294041488055015e-07,0.2,
229,0.8596491228071378,2.0853259939169318e-14,8.298601636529124e-07,8.294039733347525e-07,0.2,
230,0.8596491228071348,2.1085692723737614e-14,8.298600319041338e-07,8.294045113106663e-07,0.2,
231,0.8596491228071335,2.004375729265284e-14,8.298598995933049e-07,8.2940508140672e-07,0.2,
232,0.8596491228071338,2.0070462617521928e-14,8.298597670014507e-07,8.294056486751744e-07,0.2,
233,0.8596491228071338,2.0505434384882734e-14,8.298596344061271e-07,8.294062128350044e-07,0.2,
234,0.8596491228071346,2.0236185144408732e-14,8.298595009642584e-07,8.29406141308886e-07,0.2,
235,0.859649122807136,1.9932888600824196e-14,8.298593669568699e-07,8.294057224633722e-07,0.2,
236,0.8596491228071366,1.968312828169478e-14,8.298592329494814e-07,8.294053071532248e-07,0.2,
237,0.8596491228071397,1.9982471519704682e-14,8.29859098376573e-07,8.294048953784439e-07,0.2,
238,0.8596491228071397,2.0365729316513545e-14,8.298589632381448e-07,8.294044874200546e-07,0.2,
239,0.8596491228071415,2.0730561050700024e-14,8.298588280997166e-07,8.294040831358096e-07,0.2,
240,0.859649122807143,2.0522625977332626e-14,8.298586921147433e-07,8.294036822446837e-07,0.2,
241,0.8596491228071415,1.928163480150249e-14,8.2985855612977e-07,8.29403284746677e-07,0.2,
242,0.8596491228071406,1.9622993723066694e-14,8.298584198603021e-07,8.294028912038398e-07,0.2,
243,0.8596491228071427,2.0347464460145626e-14,8.298582830253143e-07,8.294025013386164e-07,0.2,
244,0.8596491228071432,1.993687213513983e-14,8.298581459058318e-07,8.294021155742792e-07,0.2,
245,0.8596491228071408,1.889906236787278e-14,8.298580085087937e-07,8.294017333418391e-07,0.2,
246,0.8596491228071403,1.8587911515686884e-14,8.29857871108286e-07,8.294013547870127e-07,0.2,
247,0.8596491228071392,1.9094137819301915e-14,8.298577331422585e-07,8.294009801873559e-07,0.2,
248,0.8596491228071399,1.9791349317684258e-14,8.29857595176231e-07,8.294006281772681e-07,0.2,
249,0.8596491228071386,1.9590095236657972e-14,8.298574569291783e-07,8.294004505970953e-07,0.2,
250,0.8596491228071359,1.8673556950669686e-14,8.298573186786562e-07,8.29400273183456e-07,0.2,
251,0.8596491228071337,1.9465593922106618e-14,8.298571798660836e-07,8.294000954922609e-07,0.2,
252,0.859649122807133,1.9616087433412753e-14,8.298570410535111e-07,8.293999176345324e-07,0.2,
253,0.8596491228071352,1.954836752354033e-14,8.298569016754187e-07,8.293997396102704e-07,0.2,
254,0.8596491228071341,2.1092834742578814e-14,8.298567622938569e-07,8.293995616415195e-07,0.2,
255,0.8596491228071328,2.164207856518631e-14,8.298566229157645e-07,8.293993828401014e-07,0.2222222222222222,
256,0.8596491228071341,2.163932748113568e-14,8.29856483537672e-07,8.293992040941944e-07,0.2222222222222222,
257,0.8596491228071316,2.1716547240680018e-14,8.29856343875085e-07,8.293990250707317e-07,0.2222222222222222,
258,0.8596491228071325,2.1205332949128786e-14,8.298562039314727e-07,8.293988463248247e-07,0.2222222222222222,
259,0.8596491228071335,2.1587704278885008e-14,8.298560639878605e-07,8.293986671348286e-07,0.2222222222222222,
260,0.8596491228071351,2.208321766297494e-14,8.298559237597536e-07,8.293984875562543e-07,0.2222222222222222,
261,0.8596491228071335,2.147611126545007e-14,8.298557835316467e-07,8.293983074225686e-07,0.2222222222222222,
262,0.8596491228071345,2.096515218348788e-14,8.298556433070092e-07,8.293981275109275e-07,0.2222222222222222,
263,0.8596491228071338,2.0565965399685328e-14,8.298555027944077e-07,8.293979470441748e-07,0.2222222222222222,
264,0.8596491228071348,2.0641008281362318e-14,8.298553625697702e-07,8.293977661888441e-07,0.2222222222222222,
265,0.8596491228071342,2.1120672849895075e-14,8.298552223416633e-07,8.293975851114688e-07,0.2222222222222222,
266,0.8596491228071326,2.1442535466039253e-14,8.298550818325312e-07,8.2939740386756e-07,0.2222222222222222,
267,0.8596491228071321,2.1131198076128526e-14,8.298549413233991e-07,8.293972221240509e-07,0.2222222222222222,
