ambient_dimension,phase_offset_deg,trial_index,seed_relation_rank,normal_nullity,unique_normal_line,unique_readout_direction_count,XYZ_rank_using_one_normal_candidate,measured_relation_angle_deg,relation_angle_error_deg,relation_1_dot_normal_abs,relation_2_dot_normal_abs,normal_projector_trace,normal_projector_idempotence_error,normal_projector_covariance_error,label_swap_projector_error,mapped_one_angle_R2_max_drift,base_normal_nullity,absolute_background_axis_used_for_selection,external_direction_name_used_for_selection,diagnostic_probe_used_for_selection,candidate_sample_count,candidate_relation_signature_spread,candidate_projective_angle_max_deg,candidate_linear_probe_range,candidate_quadratic_norm_range
2,5.0,11,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,12,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,13,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,14,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,15,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,16,2,0,False,2,2,5.000000000000064,6.394884621840902e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,17,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,18,2,0,False,2,2,4.999999999999919,8.08242361927114e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.949029909160572e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,19,2,0,False,2,2,5.0000000000002105,2.1049828546892968e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.949029909160572e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,20,2,0,False,2,2,5.000000000000357,3.5704772471945034e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,21,2,0,False,2,2,5.000000000000064,6.394884621840902e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,22,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.940356291780688e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,23,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,24,2,0,False,2,2,4.9999999999997,3.0020430585864233e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0357660829594124e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,25,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,26,2,0,False,2,2,5.000000000000064,6.394884621840902e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,27,2,0,False,2,2,4.9999999999997,3.0020430585864233e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,28,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.96637714392034e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,29,2,0,False,2,2,5.000000000000283,2.8332891588433995e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,30,2,0,False,2,2,4.9999999999997,3.0020430585864233e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.992397996059992e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,31,2,0,False,2,2,4.999999999999627,3.730349362740526e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,32,2,0,False,2,2,5.0000000000002105,2.1049828546892968e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,33,2,0,False,2,2,5.000000000000357,3.5704772471945034e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,34,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,35,2,0,False,2,2,4.999999999999627,3.730349362740526e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,36,2,0,False,2,2,4.999999999999773,2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0270924655795284e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,37,2,0,False,2,2,4.999999999999773,2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.975050761300224e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,38,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,39,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,40,2,0,False,2,2,4.999999999999773,2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0444397003392965e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,41,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,42,2,0,False,2,2,4.9999999999997,3.0020430585864233e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.139849491518021e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,43,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0444397003392965e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,44,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,45,2,0,False,2,2,4.9999999999997,3.0020430585864233e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,46,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,47,2,0,False,2,2,4.9999999999997,3.0020430585864233e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.992397996059992e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,48,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,49,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.96637714392034e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,50,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,51,2,0,False,2,2,5.0000000000002105,2.1049828546892968e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.949029909160572e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,52,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,53,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,54,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,55,2,0,False,2,2,5.000000000000138,1.376676550535194e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,56,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,57,2,0,False,2,2,4.999999999999919,8.08242361927114e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,58,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,59,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,60,2,0,False,2,2,4.999999999999992,7.993605777301127e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,61,2,0,False,2,2,4.9999999999998455,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,62,2,0,False,2,2,5.0000000000002105,2.1049828546892968e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,5.0,63,2,0,False,2,2,4.999999999999773,2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0010716134398763e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,0,2,0,False,2,2,14.999999999999922,7.815970093361102e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.940356291780688e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,1,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,2,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,3,2,0,False,2,2,14.999999999999872,1.2789769243681803e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.96637714392034e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,4,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,5,2,0,False,2,2,15.000000000000094,9.414691248821327e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,6,2,0,False,2,2,14.999999999999872,1.2789769243681803e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,7,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,8,2,0,False,2,2,15.000000000000142,1.4210854715202004e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,9,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,10,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,11,2,0,False,2,2,15.00000000000007,6.927791673660977e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,12,2,0,False,2,2,14.999999999999872,1.2789769243681803e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,13,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,14,2,0,False,2,2,14.999999999999945,5.5067062021407764e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,15,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,16,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,17,2,0,False,2,2,15.000000000000043,4.263256414560601e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,18,2,0,False,2,2,14.999999999999945,5.5067062021407764e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,19,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,20,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,21,2,0,False,2,2,15.000000000000043,4.263256414560601e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,22,2,0,False,2,2,14.999999999999922,7.815970093361102e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,23,2,0,False,2,2,15.000000000000117,1.1723955140041653e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,24,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,25,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,26,2,0,False,2,2,15.000000000000043,4.263256414560601e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,27,2,0,False,2,2,14.999999999999922,7.815970093361102e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.8796409701215e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,28,2,0,False,2,2,14.999999999999922,7.815970093361102e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,29,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,30,2,0,False,2,2,15.000000000000094,9.414691248821327e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,31,2,0,False,2,2,15.00000000000007,6.927791673660977e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,32,2,0,False,2,2,15.00000000000007,6.927791673660977e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,33,2,0,False,2,2,15.000000000000043,4.263256414560601e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,34,2,0,False,2,2,15.000000000000117,1.1723955140041653e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,35,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,36,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,37,2,0,False,2,2,15.000000000000094,9.414691248821327e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,38,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.8796409701215e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,39,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,40,2,0,False,2,2,15.00000000000007,6.927791673660977e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,41,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,42,2,0,False,2,2,14.999999999999945,5.5067062021407764e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,43,2,0,False,2,2,15.00000000000007,6.927791673660977e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,44,2,0,False,2,2,14.999999999999922,7.815970093361102e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.949029909160572e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,45,2,0,False,2,2,14.999999999999945,5.5067062021407764e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,46,2,0,False,2,2,14.999999999999945,5.5067062021407764e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,47,2,0,False,2,2,14.999999999999845,1.545430450278218e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.8796409701215e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,48,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,49,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,50,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,51,2,0,False,2,2,15.00000000000007,6.927791673660977e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,52,2,0,False,2,2,14.999999999999945,5.5067062021407764e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.8709673527416157e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,53,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,54,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,55,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,56,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,57,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,58,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,59,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,60,2,0,False,2,2,15.000000000000021,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,61,2,0,False,2,2,14.99999999999997,3.019806626980426e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.914335439641036e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,62,2,0,False,2,2,14.999999999999897,1.0302869668521453e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,15.0,63,2,0,False,2,2,14.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.92300905702092e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,0,2,0,False,2,2,29.99999999999998,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,1,2,0,False,2,2,29.999999999999954,4.618527782440651e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.931682674400804e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,2,2,0,False,2,2,29.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,3,2,0,False,2,2,29.999999999999954,4.618527782440651e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.888314587501384e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,4,2,0,False,2,2,29.999999999999996,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,5,2,0,False,2,2,30.000000000000018,1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.896988204881268e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
2,30.0,6,2,0,False,2,2,29.99999999999998,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.905661822261152e-16,0,False,False,False,0,0.0,0.0,0.0,0.0
