step,time,gram_symmetry_error,gram_reconstruction_error,reduced_skew_error,reduced_eigen_residual,lifted_eigen_residual,orth_Bdom,orth_C4,conservation_error
75,75,0.00000000000000000e+00,4.14189695299348522e-15,0.00000000000000000e+00,3.83586365109169229e-16,1.60406805579949200e-15,9.15513359704447490e-16,nan,1.33226762955018785e-15
80,80,0.00000000000000000e+00,4.17515562866885696e-15,0.00000000000000000e+00,2.21509751548548201e-16,2.63068335852991724e-15,1.15910686703363804e-15,nan,9.99200722162640886e-16
85,85,0.00000000000000000e+00,4.17307152537530324e-15,0.00000000000000000e+00,5.06022164853853747e-16,2.46712247385235775e-15,7.02166693715340245e-16,nan,1.77635683940025046e-15
90,90,0.00000000000000000e+00,4.18674061902753779e-15,0.00000000000000000e+00,3.83761681958618557e-16,1.55041351835361597e-15,8.88178419700125232e-16,nan,1.77635683940025046e-15
95,95,0.00000000000000000e+00,4.14408792433767893e-15,0.00000000000000000e+00,4.47876459341820056e-16,2.46565364730649821e-15,6.28036983473510067e-16,nan,2.22044604925031308e-15
100,100,0.00000000000000000e+00,4.13384266834549565e-15,0.00000000000000000e+00,4.78601360026335804e-16,1.70082818480846497e-15,4.96506830649454624e-16,nan,4.44089209850062616e-16
105,105,0.00000000000000000e+00,4.13594328001434949e-15,0.00000000000000000e+00,2.63567745204489089e-16,1.99490585732372377e-15,5.55111512312578270e-16,nan,3.33066907387546962e-16
110,110,0.00000000000000000e+00,4.10982096915133478e-15,0.00000000000000000e+00,4.70916305540863293e-16,1.61811576655942135e-15,9.93013661298909247e-16,nan,4.44089209850062616e-16
115,115,0.00000000000000000e+00,4.12169489403912880e-15,0.00000000000000000e+00,5.37390760892052789e-16,1.37403127007800349e-15,4.96506830649454624e-16,nan,1.55431223447521916e-15
120,120,0.00000000000000000e+00,4.14636639398907339e-15,0.00000000000000000e+00,5.08809308341757387e-16,2.07805273324327206e-15,2.22044604925031308e-16,nan,1.99840144432528177e-15
125,125,0.00000000000000000e+00,4.15221294963113726e-15,0.00000000000000000e+00,5.01725316420375639e-16,3.40086000334791169e-15,7.02166693715340245e-16,nan,1.66533453693773481e-15
130,130,0.00000000000000000e+00,4.07963089215392971e-15,0.00000000000000000e+00,3.25990370199072136e-16,3.04452326734624058e-15,7.44760245974181935e-16,nan,4.44089209850062616e-16
135,135,0.00000000000000000e+00,4.07493081352867263e-15,0.00000000000000000e+00,2.74343156641189527e-16,1.20629456215765102e-15,5.44735249506577950e-31,nan,2.33146835171282873e-15
140,140,0.00000000000000000e+00,4.16514237597737582e-15,0.00000000000000000e+00,2.78926760171930578e-16,2.18670453355508745e-15,9.15513359704447490e-16,nan,2.44249065417534439e-15
145,145,0.00000000000000000e+00,4.16499984679958624e-15,0.00000000000000000e+00,1.74177777697170738e-16,1.30893313691332945e-15,5.97873396028181652e-16,nan,1.77635683940025046e-15
150,150,0.00000000000000000e+00,4.08561394324897789e-15,0.00000000000000000e+00,4.03466149452915722e-16,1.89741944234609095e-15,1.37327003955667114e-15,nan,6.66133814775093924e-16
155,155,0.00000000000000000e+00,4.18703195706987651e-15,0.00000000000000000e+00,5.00258799354918152e-16,1.67509225369801619e-15,2.22044604925031308e-16,nan,8.88178419700125232e-16
160,160,0.00000000000000000e+00,4.11482385441085991e-15,0.00000000000000000e+00,6.82314603913427916e-16,2.14896289828404569e-15,2.22044604925031308e-16,nan,4.44089209850062616e-16
165,165,0.00000000000000000e+00,4.11955036289987437e-15,0.00000000000000000e+00,6.53989957254710220e-16,2.00874726664871757e-15,8.00593208497344194e-16,nan,1.44328993201270350e-15
170,170,0.00000000000000000e+00,4.16081631450453333e-15,0.00000000000000000e+00,5.65553246524695071e-16,2.26133702872159837e-15,2.22044604925031308e-16,nan,1.22124532708767219e-15
175,175,0.00000000000000000e+00,4.12943149902065705e-15,0.00000000000000000e+00,3.68186472903709397e-16,1.50232221388506159e-15,9.42055475210264952e-16,nan,1.11022302462515654e-15
180,180,0.00000000000000000e+00,4.13645524718974873e-15,0.00000000000000000e+00,2.66723053420278442e-16,1.30768984052868589e-15,2.22044604925031308e-16,nan,1.77635683940025046e-15
185,185,0.00000000000000000e+00,4.14922125059223631e-15,0.00000000000000000e+00,3.04332467177978357e-16,1.54637210898349744e-15,9.48574968053509423e-16,nan,1.77635683940025046e-15
190,190,0.00000000000000000e+00,4.10022340267795674e-15,0.00000000000000000e+00,5.03795933282264909e-16,1.62857052353253931e-15,9.93013661298909247e-16,nan,2.22044604925031308e-15
195,195,0.00000000000000000e+00,4.14359663467519080e-15,0.00000000000000000e+00,2.22796581207434856e-16,2.27352346956212311e-15,8.00593208497344194e-16,nan,2.77555756156289135e-15
200,200,0.00000000000000000e+00,4.16873330454099142e-15,0.00000000000000000e+00,2.39849346551706176e-16,2.11208611981632900e-15,4.96506830649454624e-16,nan,9.99200722162640886e-16
205,205,0.00000000000000000e+00,4.11856356740177514e-15,0.00000000000000000e+00,2.59714234046470554e-16,2.72809384099094283e-15,5.55111512312578270e-16,nan,1.99840144432528177e-15
210,210,0.00000000000000000e+00,4.14749227085192428e-15,0.00000000000000000e+00,3.07337277472936921e-16,1.48705868400816971e-15,3.14018491736755033e-16,nan,8.88178419700125232e-16
215,215,0.00000000000000000e+00,4.11593604451240380e-15,0.00000000000000000e+00,3.32163122623339968e-16,1.21699934097117965e-15,6.75322301446425948e-16,nan,6.66133814775093924e-16
220,220,0.00000000000000000e+00,4.15499971307965531e-15,0.00000000000000000e+00,2.76555880338156423e-16,1.57412441678829109e-15,3.33066907387546962e-16,nan,2.22044604925031308e-16
225,225,0.00000000000000000e+00,4.21978063476751243e-15,0.00000000000000000e+00,5.34725385644982099e-16,2.04564258877202024e-15,1.11022302462515654e-15,nan,2.66453525910037570e-15
230,230,0.00000000000000000e+00,4.15311117917780256e-15,0.00000000000000000e+00,3.04138212377454377e-16,2.50933656018594013e-15,1.33688555545766705e-15,nan,1.33226762955018785e-15
235,235,0.00000000000000000e+00,4.19813822604067116e-15,0.00000000000000000e+00,7.90112501907467619e-16,1.97013351540462499e-15,6.66133814775093924e-16,nan,1.99840144432528177e-15
240,240,0.00000000000000000e+00,4.12932605510204656e-15,0.00000000000000000e+00,1.85353440976555213e-16,2.56491495395460705e-15,8.00593208497344194e-16,nan,4.44089209850062616e-16
245,245,0.00000000000000000e+00,4.14494229787426307e-15,0.00000000000000000e+00,5.49325390714275325e-16,1.36775141026519091e-15,3.33066907387546962e-16,nan,1.99840144432528177e-15
250,250,0.00000000000000000e+00,4.16318562717326102e-15,0.00000000000000000e+00,3.26584154731681452e-16,2.19363192563783601e-15,9.42055475210264952e-16,nan,1.77635683940025046e-15
255,255,0.00000000000000000e+00,4.11119478770800525e-15,0.00000000000000000e+00,5.88073553794885751e-16,1.72857219508815028e-15,4.00296604248672097e-16,nan,1.55431223447521916e-15
260,260,0.00000000000000000e+00,4.14298796701026161e-15,0.00000000000000000e+00,6.80066271223804893e-16,1.59480834712576170e-15,1.11022302462515654e-16,nan,1.22124532708767219e-15
265,265,0.00000000000000000e+00,4.11579415765113886e-15,0.00000000000000000e+00,3.36241085345658603e-16,1.27844428867845736e-15,5.97873396028181652e-16,nan,1.99840144432528177e-15
270,270,0.00000000000000000e+00,4.15404347302369765e-15,0.00000000000000000e+00,1.61950125682294870e-16,1.89326305950857611e-15,9.48574968053509423e-16,nan,1.77635683940025046e-15
275,275,0.00000000000000000e+00,4.14463685257471579e-15,0.00000000000000000e+00,2.18605648399373081e-16,1.58584260591934035e-15,4.96506830649454624e-16,nan,1.99840144432528177e-15
280,280,0.00000000000000000e+00,4.12971860971473827e-15,0.00000000000000000e+00,2.23955662722003441e-16,2.54881415044565093e-15,7.02166693715340245e-16,nan,2.22044604925031308e-16
285,285,0.00000000000000000e+00,4.18627976372448124e-15,0.00000000000000000e+00,3.49068860231765735e-16,1.26947409187039290e-15,2.48253415324727312e-16,nan,1.22124532708767219e-15
290,290,0.00000000000000000e+00,4.18380155210231548e-15,0.00000000000000000e+00,4.50155392596254287e-16,1.39097805221055405e-15,8.95090418262361923e-16,nan,6.66133814775093924e-16
295,295,0.00000000000000000e+00,4.14826345093359583e-15,0.00000000000000000e+00,3.28306326399824481e-16,2.13874103673081322e-15,1.19574679205636330e-15,nan,1.77635683940025046e-15
300,300,0.00000000000000000e+00,4.16495471961129579e-15,0.00000000000000000e+00,3.18639903203580017e-16,1.48082489358207575e-15,3.14018491736755033e-16,nan,2.44249065417534439e-15
305,305,0.00000000000000000e+00,4.11013844354212080e-15,0.00000000000000000e+00,3.07666385924768858e-16,1.44374980130663063e-15,6.66133814775093924e-16,nan,1.88737914186276612e-15
310,310,0.00000000000000000e+00,4.20353285541363544e-15,0.00000000000000000e+00,2.36012465332152559e-16,1.72847193765372701e-15,6.66133814775093924e-16,nan,7.77156117237609578e-16
315,315,0.00000000000000000e+00,4.18026620510522248e-15,0.00000000000000000e+00,8.61827870932453048e-16,1.93054178636689329e-15,1.73422380365254680e-15,nan,2.33146835171282873e-15
320,320,0.00000000000000000e+00,4.15086426242341520e-15,0.00000000000000000e+00,2.61836923213870597e-16,1.35272632162083628e-15,2.22044604925031308e-16,nan,1.99840144432528177e-15
325,325,0.00000000000000000e+00,4.10236284608900921e-15,0.00000000000000000e+00,5.49479099971357615e-16,1.39559919119052914e-15,4.44089209850062616e-16,nan,1.99840144432528177e-15
330,330,0.00000000000000000e+00,4.14599418457963435e-15,0.00000000000000000e+00,2.73218788316449690e-16,1.59014601086018551e-15,6.28036983473510067e-16,nan,5.55111512312578270e-16
335,335,0.00000000000000000e+00,4.16454211807743636e-15,0.00000000000000000e+00,4.84425682328245706e-16,1.60770615026277327e-15,2.22044604925031308e-16,nan,1.11022302462515654e-15
340,340,0.00000000000000000e+00,4.16459198253837900e-15,0.00000000000000000e+00,4.22714888475820178e-16,1.20953751427700660e-15,5.66104886700367570e-16,nan,4.44089209850062616e-16
345,345,0.00000000000000000e+00,4.08861941900472168e-15,0.00000000000000000e+00,5.14884980810407544e-16,1.50099215398254887e-15,2.72367624753288958e-30,nan,8.88178419700125232e-16
350,350,0.00000000000000000e+00,4.17263492371983655e-15,0.00000000000000000e+00,1.11989797435714599e-16,1.52925551813125985e-15,3.14018491736755033e-16,nan,8.88178419700125232e-16
355,355,0.00000000000000000e+00,4.12179042044516623e-15,0.00000000000000000e+00,5.77579350952535667e-16,1.68153615998723170e-15,5.97873396028181652e-16,nan,6.66133814775093924e-16
360,360,0.00000000000000000e+00,4.12803633577152154e-15,0.00000000000000000e+00,3.54268547375085011e-16,1.27448899719789380e-15,4.44089209850062616e-16,nan,1.66533453693773481e-15
365,365,0.00000000000000000e+00,4.10908520019307208e-15,0.00000000000000000e+00,2.18825746469411529e-16,1.69654666855734235e-15,4.96506830649454624e-16,nan,2.66453525910037570e-15
370,370,0.00000000000000000e+00,4.16457109811772458e-15,0.00000000000000000e+00,3.85988341107024177e-16,1.63470675251353713e-15,8.95090418262361923e-16,nan,2.10942374678779743e-15
375,375,0.00000000000000000e+00,4.19374711709524423e-15,0.00000000000000000e+00,5.64092447255064718e-16,2.94202441815788911e-15,7.02166693715340245e-16,nan,2.22044604925031308e-15
380,380,0.00000000000000000e+00,4.13224173296446824e-15,0.00000000000000000e+00,6.12615074651705468e-16,1.76029874304544846e-15,3.51083346857670122e-16,nan,1.33226762955018785e-15
385,385,0.00000000000000000e+00,4.12381389445511202e-15,0.00000000000000000e+00,2.70669248562337342e-16,1.31696056659205453e-15,4.00296604248672097e-16,nan,1.99840144432528177e-15
390,390,0.00000000000000000e+00,4.13556470912563962e-15,0.00000000000000000e+00,4.10532891542311530e-16,1.52791372981712777e-15,3.14018491736755033e-16,nan,1.66533453693773481e-15
395,395,0.00000000000000000e+00,4.12994172951175732e-15,0.00000000000000000e+00,2.75904494398785227e-16,1.45230512541214375e-15,6.75322301446425948e-16,nan,2.22044604925031308e-16
400,400,0.00000000000000000e+00,4.21749038815251986e-15,0.00000000000000000e+00,3.94895899926336086e-16,1.54828395899478518e-15,3.14018491736755033e-16,nan,4.44089209850062616e-16
405,405,0.00000000000000000e+00,4.11901208129441925e-15,0.00000000000000000e+00,5.77746870204041084e-16,1.56506292852710193e-15,6.28036983473510067e-16,nan,2.66453525910037570e-15
410,410,0.00000000000000000e+00,4.12300530334290219e-15,0.00000000000000000e+00,8.12197369910430311e-16,2.78347842034777910e-15,1.33226762955018785e-15,nan,1.66533453693773481e-15
415,415,0.00000000000000000e+00,4.14498880016671998e-15,0.00000000000000000e+00,5.15273977539914057e-16,1.52186023709635960e-15,1.33688555545766705e-15,nan,1.77635683940025046e-15
420,420,0.00000000000000000e+00,4.06355266764130180e-15,0.00000000000000000e+00,3.24298594750309767e-16,1.76391596090703800e-15,1.04738230666885403e-15,nan,1.11022302462515654e-15
425,425,0.00000000000000000e+00,4.15851390344012527e-15,0.00000000000000000e+00,2.82230986679642613e-16,1.34619736188567945e-15,6.47365704913893752e-16,nan,1.33226762955018785e-15
430,430,0.00000000000000000e+00,4.08143528753052889e-15,0.00000000000000000e+00,5.23231963373683140e-16,1.48954603411969359e-15,4.96506830649454624e-16,nan,1.99840144432528177e-15
435,435,0.00000000000000000e+00,4.10133594260994122e-15,0.00000000000000000e+00,2.51979159270411054e-16,1.53104018074565351e-15,1.29473140982778750e-15,nan,6.66133814775093924e-16
440,440,0.00000000000000000e+00,4.15078872769884460e-15,0.00000000000000000e+00,3.98234762943371378e-16,1.98874580663452984e-15,1.04738230666885403e-15,nan,1.11022302462515654e-15
445,445,0.00000000000000000e+00,4.14100881886288701e-15,0.00000000000000000e+00,3.01933108852702580e-16,1.24488897814561933e-15,8.67111901826273399e-16,nan,1.33226762955018785e-15
450,450,0.00000000000000000e+00,4.08159312629118579e-15,0.00000000000000000e+00,1.82557184410757035e-16,2.11272431631959563e-15,1.11022302462515654e-16,nan,1.99840144432528177e-15
455,455,0.00000000000000000e+00,4.14994619267026361e-15,0.00000000000000000e+00,7.02186190446171911e-16,1.62636600869208298e-15,1.11022302462515654e-16,nan,2.33146835171282873e-15
460,460,0.00000000000000000e+00,4.10719024402348283e-15,0.00000000000000000e+00,3.46685421954021878e-16,2.14992701157697787e-15,4.96506830649454624e-16,nan,0.00000000000000000e+00
465,465,0.00000000000000000e+00,4.13918403074223568e-15,0.00000000000000000e+00,7.02288315625170321e-16,1.72025627772797701e-15,4.44089209850062616e-16,nan,1.44328993201270350e-15
470,470,0.00000000000000000e+00,4.13318151944248475e-15,0.00000000000000000e+00,7.07635710490320125e-16,1.72039069168817635e-15,4.44089209850062616e-16,nan,1.11022302462515654e-15
475,475,0.00000000000000000e+00,4.16122387731721372e-15,0.00000000000000000e+00,5.71132402482144365e-16,2.14960089762086877e-15,8.67111901826273399e-16,nan,1.11022302462515654e-15
480,480,0.00000000000000000e+00,4.13021130449911777e-15,0.00000000000000000e+00,7.24447725171171756e-16,1.98585159845531511e-15,5.55111512312578270e-16,nan,2.66453525910037570e-15
485,485,0.00000000000000000e+00,4.13527480310566469e-15,0.00000000000000000e+00,2.47605562122559496e-16,2.03043828541129021e-15,4.44089209850062616e-16,nan,1.44328993201270350e-15
490,490,0.00000000000000000e+00,4.16303942461766594e-15,0.00000000000000000e+00,3.59270019764333390e-16,1.64304344876799721e-15,6.66133814775093924e-16,nan,7.77156117237609578e-16
495,495,0.00000000000000000e+00,4.18615952149824669e-15,0.00000000000000000e+00,4.11692654670045570e-16,1.21566507581224628e-15,8.00593208497344194e-16,nan,2.55351295663786004e-15
500,500,0.00000000000000000e+00,4.10101547807427827e-15,0.00000000000000000e+00,7.16593734452973766e-16,3.02466273444669180e-15,7.02166693715340245e-16,nan,1.77635683940025046e-15
505,505,0.00000000000000000e+00,4.14633363937463663e-15,0.00000000000000000e+00,6.11052292485565246e-16,1.49080062720800725e-15,3.14018491736755033e-16,nan,2.66453525910037570e-15
510,510,0.00000000000000000e+00,4.10395373458809241e-15,0.00000000000000000e+00,8.51724500286054219e-16,1.20920762935635716e-15,4.96506830649454624e-16,nan,9.99200722162640886e-16
515,515,0.00000000000000000e+00,4.15802541462825115e-15,0.00000000000000000e+00,4.97712266584120993e-16,1.26524807792856639e-15,4.71027737605132476e-16,nan,1.22124532708767219e-15
520,520,0.00000000000000000e+00,4.07701897587687128e-15,0.00000000000000000e+00,4.43610006085318209e-16,1.77140105152805745e-15,4.57756679852223745e-16,nan,8.88178419700125232e-16
525,525,0.00000000000000000e+00,4.11331794658939057e-15,0.00000000000000000e+00,2.15783771703628290e-16,2.55801657901306985e-15,9.93013661298909247e-16,nan,1.11022302462515654e-15
530,530,0.00000000000000000e+00,4.11300638773604415e-15,0.00000000000000000e+00,5.54827456813721038e-16,2.20183967158598903e-15,2.22044604925031308e-16,nan,1.55431223447521916e-15
535,535,0.00000000000000000e+00,4.14591625131411370e-15,0.00000000000000000e+00,5.29910350511822227e-16,1.73422262673735977e-15,2.22044604925031308e-16,nan,8.88178419700125232e-16
540,540,0.00000000000000000e+00,4.12080739141734686e-15,0.00000000000000000e+00,4.94088147701053179e-16,2.04335521391343542e-15,4.00296604248672097e-16,nan,2.55351295663786004e-15
545,545,0.00000000000000000e+00,4.13121689125858643e-15,0.00000000000000000e+00,4.15973129222854726e-16,1.51792057620685238e-15,4.96506830649454624e-16,nan,2.88657986402540701e-15
550,550,0.00000000000000000e+00,4.15735209045258451e-15,0.00000000000000000e+00,9.17986056607945905e-16,2.58358749510105653e-15,6.66133814775093924e-16,nan,7.77156117237609578e-16
555,555,0.00000000000000000e+00,4.14088074754074290e-15,0.00000000000000000e+00,7.08287492407192561e-16,1.91657366650230319e-15,1.48952049194836387e-15,nan,2.44249065417534439e-15
560,560,0.00000000000000000e+00,4.12924285023208081e-15,0.00000000000000000e+00,8.38780138179656690e-16,1.46459816309186568e-15,6.28036983473510067e-16,nan,1.33226762955018785e-15
565,565,0.00000000000000000e+00,4.12936098776185915e-15,0.00000000000000000e+00,3.31040988378806600e-16,2.07591642171889268e-15,8.00593208497344194e-16,nan,1.33226762955018785e-15
570,570,0.00000000000000000e+00,4.15983078033269129e-15,0.00000000000000000e+00,6.10432576042586351e-16,1.40410694435820112e-15,4.00296604248672097e-16,nan,1.77635683940025046e-15
575,575,0.00000000000000000e+00,4.13997814930528827e-15,0.00000000000000000e+00,5.24190741658857938e-16,1.30017261601758413e-15,2.22044604925031308e-16,nan,9.99200722162640886e-16
580,580,0.00000000000000000e+00,4.18286287774107685e-15,0.00000000000000000e+00,4.11084946763235235e-16,1.65549170400106908e-15,3.14018491736755033e-16,nan,8.88178419700125232e-16
585,585,0.00000000000000000e+00,4.15611879379433694e-15,0.00000000000000000e+00,6.38198576696652312e-16,1.27934460885083886e-15,3.14018491736755033e-16,nan,1.66533453693773481e-15
590,590,0.00000000000000000e+00,4.18260174928886107e-15,0.00000000000000000e+00,4.51712900185581765e-16,2.91883644388976640e-15,7.02166693715340245e-16,nan,2.22044604925031308e-15
595,595,0.00000000000000000e+00,4.10948516634799184e-15,0.00000000000000000e+00,4.89672615355121563e-16,1.38482069014503993e-15,1.11022302462515654e-15,nan,1.77635683940025046e-15
600,600,0.00000000000000000e+00,4.13445875447400092e-15,0.00000000000000000e+00,2.52122209088557002e-16,1.39896804505280959e-15,4.96506830649454624e-16,nan,4.44089209850062616e-16
605,605,0.00000000000000000e+00,4.14555056724545981e-15,0.00000000000000000e+00,2.10508192670084498e-16,1.74273624135941055e-15,1.11022302462515654e-15,nan,1.33226762955018785e-15
610,610,0.00000000000000000e+00,4.11175017272181366e-15,0.00000000000000000e+00,6.91933432040952331e-16,1.59775741112942362e-15,8.08254562088053025e-16,nan,3.33066907387546962e-15
615,615,0.00000000000000000e+00,4.14390655229061280e-15,0.00000000000000000e+00,6.99181484985191190e-16,2.02069675473594821e-15,9.15513359704447490e-16,nan,6.66133814775093924e-16
620,620,0.00000000000000000e+00,4.14636223332426950e-15,0.00000000000000000e+00,1.02624775160141335e-15,1.55991327107043883e-15,8.95090418262361923e-16,nan,1.77635683940025046e-15
625,625,0.00000000000000000e+00,4.15286922607226088e-15,0.00000000000000000e+00,3.80742187499210302e-16,1.46265250598548148e-15,2.48253415324727312e-16,nan,9.99200722162640886e-16
630,630,0.00000000000000000e+00,4.10448369721647285e-15,0.00000000000000000e+00,1.03820230956260815e-15,1.57065319689415326e-15,5.97873396028181652e-16,nan,1.66533453693773481e-15
635,635,0.00000000000000000e+00,4.13246301259355097e-15,0.00000000000000000e+00,9.17208840784243289e-16,2.52662933506133898e-15,2.48253415324727312e-16,nan,4.21884749357559485e-15
640,640,0.00000000000000000e+00,4.10065452159552804e-15,0.00000000000000000e+00,1.33913132367869712e-15,1.81095809950801318e-15,8.00593208497344194e-16,nan,0.00000000000000000e+00
645,645,0.00000000000000000e+00,4.17224752782186073e-15,0.00000000000000000e+00,1.07138818954923736e-15,3.31852244091429027e-15,1.11576033091874582e-15,nan,4.44089209850062616e-16
650,650,0.00000000000000000e+00,4.13926273136261880e-15,0.00000000000000000e+00,2.28469744222164648e-16,1.50738641638900506e-15,8.95090418262361923e-16,nan,2.66453525910037570e-15
655,655,0.00000000000000000e+00,4.14014774557452389e-15,0.00000000000000000e+00,2.21425844479569986e-16,1.31283311203268305e-15,1.30562144601736588e-29,nan,1.77635683940025046e-15
660,660,0.00000000000000000e+00,4.13671291612700021e-15,0.00000000000000000e+00,5.37969101191907797e-16,1.89009807530267729e-15,7.77156117237609578e-16,nan,1.77635683940025046e-15
665,665,0.00000000000000000e+00,4.11388340387995308e-15,0.00000000000000000e+00,7.94856048683145501e-16,1.33804919950252821e-15,5.66104886700367570e-16,nan,1.55431223447521916e-15
670,670,0.00000000000000000e+00,4.12978981244416446e-15,0.00000000000000000e+00,6.22001044426092311e-16,1.61760365283796342e-15,2.22044604925031308e-16,nan,1.33226762955018785e-15
675,675,0.00000000000000000e+00,4.17668193342745736e-15,0.00000000000000000e+00,6.37542310566324506e-16,1.79455358342437546e-15,9.48574968053509423e-16,nan,8.88178419700125232e-16
680,680,0.00000000000000000e+00,4.17173649765836034e-15,0.00000000000000000e+00,2.35405551675835228e-16,1.75735120604747163e-15,5.55111512312578270e-16,nan,1.11022302462515654e-15
685,685,0.00000000000000000e+00,4.21081928983584139e-15,0.00000000000000000e+00,3.27609851625926576e-16,1.66073409614164731e-15,4.44089209850062616e-16,nan,2.22044604925031308e-15
690,690,0.00000000000000000e+00,4.15059967060157596e-15,0.00000000000000000e+00,4.52791502438464445e-16,1.78770711008697126e-15,8.00593208497344194e-16,nan,1.44328993201270350e-15
695,695,0.00000000000000000e+00,4.13364826252630885e-15,0.00000000000000000e+00,4.67200600599205204e-16,1.88415749199210205e-15,4.57756679852223745e-16,nan,1.11022302462515654e-15
700,700,0.00000000000000000e+00,4.14537847950722285e-15,0.00000000000000000e+00,6.71819921954452644e-16,1.80646999052873042e-15,1.18018326364207060e-15,nan,2.22044604925031308e-16
705,705,0.00000000000000000e+00,4.15392748135654937e-15,0.00000000000000000e+00,3.58542753721531638e-16,2.94788567060807948e-15,6.47365704913893752e-16,nan,1.22124532708767219e-15
710,710,0.00000000000000000e+00,4.13684827126168251e-15,0.00000000000000000e+00,4.79164975311552205e-16,1.32088370038278647e-15,2.48253415324727312e-16,nan,1.11022302462515654e-15
715,715,0.00000000000000000e+00,4.10520601694684504e-15,0.00000000000000000e+00,2.03430896479667481e-16,1.98043378590578727e-15,4.57756679852223745e-16,nan,1.11022302462515654e-15
720,720,0.00000000000000000e+00,4.14841557694059278e-15,0.00000000000000000e+00,3.08213869861406878e-16,1.64009609481370939e-15,1.29473140982778750e-15,nan,2.66453525910037570e-15
725,725,0.00000000000000000e+00,4.13195875234836912e-15,0.00000000000000000e+00,3.62264031214550225e-16,1.27161641893949701e-15,5.55111512312578270e-16,nan,3.77475828372553224e-15
730,730,0.00000000000000000e+00,4.16219095260176318e-15,0.00000000000000000e+00,6.23684008082688832e-16,1.28371080742042756e-15,7.10889595793334609e-16,nan,2.66453525910037570e-15
735,735,0.00000000000000000e+00,4.07742164147686003e-15,0.00000000000000000e+00,1.00825596623997207e-15,1.82427864616702661e-15,8.00593208497344194e-16,nan,2.22044604925031308e-15
740,740,0.00000000000000000e+00,4.15012770454960210e-15,0.00000000000000000e+00,5.50443349601758378e-16,1.80665381721160703e-15,1.65046518089334638e-15,nan,1.33226762955018785e-15
745,745,0.00000000000000000e+00,4.08854504876393606e-15,0.00000000000000000e+00,6.75312170641184493e-16,1.25418564557853439e-15,2.22044604925031308e-16,nan,2.22044604925031308e-16
750,750,0.00000000000000000e+00,4.17138783015938355e-15,0.00000000000000000e+00,5.63817161252239554e-16,1.73660467042062281e-15,3.51083346857670122e-16,nan,4.44089209850062616e-16
755,755,0.00000000000000000e+00,4.13922495378566946e-15,0.00000000000000000e+00,3.79024394918930728e-16,1.27707940727135690e-15,4.00296604248672097e-16,nan,1.11022302462515654e-15
