step,time,relative_time,gram_rank,dominant_eigenvalue,q1,q2,q3,q4,rank_q,theta1_deg,theta2_deg,orth_B0,orth_Bdom
180,180,-4664,600,2.98864396433005879e+02,1.41421356237309537e+00,1.41421356237309515e+00,1.65414234510880064e-08,5.11726197511028549e-09,3,0.00000000000000000e+00,4.82967307890293423e-06,7.44760245974181935e-16,2.22044604925031308e-16
185,185,-4659,600,2.98864396433005936e+02,1.41421356237309559e+00,1.41421356237309492e+00,1.05367121050708400e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,9.48574968053509423e-16
190,190,-4654,600,2.98864396433005709e+02,1.41421356237309559e+00,1.41421356237309470e+00,1.66600046865626377e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.39973865676383376e-06,7.44760245974181935e-16,9.93013661298909247e-16
195,195,-4649,600,2.98864396433006050e+02,1.41421356237309515e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.39973865676383376e-06,7.44760245974181935e-16,8.00593208497344194e-16
200,200,-4644,600,2.98864396433005595e+02,1.41421356237309559e+00,1.41421356237309492e+00,1.52865499139254469e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,4.96506830649454624e-16
205,205,-4639,600,2.98864396433006448e+02,1.41421356237309537e+00,1.41421356237309492e+00,1.31429951475210802e-08,6.97438601408754583e-09,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,5.55111512312578270e-16
210,210,-4634,600,2.98864396433005595e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.75361048152307155e-06,7.44760245974181935e-16,3.14018491736755033e-16
215,215,-4629,600,2.98864396433005879e+02,1.41421356237309559e+00,1.41421356237309492e+00,1.05367121275016439e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,6.75322301446425948e-16
220,220,-4624,600,2.98864396433005993e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.59771179305298778e-06,7.44760245974181935e-16,3.33066907387546962e-16
225,225,-4619,600,2.98864396433006391e+02,1.41421356237309559e+00,1.41421356237309492e+00,6.11171540665035991e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,1.11022302462515654e-15
230,230,-4614,600,2.98864396433005311e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.33181471192650754e-06,7.44760245974181935e-16,1.33688555545766705e-15
235,235,-4609,600,2.98864396433005652e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,6.66133814775093924e-16
240,240,-4604,600,2.98864396433006391e+02,1.41421356237309559e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,8.00593208497344194e-16
245,245,-4599,600,2.98864396433005936e+02,1.41421356237309515e+00,1.41421356237309492e+00,1.85052568734419239e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,3.33066907387546962e-16
250,250,-4594,600,2.98864396433006334e+02,1.41421356237309559e+00,1.41421356237309470e+00,4.34323996711781371e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,9.42055475210264952e-16
255,255,-4589,600,2.98864396433006220e+02,1.41421356237309537e+00,1.41421356237309492e+00,7.45058059692382812e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.59856819896399222e-06,7.44760245974181935e-16,4.00296604248672097e-16
260,260,-4584,600,2.98864396433005936e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,1.11022302462515654e-16
265,265,-4579,600,2.98864396433006050e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,5.97873396028181652e-16
270,270,-4574,600,2.98864396433005425e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,9.48574968053509423e-16
275,275,-4569,600,2.98864396433005822e+02,1.41421356237309537e+00,1.41421356237309470e+00,1.66600046865626377e-08,1.05367121276910815e-08,3,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,4.96506830649454624e-16
280,280,-4564,600,2.98864396433006505e+02,1.41421356237309559e+00,1.41421356237309470e+00,2.11964389694882298e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.39973865676383376e-06,7.44760245974181935e-16,7.02166693715340245e-16
285,285,-4559,600,2.98864396433006050e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,2.48253415324727312e-16
290,290,-4554,600,2.98864396433005709e+02,1.41421356237309559e+00,1.41421356237309492e+00,1.59759840399289562e-08,4.93506123331891499e-09,3,0.00000000000000000e+00,4.43633800041329530e-06,7.44760245974181935e-16,8.95090418262361923e-16
295,295,-4549,600,2.98864396433005425e+02,1.41421356237309559e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,1.19574679205636330e-15
300,300,-4544,600,2.98864396433005709e+02,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,3.14018491736755033e-16
305,305,-4539,600,2.98864396433005709e+02,1.41421356237309559e+00,1.41421356237309492e+00,7.45058059692382812e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,6.66133814775093924e-16
310,310,-4534,600,2.98864396433006050e+02,1.41421356237309559e+00,1.41421356237309492e+00,1.49011611938476546e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,6.66133814775093924e-16
315,315,-4529,600,2.98864396433005766e+02,1.41421356237309559e+00,1.41421356237309448e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.33181471192650754e-06,7.44760245974181935e-16,1.73422380365254680e-15
320,320,-4524,600,2.98864396433006107e+02,1.41421356237309559e+00,1.41421356237309515e+00,1.39880859622077558e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,4.75361048152307155e-06,7.44760245974181935e-16,2.22044604925031308e-16
325,325,-4519,600,2.98864396433005709e+02,1.41421356237309559e+00,1.41421356237309515e+00,6.14305001723543241e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,4.82967307890293423e-06,7.44760245974181935e-16,4.44089209850062616e-16
330,330,-4514,600,2.98864396433006220e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.66329368102031768e-06,7.44760245974181935e-16,6.28036983473510067e-16
335,335,-4509,600,2.98864396433005766e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.97831306037971448e-06,7.44760245974181935e-16,2.22044604925031308e-16
340,340,-4504,600,2.98864396433005709e+02,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,5.66104886700367570e-16
345,345,-4499,600,2.98864396433005822e+02,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,2.72367624753288958e-30
350,350,-4494,600,2.98864396433005652e+02,1.41421356237309559e+00,1.41421356237309470e+00,1.66600046865626377e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,3.14018491736755033e-16
355,355,-4489,600,2.98864396433006164e+02,1.41421356237309515e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,5.97873396028181652e-16
360,360,-4484,600,2.98864396433005766e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,4.44089209850062616e-16
365,365,-4479,600,2.98864396433005595e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,4.96506830649454624e-16
370,370,-4474,600,2.98864396433005879e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.46681872759500144e-06,7.44760245974181935e-16,8.95090418262361923e-16
375,375,-4469,600,2.98864396433006220e+02,1.41421356237309559e+00,1.41421356237309492e+00,7.45058059692382812e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.53308561649078268e-06,7.44760245974181935e-16,7.02166693715340245e-16
380,380,-4464,600,2.98864396433005936e+02,1.41421356237309515e+00,1.41421356237309492e+00,9.60907190245465513e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,3.51083346857670122e-16
385,385,-4459,600,2.98864396433005822e+02,1.41421356237309537e+00,1.41421356237309492e+00,1.49011611938476546e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,4.00296604248672097e-16
390,390,-4454,600,2.98864396433006107e+02,1.41421356237309537e+00,1.41421356237309492e+00,1.05367120904661226e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.46681872759500144e-06,7.44760245974181935e-16,3.14018491736755033e-16
395,395,-4449,600,2.98864396433005766e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,6.75322301446425948e-16
400,400,-4444,600,2.98864396433006050e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,3.14018491736755033e-16
405,405,-4439,600,2.98864396433005766e+02,1.41421356237309537e+00,1.41421356237309515e+00,1.29047841397589203e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,6.28036983473510067e-16
410,410,-4434,600,2.98864396433005481e+02,1.41421356237309603e+00,1.41421356237309515e+00,7.45058059692382564e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,1.33226762955018785e-15
415,415,-4429,600,2.98864396433006050e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.97831306037971448e-06,7.44760245974181935e-16,1.33688555545766705e-15
420,420,-4424,600,2.98864396433005538e+02,1.41421356237309559e+00,1.41421356237309470e+00,5.06266398243154820e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.53308561649078268e-06,7.44760245974181935e-16,1.04738230666885403e-15
425,425,-4419,600,2.98864396433006050e+02,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.97831306037971448e-06,7.44760245974181935e-16,6.47365704913893752e-16
430,430,-4414,600,2.98864396433005822e+02,1.41421356237309537e+00,1.41421356237309492e+00,7.45058059652051554e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,4.96506830649454624e-16
435,435,-4409,600,2.98864396433006164e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.39973865676383376e-06,7.44760245974181935e-16,1.29473140982778750e-15
440,440,-4404,600,2.98864396433005425e+02,1.41421356237309559e+00,1.41421356237309470e+00,1.05367121277235037e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.33181471192650754e-06,7.44760245974181935e-16,1.04738230666885403e-15
445,445,-4399,600,2.98864396433005822e+02,1.41421356237309559e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,8.67111901826273399e-16
450,450,-4394,600,2.98864396433006164e+02,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.97831306037971448e-06,7.44760245974181935e-16,1.11022302462515654e-16
455,455,-4389,600,2.98864396433006164e+02,1.41421356237309537e+00,1.41421356237309492e+00,4.28808272419615538e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,1.11022302462515654e-16
460,460,-4384,600,2.98864396433006391e+02,1.41421356237309537e+00,1.41421356237309470e+00,7.58626039339335595e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,4.96506830649454624e-16
465,465,-4379,600,2.98864396433005538e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,4.44089209850062616e-16
470,470,-4374,600,2.98864396433005538e+02,1.41421356237309559e+00,1.41421356237309515e+00,1.14762567370073149e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,4.44089209850062616e-16
475,475,-4369,600,2.98864396433006277e+02,1.41421356237309537e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.19330234477528410e-06,7.44760245974181935e-16,8.67111901826273399e-16
480,480,-4364,600,2.98864396433005481e+02,1.41421356237309515e+00,1.41421356237309492e+00,1.49011611938476546e-08,1.49011611897230955e-08,4,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,5.55111512312578270e-16
485,485,-4359,600,2.98864396433005595e+02,1.41421356237309515e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.05099300793229967e-06,7.44760245974181935e-16,4.44089209850062616e-16
490,490,-4354,600,2.98864396433006050e+02,1.41421356237309537e+00,1.41421356237309492e+00,4.47661246221202211e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.33181471192650754e-06,7.44760245974181935e-16,6.66133814775093924e-16
495,495,-4349,600,2.98864396433005822e+02,1.41421356237309559e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,8.00593208497344194e-16
500,500,-4344,600,2.98864396433006505e+02,1.41421356237309559e+00,1.41421356237309492e+00,2.02063472249025608e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.39973865676383376e-06,7.44760245974181935e-16,7.02166693715340245e-16
505,505,-4339,600,2.98864396433006050e+02,1.41421356237309537e+00,1.41421356237309492e+00,1.67999576586671079e-08,1.02051462406314257e-08,3,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,3.14018491736755033e-16
510,510,-4334,600,2.98864396433005936e+02,1.41421356237309559e+00,1.41421356237309492e+00,7.45058059692382812e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,4.96506830649454624e-16
515,515,-4329,600,2.98864396433005936e+02,1.41421356237309515e+00,1.41421356237309492e+00,1.18217459969050061e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,5.53308561649078268e-06,7.44760245974181935e-16,4.71027737605132476e-16
520,520,-4324,600,2.98864396433005652e+02,1.41421356237309537e+00,1.41421356237309470e+00,1.66600046865626377e-08,1.49011611822464283e-08,4,0.00000000000000000e+00,5.12264187750956492e-06,7.44760245974181935e-16,4.57756679852223745e-16
525,525,-4319,600,2.98864396433005254e+02,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.51774548784510204e-06,7.44760245974181935e-16,9.93013661298909247e-16
530,530,-4314,600,2.98864396433006391e+02,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.97831306037971448e-06,7.44760245974181935e-16,2.22044604925031308e-16
535,535,-4309,600,2.98864396433005595e+02,1.41421356237309515e+00,1.41421356237309470e+00,1.43073287497744031e-08,3.66585831107356144e-09,3,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,2.22044604925031308e-16
540,540,-4304,600,2.98864396433006164e+02,1.41421356237309515e+00,1.41421356237309492e+00,1.59639661322939887e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,4.00296604248672097e-16
545,545,-4299,600,2.98864396433005822e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,4.96506830649454624e-16
550,550,-4294,600,2.98864396433005254e+02,1.41421356237309559e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.75361048152307155e-06,7.44760245974181935e-16,6.66133814775093924e-16
555,555,-4289,600,2.98864396433005709e+02,1.41421356237309559e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,5.26301422031920835e-06,7.44760245974181935e-16,1.48952049194836387e-15
560,560,-4284,600,2.98864396433005936e+02,1.41421356237309537e+00,1.41421356237309470e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.75361048152307155e-06,7.44760245974181935e-16,6.28036983473510067e-16
565,565,-4279,600,2.98864396433005368e+02,1.41421356237309515e+00,1.41421356237309470e+00,8.41675348467632798e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,5.33181471192650754e-06,7.44760245974181935e-16,8.00593208497344194e-16
570,570,-4274,600,2.98864396433005766e+02,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,4.90455619685547992e-06,7.44760245974181935e-16,4.00296604248672097e-16
