step,time,relative_time,gram_rank,dominant_eigenvalue,q1,q2,q3,q4,rank_q,theta1_deg,theta2_deg,orth_B0,orth_Bdom
50,50,-1117,8,3.74165738677393955e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.04297600330443428e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,2.48253415324727312e-16
55,55,-1112,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,8.04128657612425487e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
60,60,-1107,8,3.74165738677394177e+00,1.41421356237309559e+00,1.41421356237309515e+00,1.87398574851488492e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,6.66133814775093924e-16
65,65,-1102,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.09211195397200767e-29
70,70,-1097,8,3.74165738677394577e+00,1.41421356237309537e+00,1.41421356237309515e+00,9.87398273707586697e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
75,75,-1092,8,3.74165738677394444e+00,1.41421356237309537e+00,1.41421356237309515e+00,4.33893369070422076e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
80,80,-1087,8,3.74165738677394000e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.22044604925031308e-16,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.57756679852223745e-16
85,85,-1082,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309492e+00,7.45058059692345589e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,2.22044604925031308e-16
90,90,-1077,8,3.74165738677394311e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.63045308258943684e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
95,95,-1072,8,3.74165738677394266e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.85759704894262099e-28
100,100,-1067,8,3.74165738677394044e+00,1.41421356237309515e+00,1.41421356237309492e+00,1.49011611938476496e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,5.66104886700367570e-16
105,105,-1062,8,3.74165738677393866e+00,1.41421356237309537e+00,1.41421356237309515e+00,9.44872889328937192e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.44089209850062616e-16
110,110,-1057,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
115,115,-1052,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.01484210137193508e-08,3.84212644988763946e-09,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
120,120,-1047,8,3.74165738677394355e+00,1.41421356237309537e+00,1.41421356237309515e+00,2.32228855375906014e-08,2.57808359175255069e-10,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
125,125,-1042,8,3.74165738677393911e+00,1.41421356237309537e+00,1.41421356237309448e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.05019680576391778e-28
130,130,-1037,8,3.74165738677394444e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.48106579090102215e-08,1.05367121277235054e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.11022302462515654e-16
135,135,-1032,8,3.74165738677394177e+00,1.41421356237309515e+00,1.41421356237309492e+00,7.65786730733346290e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.46162613901735474e-28
140,140,-1027,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.05367121277226236e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
145,145,-1022,8,3.74165738677393955e+00,1.41421356237309515e+00,1.41421356237309492e+00,1.15357258213539241e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.33066907387546962e-16
150,150,-1017,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.11022302462515654e-16
155,155,-1012,8,3.74165738677394133e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.21245219129621910e-28
160,160,-1007,8,3.74165738677394133e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.05367121277235054e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.33066907387546962e-16
165,165,-1002,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.57083250184126319e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
170,170,-997,8,3.74165738677394444e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.30281272572477676e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
175,175,-992,8,3.74165738677394177e+00,1.41421356237309559e+00,1.41421356237309492e+00,2.22044604925031308e-16,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.57756679852223745e-16
180,180,-987,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.05367121277235054e-08,1.05367121277228056e-08,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
185,185,-982,8,3.74165738677394133e+00,1.41421356237309559e+00,1.41421356237309515e+00,1.30608664169315623e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
190,190,-977,8,3.74165738677394177e+00,1.41421356237309515e+00,1.41421356237309492e+00,1.48957754873675304e-08,1.20751051257046055e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,9.88941467656400994e-28
195,195,-972,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476596e-08,1.05367121277196408e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
200,200,-967,8,3.74165738677393778e+00,1.41421356237309537e+00,1.41421356237309515e+00,6.99513222245341396e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
205,205,-962,8,3.74165738677393866e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
210,210,-957,8,3.74165738677394311e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.68284214377888022e-08,7.06195010600130911e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
215,215,-952,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
220,220,-947,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
225,225,-942,8,3.74165738677394044e+00,1.41421356237309537e+00,1.41421356237309492e+00,7.45058059692381324e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,2.22044604925031308e-16
230,230,-937,8,3.74165738677394044e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.16457714966222004e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
235,235,-932,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,8.45540373026437463e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
240,240,-927,8,3.74165738677394044e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.01543221405430579e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,2.48253415324727312e-16
245,245,-922,8,3.74165738677393733e+00,1.41421356237309537e+00,1.41421356237309492e+00,6.09723878635658385e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,1.57009245868377517e-16
250,250,-917,8,3.74165738677394133e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
255,255,-912,8,3.74165738677394177e+00,1.41421356237309559e+00,1.41421356237309470e+00,2.22044604925031308e-16,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.44089209850062616e-16
260,260,-907,8,3.74165738677394089e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.11022302462515654e-16
265,265,-902,8,3.74165738677394222e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.82501207499442837e-08,1.49011611938469614e-08,4,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.00296604248672097e-16
270,270,-897,8,3.74165738677394488e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.22044604925031308e-16,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
275,275,-892,8,3.74165738677394266e+00,1.41421356237309559e+00,1.41421356237309515e+00,7.90417295078692724e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,6.66133814775093924e-16
280,280,-887,8,3.74165738677393911e+00,1.41421356237309559e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,9.15513359704447490e-16
285,285,-882,8,3.74165738677394133e+00,1.41421356237309559e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,7.02166693715340245e-16
290,290,-877,8,3.74165738677394000e+00,1.41421356237309559e+00,1.41421356237309492e+00,6.35950745171175733e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.44089209850062616e-16
295,295,-872,8,3.74165738677393955e+00,1.41421356237309537e+00,1.41421356237309470e+00,1.20480521641254381e-08,1.05367121277235054e-08,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
300,300,-867,8,3.74165738677394133e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.22044604925031308e-16,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.44089209850062616e-16
305,305,-862,8,3.74165738677394311e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.62545130364676561e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
310,310,-857,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.51377492843136057e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
315,315,-852,8,3.74165738677394888e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.49727044004940284e-08,1.62647611302985757e-08,4,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
320,320,-847,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.05367121277235054e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
325,325,-842,8,3.74165738677393822e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476596e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.57756679852223745e-16
330,330,-837,8,3.74165738677394000e+00,1.41421356237309515e+00,1.41421356237309470e+00,1.14754004002389580e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
335,335,-832,8,3.74165738677394133e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.66758485616056323e-08,7.43520122087619787e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
340,340,-827,8,3.74165738677394000e+00,1.41421356237309559e+00,1.41421356237309515e+00,9.81801546360438453e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
345,345,-822,8,3.74165738677393955e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.11022302462515654e-16
350,350,-817,8,3.74165738677394266e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.44089209850062616e-16
355,355,-812,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,2.26271929561090754e-08,5.50634953385753103e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
360,360,-807,8,3.74165738677393955e+00,1.41421356237309515e+00,1.41421356237309492e+00,1.31817465259813382e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
365,365,-802,8,3.74165738677394311e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
370,370,-797,8,3.74165738677394044e+00,1.41421356237309537e+00,1.41421356237309492e+00,5.42079855888236022e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,5.55111512312578270e-16
375,375,-792,8,3.74165738677394133e+00,1.41421356237309559e+00,1.41421356237309515e+00,2.22044604925031308e-16,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
380,380,-787,8,3.74165738677394133e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.05367121277235054e-08,7.45058059692351545e-09,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.11022302462515654e-16
385,385,-782,8,3.74165738677394089e+00,1.41421356237309537e+00,1.41421356237309515e+00,2.15263080630248456e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
390,390,-777,8,3.74165738677394044e+00,1.41421356237309537e+00,1.41421356237309515e+00,2.12435298976944712e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
395,395,-772,8,3.74165738677394444e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.15546730554997063e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
400,400,-767,8,3.74165738677393822e+00,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
405,405,-762,8,3.74165738677394222e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.88857256881587323e-08,8.33656243450876080e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
410,410,-757,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,1.05367121277226236e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
415,415,-752,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49096471545579323e-08,8.48169132750958068e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
420,420,-747,8,3.74165738677394000e+00,1.41421356237309559e+00,1.41421356237309515e+00,1.19034268671950256e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.44089209850062616e-16
425,425,-742,8,3.74165738677394266e+00,1.41421356237309537e+00,1.41421356237309515e+00,2.37325732814956515e-08,2.44872361902877312e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.14018491736755033e-16
430,430,-737,8,3.74165738677393733e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,1.11022302462515654e-16
435,435,-732,8,3.74165738677394000e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
440,440,-727,8,3.74165738677394444e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.08599352060664088e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,6.21902916913217059e-26
445,445,-722,8,3.74165738677394355e+00,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,3.51083346857670122e-16
450,450,-717,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
455,455,-712,8,3.74165738677394044e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.65927818876192139e-08,7.59911156763981424e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,6.66133814775093924e-16
460,460,-707,8,3.74165738677393866e+00,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.22044604925031308e-16
465,465,-702,8,3.74165738677394355e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.05367121277218626e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.96506830649454624e-16
470,470,-697,8,3.74165738677394266e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.57506158789423158e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,4.57756679852223745e-16
475,475,-692,8,3.74165738677394044e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.05367121277235054e-08,1.05367121277190105e-08,2,0.00000000000000000e+00,1.20741826972573334e-06,8.88178419700125232e-16,1.11022302462515679e-16
480,480,-687,8,3.74165738677393866e+00,1.41421356237309537e+00,1.41421356237309492e+00,1.48985400159889915e-08,9.03235883643830982e-09,3,0.00000000000000000e+00,1.20741826972573334e-06,8.88178419700125232e-16,2.22044604925031308e-16
485,485,-682,8,3.74165738677393955e+00,1.41421356237309537e+00,1.41421356237309515e+00,2.36137258082617782e-08,9.40056280640710002e-09,3,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,3.14018491736755033e-16
490,490,-677,8,3.74165738677393911e+00,1.41421356237309537e+00,1.41421356237309515e+00,1.82501207499425301e-08,1.49011611938476562e-08,4,0.00000000000000000e+00,0.00000000000000000e+00,8.88178419700125232e-16,2.48253415324727312e-16
495,495,-672,8,3.74165738677394133e+00,1.41421356237309537e+00,1.41421356237309492e+00,2.15041064270481701e-08,1.42726038811871874e-08,4,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,6.28036983473510067e-16
500,500,-667,8,3.74165738677393822e+00,1.41421356237309559e+00,1.41421356237309492e+00,2.13856113171690474e-08,1.44495482062957612e-08,4,0.00000000000000000e+00,8.53773646251593871e-07,8.88178419700125232e-16,4.44089209850062616e-16
505,505,-662,8,3.74165738677394311e+00,1.41421356237309515e+00,1.41421356237309492e+00,2.68634503741857495e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,1.70754729250318774e-06,8.88178419700125232e-16,6.28036983473510067e-16
510,510,-657,8,3.74165738677394399e+00,1.41421356237309515e+00,1.41421356237309492e+00,2.15603820355679046e-08,1.41874501322631850e-08,4,0.00000000000000000e+00,1.47877933347109815e-06,8.88178419700125232e-16,2.22044604925031308e-16
515,515,-652,8,3.74165738677394177e+00,1.41421356237309537e+00,1.41421356237309492e+00,3.13130606702740554e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,2.56132093875478204e-06,8.88178419700125232e-16,2.22044604925031308e-16
520,520,-647,8,3.74165738677394044e+00,1.41421356237309537e+00,1.41421356237309448e+00,3.65407201275497015e-08,1.48016217704447318e-08,4,0.00000000000000000e+00,2.56132093875478204e-06,8.88178419700125232e-16,4.96506830649454624e-16
525,525,-642,8,3.74165738677394533e+00,1.41421356237309515e+00,1.41421356237309448e+00,4.21728952499889426e-08,1.48272839913027159e-08,4,0.00000000000000000e+00,3.30665111336320608e-06,8.88178419700125232e-16,2.48253415324727361e-16
530,530,-637,8,3.74165738677394488e+00,1.41421356237309537e+00,1.41421356237309448e+00,4.72766203544460836e-08,1.44017992638738986e-08,4,0.00000000000000000e+00,3.41509458500637633e-06,8.88178419700125232e-16,7.02166693715340245e-16
535,535,-632,8,3.74165738677394266e+00,1.41421356237309537e+00,1.41421356237309426e+00,5.10786071449582614e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,4.00455336570039024e-06,8.88178419700125232e-16,2.22044604925031308e-16
540,540,-627,8,3.74165738677394755e+00,1.41421356237309537e+00,1.41421356237309381e+00,5.63637464640455967e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,4.59771179305298778e-06,8.88178419700125232e-16,2.94189718276111751e-24
545,545,-622,8,3.74165738677395021e+00,1.41421356237309559e+00,1.41421356237309337e+00,6.44323566148921316e-08,1.28795635994075154e-08,3,0.00000000000000000e+00,5.26301422031920835e-06,8.88178419700125232e-16,6.66133814775093924e-16
550,550,-617,8,3.74165738677395376e+00,1.41421356237309537e+00,1.41421356237309337e+00,7.45239167412929797e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,5.97641552376116048e-06,8.88178419700125232e-16,2.48253415324727361e-16
555,555,-612,8,3.74165738677395066e+00,1.41421356237309515e+00,1.41421356237309270e+00,8.17267326135863344e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,6.55795981254771104e-06,8.88178419700125232e-16,4.00296604248672146e-16
560,560,-607,8,3.74165738677395243e+00,1.41421356237309559e+00,1.41421356237309204e+00,9.57328132734314577e-08,1.19293757894627442e-08,3,0.00000000000000000e+00,7.63638364166569475e-06,8.88178419700125232e-16,7.02166693715340245e-16
565,565,-602,8,3.74165738677396220e+00,1.41421356237309559e+00,1.41421356237309115e+00,1.07256035294914319e-07,0.00000000000000000e+00,3,0.00000000000000000e+00,8.66485615694083806e-06,8.88178419700125232e-16,8.00593208497344293e-16
570,570,-597,8,3.74165738677397020e+00,1.41421356237309537e+00,1.41421356237309004e+00,1.19959170963667508e-07,1.02178814706226156e-08,3,0.00000000000000000e+00,9.69700457024502623e-06,8.88178419700125232e-16,2.22044604925031308e-16
575,575,-592,8,3.74165738677397242e+00,1.41421356237309515e+00,1.41421356237308826e+00,1.38188542049894661e-07,1.48932022950813373e-08,4,0.00000000000000000e+00,1.11645391340068409e-05,8.88178419700125232e-16,2.48253415324727460e-16
