step,time,gram_symmetry_error,gram_reconstruction_error,reduced_skew_error,reduced_eigen_residual,lifted_eigen_residual,orth_Bdom,orth_C4,conservation_error
185,185,0.00000000000000000e+00,8.02427560109164693e-16,0.00000000000000000e+00,2.66811340399733320e-16,5.46031271669370081e-16,2.22044604925031308e-16,nan,4.44089209850062616e-16
190,190,0.00000000000000000e+00,1.12833224127158513e-15,0.00000000000000000e+00,4.37776781176267117e-16,8.51548671512465309e-16,9.88941467656400994e-28,nan,6.66133814775093924e-16
195,195,0.00000000000000000e+00,1.24821447911146534e-15,0.00000000000000000e+00,3.07802847759196740e-16,6.09502530914659944e-16,4.96506830649454624e-16,nan,6.66133814775093924e-16
200,200,0.00000000000000000e+00,8.27203162345493441e-16,0.00000000000000000e+00,2.84848991307532235e-16,9.03882807828587481e-16,2.22044604925031308e-16,nan,4.44089209850062616e-16
205,205,0.00000000000000000e+00,1.12558494555836969e-15,0.00000000000000000e+00,4.42502519071436051e-16,9.54677880920393749e-16,2.22044604925031308e-16,nan,5.55111512312578270e-16
210,210,0.00000000000000000e+00,8.89131151501836255e-16,0.00000000000000000e+00,4.73275935960988001e-16,9.17161434441989216e-16,2.22044604925031308e-16,nan,6.66133814775093924e-16
215,215,0.00000000000000000e+00,9.03296296036791192e-16,0.00000000000000000e+00,2.40198079087482622e-16,6.66230744971951799e-16,3.14018491736755033e-16,nan,6.66133814775093924e-16
220,220,0.00000000000000000e+00,1.00480097329044721e-15,0.00000000000000000e+00,3.71774704704610852e-16,1.05022326234852109e-15,2.48253415324727312e-16,nan,6.66133814775093924e-16
225,225,0.00000000000000000e+00,7.95631200684294586e-16,0.00000000000000000e+00,1.53838970571050507e-16,5.99053759510584536e-16,2.22044604925031308e-16,nan,8.88178419700125232e-16
230,230,0.00000000000000000e+00,9.34658522768112479e-16,0.00000000000000000e+00,3.73228420840414485e-16,8.95334863709982080e-16,3.14018491736755033e-16,nan,7.77156117237609578e-16
235,235,0.00000000000000000e+00,7.34295834314374443e-16,0.00000000000000000e+00,4.19687528053531345e-16,3.15194027557074199e-16,3.14018491736755033e-16,nan,6.66133814775093924e-16
240,240,0.00000000000000000e+00,7.69534055352746611e-16,0.00000000000000000e+00,2.94650425721545420e-16,5.92619037056889956e-16,2.48253415324727312e-16,nan,8.88178419700125232e-16
245,245,0.00000000000000000e+00,1.24548848398651542e-15,0.00000000000000000e+00,2.46205832364711659e-16,1.50693810343678153e-15,1.57009245868377517e-16,nan,1.11022302462515654e-15
250,250,0.00000000000000000e+00,7.72364543979215627e-16,0.00000000000000000e+00,3.76854191066947277e-16,7.14358195570136070e-16,3.14018491736755033e-16,nan,1.11022302462515654e-15
255,255,0.00000000000000000e+00,8.65258713283108746e-16,0.00000000000000000e+00,3.21428343906816014e-16,6.65318518273158927e-16,4.44089209850062616e-16,nan,1.11022302462515654e-15
260,260,0.00000000000000000e+00,1.00347599968512165e-15,0.00000000000000000e+00,3.50141202783456396e-16,7.44337583779120034e-16,1.11022302462515654e-16,nan,8.88178419700125232e-16
265,265,0.00000000000000000e+00,7.37662100449703428e-16,0.00000000000000000e+00,4.19436986730210762e-16,5.18291382699118880e-16,4.00296604248672097e-16,nan,1.11022302462515654e-15
270,270,0.00000000000000000e+00,1.06444843315940948e-15,0.00000000000000000e+00,4.52344201764270161e-16,1.00350010121367830e-15,4.96506830649454624e-16,nan,1.33226762955018785e-15
275,275,0.00000000000000000e+00,1.11234520066274581e-15,0.00000000000000000e+00,1.81207385927330959e-16,8.02762213049420468e-16,6.66133814775093924e-16,nan,1.33226762955018785e-15
280,280,0.00000000000000000e+00,1.14814103678129779e-15,0.00000000000000000e+00,1.74308125557416742e-16,8.05247192554283917e-16,9.15513359704447490e-16,nan,1.33226762955018785e-15
285,285,0.00000000000000000e+00,7.29363413659541280e-16,0.00000000000000000e+00,1.91275559190848542e-16,4.25437199865060932e-16,7.02166693715340245e-16,nan,1.33226762955018785e-15
290,290,0.00000000000000000e+00,1.24254495180393001e-15,0.00000000000000000e+00,2.11084664236616757e-16,7.37880696548920838e-16,4.44089209850062616e-16,nan,1.33226762955018785e-15
295,295,0.00000000000000000e+00,7.69053703199471296e-16,0.00000000000000000e+00,3.24573358593547784e-16,6.32408988497079203e-16,2.48253415324727312e-16,nan,1.33226762955018785e-15
300,300,0.00000000000000000e+00,9.29994126766614158e-16,0.00000000000000000e+00,2.55451815917502187e-16,7.68201210720066829e-16,4.44089209850062616e-16,nan,1.33226762955018785e-15
305,305,0.00000000000000000e+00,6.93868668425485614e-16,0.00000000000000000e+00,1.70222545861778443e-16,5.92834741225319447e-16,2.48253415324727312e-16,nan,1.33226762955018785e-15
310,310,0.00000000000000000e+00,9.40189923465110786e-16,0.00000000000000000e+00,2.30221494998461868e-16,4.47014724132600968e-16,2.48253415324727312e-16,nan,1.33226762955018785e-15
315,315,0.00000000000000000e+00,1.59564453161055933e-15,0.00000000000000000e+00,2.57602742311417510e-16,2.11602856882173019e-15,4.96506830649454624e-16,nan,1.33226762955018785e-15
320,320,0.00000000000000000e+00,6.87705584919078050e-16,0.00000000000000000e+00,4.40419633517312788e-16,8.04869836459299916e-16,2.22044604925031308e-16,nan,1.33226762955018785e-15
325,325,0.00000000000000000e+00,9.67511338830546222e-16,0.00000000000000000e+00,2.61860892161437679e-16,9.77893238352628486e-16,4.57756679852223745e-16,nan,1.33226762955018785e-15
330,330,0.00000000000000000e+00,7.53724889804043062e-16,0.00000000000000000e+00,3.88876923176768683e-16,8.01906272582365094e-16,2.22044604925031308e-16,nan,1.55431223447521916e-15
335,335,0.00000000000000000e+00,5.17475002048636955e-16,0.00000000000000000e+00,2.31191110676548474e-16,3.18600223401653371e-16,2.22044604925031308e-16,nan,1.33226762955018785e-15
340,340,0.00000000000000000e+00,1.20940303041793608e-15,0.00000000000000000e+00,1.46568132208458283e-16,4.45910254837907953e-16,3.14018491736755033e-16,nan,1.33226762955018785e-15
345,345,0.00000000000000000e+00,1.48233354732705479e-15,0.00000000000000000e+00,7.76792908526399167e-16,8.22194333411370475e-16,1.11022302462515654e-16,nan,1.33226762955018785e-15
350,350,0.00000000000000000e+00,1.36659155544007188e-15,0.00000000000000000e+00,1.65544334703041874e-16,7.51713798248673814e-16,4.44089209850062616e-16,nan,1.44328993201270350e-15
355,355,0.00000000000000000e+00,1.43863276885084991e-15,0.00000000000000000e+00,4.08546223995418465e-16,1.01618518201924976e-15,2.48253415324727312e-16,nan,1.55431223447521916e-15
360,360,0.00000000000000000e+00,9.59066751922039495e-16,0.00000000000000000e+00,2.10214312476354812e-16,1.08700840080664102e-15,4.96506830649454624e-16,nan,1.55431223447521916e-15
365,365,0.00000000000000000e+00,9.37039281404688197e-16,0.00000000000000000e+00,2.79879584544794766e-16,1.00124767926105533e-15,2.22044604925031308e-16,nan,1.55431223447521916e-15
370,370,0.00000000000000000e+00,6.56784835088816382e-16,0.00000000000000000e+00,2.74475622380855255e-16,9.90028763809054780e-16,5.55111512312578270e-16,nan,1.66533453693773481e-15
375,375,0.00000000000000000e+00,1.04555709826665793e-15,0.00000000000000000e+00,4.19007640789984795e-16,5.61701707617863535e-16,4.96506830649454624e-16,nan,1.55431223447521916e-15
380,380,0.00000000000000000e+00,1.12674201927762062e-15,0.00000000000000000e+00,2.47047454639852018e-16,6.90486197833617263e-16,1.11022302462515654e-16,nan,1.44328993201270350e-15
385,385,0.00000000000000000e+00,1.00550891987473899e-15,0.00000000000000000e+00,2.46755726433690818e-16,7.24860342633741749e-16,3.14018491736755033e-16,nan,1.55431223447521916e-15
390,390,0.00000000000000000e+00,1.03657248647862939e-15,0.00000000000000000e+00,1.58860139847779902e-16,4.46621736499323562e-16,3.14018491736755033e-16,nan,1.55431223447521916e-15
395,395,0.00000000000000000e+00,7.40066647509120835e-16,0.00000000000000000e+00,3.70630817739558933e-16,9.04853650843714777e-16,3.14018491736755033e-16,nan,1.55431223447521916e-15
400,400,0.00000000000000000e+00,9.46150097416792316e-16,0.00000000000000000e+00,1.35524517877254344e-16,9.66439144727825374e-16,3.14018491736755033e-16,nan,1.55431223447521916e-15
405,405,0.00000000000000000e+00,8.57933270601060953e-16,0.00000000000000000e+00,2.81448672433000574e-16,6.99936377377234854e-16,2.48253415324727312e-16,nan,1.66533453693773481e-15
410,410,0.00000000000000000e+00,7.00888855452270666e-16,0.00000000000000000e+00,1.72357678265357907e-16,7.54556225310769947e-16,2.22044604925031308e-16,nan,1.44328993201270350e-15
415,415,0.00000000000000000e+00,8.37170787273849365e-16,0.00000000000000000e+00,2.13711632316769727e-16,7.63664399822821510e-16,2.22044604925031308e-16,nan,1.55431223447521916e-15
420,420,0.00000000000000000e+00,7.25878042596233764e-16,0.00000000000000000e+00,1.89904703085091163e-16,6.84130286446306935e-16,4.44089209850062616e-16,nan,1.77635683940025046e-15
425,425,0.00000000000000000e+00,7.06144102234988414e-16,0.00000000000000000e+00,4.43693925541827092e-16,5.84374358697490432e-16,3.14018491736755033e-16,nan,1.77635683940025046e-15
430,430,0.00000000000000000e+00,1.12233862146761523e-15,0.00000000000000000e+00,2.21580604739493214e-16,1.39838681805351097e-15,1.11022302462515654e-16,nan,1.88737914186276612e-15
435,435,0.00000000000000000e+00,8.80051607689905719e-16,0.00000000000000000e+00,9.37179978440832054e-17,5.36610023628110885e-16,2.22044604925031308e-16,nan,1.77635683940025046e-15
440,440,0.00000000000000000e+00,1.50444435793421118e-15,0.00000000000000000e+00,1.69147240997795229e-16,1.20350587143853565e-15,6.21902916913217059e-26,nan,1.77635683940025046e-15
445,445,0.00000000000000000e+00,1.07130140570819220e-15,0.00000000000000000e+00,1.80304672235317753e-16,7.67527973533208737e-16,3.51083346857670122e-16,nan,1.77635683940025046e-15
450,450,0.00000000000000000e+00,1.10614547548996630e-15,0.00000000000000000e+00,1.53760484169761215e-16,5.99809990647187482e-16,2.22044604925031308e-16,nan,1.66533453693773481e-15
455,455,0.00000000000000000e+00,9.59244629377656724e-16,0.00000000000000000e+00,3.27041738186410423e-16,9.62824199624966224e-16,6.66133814775093924e-16,nan,1.77635683940025046e-15
460,460,0.00000000000000000e+00,1.03801149237248123e-15,0.00000000000000000e+00,2.74215618010340593e-16,7.27026129097277583e-16,2.22044604925031308e-16,nan,1.77635683940025046e-15
465,465,0.00000000000000000e+00,1.19696657365478807e-15,0.00000000000000000e+00,2.39291532264242962e-16,7.97621430674367873e-16,4.96506830649454624e-16,nan,1.77635683940025046e-15
470,470,0.00000000000000000e+00,6.44595437570018993e-16,0.00000000000000000e+00,5.81546991427475858e-16,5.83614490927690575e-16,4.57756679852223745e-16,nan,1.77635683940025046e-15
475,475,0.00000000000000000e+00,7.95219106246574268e-16,0.00000000000000000e+00,5.99001211691514355e-16,1.04457466006243842e-15,1.11022302462515679e-16,nan,1.77635683940025046e-15
480,480,0.00000000000000000e+00,1.09509118010838988e-15,0.00000000000000000e+00,4.56303826411880905e-16,1.00356450949597198e-15,2.22044604925031308e-16,nan,1.66533453693773481e-15
485,485,0.00000000000000000e+00,8.41113417929874121e-16,0.00000000000000000e+00,2.38416175093578906e-16,7.64845829834008633e-16,3.14018491736755033e-16,nan,1.77635683940025046e-15
490,490,0.00000000000000000e+00,1.00856484834803521e-15,0.00000000000000000e+00,1.55431531992028959e-16,8.89732487958577574e-16,2.48253415324727312e-16,nan,1.66533453693773481e-15
495,495,0.00000000000000000e+00,1.20142618874062851e-15,0.00000000000000000e+00,1.75471341058518387e-16,4.73692501110315073e-16,6.28036983473510067e-16,nan,1.77635683940025046e-15
500,500,0.00000000000000000e+00,1.48327220323167790e-15,0.00000000000000000e+00,2.05653577570586653e-16,1.41060457450380457e-15,4.44089209850062616e-16,nan,1.88737914186276612e-15
505,505,0.00000000000000000e+00,9.58769650418434367e-16,0.00000000000000000e+00,3.17377866408013111e-16,5.02320646326748108e-16,6.28036983473510067e-16,nan,1.77635683940025046e-15
510,510,0.00000000000000000e+00,7.19401690143558294e-16,0.00000000000000000e+00,1.71833675212879073e-16,6.42279221621354199e-16,2.22044604925031308e-16,nan,1.77635683940025046e-15
515,515,0.00000000000000000e+00,1.00462849698364123e-15,0.00000000000000000e+00,4.79885558412952281e-16,1.25378684977455695e-15,2.22044604925031308e-16,nan,1.88737914186276612e-15
520,520,0.00000000000000000e+00,1.18652741185871963e-15,0.00000000000000000e+00,3.45183043756843235e-16,1.03714587416017794e-15,4.96506830649454624e-16,nan,1.99840144432528177e-15
525,525,0.00000000000000000e+00,9.96161340518251002e-16,0.00000000000000000e+00,1.46847237232768945e-16,4.13923429093337266e-16,2.48253415324727361e-16,nan,1.77635683940025046e-15
530,530,0.00000000000000000e+00,7.88179564752238215e-16,0.00000000000000000e+00,1.81798565159149362e-16,4.46160469637872662e-16,7.02166693715340245e-16,nan,1.77635683940025046e-15
535,535,0.00000000000000000e+00,9.36333441075774097e-16,0.00000000000000000e+00,2.23266850494559731e-16,9.18995346300526338e-16,2.22044604925031308e-16,nan,1.88737914186276612e-15
540,540,0.00000000000000000e+00,7.02940527105705669e-16,0.00000000000000000e+00,1.33453714495831058e-16,5.44796532831491117e-16,2.94189718276111751e-24,nan,1.77635683940025046e-15
545,545,0.00000000000000000e+00,8.60400099360403234e-16,0.00000000000000000e+00,1.69643452933838419e-16,8.76357191470437534e-16,6.66133814775093924e-16,nan,1.77635683940025046e-15
550,550,0.00000000000000000e+00,7.66624863085423768e-16,0.00000000000000000e+00,5.50659123630499621e-16,1.02970273536480838e-15,2.48253415324727361e-16,nan,1.77635683940025046e-15
555,555,0.00000000000000000e+00,1.14672886067508705e-15,0.00000000000000000e+00,3.04287270021708869e-16,9.82450781516098636e-16,4.00296604248672146e-16,nan,1.99840144432528177e-15
560,560,0.00000000000000000e+00,1.09137433694328373e-15,0.00000000000000000e+00,2.12802300979525265e-16,1.08965931407161323e-15,7.02166693715340245e-16,nan,1.99840144432528177e-15
565,565,0.00000000000000000e+00,8.17995221891406386e-16,0.00000000000000000e+00,2.98617356790275098e-16,1.16533848776523554e-15,8.00593208497344293e-16,nan,1.88737914186276612e-15
570,570,0.00000000000000000e+00,1.71334271150495872e-15,0.00000000000000000e+00,1.45049180039657724e-16,1.46499863885804830e-15,2.22044604925031308e-16,nan,1.99840144432528177e-15
575,575,0.00000000000000000e+00,1.15173569582339057e-15,0.00000000000000000e+00,2.99991622820757967e-16,6.91676910237598785e-16,2.48253415324727460e-16,nan,1.99840144432528177e-15
580,580,0.00000000000000000e+00,1.33579878619856267e-15,0.00000000000000000e+00,5.78754431841000073e-16,1.23037473582940071e-15,4.96506830649454624e-16,nan,2.22044604925031308e-15
585,585,0.00000000000000000e+00,1.06348740808480559e-15,0.00000000000000000e+00,3.28137517360780345e-16,1.16056440389239242e-15,1.11022302462517429e-16,nan,1.88737914186276612e-15
590,590,0.00000000000000000e+00,1.00803581446344410e-15,0.00000000000000000e+00,2.47609426315478758e-16,8.50974808161330420e-16,5.55111512312578270e-16,nan,2.10942374678779743e-15
595,595,0.00000000000000000e+00,5.09173047650962331e-16,0.00000000000000000e+00,4.35583800546336542e-16,3.52245420895461297e-16,2.22044604925034365e-16,nan,2.22044604925031308e-15
600,600,0.00000000000000000e+00,1.06842399810930175e-15,0.00000000000000000e+00,1.49243094244565518e-16,8.02171003582565055e-16,3.14018491736755033e-16,nan,1.99840144432528177e-15
605,605,0.00000000000000000e+00,8.96398741611240275e-16,0.00000000000000000e+00,3.25297438926877108e-16,8.98160799057719295e-16,3.14018491736755033e-16,nan,1.77635683940025046e-15
610,610,0.00000000000000000e+00,1.28521543084407904e-15,0.00000000000000000e+00,3.67045833359658094e-16,5.46699670769377371e-16,2.22044604925032097e-16,nan,1.77635683940025046e-15
615,615,0.00000000000000000e+00,8.35838668205809859e-16,0.00000000000000000e+00,1.53509527859411551e-16,4.59120616290719463e-16,7.02166693715340245e-16,nan,1.77635683940025046e-15
620,620,0.00000000000000000e+00,6.52066217332788165e-16,0.00000000000000000e+00,3.13981155883901304e-16,5.34950076887502392e-16,2.48253415324727361e-16,nan,1.88737914186276612e-15
625,625,0.00000000000000000e+00,8.72669448205852661e-16,0.00000000000000000e+00,2.27219361950648693e-16,5.41154589276567405e-16,2.22044604925031900e-16,nan,1.77635683940025046e-15
630,630,0.00000000000000000e+00,1.14771984993073078e-15,0.00000000000000000e+00,3.67005886556128048e-16,7.78594897787154443e-16,4.96506830649454624e-16,nan,1.77635683940025046e-15
635,635,0.00000000000000000e+00,1.54934610822061688e-15,0.00000000000000000e+00,1.43876269478049087e-16,8.74781660611911401e-16,2.22044604925033970e-16,nan,1.99840144432528177e-15
640,640,0.00000000000000000e+00,7.79176331287635017e-16,0.00000000000000000e+00,3.76493475690787001e-16,1.04138897218168588e-15,7.02166693715345274e-16,nan,1.99840144432528177e-15
645,645,0.00000000000000000e+00,8.81566654245202164e-16,0.00000000000000000e+00,3.12829673479085598e-16,1.09542006488938646e-15,2.22044604925033970e-16,nan,1.99840144432528177e-15
650,650,0.00000000000000000e+00,7.59812118177896110e-16,0.00000000000000000e+00,3.45700818645875219e-16,8.81409846952107295e-16,8.67111901826273399e-16,nan,2.22044604925031308e-15
655,655,0.00000000000000000e+00,1.36331002210690435e-15,0.00000000000000000e+00,2.50090235970106327e-16,1.15988680543625446e-15,2.22044604925034661e-16,nan,2.10942374678779743e-15
660,660,0.00000000000000000e+00,1.08196062107582091e-15,0.00000000000000000e+00,2.02052858591512793e-16,1.08043785679726836e-15,7.02166693715340245e-16,nan,2.22044604925031308e-15
665,665,0.00000000000000000e+00,9.26490666176069802e-16,0.00000000000000000e+00,2.51571265893502695e-16,7.18253438957473828e-16,4.44089209850069716e-16,nan,1.99840144432528177e-15
670,670,0.00000000000000000e+00,8.46991434370228695e-16,0.00000000000000000e+00,3.24427403670390033e-16,7.29367994018169738e-16,2.22044604925050684e-16,nan,1.99840144432528177e-15
675,675,0.00000000000000000e+00,1.10201848275274826e-15,0.00000000000000000e+00,3.63081885303504995e-16,5.19200449368498064e-16,4.44089209850065969e-16,nan,2.10942374678779743e-15
680,680,0.00000000000000000e+00,1.08452938397495553e-15,0.00000000000000000e+00,4.12224240574037758e-16,5.16931600678259755e-16,7.02166693715347641e-16,nan,1.99840144432528177e-15
685,685,0.00000000000000000e+00,8.61421220794332918e-16,0.00000000000000000e+00,1.39539939184109374e-16,5.63087179521529395e-16,4.96506830649455314e-16,nan,1.99840144432528177e-15
690,690,0.00000000000000000e+00,7.71347042509048965e-16,0.00000000000000000e+00,3.87175509512626234e-16,7.83232341873052777e-16,5.55111512312581031e-16,nan,1.99840144432528177e-15
695,695,0.00000000000000000e+00,1.03602222993764253e-15,0.00000000000000000e+00,3.36011044189603606e-16,7.90036641744398188e-16,3.14018491736814642e-16,nan,1.99840144432528177e-15
700,700,0.00000000000000000e+00,1.09285010730134962e-15,0.00000000000000000e+00,1.47763633882340213e-16,1.37445333851914170e-15,4.44089209850086479e-16,nan,1.99840144432528177e-15
705,705,0.00000000000000000e+00,1.20553577239025607e-15,0.00000000000000000e+00,3.06701642341552933e-16,8.97871865026931507e-16,3.14018491736762873e-16,nan,1.99840144432528177e-15
710,710,0.00000000000000000e+00,8.54265984599028025e-16,0.00000000000000000e+00,3.01069645259430363e-16,8.45170369065465395e-16,4.00296604248817987e-16,nan,1.99840144432528177e-15
715,715,0.00000000000000000e+00,2.43881507847451592e-15,0.00000000000000000e+00,3.05130795287177412e-16,2.19950413032755555e-15,4.00296604248674612e-16,nan,1.99840144432528177e-15
720,720,0.00000000000000000e+00,1.85379960988872125e-15,0.00000000000000000e+00,2.14421313034904962e-16,1.63837724103998621e-15,6.75322301446471504e-16,nan,1.99840144432528177e-15
725,725,0.00000000000000000e+00,1.09330458006766829e-15,0.00000000000000000e+00,2.30763309335167280e-16,4.53744230603175158e-16,6.28036983473512236e-16,nan,1.99840144432528177e-15
730,730,0.00000000000000000e+00,1.24830390093296220e-15,0.00000000000000000e+00,3.63443790973965148e-16,8.28709207178130704e-16,2.22044604925446101e-16,nan,1.99840144432528177e-15
735,735,0.00000000000000000e+00,1.32924711170802367e-15,0.00000000000000000e+00,6.14605907317201098e-16,9.67687414426717449e-16,4.96506830650031379e-16,nan,1.99840144432528177e-15
740,740,0.00000000000000000e+00,7.48607981820031599e-16,0.00000000000000000e+00,5.13393967223044270e-16,3.64873808342535598e-16,4.57756679852242283e-16,nan,2.22044604925031308e-15
745,745,0.00000000000000000e+00,9.68202554077647035e-16,0.00000000000000000e+00,1.59302547006630445e-16,8.50308065960914091e-16,3.33066907388318123e-16,nan,2.33146835171282873e-15
750,750,0.00000000000000000e+00,5.46554034112144190e-16,0.00000000000000000e+00,6.05527665820275345e-16,5.36954297061811723e-16,2.48253415325308850e-16,nan,2.22044604925031308e-15
755,755,0.00000000000000000e+00,6.76823171092867430e-16,0.00000000000000000e+00,5.14106342195176015e-16,4.44174360715304341e-16,3.14018491738377178e-16,nan,2.10942374678779743e-15
