step,r1_full,r2_full,r3_full,r4_full,r1_perp,r2_perp,r3_perp,r4_perp
1960,0.33333350441890036,0.3333335044188789,0.3333335044188748,3.2097481723520127e-09,1.4427417281027033e-14,1.2469337992599251e-14,9.858187888220023e-15,9.863523183936734e-23
2000,0.33333350441889703,0.33333350441888354,0.33333350441887216,2.8728943445808463e-09,1.5569180715542317e-14,1.3665163422769004e-14,1.0682483134829348e-14,9.213474243432996e-23
2040,0.3333335044188952,0.3333335044188848,0.333333504418873,2.578095958919404e-09,1.67611698320324e-14,1.4734133885577775e-14,1.1571055641266151e-14,5.0507340370865294e-23
2080,0.3333335044188968,0.33333350441888226,0.3333335044188699,2.526940592907707e-09,1.7669038425919103e-14,1.5761879702887956e-14,1.2317522601334241e-14,1.4054088208285501e-22
2120,0.3333335044189013,0.33333350441887827,0.33333350441886855,3.007514037204179e-09,1.885107207371919e-14,1.7063764766073847e-14,1.3274068536236273e-14,9.873987865228387e-23
2160,0.3333335044189042,0.3333335044188818,0.3333335044188714,2.4161257241185004e-09,1.9664564107274737e-14,1.7774719864988474e-14,1.4066416810233391e-14,1.6874996821726646e-22
2200,0.33333350441890003,0.33333350441888315,0.33333350441886966,2.409228287869783e-09,2.065057855192659e-14,1.882119829442586e-14,1.496710352498186e-14,8.456269572167517e-23
2240,0.3333335044188989,0.3333335044188845,0.333333504418869,2.681767498124297e-09,2.128208075317696e-14,1.939949533911823e-14,1.5502452047079065e-14,1.3868955777236596e-22
2280,0.33333350441890236,0.33333350441888315,0.333333504418867,2.5987068752096666e-09,2.2013198109285537e-14,2.0369964371515895e-14,1.6472042880516397e-14,2.181371909901994e-22
2320,0.33333350441890636,0.3333335044188793,0.33333350441886717,3.303209117121278e-09,2.3625133953392976e-14,2.1845285052181274e-14,1.7548458089826545e-14,2.4416002172176954e-22
2360,0.3333335044189058,0.3333335044188795,0.333333504418867,3.459105244774748e-09,2.496898587547616e-14,2.2995252219194604e-14,1.8371825273860435e-14,2.5280031454596543e-22
2400,0.33333350441890136,0.33333350441888193,0.33333350441886467,2.6222108706708966e-09,2.6249519286382096e-14,2.4089044288960406e-14,1.9188549708046947e-14,1.9199478417368645e-22
2440,0.33333350441890225,0.33333350441888393,0.3333335044188633,2.746779898586387e-09,2.6874746867364992e-14,2.4599301413401863e-14,1.9727637444665615e-14,1.8057159571294583e-22
2480,0.3333335044189068,0.33333350441888004,0.33333350441886184,2.401637996451461e-09,2.7766267765301033e-14,2.553676515952051e-14,2.0391674018283196e-14,3.4289402060340393e-22
2520,0.3333335044189087,0.3333335044188769,0.3333335044188625,2.622918874546628e-09,2.8100924702013194e-14,2.617888045887976e-14,2.0941459503254262e-14,1.283521231112901e-22
2560,0.33333350441890586,0.33333350441888115,0.3333335044188624,2.768700919696929e-09,2.8406092645929137e-14,2.6312395717196263e-14,2.1367172616253954e-14,2.4045821255259907e-22
2600,0.33333350441890397,0.3333335044188844,0.3333335044188624,2.057804981163324e-09,2.920479113436336e-14,2.7148707634981976e-14,2.20380165152634e-14,1.506049778270202e-22
2640,0.33333350441890486,0.33333350441888254,0.3333335044188593,3.1484817576579906e-09,2.9917564982337256e-14,2.7896088076887717e-14,2.265292510204709e-14,1.342833596694508e-22
2680,0.3333335044189112,0.33333350441888016,0.3333335044188614,2.5887440295452147e-09,3.0275899702945185e-14,2.840338642969514e-14,2.3214055932684727e-14,2.168452250340651e-22
2720,0.3333335044189115,0.3333335044188797,0.33333350441886245,3.2718309440142007e-09,3.086198672868153e-14,2.9017280333845875e-14,2.4041565786675767e-14,2.402342103039161e-22
2760,0.33333350441890863,0.33333350441888204,0.33333350441886134,2.6165349393196675e-09,3.209791787826968e-14,3.0185047569687253e-14,2.5009468723759796e-14,2.646831359705029e-22
2800,0.33333350441890636,0.3333335044188841,0.33333350441885906,2.931297164322623e-09,3.299573711973621e-14,3.112940618030567e-14,2.5752126733435787e-14,2.4421262385205525e-22
2840,0.33333350441890797,0.3333335044188805,0.33333350441885556,2.6029276030566382e-09,3.342732782060019e-14,3.1718696020173493e-14,2.633445509268695e-14,3.0682571296999626e-22
2880,0.3333335044189141,0.33333350441887755,0.33333350441885923,3.527356710318557e-09,3.4031630901194595e-14,3.239156355509251e-14,2.6922427500636404e-14,2.1484567287246523e-22
2920,0.3333335044189129,0.33333350441887843,0.3333335044188601,3.278207247901291e-09,3.4693120267344464e-14,3.308541957046832e-14,2.7801480658296298e-14,3.2640062054821183e-22
2960,0.33333350441890924,0.333333504418882,0.3333335044188574,3.8735677075111275e-09,3.614025726555532e-14,3.4237304605014644e-14,2.8986952321042373e-14,3.4563343779790446e-22
3000,0.33333350441890935,0.3333335044188838,0.3333335044188545,2.3253059415090357e-09,3.74285459614088e-14,3.5427360564848303e-14,3.0082915839634305e-14,2.5422244067152718e-22
3040,0.3333335044189144,0.3333335044188813,0.3333335044188541,1.7322263407861503e-09,3.8890468270801285e-14,3.661830275509466e-14,3.086658856498951e-14,4.0524803060185224e-22
3080,0.3333335044189153,0.3333335044188764,0.333333504418854,2.3227930116143674e-09,4.009901800289309e-14,3.7573211290795486e-14,3.140973323288116e-14,3.9422869747412347e-22
3120,0.333333504418914,0.33333350441887855,0.3333335044188549,3.5587837005693533e-09,4.088379071473234e-14,3.8188931746686346e-14,3.171360004067744e-14,3.2651858026126963e-22
3160,0.33333350441891185,0.33333350441888215,0.3333335044188528,2.5428609335756415e-09,4.207162564680337e-14,3.913429342633838e-14,3.199170159271004e-14,4.216855350155479e-22
3200,0.3333335044189143,0.333333504418884,0.333333504418852,3.320993555299694e-09,4.191571678401592e-14,3.897684682851467e-14,3.227143680183874e-14,3.83182120268408e-22
3240,0.33333350441891835,0.33333350441887927,0.33333350441885246,2.687823865040795e-09,4.200306570855411e-14,3.9295021848290626e-14,3.2861829925766924e-14,2.596719874295972e-22
3280,0.33333350441891796,0.33333350441887855,0.3333335044188531,1.3927637756108266e-09,4.246062562921545e-14,3.972854077536325e-14,3.356757941003796e-14,1.519967026360491e-22
3320,0.33333350441891507,0.33333350441888143,0.3333335044188534,3.944660263589956e-09,4.267450271886329e-14,4.00233693707713e-14,3.364426701483936e-14,2.5433170307192443e-22
3360,0.33333350441891313,0.333333504418884,0.3333335044188505,1.8470919166328196e-09,4.340107571414616e-14,4.0905492332933706e-14,3.451103414152576e-14,3.173231949329263e-22
3400,0.3333335044189162,0.3333335044188816,0.33333350441884874,2.6759561616773517e-09,4.406999092355011e-14,4.164059556932424e-14,3.510526380803881e-14,5.375042307317621e-22
3440,0.3333335044189194,0.33333350441887655,0.3333335044188494,2.507434297442304e-09,4.524136227478244e-14,4.2853843353069665e-14,3.587869980063647e-14,4.434383035891326e-22
3480,0.33333350441891946,0.333333504418879,0.33333350441885057,2.0083778373132863e-09,4.633014673905578e-14,4.3789565923100146e-14,3.655806487599586e-14,3.6816478881449584e-22
3520,0.33333350441891746,0.33333350441888265,0.3333335044188493,2.99972771513665e-09,4.7219271595260774e-14,4.47843655201222e-14,3.728214859363159e-14,2.872653491172097e-22
3560,0.3333335044189197,0.33333350441888565,0.33333350441884846,2.6828241146295656e-09,4.85849272570328e-14,4.602234038280009e-14,3.816869046025986e-14,2.8109010575000927e-22
3600,0.333333504418923,0.3333335044188825,0.33333350441884757,1.8048393959794216e-09,4.948612093205208e-14,4.725386653599132e-14,3.943135251848287e-14,4.597734086295598e-22
3640,0.333333504418924,0.33333350441887755,0.33333350441884557,3.0514845798377734e-09,5.1698230514036754e-14,4.950288431673731e-14,4.0870727167963344e-14,6.629311604972114e-22
3680,0.33333350441892207,0.3333335044188793,0.3333335044188438,2.1465733523394225e-09,5.338620391617028e-14,5.1083630213518405e-14,4.165853359661405e-14,5.617614705343334e-22
3720,0.3333335044189191,0.3333335044188802,0.3333335044188392,2.287195166342664e-09,5.521169559633232e-14,5.281449766655443e-14,4.255308882388822e-14,2.219095381305212e-22
3760,0.33333350441892445,0.3333335044188823,0.33333350441883974,2.455596926796413e-09,5.6734918286762696e-14,5.435686783312063e-14,4.406343854595475e-14,6.495771582806366e-22
3800,0.3333335044189303,0.3333335044188787,0.3333335044188405,2.997691373833751e-09,5.906622613542507e-14,5.6433953892020316e-14,4.518084450712623e-14,2.0866798074869626e-22
3840,0.33333350441893084,0.33333350441887916,0.33333350441884113,3.2243161601014162e-09,6.0832901543791e-14,5.812339562202566e-14,4.5531254287295465e-14,4.8562276134144465e-22
3880,0.3333335044189298,0.3333335044188827,0.3333335044188397,1.859675459368777e-09,6.228856081166855e-14,5.945626021062228e-14,4.6305327862259896e-14,3.129509745852931e-22
3920,0.3333335044189304,0.3333335044188844,0.3333335044188372,2.421400776732802e-09,6.380223298995125e-14,6.093256451081109e-14,4.704940979041844e-14,6.562872449002877e-22
3960,0.3333335044189341,0.33333350441888215,0.33333350441883636,9.214602592356278e-10,6.485704826285382e-14,6.191149263373636e-14,4.7601807339155275e-14,5.008968001509957e-22
4000,0.33333350441893617,0.33333350441887843,0.3333335044188362,2.2603415905959285e-09,6.598293129886914e-14,6.318187609562474e-14,4.8842895805228816e-14,8.49602649416432e-22
4040,0.33333350441893234,0.3333335044188793,0.3333335044188326,2.700759493858094e-09,6.771344874627492e-14,6.480757011324067e-14,4.922269637040992e-14,2.9544327866524735e-22
4080,0.333333504418931,0.3333335044188818,0.33333350441882986,2.071877858536231e-09,6.948209366743984e-14,6.654285824900848e-14,5.0041943113743605e-14,4.447948894639523e-22
4120,0.33333350441893217,0.33333350441887827,0.33333350441882675,2.1951119272233635e-09,7.12068444199028e-14,6.826772916815745e-14,5.047266371778217e-14,7.980996024932111e-22
4160,0.33333350441893633,0.3333335044188748,0.33333350441882686,2.809420031153399e-09,7.279842403290913e-14,6.979157328036568e-14,5.116819664313881e-14,5.367160900813885e-22
4200,0.3333335044189368,0.3333335044188745,0.33333350441882587,1.052981872766463e-09,7.465064420849311e-14,7.14845144502196e-14,5.1905732949829256e-14,7.527282568597291e-22
4240,0.3333335044189328,0.333333504418874,0.33333350441882204,3.1794308650769308e-09,7.646000591907057e-14,7.31761631171881e-14,5.171716910356237e-14,8.36677315887139e-22
4280,0.33333350441893145,0.33333350441887316,0.3333335044188189,3.372633626321654e-09,7.791853161631513e-14,7.438679342791224e-14,5.1516330570446035e-14,7.551662595620284e-22
4320,0.33333350441893234,0.333333504418866,0.3333335044188157,3.500789601140688e-09,7.916706119250581e-14,7.567884629954011e-14,5.134119996587835e-14,8.833550891885976e-22
4360,0.33333350441893383,0.3333335044188597,0.33333350441881493,2.399788933909264e-09,8.057211138518998e-14,7.686378806153532e-14,5.0911741630593575e-14,2.6688368797083745e-22
4400,0.3333335044189331,0.3333335044188627,0.33333350441881515,3.3252960104290473e-09,8.174094724592496e-14,7.783895772287312e-14,5.107209873970455e-14,5.608762444715056e-22
4440,0.3333335044189305,0.33333350441886533,0.3333335044188136,2.925584506563565e-09,8.294827214863788e-14,7.867511530310649e-14,5.147001496867268e-14,5.842147552226204e-22
4480,0.33333350441893334,0.33333350441886456,0.33333350441881393,2.2697088692803646e-09,8.385148063040242e-14,7.917233106366158e-14,5.25549694275367e-14,4.0483214819091693e-22
4520,0.3333335044189391,0.3333335044188618,0.3333335044188159,3.059505640613246e-09,8.479865836167353e-14,7.996343097327818e-14,5.445551559668444e-14,6.67404101321939e-22
4560,0.33333350441893933,0.33333350441886284,0.3333335044188154,3.5729107449993136e-09,8.58657295804075e-14,8.087534296347427e-14,5.6497483813568733e-14,6.0532999825948285e-22
4600,0.3333335044189372,0.3333335044188689,0.3333335044188147,2.5936937190343795e-09,8.715854912732967e-14,8.184322857546803e-14,5.899785343142161e-14,7.698198394483415e-22
4640,0.33333350441893844,0.33333350441887033,0.33333350441881554,1.2172666356349065e-09,8.825004570317391e-14,8.305001057016972e-14,6.158800253404855e-14,7.799376784480431e-22
4680,0.3333335044189439,0.3333335044188654,0.33333350441881715,3.5671329666786573e-09,8.987329238901434e-14,8.429044391097543e-14,6.339701050312435e-14,7.466904908284021e-22
4720,0.333333504418946,0.3333335044188628,0.33333350441881615,4.144827301862014e-09,9.14833488654988e-14,8.573546448498954e-14,6.541857987278692e-14,4.828155468572459e-22
4760,0.33333350441894416,0.3333335044188682,0.3333335044188136,3.683560935742991e-09,9.284610589962547e-14,8.695985573018977e-14,6.836165211011093e-14,7.680741082768026e-22
4800,0.333333504418943,0.33333350441887366,0.3333335044188136,3.764613495544953e-09,9.459936594446083e-14,8.841457930877456e-14,7.084786160297691e-14,9.680542173950197e-22
4840,0.33333350441894694,0.33333350441886894,0.3333335044188158,2.432229777838127e-09,9.63615502988487e-14,8.99257900384484e-14,7.340735904730877e-14,1.0531177568226101e-21
4880,0.3333335044189535,0.33333350441886433,0.333333504418819,3.414412739089179e-09,9.786071479969158e-14,9.099582380447411e-14,7.529657782364048e-14,4.425369250785455e-22
4920,0.3333335044189564,0.333333504418869,0.333333504418819,2.6670828458484586e-09,9.923470940649355e-14,9.21937440740325e-14,7.745079824258197e-14,6.294690397653138e-22
4960,0.33333350441895293,0.33333350441887616,0.3333335044188149,2.167643939843911e-09,1.0151123857611468e-13,9.406070125333932e-14,8.01920890041741e-14,6.202074270932846e-22
5000,0.3333335044189512,0.33333350441887455,0.33333350441881365,2.6863515576556707e-09,1.0353278227940354e-13,9.57280484940775e-14,8.239895573329282e-14,1.1016516985261511e-21
5040,0.3333335044189585,0.3333335044188688,0.33333350441881826,1.6619367638730505e-09,1.0554821424057792e-13,9.730234071728494e-14,8.462993667632432e-14,8.403224593804015e-22
5080,0.3333335044189628,0.333333504418865,0.3333335044188185,3.749350730919343e-09,1.0753411656103822e-13,9.910153885381271e-14,8.697572973221892e-14,5.954209597275559e-22
5120,0.3333335044189627,0.3333335044188718,0.333333504418815,1.6186454064261436e-09,1.0947098796340642e-13,1.0080525824713629e-13,8.910112174949374e-14,8.085018280910276e-22
5160,0.33333350441895926,0.333333504418878,0.33333350441881165,2.222684303957825e-09,1.114743985299466e-13,1.0252061100539478e-13,9.121985817308762e-14,9.32028162787533e-22
5200,0.33333350441896126,0.3333335044188735,0.3333335044188126,1.5681416629554651e-09,1.1379339095907245e-13,1.0445729275164165e-13,9.329748519256036e-14,8.490116298437279e-22
5240,0.33333350441896625,0.33333350441886356,0.33333350441881404,3.5729697438366382e-09,1.1628611866028272e-13,1.065187359243097e-13,9.547121396366809e-14,7.392051394392095e-22
5280,0.3333335044189698,0.3333335044188644,0.3333335044188127,3.285872559011004e-09,1.184550757471361e-13,1.0854221583148245e-13,9.786113552181387e-14,7.822254723573937e-22
5320,0.333333504418967,0.3333335044188724,0.3333335044188067,2.3347428787852714e-09,1.2112673745420242e-13,1.1087137767359874e-13,1.0035351576654094e-13,4.0830844442761264e-22
5360,0.3333335044189658,0.3333335044188738,0.33333350441880477,3.843771558052434e-09,1.2401061753371002e-13,1.1301483265617714e-13,1.0224121240231132e-13,1.1083846587802693e-21
5400,0.33333350441897125,0.3333335044188666,0.333333504418808,2.0801100757788933e-09,1.2669361570218622e-13,1.151137696948984e-13,1.0419706729079101e-13,8.806493322165524e-22
5440,0.33333350441897613,0.3333335044188587,0.3333335044188083,8.921243871792875e-10,1.29473306037192e-13,1.1743823260053784e-13,1.0651978761722683e-13,1.1781017104621358e-21
5480,0.3333335044189776,0.333333504418863,0.3333335044188031,2.6839581425160947e-09,1.327395611180796e-13,1.2019515302816583e-13,1.0913612801181566e-13,1.1426829454143548e-21
5520,0.3333335044189763,0.3333335044188728,0.33333350441879855,3.449589695130445e-09,1.3619631967683415e-13,1.230264046460497e-13,1.1172348866601495e-13,1.0602446301438792e-21
5560,0.3333335044189785,0.3333335044188719,0.33333350441879905,1.7412384714586704e-09,1.3930998715678543e-13,1.2569642698084866e-13,1.142601124080041e-13,9.401610169571565e-22
5600,0.3333335044189854,0.3333335044188607,0.3333335044188016,2.6325404470307846e-09,1.4247212474141873e-13,1.284203369690004e-13,1.1678753808860726e-13,8.151254547346916e-22
5640,0.3333335044189903,0.33333350441885734,0.33333350441879933,2.8361189784764813e-09,1.4602239375822686e-13,1.316012371293717e-13,1.1969449139479191e-13,1.3800375976337736e-21
5680,0.33333350441898973,0.33333350441886495,0.33333350441879206,2.2691486937296585e-09,1.4899715965703567e-13,1.3459304597147873e-13,1.2265022243187568e-13,3.9355831726257293e-22
5720,0.3333335044189887,0.333333504418873,0.3333335044187879,2.6432386650311378e-09,1.522507817259342e-13,1.3773074117714196e-13,1.2551224052360744e-13,1.0213700157156092e-21
5760,0.3333335044189906,0.3333335044188671,0.3333335044187866,3.22657187179087e-09,1.5516212558720484e-13,1.40696771874551e-13,1.2836824619070935e-13,6.623227954553622e-22
5800,0.3333335044189985,0.3333335044188594,0.3333335044187886,2.4801698082874755e-09,1.5776188611739349e-13,1.4389963558615525e-13,1.3142051900022222e-13,1.580535977949706e-21
5840,0.33333350441900467,0.33333350441886045,0.3333335044187869,3.180851536891039e-09,1.607988798885946e-13,1.4731885818079684e-13,1.3451460527490805e-13,1.4832493623422369e-21
5880,0.33333350441900433,0.33333350441886905,0.33333350441877996,4.244432777888108e-09,1.6417261428851553e-13,1.5111502828047494e-13,1.377297690959381e-13,1.3307129096819068e-21
5920,0.33333350441900295,0.33333350441887366,0.3333335044187753,1.982676037952475e-09,1.6683458057139923e-13,1.5460859806867974e-13,1.408141948780373e-13,1.4044086558390949e-21
5960,0.3333335044190101,0.33333350441887,0.33333350441877724,1.5928111016618945e-09,1.6979658618203072e-13,1.5839740222255408e-13,1.4400805231645778e-13,9.937470193652733e-22
6000,0.33333350441901677,0.3333335044188635,0.33333350441877685,2.0821886707637196e-09,1.7259567399737018e-13,1.6170914892363707e-13,1.4672363115933422e-13,1.319433907861507e-21
6040,0.3333335044190202,0.3333335044188671,0.3333335044187733,3.2917033304352573e-09,1.7556429364812818e-13,1.6502303006885691e-13,1.4939225514738447e-13,9.224907701077243e-22
6080,0.3333335044190179,0.33333350441887394,0.33333350441876614,3.284598125979319e-09,1.7879125742166106e-13,1.6854367768394457e-13,1.521424707471282e-13,1.3375105120085703e-21
6120,0.3333335044190202,0.33333350441887627,0.3333335044187631,2.9890788080542752e-09,1.8238541036938103e-13,1.7314905513030276e-13,1.559729012400332e-13,1.5437278045231661e-21
6160,0.33333350441902454,0.3333335044188672,0.3333335044187606,3.1207543773514943e-09,1.859823659202649e-13,1.7718927756797048e-13,1.5902427354158767e-13,5.535921205735676e-22
6200,0.3333335044190296,0.33333350441886195,0.33333350441875786,3.304146321839681e-09,1.8924247818375825e-13,1.810639909721484e-13,1.618563852032795e-13,1.890125408357647e-21
6240,0.33333350441903026,0.33333350441886805,0.3333335044187523,2.6084535546009505e-09,1.9236748059195624e-13,1.8459700689032762e-13,1.642350747605894e-13,1.2825861932066235e-21
6280,0.3333335044190297,0.3333335044188765,0.3333335044187486,2.6415146712699065e-09,1.9508769349899313e-13,1.8805687305854901e-13,1.6647791787660892e-13,1.5325673089417704e-21
6320,0.3333335044190324,0.3333335044188741,0.33333350441874743,2.2523329895953508e-09,1.979135739511689e-13,1.9095838986316436e-13,1.6851240036051014e-13,8.594335175193972e-22
6360,0.33333350441903825,0.3333335044188655,0.33333350441874615,2.4729977704192886e-09,2.0116516649111657e-13,1.9483075626538074e-13,1.7154944807679472e-13,6.2117471786843355e-22
