step,R_v0,R_v1,R_v2,R_v3,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3
6560,0.28867528275930665,0.2886752827591838,0.28867528275926324,0.28867528275922655,7.929559236771194e-13,6.667739056714311e-13,1.195484025550973e-12,1.039227246814067e-12
6600,0.2886752827593078,0.2886752827591829,0.28867528275926346,0.2886752827592266,7.964726285780087e-13,6.811926800179515e-13,1.1303546425463853e-12,1.1479629950511286e-12
6640,0.28867528275930826,0.28867528275918175,0.28867528275926324,0.2886752827592262,7.062104325178973e-13,7.903147434546998e-13,1.0658218672843091e-12,1.2326473777573893e-12
6680,0.28867528275930854,0.28867528275918,0.28867528275926213,0.2886752827592252,6.705908870580182e-13,8.386123364930077e-13,1.1399450226568647e-12,1.1989776981197955e-12
6720,0.28867528275930754,0.28867528275917703,0.28867528275926,0.288675282759223,7.667316608054845e-13,7.744280033931999e-13,1.2537439940508138e-12,1.1144026386794304e-12
6760,0.28867528275930826,0.2886752827591757,0.2886752827592593,0.2886752827592222,8.476493913456762e-13,7.088260230407215e-13,1.2628736491281548e-12,1.1397389210296247e-12
6800,0.2886752827593105,0.2886752827591759,0.28867528275926047,0.2886752827592234,8.162714906095972e-13,7.685861245669586e-13,1.1818741107401232e-12,1.2556545559267562e-12
6840,0.28867528275931253,0.28867528275917576,0.2886752827592612,0.2886752827592243,7.328696885650498e-13,8.735906155773661e-13,1.163916222974839e-12,1.3100442164165836e-12
6880,0.2886752827593147,0.28867528275917537,0.2886752827592621,0.2886752827592256,7.423273630606331e-13,8.858259914279113e-13,1.2653126976958247e-12,1.2554417434237745e-12
6920,0.28867528275931614,0.2886752827591744,0.2886752827592622,0.28867528275922555,8.418041025079665e-13,8.116504421694202e-13,1.3557288992398589e-12,1.2058037108943793e-12
6960,0.2886752827593165,0.28867528275917215,0.2886752827592611,0.28867528275922494,8.957724855299154e-13,7.741627660419592e-13,1.3329143397291212e-12,1.272206260852609e-12
7000,0.2886752827593179,0.288675282759171,0.2886752827592611,0.28867528275922516,8.468822770086544e-13,8.535214735959001e-13,1.2650480452744818e-12,1.3858107760856561e-12
7040,0.28867528275932003,0.28867528275917054,0.2886752827592617,0.28867528275922627,7.793784966792998e-13,9.420081397881808e-13,1.2912485323496198e-12,1.402824290220825e-12
7080,0.2886752827593215,0.2886752827591697,0.2886752827592621,0.2886752827592268,8.250921088985013e-13,9.225471006233514e-13,1.3997188445401406e-12,1.3376764853089012e-12
7120,0.28867528275932314,0.28867528275916865,0.2886752827592619,0.2886752827592273,9.206814017220084e-13,8.433878729792747e-13,1.4536927225833177e-12,1.3278624524578823e-12
7160,0.28867528275932486,0.28867528275916804,0.28867528275926263,0.28867528275922855,9.403839452317888e-13,8.418103900631413e-13,1.4001247592910988e-12,1.428347077603796e-12
7200,0.2886752827593267,0.28867528275916715,0.28867528275926274,0.2886752827592291,8.640256902020695e-13,9.41415072680982e-13,1.3619669619621862e-12,1.5090525011684776e-12
7240,0.2886752827593287,0.28867528275916643,0.28867528275926346,0.28867528275923027,8.334164937195121e-13,9.883813690981074e-13,1.4428985077444456e-12,1.4794349310835187e-12
7280,0.2886752827593281,0.2886752827591639,0.2886752827592613,0.2886752827592287,9.149289863698722e-13,9.345640632585476e-13,1.5405648438072776e-12,1.414477062406466e-12
7320,0.28867528275932774,0.2886752827591615,0.2886752827592596,0.2886752827592273,9.917382234252813e-13,8.75890922124041e-13,1.538412265168291e-12,1.451292738452607e-12
7360,0.2886752827593279,0.2886752827591593,0.2886752827592586,0.2886752827592273,9.695630298344285e-13,9.210767242758455e-13,1.4662178366966123e-12,1.5607641656176365e-12
7400,0.2886752827593312,0.28867528275916005,0.28867528275925985,0.28867528275922943,8.875819110569402e-13,1.0177382345435935e-12,1.4725907507855967e-12,1.595221276927248e-12
7440,0.28867528275933185,0.2886752827591587,0.28867528275925947,0.2886752827592297,9.006370986001136e-13,1.0229390635478552e-12,1.5794264892328293e-12,1.529477813677029e-12
7480,0.2886752827593334,0.28867528275915816,0.2886752827592598,0.28867528275923093,1.0047242636074541e-12,9.392720642528628e-13,1.6440745999624983e-12,1.5010784348117614e-12
7520,0.2886752827593338,0.2886752827591563,0.28867528275925863,0.28867528275923066,1.0484316819897836e-12,9.109088827636641e-13,1.5924405801385996e-12,1.5894728199050631e-12
7560,0.28867528275933596,0.28867528275915677,0.28867528275925947,0.2886752827592327,9.825976642672812e-13,9.92214477644038e-13,1.532490930601359e-12,1.682972680495262e-12
7600,0.2886752827593368,0.2886752827591556,0.28867528275925886,0.2886752827592328,9.145208250771335e-13,1.0709910746129832e-12,1.5825724931450234e-12,1.6679204128710342e-12
7640,0.2886752827593377,0.2886752827591543,0.2886752827592586,0.28867528275923343,9.687657485112561e-13,1.0381502019610008e-12,1.6956155103036235e-12,1.59120190571668e-12
7680,0.28867528275933796,0.2886752827591527,0.2886752827592573,0.2886752827592331,1.0691667804626379e-12,9.47102094723836e-13,1.7244736763849325e-12,1.5969360455876744e-12
7720,0.2886752827593371,0.28867528275915016,0.2886752827592553,0.28867528275923193,1.0793030282311765e-12,9.517308246916934e-13,1.6470871410516064e-12,1.710563676761561e-12
7760,0.2886752827593377,0.2886752827591484,0.2886752827592546,0.2886752827592318,9.977156405693668e-13,1.0537267039287794e-12,1.614626163289589e-12,1.7802073349551015e-12
7800,0.2886752827593399,0.28867528275914867,0.2886752827592557,0.28867528275923376,9.56831995781136e-13,1.1050239792669178e-12,1.7042538682918566e-12,1.7290361357732537e-12
7840,0.2886752827593416,0.28867528275914855,0.2886752827592561,0.288675282759235,1.0377743567873804e-12,1.041974218431348e-12,1.8040742683539207e-12,1.6597708134871764e-12
7880,0.2886752827593416,0.2886752827591468,0.2886752827592546,0.2886752827592339,1.1225920543389524e-12,9.66620775821373e-13,1.7877718823217093e-12,1.7109754531036332e-12
7920,0.28867528275934234,0.2886752827591458,0.2886752827592546,0.28867528275923465,1.1010077458211719e-12,1.0095747770584642e-12,1.6997723528263228e-12,1.8257045540138975e-12
7960,0.2886752827593434,0.28867528275914545,0.2886752827592548,0.28867528275923543,1.0063779245675609e-12,1.1130893056506235e-12,1.7088521505784365e-12,1.8459222596198346e-12
8000,0.2886752827593457,0.28867528275914595,0.2886752827592562,0.2886752827592372,1.0126428488878668e-12,1.1204169967032849e-12,1.8233873799609467e-12,1.7644047230697485e-12
8040,0.2886752827593466,0.28867528275914556,0.28867528275925575,0.28867528275923765,1.1180557578781923e-12,1.033293793419719e-12,1.8747486156457887e-12,1.73285735344714e-12
8080,0.2886752827593476,0.2886752827591448,0.28867528275925586,0.2886752827592383,1.1634197746334974e-12,9.952683708544389e-13,1.8119595160739974e-12,1.8287034427905774e-12
8120,0.2886752827593479,0.2886752827591434,0.28867528275925514,0.28867528275923815,1.099331509479595e-12,1.0781892153997598e-12,1.7537863666498416e-12,1.9158838560322646e-12
8160,0.2886752827593471,0.2886752827591412,0.2886752827592534,0.2886752827592369,1.0269412253175192e-12,1.1557260825714739e-12,1.8165625118528834e-12,1.8854019412715558e-12
8200,0.2886752827593484,0.28867528275914106,0.2886752827592541,0.288675282759238,1.0821608960890842e-12,1.1207559264183995e-12,1.9198595333722573e-12,1.805984678978276e-12
8240,0.2886752827593505,0.28867528275914134,0.28867528275925525,0.28867528275923954,1.1762443715753486e-12,1.035153390094158e-12,1.9295182508470938e-12,1.82438176130511e-12
8280,0.28867528275935117,0.2886752827591407,0.28867528275925564,0.28867528275924026,1.1917084538677591e-12,1.0336718468865443e-12,1.853824499729561e-12,1.9314464363854256e-12
8320,0.28867528275935256,0.2886752827591406,0.2886752827592564,0.28867528275924137,1.1109974673763216e-12,1.128155955479607e-12,1.8299048730136256e-12,1.9808948275787247e-12
8360,0.2886752827593531,0.28867528275913995,0.28867528275925636,0.2886752827592418,1.0825733599093495e-12,1.1688800251697225e-12,1.919206648595324e-12,1.9194570378212558e-12
8400,0.2886752827593516,0.28867528275913656,0.28867528275925375,0.2886752827592395,1.1603461032598277e-12,1.108724760864423e-12,1.9970377246650844e-12,1.864490927789979e-12
8440,0.2886752827593515,0.2886752827591351,0.2886752827592533,0.2886752827592396,1.2428394676152777e-12,1.0419289413934648e-12,1.967527605899076e-12,1.920258427386337e-12
8480,0.28867528275935245,0.2886752827591344,0.28867528275925364,0.2886752827592401,1.2210746785995334e-12,1.0822275804955995e-12,1.8972413574133026e-12,2.01902984566403e-12
8520,0.2886752827593523,0.2886752827591326,0.2886752827592524,0.28867528275923915,1.14159756408749e-12,1.174959256482045e-12,1.913714554401105e-12,2.0315242004120884e-12
8560,0.2886752827593525,0.28867528275913135,0.28867528275925175,0.28867528275923865,1.1345732869898771e-12,1.1913756154098859e-12,2.0186578962622974e-12,1.960624758783366e-12
8600,0.2886752827593526,0.28867528275913035,0.28867528275925103,0.2886752827592384,1.2333847300937276e-12,1.1116923396895475e-12,2.0670551350455236e-12,1.9273742474311806e-12
8640,0.2886752827593557,0.2886752827591315,0.28867528275925314,0.28867528275924104,1.2898503455820691e-12,1.0672051220783097e-12,2.010353629788292e-12,2.017123548195429e-12
8680,0.288675282759356,0.28867528275913057,0.2886752827592525,0.2886752827592409,1.2295039081280683e-12,1.1447461130842075e-12,1.948023667627528e-12,2.102167922851105e-12
8720,0.2886752827593552,0.28867528275912874,0.2886752827592512,0.2886752827592397,1.1591131725286954e-12,1.225083345907616e-12,2.0038499423308185e-12,2.0732271752575755e-12
8760,0.28867528275935617,0.28867528275912796,0.28867528275925103,0.28867528275923987,1.2006940730425162e-12,1.2017504625854707e-12,2.1012107408635144e-12,1.999620966108996e-12
8800,0.28867528275935767,0.28867528275912807,0.28867528275925197,0.2886752827592412,1.2977428555599182e-12,1.1184738100445828e-12,2.107500426042719e-12,2.0157288522443022e-12
8840,0.28867528275935844,0.28867528275912735,0.288675282759252,0.2886752827592416,1.3090797964198743e-12,1.1228046037070045e-12,2.0403945354212238e-12,2.109751415669775e-12
8880,0.28867528275935755,0.28867528275912474,0.2886752827592501,0.2886752827592401,1.243951628058155e-12,1.2067613043300994e-12,2.0254386041201098e-12,2.1545778291172304e-12
8920,0.2886752827593592,0.28867528275912463,0.2886752827592503,0.28867528275924076,1.204333969464418e-12,1.2588108562789241e-12,2.1117954870919998e-12,2.107034367960613e-12
8960,0.28867528275936005,0.2886752827591238,0.28867528275925014,0.2886752827592411,1.274510668197762e-12,1.2084572154131899e-12,2.186189200139425e-12,2.0581904378097404e-12
9000,0.2886752827593605,0.28867528275912285,0.28867528275924964,0.28867528275924115,1.3528838120289141e-12,1.1468730071352045e-12,2.153207275660793e-12,2.113384350062041e-12
9040,0.28867528275936116,0.28867528275912174,0.28867528275924886,0.2886752827592411,1.3303910390292624e-12,1.1936995236568806e-12,2.090068779509792e-12,2.2060092011846302e-12
9080,0.2886752827593621,0.28867528275912047,0.28867528275924864,0.2886752827592414,1.2607599505711142e-12,1.284729098275854e-12,2.117995361315713e-12,2.2176451946979278e-12
9120,0.2886752827593615,0.2886752827591181,0.2886752827592469,0.2886752827592404,1.270036549835791e-12,1.2978532250090536e-12,2.2177205384820616e-12,2.1495595938064595e-12
9160,0.2886752827593631,0.2886752827591178,0.2886752827592471,0.2886752827592413,1.3574333432737545e-12,1.227967469907298e-12,2.2614477970054274e-12,2.1371805312373896e-12
9200,0.2886752827593635,0.28867528275911614,0.28867528275924614,0.28867528275924104,1.4017097111477367e-12,1.1985947503934003e-12,2.2096741317074692e-12,2.22580141364311e-12
9240,0.28867528275936444,0.2886752827591155,0.28867528275924603,0.2886752827592417,1.3572787719614624e-12,1.2657662167283411e-12,2.1698164568603267e-12,2.295774070406978e-12
9280,0.2886752827593656,0.28867528275911464,0.2886752827592457,0.28867528275924204,1.2966804160776738e-12,1.3414903768273785e-12,2.2316262349393943e-12,2.273589777089285e-12
9320,0.28867528275936766,0.2886752827591149,0.2886752827592469,0.2886752827592438,1.3380668620401203e-12,1.3185340098084061e-12,2.325540299564325e-12,2.211787949716699e-12
9360,0.28867528275936993,0.2886752827591154,0.28867528275924753,0.28867528275924514,1.423758404920439e-12,1.2476692822351724e-12,2.3281147309816324e-12,2.2363499905574234e-12
9400,0.2886752827593703,0.2886752827591143,0.28867528275924703,0.2886752827592453,1.4327616754798e-12,1.2515471445030844e-12,2.263447274913618e-12,2.333521364590021e-12
9440,0.2886752827593712,0.28867528275911375,0.28867528275924687,0.2886752827592458,1.361576085041925e-12,1.3395106589139337e-12,2.253870507207384e-12,2.372480437645565e-12
9480,0.2886752827593713,0.2886752827591122,0.2886752827592458,0.28867528275924514,1.3348720705192104e-12,1.3833399890240811e-12,2.341537480167216e-12,2.3165438218828683e-12
9520,0.2886752827593735,0.2886752827591126,0.2886752827592469,0.28867528275924703,1.408102785977804e-12,1.3263837621031593e-12,2.4060872208966606e-12,2.2801088536137706e-12
9560,0.28867528275937443,0.2886752827591118,0.28867528275924664,0.28867528275924725,1.474271722669649e-12,1.274889735564982e-12,2.3751666513031216e-12,2.3397505536808737e-12
9600,0.28867528275937493,0.28867528275911103,0.2886752827592462,0.2886752827592472,1.4581043285465141e-12,1.310728772740641e-12,2.3143101243662372e-12,2.424681756027449e-12
9640,0.2886752827593756,0.2886752827591102,0.28867528275924564,0.2886752827592474,1.387718572638312e-12,1.3961881194267546e-12,2.3334896335798034e-12,2.4325122478195735e-12
9680,0.28867528275937726,0.28867528275911053,0.2886752827592462,0.2886752827592487,1.3783754894617437e-12,1.4173262305572797e-12,2.425160226515258e-12,2.364563706811171e-12
9720,0.288675282759378,0.28867528275910986,0.2886752827592457,0.2886752827592489,1.4545703564541754e-12,1.3551100781374936e-12,2.465691996379076e-12,2.348906180987673e-12
9760,0.28867528275937787,0.2886752827591085,0.288675282759245,0.28867528275924886,1.506826991743923e-12,1.3134425883640594e-12,2.4172073857411843e-12,2.424191629101528e-12
9800,0.28867528275937876,0.288675282759108,0.28867528275924464,0.28867528275924903,1.4692661518151597e-12,1.368062109045726e-12,2.3730596168821082e-12,2.490568355870698e-12
9840,0.28867528275937804,0.2886752827591059,0.28867528275924315,0.28867528275924825,1.4107704064552213e-12,1.441209040130818e-12,2.4203711111031867e-12,2.4708026846582007e-12
9880,0.2886752827593773,0.2886752827591036,0.2886752827592411,0.2886752827592467,1.4324120732403915e-12,1.4363295540860627e-12,2.5084494146760734e-12,2.4074750588847665e-12
9920,0.2886752827593775,0.28867528275910287,0.2886752827592407,0.28867528275924687,1.520465168028536e-12,1.366931933246215e-12,2.5096236884504152e-12,2.419005674099231e-12
9960,0.28867528275937837,0.28867528275910226,0.2886752827592403,0.2886752827592472,1.5338711565704199e-12,1.3687250943550832e-12,2.4510780431653913e-12,2.5049077928513432e-12
10000,0.2886752827593802,0.2886752827591024,0.28867528275924065,0.2886752827592484,1.4728050078181115e-12,1.4475263270219922e-12,2.4483043517241595e-12,2.5370304849397435e-12
10040,0.28867528275938104,0.2886752827591018,0.28867528275924037,0.28867528275924875,1.4530239854866184e-12,1.4845196520518064e-12,2.5194381721083646e-12,2.494481846658657e-12
10080,0.288675282759382,0.28867528275910126,0.2886752827592401,0.28867528275924953,1.5074673065697038e-12,1.455647996402252e-12,2.5707917149445832e-12,2.4661076772309434e-12
10120,0.2886752827593831,0.2886752827591003,0.2886752827592393,0.2886752827592496,1.5667047720766838e-12,1.414506960890041e-12,2.5494002239665244e-12,2.519753576937011e-12
10160,0.28867528275938426,0.2886752827590996,0.28867528275923865,0.28867528275925,1.5586991915408449e-12,1.4478550211509951e-12,2.5078481327771204e-12,2.5940251848452083e-12
10200,0.28867528275938303,0.2886752827590964,0.28867528275923576,0.2886752827592483,1.506458805491638e-12,1.519370803902472e-12,2.5330776466581857e-12,2.6055325092311772e-12
10240,0.2886752827593854,0.28867528275909704,0.2886752827592367,0.28867528275925014,1.4934290317473957e-12,1.5509586718556701e-12,2.618958764449974e-12,2.5574090164161634e-12
10280,0.2886752827593875,0.288675282759097,0.28867528275923676,0.28867528275925114,1.564768821050134e-12,1.5067478628999566e-12,2.6610953493756032e-12,2.5516565056861676e-12
10320,0.28867528275939097,0.2886752827590984,0.28867528275923854,0.2886752827592538,1.6204459101100346e-12,1.4717866431032785e-12,2.6200570133037388e-12,2.6307519645890178e-12
10360,0.2886752827593926,0.2886752827590977,0.28867528275923826,0.2886752827592546,1.5869575068835968e-12,1.528965890817915e-12,2.5856660045950133e-12,2.7006433713137217e-12
10400,0.28867528275939275,0.288675282759096,0.288675282759237,0.28867528275925436,1.5267337110995808e-12,1.6086413582752668e-12,2.6469671324604065e-12,2.6784043214286106e-12
10440,0.28867528275939425,0.2886752827590956,0.288675282759237,0.28867528275925536,1.548629792126642e-12,1.602237489365365e-12,2.736025726409523e-12,2.6232156309296964e-12
10480,0.28867528275939447,0.28867528275909443,0.28867528275923615,0.28867528275925536,1.6412792622619334e-12,1.52609802083174e-12,2.7332861887200476e-12,2.6511964245495244e-12
10520,0.28867528275939447,0.2886752827590934,0.2886752827592352,0.28867528275925514,1.6584643161590904e-12,1.5254228812279236e-12,2.6679746211101297e-12,2.7410362874579762e-12
10560,0.28867528275939586,0.28867528275909277,0.28867528275923526,0.2886752827592563,1.6069729663364696e-12,1.602294906516181e-12,2.6637293023418864e-12,2.7764666724665864e-12
10600,0.288675282759397,0.28867528275909216,0.28867528275923515,0.28867528275925713,1.5702754911310905e-12,1.6564928211900634e-12,2.747050342094907e-12,2.729402697409758e-12
10640,0.28867528275939697,0.28867528275909016,0.2886752827592334,0.2886752827592566,1.6254494153693984e-12,1.6253723809145315e-12,2.812634660204822e-12,2.6944496964306316e-12
10680,0.28867528275939935,0.28867528275909143,0.2886752827592349,0.2886752827592589,1.702874069336923e-12,1.5595459225311327e-12,2.780108191823631e-12,2.7504633263471786e-12
10720,0.2886752827593989,0.28867528275908966,0.28867528275923315,0.2886752827592581,1.692510881109269e-12,1.587826895524911e-12,2.7228931626117664e-12,2.8326757055887173e-12
10760,0.28867528275939686,0.2886752827590862,0.2886752827592295,0.2886752827592555,1.6150136902260073e-12,1.6821843776788502e-12,2.7535852853008356e-12,2.8272992506963627e-12
10800,0.28867528275939613,0.2886752827590843,0.28867528275922766,0.2886752827592545,1.6077509215913196e-12,1.7058906424198973e-12,2.845278202288543e-12,2.75305083410285e-12
10840,0.28867528275939797,0.2886752827590847,0.2886752827592282,0.28867528275925597,1.6887943605062514e-12,1.6403289269080358e-12,2.8788237707898807e-12,2.746987525160906e-12
10880,0.2886752827593994,0.28867528275908466,0.2886752827592284,0.28867528275925725,1.7478816875794085e-12,1.5960715157163048e-12,2.8182488009564415e-12,2.837467755562116e-12
10920,0.2886752827594009,0.2886752827590845,0.28867528275922844,0.2886752827592583,1.702821113253934e-12,1.6589701006282685e-12,2.78168332082161e-12,2.9068465051800165e-12
10960,0.2886752827594013,0.28867528275908333,0.2886752827592283,0.28867528275925874,1.6421980722894987e-12,1.735623607236273e-12,2.8488510993980982e-12,2.8709308647309044e-12
11000,0.28867528275940263,0.28867528275908333,0.2886752827592282,0.2886752827592596,1.6705639251842966e-12,1.7237390653879482e-12,2.929966875765703e-12,2.8134440542729595e-12
11040,0.288675282759402,0.28867528275908166,0.2886752827592261,0.28867528275925824,1.7452372537469046e-12,1.6627134060026876e-12,2.9205281539607755e-12,2.8423102621324184e-12
11080,0.28867528275940096,0.28867528275907894,0.2886752827592235,0.2886752827592564,1.7701720538976937e-12,1.6576728999083827e-12,2.856268447487755e-12,2.9310765478261404e-12
11120,0.2886752827594043,0.28867528275908066,0.2886752827592257,0.28867528275925963,1.716524706492518e-12,1.7395771750860754e-12,2.858049377780126e-12,2.961649347810232e-12
11160,0.2886752827594049,0.2886752827590796,0.28867528275922427,0.2886752827592596,1.6763667185241803e-12,1.803772121948996e-12,2.9408623631640518e-12,2.9040697653213083e-12
11200,0.2886752827594058,0.2886752827590786,0.28867528275922366,0.2886752827592598,1.7344470091666884e-12,1.7656575962540453e-12,2.9992382150955076e-12,2.877533579573065e-12
11240,0.28867528275940724,0.2886752827590788,0.2886752827592238,0.288675282759261,1.8083156173462038e-12,1.7106724485539653e-12,2.961733670104273e-12,2.943332717399385e-12
11280,0.28867528275941035,0.28867528275908033,0.2886752827592254,0.2886752827592639,1.8080964422404557e-12,1.7364510698224826e-12,2.903715360385081e-12,3.029110056359714e-12
11320,0.2886752827594093,0.2886752827590776,0.2886752827592224,0.28867528275926224,1.7267640262042737e-12,1.8379237630090538e-12,2.94317614444564e-12,3.0196449307694663e-12
11360,0.2886752827594112,0.2886752827590776,0.28867528275922233,0.2886752827592634,1.7113754895177239e-12,1.8703365474179055e-12,3.04612859555006e-12,2.9503254393381195e-12
11400,0.2886752827594137,0.28867528275907844,0.2886752827592232,0.28867528275926546,1.7969553076478805e-12,1.8044362083348556e-12,3.083816930146731e-12,2.950033277876415e-12
11440,0.2886752827594156,0.2886752827590781,0.2886752827592233,0.28867528275926657,1.859856503825305e-12,1.7604170806150842e-12,3.024796389802051e-12,3.054035375044259e-12
11480,0.2886752827594159,0.28867528275907656,0.2886752827592217,0.28867528275926596,1.824267635596131e-12,1.8257834208326745e-12,2.9800804458733254e-12,3.1284803355011142e-12
11520,0.2886752827594169,0.2886752827590755,0.2886752827592209,0.2886752827592661,1.7442817136441058e-12,1.9236198065099523e-12,3.056915909737307e-12,3.0912211516529622e-12
11560,0.28867528275941684,0.2886752827590735,0.2886752827592195,0.28867528275926574,1.772195139901145e-12,1.920981106833018e-12,3.156230816093148e-12,3.0288061979600992e-12
11600,0.2886752827594176,0.2886752827590722,0.28867528275921855,0.28867528275926546,1.871804927674179e-12,1.849263639954401e-12,3.150400484950962e-12,3.0694902263408963e-12
11640,0.28867528275941995,0.2886752827590725,0.28867528275921883,0.288675282759267,1.902195447037325e-12,1.844862742321651e-12,3.0830127849544234e-12,3.1767004627884484e-12
11680,0.288675282759422,0.28867528275907245,0.28867528275921917,0.2886752827592686,1.8393145598642003e-12,1.937828272057417e-12,3.0893256235124716e-12,3.2051402493142252e-12
11720,0.2886752827594208,0.2886752827590691,0.2886752827592158,0.2886752827592665,1.7931931237023864e-12,2.007951270536177e-12,3.1882359686631295e-12,3.148119484630164e-12
11760,0.28867528275942134,0.288675282759067,0.28867528275921417,0.2886752827592662,1.8622973892081558e-12,1.9730481291193155e-12,3.258267855248658e-12,3.1257118416253758e-12
11800,0.28867528275942184,0.2886752827590653,0.28867528275921267,0.28867528275926596,1.9537928640952977e-12,1.9100560325488343e-12,3.214041481003843e-12,3.21004699417065e-12
11840,0.2886752827594215,0.28867528275906257,0.28867528275921034,0.2886752827592648,1.947104183912564e-12,1.951542384594488e-12,3.1585823945492807e-12,3.306490839774074e-12
11880,0.2886752827594238,0.28867528275906246,0.2886752827592107,0.2886752827592667,1.8753535120703658e-12,2.0520095873217297e-12,3.213088604291277e-12,3.2957406968525267e-12
11920,0.2886752827594236,0.2886752827590601,0.28867528275920873,0.2886752827592657,1.864435964237703e-12,2.0869809582459145e-12,3.3221278481109627e-12,3.2252656103954045e-12
11960,0.28867528275942383,0.28867528275905796,0.2886752827592072,0.2886752827592655,1.963600364910236e-12,2.0200305981348396e-12,3.3530195024694955e-12,3.239927359387345e-12
12000,0.2886752827594256,0.2886752827590574,0.28867528275920723,0.2886752827592669,2.035643407253274e-12,1.9747849606222417e-12,3.2882834749527095e-12,3.350723969103861e-12
12040,0.2886752827594286,0.28867528275905824,0.2886752827592081,0.28867528275926907,1.9976998885550287e-12,2.0465969610531263e-12,3.2548124053491796e-12,3.422603916886857e-12
12080,0.28867528275943166,0.2886752827590587,0.2886752827592091,0.2886752827592716,1.9206441742181368e-12,2.152050817235112e-12,3.342864324832431e-12,3.3817205539035616e-12
12120,0.288675282759435,0.28867528275905974,0.2886752827592104,0.2886752827592741,1.9391344403827097e-12,2.1612198241401638e-12,3.4534129634836793e-12,3.3127124415441455e-12
12160,0.28867528275943743,0.28867528275905996,0.28867528275921117,0.2886752827592763,2.057897404863527e-12,2.0719971130992903e-12,3.449616249444974e-12,3.3620108543072076e-12
12200,0.2886752827594383,0.28867528275905885,0.28867528275921045,0.28867528275927673,2.1099124466123194e-12,2.0434052875663047e-12,3.3624855851951412e-12,3.486049820113249e-12
12240,0.2886752827594372,0.2886752827590558,0.2886752827592073,0.2886752827592748,2.031268312957072e-12,2.152579460644624e-12,3.3569376079002755e-12,3.52721370887503e-12
12280,0.2886752827594373,0.2886752827590538,0.2886752827592056,0.28867528275927457,1.96391844545225e-12,2.24333156859818e-12,3.476360814146775e-12,3.449279214294995e-12
12320,0.28867528275943943,0.2886752827590538,0.28867528275920623,0.28867528275927645,2.0358025965736125e-12,2.2032309341623503e-12,3.561157164986798e-12,3.401791333125461e-12
12360,0.28867528275943993,0.2886752827590521,0.28867528275920495,0.28867528275927634,2.150056421759756e-12,2.116987982382093e-12,3.512798440084352e-12,3.4906622605411387e-12
12400,0.2886752827594427,0.2886752827590525,0.28867528275920573,0.2886752827592785,2.1627754306761e-12,2.138174375961697e-12,3.436883658969305e-12,3.6075231708340476e-12
12440,0.2886752827594452,0.2886752827590525,0.2886752827592062,0.2886752827592803,2.0679906425228187e-12,2.2645611132860967e-12,3.487414865288367e-12,3.602830080825311e-12
12480,0.2886752827594462,0.28867528275905124,0.2886752827592053,0.2886752827592807,2.039534384007599e-12,2.3173813067215137e-12,3.6152243511154936e-12,3.5166807759262286e-12
12520,0.288675282759447,0.28867528275904986,0.28867528275920434,0.288675282759281,2.1419566311797116e-12,2.2470458486424426e-12,3.655136230455256e-12,3.5205072114217316e-12
12560,0.28867528275944904,0.2886752827590495,0.2886752827592047,0.28867528275928267,2.234925836863982e-12,2.1842137461922447e-12,3.580877389791823e-12,3.6418182772931944e-12
12600,0.2886752827594507,0.28867528275904863,0.28867528275920457,0.28867528275928406,2.2026642150871045e-12,2.2526579005578346e-12,3.5442231609908274e-12,3.721695796434934e-12
12640,0.28867528275945004,0.28867528275904586,0.28867528275920223,0.28867528275928317,2.1231918720830645e-12,2.3636410139856095e-12,3.6331554229102187e-12,3.671210877047116e-12
12680,0.2886752827594512,0.2886752827590441,0.28867528275920096,0.2886752827592836,2.1503978715108195e-12,2.371418606304946e-12,3.746538011134501e-12,3.6105833036994333e-12
12720,0.28867528275945403,0.2886752827590441,0.28867528275920173,0.2886752827592857,2.267374020022288e-12,2.2893153504473576e-12,3.7453383038591495e-12,3.668520022778702e-12
12760,0.2886752827594546,0.2886752827590418,0.2886752827591998,0.28867528275928517,2.3194054932860948e-12,2.2764890156242874e-12,3.668928185909834e-12,3.794484586467737e-12
12800,0.28867528275945586,0.2886752827590402,0.28867528275919874,0.2886752827592856,2.2520628710970275e-12,2.383690927470791e-12,3.682918197373148e-12,3.831308970324991e-12
12840,0.28867528275945725,0.2886752827590387,0.28867528275919807,0.28867528275928656,2.1999226863762753e-12,2.4697493296008085e-12,3.8043107593887395e-12,3.7633181118799125e-12
12880,0.2886752827594584,0.28867528275903703,0.28867528275919685,0.2886752827592869,2.271024511762133e-12,2.44072589650832e-12,3.8842496179482606e-12,3.736075019431276e-12
12920,0.28867528275946025,0.2886752827590358,0.2886752827591964,0.28867528275928833,2.394143034940162e-12,2.359696435041125e-12,3.83910330058103e-12,3.843460794473027e-12
12960,0.2886752827594613,0.2886752827590339,0.28867528275919513,0.2886752827592886,2.402941353017149e-12,2.3915783870876804e-12,3.777843231429933e-12,3.954948420876075e-12
13000,0.2886752827594638,0.28867528275903315,0.288675282759195,0.2886752827592905,2.321033540965578e-12,2.514651696567131e-12,3.84338293449355e-12,3.9503609260482615e-12
13040,0.2886752827594654,0.2886752827590314,0.28867528275919413,0.288675282759291,2.2989687830144325e-12,2.572885020117843e-12,3.978152020062661e-12,3.876080514825168e-12
