wave_id,resolution,base_wave,harmonics,phase_composition,reflection_fraction,reflection_value,theta_over_pi,finite_order_lock,real_rotation_period,closure_address,conjugate_address,charge_magnitude,particle_antiparticle,conjugate_direction_count,winding_cover_spin
N6-W0025,6,6lambda0(0deg),1lambda0(0deg);order=6+3lambda0(0deg);order=2,"base:0deg, order6:0deg, order2:0deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0026,6,6lambda0(0deg),1lambda0(0deg);order=6+3lambda0(180deg);order=2,"base:0deg, order6:0deg, order2:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0027,6,6lambda0(0deg),1lambda0(0deg);order=6+2lambda0(0deg);order=3,"base:0deg, order6:0deg, order3:0deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0028,6,6lambda0(0deg),1lambda0(0deg);order=6+2lambda0(0deg);order=3+3lambda0(0deg);order=2,"base:0deg, order6:0deg, order3:0deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0029,6,6lambda0(0deg),1lambda0(0deg);order=6+2lambda0(0deg);order=3+3lambda0(180deg);order=2,"base:0deg, order6:0deg, order3:0deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0030,6,6lambda0(0deg),1lambda0(0deg);order=6+2lambda0(180deg);order=3,"base:0deg, order6:0deg, order3:180deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0031,6,6lambda0(0deg),1lambda0(0deg);order=6+2lambda0(180deg);order=3+3lambda0(0deg);order=2,"base:0deg, order6:0deg, order3:180deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0032,6,6lambda0(0deg),1lambda0(0deg);order=6+2lambda0(180deg);order=3+3lambda0(180deg);order=2,"base:0deg, order6:0deg, order3:180deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0033,6,6lambda0(0deg),1lambda0(180deg);order=6,"base:0deg, order6:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0034,6,6lambda0(0deg),1lambda0(180deg);order=6+3lambda0(0deg);order=2,"base:0deg, order6:180deg, order2:0deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0035,6,6lambda0(0deg),1lambda0(180deg);order=6+3lambda0(180deg);order=2,"base:0deg, order6:180deg, order2:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0036,6,6lambda0(0deg),1lambda0(180deg);order=6+2lambda0(0deg);order=3,"base:0deg, order6:180deg, order3:0deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0037,6,6lambda0(0deg),1lambda0(180deg);order=6+2lambda0(0deg);order=3+3lambda0(0deg);order=2,"base:0deg, order6:180deg, order3:0deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0038,6,6lambda0(0deg),1lambda0(180deg);order=6+2lambda0(0deg);order=3+3lambda0(180deg);order=2,"base:0deg, order6:180deg, order3:0deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0039,6,6lambda0(0deg),1lambda0(180deg);order=6+2lambda0(180deg);order=3,"base:0deg, order6:180deg, order3:180deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0040,6,6lambda0(0deg),1lambda0(180deg);order=6+2lambda0(180deg);order=3+3lambda0(0deg);order=2,"base:0deg, order6:180deg, order3:180deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0041,6,6lambda0(0deg),1lambda0(180deg);order=6+2lambda0(180deg);order=3+3lambda0(180deg);order=2,"base:0deg, order6:180deg, order3:180deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0042,6,6lambda0(180deg),なし,base:180deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N6-W0043,6,6lambda0(180deg),3lambda0(0deg);order=2,"base:180deg, order2:0deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0044,6,6lambda0(180deg),3lambda0(180deg);order=2,"base:180deg, order2:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0045,6,6lambda0(180deg),2lambda0(0deg);order=3,"base:180deg, order3:0deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N6-W0046,6,6lambda0(180deg),2lambda0(0deg);order=3+3lambda0(0deg);order=2,"base:180deg, order3:0deg, order2:0deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0047,6,6lambda0(180deg),2lambda0(0deg);order=3+3lambda0(180deg);order=2,"base:180deg, order3:0deg, order2:180deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0048,6,6lambda0(180deg),2lambda0(180deg);order=3,"base:180deg, order3:180deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N6-W0049,6,6lambda0(180deg),2lambda0(180deg);order=3+3lambda0(0deg);order=2,"base:180deg, order3:180deg, order2:0deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0050,6,6lambda0(180deg),2lambda0(180deg);order=3+3lambda0(180deg);order=2,"base:180deg, order3:180deg, order2:180deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0051,6,6lambda0(180deg),1lambda0(0deg);order=6,"base:180deg, order6:0deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0052,6,6lambda0(180deg),1lambda0(0deg);order=6+3lambda0(0deg);order=2,"base:180deg, order6:0deg, order2:0deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0053,6,6lambda0(180deg),1lambda0(0deg);order=6+3lambda0(180deg);order=2,"base:180deg, order6:0deg, order2:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0054,6,6lambda0(180deg),1lambda0(0deg);order=6+2lambda0(0deg);order=3,"base:180deg, order6:0deg, order3:0deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0055,6,6lambda0(180deg),1lambda0(0deg);order=6+2lambda0(0deg);order=3+3lambda0(0deg);order=2,"base:180deg, order6:0deg, order3:0deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0056,6,6lambda0(180deg),1lambda0(0deg);order=6+2lambda0(0deg);order=3+3lambda0(180deg);order=2,"base:180deg, order6:0deg, order3:0deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0057,6,6lambda0(180deg),1lambda0(0deg);order=6+2lambda0(180deg);order=3,"base:180deg, order6:0deg, order3:180deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0058,6,6lambda0(180deg),1lambda0(0deg);order=6+2lambda0(180deg);order=3+3lambda0(0deg);order=2,"base:180deg, order6:0deg, order3:180deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0059,6,6lambda0(180deg),1lambda0(0deg);order=6+2lambda0(180deg);order=3+3lambda0(180deg);order=2,"base:180deg, order6:0deg, order3:180deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0060,6,6lambda0(180deg),1lambda0(180deg);order=6,"base:180deg, order6:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0061,6,6lambda0(180deg),1lambda0(180deg);order=6+3lambda0(0deg);order=2,"base:180deg, order6:180deg, order2:0deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0062,6,6lambda0(180deg),1lambda0(180deg);order=6+3lambda0(180deg);order=2,"base:180deg, order6:180deg, order2:180deg",0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,偶数巻数のみ: 1:1被覆（整数スピン型）
N6-W0063,6,6lambda0(180deg),1lambda0(180deg);order=6+2lambda0(0deg);order=3,"base:180deg, order6:180deg, order3:0deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0064,6,6lambda0(180deg),1lambda0(180deg);order=6+2lambda0(0deg);order=3+3lambda0(0deg);order=2,"base:180deg, order6:180deg, order3:0deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0065,6,6lambda0(180deg),1lambda0(180deg);order=6+2lambda0(0deg);order=3+3lambda0(180deg);order=2,"base:180deg, order6:180deg, order3:0deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0066,6,6lambda0(180deg),1lambda0(180deg);order=6+2lambda0(180deg);order=3,"base:180deg, order6:180deg, order3:180deg",1/4,0.25,1/6,True,12,+1/3,-1/3 (=2/3),0.7499999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0067,6,6lambda0(180deg),1lambda0(180deg);order=6+2lambda0(180deg);order=3+3lambda0(0deg);order=2,"base:180deg, order6:180deg, order3:180deg, order2:0deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
N6-W0068,6,6lambda0(180deg),1lambda0(180deg);order=6+2lambda0(180deg);order=3+3lambda0(180deg);order=2,"base:180deg, order6:180deg, order3:180deg, order2:180deg",1/6,0.16666666666666666,0.133860236401（無理数）,False,,なし（有限位数非成立）,なし,,閉鎖共役対なし,1,奇偶巻数混合: 混合被覆（単一スピン型に未分類）
