j,reO,imO,absO
62,0.8089679784079672,-5.066862096138357e-17,0.8089679784079672
63,0.8029701849636115,-5.597844419407364e-17,0.8029701849636115
64,0.7968899260640416,-1.2442033958499792e-16,0.7968899260640416
65,0.7907278261550088,9.475147975013022e-17,0.7907278261550088
66,0.7844845180873722,8.857273932887092e-17,0.7844845180873722
67,0.7781606430521159,-1.8904508072906037e-17,0.7781606430521159
68,0.7717568505144903,2.322619147475447e-17,0.7717568505144903
69,0.765273798147319,-1.6289548684515464e-17,0.765273798147319
70,0.7587121517634471,-7.317691434493316e-17,0.7587121517634471
71,0.7520725852473663,3.403044511648799e-17,0.7520725852473663
72,0.7453557804860106,-9.820454427592848e-17,0.7453557804860106
73,0.738562427298718,-6.247814613243475e-17,0.738562427298718
74,0.7316932233663895,4.687208776933399e-17,0.7316932233663895
75,0.7247488741598386,-1.8528266562544056e-17,0.7247488741598386
76,0.7177300928673367,-1.453386378311265e-17,0.7177300928673367
77,0.7106376003213691,5.564610648833873e-17,0.7106376003213691
78,0.7034721249246076,-5.896473582941897e-17,0.7034721249246076
79,0.6962344025750986,3.681168864936871e-17,0.6962344025750986
80,0.6889251765906849,-4.6397847276702134e-17,0.6889251765906849
81,0.6815451976326752,1.0129691949284464e-16,0.6815451976326752
82,0.6740952236287432,1.1868958982578134e-16,0.6740952236287432
83,0.6665760196950895,1.0730667805997462e-16,0.6665760196950895
84,0.6589883580578639,1.1454466693016558e-17,0.6589883580578639
85,0.6513330179738616,8.205737441214523e-17,0.6513330179738616
86,0.6436107856504846,-2.3866375363370194e-17,0.6436107856504846
87,0.6358224541650074,4.48152653155995e-17,0.6358224541650074
88,0.6279688233831174,8.309669667084042e-17,0.6279688233831174
89,0.6200506998767775,2.6054864272568635e-17,0.6200506998767775
90,0.612068896841388,3.7733268761106954e-17,0.612068896841388
91,0.6040242340122641,3.21148235117441e-17,0.6040242340122641
92,0.5959175375804618,2.3022352361546484e-17,0.5959175375804618
93,0.5877496401079159,2.5941152029976604e-17,0.5877496401079159
94,0.5795213804419408,8.324082710818552e-17,0.5795213804419408
95,0.5712336036290773,3.2605354893925427e-18,0.5712336036290773
96,0.562887160828313,5.889590294503021e-17,0.562887160828313
97,0.5544829092236597,4.030430435035122e-17,0.5544829092236597
98,0.5460217119361246,3.1208865932825926e-17,0.5460217119361246
99,0.5375044379350631,2.6086806276804992e-17,0.5375044379350631
100,0.5289319619489437,-5.202314841425807e-19,0.5289319619489437
101,0.5203051643755023,5.960121957361512e-17,0.5203051643755023
102,0.5116249311913326,5.4232611293721414e-17,0.5116249311913326
103,0.5028921538608938,-3.9592264563562555e-17,0.5028921538608938
104,0.49410772924495416,1.0821813929189904e-16,0.49410772924495416
105,0.4852725595084859,6.06630108563127e-18,0.4852725595084859
106,0.47638755202801225,1.725630650898723e-17,0.47638755202801225
107,0.4674536192984169,-3.788451126902187e-17,0.4674536192984169
108,0.4584716788392358,1.1478259139389097e-17,0.4584716788392358
109,0.44944265310041864,7.222687787498662e-17,0.44944265310041864
110,0.44036746936760024,-1.4365527879287692e-17,0.44036746936760024
111,0.4312470596668661,2.2680899959153137e-17,0.4312470596668661
112,0.42208236066903143,1.0756917435227613e-17,0.42208236066903143
113,0.41287431359344595,1.5586411060774959e-18,0.41287431359344595
114,0.403623864111327,-1.7571988495823735e-17,0.403623864111327
115,0.39433196224864375,-5.928823151019035e-17,0.39433196224864375
116,0.3849995622885453,-3.0616684598819836e-17,0.3849995622885453
117,0.3756276226733581,-1.0892811579383812e-17,0.3756276226733581
118,0.3662171059061478,1.0380599934767917e-16,0.3662171059061478
119,0.3567689784518777,2.906097990399909e-17,0.3567689784518777
120,0.3472842106381451,1.0402927050419523e-16,0.3472842106381451
121,0.33776377655553474,-7.128057101634626e-17,0.33776377655553474
122,0.32820865395757187,1.3032490375902664e-17,0.32820865395757187
123,0.3186198241603126,-1.7916930534179216e-17,0.3186198241603126
124,0.30899827194156043,2.959246182314095e-17,0.30899827194156043
125,0.2993449854397255,-3.5501970710423406e-17,0.2993449854397255
126,0.2896609560523482,-4.7103345715335863e-17,0.2896609560523482
127,0.2799471783342804,4.266360738071403e-18,0.2799471783342804
128,0.2702046498955381,-1.7197729145790788e-17,0.2702046498955381
129,0.2604343712988552,2.8493620567462307e-17,0.2604343712988552
130,0.25063734595692005,-2.6449863171171385e-17,0.25063734595692005
131,0.24081458002932526,-4.351359050034236e-18,0.24081458002932526
132,0.2309670823192367,-2.959261181698122e-17,0.2309670823192367
133,0.22109586416978555,-5.453045743722712e-17,0.22109586416978555
134,0.21120193936020396,-1.610794145891452e-17,0.21120193936020396
135,0.20128632400171032,5.0667775439288775e-17,0.20128632400171032
136,0.19135003643315537,-8.432605042371448e-17,0.19135003643315537
137,0.1813940971164345,1.5354750008756086e-17,0.1813940971164345
138,0.17141952853168807,1.806545406451469e-17,0.17141952853168807
139,0.16142735507229436,-5.276278384367023e-17,0.16142735507229436
140,0.1514186029396577,-1.745771543227179e-18,0.1514186029396577
141,0.14139430003782277,-1.1334349364445386e-17,0.14139430003782277
142,0.13135547586790686,1.4749669488975095e-17,0.13135547586790686
143,0.12130316142236827,1.776848392770316e-17,0.12130316142236827
144,0.11123838907912266,3.1353835289677305e-17,0.11123838907912266
145,0.10116219249552062,5.884384330160808e-17,0.10116219249552062
146,0.09107560650218591,8.684894479406236e-18,0.09107560650218591
147,0.08097966699674128,-4.4752284286651377e-17,0.08097966699674128
148,0.07087541083741969,2.5545157888292018e-17,0.07087541083741969
149,0.06076387573657887,8.198643825945624e-17,0.06076387573657887
150,0.05064610015412682,-2.096049040982504e-18,0.05064610015412682
151,0.04052312319087356,-6.930353636349019e-18,0.04052312319087356
152,0.03039598448181351,4.3954945676128314e-17,0.03039598448181351
153,0.020265724089353336,-2.9675909469600026e-17,0.020265724089353336
154,0.010133382396499677,5.879953762496058e-17,0.010133382396499677
155,8.529238143574803e-15,1.0019134929770663e-17,8.529244028217043e-15
156,-0.010133382396483119,2.273353887605315e-17,0.010133382396483119
157,-0.020265724089336336,3.3401877218456935e-17,0.020265724089336336
158,-0.030395984481796662,9.449513304039238e-17,0.030395984481796662
159,-0.040523123190856714,-2.0974773598516033e-18,0.040523123190856714
160,-0.050646100154109974,-5.338182682441594e-18,0.050646100154109974
161,-0.06076387573656192,2.1857302152650932e-18,0.06076387573656192
162,-0.07087541083740291,-3.3347931007221374e-17,0.07087541083740291
163,-0.08097966699672397,2.7487320078784675e-17,0.08097966699672397
164,-0.0910756065021689,1.842096848273719e-17,0.0910756065021689
165,-0.10116219249550351,3.6739859022427395e-17,0.10116219249550351
166,-0.11123838907910581,-2.7945877711706484e-17,0.11123838907910581
167,-0.1213031614223513,7.596328902391753e-18,0.1213031614223513
168,-0.13135547586788987,-4.1939948469060187e-17,0.13135547586788987
169,-0.1413943000378057,9.831738064443624e-17,0.1413943000378057
170,-0.1514186029396409,1.66130587550969e-17,0.1514186029396409
171,-0.1614273550722779,6.597172183323146e-17,0.1614273550722779
172,-0.17141952853167197,-5.5146358900237514e-17,0.17141952853167197
173,-0.18139409711641838,-5.4630790728489657e-17,0.18139409711641838
174,-0.19135003643313916,4.833954604161517e-18,0.19135003643313916
175,-0.2012863240016942,2.0523744937550642e-17,0.2012863240016942
176,-0.21120193936018788,-7.847061155434868e-17,0.21120193936018788
177,-0.22109586416976984,-2.4103826766868045e-18,0.22109586416976984
178,-0.2309670823192209,1.2066366141964434e-17,0.2309670823192209
179,-0.24081458002930922,1.4413169608818516e-17,0.24081458002930922
180,-0.2506373459569043,2.9935405898335306e-17,0.2506373459569043
181,-0.260434371298839,7.692764944044273e-18,0.260434371298839
182,-0.2702046498955224,1.352928190018419e-16,0.2702046498955224
183,-0.27994717833426475,-1.510065960428174e-18,0.27994717833426475
184,-0.28966095605233266,4.991801971540167e-17,0.28966095605233266
185,-0.29934498543971017,2.192723073106926e-18,0.29934498543971017
186,-0.3089982719415447,-1.1883493643192411e-17,0.3089982719415447
187,-0.3186198241602972,-6.728281341626709e-17,0.3186198241602972
188,-0.3282086539575565,-3.750316915260764e-18,0.3282086539575565
189,-0.3377637765555196,-2.9586139509531454e-17,0.3377637765555196
190,-0.34728421063812964,-2.2934961941673384e-17,0.34728421063812964
191,-0.3567689784518618,2.947525623796724e-17,0.3567689784518618
192,-0.3662171059061321,-7.292757730000091e-17,0.3662171059061321
193,-0.3756276226733423,-4.036803987634443e-17,0.3756276226733423
194,-0.38499956228852944,-1.3929128306119954e-17,0.38499956228852944
195,-0.3943319622486277,6.121018482522607e-17,0.3943319622486277
196,-0.403623864111311,-1.8375283768086804e-17,0.403623864111311
197,-0.41287431359343,4.2791766256383324e-17,0.41287431359343
198,-0.422082360669016,1.695114879255252e-19,0.422082360669016
199,-0.43124705966685045,5.864052328485739e-18,0.43124705966685045
200,-0.4403674693675847,-8.383771086766657e-18,0.4403674693675847
201,-0.4494426531004033,7.251881743632388e-17,0.4494426531004033
202,-0.4584716788392205,3.806103257152955e-18,0.4584716788392205
203,-0.46745361929840173,-1.7564164180233655e-17,0.46745361929840173
204,-0.47638755202799704,-5.1711545602488415e-18,0.47638755202799704
205,-0.48527255950847076,2.3227841077653485e-17,0.48527255950847076
206,-0.4941077292449389,4.346936114066665e-17,0.4941077292449389
207,-0.5028921538608789,5.739711231430717e-17,0.5028921538608789
208,-0.5116249311913179,-4.7229514022169893e-17,0.5116249311913179
209,-0.5203051643754882,-1.0698358017244753e-17,0.5203051643754882
210,-0.5289319619489293,1.673701244365886e-17,0.5289319619489293
211,-0.5375044379350492,7.370061753967181e-17,0.5375044379350492
212,-0.5460217119361108,-3.122690713818991e-17,0.5460217119361108
213,-0.5544829092236463,1.0342921077965465e-16,0.5544829092236463
214,-0.5628871608282995,-1.1077922704042043e-17,0.5628871608282995
215,-0.5712336036290635,-1.829220913693239e-17,0.5712336036290635
216,-0.5795213804419276,-8.026685030183392e-17,0.5795213804419276
217,-0.5877496401079026,2.293184100198125e-17,0.5877496401079026
218,-0.5959175375804491,2.016289683397213e-17,0.5959175375804491
219,-0.6040242340122518,9.375525814498659e-18,0.6040242340122518
220,-0.6120688968413757,5.256320008524731e-17,0.6120688968413757
221,-0.6200506998767652,-4.4700192216726215e-18,0.6200506998767652
222,-0.6279688233831056,-2.584012622598884e-17,0.6279688233831056
223,-0.6358224541649952,8.663438034900156e-17,0.6358224541649952
224,-0.643610785650473,-9.477645936278052e-18,0.643610785650473
225,-0.6513330179738498,-7.524069436246293e-17,0.6513330179738498
226,-0.6589883580578524,4.58715851036318e-17,0.6589883580578524
227,-0.666576019695078,-1.563216550994233e-17,0.666576019695078
228,-0.6740952236287324,-1.9192485346125064e-16,0.6740952236287324
229,-0.6815451976326642,-2.5570071472588165e-17,0.6815451976326642
230,-0.6889251765906735,1.0685545741145583e-16,0.6889251765906735
231,-0.6962344025750871,-3.187957362956697e-17,0.6962344025750871
232,-0.7034721249245967,3.7027638009229925e-18,0.7034721249245967
233,-0.7106376003213583,-1.1765280909852214e-16,0.7106376003213583
234,-0.7177300928673263,3.116836060235888e-17,0.7177300928673263
235,-0.7247488741598272,-6.95355035556805e-17,0.7247488741598272
236,-0.7316932233663783,-8.990910716405188e-17,0.7316932233663783
237,-0.7385624272987072,1.409890100663317e-16,0.7385624272987072
238,-0.7453557804860006,3.5143268332543184e-17,0.7453557804860006
239,-0.7520725852473564,-7.459848492282525e-17,0.7520725852473564
240,-0.7587121517634371,-4.6064134472222205e-17,0.7587121517634371
241,-0.7652737981473089,-1.3395716394384787e-17,0.7652737981473089
242,-0.7717568505144807,-1.1791410814314208e-16,0.7717568505144807
243,-0.7781606430521063,-3.802654230315314e-17,0.7781606430521063
244,-0.784484518087363,1.6186140898233828e-17,0.784484518087363
245,-0.7907278261549998,-1.0296408607362901e-17,0.7907278261549998
246,-0.7968899260640333,-4.456816136305019e-17,0.7968899260640333
247,-0.8029701849636034,2.5134580922896027e-17,0.8029701849636034
248,-0.808967978407959,1.7569996781554045e-18,0.808967978407959
249,-0.8148826904205985,5.89780351583342e-17,0.8148826904205985
250,-0.8207137135575259,-1.1324162876435288e-17,0.8207137135575259
251,-0.8264604489696313,-2.87316727199627e-17,0.8264604489696313
252,-0.8321223064642057,-1.1245817037352938e-16,0.8321223064642057
253,-0.8376987045655425,4.0644200850018507e-17,0.8376987045655425
254,-0.843189070574658,-1.822101435871804e-17,0.843189070574658
255,-0.8485928406281105,-6.428106171855261e-17,0.8485928406281105
256,-0.8539094597559067,-2.3677612284232875e-17,0.8539094597559067
257,-0.859138381938502,-1.6385979318866704e-17,0.859138381938502
258,-0.8642790701628696,6.499958602027274e-17,0.8642790701628696
259,-0.8693309964776582,7.991421694791411e-17,0.8693309964776582
260,-0.8742936420474112,1.0155510632487308e-16,0.8742936420474112
261,-0.8791664972058486,-8.378069938331689e-17,0.8791664972058486
262,-0.8839490615082152,-1.3451106154364512e-17,0.8839490615082152
263,-0.8886408437826697,3.554071322016329e-18,0.8886408437826697
264,-0.8932413621807387,-2.1001508313164072e-17,0.8932413621807387
265,-0.8977501442267879,7.35084359809345e-17,0.8977501442267879
266,-0.9021667268665632,4.906345509313907e-17,0.9021667268665632
267,-0.9064906565147268,-3.179562773620113e-17,0.9064906565147268
268,-0.9107214891014624,9.69829378709988e-18,0.9107214891014624
269,-0.9148587901180616,4.4975931610257595e-17,0.9148587901180616
270,-0.9189021346615633,-8.957749369374406e-18,0.9189021346615633
271,-0.9228511074783783,7.68295000398126e-17,0.9228511074783783
272,-0.9267053030069508,-4.771559991886276e-17,0.9267053030069508
273,-0.9304643254193933,7.842770579842271e-17,0.9304643254193933
274,-0.9341277886621544,-6.181785184697928e-18,0.9341277886621544
275,-0.9376953164956524,8.980443372381776e-17,0.9376953164956524
276,-0.9411665425329266,-9.985831745245374e-17,0.9411665425329266
277,-0.9445411102772601,4.7556240874023594e-17,0.9445411102772601
278,-0.9478186731587914,-2.0446075285367535e-17,0.9478186731587914
279,-0.95099889457011,5.1039932553169095e-17,0.95099889457011
280,-0.9540814479008229,6.425271528950261e-17,0.9540814479008229
281,-0.9570660165711038,1.4612713063965444e-17,0.9570660165711038
282,-0.9599522940641967,-1.0993043858459825e-16,0.9599522940641967
283,-0.962739983957907,7.400487158968414e-17,0.962739983957907
284,-0.9654287999550304,3.6250234630896843e-17,0.9654287999550304
285,-0.9680184659127697,2.4594802981541137e-17,0.9680184659127697
286,-0.9705087158710836,-3.7480555288069735e-17,0.9705087158710836
287,-0.9728992940800084,2.437177803990588e-17,0.9728992940800084
288,-0.9751899550259201,5.538960151899067e-17,0.9751899550259201
289,-0.9773804634567484,-1.464196698873284e-16,0.9773804634567484
290,-0.9794705944061408,5.5428200457729396e-17,0.9794705944061408
291,-0.9814601332165626,9.596827854124588e-17,0.9814601332165626
292,-0.9833488755613408,-7.556443016887993e-17,0.9833488755613408
293,-0.9851366274656596,-2.6873935221195898e-17,0.9851366274656596
294,-0.9868232053264671,7.133227037522616e-18,0.9868232053264671
295,-0.9884084359313419,-1.3278636590491102e-16,0.9884084359313419
296,-0.9898921564762769,1.580353720799562e-17,0.9898921564762769
297,-0.9912742145824005,6.866186433991509e-17,0.9912742145824005
298,-0.9925544683116286,-4.328660763276814e-17,0.9925544683116286
299,-0.9937327861812378,-9.892500123072362e-17,0.9937327861812378
300,-0.9948090471773654,5.2677740775697085e-17,0.9948090471773654
301,-0.9957831407674564,-3.597198181182029e-17,0.9957831407674564
302,-0.9966549669115887,3.745147229664011e-17,0.9966549669115887
303,-0.9974244360727629,-2.926079366263348e-17,0.9974244360727629
304,-0.9980914692260976,4.629244785259658e-17,0.9980914692260976
305,-0.998655997866943,4.052566081050352e-18,0.998655997866943
306,-0.9991179640179138,-3.601550087544835e-17,0.9991179640179138
307,-0.9994773202348438,5.386847334724698e-18,0.9994773202348438
308,-0.9997340296116648,-1.669947573247046e-17,0.9997340296116648
309,-0.9998880657841898,1.2144037100317892e-16,0.9998880657841898
310,-0.9999394129328255,-2.4058910114659745e-17,0.9999394129328255
311,-0.99988806578419,3.0431092730298344e-18,0.99988806578419
312,-0.9997340296116654,-3.166508147897617e-17,0.9997340296116654
313,-0.9994773202348448,2.9957525453629077e-17,0.9994773202348448
314,-0.9991179640179148,-1.4573225288557326e-17,0.9991179640179148
315,-0.998655997866945,5.852288037624408e-17,0.998655997866945
316,-0.9980914692261001,-4.5168005734845304e-17,0.9980914692261001
317,-0.9974244360727657,5.668532641243258e-17,0.9974244360727657
318,-0.9966549669115915,1.2331984968679067e-16,0.9966549669115915
319,-0.9957831407674598,2.873459235392838e-17,0.9957831407674598
320,-0.9948090471773686,-1.338879718427904e-16,0.9948090471773686
321,-0.9937327861812421,-4.2497555552473167e-17,0.9937327861812421
322,-0.9925544683116326,-7.878599266394176e-17,0.9925544683116326
323,-0.9912742145824057,-1.7797472255322548e-16,0.9912742145824057
324,-0.9898921564762821,1.959171130478261e-17,0.9898921564762821
325,-0.9884084359313478,-2.0692853935890463e-16,0.9884084359313478
326,-0.9868232053264732,2.1447481646956665e-17,0.9868232053264732
327,-0.9851366274656661,-1.884186686480987e-17,0.9851366274656661
328,-0.9833488755613475,5.197222298983221e-17,0.9833488755613475
329,-0.9814601332165693,-2.117949682266403e-16,0.9814601332165693
330,-0.9794705944061481,4.7231182984605866e-17,0.9794705944061481
331,-0.9773804634567564,-1.346883912515702e-16,0.9773804634567564
332,-0.9751899550259281,-6.265280346356298e-17,0.9751899550259281
333,-0.9728992940800175,7.464211211455287e-17,0.9728992940800175
334,-0.9705087158710926,1.25936114801463e-16,0.9705087158710926
335,-0.9680184659127787,4.723972506307389e-17,0.9680184659127787
336,-0.9654287999550397,-2.2183209512905116e-17,0.9654287999550397
337,-0.9627399839579172,7.827103159409129e-17,0.9627399839579172
338,-0.9599522940642069,-7.420728129285625e-17,0.9599522940642069
339,-0.9570660165711139,1.2463226030943965e-17,0.9570660165711139
340,-0.9540814479008338,7.324154901630498e-17,0.9540814479008338
341,-0.9509988945701214,4.514870318347952e-17,0.9509988945701214
342,-0.9478186731588026,-3.816881553658598e-17,0.9478186731588026
343,-0.9445411102772724,5.642543094583034e-17,0.9445411102772724
344,-0.9411665425329391,4.622676236818213e-17,0.9411665425329391
345,-0.9376953164956651,-1.3576661233603867e-16,0.9376953164956651
346,-0.9341277886621672,8.330551696530142e-17,0.9341277886621672
347,-0.9304643254194066,-2.973224036080976e-17,0.9304643254194066
348,-0.926705303006964,-3.818525025888497e-18,0.926705303006964
349,-0.9228511074783926,-1.7435707847218026e-17,0.9228511074783926
350,-0.9189021346615779,-6.775757435076049e-18,0.9189021346615779
351,-0.9148587901180759,5.716297882774483e-17,0.9148587901180759
352,-0.9107214891014775,-2.674896932670341e-17,0.9107214891014775
353,-0.9064906565147421,-8.981598737489692e-17,0.9064906565147421
354,-0.902166726866579,6.672524569443533e-17,0.902166726866579
355,-0.8977501442268037,-1.5093156429947956e-17,0.8977501442268037
356,-0.8932413621807547,7.769496910455657e-17,0.8932413621807547
357,-0.8886408437826872,6.620268588360686e-17,0.8886408437826872
358,-0.8839490615082318,-9.038100081625926e-17,0.8839490615082318
359,-0.8791664972058659,5.2292682411612065e-18,0.8791664972058659
360,-0.8742936420474288,-9.461818528414839e-17,0.8742936420474288
361,-0.8693309964776768,7.775595620391979e-17,0.8693309964776768
362,-0.864279070162888,1.3163717616890237e-17,0.864279070162888
363,-0.8591383819385207,-1.4782588057702673e-18,0.8591383819385207
364,-0.8539094597559259,-4.424041360301511e-17,0.8539094597559259
365,-0.8485928406281307,-1.4890453789941012e-17,0.8485928406281307
366,-0.8431890705746781,-8.487605832161742e-17,0.8431890705746781
367,-0.8376987045655628,-4.709491593909102e-17,0.8376987045655628
368,-0.8321223064642275,1.0264095882667044e-17,0.8321223064642275
369,-0.8264604489696534,1.1019162767106238e-17,0.8264604489696534
370,-0.8207137135575473,-1.5309241482656498e-17,0.8207137135575473
371,-0.8148826904206206,-4.4024632310742324e-17,0.8148826904206206
372,-0.8089679784079812,-7.106436414071586e-17,0.8089679784079812
373,-0.8029701849636257,3.123085143815727e-17,0.8029701849636257
374,-0.7968899260640564,-5.9912358787945e-17,0.7968899260640564
375,-0.7907278261550239,4.8397988122701814e-17,0.7907278261550239
376,-0.784484518087387,-4.586374543646907e-18,0.784484518087387
377,-0.778160643052131,-1.02529729834619e-16,0.778160643052131
378,-0.771756850514506,-4.309275999863598e-17,0.771756850514506
379,-0.7652737981473346,2.589450614662698e-18,0.7652737981473346
380,-0.7587121517634626,1.9793014938835278e-17,0.7587121517634626
381,-0.7520725852473826,-3.0254160773473355e-17,0.7520725852473826
382,-0.7453557804860265,-6.856260336700164e-17,0.7453557804860265
383,-0.7385624272987347,6.612003164692853e-17,0.7385624272987347
384,-0.7316932233664063,-5.980561086480377e-17,0.7316932233664063
385,-0.7247488741598554,-3.6950683428174285e-17,0.7247488741598554
386,-0.7177300928673547,-4.09174065661006e-17,0.7177300928673547
387,-0.710637600321387,-1.2722286889761504e-17,0.710637600321387
388,-0.7034721249246263,-3.147583475445075e-17,0.7034721249246263
389,-0.6962344025751166,-1.0509664365357684e-17,0.6962344025751166
390,-0.6889251765907038,-5.349676580886554e-17,0.6889251765907038
391,-0.6815451976326945,-2.126636319414578e-17,0.6815451976326945
392,-0.6740952236287625,-9.54392148800382e-17,0.6740952236287625
393,-0.6665760196951085,5.224331120144949e-18,0.6665760196951085
394,-0.6589883580578833,-3.850421963741901e-17,0.6589883580578833
395,-0.6513330179738815,-5.801103876499624e-17,0.6513330179738815
396,-0.643610785650505,6.003892391640152e-18,0.643610785650505
397,-0.6358224541650275,3.70657631533935e-17,0.6358224541650275
398,-0.6279688233831384,-2.61279332573766e-18,0.6279688233831384
399,-0.6200506998767985,1.3125887183342974e-17,0.6200506998767985
400,-0.6120688968414092,-6.004079704450009e-17,0.6120688968414092
401,-0.6040242340122851,1.9921225953448062e-17,0.6040242340122851
402,-0.595917537580483,-3.121548764127159e-17,0.595917537580483
403,-0.5877496401079374,-5.393414473799022e-17,0.5877496401079374
404,-0.5795213804419619,-1.066368203767498e-17,0.5795213804419619
405,-0.5712336036290995,-7.664881291354438e-17,0.5712336036290995
406,-0.5628871608283349,-3.721114792528948e-17,0.5628871608283349
407,-0.5544829092236825,2.5368564578551594e-17,0.5544829092236825
408,-0.5460217119361473,-1.8203380157497787e-17,0.5460217119361473
409,-0.5375044379350865,-2.452075576847087e-17,0.5375044379350865
410,-0.5289319619489672,8.052216546452694e-17,0.5289319619489672
411,-0.5203051643755265,4.13904105978601e-17,0.5203051643755265
412,-0.511624931191357,1.067751858405696e-19,0.511624931191357
413,-0.5028921538609181,6.477996059370581e-17,0.5028921538609181
414,-0.4941077292449788,-5.624515591681752e-17,0.4941077292449788
415,-0.4852725595085106,-1.2370619191419001e-17,0.4852725595085106
416,-0.4763875520280372,-6.040408517424982e-17,0.4763875520280372
417,-0.4674536192984422,3.5787079870439325e-19,0.4674536192984422
418,-0.45847167883926115,4.325659652623147e-18,0.45847167883926115
419,-0.4494426531004439,2.6217701030985587e-17,0.4494426531004439
420,-0.44036746936762583,-1.2459711737946176e-17,0.44036746936762583
421,-0.4312470596668924,-5.936896076945002e-17,0.4312470596668924
422,-0.42208236066905785,-2.9985104961586296e-17,0.42208236066905785
423,-0.41287431359347215,2.304084977288418e-17,0.41287431359347215
424,-0.4036238641113536,-4.867644962490597e-18,0.4036238641113536
425,-0.39433196224867095,8.557602580526189e-17,0.39433196224867095
426,-0.3849995622885728,3.339106659339226e-17,0.3849995622885728
427,-0.37562762267338584,2.599744712098561e-17,0.37562762267338584
428,-0.3662171059061756,-8.277370993157227e-17,0.3662171059061756
429,-0.35676897845190625,-5.873607215912321e-18,0.35676897845190625
430,-0.3472842106381741,-8.364527786910277e-18,0.3472842106381741
