label,mode,step,particle,actual_Ra,predicted_minus_partial_chi_E,partial_chi_E_read,g1_balance_error,C_memory,delta_C_memory_forward,sign_match,sweep_case,window_mode
C_decay_0_78:C_only,single_C_memory_time_gradient,12,B,-7.051202722631807e-12,-7.0512027226312856e-12,7.0512027226312856e-12,-5.218346442473202e-25,1.2762212100131595e-06,1.1563972465115308e-08,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,13,A,5.499937703461008e-12,5.499937703463937e-12,-5.499937703463937e-12,-2.929059473747342e-24,1.2877851824782748e-06,9.019897833680857e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,13,B,-5.499937703464833e-12,-5.499937703463937e-12,5.499937703463937e-12,-8.966508593104109e-25,1.2877851824782748e-06,9.019897833680857e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,14,A,4.289950985574303e-12,4.289950985570986e-12,-4.289950985570986e-12,3.316800385881574e-24,1.2968050803119557e-06,7.035519616336417e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,14,B,-4.289950985571873e-12,-4.289950985570986e-12,4.289950985570986e-12,-8.86957336507055e-25,1.2968050803119557e-06,7.035519616336417e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,15,A,3.3461613433151035e-12,3.3461613433185495e-12,-3.3461613433185495e-12,-3.4460473565929844e-24,1.3038405999282921e-06,5.487704603042421e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,15,B,-3.3461613433161374e-12,-3.3461613433185495e-12,3.3461613433185495e-12,2.4120715909017e-24,1.3038405999282921e-06,5.487704603042421e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,16,A,2.6100054205739604e-12,2.610005420571305e-12,-2.610005420571305e-12,2.655217454552541e-24,1.3093283045313345e-06,4.280408889736941e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,16,B,-2.6100054205736502e-12,-2.610005420571305e-12,2.610005420571305e-12,-2.3450247248451556e-24,1.3093283045313345e-06,4.280408889736941e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,17,A,2.0358037994279412e-12,2.0358037994316615e-12,-2.0358037994316615e-12,-3.720293272571259e-24,1.3136087134210715e-06,3.338718231067925e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,17,B,-2.0358037994295956e-12,-2.0358037994316615e-12,2.0358037994316615e-12,2.0659320474652034e-24,1.3136087134210715e-06,3.338718231067925e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,18,A,1.587926533856263e-12,1.587926533853269e-12,-1.587926533853269e-12,2.9940868558865206e-24,1.3169474316521394e-06,2.6041995155193612e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,18,B,-1.587926533854712e-12,-1.587926533853269e-12,1.587926533853269e-12,-1.4431232073495937e-24,1.3169474316521394e-06,2.6041995155193612e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,19,A,1.2385822658492921e-12,1.2385822658524637e-12,-1.2385822658524637e-12,-3.1715994922229735e-24,1.3195516311676588e-06,2.0312749159980404e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,19,B,-1.2385822658528076e-12,-1.2385822658524637e-12,1.2385822658524637e-12,-3.4391811112739407e-25,1.3195516311676588e-06,2.0312749159980404e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,20,A,9.660937361519041e-13,9.660937361491845e-13,-9.660937361491845e-13,2.7196389915165097e-24,1.3215829060836568e-06,1.5843937272846626e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,20,B,-9.660937361476648e-13,-9.660937361491845e-13,9.660937361491845e-13,1.5196616478177571e-24,1.3215829060836568e-06,1.5843937272846626e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,21,A,7.535526824651633e-13,7.535526824633556e-13,-7.535526824633556e-13,1.807741028629987e-24,1.3231672998109415e-06,1.2358263992399033e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,21,B,-7.53552682462475e-13,-7.535526824633556e-13,7.535526824633556e-13,8.805959621673528e-25,1.3231672998109415e-06,1.2358263992399033e-09,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,22,A,5.877706601836907e-13,5.877706601855468e-13,-5.877706601855468e-13,-1.8561076684508978e-24,1.3244031262101814e-06,9.639438827042968e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,22,B,-5.87770660187413e-13,-5.877706601855468e-13,5.877706601855468e-13,-1.8662050880377267e-24,1.3244031262101814e-06,9.639438827042968e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,23,A,4.584606824897473e-13,4.584606824942503e-13,-4.584606824942503e-13,-4.503045238942239e-24,1.3253670700928857e-06,7.518755192905706e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,23,B,-4.584606824928492e-13,-4.584606824942503e-13,4.584606824942503e-13,1.4011179418683853e-24,1.3253670700928857e-06,7.518755192905706e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,24,A,3.57598899652758e-13,3.575988996494977e-13,-3.575988996494977e-13,3.260305323293266e-24,1.3261189456121762e-06,5.864621954251762e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,24,B,-3.575988996529648e-13,-3.575988996494977e-13,3.575988996494977e-13,-3.467100476431523e-24,1.3261189456121762e-06,5.864621954251762e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,25,A,2.7892670884264033e-13,2.789267088393316e-13,-2.789267088393316e-13,3.308722450212111e-24,1.3267054078076014e-06,4.5743980249650384e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,25,B,-2.789267088348855e-13,-2.789267088393316e-13,2.789267088393316e-13,4.446095792472524e-24,1.3267054078076014e-06,4.5743980249650384e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,26,A,2.1756239985993698e-13,2.1756239985822613e-13,-2.1756239985822613e-13,1.7108562876943633e-24,1.327162847610098e-06,3.5680233576749085e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,26,B,-2.1756239986055737e-13,-2.1756239985822613e-13,2.1756239985822613e-13,-2.331241747109134e-24,1.327162847610098e-06,3.5680233576749085e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,27,A,1.6969823873676282e-13,1.6969823873631088e-13,-1.6969823873631088e-13,4.519352571574968e-25,1.3275196499458654e-06,2.7830511152754986e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,27,B,-1.6969823873510845e-13,-1.6969823873631088e-13,1.6969823873631088e-13,1.2024259679485586e-24,1.3275196499458654e-06,2.7830511152754986e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,28,A,1.3236419296513106e-13,1.3236419297060255e-13,-1.3236419297060255e-13,-5.471488751515004e-24,1.327797955057393e-06,2.170772764717882e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,28,B,-1.3236419297092132e-13,-1.3236419297060255e-13,1.3236419297060255e-13,-3.1877553635619e-25,1.327797955057393e-06,2.170772764717882e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,29,A,1.0324363719834116e-13,1.0324363720273126e-13,-1.0324363720273126e-13,-4.390105600863557e-24,1.3280150323338647e-06,1.6931956501247928e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,29,B,-1.0324363720247706e-13,-1.0324363720273126e-13,1.0324363720273126e-13,2.5420253809841884e-25,1.3280150323338647e-06,1.6931956501247928e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,30,A,8.05296036534597e-14,8.052960364818188e-14,-8.052960364818188e-14,5.2778202438396245e-24,1.3281843518988772e-06,1.3206854998301828e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,30,B,-8.052960365087476e-14,-8.052960364818188e-14,8.052960364818188e-14,-2.692880829611413e-24,1.3281843518988772e-06,1.3206854998301828e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,31,A,6.2812657431873e-14,6.281265743261545e-14,-6.281265743261545e-14,-7.424506404450492e-25,1.3283164204488602e-06,1.0301275818948934e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,31,B,-6.281265743249339e-14,-6.281265743261545e-14,6.281265743261545e-14,1.2206518103027848e-25,1.3283164204488602e-06,1.0301275818948934e-10,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,32,A,4.8993439351705336e-14,4.899343935080149e-14,-4.899343935080149e-14,9.038452707660265e-25,1.3284194332070497e-06,8.034924053531444e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,32,B,-4.899343934994758e-14,-4.899343935080149e-14,4.899343935080149e-14,8.539135309091573e-25,1.3284194332070497e-06,8.034924053531444e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,33,A,3.8214449213043306e-14,3.821444922117792e-14,-3.821444922117792e-14,-8.13461374778148e-24,1.328499782447585e-06,6.267169672273179e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,33,B,-3.8214449219453956e-14,-3.821444922117792e-14,3.821444922117792e-14,1.7239640004955157e-24,1.328499782447585e-06,6.267169672273179e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,34,A,2.9806836912033763e-14,2.9806836899153956e-14,-2.9806836899153956e-14,1.2879807730190361e-23,1.3285624541443078e-06,4.888321251461249e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,34,B,-2.980683689631733e-14,-2.9806836899153956e-14,2.9806836899153956e-14,2.836623908317165e-24,1.3285624541443078e-06,4.888321251461249e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,35,A,2.32488992657626e-14,2.3248899272315483e-14,-2.3248899272315483e-14,-6.552884523940934e-24,1.3286113373568224e-06,3.812819480659739e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,35,B,-2.3248899281272235e-14,-2.3248899272315483e-14,2.3248899272315483e-14,-8.956751961428335e-24,1.3286113373568224e-06,3.812819480659739e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,36,A,1.8133707915170678e-14,1.813370791094197e-14,-1.813370791094197e-14,4.228707815098959e-24,1.328649465551629e-06,2.973928097394483e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,36,B,-1.8133707906692076e-14,-1.813370791094197e-14,1.813370791094197e-14,4.2498934635695746e-24,1.328649465551629e-06,2.973928097394483e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,37,A,1.414385863762148e-14,1.414385863907409e-14,-1.414385863907409e-14,-1.4526100485957816e-24,1.328679204832603e-06,2.3195928168081507e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,37,B,-1.4143858646100081e-14,-1.414385863907409e-14,1.414385863907409e-14,-7.025991230072752e-24,1.328679204832603e-06,2.3195928168081507e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,38,A,1.103177620298599e-14,1.1031776199564287e-14,-1.1031776199564287e-14,3.421703109057864e-24,1.328702400760771e-06,1.809211296728543e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,38,B,-1.1031776197402521e-14,-1.1031776199564287e-14,1.1031776199564287e-14,2.1617660256750728e-24,1.328702400760771e-06,1.809211296728543e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,39,A,8.604351885970858e-15,8.604351891248674e-15,-8.604351891248674e-15,-5.277815510674193e-24,1.3287204928737383e-06,1.4111137101647825e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,39,B,-8.604351891347532e-15,-8.604351891248674e-15,8.604351891248674e-15,-9.885847092048676e-26,1.3287204928737383e-06,1.4111137101647825e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,40,A,6.71096092114751e-15,6.710960925553759e-15,-6.710960925553759e-15,-4.406249639288905e-24,1.32873460401084e-06,1.1005975917908166e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,40,B,-6.710960920527124e-15,-6.710960925553759e-15,6.710960925553759e-15,5.026635098703676e-24,1.32873460401084e-06,1.1005975917908166e-11,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,41,A,5.2341159807613966e-15,5.234115969011397e-15,-5.234115969011397e-15,1.1749999564011017e-23,1.3287456099867579e-06,8.583950189178691e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,41,B,-5.234115979107035e-15,-5.234115969011397e-15,5.234115969011397e-15,-1.0095638338904962e-23,1.3287456099867579e-06,8.583950189178691e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,42,A,4.082176887886431e-15,4.082176900088354e-15,-4.082176900088354e-15,-1.2201922988254936e-23,1.328754193936947e-06,6.6947701161449005e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,42,B,-4.082176880648601e-15,-4.082176900088354e-15,4.082176900088354e-15,1.9439753348093928e-23,1.328754193936947e-06,6.6947701161449005e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,43,A,3.183664428001787e-15,3.1836644238053586e-15,-3.1836644238053586e-15,4.1964284157182205e-24,1.3287608887070632e-06,5.221209655040788e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,43,B,-3.183664435860003e-15,-3.1836644238053586e-15,3.1836644238053586e-15,-1.2054644234971983e-23,1.3287608887070632e-06,5.221209655040788e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,44,A,2.4828246955274793e-15,2.4828246913956112e-15,-2.4828246913956112e-15,4.131868039234933e-24,1.3287661099167182e-06,4.0718324938888024e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,44,B,-2.4828246758819397e-15,-2.4828246913956112e-15,2.4828246913956112e-15,1.5513671508899474e-23,1.3287661099167182e-06,4.0718324938888024e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,45,A,1.936169695462492e-15,1.936169697786668e-15,-1.936169697786668e-15,-2.3241759199810695e-24,1.328770181749212e-06,3.175318304370135e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,45,B,-1.9361697070430205e-15,-1.936169697786668e-15,1.936169697786668e-15,-9.256352655761318e-24,1.328770181749212e-06,3.175318304370135e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,46,A,1.5097788089113894e-15,1.5097788026167467e-15,-1.5097788026167467e-15,6.294642623577331e-24,1.3287733570675165e-06,2.4760372362914645e-12,True,C_decay_0_78,C_only
C_decay_0_78:C_only,single_C_memory_time_gradient,46,B,-1.5097788014667639e-15,-1.5097788026167467e-15,1.5097788026167467e-15,1.1499828893999183e-24,1.3287733570675165e-06,2.4760372362914645e-12,True,C_decay_0_78,C_only
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,1,A,1.0787470814824665e-10,1.0844882617205391e-10,-1.0844882617205391e-10,-5.741180238072565e-13,5.203524423262088e-07,1.778560749221684e-07,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,1,B,-1.0787470814840547e-10,-1.0844882617205391e-10,1.0844882617205391e-10,5.741180236484378e-13,5.203524423262088e-07,1.778560749221684e-07,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,2,A,8.351822285144467e-11,8.459063529114604e-11,-8.459063529114604e-11,-1.0724124397013728e-12,6.982085172483772e-07,1.387286418774795e-07,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,2,B,-8.351822285091527e-11,-8.459063529114604e-11,8.459063529114604e-11,1.0724124402307684e-12,6.982085172483772e-07,1.387286418774795e-07,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,3,A,6.431099564946308e-11,6.598139460823114e-11,-6.598139460823114e-11,-1.6703989587680677e-12,8.369371591258567e-07,1.0820948715749909e-07,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,3,B,-6.431099565230858e-11,-6.598139460823114e-11,6.598139460823114e-11,1.6703989559225664e-12,8.369371591258567e-07,1.0820948715749909e-07,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,4,A,4.912315209175252e-11,5.1466320265011413e-11,-5.1466320265011413e-11,-2.343168173258894e-12,9.451466462833558e-07,8.440476523461872e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,4,B,-4.9123152090779755e-11,-5.1466320265011413e-11,5.1466320265011413e-11,2.3431681742316584e-12,9.451466462833558e-07,8.440476523461872e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,5,A,3.7074889122033625e-11,4.014468233237844e-11,-4.014468233237844e-11,-3.0697932103448167e-12,1.0295514115179745e-06,6.583727902510065e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,5,B,-3.7074889119571936e-11,-4.014468233237844e-11,4.014468233237844e-11,3.069793212806506e-12,1.0295514115179745e-06,6.583727902510065e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,6,A,2.748112990060418e-11,3.1313912798218346e-11,-3.1313912798218346e-11,-3.832782897614167e-12,1.0953886905430752e-06,5.135481698907809e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,6,B,-2.7481129899757146e-11,-3.1313912798218346e-11,3.1313912798218346e-11,3.8327828984612e-12,1.0953886905430752e-06,5.135481698907809e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,7,A,1.980840549570327e-11,2.442600981261932e-11,-2.442600981261932e-11,-4.61760431691605e-12,1.1467435075321532e-06,4.0058656092695684e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,7,B,-1.980840550269129e-11,-2.442600981261932e-11,2.442600981261932e-11,4.617604309928028e-12,1.1467435075321532e-06,4.0058656092695684e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,8,A,1.3641266627162406e-11,1.9053533012391578e-11,-1.9053533012391578e-11,-5.412266385229172e-12,1.186802163624849e-06,3.124779414032219e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,8,B,-1.3641266619697928e-11,-1.9053533012391578e-11,1.9053533012391578e-11,5.41226639269365e-12,1.186802163624849e-06,3.124779414032219e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,9,A,8.656122755462215e-12,1.486307988613596e-11,-1.486307988613596e-11,-6.206957130673746e-12,1.2180499577651711e-06,2.4375451013262974e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,9,B,-8.656122764038423e-12,-1.486307988613596e-11,1.486307988613596e-11,6.206957122097537e-12,1.2180499577651711e-06,2.4375451013262974e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,10,A,4.600869431632324e-12,1.1594597349755045e-11,-1.1594597349755045e-11,-6.993727918122721e-12,1.242425408778434e-06,1.9015139653598273e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,10,B,-4.600869421891445e-12,-1.1594597349755045e-11,1.1594597349755045e-11,6.9937279278636e-12,1.242425408778434e-06,1.9015139653598273e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,11,A,1.2790256711142948e-12,9.045244785039235e-12,-9.045244785039235e-12,-7.76621911392494e-12,1.2614405484320324e-06,1.4834201447464345e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,11,B,-1.2790256756141574e-12,-9.045244785039235e-12,9.045244785039235e-12,7.766219109425078e-12,1.2614405484320324e-06,1.4834201447464345e-08,True,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,12,A,-1.4626146600555268e-12,7.0568072184873684e-12,-7.0568072184873684e-12,-8.519421878542895e-12,1.2762747498794967e-06,1.1573163838319284e-08,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,12,B,1.4626146644495102e-12,-7.0568072184873684e-12,7.0568072184873684e-12,8.519421882936879e-12,1.2762747498794967e-06,1.1573163838319284e-08,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,13,A,-3.743594001890597e-12,5.505877608641243e-12,-5.505877608641243e-12,-9.24947161053184e-12,1.287847913717816e-06,9.029639278171638e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,13,B,3.743593988126312e-12,-5.505877608641243e-12,5.505877608641243e-12,9.249471596767555e-12,1.287847913717816e-06,9.029639278171638e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,14,A,-5.6572703674971116e-12,4.296199037282689e-12,-4.296199037282689e-12,-9.9534694047798e-12,1.2968775529959876e-06,7.045766421143611e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,14,B,5.657270396772688e-12,-4.296199037282689e-12,4.296199037282689e-12,9.953469434055376e-12,1.2968775529959876e-06,7.045766421143611e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,15,A,-7.276635938496378e-12,3.352691624931006e-12,-3.352691624931006e-12,-1.0629327563427385e-11,1.3039233194171312e-06,5.49841426488685e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,15,B,7.276635920973384e-12,-3.352691624931006e-12,3.352691624931006e-12,1.062932754590439e-11,1.3039233194171312e-06,5.49841426488685e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,16,A,-8.658842731568812e-12,2.6167935306653707e-12,-2.6167935306653707e-12,-1.1275636262234182e-11,1.309421733682018e-06,4.291541390291208e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,16,B,8.658842716533977e-12,-2.6167935306653707e-12,2.6167935306653707e-12,1.1275636247199347e-11,1.309421733682018e-06,4.291541390291208e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,17,A,-9.848722045760765e-12,2.0428269371474586e-12,-2.0428269371474586e-12,-1.1891548982908223e-11,1.3137132750723093e-06,3.3502361769218324e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,17,B,9.848722080065599e-12,-2.0428269371474586e-12,2.0428269371474586e-12,1.1891549017213058e-11,1.3137132750723093e-06,3.3502361769218324e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,18,A,-1.0881520661813163e-11,1.5951635235858474e-12,-1.5951635235858474e-12,-1.247668418539901e-11,1.3170635112492311e-06,2.61606817868079e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,18,B,1.0881520610250032e-11,-1.5951635235858474e-12,1.5951635235858474e-12,1.247668413383588e-11,1.3170635112492311e-06,2.61606817868079e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,19,A,-1.1785026622114503e-11,1.2460135388272829e-12,-1.2460135388272829e-12,-1.3031040160941785e-11,1.319679579427912e-06,2.043462203676744e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,19,B,1.178502666817192e-11,-1.2460135388272829e-12,1.2460135388272829e-12,1.3031040206999202e-11,1.319679579427912e-06,2.043462203676744e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,20,A,-1.2581222542452138e-11,9.737012821356844e-13,-9.737012821356844e-13,-1.3554923824587822e-11,1.3217230416315887e-06,1.5968701027025224e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,20,B,1.2581222508464941e-11,-9.737012821356844e-13,9.737012821356844e-13,1.3554923790600625e-11,1.3217230416315887e-06,1.5968701027025224e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,21,A,-1.3287568040223213e-11,7.613199815880291e-13,-7.613199815880291e-13,-1.4048888021811243e-11,1.3233199117342912e-06,1.2485647698043677e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
C_decay_0_78:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,21,B,1.3287568076857388e-11,-7.613199815880291e-13,7.613199815880291e-13,1.4048888058445418e-11,1.3233199117342912e-06,1.2485647698043677e-09,False,C_decay_0_78,combined_minus_R2_R3_residual
