case_id,candidate_kind,epsilon,phi_over_pi,s0,stability_gain,pre_steps,C_mode,S_start,Q_start,C_sign_start,g_D,D_gain,baseline_outcome,baseline_phase_after,baseline_S_mean_after,D_outcome,phase_after_D,S_mean_after_D,S_amp_after_D,Q_max_error_after_D,D_selected,D_induced_selection
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.095,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9984004562230199,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.1,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9985858141329728,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.12,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9990951471674994,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.15,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9994889823201829,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.2,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.999770294039718,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.3,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9999415948549256,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.5,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9999995201905376,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,0.75,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,60,weak_C_window,-0.08587817948929255,1.0,B,1.0,1.0,gray_kept_eigen,gray_eigen,0.0031371093316403522,black_selected,natural_selection,-0.9999999999989999,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0,gray_kept_eigen,gray_eigen,0.0021558610832151937,gray_kept_eigen,gray_eigen,0.0021558610832151937,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.005,gray_kept_eigen,gray_eigen,0.0021558610832151937,unresolved,unstable_or_drifting,0.3195265777853966,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.01,gray_kept_eigen,gray_eigen,0.0021558610832151937,unresolved,unstable_or_drifting,0.04169162996973452,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.015,gray_kept_eigen,gray_eigen,0.0021558610832151937,unresolved,unstable_or_drifting,-0.82803114504688,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.02,gray_kept_eigen,gray_eigen,0.0021558610832151937,unresolved,unstable_or_drifting,-0.935057639924272,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0225,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9526415148746107,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.025,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9637737005550372,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0275,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9713467480335874,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.03,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9767601738192925,0.0,8.881784197001252e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0325,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9807752243608444,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.035,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9838402262039603,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0375,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9862351514838158,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.04,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.988142980894853,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.045,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9909562134344951,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.05,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9928960743928801,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.055,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9942892639536305,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.06,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9953226274167688,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.065,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9961094678074449,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.07,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9967217880159797,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0725,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9969780305213738,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.075,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9972071392750333,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0775,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9974127610796654,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.08,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9975979523884569,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0825,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9977652902973346,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.085,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9979169599204339,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.0875,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9980548237281082,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.09,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.998180476984586,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.095,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9984004562230201,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.1,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9985858141329728,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.12,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9990951471674994,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.15,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9994889823201827,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.2,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.999770294039718,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.3,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9999415948549256,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.5,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9999995201905376,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,0.75,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,65,weak_C_window,-0.09223984677763053,1.0,B,1.0,1.0,gray_kept_eigen,gray_eigen,0.0021558610832151937,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0,gray_kept_eigen,gray_eigen,0.0011824077849909573,gray_kept_eigen,gray_eigen,0.0011824077849909573,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.005,gray_kept_eigen,gray_eigen,0.0011824077849909573,unresolved,unstable_or_drifting,0.30128067520909135,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.01,gray_kept_eigen,gray_eigen,0.0011824077849909573,unresolved,unstable_or_drifting,0.06125864326242207,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.015,gray_kept_eigen,gray_eigen,0.0011824077849909573,unresolved,unstable_or_drifting,-0.8280309343847753,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.02,gray_kept_eigen,gray_eigen,0.0011824077849909573,unresolved,unstable_or_drifting,-0.935057639924257,0.0,4.440892098500626e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0225,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9526415148746104,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.025,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9637737005550392,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0275,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9713467480335857,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.03,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9767601738192927,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0325,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9807752243608444,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.035,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9838402262039603,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0375,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9862351514838157,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.04,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9881429808948546,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.045,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9909562134344951,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.05,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.99289607439288,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.055,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9942892639536305,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.06,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9953226274167688,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.065,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9961094678074449,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.07,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9967217880159799,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0725,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9969780305213738,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.075,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9972071392750333,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0775,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9974127610796648,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.08,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9975979523884568,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0825,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9977652902973346,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.085,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9979169599204338,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.0875,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9980548237281082,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.09,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9981804769845866,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.095,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9984004562230199,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.1,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9985858141329728,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.12,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9990951471674994,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.15,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9994889823201829,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.2,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9997702940397181,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.3,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9999415948549257,0.0,6.661338147750939e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.5,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9999995201905376,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,0.75,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,70,weak_C_window,-0.0984580923047419,1.0,B,1.0,1.0,gray_kept_eigen,gray_eigen,0.0011824077849909573,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,75,weak_C_window,-0.10452902663002275,1.0000000000000002,B,1.0,0.0,gray_kept_eigen,gray_eigen,0.00021754398719653345,gray_kept_eigen,gray_eigen,0.00021754398719653345,0.0,4.440892098500626e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,75,weak_C_window,-0.10452902663002275,1.0000000000000002,B,1.0,0.005,gray_kept_eigen,gray_eigen,0.00021754398719653345,unresolved,unstable_or_drifting,0.2830255503546211,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,75,weak_C_window,-0.10452902663002275,1.0000000000000002,B,1.0,0.01,gray_kept_eigen,gray_eigen,0.00021754398719653345,unresolved,unstable_or_drifting,0.08080445496455728,0.0,6.661338147750939e-16,False,False
gray_metastable_4_eps0.003_phi0.0833333_s0_g-0.002,gray_metastable,0.003,0.08333333333333333,0.0,-0.002,75,weak_C_window,-0.10452902663002275,1.0000000000000002,B,1.0,0.015,gray_kept_eigen,gray_eigen,0.00021754398719653345,unresolved,unstable_or_drifting,-0.8280307321619573,0.0,6.661338147750939e-16,False,False
