run_id,series,L,M,ma,mb,den,parity,gcd_mamb,ord_a,ord_b,crt_indep,pair_order,q2_dev,absQ2,H0,gen0,gen_min,gen_max,eps_abs_min,q_abs,eps_u1_min,q_u1,D_orbit,r99_full,r99_W1,r99_W3,r99_late,Reff_late,E2_late,Reff_full,pa1_late,pa2_late,eta500,eta_end,eta_max,k_mult,ratio,q2_over_H,t_dep
L12_ma1_mb2_den12,main,12,66,1,2,12,odd-even,1,12,6,0,12,5.0242958677880805e-15,33.45910510915991,108.81778016906237,9.715646023697728,9.715646023697728,10.802152452107384,0.7620062848004168,10,0.4949204821603052,2,1.8991784846733093,57,8,21,26,2.280389196682059,0.8211568782942033,14.836318117178898,1.412501910500587,1.506525795229684,0.9636051751455482,0.9927328956613427,0.9982085228944043,1,1:2,0.30747829129740467,3
L12_ma2_mb3_den12,main,12,66,2,3,12,odd-even,1,6,4,0,12,8.747542958250513e-15,23.624025740614826,108.81778016906239,9.783412102714923,9.783412102714923,10.903520493136444,0.9238527764055935,11,0.43027865617745303,2,1.8535953667522929,41,4,6,10,1.4235676943037048,0.9331473189558708,7.2632120934126,1.3015672592197576,1.475588686562733,0.9329602433064145,0.979130460096053,0.9921838218672716,1,2:3,0.21709711137198232,3
L12_ma3_mb6_den12,main,12,66,3,6,12,odd-even,3,4,2,0,4,2.392367556553551e-13,46.432051219059,117.303061543301,10.148347712963409,9.836336610221442,10.739563978301451,0.7244015003052958,9,0.5602048216949779,2,1.9018117017474148,62,12,40,44,3.980783437733359,0.6487131235912668,26.675238827025904,1.3209872298894294,1.497733880998073,0.999331348942427,0.9837077511152014,0.9979215776093465,3,1:2,0.39582983264182897,2
L16_ma1_mb3_den16,main,16,120,1,3,16,odd-odd,1,16,16,0,16,1.5888218580782548e-14,47.69681772546844,216.7716002927632,13.471165299369874,13.077212490830975,14.876821962720955,0.9955005315396521,12,0.4906693525594935,2,1.8321205142125405,28,4,4,4,1.183334359172495,0.9715730459219404,4.560462062130038,1.3841934593020315,1.49546974242332,0.953953634016069,0.9923113823573125,0.9934819041708044,1,1:3,0.22003259495732372,3
L16_ma1_mb5_den16,main,16,120,1,5,16,odd-odd,1,16,16,0,16,1.2809491335957507e-14,35.24599797196302,221.18599036129032,13.167513940127774,13.167513940127774,14.935910998424093,0.8236236161414907,2,0.43192758059405884,2,1.8496044855111073,15,4,2,3,1.084738822154988,0.9893135130442474,2.9278140706795663,1.3634525932523651,1.4258024337298658,0.9196196499003598,0.9794089137240617,0.9868107452115148,1,1:5,0.15935004705493053,4
L16_ma3_mb5_den16,main,16,120,3,5,16,odd-odd,1,16,16,0,16,7.241073806479533e-15,30.399619570182644,216.77160029276317,13.443453901148848,13.443453901148848,14.970505634798302,0.8189995984641254,2,0.3372059350234655,2,1.8591422758869165,12,4,2,2,1.0455929636408665,0.9924795412260015,2.1236483107975093,1.2405347654191101,1.4927405659955075,0.9265037205399949,0.9846375952793625,0.9846375952793625,1,3:5,0.14023801793743332,4
L16_ma2_mb4_den16,main,16,120,2,4,16,even-even,2,8,4,0,8,1.432144669219779e-14,33.427770889385606,216.77160029276317,13.385710661013738,13.385710661013738,14.94678087802357,0.7308452741239704,2,0.32458547057115816,2,1.8695772486914064,14,4,2,2,1.0525062523935957,0.9905566657386978,2.3389654849813697,1.410662336492947,1.515026500140526,0.899191374311981,0.9945723129362819,0.998226743333302,2,1:2,0.15420733548232046,4
L16_ma2_mb6_den16,main,16,120,2,6,16,even-even,2,8,8,0,8,1.0774048679864921e-14,28.571119334193646,221.1859903612903,13.344122661193579,12.133564189953924,14.960950775016927,0.9831916063438924,9,0.5269292754375124,2,1.9045540649787356,10,4,2,2,1.0383589452796704,0.9941486782306378,1.775587053069877,1.3433537734106302,1.4530006440268963,0.9308194076349152,0.9746152275949961,0.9794469443369941,2,1:3,0.12917237338370718,3
L16_ma4_mb6_den16,main,16,120,4,6,16,even-even,2,4,8,0,8,3.552713678800501e-15,33.42777088938562,216.77160029276317,13.38571066101374,13.38571066101374,14.955202518478973,0.7391557136229965,2,0.3125718668421989,2,1.8600578821365528,13,3,2,3,1.0919284474042545,0.9882205892570887,2.7080855699928943,1.2817728666204686,1.49604292260803,0.9228738077913546,0.9769933153682266,0.9790540659780355,2,2:3,0.15420733548232052,4
L16_ma1_mb2_den16,main,16,120,1,2,16,odd-even,1,16,8,0,16,1.4210854715202004e-14,58.68035581004859,208.61487102709663,13.275520360390905,13.275520360390905,14.778256535723148,0.7894082911737615,2,0.40046520979153416,2,1.889135520708988,51,5,6,7,1.4903064020935688,0.9330765514398652,9.364098763346083,1.3409199972802668,1.534448605919857,0.9914696594648438,0.9934530330823683,0.9988895128436288,1,1:2,0.2812855839142297,3
L16_ma2_mb3_den16,main,16,120,2,3,16,odd-even,1,8,16,0,16,1.464821375527116e-14,37.7092258692029,208.6148710270966,13.36515421829063,13.36515421829063,14.921889551201676,0.7464628493160925,2,0.33751307046843965,2,1.8448435722941712,18,4,3,3,1.1010489432696022,0.9859080050398725,3.332281455858801,1.3687390197261962,1.4682623049111565,0.9912360107377519,0.9932336316700692,0.9982705140218499,1,2:3,0.18076000854370983,4
L16_ma3_mb6_den16,main,16,120,3,6,16,odd-even,3,16,8,0,16,3.552713678800501e-15,30.49421944427522,219.63586271083466,13.465409340193206,13.465409340193206,14.94504754110237,0.7472533275891032,2,0.33548436098946843,2,1.8471115640802978,11,3,2,2,1.0419758124677767,0.9931897785387812,2.4390707042750073,1.419905017281828,1.5298073161883237,0.9124229961560991,0.9954285557726779,0.9971697532285333,3,1:2,0.13883989193705995,4
L20_ma1_mb3_den20,main,20,190,1,3,20,odd-odd,1,20,20,0,20,3.552713678800501e-14,74.42896797003594,350.6171176340739,17.069923938501205,16.678000678504112,18.88529478694008,0.9038767264606528,2,0.4216255418102086,2,1.8552715899143613,23,5,3,3,1.121141987267181,0.9824066388895181,3.810157459458999,1.4800352476644483,1.529676356675918,0.9500436471171878,0.9986272534266926,0.9989866778577371,1,1:3,0.21227990370885058,3
L20_ma1_mb5_den20,main,20,190,1,5,20,odd-odd,1,20,4,0,20,4.0194366942304644e-14,56.91522540548931,355.93996179969713,17.25214315892291,17.25214315892291,18.91523121696158,0.6613927474621162,2,0.319811474099386,2,1.8317078338199335,12,4,2,2,1.048252966968535,0.9910670258461046,2.2811953432620147,1.3933001710983968,1.5306400113399505,0.9463261271840202,0.9852169787025079,0.9957039778179685,1,1:5,0.1599011954648632,4
L20_ma3_mb5_den20,main,20,190,3,5,20,odd-odd,1,20,4,0,20,1.7763568394002505e-14,40.966777089295476,350.6171176340731,17.016083409848633,17.016083409848633,18.958440076991064,0.6662784526425236,2,0.28082238378399277,2,1.850264364957831,7,3,1,1,1.0150019217559962,0.9963594124696069,1.7986742923813988,1.3317892140245084,1.4431971494268538,0.8987404211690885,0.9909846384114144,0.9917362371443456,1,3:5,0.11684191965793032,5
L20_ma2_mb4_den20,main,20,190,2,4,20,even-even,2,10,5,0,10,7.944109290391274e-15,49.33695100960601,350.61711763407357,16.979559812724922,16.979559812724922,18.940119806459805,0.5960510700021183,2,0.26361551710968867,2,1.8557685168443228,9,4,1,2,1.0409415833330542,0.9933742766794369,1.7468490675475263,1.27889074215539,1.4794844779763094,0.8865770785591374,0.9743069212147278,0.9743069212147278,2,1:2,0.14071461012093883,5
L20_ma2_mb6_den20,main,20,190,2,6,20,even-even,2,10,10,0,10,3.014577520672848e-14,40.754101160039575,355.93996179969685,17.297901019691757,17.297901019691757,18.958102273241334,0.661175867217265,2,0.29085214905383794,2,1.8222864143731146,9,4,2,2,1.0242308991611935,0.9961345712973905,1.9640966874522447,1.4069999466013352,1.5632036632277568,0.9601958766050943,0.9908526210575438,0.9958608749681074,2,1:3,0.11449712180104607,4
L20_ma4_mb6_den20,main,20,190,4,6,20,even-even,2,5,10,0,10,8.482532020639994e-15,38.73719403467817,350.6171176340729,17.020289399452626,17.020289399452626,18.975292514995722,0.568831637776779,2,0.2395505905674907,2,1.8354807818524999,7,3,1,2,1.0256626041316843,0.9958095417238578,1.5799960288329253,1.2935225089601556,1.5623537000168095,0.9360602592604943,0.9991852364212954,0.9991852364212954,2,2:3,0.11048289454910999,5
L20_ma1_mb2_den20,main,20,190,1,2,20,odd-even,1,20,10,0,20,2.0097183471152322e-14,91.13445033690056,340.4924663761941,16.84236561306939,16.84236561306939,18.77400483335778,0.6599402689493328,2,0.3483077855099176,2,1.8803749111285994,39,4,4,5,1.3184349923166305,0.9583684023429048,7.029676556804864,1.4427899805689794,1.5208581533789975,0.9058102908655059,0.9916309316289392,0.9989117311442705,1,1:2,0.26765482157896087,4
L20_ma2_mb3_den20,main,20,190,2,3,20,odd-even,1,10,20,0,20,1.5888218580782548e-14,56.23869479186966,340.4924663761939,16.94839742063952,16.94839742063952,18.905189173804633,0.599998417833605,2,0.2816655156402533,2,1.8460646297607834,12,4,2,2,1.0549316826547408,0.9901351262012027,2.251317876616303,1.4508041727281504,1.5407584838607558,0.9813182256580485,0.997765510259428,0.997765510259428,1,2:3,0.16516869048648558,5
L20_ma3_mb6_den20,main,20,190,3,6,20,odd-even,3,20,10,0,20,1.0658141036401503e-14,38.7709977369223,354.105834697875,16.953719923636843,16.953719923636843,18.958011328531445,0.6295417401977096,2,0.273047025772989,2,1.8616773820906887,6,3,1,1,1.013495497697522,0.9966490697894888,1.5506003279372111,1.2945192007354058,1.5451683132171603,0.933773444355064,0.982358173905672,0.9960289908884239,3,1:2,0.10948985850516109,4
L24_ma1_mb3_den24,main,24,276,1,3,24,odd-odd,1,24,8,0,24,4.4938668397781776e-14,107.1062248854778,516.5141941810191,20.667268329222725,20.278139326011985,22.84131140994866,0.7754443289419304,2,0.3689997527166944,2,1.8559424901912465,19,5,3,3,1.127935329132726,0.982572814769965,3.0163492784875454,1.455121044175486,1.5371965399661809,0.9450089028201983,0.9964557831646507,0.9964999748488105,1,1:3,0.2073635654007623,4
L24_ma1_mb5_den24,main,24,276,1,5,24,odd-odd,1,24,24,0,24,7.944109290391274e-14,83.18744573992244,522.7794514075817,20.466239823380462,20.466239823380462,22.90447055471277,0.604628932384865,2,0.3334026526225481,2,1.8311794235326933,11,4,2,2,1.0544487043456903,0.9914370692808033,2.0841852372290806,1.386746695899177,1.5105801246371944,0.9759526272326885,0.991479028346567,0.9938533508864841,1,1:5,0.15912531664345364,5
L24_ma3_mb5_den24,main,24,276,3,5,24,odd-odd,1,8,24,0,24,4.14314051144892e-14,54.89680145815438,516.5141941810191,20.61492238419775,20.61492238419775,22.956823143850144,0.5688407683315413,2,0.2408575449090613,2,1.856412907997066,6,3,1,1,1.0157199889544526,0.9967600287049204,1.3395646847598248,1.2856757601951685,1.4870179496737135,0.9199849737180064,0.9608901817657727,0.9626241379790529,1,3:5,0.1062832388279248,6
L24_ma2_mb4_den24,main,24,276,2,4,24,even-even,2,12,6,0,12,2.0097183471152322e-14,69.0251215610533,516.5141941810191,20.572388722764458,20.572388722764458,22.926467392907863,0.509000999197849,2,0.22841651358120768,2,1.8659482957930622,8,4,1,2,1.0238501651009144,0.9948700547390152,1.7251282128503418,1.357078180660712,1.4918063966093529,0.9299481542353695,0.9799974981205071,0.9835720944575568,2,1:2,0.13363644666241747,5
L24_ma2_mb6_den24,main,24,276,2,6,24,even-even,2,12,4,0,12,5.859285502108464e-14,56.745709656028275,522.7794514075817,20.550868992379456,19.96121190234018,22.96301861112761,0.8288442210664849,2,0.34622102522278864,2,1.8529560074347233,6,3,1,1,1.0164905938779392,0.9965395841982556,1.5952788437315615,1.2502385222219896,1.4878977701808485,0.756173523793364,0.9546139913509634,0.9575940250016073,2,1:3,0.10854617468846693,6
L24_ma4_mb6_den24,main,24,276,4,6,24,even-even,2,6,4,0,12,3.197442310920451e-14,48.74001069573538,516.5141941810193,20.602105823382697,20.602105823382697,22.972081238830093,0.4803481087057639,2,0.21250260252144446,2,1.836328826581373,5,3,1,1,1.0086381849138621,0.9979946643184479,1.2734001003069326,1.165996966793921,1.5093950398059663,0.9665289712685474,0.9693185053473705,0.9718104539155822,2,2:3,0.09436335195592667,6
L24_ma1_mb2_den24,main,24,276,1,2,24,odd-even,1,24,12,0,24,5.123796534383003e-14,130.80998170236447,504.4106466540571,20.412360502315266,20.412360502315266,22.732478093637305,0.5800978666449566,2,0.31726862049481896,2,1.8726127752421071,28,4,3,4,1.2047079681629467,0.9703134950970596,5.567147989214606,1.4910842529112298,1.5319660923958514,0.9560098321387552,0.9978992427675164,0.9996939854005648,1,1:2,0.2593323169724422,4
L24_ma2_mb3_den24,main,24,276,2,3,24,odd-even,1,12,8,0,24,2.5618982671915014e-14,79.01978300530155,504.410646654057,20.53437082069602,20.53437082069602,22.902269976561126,0.5073295251140495,2,0.2459626286652157,2,1.8411651250654282,10,4,2,2,1.0323063015058143,0.9927884109887212,2.0800743483004207,1.4314590838101313,1.5241412528857088,0.9721843523696816,0.9952164256904502,0.9980721927654492,1,2:3,0.15665764299280574,5
L24_ma3_mb6_den24,main,24,276,3,6,24,odd-even,3,8,4,0,8,3.03543989777123e-14,51.127096433078044,520.6424888429674,20.542552669219628,20.542552669219628,22.9680704980031,0.5292407128496669,2,0.23008059333770114,2,1.8713016528827073,5,3,1,1,1.0100761023311757,0.997493495862202,1.267274937568687,1.2912439009776204,1.4693378684125697,0.9469742699086533,0.9851303822642118,0.9851303822642118,3,1:2,0.09820000773793675,5
L32_ma1_mb3_den32,main,32,496,1,3,32,odd-odd,1,32,32,0,32,9.237055564881302e-14,190.28903411860128,944.3855946509996,27.861344513487182,27.43303781637676,30.789190988904377,0.6013260260549302,2,0.2940080977861976,2,1.8564613518936228,16,4,3,3,1.0925072948432129,0.984542936846458,3.103343263510216,1.4360038679617992,1.5187075478890957,0.98260409291976,0.9927655187032275,0.9993478453756679,1,1:3,0.20149506218264918,5
L32_ma1_mb5_den32,main,32,496,1,5,32,odd-odd,1,32,32,0,32,1.214175959108492e-13,149.84907616845177,952.581790841572,27.719882037379655,27.719882037379655,30.854376970708532,0.4941711354929172,2,0.28756361031512206,2,1.8418334033788069,9,4,1,2,1.0319509543114695,0.9931015475785427,1.8624229003485036,1.4277537196527008,1.550919408119497,0.9858390128968846,0.9978551119970942,0.9978551119970942,1,1:5,0.15730835673025564,6
L32_ma3_mb5_den32,main,32,496,3,5,32,odd-odd,1,32,32,0,32,1.5888218580782548e-14,91.2705908755918,944.3855946509982,27.80997551878592,27.80997551878592,30.947703555736,0.43947358442689505,2,0.19119162210973858,2,1.8626677050392733,5,3,1,1,1.0066308450955186,0.9990823173459337,1.2515295518319993,1.1798408024709528,1.4790088908319898,0.9812797988616307,0.9897872798471233,0.9930656692272273,1,3:5,0.09664547129112154,7
L32_ma2_mb4_den32,main,32,496,2,4,32,even-even,2,16,8,0,16,2.0097183471152322e-14,119.39118230879781,944.3855946509982,27.759867179553396,27.759867179553396,30.928533376371924,0.40478208547276984,2,0.1877864031799277,2,1.863060627226184,7,4,1,1,1.0152823579616168,0.996500447175714,1.5351763948495984,1.3693158091545772,1.4603028667249824,0.9677359362288717,0.9886654961312384,0.9899299762615966,2,1:2,0.12642207058751181,6
L32_ma2_mb6_den32,main,32,496,2,6,32,even-even,2,16,16,0,16,5.859285502108464e-14,98.0831978917498,952.5817908415706,27.801327142538707,27.338074593238424,30.943466124607152,0.5908431497087466,2,0.2560366914592196,2,1.8580419721672066,5,3,1,1,1.0074978028794381,0.9989803112388345,1.272363228065165,1.274800274831186,1.5216322923557426,0.9685967291200361,0.9860132411139,0.9860132411139,2,1:3,0.10296564435175372,9
L32_ma4_mb6_den32,main,32,496,4,6,32,even-even,2,8,16,0,16,2.5618982671915014e-14,76.72719652920213,944.3855946509974,27.79924692974928,27.79924692974928,30.965126244814655,0.36594148999143133,2,0.16284770006483182,2,1.854391682948136,4,3,1,1,1.0049305289563824,0.9992345615251484,1.137216182602489,1.286606633480099,1.5333130405048312,0.9941592708703503,0.9964080461770362,0.9968955884354197,2,2:3,0.0812456235713306,7
L32_ma1_mb2_den32,main,32,496,1,2,32,odd-even,1,32,16,0,32,6.99803436660041e-14,231.81341754830643,928.3081774929786,27.556598610477874,27.556598610477874,30.648068119470825,0.48794447570052224,2,0.28485737592258625,2,1.8618631950047673,25,5,3,4,1.1562544989014871,0.9748236928584202,4.470890277025851,1.496183506016473,1.558123832354345,0.9457736033770148,0.9987060054886259,0.9987060054886259,1,1:2,0.24971601367807597,5
L32_ma2_mb3_den32,main,32,496,2,3,32,odd-even,1,16,32,0,32,7.105427357601002e-15,137.15937763208626,928.308177492978,27.710672743280128,27.710672743280128,30.878502660154695,0.3982228312452045,2,0.20529160660782192,2,1.8391857983357103,8,4,1,2,1.0220566047611446,0.9946511737893997,1.6742578859831132,1.388639482915865,1.5176648778860495,0.9850827194323458,0.9946946594355578,0.9986565333852004,1,2:3,0.14775198684827245,6
