step,time,N,condition,initial_seed_enabled,metastable_seed_enabled,initial_seed_amplitude,metastable_seed_amplitude,parent_plane_occupation,f_outside_parent,q1,q2,q3,q4,rank_Q,dominant_plane_occupation,non_dominant_occupation,kernel_occupation,residual_occupation,norm_Z,dagger_norm_error,zero_square_real,zero_square_imag,zero_square_abs,projection_closure_error,crossing_detected,metastable_start_detected
650,650,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,7.7715611724e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,3.6881861688e-20,7.7711923538e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,8.8817841970e-16,3.7990444124e-16,9.6601671295e-16,0.0000000000e+00,0,0
675,675,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-1.3322676296e-15,1.4142135624e+00,1.4142135624e+00,9.6002701143e-09,0.0000000000e+00,2,1.0000000000e+00,8.9749407034e-20,-1.3323573790e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,3.3306690739e-16,3.7123082386e-16,4.9874431263e-16,0.0000000000e+00,0,0
700,700,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.4142135624e+00,1.4142135624e+00,4.1515689080e-09,0.0000000000e+00,2,1.0000000000e+00,2.1845575030e-19,-2.1845575030e-19,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,8.3266726847e-16,3.9378222905e-16,9.2108589387e-16,0.0000000000e+00,0,0
725,725,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,5.5511151231e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,5.3186138626e-19,5.5457965093e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,6.6613381478e-16,4.0592529338e-16,7.8007025516e-16,0.0000000000e+00,0,0
750,750,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.8625994546e-08,0.0000000000e+00,3,1.0000000000e+00,1.2951718554e-18,-6.6742898663e-16,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,7.7715611724e-16,3.9811903774e-16,8.7319551005e-16,0.0000000000e+00,0,0
775,775,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,2.1094237468e-15,1.4142135624e+00,1.4142135624e+00,2.7299839332e-08,2.6412464019e-09,3,1.0000000000e+00,3.1545891556e-18,2.1062691576e-15,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,7.2164496601e-16,3.6429192996e-16,8.0838113981e-16,0.0000000000e+00,0,0
800,800,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,1.1102230246e-15,1.4142135624e+00,1.4142135624e+00,3.2135550761e-08,1.3904661723e-08,3,1.0000000000e+00,7.6848992942e-18,1.1025381253e-15,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.0547118734e-15,4.0592529338e-16,1.1301294084e-15,0.0000000000e+00,0,0
825,825,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,3.1086244690e-15,1.4142135624e+00,1.4142135624e+00,6.2288633073e-08,2.3292132233e-08,4,1.0000000000e+00,1.8724385854e-17,3.0899000831e-15,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,7.7715611724e-16,4.1980308119e-16,8.8329284925e-16,0.0000000000e+00,0,0
850,850,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,9.5479180118e-15,1.4142135624e+00,1.4142135624e+00,9.5236172042e-08,2.7877519926e-08,4,1.0000000000e+00,4.5629491589e-17,9.5022885202e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,8.3266726847e-16,4.3454823073e-16,9.3923742728e-16,0.0000000000e+00,0,0
875,875,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,1.9317880628e-14,1.4142135624e+00,1.4142135624e+00,1.4782220560e-07,4.3443977049e-08,4,1.0000000000e+00,1.1121097469e-16,1.9206669654e-14,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.0547118734e-15,4.4408920985e-16,1.1443916996e-15,0.0000000000e+00,0,0
900,900,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,4.9293902293e-14,1.4142135624e+00,1.4142135624e+00,2.3270916331e-07,6.9892832060e-08,4,1.0000000000e+00,2.7108761311e-16,4.9022814680e-14,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,4.7878367937e-16,9.1280087762e-16,0.0000000000e+00,0,0
925,925,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,1.1990408666e-13,1.4142135624e+00,1.4142135624e+00,3.6317285740e-07,1.0536698353e-07,4,1.0000000000e+00,6.6088880925e-16,1.1924319785e-13,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.2164496601e-16,4.6178881032e-16,8.5674988316e-16,0.0000000000e+00,0,0
950,950,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,2.9221070008e-13,1.4142135624e+00,1.4142135624e+00,5.6702786995e-07,1.6593225618e-07,4,1.0000000000e+00,1.6113919107e-15,2.9059930817e-13,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,4.5276282723e-16,8.9942526553e-16,0.0000000000e+00,0,0
975,975,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,7.1664896240e-13,1.4142135624e+00,1.4142135624e+00,8.8559407127e-07,2.6102926065e-07,4,1.0000000000e+00,3.9293994138e-15,7.1271956298e-13,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,7.7715611724e-16,4.4408920985e-16,8.9509041826e-16,0.0000000000e+00,0,0
1000,1000,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,1.7448265055e-12,1.4142135624e+00,1.4142135624e+00,1.3825066008e-06,4.1079666472e-07,4,1.0000000000e+00,9.5830239406e-15,1.7352434816e-12,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1102230246e-15,5.0046772282e-16,1.2178107841e-15,0.0000000000e+00,0,0
1025,1025,40,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,4.2653658383e-12,1.4142135624e+00,1.4142135624e+00,2.1584597297e-06,6.4755790201e-07,4,1.0000000000e+00,2.3373887145e-14,4.2419919512e-12,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,6.6613381478e-16,5.0653925499e-16,8.3684901627e-16,0.0000000000e+00,0,0
1050,1050,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999999e-01,1.0412337659e-11,1.4142135624e+00,1.4142135624e+00,3.3701284132e-06,1.0198590300e-06,4,1.0000000000e+00,5.7018241932e-14,1.0355319417e-11,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.2164496601e-16,4.9266146718e-16,8.7377730470e-16,0.0000000000e+00,0,0
1075,1075,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999997e-01,2.5418556149e-11,1.4142135624e+00,1.4142135624e+00,5.2619766113e-06,1.6066560601e-06,4,1.0000000000e+00,1.3910945436e-13,2.5279446694e-11,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,5.0480453151e-16,9.2671422002e-16,0.0000000000e+00,0,0
1100,1100,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999994e-01,6.2063465478e-11,1.4142135624e+00,1.4142135623e+00,8.2158550025e-06,2.5309807009e-06,4,9.9999999999e-01,3.3944485499e-13,6.1724020623e-11,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,7.2164496601e-16,5.0046772282e-16,8.7820236765e-16,0.0000000000e+00,0,0
1125,1125,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999985e-01,1.5153167610e-10,1.4142135624e+00,1.4142135623e+00,1.2828182018e-05,3.9870163358e-06,4,9.9999999997e-01,8.2845340766e-13,1.5070322269e-10,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,5.2388648974e-16,9.3724526390e-16,0.0000000000e+00,0,0
1150,1150,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999963e-01,3.7000746911e-10,1.4142135624e+00,1.4142135622e+00,2.0030573310e-05,6.2809525294e-06,4,9.9999999994e-01,2.0224606558e-12,3.6798500845e-10,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,8.8817841970e-16,4.9786563761e-16,1.0181999304e-15,0.0000000000e+00,0,0
1175,1175,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999910e-01,9.0355645188e-10,1.4142135623e+00,1.4142135620e+00,3.1278359229e-05,9.8950045817e-06,4,9.9999999984e-01,4.9391032882e-12,8.9861734859e-10,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,8.3266726847e-16,4.7661527502e-16,9.5942529692e-16,0.0000000000e+00,0,0
1200,1200,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999779e-01,2.2067341288e-09,1.4142135623e+00,1.4142135615e+00,4.8846076128e-05,1.5589091978e-05,4,9.9999999962e-01,1.2068130935e-11,2.1946659978e-09,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,9.9920072216e-16,4.5796699766e-16,1.0991523344e-15,0.0000000000e+00,0,0
1225,1225,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999999461e-01,5.3903859154e-09,1.4142135622e+00,1.4142135603e+00,7.6290437533e-05,2.4561189461e-05,4,9.9999999907e-01,2.9509545461e-11,5.3608763699e-09,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,8.8817841970e-16,4.8572257327e-16,1.0123177976e-15,0.0000000000e+00,0,0
1250,1250,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999998683e-01,1.3170358359e-08,1.4142135618e+00,1.4142135574e+00,1.1917788105e-04,3.8700056892e-05,4,9.9999999772e-01,7.2240880997e-11,1.3098117478e-08,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2212453271e-15,4.7553107285e-16,1.3105609296e-15,0.0000000000e+00,0,0
1275,1275,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999996781e-01,3.2191189048e-08,1.4142135611e+00,1.4142135501e+00,1.8623180953e-04,6.0985344110e-05,4,9.9999999442e-01,1.7715924251e-10,3.2014029805e-08,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,6.6613381478e-16,4.6490589156e-16,8.1232490248e-16,0.0000000000e+00,0,0
1300,1300,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999992127e-01,7.8726495989e-08,1.4142135591e+00,1.4142135324e+00,2.9115141195e-04,9.6121159210e-05,4,9.9999998634e-01,4.3562785924e-10,7.8290868130e-08,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,9.4368957093e-16,5.1694759584e-16,1.0760041000e-15,0.0000000000e+00,0,0
1325,1325,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999980730e-01,1.9269830265e-07,1.4142135543e+00,1.4142134890e+00,4.5551897688e-04,1.5154313010e-04,4,9.9999996647e-01,1.0756781982e-09,1.9162262445e-07,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1102230246e-15,5.1087606368e-16,1.2221250005e-15,0.0000000000e+00,0,0
1350,1350,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999952771e-01,4.7228784028e-07,1.4142135422e+00,1.4142133824e+00,7.1350482226e-04,2.3902653278e-04,4,9.9999991750e-01,2.6734650098e-09,4.6961437527e-07,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,8.8817841970e-16,5.2909066017e-16,1.0338267901e-15,0.0000000000e+00,0,0
1375,1375,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999884012e-01,1.1598805465e-06,1.4142135121e+00,1.4142131192e+00,1.1196203797e-03,3.7727327854e-04,4,9.9999979618e-01,6.7124526049e-09,1.1531680939e-06,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,5.4470317146e-16,9.4903802640e-16,0.0000000000e+00,0,0
1400,1400,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999714265e-01,2.8573470057e-06,1.4142134367e+00,1.4142124649e+00,1.7618271701e-03,5.9611848918e-04,4,9.9999949325e-01,1.7124051165e-08,2.8402229545e-06,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,8.8817841970e-16,5.3602955408e-16,1.0373950974e-15,0.0000000000e+00,0,0
1425,1425,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9999292784e-01,7.0721569008e-06,1.4142132477e+00,1.4142108211e+00,2.7844833883e-03,9.4347518810e-04,4,9.9999872802e-01,4.4791526975e-08,7.0273653738e-06,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.0547118734e-15,5.4817261841e-16,1.1886590577e-15,0.0000000000e+00,0,0
1450,1450,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9998237292e-01,1.7627083435e-05,1.4142127700e+00,1.4142066231e+00,4.4302611944e-03,1.4970229075e-03,4,9.9999676180e-01,1.2184957241e-07,1.7505233863e-05,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,8.3266726847e-16,5.7939764098e-16,1.0144143169e-15,0.0000000000e+00,0,0
1475,1475,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9995562334e-01,4.4376663495e-05,1.4142115526e+00,1.4141956388e+00,7.1200505277e-03,2.3842387734e-03,4,9.9999159192e-01,3.5229175978e-07,4.4024371735e-05,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,7.7715611724e-16,5.2215176627e-16,9.3627672062e-16,0.0000000000e+00,0,0
1500,1500,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9988684134e-01,1.1315865665e-04,1.4142084129e+00,1.4141659309e+00,1.1606884351e-02,3.8164071967e-03,4,9.9997765595e-01,1.1159820545e-06,1.1204267459e-04,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,5.3342746886e-16,9.4261152926e-16,0.0000000000e+00,0,0
1525,1525,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9970839755e-01,2.9160245269e-04,1.4142002448e+00,1.4140828840e+00,1.9224906994e-02,6.1373879663e-03,4,9.9994008294e-01,4.0012471423e-06,2.8760120554e-04,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,5.3602955408e-16,9.4408649678e-16,0.0000000000e+00,0,0
1550,1550,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9926075494e-01,7.3924506268e-04,1.4141794787e+00,1.4138565583e+00,3.1774715261e-02,9.8184552620e-03,4,9.9985232320e-01,1.6144236474e-05,7.2310082621e-04,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,6.6613381478e-16,5.1000870194e-16,8.3895359540e-16,0.0000000000e+00,0,0
1575,1575,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9832631554e-01,1.6736844555e-03,1.4141327410e+00,1.4133910923e+00,4.8224685258e-02,1.5119224215e-02,4,9.9974820614e-01,6.2481460109e-05,1.6112029954e-03,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,8.8817841970e-16,5.2041704279e-16,1.0294147870e-15,0.0000000000e+00,0,0
1600,1600,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9698175433e-01,3.0182456676e-03,1.4140334522e+00,1.4128769467e+00,6.1471404437e-02,2.2569805111e-02,4,9.9973061317e-01,1.7030949618e-04,2.8479361715e-03,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,7.7715611724e-16,5.0306980803e-16,9.2577041555e-16,0.0000000000e+00,0,0
1625,1625,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9542767365e-01,4.5723263495e-03,1.4137838226e+00,1.4125010703e+00,6.9575328269e-02,3.4861194945e-02,4,9.9971993228e-01,3.1123408237e-04,4.2610922671e-03,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,3.8857805862e-16,5.0306980803e-16,6.3566668891e-16,0.0000000000e+00,0,0
1650,1650,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9380446160e-01,6.1955383997e-03,1.4133518739e+00,1.4123782308e+00,7.2025919593e-02,4.9360717204e-02,4,9.9979048876e-01,4.6145469867e-04,5.7340837011e-03,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,6.1062266354e-16,4.7531423242e-16,7.7381112474e-16,0.0000000000e+00,0,0
1675,1675,40,B,1,0,1.0000000000e-15,0.0000000000e+00,9.9244810965e-01,7.5518903525e-03,1.4129607240e+00,1.4124663561e+00,7.0276546553e-02,5.9514639741e-02,4,9.9988632281e-01,6.0160473178e-04,6.9502856207e-03,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,7.2164496601e-16,4.9786563761e-16,8.7672210538e-16,0.0000000000e+00,0,0
