step,H_total,abs_ZtZ,phase_pair_max_rat_err_q_le_256,phase_pair_median_rat_err_q_le_256,phase_pair_frac_err_lt_1e10,phase_pair_smallest_global_q_tol_1e10
42,0.859649122807024,2.715646802225364e-15,0.00011356025819470039,3.84980409088298e-05,0.4,
43,0.8596491228070235,2.7303197132501797e-15,3.087247666350157e-05,2.6729739078856785e-05,0.4,
44,0.8596491228070247,2.688403577830898e-15,3.580450040667482e-05,1.8395536436899285e-06,0.4,
45,0.8596491228070241,2.509626198907155e-15,4.707194062369968e-05,1.08874445725049e-05,0.4,
46,0.8596491228070231,2.6446891948511157e-15,2.9429125342983475e-05,2.0047873019124474e-05,0.4,
47,0.8596491228070204,2.5970419182421396e-15,2.002865606043347e-05,5.219163256797721e-06,0.4,
48,0.8596491228070207,3.032909264265297e-15,9.129244251351865e-06,2.6209046121161705e-06,0.4,
49,0.8596491228070213,3.12636005386655e-15,1.7984955696104254e-05,1.7635256556181034e-06,0.4,
50,0.8596491228070222,3.538027671753855e-15,1.1758462954189475e-05,2.5817425461927e-06,0.4,
51,0.8596491228070227,3.4155113314975482e-15,1.6044984069193968e-05,6.884137048024375e-06,0.4,
52,0.8596491228070245,2.8500735157733526e-15,7.3953420832301164e-06,3.006521367143744e-06,0.4,
53,0.8596491228070247,3.183037706237963e-15,1.6636111509538143e-05,4.877662804214644e-07,0.4,
54,0.8596491228070253,3.4399898761756577e-15,4.06557368719529e-05,1.0804402567066163e-06,0.4,
55,0.8596491228070249,3.110437847920697e-15,3.849522812576778e-05,2.6243493713384858e-05,0.4,
56,0.8596491228070251,3.924832483834712e-15,2.2077787842411656e-05,1.5547082969913362e-06,0.4,
57,0.8596491228070247,4.55199897534477e-15,0.00013246189674226416,1.0561941493070215e-06,0.4,
58,0.8596491228070244,4.144608516900226e-15,2.299638253328018e-05,5.068346496717169e-06,0.4,
59,0.8596491228070242,3.7350416559954144e-15,0.00017180200268857027,3.896315346646473e-05,0.4,
60,0.8596491228070242,3.6109729604698935e-15,2.2192953483213262e-05,1.8110246065017321e-06,0.4,
61,0.8596491228070249,3.4946007470331126e-15,1.2991732764866537e-05,2.261040164153183e-06,0.4,
62,0.859649122807025,3.516228279798306e-15,2.3810478667229962e-05,1.6092698488789914e-06,0.4,
63,0.8596491228070238,3.997860384541359e-15,1.4838745789447216e-05,1.046480069255562e-05,0.4,
64,0.8596491228070242,3.8281421289701085e-15,2.4537528858725732e-05,2.9724392414109957e-07,0.4,
65,0.859649122807024,4.4189282926583955e-15,0.00010553127904464055,1.2346339555435737e-05,0.4,
66,0.8596491228070219,4.477195753138044e-15,1.3407761339290225e-05,4.422897370015555e-07,0.4,
67,0.8596491228070227,3.869417923745309e-15,1.4222859921086961e-05,1.0141755486636761e-05,0.4,
68,0.8596491228070209,3.975476350284e-15,1.3521832544549639e-05,5.030738803868395e-06,0.4,
69,0.8596491228070202,4.056157037638671e-15,0.00026051887851819,1.7190291320134943e-05,0.4,
70,0.8596491228070204,4.0876199537072044e-15,1.2876741089129506e-05,8.568910976780586e-06,0.4,
71,0.8596491228070218,4.057134667521152e-15,4.2057257451544316e-05,7.593334417077546e-06,0.4,
72,0.8596491228070203,2.819544840749679e-15,1.7650663297896774e-05,1.3752286743273778e-06,0.4,
73,0.8596491228070213,2.7966545903465795e-15,1.91289548153728e-05,3.9938862241850615e-06,0.4,
74,0.8596491228070211,2.8199107980071993e-15,5.164344400215848e-05,3.4882236470967776e-06,0.4,
75,0.8596491228070202,3.3391354979940854e-15,2.7756083416485833e-05,1.5279486246355667e-05,0.4,
76,0.8596491228070196,3.0030220905384438e-15,1.7061440069243705e-05,4.628243521320741e-06,0.4,
77,0.8596491228070213,4.081901312831172e-15,1.4404294360559344e-05,3.746659446579592e-07,0.4,
78,0.8596491228070215,3.2825524409627842e-15,4.582644799039359e-05,1.8066540961592104e-06,0.4,
79,0.8596491228070233,2.9513482233564155e-15,3.769233822042972e-05,8.599803281605922e-06,0.4,
80,0.8596491228070238,2.946703464646448e-15,7.528500719861109e-06,8.472954647342767e-07,0.4,
81,0.8596491228070244,2.777565401232623e-15,2.6579222215550313e-05,1.366851261036528e-05,0.4,
82,0.8596491228070244,2.946870324861642e-15,4.6010858132050636e-05,1.625796028276172e-05,0.4,
83,0.8596491228070215,2.6098645933813254e-15,7.121777118823669e-05,6.38980915829146e-05,0.4,
84,0.8596491228070198,2.386998486411036e-15,1.9227586745745873e-05,3.1555636872959703e-06,0.4,
85,0.8596491228070196,2.279419026365126e-15,1.6657108661610742e-05,7.952812307809864e-06,0.4,
86,0.8596491228070209,2.071028142951284e-15,2.278923003054545e-05,2.7067185337514843e-07,0.4,
87,0.8596491228070233,2.2443769164370803e-15,0.0002156684663106312,9.789383170755173e-08,0.4,
88,0.8596491228070239,1.8271011779843064e-15,1.6371322411223854e-05,2.77318079061617e-06,0.4,
89,0.8596491228070249,1.9103257669750647e-15,3.917482147614004e-05,6.176176026828628e-06,0.4,
90,0.8596491228070249,1.8704580770989573e-15,3.781496482091473e-05,1.1658111681578376e-07,0.4,
91,0.859649122807026,2.024126643553852e-15,1.6979052785748294e-05,6.208210781455392e-06,0.4,
92,0.8596491228070253,2.056121962791341e-15,2.2979612946616434e-05,1.1829960872455914e-05,0.4,
93,0.8596491228070244,2.562261852966843e-15,2.2884472770323683e-05,1.3923408470783993e-05,0.4,
94,0.8596491228070224,2.2760244419322823e-15,2.9969897936965584e-05,2.1996232239474e-05,0.4,
95,0.8596491228070224,2.162939129257564e-15,2.453538839808367e-05,1.4043537542862694e-06,0.4,
96,0.8596491228070242,2.609245491510963e-15,1.5733003370377308e-05,1.489111540176058e-05,0.4,
97,0.8596491228070243,2.7795487836611344e-15,3.890418752744429e-05,1.6311537925917108e-06,0.4,
98,0.8596491228070259,2.7830744600038016e-15,1.0656312807555413e-05,5.958770877056985e-06,0.4,
99,0.8596491228070249,2.5294976295761003e-15,3.8624948850041196e-05,8.137307949573902e-06,0.4,
100,0.8596491228070267,2.720397640868207e-15,2.2628583859762852e-05,1.1768842610948571e-05,0.4,
101,0.8596491228070253,2.5028528647301002e-15,1.901574007612261e-05,4.924728134847456e-06,0.4,
102,0.8596491228070251,2.9608809189087694e-15,5.3250288606809804e-05,1.2045878981403746e-05,0.4,
103,0.8596491228070233,3.7358977421231965e-15,0.0003247851305988869,5.850695747433576e-06,0.4,
104,0.8596491228070258,3.4901705666877253e-15,2.1531371367455865e-05,1.364154117400318e-05,0.4,
105,0.859649122807024,4.012270133576218e-15,5.56395127622733e-05,9.762666286439181e-06,0.4,
106,0.8596491228070244,4.119210851078462e-15,2.9285919386223824e-05,1.2740896217833253e-05,0.4,
107,0.8596491228070258,4.695448425874433e-15,5.456719752580663e-05,4.132909592280409e-06,0.4,
108,0.8596491228070275,4.43585714669276e-15,4.61891381281776e-05,4.4576757521341825e-06,0.4,
109,0.8596491228070255,4.0978183497074465e-15,4.605871699131514e-05,1.1841675912060978e-07,0.4,
110,0.8596491228070234,3.5818503908147264e-15,1.8745095269778744e-05,6.030365021669759e-06,0.4,
111,0.8596491228070247,3.514596870152983e-15,6.951351523792892e-05,8.085137330082759e-06,0.4,
112,0.8596491228070269,3.890550612777268e-15,9.433255704627275e-06,4.866894155797219e-06,0.4,
113,0.8596491228070258,3.68009260324848e-15,3.9886950549128386e-05,5.2937706955802355e-06,0.4,
114,0.8596491228070242,3.690984511065548e-15,8.062122821561601e-06,3.0621690514931466e-06,0.4,
115,0.859649122807024,3.171180356152238e-15,3.590450524465494e-05,3.281026396573239e-06,0.4,
116,0.8596491228070253,3.2379096801791904e-15,0.0006385609857468277,2.3550348416390143e-06,0.4,
117,0.8596491228070249,3.385501994083356e-15,1.8560131446493378e-05,4.7625822926500305e-06,0.4,
118,0.8596491228070253,3.288892855571687e-15,3.0108992018162972e-05,1.4983886991726258e-06,0.4,
119,0.8596491228070261,3.150723448634061e-15,4.313181972342983e-05,5.957642379594841e-06,0.4,
120,0.8596491228070244,3.0259546452291256e-15,1.7759324910437968e-05,6.851574707589236e-07,0.4,
121,0.8596491228070235,3.2449403696380507e-15,8.739905144805604e-05,3.650535255367293e-05,0.4,
122,0.8596491228070235,3.0535726785423404e-15,2.6003361819459947e-05,1.7416378556345258e-05,0.4,
123,0.8596491228070222,3.1771583247317996e-15,1.8617101073814535e-05,8.450044995500505e-06,0.4,
124,0.8596491228070231,2.905215970839368e-15,0.0003114943656551683,2.010425927129189e-05,0.4,
125,0.8596491228070224,2.7806446604742858e-15,5.676606380550231e-05,3.8075401214143767e-06,0.4,
126,0.8596491228070208,2.83021472461827e-15,4.383365353366475e-05,1.89181611208733e-05,0.4,
127,0.8596491228070198,2.948829481451075e-15,1.6091371533077936e-05,9.953911017546169e-06,0.4,
128,0.8596491228070203,2.994040811966762e-15,1.9971572276122895e-05,1.0361349808807319e-05,0.4,
129,0.8596491228070198,2.893244548931968e-15,0.00015961757500837503,3.95387327184471e-06,0.4,
130,0.8596491228070222,2.8832115135440356e-15,4.485152975031159e-05,5.020012337597635e-06,0.4,
131,0.8596491228070244,2.972389334570746e-15,0.0002490685454015207,6.733710134210202e-06,0.4,
132,0.8596491228070245,3.021439060772642e-15,1.6793684791460706e-05,4.29349869346396e-06,0.4,
133,0.8596491228070238,3.4633992993332602e-15,2.3677430669277744e-05,1.385490458749583e-06,0.4,
134,0.8596491228070237,3.797494934551314e-15,5.63450927975051e-05,6.957298465226636e-06,0.4,
135,0.859649122807023,4.0198769554930025e-15,8.936836067729992e-06,4.754979805066117e-06,0.4,
136,0.8596491228070231,3.854177119015056e-15,1.37474221861833e-05,1.6577231004011317e-06,0.4,
137,0.8596491228070215,4.1091252469564246e-15,1.740785211168383e-05,9.466390663015467e-06,0.4,
138,0.85964912280702,3.176832649466745e-15,1.889870916160774e-05,7.857870339633699e-06,0.4,
139,0.8596491228070184,2.5315801087857482e-15,5.182951763788024e-05,4.786048535265763e-07,0.4,
140,0.8596491228070207,3.0808102008253994e-15,2.5418606518556874e-05,1.1650001428442636e-05,0.4,
141,0.8596491228070204,3.1866877402700966e-15,0.00010920988509194318,3.117561989396389e-06,0.4,
142,0.8596491228070225,2.9957896366752623e-15,4.123391902882689e-05,2.7863307893172262e-06,0.4,
143,0.859649122807022,2.4969257274619352e-15,9.158314067447826e-06,4.031523587466612e-06,0.4,
144,0.8596491228070227,2.919807373599947e-15,8.23317117314426e-05,4.081977624831312e-05,0.4,
145,0.8596491228070231,3.1264933680975904e-15,1.8995585189141018e-05,1.381097904643025e-05,0.4,
146,0.8596491228070244,2.8705374885249713e-15,1.5661903837338453e-05,5.621661541221901e-06,0.4,
147,0.859649122807024,2.5130756128597074e-15,5.0397004622754205e-05,1.6800526322191534e-05,0.4,
148,0.8596491228070242,2.4313366338720204e-15,5.827360888160937e-05,2.911591746726505e-05,0.4,
149,0.859649122807024,2.3271385913793387e-15,2.3533501361028275e-05,1.945392057883799e-05,0.4,
150,0.859649122807025,1.7347418638969706e-15,4.774942701932239e-05,2.9687272097511652e-05,0.4,
151,0.8596491228070244,1.799890461082138e-15,0.0001701325574803847,5.426164846500381e-06,0.4,
152,0.8596491228070268,2.5316591470033316e-15,0.00011139032358575829,7.032114259070132e-05,0.4,
153,0.8596491228070275,2.516612591794854e-15,3.147468727215941e-05,7.052679109192939e-06,0.4,
154,0.8596491228070275,1.7732642174513624e-15,1.9230735074537986e-05,4.5929894825214035e-06,0.4,
155,0.859649122807028,2.002350775411056e-15,2.2535293913716892e-05,1.0575242208932245e-05,0.4,
156,0.8596491228070291,2.476258258371156e-15,2.2610201451223055e-05,2.770172861682463e-06,0.4,
157,0.8596491228070305,2.949228374894799e-15,7.105162041443069e-06,1.4919241281829976e-06,0.4,
158,0.8596491228070312,2.9539872272157365e-15,2.2066478072568785e-05,2.0247434726339275e-05,0.4,
159,0.8596491228070309,3.5805108036011076e-15,0.00017984370632662117,1.09464168060458e-05,0.4,
160,0.8596491228070322,3.983838578579293e-15,2.8870483366916222e-05,6.406484073212537e-06,0.4,
161,0.8596491228070311,3.750979016899217e-15,2.6026341618468063e-05,2.18764537152083e-07,0.4,
162,0.8596491228070313,3.2452925997574267e-15,3.951274156677176e-05,7.701915922531111e-07,0.4,
163,0.8596491228070278,3.298857951918737e-15,1.8821388723222476e-05,8.92755785392163e-06,0.4,
164,0.8596491228070285,3.4170154998718327e-15,3.687033030339015e-05,1.6487718256630313e-05,0.4,
165,0.8596491228070272,3.544505848938229e-15,5.650904035303661e-05,1.710708647051362e-05,0.4,
166,0.8596491228070274,3.899506045709034e-15,8.851984006880143e-06,1.4042904200595174e-07,0.4,
167,0.8596491228070271,3.75203917380327e-15,2.2717833434326984e-05,7.727809901658667e-06,0.4,
168,0.8596491228070255,4.145038461433916e-15,2.1962299273758923e-05,1.4070828980500272e-05,0.4,
169,0.8596491228070254,5.516649769360071e-15,1.7045650560709724e-05,1.3260037690546178e-05,0.4,
170,0.8596491228070255,6.133383479914754e-15,2.2298244916674204e-05,5.495747475700585e-06,0.4,
171,0.8596491228070255,5.4050869484382315e-15,1.1983749182473136e-05,3.593491635034418e-06,0.4,
172,0.8596491228070271,5.991950267624644e-15,2.23496636703735e-05,4.406027931225243e-06,0.4,
173,0.8596491228070265,5.77443383305836e-15,8.150210608878772e-05,7.121317909064562e-05,0.4,
174,0.8596491228070267,6.0235703838932685e-15,4.741936554286674e-05,7.253781039398555e-06,0.4,
175,0.859649122807026,6.308002630139603e-15,2.5010945464296053e-05,6.748754040553084e-06,0.4,
176,0.8596491228070258,5.655212369653704e-15,7.943247628755534e-05,4.453524451233926e-06,0.4,
177,0.8596491228070267,5.912333801208154e-15,0.00011326239652154069,7.807367853149283e-06,0.4,
178,0.8596491228070275,5.856422422472318e-15,1.5666885393506025e-05,1.2639790525556527e-06,0.4,
179,0.8596491228070278,5.695289586039286e-15,3.915893764738776e-05,2.9245552860081292e-05,0.4,
180,0.8596491228070275,5.103037236116149e-15,3.7580969009132215e-05,1.2329702894095518e-05,0.4,
181,0.8596491228070289,5.27816554695585e-15,1.7952865555836972e-05,2.6037746424512065e-06,0.4,
182,0.8596491228070272,4.539851922061032e-15,2.411015708508879e-05,1.8496077240776065e-05,0.4,
183,0.8596491228070282,5.011401978338802e-15,2.0393402728510757e-05,1.634439964581791e-05,0.4,
184,0.8596491228070277,4.94299664309517e-15,8.116714687511628e-05,9.63626346295321e-06,0.4,
185,0.8596491228070294,5.291958774411426e-15,1.3046487601420242e-05,4.4371505610561746e-06,0.4,
186,0.859649122807028,5.583623937013769e-15,3.283331958886526e-05,1.2831034076232761e-05,0.4,
187,0.8596491228070258,5.6610648247787005e-15,0.00027306345861050074,4.026287707913773e-06,0.4,
188,0.8596491228070253,5.064831055639209e-15,0.0008690904869895271,0.0005690978707668659,0.4,
189,0.8596491228070271,4.877741549371407e-15,0.0009737273729241635,0.0005493863143451461,0.4,
190,0.8596491228070242,4.435033425851605e-15,0.0002934081475949313,1.2638333572328325e-05,0.4,
191,0.8596491228070259,5.163766954493149e-15,1.5834088086794096e-05,8.779750618026494e-06,0.4,
192,0.8596491228070251,4.8985445905915905e-15,1.870729590031095e-05,5.798118506428196e-06,0.4,
193,0.859649122807026,4.760263927060204e-15,2.5213629803622073e-05,6.5417763710599874e-06,0.4,
194,0.8596491228070271,5.076628189201984e-15,9.950186270479833e-06,4.843505651663804e-06,0.4,
195,0.8596491228070278,5.049571346141169e-15,9.624838328725627e-06,7.394962443160735e-07,0.4,
196,0.8596491228070284,5.218800153432888e-15,1.6659454734890833e-05,5.8432334804903174e-06,0.4,
197,0.85964912280703,5.4103424121252156e-15,2.1192279059611963e-05,4.226366314773189e-06,0.4,
198,0.8596491228070292,5.3977705586694504e-15,3.941551017411227e-05,2.468914024944535e-06,0.4,
199,0.8596491228070298,5.200301310839896e-15,2.578312250822723e-05,3.3005822906231885e-06,0.4,
200,0.8596491228070313,5.518263053912631e-15,0.00014534358079426601,5.721615833370608e-06,0.4,
201,0.859649122807031,5.322582750748428e-15,2.6656656395507294e-05,2.4371761229158295e-06,0.4,
202,0.8596491228070302,5.4934508454744115e-15,2.710585193896331e-05,9.218977129521466e-06,0.4,
203,0.8596491228070293,5.517426472552791e-15,1.0977445922877305e-05,4.271902214525447e-06,0.4,
204,0.8596491228070302,5.3934087025849596e-15,0.00011009278368405429,3.228688666645496e-06,0.4,
205,0.8596491228070289,5.4148795982735655e-15,5.097606016406242e-05,3.7491587880911226e-06,0.4,
206,0.8596491228070291,5.187024681673695e-15,0.0001262458645939213,2.4183448133069385e-06,0.4,
207,0.8596491228070319,5.372946040025377e-15,1.6804098203482276e-05,4.37321202526042e-06,0.4,
208,0.8596491228070321,5.6512066570124445e-15,2.0405740784934512e-05,2.5615409798424027e-06,0.4,
209,0.8596491228070318,5.5108670005902085e-15,4.258283961003362e-05,2.768020772131452e-05,0.4,
210,0.859649122807032,5.658659892026244e-15,1.9821190281099632e-05,8.866252257516694e-06,0.4,
211,0.859649122807032,5.729892209143504e-15,2.1648559913378662e-05,9.10425975469975e-06,0.4,
212,0.8596491228070322,5.721776015083041e-15,3.928325691548995e-05,7.828575244228642e-06,0.4,
213,0.8596491228070303,5.599411301526039e-15,8.761350225233722e-05,2.6710374790628322e-05,0.4,
214,0.8596491228070302,5.931315783356083e-15,3.840341795535718e-05,1.9757150784949218e-05,0.4,
215,0.85964912280703,5.688537744043372e-15,2.349330139328476e-05,6.089500707573414e-06,0.4,
216,0.8596491228070289,5.783915575130491e-15,3.784247621824166e-05,1.324783621847736e-05,0.4,
217,0.8596491228070279,5.93974444592648e-15,1.387228633986659e-05,1.987835183847597e-06,0.4,
218,0.8596491228070271,5.53543867530803e-15,0.00016804785638740993,1.4215326275046625e-05,0.4,
219,0.8596491228070269,5.995940808857924e-15,2.3078056484160392e-05,1.579695725123509e-05,0.4,
220,0.8596491228070269,6.26536310579527e-15,6.50715272263458e-05,2.733316809078179e-05,0.4,
221,0.8596491228070265,6.5854096978429505e-15,8.973505636283852e-05,7.619737309727537e-07,0.4,
222,0.8596491228070271,6.269861309838196e-15,9.972394295731934e-06,6.337414220680682e-06,0.4,
223,0.859649122807028,6.521126618835607e-15,2.6598935470079077e-05,5.490274546327001e-06,0.4,
224,0.8596491228070267,6.909921972876383e-15,1.4824563670412516e-05,2.051186590967813e-06,0.4,
225,0.8596491228070264,7.806744923644895e-15,0.0002457308027795091,1.4117923313072822e-05,0.4,
226,0.8596491228070255,8.099673865217266e-15,0.00019638696541163236,5.553687368717308e-05,0.4,
227,0.8596491228070255,8.37010687216424e-15,2.3506821959839996e-05,1.2103244699523952e-05,0.4,
228,0.8596491228070232,8.194758294255932e-15,4.44970329824268e-05,9.6826970786279e-06,0.4,
229,0.8596491228070238,8.441027302284798e-15,5.563134011216109e-05,6.869916061302828e-06,0.4,
230,0.8596491228070238,8.604022545489577e-15,1.414219512180237e-05,1.9213430462738934e-06,0.4,
231,0.8596491228070238,8.549805367556195e-15,4.479944254970336e-05,6.143035560096655e-06,0.4,
232,0.8596491228070258,8.867201645895978e-15,2.820791644031484e-05,2.23791710281529e-05,0.4,
233,0.8596491228070234,9.124461013800583e-15,1.5371623112381272e-05,6.47699245570621e-06,0.4,
234,0.8596491228070238,9.283959051288468e-15,0.00015968980418623602,1.2494385371986105e-05,0.4,
235,0.8596491228070247,1.0058991594168163e-14,2.978283958549044e-05,5.392425752537289e-06,0.4,
236,0.8596491228070258,9.845084557347365e-15,2.8905300618720098e-05,3.828329067673275e-06,0.4,
237,0.8596491228070262,1.0567645266091843e-14,3.1198732734272205e-05,1.8521700598739255e-05,0.4,
238,0.8596491228070238,1.1667339782850918e-14,8.088490569879703e-05,5.826361476057862e-06,0.4,
239,0.8596491228070242,1.1165607754512512e-14,3.381920149553297e-05,1.6981688345407697e-05,0.4,
240,0.8596491228070223,1.243797372051095e-14,0.00020830652938846894,6.957842386079438e-06,0.4,
241,0.8596491228070204,1.2769512661584413e-14,2.3039692155113478e-05,3.5098280123935233e-06,0.4,
242,0.8596491228070187,1.3602925781910595e-14,2.9697285363727843e-05,1.9086622225106264e-05,0.4,
243,0.8596491228070187,1.2269367965801272e-14,6.118366900847994e-05,1.295582914362381e-05,0.4,
244,0.8596491228070182,1.1770943467142988e-14,3.2347228848983445e-05,3.798968811197234e-07,0.4,
245,0.8596491228070182,1.2384027834863123e-14,1.2370124334137866e-05,7.77865759793439e-06,0.4,
246,0.859649122807017,1.1991441326970238e-14,9.664831617184344e-06,5.694275287349004e-06,0.4,
247,0.8596491228070173,1.2493824594820726e-14,2.9113637835698203e-05,1.2325909882981989e-05,0.4,
248,0.8596491228070173,1.3103847695341024e-14,2.5811248740847947e-05,2.804886994556277e-06,0.4,
249,0.8596491228070174,1.254622815516095e-14,8.867603159351534e-05,1.010520973987461e-05,0.4,
250,0.8596491228070184,1.304819827169984e-14,0.00018892578036017182,6.243849405179747e-05,0.4,
251,0.8596491228070191,1.2604282765154643e-14,2.9555591953833726e-05,7.871244826984647e-06,0.4,
252,0.8596491228070193,1.2101431915152689e-14,0.00015592685216653246,1.1631922278654283e-05,0.4,
253,0.8596491228070196,1.2268217868201284e-14,1.7098577315105556e-05,8.360099525428488e-06,0.4,
254,0.8596491228070207,1.1879413772379e-14,3.618505741548317e-05,1.6543296894044879e-06,0.4,
255,0.8596491228070204,1.2490952048630881e-14,4.428600271128014e-05,1.1650457693024308e-06,0.4,
256,0.8596491228070211,1.2604654667151263e-14,2.509605533568271e-05,7.203706875513749e-06,0.4,
257,0.8596491228070218,1.3172343520964774e-14,2.9728093496439456e-05,2.8262695104253055e-06,0.4,
258,0.8596491228070218,1.3341483899987728e-14,1.5310583788341603e-05,2.117859864703142e-06,0.4,
259,0.8596491228070217,1.4029809226222266e-14,2.5353394705773802e-05,1.5741199115015814e-05,0.4,
260,0.8596491228070205,1.424825369518388e-14,1.092920324086144e-05,7.1278052764522926e-06,0.4,
261,0.859649122807021,1.423906342451031e-14,0.0004923867680493021,3.3117212291822185e-05,0.4,
262,0.8596491228070204,1.3836440144605272e-14,3.921171263704393e-05,2.712770834800704e-06,0.4,
263,0.8596491228070202,1.435015220551114e-14,6.015847523341278e-05,8.239449670321974e-07,0.4,
264,0.8596491228070209,1.4234921743915562e-14,1.249641053346906e-05,6.274449352250411e-06,0.4,
265,0.859649122807023,1.3772855320437664e-14,2.7047543925740047e-05,2.0181132624974563e-05,0.4,
266,0.8596491228070222,1.382290984050851e-14,1.3929409380997182e-05,5.201716675895529e-06,0.4,
267,0.8596491228070242,1.3267473364086802e-14,8.824332168966276e-05,4.783110367179155e-05,0.4,
268,0.8596491228070231,1.3378189180727143e-14,7.070030709538377e-05,1.2374118882885199e-05,0.4,
269,0.8596491228070237,1.2781240166187018e-14,5.014808615977362e-06,1.1960029122626281e-06,0.4,
270,0.8596491228070239,1.2890848551939338e-14,1.6079523427248166e-05,7.103179469558629e-06,0.4,
271,0.8596491228070239,1.3545384115645664e-14,8.360909774035585e-05,7.914004416020859e-06,0.4,
272,0.8596491228070243,1.3433752059847261e-14,1.018944636432817e-05,3.6856103695082076e-06,0.4,
273,0.8596491228070247,1.3378468379187241e-14,2.108991384847103e-05,1.7595555675042895e-05,0.4,
274,0.8596491228070243,1.3112851302820686e-14,3.407664780458175e-05,1.6185527869638783e-06,0.4,
275,0.8596491228070247,1.291696496850656e-14,1.9062972759387176e-05,1.3088153461460195e-05,0.4,
