kernel,kernel_kind,protocol,protocol_kind,step,particle,C_memory,actual_Ra,signed_target_Ra,sign_normalizer,injected_weight_lag_0,expected_coefficient_lag_0,injected_weight_lag_1,expected_coefficient_lag_1,injected_weight_lag_2,expected_coefficient_lag_2,injected_weight_lag_3,expected_coefficient_lag_3,injected_weight_lag_4,expected_coefficient_lag_4,injected_weight_lag_5,expected_coefficient_lag_5,injected_weight_lag_6,expected_coefficient_lag_6,injected_weight_lag_7,expected_coefficient_lag_7,injected_weight_lag_8,expected_coefficient_lag_8,delta_C_lag_0,delta_C_lag_1,delta_C_lag_2,delta_C_lag_3,delta_C_lag_4,delta_C_lag_5,delta_C_lag_6,delta_C_lag_7,delta_C_lag_8,C_level,C_integral,delayed_delta_tail,delta_tail_including_current,Q_raw_abs_proxy,Q_recovery_abs_tail_proxy,Q_recovery_signed_tail_proxy
lag1_dominant,one_step_delay,ramp_duration_8,ramp,34,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0001007,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,34,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0001007,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,35,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00010449999999999999,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,35,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00010449999999999999,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,36,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00010829999999999999,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,36,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00010829999999999999,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,37,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00011209999999999999,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,37,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00011209999999999999,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,38,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00011589999999999998,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,38,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00011589999999999998,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,39,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00011970000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,39,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00011970000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,40,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00012350000000000002,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,40,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00012350000000000002,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,41,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00012730000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,41,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00012730000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,42,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00013110000000000004,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,42,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00013110000000000004,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,43,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00013490000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,43,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00013490000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,44,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00013870000000000006,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,44,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00013870000000000006,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,45,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00014250000000000008,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,45,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00014250000000000008,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,46,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0001463000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,46,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0001463000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,47,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00015010000000000002,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,47,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00015010000000000002,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,48,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00015390000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,48,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00015390000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,49,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00015770000000000004,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,49,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00015770000000000004,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,50,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00016150000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,50,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00016150000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,51,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00016530000000000006,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,51,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00016530000000000006,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,52,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00016910000000000007,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,52,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00016910000000000007,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,53,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00017290000000000008,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,53,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00017290000000000008,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,54,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0001767000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,54,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0001767000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,55,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00018050000000000002,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,55,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00018050000000000002,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,56,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00018430000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,56,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00018430000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,57,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00018810000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,57,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00018810000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,58,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00019190000000000006,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,58,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00019190000000000006,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,59,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00019570000000000007,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,59,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00019570000000000007,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,60,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00019950000000000008,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,60,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00019950000000000008,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,61,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0002033000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,61,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0002033000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,62,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0002071000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,62,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0002071000000000001,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,63,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00021090000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,63,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00021090000000000003,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,64,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00021470000000000004,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,64,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00021470000000000004,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,65,A,3.8e-06,0.0,0.0,1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00021850000000000005,0.0,0.0,0.0,0.0,0.0
lag1_dominant,one_step_delay,ramp_duration_8,ramp,65,B,3.8e-06,-0.0,0.0,-1.0,0.25,0.0001524390243902439,0.75,0.0004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.00021850000000000005,0.0,0.0,0.0,0.0,0.0
