run_id,L,ma,mb,series,chi,analytic_fixed,t,dominant_weight,opposite_weight,pair_weight,null_weight,dominant_eigenvalue_H,cycles_per_step,principal_cycles_per_step,plane_overlap_previous,single_ellipse_dominant_weight,nonzero_rank
L8_ma4_mb6_den8,8,4,6,main,0.32483495692204245,False,2048,0.967969261396206,0.027498891110662355,0.9954681525068684,0.004531847375549125,-6.863458243722107,0.8579322804652634,-0.14206771953473663,0.9746293755837623,0.9728853589300093,16
L8_ma4_mb6_den8,8,4,6,main,0.32483495692204245,False,2560,0.9672416981128009,0.026746512605684915,0.9939882107184859,0.006011641096092313,-6.856773751029974,0.8570967188787467,-0.1429032811212534,0.9794870148544528,0.9728853589300093,16
L8_ma4_mb6_den8,8,4,6,main,0.32483495692204245,False,3072,0.9673022837515938,0.027408681691554696,0.9947109654431485,0.0050202193580971555,-6.886520212086408,0.860815026510801,-0.139184973489199,0.9860565106779261,0.9728853589300093,16
L8_ma4_mb6_den8,8,4,6,main,0.32483495692204245,False,3584,0.966703305291471,0.02668993964853387,0.9933932449400048,0.006239851883127923,-6.861208394695774,0.8576510493369718,-0.14234895066302822,0.9824454360915641,0.9728853589300093,16
L8_ma4_mb6_den8,8,4,6,main,0.32483495692204245,False,4096,0.9670416482132221,0.02711723759387923,0.9941588858071013,0.005617839439291172,-6.8863278027426595,0.8607909753428324,-0.13920902465716756,0.9868185817954889,0.9728853589300093,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,0,0.7781306882350496,0.026365082945284214,0.8044957711803338,0.1665994769214706,-6.861618478683939,0.8577023098354923,-0.14229769016450766,,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,512,0.9558201520709214,0.037097870451214335,0.9929180225221358,0.007078923685482463,-6.819866758524391,0.8524833448155489,-0.14751665518445112,0.6846198186610069,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,1024,0.9559741552177756,0.037285891923607026,0.9932600471413826,0.006739948201986201,-6.820107353322933,0.8525134191653666,-0.1474865808346335,0.9260081098754654,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,1536,0.9552733043037613,0.0369162240363144,0.9921895283400758,0.007810471659924212,-6.842030077033258,0.8552537596291573,-0.14474624037084283,0.9499415859198675,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,2048,0.9552966369088493,0.036876076001891064,0.9921727129107403,0.007827287089259727,-6.839616374535331,0.8549520468169164,-0.1450479531830835,0.9796744612344731,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,2560,0.9554140482790898,0.03692172495635853,0.9923357732354483,0.007664226764551585,-6.835335011288522,0.8544168764110652,-0.14558312358893488,0.9910968831385648,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,3072,0.9553944274433364,0.03684507764336396,0.9922395050867003,0.007760494802978579,-6.830964194555455,0.8538705243194319,-0.146129475680568,0.9948441816730683,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,3584,0.9552573375304754,0.036786896602769875,0.9920442341332453,0.007818621283329441,-6.830925979721623,0.8538657474652028,-0.14613425253479706,0.9951770477544623,0.9631428843622548,16
L8_ma1_mb2_den8,8,1,2,main,0.37682180756750816,False,4096,0.9552183528158135,0.03699731452645631,0.9922156673422697,0.007784324211419391,-6.8657953263182065,0.8582244157897758,-0.14177558421022418,0.9211906373483066,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,0,0.7781306882350498,0.026365082945284318,0.8044957711803341,0.16659947692147037,-6.861618478683935,0.8577023098354919,-0.1422976901645081,,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,512,0.9550626964722226,0.03621315029838391,0.9912758467706065,0.008724153229393461,-6.810254626156631,0.8512818282695789,-0.14871817173042112,0.6253598459815513,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,1024,0.9550169346652274,0.03647775014303708,0.9914946848082645,0.008505315191735474,-6.838399279475461,0.8547999099344327,-0.14520009006556744,0.9317831714231999,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,1536,0.9551912109231487,0.036739742018134326,0.9919309529412831,0.008069047058716916,-6.831648141400621,0.8539560176750777,-0.14604398232492244,0.972143309811463,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,2048,0.9552870481614439,0.036819263361896025,0.99210631152334,0.007893688476660055,-6.835047320644221,0.8543809150805276,-0.14561908491947229,0.9890582319705742,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,2560,0.9553715157441296,0.03686014250584906,0.9922316582499786,0.00776834175002139,-6.833550726911121,0.8541938408638902,-0.14580615913610995,0.9939182743782038,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,3072,0.9553689811670599,0.036812426220697206,0.9921814073877572,0.007818592612242825,-6.831351114691031,0.8539188893363788,-0.14608111066362106,0.995492820513965,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,3584,0.9553550657460326,0.03679771815950529,0.9921527839055378,0.00784721609446215,-6.830965961130556,0.8538707451413196,-0.14612925485868056,0.995764261463675,0.9631428843622548,16
L8_ma2_mb3_den8,8,2,3,main,0.37682180756750827,False,4096,0.9553281056991225,0.036792684257720934,0.9921207899568435,0.00787921004313119,-6.831279773166604,0.8539099716458255,-0.14609002835417462,0.9958662030584206,0.9631428843622548,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,0,0.6815174958119677,0.046279315251112084,0.7277968110630798,0.18196580105743487,-6.210070097401787,0.7762587621752234,-0.22374123782477673,,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,512,0.9195611173987444,0.06284831819344214,0.9824094355921865,0.010691693141731795,-6.754314478169458,0.8442893097711822,-0.15571069022881767,0.2453678452788996,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,1024,0.920494407233006,0.06281409530094587,0.9833085025339519,0.014184292320100322,-6.697664246152706,0.8372080307690882,-0.16279196923091188,0.34596217515635624,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,1536,0.9194372439634979,0.06154469862006669,0.9809819425835646,0.016182548766036864,-6.6029500516653,0.8253687564581625,-0.17463124354183757,0.4818678156414182,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,2048,0.9156904773566015,0.06318992861094987,0.9788804059675513,0.011001084515657733,-6.667655234922017,0.8334569043652521,-0.166543095634748,0.11247221470079559,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,2560,0.9156532768296589,0.06262693686062025,0.9782802136902792,0.01635804318516909,-6.720736820307733,0.8400921025384667,-0.15990789746153333,0.1752761250030362,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,3072,0.9190993071962875,0.062247023369157106,0.9813463305654446,0.013023106962750775,-6.640968363554617,0.8301210454443271,-0.16987895455567292,0.34910911905816566,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,3584,0.9080410140871605,0.06116219935642676,0.9692032134435873,0.013823687146816699,-6.706411912808589,0.8383014891010736,-0.1616985108989264,0.6417748378887466,0.9368617339627505,16
L8_ma3_mb6_den8,8,3,6,main,0.4864229657368531,False,4096,0.9050382553500997,0.06334980262545195,0.9683880579755517,0.016500176618858275,-6.79337192790925,0.8491714909886563,-0.1508285090113437,0.2744302981118312,0.9368617339627505,16
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,0,0.7828563658402466,0.036173289569986604,0.8190296554102332,0.17238269493032554,-8.899800038169035,0.8899800038169035,-0.11001999618309655,,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,512,0.9729144554559991,0.015704507777567628,0.9886189632335667,0.0038203449859143257,-8.895208126016604,0.8895208126016604,-0.11047918739833973,0.03555831571795173,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,1024,0.9627908427801972,0.014624317087615047,0.9774151598678122,0.0034396641316239984,-8.847639852094163,0.8847639852094163,-0.11523601479058376,0.08232767091506218,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,1536,0.963678708477058,0.014568060874598627,0.9782467693516567,0.005412845324995752,-8.906501090172176,0.8906501090172176,-0.10934989098278236,0.017106352796458616,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,2048,0.9684293731109446,0.01497962405088708,0.9834089971618316,0.006443571459357256,-8.85768133582288,0.885768133582288,-0.11423186641771199,0.09428200338400117,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,2560,0.9702452841307384,0.015297069863513788,0.9855423539942522,0.004749090385015475,-8.868224991402693,0.8868224991402693,-0.11317750085973066,0.029492839292849942,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,3072,0.9694328620018325,0.014756198691383745,0.9841890606932163,0.00404921877290243,-8.85489262420886,0.885489262420886,-0.1145107375791139,0.1321861463707092,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,3584,0.9624070886535393,0.014994861081481311,0.9774019497350206,0.007692239744940155,-8.911615238380877,0.8911615238380877,-0.10883847616191233,0.03774620238637887,0.9845758055137283,20
L10_ma1_mb3_den10,10,1,3,main,0.24646532178561273,False,4096,0.9691172162120901,0.015549814828117256,0.9846670310402074,0.0043580813092347626,-8.868599708822812,0.8868599708822812,-0.11314002911771892,0.08358712709536444,0.9845758055137283,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,0,0.8024425138099764,0.08121263253470859,0.883655146344685,0.10628889429924915,-8.899800038169035,0.8899800038169035,-0.11001999618309655,,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,512,0.9013770682559626,0.051719694585610175,0.9530967628415729,0.020643266928240256,-8.808397406096766,0.8808397406096766,-0.11916025939032338,0.03882302647397762,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,1024,0.8925401417771399,0.05084887002386707,0.943389011801007,0.013903309248523676,-8.705753857795683,0.8705753857795683,-0.1294246142204316,0.04120643383423222,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,1536,0.8734729143239918,0.05325943034747642,0.9267323446714681,0.018670377830816154,-8.696400220982179,0.8696400220982179,-0.1303599779017821,0.003212443439983715,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,2048,0.8725135745531462,0.050086955513501584,0.9226005300666478,0.016875384534963067,-8.570954937350708,0.8570954937350708,-0.14290450626492923,0.0556846634926778,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,2560,0.8897657811141375,0.053807665840879905,0.9435734469550174,0.021222864491254212,-8.69087798342566,0.869087798342566,-0.130912201657434,0.00616094059679149,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,3072,0.8376386878447815,0.049637072458802146,0.8872757603035836,0.02228869154723201,-8.634846555051038,0.8634846555051038,-0.13651534449489633,0.07292818482409544,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,3584,0.8599992636774706,0.05008603130772532,0.9100852949851959,0.02304183956732131,-8.643610363757666,0.8643610363757667,-0.13563896362423344,0.04308597859592703,0.9473013201825304,20
L10_ma1_mb5_den10,10,1,5,main,0.4468625245552165,False,4096,0.9015547794218814,0.04910221651347576,0.9506569959353572,0.020019898086802712,-8.776937050799503,0.8776937050799504,-0.12230629492004974,0.10339349187696,0.9473013201825304,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,0,0.8240058678310922,0.05291324011228226,0.8769191079433745,0.1084851401297865,-8.736647659182482,0.8736647659182483,-0.12633523408175185,,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,512,0.9273793882150962,0.03124400573355758,0.9586233939486538,0.016186687995065174,-8.855639435301475,0.8855639435301474,-0.11443605646985255,0.07629117678246708,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,1024,0.9079408082002374,0.03332937237697084,0.9412701805772082,0.012021178783841902,-8.871084007588296,0.8871084007588296,-0.11289159924117032,0.01761413213923338,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,1536,0.9094708968322334,0.030923750469248872,0.9403946473014823,0.009345999023487761,-8.690243077533642,0.8690243077533643,-0.13097569224663586,0.03862708875744351,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,2048,0.9233964228324618,0.03348166973088575,0.9568780925633475,0.017611594807529385,-8.830234605371984,0.8830234605371985,-0.11697653946280151,0.04896182468072151,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,2560,0.9312557205036229,0.03204122979646237,0.9632969503000853,0.01546050962038703,-8.779911293061886,0.8779911293061886,-0.12200887069381139,0.02304467195642489,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,3072,0.9427939663764204,0.032498843227951386,0.9752928096043718,0.009010355435665862,-8.786448101350874,0.8786448101350874,-0.12135518986491256,0.01243143545280835,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,3584,0.9286509106492942,0.0321341529532316,0.9607850636025258,0.013164607754325486,-8.748716362303602,0.8748716362303602,-0.12512836376963987,0.033804934275495635,0.9662337950651504,20
L10_ma3_mb5_den10,10,3,5,main,0.36125364130564747,False,4096,0.9198570209121545,0.03238131061377224,0.9522383315259267,0.007597016977006432,-8.690312959244404,0.8690312959244404,-0.1309687040755596,0.09823101393226666,0.9662337950651504,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,0,0.7828563658402462,0.036173289569986576,0.8190296554102328,0.17238269493032587,-8.899800038169031,0.8899800038169031,-0.11001999618309677,,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,512,0.9564471881433152,0.013207199468705723,0.9696543876120209,0.003980459297337369,-8.862201659056405,0.8862201659056405,-0.11377983409435943,0.23213559726819805,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,1024,0.9672978101743562,0.015817004043728725,0.983114814218085,0.003973217012428476,-8.815077935815832,0.8815077935815833,-0.11849220641841685,0.06091930433325412,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,1536,0.9663493150284835,0.014983948406330362,0.9813332634348139,0.004889289499842575,-8.859494891103806,0.8859494891103805,-0.11405051088961948,0.08766467932184296,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,2048,0.9694907012662577,0.015046957796369942,0.9845376590626276,0.0046405325295129085,-8.891333674978833,0.8891333674978833,-0.11086663250211659,0.10897370459218242,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,2560,0.9610302785659289,0.015477563940470748,0.9765078425063997,0.005262163470423076,-8.886784854442274,0.8886784854442273,-0.11132151455577266,0.022668634219804206,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,3072,0.9664002587552903,0.015496706501413235,0.9818969652567036,0.005664487800145057,-8.8945443656922,0.88945443656922,-0.11054556343077993,0.1031247072092813,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,3584,0.9650701523364358,0.014852236157338486,0.9799223884937742,0.004664208727422903,-8.87144086219522,0.887144086219522,-0.1128559137804781,0.07926217594986608,0.9845758055137283,20
L10_ma2_mb4_den10,10,2,4,main,0.24646532178561256,False,4096,0.9577390151235147,0.013395174094098801,0.9711341892176135,0.0062082219835852825,-8.86370231327597,0.8863702313275971,-0.11362976867240304,0.11484246033946549,0.9845758055137283,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,0,0.7699695199452616,0.03058699543272686,0.8005565153779886,0.1934928710678614,-8.736647659182482,0.8736647659182483,-0.12633523408175185,,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,512,0.9508760388488755,0.017184660402578156,0.9680606992514537,0.006055267043821644,-8.787643812311426,0.8787643812311426,-0.12123561876885747,0.12105499004624191,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,1024,0.9590130431909999,0.019207593813386683,0.9782206370043866,0.008776554494120514,-8.862989557007294,0.8862989557007295,-0.11370104429927053,0.05935575791135459,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,1536,0.9649367833029339,0.01926678044491561,0.9842035637478495,0.005213979501021648,-8.876295084395705,0.8876295084395706,-0.11237049156042955,0.05082807152591755,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,2048,0.9580187201707254,0.019599148504444473,0.9776178686751699,0.005425591871390467,-8.864113918972754,0.8864113918972754,-0.11358860810272464,0.014756467508037089,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,2560,0.9622681587879429,0.019945129896610337,0.9822132886845533,0.004063106368878189,-8.86374134416648,0.8863741344166479,-0.11362586558335197,0.02173959805170042,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,3072,0.96563477619598,0.01969591789266111,0.9853306940886412,0.005630527268480678,-8.88644802629502,0.888644802629502,-0.11135519737049804,0.17354201925225843,0.9806771538090688,20
L10_ma2_mb6_den10,10,2,6,main,0.27531417548693593,False,3584,0.9457877186130909,0.01779950975802636,0.9635872283711172,0.005731354061593197,-8.845004666140118,0.8845004666140118,-0.11549953338598806,0.02644473224840915,0.9806771538090688,20
