run_id,L,ma,mb,den,series,chi,omega_generator_mean,omega_generator_std,generator_cycles_per_step_mean,principal_phase_mean,principal_phase_std,sampled_cycles_per_step,sampled_principal_period,off_plane_step_rms,off_plane_generator_rms,phase_prediction_error_rms,polar_orientation_flip_fraction
L40_ma5_mb10_den40,40,5,10,40,gcd,0.057121667716061586,38.9700646043427,0.0009247595974765101,0.9742516151085676,-0.16108086975171326,0.00015741222676359396,-0.02563681665852693,39.00640291342081,0.003089981215290339,0.41127595053886035,0.0007011378063418055,0.0
L12_ma1_mb3_den40,12,1,3,40,den40_control,0.2340335296667521,10.869295611772362,0.04685132879582282,0.27173239029430907,1.7123820953871054,0.006399049063273057,0.27253407494291526,3.6692659448528007,0.1212651621318159,0.8942668403558441,0.005240419596445054,0.0
L12_ma2_mb4_den40,12,2,4,40,den40_control,0.18949896210888506,10.921413774047679,0.005620518151526231,0.273035344351192,1.7188402965741576,0.0007493789853766885,0.27356192958531655,3.655479406494415,0.10179655736018745,0.7364637992627788,0.0033147321958439274,0.0
L12_ma2_mb3_den40,12,2,3,40,den40_control,0.2170971113719823,10.89031579497626,0.03494462250525794,0.2722578948744065,1.715015184396191,0.004714317927994019,0.27295314407431215,3.663632464800433,0.11396265358436508,0.836166907758286,0.004511746292400763,0.0
L24_ma1_mb3_den40,24,1,3,40,den40_control,0.20736356540076228,22.469791926741976,0.1452928429290932,0.5617447981685494,-2.7392187414886893,0.023961519690547616,-0.4359602029178855,2.2937873533111306,0.09582510717911431,1.489194052464679,0.014728232539202833,0.0
L24_ma2_mb4_den40,24,2,4,40,den40_control,0.13363644666241747,22.89111717807742,0.07057715071656685,0.5722779294519355,-2.6867297833312547,0.011611388897717654,-0.4276063257693861,2.338599641155247,0.025891729170918594,0.30852893303842227,0.0008996097066287672,0.0
L24_ma2_mb3_den40,24,2,3,40,den40_control,0.15665764299280568,22.848929538035293,0.09720203659343556,0.5712232384508823,-2.6931026926177033,0.015995809871155328,-0.4286206057842007,2.333065621449553,0.03012308963036119,0.358210393653504,0.0012266182305710185,0.0
L32_ma1_mb3_den40,32,1,3,40,den40_control,0.20149506218264926,30.735001947793968,0.005866539541270394,0.7683750486948492,-1.434796195354532,0.000956526458490067,-0.2283549068201185,4.379148291250548,0.07835850678339236,1.827149164630823,0.020546588165765784,0.0
L32_ma2_mb4_den40,32,2,4,40,den40_control,0.12642207058751173,30.898468985644996,0.0003725919473797639,0.772461724641125,-1.4218070177206628,6.155082527587154e-05,-0.22628761499298952,4.4191548001024294,0.047835900457847275,1.133191028325121,0.007858153040823662,0.0
L32_ma2_mb3_den40,32,2,3,40,den40_control,0.14775198684827237,30.8608475914964,0.0008664145643165556,0.77152118978741,-1.4247411384494746,0.00013901073673418005,-0.2267545948106083,4.410053965324176,0.05628607960078885,1.3295630981634026,0.010833566894829115,0.0
