N,M,decomposition,block_id,block_size,closure_residual,edges
12,66,round_robin_matching,7,6,0.24956684658081837,"1-5,4-6,3-7,2-8,9-12,10-11"
12,66,round_robin_matching,8,6,0.09625241738178741,"1-4,3-5,2-6,7-12,8-11,9-10"
12,66,round_robin_matching,9,6,0.49872611600534444,"1-3,2-4,5-12,6-11,7-10,8-9"
12,66,round_robin_matching,10,6,0.23963180008053975,"1-2,3-12,4-11,5-10,6-9,7-8"
13,78,round_robin_matching,0,6,0.42436175772991286,"2-13,3-12,4-11,5-10,6-9,7-8"
13,78,round_robin_matching,1,6,0.7296582885283827,"1-13,2-11,3-10,4-9,5-8,6-7"
13,78,round_robin_matching,2,6,0.3904605510795179,"1-12,11-13,2-9,3-8,4-7,5-6"
13,78,round_robin_matching,3,6,0.3768406787158723,"1-11,10-12,9-13,2-7,3-6,4-5"
13,78,round_robin_matching,4,6,0.5782469131283129,"1-10,9-11,8-12,7-13,2-5,3-4"
13,78,round_robin_matching,5,6,0.7349922706601976,"1-9,8-10,7-11,6-12,5-13,2-3"
13,78,round_robin_matching,6,6,0.47432808365838297,"1-8,7-9,6-10,5-11,4-12,3-13"
13,78,round_robin_matching,7,6,0.4659102409552069,"1-7,6-8,5-9,4-10,3-11,2-12"
13,78,round_robin_matching,8,6,0.3193475944535028,"1-6,5-7,4-8,3-9,2-10,12-13"
13,78,round_robin_matching,9,6,0.8366887365351613,"1-5,4-6,3-7,2-8,10-13,11-12"
13,78,round_robin_matching,10,6,0.5935036382501885,"1-4,3-5,2-6,8-13,9-12,10-11"
13,78,round_robin_matching,11,6,0.23954838286301897,"1-3,2-4,6-13,7-12,8-11,9-10"
13,78,round_robin_matching,12,6,0.714064788818763,"1-2,4-13,5-12,6-11,7-10,8-9"
13,78,walecki_hamilton_cycle,0,13,0.350225952333394,"1-13,1-12,2-12,2-11,3-11,3-10,4-10,4-9,5-9,5-8,6-8,6-7,7-13"
13,78,walecki_hamilton_cycle,1,13,0.3793016030893613,"2-13,1-2,1-3,3-12,4-12,4-11,5-11,5-10,6-10,6-9,7-9,7-8,8-13"
13,78,walecki_hamilton_cycle,2,13,0.21914255649463882,"3-13,2-3,2-4,1-4,1-5,5-12,6-12,6-11,7-11,7-10,8-10,8-9,9-13"
13,78,walecki_hamilton_cycle,3,13,0.4118552088096737,"4-13,3-4,3-5,2-5,2-6,1-6,1-7,7-12,8-12,8-11,9-11,9-10,10-13"
13,78,walecki_hamilton_cycle,4,13,0.39954709301856567,"5-13,4-5,4-6,3-6,3-7,2-7,2-8,1-8,1-9,9-12,10-12,10-11,11-13"
13,78,walecki_hamilton_cycle,5,13,0.21919436982158563,"6-13,5-6,5-7,4-7,4-8,3-8,3-9,2-9,2-10,1-10,1-11,11-12,12-13"
14,91,round_robin_matching,0,7,0.7366970102376297,"1-14,2-13,3-12,4-11,5-10,6-9,7-8"
14,91,round_robin_matching,1,7,0.8744718939610364,"1-13,12-14,2-11,3-10,4-9,5-8,6-7"
14,91,round_robin_matching,2,7,0.4230265347320415,"1-12,11-13,10-14,2-9,3-8,4-7,5-6"
14,91,round_robin_matching,3,7,0.3953980002936199,"1-11,10-12,9-13,8-14,2-7,3-6,4-5"
14,91,round_robin_matching,4,7,0.5551762637897483,"1-10,9-11,8-12,7-13,6-14,2-5,3-4"
14,91,round_robin_matching,5,7,0.5546512918504825,"1-9,8-10,7-11,6-12,5-13,4-14,2-3"
14,91,round_robin_matching,6,7,0.5552256983157481,"1-8,7-9,6-10,5-11,4-12,3-13,2-14"
14,91,round_robin_matching,7,7,0.2624695369454936,"1-7,6-8,5-9,4-10,3-11,2-12,13-14"
14,91,round_robin_matching,8,7,0.4344751812480022,"1-6,5-7,4-8,3-9,2-10,11-14,12-13"
14,91,round_robin_matching,9,7,0.3871784185370509,"1-5,4-6,3-7,2-8,9-14,10-13,11-12"
14,91,round_robin_matching,10,7,0.3177917377186534,"1-4,3-5,2-6,7-14,8-13,9-12,10-11"
14,91,round_robin_matching,11,7,0.3150818679346764,"1-3,2-4,5-14,6-13,7-12,8-11,9-10"
14,91,round_robin_matching,12,7,0.31989294153249254,"1-2,3-14,4-13,5-12,6-11,7-10,8-9"
15,105,round_robin_matching,0,7,0.08971589598498049,"2-15,3-14,4-13,5-12,6-11,7-10,8-9"
15,105,round_robin_matching,1,7,0.5551112802123785,"1-15,2-13,3-12,4-11,5-10,6-9,7-8"
15,105,round_robin_matching,2,7,0.46138906685461506,"1-14,13-15,2-11,3-10,4-9,5-8,6-7"
15,105,round_robin_matching,3,7,0.6952540545807292,"1-13,12-14,11-15,2-9,3-8,4-7,5-6"
15,105,round_robin_matching,4,7,0.5758694166665163,"1-12,11-13,10-14,9-15,2-7,3-6,4-5"
15,105,round_robin_matching,5,7,0.31325925400409327,"1-11,10-12,9-13,8-14,7-15,2-5,3-4"
15,105,round_robin_matching,6,7,0.34730743933719094,"1-10,9-11,8-12,7-13,6-14,5-15,2-3"
15,105,round_robin_matching,7,7,0.6155536824270759,"1-9,8-10,7-11,6-12,5-13,4-14,3-15"
15,105,round_robin_matching,8,7,0.07468564680468671,"1-8,7-9,6-10,5-11,4-12,3-13,2-14"
15,105,round_robin_matching,9,7,0.267991497488702,"1-7,6-8,5-9,4-10,3-11,2-12,14-15"
15,105,round_robin_matching,10,7,0.3215265097769456,"1-6,5-7,4-8,3-9,2-10,12-15,13-14"
15,105,round_robin_matching,11,7,0.30585046360200796,"1-5,4-6,3-7,2-8,10-15,11-14,12-13"
15,105,round_robin_matching,12,7,0.6170236852903274,"1-4,3-5,2-6,8-15,9-14,10-13,11-12"
15,105,round_robin_matching,13,7,0.5775747539981939,"1-3,2-4,6-15,7-14,8-13,9-12,10-11"
15,105,round_robin_matching,14,7,0.5892329069584898,"1-2,4-15,5-14,6-13,7-12,8-11,9-10"
15,105,walecki_hamilton_cycle,0,15,0.26296161585278255,"1-15,1-14,2-14,2-13,3-13,3-12,4-12,4-11,5-11,5-10,6-10,6-9,7-9,7-8,8-15"
15,105,walecki_hamilton_cycle,1,15,0.03044044144538756,"2-15,1-2,1-3,3-14,4-14,4-13,5-13,5-12,6-12,6-11,7-11,7-10,8-10,8-9,9-15"
15,105,walecki_hamilton_cycle,2,15,0.12871357789413404,"3-15,2-3,2-4,1-4,1-5,5-14,6-14,6-13,7-13,7-12,8-12,8-11,9-11,9-10,10-15"
15,105,walecki_hamilton_cycle,3,15,0.4208477133618205,"4-15,3-4,3-5,2-5,2-6,1-6,1-7,7-14,8-14,8-13,9-13,9-12,10-12,10-11,11-15"
15,105,walecki_hamilton_cycle,4,15,0.5502255871557883,"5-15,4-5,4-6,3-6,3-7,2-7,2-8,1-8,1-9,9-14,10-14,10-13,11-13,11-12,12-15"
15,105,walecki_hamilton_cycle,5,15,0.2590260760100712,"6-15,5-6,5-7,4-7,4-8,3-8,3-9,2-9,2-10,1-10,1-11,11-14,12-14,12-13,13-15"
15,105,walecki_hamilton_cycle,6,15,0.577973597193455,"7-15,6-7,6-8,5-8,5-9,4-9,4-10,3-10,3-11,2-11,2-12,1-12,1-13,13-14,14-15"
16,120,round_robin_matching,0,8,0.7305265120741686,"1-16,2-15,3-14,4-13,5-12,6-11,7-10,8-9"
16,120,round_robin_matching,1,8,0.7479663791148745,"1-15,14-16,2-13,3-12,4-11,5-10,6-9,7-8"
16,120,round_robin_matching,2,8,0.770237885029875,"1-14,13-15,12-16,2-11,3-10,4-9,5-8,6-7"
16,120,round_robin_matching,3,8,0.4284253370091405,"1-13,12-14,11-15,10-16,2-9,3-8,4-7,5-6"
16,120,round_robin_matching,4,8,0.62555997415783,"1-12,11-13,10-14,9-15,8-16,2-7,3-6,4-5"
16,120,round_robin_matching,5,8,0.4057558244492669,"1-11,10-12,9-13,8-14,7-15,6-16,2-5,3-4"
16,120,round_robin_matching,6,8,0.5912848914880781,"1-10,9-11,8-12,7-13,6-14,5-15,4-16,2-3"
16,120,round_robin_matching,7,8,0.6612811235453675,"1-9,8-10,7-11,6-12,5-13,4-14,3-15,2-16"
16,120,round_robin_matching,8,8,0.5246451425963464,"1-8,7-9,6-10,5-11,4-12,3-13,2-14,15-16"
16,120,round_robin_matching,9,8,0.64519907719138,"1-7,6-8,5-9,4-10,3-11,2-12,13-16,14-15"
16,120,round_robin_matching,10,8,0.21773659320669808,"1-6,5-7,4-8,3-9,2-10,11-16,12-15,13-14"
16,120,round_robin_matching,11,8,0.5001219859119692,"1-5,4-6,3-7,2-8,9-16,10-15,11-14,12-13"
16,120,round_robin_matching,12,8,0.4002774808808254,"1-4,3-5,2-6,7-16,8-15,9-14,10-13,11-12"
16,120,round_robin_matching,13,8,0.422520571357306,"1-3,2-4,5-16,6-15,7-14,8-13,9-12,10-11"
16,120,round_robin_matching,14,8,0.7277993060523215,"1-2,3-16,4-15,5-14,6-13,7-12,8-11,9-10"
