step,H_total,abs_ZtZ,phase_pair_max_rat_err_q_le_256,phase_pair_median_rat_err_q_le_256,phase_pair_frac_err_lt_1e10,phase_pair_smallest_global_q_tol_1e10
21,0.8596491228070202,1.6404695204268393e-15,2.1094237467877974e-15,7.216449660063518e-16,1.0,2.0
22,0.8596491228070205,1.3810213785896724e-15,2.55351295663786e-15,7.067899292141149e-16,1.0,2.0
23,0.8596491228070201,1.1640791721444601e-15,2.942091015256665e-15,7.774689221355263e-16,1.0,2.0
24,0.8596491228070204,1.3085038691958795e-15,3.1086244689504383e-15,7.774689221355263e-16,1.0,2.0
25,0.8596491228070212,1.975181455678919e-15,3.1086244689504383e-15,9.895059008997609e-16,1.0,2.0
26,0.8596491228070222,2.871640631696195e-15,3.1086244689504383e-15,8.326672684688674e-16,1.0,2.0
27,0.8596491228070214,2.4979196058414928e-15,2.9685177026992824e-15,1.1102230246251565e-15,1.0,2.0
28,0.8596491228070205,1.9638597628382458e-15,2.9685177026992824e-15,1.1102230246251565e-15,1.0,2.0
29,0.8596491228070183,2.0278906175377594e-15,3.392591660227751e-15,1.2722218725854067e-15,1.0,2.0
30,0.8596491228070202,1.9468168496817472e-15,3.675307631913397e-15,1.1102230246251565e-15,1.0,2.0
31,0.85964912280702,2.093067671990919e-15,3.9580236035990435e-15,1.1308638867425838e-15,1.0,2.0
32,0.85964912280702,1.910787204994772e-15,4.099381589441866e-15,1.1308638867425838e-15,1.0,2.0
33,0.8596491228070194,2.1807038958902593e-15,4.382097561127512e-15,1.3877787807814457e-15,1.0,2.0
34,0.8596491228070196,1.706992424640225e-15,4.523455546970335e-15,1.7208456881689926e-15,1.0,2.0
35,0.8596491228070207,1.3675680470429178e-15,4.947529504498804e-15,1.7208456881689926e-15,1.0,2.0
36,0.8596491228070212,1.4055596389377757e-15,5.2302454761844496e-15,1.7208456881689926e-15,1.0,2.0
37,0.8596491228070244,1.7665895745442952e-15,5.654319433712919e-15,1.9790118017995217e-15,1.0,2.0
38,0.8596491228070229,1.3713255455343154e-15,6.078393391241388e-15,2.1094237467877974e-15,1.0,2.0
39,0.8596491228070232,1.0862818550494255e-15,6.5024673487698564e-15,2.1203697876423446e-15,1.0,2.0
40,0.8596491228070234,9.970639776992209e-16,7.067899292141148e-15,2.191048780563756e-15,1.0,2.0
41,0.8596491228070222,1.1376150351479397e-15,7.421294256748205e-15,2.2617277734851675e-15,1.0,2.0
42,0.8596491228070229,1.4384317992083517e-15,7.986726200119498e-15,2.5444437451708133e-15,1.0,2.0
43,0.8596491228070229,1.6091048967975665e-15,8.481479150569379e-15,2.55351295663786e-15,1.0,2.0
44,0.8596491228070251,1.826191011398213e-15,9.117590086862082e-15,2.831068712794149e-15,1.0,2.0
45,0.8596491228070265,1.3643352280665225e-15,9.612343037311962e-15,3.1098756885421053e-15,1.0,2.0
46,0.8596491228070271,1.6378643478305232e-15,1.0460490952368899e-14,3.3861802251067274e-15,1.0,2.0
47,0.8596491228070262,1.5753549404445446e-15,1.1167280881583015e-14,3.6637359812630166e-15,1.0,2.0
48,0.8596491228070253,1.943701110973698e-15,1.2156786782482775e-14,3.941291737419306e-15,1.0,2.0
49,0.8596491228070278,2.110020852915471e-15,1.3216971676303947e-14,4.523455546970335e-15,1.0,2.0
50,0.859649122807029,1.4936136332201477e-15,1.4347835563046532e-14,4.829470157119431e-15,1.0,2.0
51,0.8596491228070293,5.402685586901176e-16,1.5620057435631938e-14,5.384581669432009e-15,1.0,2.0
52,0.85964912280703,6.536070578540159e-16,1.6892279308217344e-14,5.9396931817445875e-15,1.0,2.0
53,0.8596491228070291,6.619154168406467e-16,1.816450118080275e-14,6.494804694057166e-15,1.0,2.0
54,0.85964912280703,6.361491378250526e-16,1.9648760032152392e-14,6.926541306298325e-15,1.0,2.0
55,0.859649122807032,8.482480674580058e-16,2.148641384810909e-14,7.350615263826794e-15,1.0,2.0
56,0.859649122807032,8.594582815126924e-16,2.332406766406579e-14,7.916047207198087e-15,1.0,2.0
57,0.8596491228070327,9.801628513828164e-16,2.5444437451708134e-14,8.622837136412201e-15,1.0,2.0
58,0.8596491228070323,8.915159645244215e-16,2.77061652251933e-14,9.329627065626316e-15,1.0,2.0
59,0.8596491228070315,7.593246332814409e-16,3.010925098452129e-14,1.0107095987761842e-14,1.0,2.0
60,0.8596491228070329,4.922557436768023e-16,3.222962077216364e-14,1.0813885916975956e-14,1.0,2.0
61,0.859649122807033,6.684570839879819e-16,3.477406451733445e-14,1.187407081079713e-14,1.0,2.0
62,0.8596491228070336,8.343609329481816e-16,3.760122423419091e-14,1.2712053631958042e-14,1.0,2.0
63,0.8596491228070331,5.40743431971284e-16,4.042838395104737e-14,1.385308261259665e-14,1.0,2.0
64,0.8596491228070331,1.0183489539499538e-15,4.3962333597117943e-14,1.526666247102488e-14,1.0,2.0
65,0.8596491228070324,5.125579322642472e-16,4.763764122903134e-14,1.6653345369377348e-14,1.0,2.0
66,0.8596491228070311,7.823849987845919e-16,5.1595664832630386e-14,1.809382218788134e-14,1.0,2.0
67,0.8596491228070333,7.938134111942276e-16,5.583640440791507e-14,1.9648760032152392e-14,1.0,2.0
68,0.859649122807034,3.497592006362297e-16,6.120800786994235e-14,2.1203697876423444e-14,1.0,2.0
69,0.8596491228070332,2.0068655296287327e-16,6.700368528949808e-14,2.2899993706537322e-14,1.0,2.0
70,0.8596491228070343,1.2064625333865507e-16,7.350615263826794e-14,2.4879005508336843e-14,1.0,2.0
71,0.8596491228070335,3.887462008876779e-16,8.029133595872344e-14,2.6978419498391304e-14,1.0,2.0
72,0.8596491228070335,6.696172044634952e-16,8.792466719423589e-14,2.881028748902281e-14,1.0,2.0
73,0.8596491228070342,7.77186380583702e-16,9.612343037311962e-14,3.108624468950438e-14,1.0,2.0
74,0.8596491228070343,1.0800071144873137e-15,1.0517034146706029e-13,3.3362201889985954e-14,1.0,2.0
75,0.859649122807036,1.532590313279365e-15,1.150654004760579e-13,3.5915714846623814e-14,1.0,2.0
76,0.8596491228070348,1.9565506972089187e-15,1.2552589142842678e-13,3.902433931557425e-14,1.0,2.0
77,0.8596491228070348,2.0582435621113655e-15,1.3711724626753828e-13,4.268807529683727e-14,1.0,2.0
78,0.8596491228070343,2.2348871835658067e-15,1.4983946499339233e-13,4.579669976578771e-14,1.0,2.0
79,0.859649122807034,2.2187713232507377e-15,1.6340983163430336e-13,4.973799150320701e-14,1.0,2.0
80,0.8596491228070359,2.0108223434853525e-15,1.7811106216195694e-13,5.4067861299245124e-14,1.0,2.0
81,0.8596491228070346,1.7274343824518617e-15,1.939431565763531e-13,5.939693181744587e-14,1.0,2.0
82,0.8596491228070351,1.3952055364504745e-15,2.1147154682086316e-13,6.561418075534675e-14,1.0,2.0
83,0.8596491228070351,1.971080086109385e-15,2.3069623289548707e-13,7.066569551739121e-14,1.0,2.0
84,0.8596491228070338,2.5331426155006532e-15,2.5133449882853926e-13,7.632783294297951e-14,1.0,2.0
85,0.8596491228070346,2.6177992039823653e-15,2.739517765633909e-13,8.22675261247241e-14,1.0,2.0
86,0.8596491228070348,2.3963666127395034e-15,2.985480661000421e-13,8.820721930646869e-14,1.0,2.0
87,0.859649122807036,2.4238001784904035e-15,3.2540608341017847e-13,9.57012247226885e-14,1.0,2.0
88,0.8596491228070346,2.6492181652651752e-15,3.545258284938e-13,1.042499420123022e-13,1.0,2.0
89,0.8596491228070362,3.0798148886502438e-15,3.8619001732259237e-13,1.138533711753098e-13,1.0,2.0
90,0.8596491228070355,2.361346409703655e-15,4.209640818399268e-13,1.2434497875801753e-13,1.0,2.0
91,0.8596491228070333,2.405605030135398e-15,4.585653060741177e-13,1.3485551849405311e-13,1.0,2.0
92,0.8596491228070342,3.502892091823645e-15,4.995591219685364e-13,1.4574008340395049e-13,1.0,2.0
93,0.8596491228070349,3.662104228938745e-15,5.445109614665541e-13,1.5775551220059044e-13,1.0,2.0
94,0.8596491228070371,4.087344868099992e-15,5.934208245681708e-13,1.704777309264445e-13,1.0,2.0
95,0.8596491228070375,4.188640619903912e-15,6.471368591884435e-13,1.857403120197887e-13,1.0,2.0
96,0.8596491228070358,4.254659420117325e-15,7.053763493556866e-13,2.0272672429655358e-13,1.0,2.0
97,0.8596491228070366,4.276868037470517e-15,7.688460849991141e-13,2.2071233729548112e-13,1.0,2.0
98,0.8596491228070371,4.1683449539864156e-15,8.382528560479402e-13,2.404743071338089e-13,1.0,2.0
99,0.8596491228070381,4.164754846722299e-15,9.140207364596934e-13,2.615685446016869e-13,1.0,2.0
100,0.8596491228070375,3.580710593434118e-15,9.960083682485306e-13,2.846056723626589e-13,1.0,2.0
101,0.8596491228070366,3.569748546655473e-15,1.085912047244566e-12,3.095856904167249e-13,1.0,2.0
102,0.8596491228070373,4.011975635964711e-15,1.1838731314336424e-12,3.368416656712725e-13,1.0,2.0
103,0.8596491228070386,4.0091426714602366e-15,1.2904570527591309e-12,3.6654013157999543e-13,1.0,2.0
104,0.8596491228070391,4.325844999722448e-15,1.406229243164403e-12,3.986810881428937e-13,1.0,2.0
105,0.8596491228070372,4.679192763228399e-15,1.5330273564654152e-12,4.338751580235112e-13,1.0,2.0
106,0.859649122807037,4.800842393246793e-15,1.6716995405772243e-12,4.725109192804666e-13,1.0,2.0
107,0.8596491228070375,4.94536937864827e-15,1.8228112274432022e-12,5.145328607625288e-13,1.0,2.0
108,0.8596491228070361,4.988188100956577e-15,1.9877759969217765e-12,5.604960939820103e-13,1.0,2.0
109,0.8596491228070378,4.883752117034511e-15,2.1670179229704762e-12,6.106781746950674e-13,1.0,2.0
110,0.8596491228070371,5.061261242132447e-15,2.3629400913486287e-12,6.622480341889059e-13,1.0,2.0
111,0.8596491228070338,5.847314230681131e-15,2.5763906499712915e-12,7.175371408152387e-13,1.0,2.0
112,0.8596491228070335,5.5716656588060315e-15,2.809065894668578e-12,7.777667399011534e-13,1.0,2.0
113,0.8596491228070331,5.985512482138281e-15,3.0629448372422882e-12,8.429368314466501e-13,1.0,2.0
114,0.8596491228070324,6.284270566311542e-15,3.340006489494221e-12,9.137135492665038e-13,1.0,2.0
115,0.8596491228070329,6.0893422375872145e-15,3.64138171531112e-12,9.900968933607146e-13,1.0,2.0
116,0.8596491228070325,5.969801285488865e-15,3.970463106353212e-12,1.0788592241794959e-12,1.0,2.0
117,0.8596491228070324,6.0204686632265366e-15,4.32894695845061e-12,1.1767808949514347e-12,1.0,2.0
118,0.8596491228070332,5.911029723962962e-15,4.719660431320173e-12,1.2838063945252998e-12,1.0,2.0
119,0.8596491228070346,5.963438798530964e-15,5.145996116622128e-12,1.4008794124720225e-12,1.0,2.0
120,0.8596491228070358,6.131874572830456e-15,5.610781174073329e-12,1.5283885268502218e-12,1.0,2.0
121,0.8596491228070359,6.062695802030646e-15,6.117690911305693e-12,1.6674439606845226e-12,1.0,2.0
122,0.8596491228070375,6.5675393980365066e-15,6.670117919979445e-12,1.819544515058169e-12,1.0,2.0
123,0.8596491228070353,6.47159519364971e-15,7.2717375077264995e-12,1.98552285723963e-12,1.0,2.0
124,0.859649122807036,6.265159074071682e-15,7.928486709952255e-12,2.1664336991022992e-12,1.0,2.0
125,0.8596491228070371,6.026260772257635e-15,8.643758118316939e-12,2.3632207302171082e-12,1.0,2.0
126,0.8596491228070373,6.297531414000147e-15,9.424054200169322e-12,2.577826840877151e-12,1.0,2.0
127,0.8596491228070381,6.4617924682373494e-15,1.0275029274943116e-11,2.8113067429558214e-12,1.0,2.0
128,0.8596491228070378,6.276453134855867e-15,1.1203327167972934e-11,3.065492304443751e-12,1.0,2.0
129,0.8596491228070369,6.179799757702241e-15,1.2215026272650018e-11,3.3425484602389588e-12,1.0,2.0
130,0.8596491228070365,5.876167643956591e-15,1.3317901278195723e-11,3.64447361178577e-12,1.0,2.0
131,0.8596491228070365,5.542614391810672e-15,1.4520292305774775e-11,3.973876783192054e-12,1.0,2.0
132,0.8596491228070368,5.843691803510187e-15,1.5831104908495274e-11,4.332756375902136e-12,1.0,2.0
133,0.8596491228070371,6.149465165153249e-15,1.7260658219323743e-11,4.724332036687429e-12,1.0,2.0
134,0.8596491228070373,5.537168523314597e-15,1.8818705939283336e-11,5.151379323109495e-12,1.0,2.0
135,0.859649122807036,5.501391815497963e-15,2.0517546213142384e-11,5.617117881939748e-12,1.0,2.0
136,0.8596491228070361,5.667122455027822e-15,2.2369901259626733e-11,6.12515593800822e-12,1.0,2.0
137,0.8596491228070371,5.506454549870611e-15,2.4388917371419774e-11,6.679601316506023e-12,1.0,2.0
138,0.8596491228070362,5.556611190883023e-15,2.6590709358907584e-11,7.284450820321808e-12,1.0,2.0
139,0.859649122807036,5.652411846797454e-15,2.8990826600532876e-11,7.94431187500777e-12,1.0,2.0
140,0.8596491228070351,5.909649694944082e-15,3.160778699244106e-11,8.66412497302349e-12,1.0,2.0
141,0.8596491228070364,5.886924915086702e-15,3.446067386272091e-11,9.44921918488717e-12,1.0,2.0
142,0.8596491228070353,6.640421360094987e-15,3.7571539057163915e-11,1.0305145625721934e-11,1.0,2.0
143,0.8596491228070362,6.949201624186669e-15,4.0962858495519084e-11,1.1238510122524303e-11,1.0,2.0
144,0.8596491228070362,6.845720734695646e-15,4.466007661523812e-11,1.2256418102651878e-11,1.0,2.0
145,0.8596491228070353,7.0330320372081994e-15,4.8691323655503745e-11,1.336597499346226e-11,1.0,2.0
146,0.8596491228070345,6.9842607470392254e-15,5.3086567509314636e-11,1.4575396445337674e-11,1.0,2.0
147,0.8596491228070344,7.044070731788135e-15,5.787817915542881e-11,1.5894008331684972e-11,1.0,2.0
148,0.8596491228070333,6.921410138560506e-15,6.310220488023617e-11,1.7331469592818394e-11,1.0,2.0
149,0.8596491228070329,6.804127741845267e-15,6.879836627775856e-11,1.889843836977434e-11,1.0,2.0
150,0.8596491228070324,6.652731075215071e-15,7.500765716389041e-11,2.060729364927738e-11,1.0,2.0
151,0.8596491228070327,7.047755142918868e-15,8.177785653784658e-11,2.2470414418052087e-11,1.0,2.0
152,0.8596491228070327,6.921174561459125e-15,8.915872241064373e-11,2.4501844997359967e-11,1.0,2.0
153,0.8596491228070319,7.299909418399217e-15,9.720651526064733e-11,2.6717072998394542e-11,1.0,2.0
154,0.8596491228070335,7.543267222238254e-15,1.0598004000996798e-10,2.913275176652519e-11,0.9777777777777777,
155,0.8596491228070349,7.555165048968253e-15,1.1554601762792349e-10,3.1766811403599604e-11,0.9777777777777777,
156,0.8596491228070354,7.664563576251938e-15,1.2597540982340698e-10,3.463923592406104e-11,0.9777777777777777,
157,0.8596491228070349,7.664748204019425e-15,1.3734596348863197e-10,3.777139712113353e-11,0.9111111111111111,
158,0.8596491228070358,7.68293913931257e-15,1.4974277613107586e-10,4.118722030099775e-11,0.8888888888888888,
159,0.8596491228070381,8.281486776607579e-15,1.6325886130542323e-10,4.4911685481707764e-11,0.8888888888888888,
160,0.8596491228070378,6.971707857034223e-15,1.7799486589759414e-10,4.8972326194274274e-11,0.8888888888888888,
161,0.8596491228070366,7.287946439909813e-15,1.9406076642057434e-10,5.340050623914294e-11,0.8666666666666667,
162,0.8596491228070378,6.512405309570511e-15,2.1157699987830191e-10,5.822820003942297e-11,0.6444444444444445,
163,0.8596491228070382,5.635337255554364e-15,2.306741810496956e-10,6.349176739917084e-11,0.6222222222222222,
164,0.8596491228070395,5.851152675825693e-15,2.514950815004567e-10,6.923062123576074e-11,0.6222222222222222,
165,0.8596491228070406,6.3556771802733416e-15,2.7419547773098394e-10,7.548772718024566e-11,0.6222222222222222,
166,0.8596491228070419,6.419172800778473e-15,2.9894499932428877e-10,8.230965908850862e-11,0.6222222222222222,
167,0.8596491228070414,6.548068350654226e-15,3.259286838838394e-10,8.97473206862287e-11,0.6222222222222222,
168,0.8596491228070415,6.524665363071739e-15,3.5534782518147603e-10,9.785650068039331e-11,0.6,
169,0.8596491228070424,5.478630174511371e-15,3.8742223488518425e-10,1.0669815031505436e-10,0.4,
170,0.8596491228070424,6.7555698517943314e-15,4.2239151478096764e-10,1.1633849439363075e-10,0.4,
171,0.8596491228070444,6.812918313757289e-15,4.6051774257457876e-10,1.2684886474545465e-10,0.17777777777777778,
172,0.8596491228070426,6.3840297946828824e-15,5.020856132495052e-10,1.3830847578333305e-10,0.17777777777777778,
173,0.8596491228070413,5.9969335866666e-15,5.474054075846717e-10,1.508035363251281e-10,0.17777777777777778,
174,0.8596491228070413,5.356014431748956e-15,5.968159606721437e-10,1.6442702754915217e-10,0.17777777777777778,
175,0.8596491228070404,5.37988108217645e-15,6.506866409289286e-10,1.7928108997367076e-10,0.17777777777777778,
176,0.8596491228070426,5.52612331681869e-15,7.094197531827347e-10,1.9547674590114639e-10,0.17777777777777778,
177,0.8596491228070404,5.533906617697673e-15,7.734542139796043e-10,2.131351761747169e-10,0.17777777777777778,
178,0.85964912280704,5.554191488652525e-15,8.432685201016153e-10,2.3238844182316143e-10,0.17777777777777778,
179,0.8596491228070404,5.570638739066353e-15,9.193849893064568e-10,2.533802057058665e-10,0.17777777777777778,
180,0.8596491228070412,5.925251564148575e-15,1.0023717393392312e-09,2.762679529588752e-10,0.17777777777777778,
181,0.8596491228070415,5.975047564481796e-15,1.0928490490418166e-09,3.0122282446143345e-10,0.17777777777777778,
182,0.8596491228070398,5.594955264395108e-15,1.1914933163764713e-09,3.2843083808131723e-10,0.17777777777777778,
183,0.8596491228070404,6.1057963323974104e-15,1.2990417232393655e-09,3.5809555321009157e-10,0.17777777777777778,
184,0.8596491228070402,6.384848563512821e-15,1.416297465706058e-09,3.904386813857741e-10,0.17777777777777778,
185,0.8596491228070416,6.481845872221085e-15,1.5441373873627319e-09,4.257021402054306e-10,0.17777777777777778,
186,0.8596491228070414,6.514340271727275e-15,1.6835162200457695e-09,4.6414977417086334e-10,0.17777777777777778,
187,0.8596491228070404,6.523428604814994e-15,1.8354754893948606e-09,5.060685204227866e-10,0.17777777777777778,
188,0.85964912280704,6.570114346616017e-15,2.0011512895422246e-09,5.517719614545058e-10,0.13333333333333333,
189,0.8596491228070404,6.525602542561375e-15,2.181781633727872e-09,6.01601934935303e-10,0.13333333333333333,
190,0.8596491228070413,6.4214635159138356e-15,2.378716208000631e-09,6.559310317122424e-10,0.13333333333333333,
191,0.8596491228070411,6.827665743345905e-15,2.593426548993125e-09,7.151656489234881e-10,0.13333333333333333,
192,0.8596491228070419,6.8879751193337396e-15,2.8275176352766134e-09,7.797481549332019e-10,0.13333333333333333,
193,0.8596491228070406,6.6440721507905265e-15,3.08273778242e-09,8.501619963574569e-10,0.13333333333333333,
194,0.8596491228070396,6.5197106905242725e-15,3.3609953232321633e-09,9.269335299322279e-10,0.13333333333333333,
195,0.8596491228070402,6.238628249494033e-15,3.6643687855369363e-09,1.010636963005851e-09,0.13333333333333333,
196,0.8596491228070406,6.142037832654439e-15,3.995126116859181e-09,1.1018976286969462e-09,0.13333333333333333,
197,0.8596491228070395,6.474330843115895e-15,4.355738254791429e-09,1.2013981476322044e-09,0.13333333333333333,
198,0.8596491228070385,7.213737729762442e-15,4.748900047975789e-09,1.309882480260427e-09,0.13333333333333333,
199,0.8596491228070402,7.60376332288916e-15,5.177550328937934e-09,1.4281609228561365e-09,0.13333333333333333,
200,0.8596491228070406,7.051951773593655e-15,5.644891421489146e-09,1.5571181566365055e-09,0.13333333333333333,
201,0.8596491228070402,7.115789148064574e-15,6.1544162814596015e-09,1.6977173000753965e-09,0.13333333333333333,
202,0.859649122807041,7.693960791811848e-15,6.709932810271934e-09,1.851010178466339e-09,0.13333333333333333,
203,0.8596491228070415,7.679595258132319e-15,7.315590995674518e-09,2.0181425419707466e-09,0.13333333333333333,
204,0.859649122807044,7.878778616593116e-15,7.975918251237926e-09,2.200362558824054e-09,0.13333333333333333,
205,0.8596491228070458,8.06199112079084e-15,8.695848536100018e-09,2.399033027788988e-09,0.13333333333333333,
206,0.8596491228070446,7.804927019951525e-15,9.480761793843985e-09,2.6156389831832882e-09,0.13333333333333333,
207,0.8596491228070438,8.296951651895756e-15,1.0336523674092376e-08,2.8517998518218235e-09,0.13333333333333333,
208,0.8596491228070433,8.619470873724245e-15,1.1269529070766732e-08,3.1092802776910844e-09,0.13333333333333333,
209,0.859649122807043,9.055870048753687e-15,1.2286750607876737e-08,3.3900054985380734e-09,0.13333333333333333,
210,0.8596491228070418,8.90206577756009e-15,1.3395789528395119e-08,3.6960736693458784e-09,0.13333333333333333,
211,0.8596491228070418,8.859012655070114e-15,1.4604933509673854e-08,4.029772682212496e-09,0.13333333333333333,
212,0.8596491228070436,8.649017933693327e-15,1.592321843688399e-08,4.393596875207351e-09,0.13333333333333333,
213,0.8596491228070435,8.258779244917404e-15,1.7360495972132868e-08,4.790266183718472e-09,0.13333333333333333,
214,0.8596491228070431,8.211941601494594e-15,1.8927506212468855e-08,5.2227450142439125e-09,0.13333333333333333,
215,0.8596491228070462,7.977794208030777e-15,2.0635959818871114e-08,5.694266058675623e-09,0.13333333333333333,
216,0.8596491228070466,8.683900932112363e-15,2.2498623396473055e-08,6.208353664494126e-09,0.13333333333333333,
217,0.8596491228070497,8.836294110510077e-15,2.452941646614062e-08,6.768849980520741e-09,0.13333333333333333,
218,0.8596491228070491,9.161124915824785e-15,2.6743515362591874e-08,7.379944488850043e-09,0.13333333333333333,
219,0.8596491228070489,1.0258768378031656e-14,2.91574653312798e-08,8.046204147404978e-09,0.13333333333333333,
220,0.8596491228070484,1.0309449001776318e-14,3.17893060542837e-08,8.7726087505402e-09,0.13333333333333333,
221,0.8596491228070481,1.0404295838412608e-14,3.4658704244099925e-08,9.564587344357278e-09,0.13333333333333333,
222,0.8596491228070477,1.1208847381845172e-14,3.7787103341748885e-08,1.0428059193934303e-08,0.13333333333333333,
223,0.8596491228070466,1.127940728796027e-14,4.119788098957129e-08,1.1369477637135361e-08,0.13333333333333333,
224,0.8596491228070481,1.1352002750281373e-14,4.491652572871042e-08,1.2395878823401318e-08,0.13333333333333333,
225,0.8596491228070503,1.1198685825066976e-14,4.897082684288715e-08,1.3514934116276578e-08,0.13333333333333333,
226,0.8596491228070511,1.1073701520849232e-14,5.3391081165133216e-08,1.4735007158872548e-08,0.13333333333333333,
227,0.8596491228070529,1.0620320765325989e-14,5.821032122958037e-08,1.6065216656979686e-08,0.13333333333333333,
228,0.8596491228070542,1.0909669731027288e-14,6.346456024484984e-08,1.7515504324716602e-08,0.13333333333333333,
229,0.8596491228070561,1.124336705085533e-14,6.919306265323724e-08,1.9096709769073072e-08,0.13333333333333333,
230,0.8596491228070556,1.0835744640779046e-14,7.543863730717521e-08,2.082065037045666e-08,0.13333333333333333,
231,0.859649122807057,1.064544885514094e-14,8.224795637284949e-08,2.270021104422426e-08,0.13333333333333333,
232,0.8596491228070551,1.0569880292813555e-14,8.967190504985585e-08,2.474943877617264e-08,0.13333333333333333,
233,0.8596491228070582,1.087658721614282e-14,9.77659615414661e-08,2.6983648926393045e-08,0.13333333333333333,
234,0.8596491228070587,1.0974061833739682e-14,1.0659061264710637e-07,2.94195396377539e-08,0.13333333333333333,
235,0.859649122807056,1.1099624509946835e-14,1.1621180299803627e-07,3.207531523718998e-08,0.1111111111111111,
236,0.8596491228070555,1.1457426307372147e-14,1.2670143065844709e-07,3.4970824347446694e-08,0.1111111111111111,
237,0.8596491228070551,1.149259142838685e-14,1.3813788428580813e-07,3.8127706936119665e-08,0.1111111111111111,
238,0.8596491228070575,1.1422427935561899e-14,1.5060662665663216e-07,4.1569555353504484e-08,0.1111111111111111,
239,0.859649122807056,1.2092194351283729e-14,1.6420083501815137e-07,4.5322092523392143e-08,0.1111111111111111,
240,0.8596491228070533,1.2038928881958191e-14,1.7902209741775562e-07,4.941336273489583e-08,0.1111111111111111,
241,0.8596491228070543,1.1717619820803468e-14,1.9518117207809233e-07,5.387394225175868e-08,0.1111111111111111,
242,0.8596491228070539,1.1933389779970066e-14,2.1279881349313576e-07,5.873716668602924e-08,0.1111111111111111,
243,0.8596491228070536,1.1951276018389635e-14,2.3200667598843258e-07,6.403938146437582e-08,0.08888888888888889,
244,0.8596491228070536,1.1830584727912605e-14,2.5294829813811525e-07,6.982021177881492e-08,0.08888888888888889,
245,0.8596491228070532,1.2091834838072148e-14,2.757801741170766e-07,7.61228608481268e-08,0.08888888888888889,
246,0.8596491228070522,1.2400756326061841e-14,3.0067292400373496e-07,8.299442988413119e-08,0.06666666666666667,
247,0.8596491228070526,1.1890592440615683e-14,3.2781256854635004e-07,9.04862737516332e-08,0.06666666666666667,
248,0.8596491228070522,1.1811256417917022e-14,3.5740191927745595e-07,9.865438194145426e-08,0.06666666666666667,
249,0.8596491228070536,1.1788422692791344e-14,3.896620937301116e-07,1.0755979718002351e-07,0.06666666666666667,
250,0.8596491228070549,1.1903738536408169e-14,4.2483416861954484e-07,1.1726907367393125e-07,0.044444444444444446,
251,0.8596491228070534,1.1965360347067702e-14,4.6318098102660817e-07,1.2785477160326408e-07,0.044444444444444446,
252,0.8596491228070526,1.1868869970890014e-14,5.049890921429181e-07,1.3939600146395392e-07,0.044444444444444446,
253,0.8596491228070522,1.1973240272916514e-14,5.505709295511307e-07,1.519790145398936e-07,0.044444444444444446,
254,0.8596491228070527,1.2191799832730865e-14,6.002671209039298e-07,1.6569784716535807e-07,0.044444444444444446,
255,0.8596491228070509,1.1778829161695656e-14,6.544490399227096e-07,1.8065502388475707e-07,0.022222222222222223,
