step,class_id,count,a2_norm,b2_norm,ab_norm
4000,8,1,0.11691064977291576,0.8830893502270842,-0.32131378704093977
4000,9,1,0.9178955410405305,0.08210445895946945,0.2745238000218601
5000,0,1,0.20119932562374845,0.7988006743762516,-0.4008966911715502
5000,1,1,0.24990911079168443,0.7500908892083156,-0.43296021426338244
5000,2,1,0.7500908931628438,0.24990910683715611,0.4329602119791275
5000,3,1,0.7988006716903304,0.20119932830966955,0.40089669317345
5000,4,1,0.7500908822570307,0.24990911774296928,0.4329602182786544
5000,5,1,0.7988006849331418,0.20119931506685818,0.40089668330317385
5000,6,1,0.24990910707482006,0.7500908929251799,-0.4329602121164093
5000,7,1,0.2499091030214506,0.7500908969785494,-0.4329602097750607
5000,8,1,0.750090903934646,0.24990909606535408,0.4329602057570091
5000,9,1,0.2011993175332507,0.7988006824667493,-0.40089668514145244
