t,delta_NL
307,1.4949486960559832
308,1.1875323128780733
309,1.2163949425382317
310,1.564207908822144
311,1.9122425756098105
312,2.1055790309194116
313,2.083999085098367
314,1.8689086490285614
315,1.531743777148746
316,1.2097900067056861
317,1.1940908338407765
318,1.524470659326895
319,1.8821211318772735
320,2.0955525973089504
321,2.0957236070252163
322,1.8988612597608423
323,1.5686697075312022
324,1.2357212132000246
325,1.1758985831866189
326,1.4847695695106407
327,1.8505219180937924
328,2.0831618136199044
329,2.105407381341529
330,1.9274052449263028
331,1.6056013063682564
332,1.2647718712382154
333,1.1622048590299086
334,1.4455040989530543
335,1.817589665272039
336,2.068454224292912
337,2.1130229377976915
338,1.9543811186309406
339,1.6423994568412632
340,1.296344410149155
341,1.1533026762596048
342,1.407089892722736
343,1.7834461699642281
344,2.051494106288129
345,2.118536067284029
346,1.9796487817804742
347,1.6789055603882743
348,1.3298483300801358
349,1.149368286509075
350,1.3699441248048099
351,1.7481886208030484
352,2.032354122669807
353,2.121906670885881
354,2.003093501156803
355,1.7149461602468083
356,1.3647478827139388
357,1.15045089637775
358,1.3344760632825963
359,1.7118927781113704
360,2.011103592701007
361,2.123083200332692
362,2.024622407957922
363,1.7503427784270358
364,1.4006025356493255
365,1.1564888806153266
366,1.3010953190345012
367,1.6746315255008972
368,1.9878099965414997
369,2.1220049570063675
370,2.0441616916805474
371,1.78492092743205
372,1.4370790401300744
373,1.1673268988346932
374,1.2702183585764348
375,1.6365000123461366
376,1.9625489874618014
377,2.1186078576625955
378,2.061653933405622
379,1.81851437847361
380,1.47394086231318
381,1.1827288358629366
382,1.2422708477007454
383,1.597640984933975
384,1.9354155199030727
385,2.112833730777327
386,2.0770568805250273
387,1.85096440554711
388,1.511022013722035
389,1.202379414809566
390,1.2176825576279666
391,1.5582639174384665
392,1.9065307722705094
393,2.1046433711416106
394,2.090344048439127
395,1.8821194434653616
396,1.548198926456002
397,1.225881630647207
398,1.1968758624378162
399,1.5186519983704272
400,1.8760385285035734
401,2.0940282334899214
402,2.1015030741424994
403,1.9118357508853079
404,1.5853643531753083
405,1.2527583570696208
406,1.1802454184322244
407,1.4791542052414277
408,1.8440908601393344
409,2.081014890358873
410,2.1105295995918087
411,1.9399787942626427
412,1.6224051462955262
413,1.2824677637576414
414,1.1681288077562797
415,1.4401660027001206
416,1.8108295229480338
417,2.065659359500325
418,2.117418079902736
419,1.9664247360655076
420,1.6591871981458364
421,1.3144373048679046
422,1.1607748288535176
423,1.4021076346546477
424,1.7763728640052538
425,2.0480349229235593
426,2.1221540754205552
427,1.9910628512324602
428,1.6955531212237591
429,1.348112833140988
430,1.1583221805361863
431,1.365408854505858
432,1.7408146599829097
433,2.0282205091160375
434,2.124710884213778
435,2.013798511844706
436,1.7313324447746592
437,1.3830082844155194
438,1.1607964721023973
439,1.3305024040443263
440,1.7042349345950227
441,2.0062951102511097
442,2.1250497533010537
443,2.034554875300219
444,1.766355767487775
445,1.4187371123496673
446,1.16812113223636
447,1.2978218484726622
448,1.666718617790899
449,1.9823396276274319
450,2.123121982029467
451,2.053272233907487
452,1.8004631693239324
453,1.455015419339694
454,1.1801301629288155
455,1.2677986495627473
456,1.6283773373457116
457,1.956444157456794
458,2.1188734811208145
459,2.0699063548039187
460,1.8335044600999604
461,1.4916422804662803
462,1.1965742290134396
463,1.2408575537780326
464,1.5893702701201509
465,1.9287162618712137
466,2.112253655929709
467,2.0844275975031525
468,1.8653359384186985
469,1.5284714780871111
470,1.2171206597554831
471,1.2174118898617623
472,1.5499199466355118
473,1.899284485551881
474,2.1032281683679286
475,2.096820360422732
476,1.8958187395235662
477,1.5653851667725687
478,1.2413539278837038
479,1.197857232235953
480,1.5103187533248734
481,1.8682929698232469
482,2.0917909127925913
483,2.1070802345619857
484,1.9248195269924355
485,1.6022715471864986
486,1.268783786541105
487,1.1825574458242374
488,1.470923616536348
489,1.8358881282525645
490,2.077969044662102
491,2.1152073607250172
492,1.9522117881531968
493,1.639006485849501
494,1.2988668284160736
495,1.1718197217402115
496,1.4321407336786376
497,1.802203947054843
498,2.0618186383139037
499,2.1211982129629883
500,1.9778775553353476
