window_center,nontrivial_locks,freq_dispersion
2.600000000000000000e+03,0.000000000000000000e+00,6.087824975953134987e-02
2.650000000000000000e+03,0.000000000000000000e+00,4.922273797984421523e-02
2.700000000000000000e+03,0.000000000000000000e+00,4.998643411683140192e-02
2.750000000000000000e+03,0.000000000000000000e+00,6.060123298740050651e-02
2.800000000000000000e+03,0.000000000000000000e+00,6.501146401566491873e-02
2.850000000000000000e+03,0.000000000000000000e+00,7.681171523424416836e-02
2.900000000000000000e+03,0.000000000000000000e+00,7.869268886186575607e-02
2.950000000000000000e+03,0.000000000000000000e+00,6.300795574958452383e-02
3.000000000000000000e+03,0.000000000000000000e+00,4.967905422009204208e-02
3.050000000000000000e+03,0.000000000000000000e+00,6.147420899283955603e-02
3.100000000000000000e+03,0.000000000000000000e+00,7.512919611217724891e-02
3.150000000000000000e+03,0.000000000000000000e+00,7.260627410683938299e-02
3.200000000000000000e+03,0.000000000000000000e+00,6.345363322754929425e-02
3.250000000000000000e+03,0.000000000000000000e+00,6.178467497636282862e-02
3.300000000000000000e+03,0.000000000000000000e+00,6.839297071969679953e-02
3.350000000000000000e+03,0.000000000000000000e+00,6.670880973812483294e-02
3.400000000000000000e+03,0.000000000000000000e+00,5.725499050429018466e-02
3.450000000000000000e+03,0.000000000000000000e+00,5.092213232079393498e-02
3.500000000000000000e+03,0.000000000000000000e+00,4.226465550931349929e-02
3.550000000000000000e+03,0.000000000000000000e+00,3.342888829458528360e-02
3.600000000000000000e+03,0.000000000000000000e+00,3.483416340915223425e-02
3.650000000000000000e+03,0.000000000000000000e+00,4.047507692797232270e-02
3.700000000000000000e+03,0.000000000000000000e+00,3.282625027376800259e-02
3.750000000000000000e+03,0.000000000000000000e+00,2.529760474005992785e-02
3.800000000000000000e+03,0.000000000000000000e+00,3.149344678837070338e-02
3.850000000000000000e+03,0.000000000000000000e+00,3.843000278213278692e-02
3.900000000000000000e+03,0.000000000000000000e+00,4.816584705075916545e-02
3.950000000000000000e+03,0.000000000000000000e+00,5.441636572467915128e-02
4.000000000000000000e+03,0.000000000000000000e+00,5.060625123196406394e-02
4.050000000000000000e+03,0.000000000000000000e+00,4.239479917057990821e-02
4.100000000000000000e+03,0.000000000000000000e+00,3.715304285279295154e-02
4.150000000000000000e+03,0.000000000000000000e+00,3.396922142814347290e-02
4.200000000000000000e+03,0.000000000000000000e+00,3.466054928012996666e-02
4.250000000000000000e+03,0.000000000000000000e+00,3.598385414728242498e-02
4.300000000000000000e+03,0.000000000000000000e+00,4.081476497106416995e-02
4.350000000000000000e+03,0.000000000000000000e+00,4.574000970402340022e-02
4.400000000000000000e+03,0.000000000000000000e+00,4.448210515181619945e-02
4.450000000000000000e+03,0.000000000000000000e+00,4.008647089869663699e-02
4.500000000000000000e+03,0.000000000000000000e+00,3.639115354848546785e-02
4.550000000000000000e+03,0.000000000000000000e+00,3.222797245410054245e-02
4.600000000000000000e+03,0.000000000000000000e+00,2.926408189441327343e-02
4.650000000000000000e+03,0.000000000000000000e+00,2.830529195520791602e-02
4.700000000000000000e+03,0.000000000000000000e+00,2.500624660622673134e-02
4.750000000000000000e+03,0.000000000000000000e+00,1.878874308226521905e-02
4.800000000000000000e+03,0.000000000000000000e+00,2.260427447821976299e-02
4.850000000000000000e+03,0.000000000000000000e+00,2.257852538980575571e-02
4.900000000000000000e+03,0.000000000000000000e+00,1.959264777046328468e-02
4.950000000000000000e+03,0.000000000000000000e+00,2.288355960413328630e-02
5.000000000000000000e+03,0.000000000000000000e+00,2.519581847925899884e-02
5.050000000000000000e+03,0.000000000000000000e+00,2.953023074583180710e-02
5.100000000000000000e+03,0.000000000000000000e+00,3.377960383572809616e-02
5.150000000000000000e+03,0.000000000000000000e+00,3.478607796877342118e-02
5.200000000000000000e+03,0.000000000000000000e+00,3.351480993727829621e-02
5.250000000000000000e+03,0.000000000000000000e+00,3.041449384267390019e-02
5.300000000000000000e+03,0.000000000000000000e+00,2.514198130630928077e-02
5.350000000000000000e+03,0.000000000000000000e+00,2.010118383168211023e-02
5.400000000000000000e+03,0.000000000000000000e+00,2.056586145285330472e-02
5.450000000000000000e+03,0.000000000000000000e+00,2.397900610448667341e-02
5.500000000000000000e+03,0.000000000000000000e+00,2.621595862431452123e-02
5.550000000000000000e+03,0.000000000000000000e+00,2.733613155753615576e-02
5.600000000000000000e+03,0.000000000000000000e+00,2.868389734339238037e-02
5.650000000000000000e+03,0.000000000000000000e+00,2.886060927136405510e-02
5.700000000000000000e+03,0.000000000000000000e+00,2.722272703022625417e-02
5.750000000000000000e+03,0.000000000000000000e+00,2.323675391153968289e-02
5.800000000000000000e+03,0.000000000000000000e+00,1.785850437882894118e-02
5.850000000000000000e+03,0.000000000000000000e+00,1.829657940867396651e-02
5.900000000000000000e+03,0.000000000000000000e+00,2.179037242756017359e-02
5.950000000000000000e+03,0.000000000000000000e+00,2.311894885880944744e-02
6.000000000000000000e+03,0.000000000000000000e+00,2.155969811162406283e-02
6.050000000000000000e+03,0.000000000000000000e+00,1.679267193141016287e-02
6.100000000000000000e+03,0.000000000000000000e+00,1.579814779029302049e-02
6.150000000000000000e+03,0.000000000000000000e+00,1.912904911025808605e-02
6.200000000000000000e+03,0.000000000000000000e+00,2.301162506671607794e-02
6.250000000000000000e+03,0.000000000000000000e+00,2.542553819337734985e-02
6.300000000000000000e+03,0.000000000000000000e+00,2.510011511550856375e-02
6.350000000000000000e+03,0.000000000000000000e+00,2.320155240161695526e-02
6.400000000000000000e+03,0.000000000000000000e+00,2.058347370670573356e-02
6.450000000000000000e+03,0.000000000000000000e+00,1.539749668928661053e-02
6.500000000000000000e+03,0.000000000000000000e+00,8.634651332263588303e-03
6.550000000000000000e+03,0.000000000000000000e+00,7.558191816321897794e-03
6.600000000000000000e+03,0.000000000000000000e+00,1.285085897292478040e-02
6.650000000000000000e+03,0.000000000000000000e+00,1.788761657513935135e-02
6.700000000000000000e+03,0.000000000000000000e+00,1.963350638050428282e-02
6.750000000000000000e+03,0.000000000000000000e+00,1.799820323032383373e-02
6.800000000000000000e+03,0.000000000000000000e+00,1.558181661310884675e-02
6.850000000000000000e+03,0.000000000000000000e+00,1.410466140477051149e-02
6.900000000000000000e+03,0.000000000000000000e+00,1.527116487019125959e-02
6.950000000000000000e+03,0.000000000000000000e+00,1.770798073622534621e-02
7.000000000000000000e+03,0.000000000000000000e+00,1.868706397343010417e-02
7.050000000000000000e+03,0.000000000000000000e+00,1.827042287765692774e-02
7.100000000000000000e+03,0.000000000000000000e+00,1.700241207988416325e-02
7.150000000000000000e+03,0.000000000000000000e+00,1.502223744645726430e-02
7.200000000000000000e+03,0.000000000000000000e+00,1.332704706209382126e-02
7.250000000000000000e+03,0.000000000000000000e+00,1.286056766100752285e-02
7.300000000000000000e+03,0.000000000000000000e+00,1.332339771007761374e-02
7.350000000000000000e+03,0.000000000000000000e+00,1.359843856629056047e-02
7.400000000000000000e+03,0.000000000000000000e+00,1.278530400846222825e-02
7.450000000000000000e+03,0.000000000000000000e+00,1.057067857132166534e-02
7.500000000000000000e+03,0.000000000000000000e+00,7.109164302192918540e-03
7.550000000000000000e+03,0.000000000000000000e+00,6.236733224960836798e-03
7.600000000000000000e+03,0.000000000000000000e+00,8.881399230549326049e-03
7.650000000000000000e+03,0.000000000000000000e+00,1.120786667480077291e-02
7.700000000000000000e+03,0.000000000000000000e+00,1.179149930806690921e-02
7.750000000000000000e+03,0.000000000000000000e+00,8.901132350570131052e-03
7.800000000000000000e+03,0.000000000000000000e+00,5.135706495494953526e-03
7.850000000000000000e+03,0.000000000000000000e+00,5.488070327248676349e-03
7.900000000000000000e+03,0.000000000000000000e+00,9.143910465710024249e-03
7.950000000000000000e+03,0.000000000000000000e+00,1.221934975064677825e-02
8.000000000000000000e+03,0.000000000000000000e+00,1.259735551013067140e-02
8.050000000000000000e+03,0.000000000000000000e+00,1.105204737175131090e-02
8.100000000000000000e+03,0.000000000000000000e+00,8.940539869658363503e-03
8.150000000000000000e+03,0.000000000000000000e+00,7.992166891105951382e-03
8.200000000000000000e+03,0.000000000000000000e+00,9.362979711794073776e-03
8.250000000000000000e+03,0.000000000000000000e+00,1.125543789929138970e-02
8.300000000000000000e+03,0.000000000000000000e+00,1.230819069070358297e-02
8.350000000000000000e+03,0.000000000000000000e+00,1.251980961506494149e-02
8.400000000000000000e+03,0.000000000000000000e+00,1.251477578678780039e-02
8.450000000000000000e+03,0.000000000000000000e+00,1.213946336717066678e-02
8.500000000000000000e+03,0.000000000000000000e+00,1.143335529177036403e-02
8.550000000000000000e+03,0.000000000000000000e+00,1.073665835353928254e-02
8.600000000000000000e+03,0.000000000000000000e+00,9.364156908320150213e-03
8.650000000000000000e+03,0.000000000000000000e+00,7.032775860495829763e-03
8.700000000000000000e+03,0.000000000000000000e+00,4.383100137879341641e-03
8.750000000000000000e+03,0.000000000000000000e+00,1.960243366309833563e-03
8.800000000000000000e+03,0.000000000000000000e+00,3.668548726456923037e-03
8.850000000000000000e+03,0.000000000000000000e+00,6.196643313396709568e-03
8.900000000000000000e+03,0.000000000000000000e+00,7.909498801893953199e-03
8.950000000000000000e+03,0.000000000000000000e+00,9.247874498768862694e-03
9.000000000000000000e+03,0.000000000000000000e+00,9.681498985385731532e-03
9.050000000000000000e+03,0.000000000000000000e+00,9.452466289330914775e-03
9.100000000000000000e+03,0.000000000000000000e+00,9.382144061896373691e-03
9.150000000000000000e+03,0.000000000000000000e+00,9.111452075636999187e-03
9.200000000000000000e+03,0.000000000000000000e+00,8.414976777979928102e-03
9.250000000000000000e+03,0.000000000000000000e+00,7.667779915949827704e-03
9.300000000000000000e+03,0.000000000000000000e+00,6.686909089832042408e-03
9.350000000000000000e+03,0.000000000000000000e+00,5.256801265257848854e-03
9.400000000000000000e+03,0.000000000000000000e+00,4.071791086556118995e-03
9.450000000000000000e+03,0.000000000000000000e+00,4.013827989582582738e-03
9.500000000000000000e+03,0.000000000000000000e+00,4.924789644460195875e-03
9.550000000000000000e+03,0.000000000000000000e+00,6.047650452405934664e-03
9.600000000000000000e+03,0.000000000000000000e+00,6.671888199241754122e-03
9.650000000000000000e+03,0.000000000000000000e+00,6.689862341843704797e-03
9.700000000000000000e+03,0.000000000000000000e+00,6.194374038698859976e-03
9.750000000000000000e+03,0.000000000000000000e+00,5.380104822905833022e-03
9.800000000000000000e+03,0.000000000000000000e+00,4.700866048137079117e-03
9.850000000000000000e+03,0.000000000000000000e+00,4.413145473731437153e-03
9.900000000000000000e+03,0.000000000000000000e+00,4.644907486273441855e-03
9.950000000000000000e+03,0.000000000000000000e+00,5.135653428396651059e-03
1.000000000000000000e+04,0.000000000000000000e+00,5.447351060022443195e-03
1.005000000000000000e+04,0.000000000000000000e+00,5.601712145783425273e-03
1.010000000000000000e+04,0.000000000000000000e+00,5.720723950310135746e-03
1.015000000000000000e+04,0.000000000000000000e+00,5.649984935125276948e-03
1.020000000000000000e+04,0.000000000000000000e+00,5.511042806433648876e-03
1.025000000000000000e+04,0.000000000000000000e+00,5.521235496880596769e-03
1.030000000000000000e+04,0.000000000000000000e+00,5.415592143319749620e-03
1.035000000000000000e+04,0.000000000000000000e+00,5.183508498779539238e-03
1.040000000000000000e+04,0.000000000000000000e+00,5.049071774916103102e-03
1.045000000000000000e+04,0.000000000000000000e+00,4.813426446041450292e-03
1.050000000000000000e+04,0.000000000000000000e+00,4.484210983454753156e-03
1.055000000000000000e+04,0.000000000000000000e+00,4.239120858482174105e-03
1.060000000000000000e+04,0.000000000000000000e+00,3.911522627369687193e-03
1.065000000000000000e+04,0.000000000000000000e+00,3.566122280581770186e-03
1.070000000000000000e+04,0.000000000000000000e+00,3.239368706009134683e-03
1.075000000000000000e+04,0.000000000000000000e+00,2.792714197419674318e-03
1.080000000000000000e+04,0.000000000000000000e+00,2.535855143838278147e-03
1.085000000000000000e+04,0.000000000000000000e+00,2.460772675104833541e-03
1.090000000000000000e+04,0.000000000000000000e+00,2.481554173997849513e-03
1.095000000000000000e+04,0.000000000000000000e+00,2.870360284916189351e-03
1.100000000000000000e+04,0.000000000000000000e+00,3.252540668257331794e-03
1.105000000000000000e+04,0.000000000000000000e+00,3.512942843991276407e-03
1.110000000000000000e+04,0.000000000000000000e+00,3.804559793880022377e-03
1.115000000000000000e+04,0.000000000000000000e+00,3.890573164748605851e-03
1.120000000000000000e+04,0.000000000000000000e+00,3.811126282434473128e-03
1.125000000000000000e+04,0.000000000000000000e+00,3.744821620005460341e-03
1.130000000000000000e+04,0.000000000000000000e+00,3.504884007916285460e-03
1.135000000000000000e+04,0.000000000000000000e+00,3.167668446728962636e-03
1.140000000000000000e+04,0.000000000000000000e+00,2.935720491300462288e-03
1.145000000000000000e+04,0.000000000000000000e+00,2.660206343566137374e-03
1.150000000000000000e+04,0.000000000000000000e+00,2.449723000189272214e-03
1.155000000000000000e+04,0.000000000000000000e+00,2.449368940560475803e-03
1.160000000000000000e+04,0.000000000000000000e+00,2.490107675491137068e-03
1.165000000000000000e+04,0.000000000000000000e+00,2.612481948112361022e-03
1.170000000000000000e+04,0.000000000000000000e+00,2.772482910496512978e-03
1.175000000000000000e+04,0.000000000000000000e+00,2.853053965352797625e-03
1.180000000000000000e+04,0.000000000000000000e+00,2.915684122788753541e-03
1.185000000000000000e+04,0.000000000000000000e+00,2.929882443660691491e-03
1.190000000000000000e+04,0.000000000000000000e+00,2.858279979293289284e-03
1.195000000000000000e+04,0.000000000000000000e+00,2.770174163435227838e-03
1.200000000000000000e+04,0.000000000000000000e+00,2.659657246253132636e-03
1.205000000000000000e+04,0.000000000000000000e+00,2.514896142444601659e-03
1.210000000000000000e+04,0.000000000000000000e+00,2.381032363457073840e-03
1.215000000000000000e+04,0.000000000000000000e+00,2.257052966571602981e-03
1.220000000000000000e+04,0.000000000000000000e+00,2.141884055538971574e-03
1.225000000000000000e+04,0.000000000000000000e+00,2.047731611473794459e-03
1.230000000000000000e+04,0.000000000000000000e+00,1.963658893185199050e-03
1.235000000000000000e+04,0.000000000000000000e+00,1.898431168083669499e-03
1.240000000000000000e+04,0.000000000000000000e+00,1.838950862782936244e-03
1.245000000000000000e+04,0.000000000000000000e+00,1.772046815671373104e-03
1.250000000000000000e+04,0.000000000000000000e+00,1.723516228995084420e-03
1.255000000000000000e+04,0.000000000000000000e+00,1.668547560123232994e-03
1.260000000000000000e+04,0.000000000000000000e+00,1.608734476921010398e-03
1.265000000000000000e+04,0.000000000000000000e+00,1.579005896189406835e-03
1.270000000000000000e+04,0.000000000000000000e+00,1.534704249406348888e-03
1.275000000000000000e+04,0.000000000000000000e+00,1.501451763786473088e-03
1.280000000000000000e+04,0.000000000000000000e+00,1.503753629159597502e-03
1.285000000000000000e+04,0.000000000000000000e+00,1.468487110492185804e-03
1.290000000000000000e+04,0.000000000000000000e+00,1.451637214164626767e-03
1.295000000000000000e+04,0.000000000000000000e+00,1.461213120982272212e-03
1.300000000000000000e+04,0.000000000000000000e+00,1.410160302116435531e-03
1.305000000000000000e+04,0.000000000000000000e+00,1.379956616557044677e-03
1.310000000000000000e+04,0.000000000000000000e+00,1.363724165813772404e-03
1.315000000000000000e+04,0.000000000000000000e+00,1.277997747634176690e-03
1.320000000000000000e+04,0.000000000000000000e+00,1.213810119888009739e-03
1.325000000000000000e+04,0.000000000000000000e+00,1.152348321689062411e-03
1.330000000000000000e+04,0.000000000000000000e+00,1.034244027226001970e-03
1.335000000000000000e+04,0.000000000000000000e+00,9.570138572257158062e-04
1.340000000000000000e+04,0.000000000000000000e+00,8.923231468515598714e-04
1.345000000000000000e+04,0.000000000000000000e+00,8.288826001604055003e-04
1.350000000000000000e+04,0.000000000000000000e+00,8.497044087601297565e-04
1.355000000000000000e+04,0.000000000000000000e+00,8.824857846104830483e-04
1.360000000000000000e+04,0.000000000000000000e+00,9.439662411587882189e-04
1.365000000000000000e+04,0.000000000000000000e+00,1.044262357540314207e-03
1.370000000000000000e+04,0.000000000000000000e+00,1.100939898563538678e-03
1.375000000000000000e+04,0.000000000000000000e+00,1.161436300326907072e-03
1.380000000000000000e+04,0.000000000000000000e+00,1.220441301333100243e-03
1.385000000000000000e+04,0.000000000000000000e+00,1.214996696558861894e-03
1.390000000000000000e+04,0.000000000000000000e+00,1.210752081323121900e-03
1.395000000000000000e+04,0.000000000000000000e+00,1.203873652939048368e-03
1.400000000000000000e+04,0.000000000000000000e+00,1.134738157903917959e-03
1.405000000000000000e+04,0.000000000000000000e+00,1.075944607702647004e-03
1.410000000000000000e+04,0.000000000000000000e+00,1.028615305264236283e-03
1.415000000000000000e+04,0.000000000000000000e+00,9.286424245171895527e-04
1.420000000000000000e+04,0.000000000000000000e+00,8.496366638197824219e-04
1.425000000000000000e+04,0.000000000000000000e+00,8.005443664963505590e-04
1.430000000000000000e+04,0.000000000000000000e+00,7.141410869837653023e-04
1.435000000000000000e+04,0.000000000000000000e+00,6.580815869873621760e-04
1.440000000000000000e+04,0.000000000000000000e+00,6.462814191257018788e-04
1.445000000000000000e+04,0.000000000000000000e+00,6.176137996331196311e-04
1.450000000000000000e+04,0.000000000000000000e+00,6.148503076327388461e-04
1.455000000000000000e+04,0.000000000000000000e+00,6.442644600163909430e-04
1.460000000000000000e+04,0.000000000000000000e+00,6.669292682224211861e-04
1.465000000000000000e+04,0.000000000000000000e+00,6.934438275344434986e-04
1.470000000000000000e+04,0.000000000000000000e+00,7.266295987847073761e-04
1.475000000000000000e+04,0.000000000000000000e+00,7.580958316386343394e-04
1.480000000000000000e+04,0.000000000000000000e+00,7.812950012851877695e-04
1.485000000000000000e+04,0.000000000000000000e+00,7.962529880565922787e-04
1.490000000000000000e+04,0.000000000000000000e+00,8.147165670623979575e-04
1.495000000000000000e+04,0.000000000000000000e+00,8.239721082382214096e-04
1.500000000000000000e+04,0.000000000000000000e+00,8.187868758292089115e-04
1.505000000000000000e+04,0.000000000000000000e+00,8.209873368449256692e-04
1.510000000000000000e+04,0.000000000000000000e+00,8.175497669615459104e-04
1.515000000000000000e+04,0.000000000000000000e+00,7.980280913721805435e-04
1.520000000000000000e+04,0.000000000000000000e+00,7.877143193755251722e-04
1.525000000000000000e+04,0.000000000000000000e+00,7.760648179323678068e-04
1.530000000000000000e+04,0.000000000000000000e+00,7.491024639414225767e-04
1.535000000000000000e+04,0.000000000000000000e+00,7.312761101021001764e-04
1.540000000000000000e+04,0.000000000000000000e+00,7.154968990877308421e-04
1.545000000000000000e+04,0.000000000000000000e+00,6.865825450267855649e-04
1.550000000000000000e+04,0.000000000000000000e+00,6.654209018988828427e-04
1.555000000000000000e+04,0.000000000000000000e+00,6.482711586387178990e-04
1.560000000000000000e+04,0.000000000000000000e+00,6.210112107355585413e-04
1.565000000000000000e+04,0.000000000000000000e+00,5.994451908517086682e-04
1.570000000000000000e+04,0.000000000000000000e+00,5.825210048297620397e-04
1.575000000000000000e+04,0.000000000000000000e+00,5.589136974411524315e-04
1.580000000000000000e+04,0.000000000000000000e+00,5.387567030219966727e-04
1.585000000000000000e+04,0.000000000000000000e+00,5.228902481808593572e-04
1.590000000000000000e+04,0.000000000000000000e+00,5.037304134164271533e-04
1.595000000000000000e+04,0.000000000000000000e+00,4.858929281844358620e-04
1.600000000000000000e+04,0.000000000000000000e+00,4.714719672506617804e-04
1.605000000000000000e+04,0.000000000000000000e+00,4.566906062511901930e-04
1.610000000000000000e+04,0.000000000000000000e+00,4.413667330070987602e-04
1.615000000000000000e+04,0.000000000000000000e+00,4.285207147348071431e-04
1.620000000000000000e+04,0.000000000000000000e+00,4.174610743261967204e-04
1.625000000000000000e+04,0.000000000000000000e+00,4.043106143409175572e-04
1.630000000000000000e+04,0.000000000000000000e+00,3.930035582402083500e-04
1.635000000000000000e+04,0.000000000000000000e+00,3.846747029823003520e-04
1.640000000000000000e+04,0.000000000000000000e+00,3.730312905234404422e-04
1.645000000000000000e+04,0.000000000000000000e+00,3.631114630992841809e-04
1.650000000000000000e+04,0.000000000000000000e+00,3.564217040615124277e-04
1.655000000000000000e+04,0.000000000000000000e+00,3.455113765957063942e-04
1.660000000000000000e+04,0.000000000000000000e+00,3.367474073542801698e-04
1.665000000000000000e+04,0.000000000000000000e+00,3.306829329002334661e-04
1.670000000000000000e+04,0.000000000000000000e+00,3.198075705456474797e-04
1.675000000000000000e+04,0.000000000000000000e+00,3.119211779097064955e-04
1.680000000000000000e+04,0.000000000000000000e+00,3.056428254050856013e-04
1.685000000000000000e+04,0.000000000000000000e+00,2.942966803095181270e-04
1.690000000000000000e+04,0.000000000000000000e+00,2.869956030164983471e-04
1.695000000000000000e+04,0.000000000000000000e+00,2.798621042191215308e-04
1.700000000000000000e+04,0.000000000000000000e+00,2.677844622397933401e-04
1.705000000000000000e+04,0.000000000000000000e+00,2.608007334039897708e-04
1.710000000000000000e+04,0.000000000000000000e+00,2.523515713006563017e-04
1.715000000000000000e+04,0.000000000000000000e+00,2.395429139479212548e-04
1.720000000000000000e+04,0.000000000000000000e+00,2.326819824770321203e-04
1.725000000000000000e+04,0.000000000000000000e+00,2.226127006098161634e-04
1.730000000000000000e+04,0.000000000000000000e+00,2.093474399109682485e-04
1.735000000000000000e+04,0.000000000000000000e+00,2.025500192634068321e-04
1.740000000000000000e+04,0.000000000000000000e+00,1.906979410629363518e-04
1.745000000000000000e+04,0.000000000000000000e+00,1.775647543634003417e-04
1.750000000000000000e+04,0.000000000000000000e+00,1.709799955542004699e-04
1.755000000000000000e+04,0.000000000000000000e+00,1.573267673737868330e-04
1.760000000000000000e+04,0.000000000000000000e+00,1.453338620642035902e-04
1.765000000000000000e+04,0.000000000000000000e+00,1.394056903916527257e-04
1.770000000000000000e+04,0.000000000000000000e+00,1.241192877750159297e-04
1.775000000000000000e+04,0.000000000000000000e+00,1.149232822553757668e-04
1.780000000000000000e+04,0.000000000000000000e+00,1.104922941754394726e-04
1.785000000000000000e+04,0.000000000000000000e+00,9.413393103090635680e-05
1.790000000000000000e+04,0.000000000000000000e+00,9.036411430509029953e-05
1.795000000000000000e+04,0.000000000000000000e+00,8.866117415016937990e-05
1.800000000000000000e+04,0.000000000000000000e+00,7.288540046204432135e-05
1.805000000000000000e+04,0.000000000000000000e+00,7.748231395388951190e-05
1.810000000000000000e+04,0.000000000000000000e+00,7.930466089921786490e-05
1.815000000000000000e+04,0.000000000000000000e+00,6.722910523380287587e-05
1.820000000000000000e+04,0.000000000000000000e+00,7.941781050341792283e-05
1.825000000000000000e+04,0.000000000000000000e+00,8.356453225856511839e-05
1.830000000000000000e+04,0.000000000000000000e+00,7.648361434978640839e-05
1.835000000000000000e+04,0.000000000000000000e+00,9.124139308089947078e-05
1.840000000000000000e+04,0.000000000000000000e+00,9.561370819237919119e-05
1.845000000000000000e+04,0.000000000000000000e+00,9.180998901238324910e-05
1.850000000000000000e+04,0.000000000000000000e+00,1.055824294452552693e-04
1.855000000000000000e+04,0.000000000000000000e+00,1.089614528477947473e-04
1.860000000000000000e+04,0.000000000000000000e+00,1.065588366022669466e-04
1.865000000000000000e+04,0.000000000000000000e+00,1.179648266487945798e-04
1.870000000000000000e+04,0.000000000000000000e+00,1.199356969024845961e-04
1.875000000000000000e+04,0.000000000000000000e+00,1.178125104245755339e-04
1.880000000000000000e+04,0.000000000000000000e+00,1.264159947313299415e-04
1.885000000000000000e+04,0.000000000000000000e+00,1.269798640971399968e-04
1.890000000000000000e+04,0.000000000000000000e+00,1.245830866310308229e-04
1.895000000000000000e+04,0.000000000000000000e+00,1.303161203491199152e-04
1.900000000000000000e+04,0.000000000000000000e+00,1.296832127284244058e-04
1.905000000000000000e+04,0.000000000000000000e+00,1.267996524992588377e-04
1.910000000000000000e+04,0.000000000000000000e+00,1.297549054671157467e-04
1.915000000000000000e+04,0.000000000000000000e+00,1.282369689824171418e-04
1.920000000000000000e+04,0.000000000000000000e+00,1.248483397830895173e-04
1.925000000000000000e+04,0.000000000000000000e+00,1.251960700351219876e-04
1.930000000000000000e+04,0.000000000000000000e+00,1.231412258436643864e-04
1.935000000000000000e+04,0.000000000000000000e+00,1.193378950671384209e-04
1.940000000000000000e+04,0.000000000000000000e+00,1.172903180825513026e-04
