step,time,crossing_flag,splitting_fraction,direction_1_occupation,direction_2_occupation,direction_3_occupation,direction_4_occupation,other_rotating_occupation,kernel_occupation,occupation_sum,plane_1_occupation,plane_2_occupation,norm_error,conservation_error,projection_closure_error
575,575,0,1.3766765505e-14,5.0000000000e-01,5.0000000000e-01,4.6554174826e-24,4.6314342360e-24,4.2179126062e-28,1.3766765496e-14,1.0000000000e+00,1.0000000000e+00,9.2868517185e-24,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
600,600,0,4.7739590059e-14,5.0000000000e-01,5.0000000000e-01,9.6168878954e-24,9.4931976695e-24,0.0000000000e+00,4.7739590040e-14,1.0000000000e+00,1.0000000000e+00,1.9110085565e-23,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
625,625,0,1.6409096304e-13,5.0000000000e-01,5.0000000000e-01,2.0066266727e-23,1.9459910798e-23,1.6048712838e-28,1.6409096300e-13,1.0000000000e+00,1.0000000000e+00,3.9526177525e-23,1.7763568394e-15,1.7763568394e-15,0.0000000000e+00
650,650,0,5.6310511809e-13,5.0000000000e-01,5.0000000000e-01,4.2905240525e-23,3.9906834141e-23,1.0173960685e-27,5.6310511801e-13,1.0000000000e+00,1.0000000000e+00,8.2812074666e-23,2.2204460493e-15,2.2204460493e-15,0.0000000000e+00
675,675,0,1.9347856650e-12,5.0000000000e-01,5.0000000000e-01,9.6972703967e-23,8.2102226381e-23,3.7358840588e-27,1.9347856648e-12,1.0000000000e+00,1.0000000000e+00,1.7907493035e-22,2.1094237468e-15,2.1094237468e-15,0.0000000000e+00
700,700,0,6.6457950254e-12,4.9999999999e-01,5.0000000000e-01,2.4689251185e-22,1.7227062077e-22,2.2414308286e-26,6.6457950250e-12,1.0000000000e+00,9.9999999999e-01,4.1916313262e-22,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
725,725,0,2.2829182988e-11,4.9999999998e-01,4.9999999999e-01,7.8658298875e-22,4.0239239970e-22,1.7849669297e-25,2.2829182987e-11,1.0000000000e+00,9.9999999998e-01,1.1889753885e-21,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
750,750,0,7.8420159255e-11,4.9999999994e-01,4.9999999998e-01,3.5095604330e-21,1.4185799005e-21,1.1040842611e-24,7.8420159250e-11,1.0000000000e+00,9.9999999992e-01,4.9281403335e-21,2.2204460493e-15,2.2204460493e-15,0.0000000000e+00
775,775,0,2.6937940767e-10,4.9999999980e-01,4.9999999993e-01,2.2630349662e-20,9.9783371561e-21,5.2829357191e-24,2.6937940764e-10,1.0000000000e+00,9.9999999973e-01,3.2608686818e-20,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
800,800,0,9.2533791740e-10,4.9999999930e-01,4.9999999978e-01,1.9434268812e-19,1.0420868585e-19,2.0737986741e-23,9.2533791710e-10,1.0000000000e+00,9.9999999907e-01,2.9855137397e-19,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
825,825,0,3.1786044907e-09,4.9999999759e-01,4.9999999923e-01,1.9760900306e-18,1.2034117614e-18,6.6587011874e-23,3.1786044875e-09,1.0000000000e+00,9.9999999682e-01,3.1795017920e-18,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
850,850,0,1.0918743909e-08,4.9999999173e-01,4.9999999735e-01,2.1841035759e-17,1.4152999123e-17,1.7865896127e-22,1.0918743873e-08,1.0000000000e+00,9.9999998908e-01,3.5994034882e-17,1.8873791419e-15,1.8873791419e-15,0.0000000000e+00
875,875,0,3.7506696970e-08,4.9999997158e-01,4.9999999091e-01,2.5062969691e-16,1.6693700321e-16,3.8633409664e-22,3.7506696553e-08,1.0000000000e+00,9.9999996249e-01,4.1756670012e-16,1.6653345369e-15,1.6653345369e-15,0.0000000000e+00
900,900,0,1.2883825118e-07,4.9999990238e-01,4.9999996878e-01,2.9228523927e-15,1.9698316838e-15,7.0381098848e-22,1.2883824629e-07,1.0000000000e+00,9.9999987116e-01,4.8926840765e-15,1.6653345369e-15,1.6653345369e-15,0.0000000000e+00
925,925,0,4.4256835341e-07,4.9999966467e-01,4.9999989276e-01,3.4319791209e-14,2.3244227990e-14,1.1325020694e-21,4.4256829585e-07,1.0000000000e+00,9.9999955743e-01,5.7564019199e-14,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
950,950,0,1.5202474496e-06,4.9999884814e-01,4.9999963161e-01,4.0413059849e-13,2.7427866799e-13,3.6579744223e-21,1.5202467712e-06,1.0000000000e+00,9.9999847975e-01,6.7840926648e-13,1.3322676296e-15,1.3322676296e-15,1.1102230246e-16
975,975,0,5.2220700474e-06,4.9999604334e-01,4.9999873459e-01,4.7643829811e-12,3.2363466277e-12,1.3771564825e-20,5.2220620467e-06,1.0000000000e+00,9.9999477793e-01,8.0007296088e-12,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
1000,1000,0,1.7937096607e-05,4.9998640949e-01,4.9999565341e-01,5.6191321894e-11,3.8184185489e-11,6.3028551888e-20,1.7937002232e-05,1.0000000000e+00,9.9998206290e-01,9.4375507382e-11,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
1025,1025,0,6.1602239449e-05,4.9995332625e-01,4.9998507151e-01,6.6265639910e-10,4.5040180511e-10,6.0627649820e-19,6.1601126391e-05,1.0000000000e+00,9.9993839776e-01,1.1130582042e-09,1.7763568394e-15,1.7763568394e-15,0.0000000000e+00
1050,1050,0,2.1145471340e-04,4.9983979777e-01,4.9994874751e-01,7.8070340185e-09,5.3080560065e-09,6.8926880085e-17,2.1144159831e-04,1.0000000000e+00,9.9978854529e-01,1.3115090025e-08,1.7763568394e-15,1.7763568394e-15,0.0000000000e+00
1075,1075,0,7.2455646999e-04,4.9945116999e-01,4.9982427354e-01,9.1648664827e-08,6.2368586763e-08,9.2090897980e-15,7.2440245273e-04,1.0000000000e+00,9.9927544353e-01,1.5401725159e-07,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
1100,1100,0,2.4678316472e-03,4.9813194141e-01,4.9940022694e-01,1.0627056576e-06,7.2535833343e-07,1.2708483005e-12,2.4660435819e-03,1.0000000000e+00,9.9753216835e-01,1.7880639910e-06,1.9984014443e-15,1.9984014443e-15,0.0000000000e+00
1125,1125,0,8.2378501816e-03,4.9377803586e-01,4.9798411395e-01,1.1825044071e-05,8.1529108940e-06,1.7190729981e-10,8.2178720547e-03,1.0000000000e+00,9.9176214982e-01,1.9977954965e-05,1.6653345369e-15,1.6653345369e-15,0.0000000000e+00
1150,1150,0,2.5805039000e-02,4.8064033336e-01,4.9355462764e-01,1.1566435301e-04,8.2357978432e-05,2.1196808030e-08,2.5606995472e-02,1.0000000000e+00,9.7419496100e-01,1.9802233144e-04,1.7763568394e-15,1.7763568394e-15,0.0000000000e+00
1175,1175,1,6.8275673526e-02,4.4959997031e-01,4.8212435616e-01,8.2895040423e-04,6.1128974270e-04,2.1841301955e-06,6.6833249249e-02,1.0000000000e+00,9.3172432647e-01,1.4402401469e-03,1.3322676296e-15,1.3322676296e-15,2.2204460493e-16
1200,1200,1,1.3332104427e-01,4.0408734049e-01,4.6259161524e-01,2.7224708915e-03,3.5100285387e-03,2.4993965500e-05,1.2706355087e-01,1.0000000000e+00,8.6667895573e-01,6.2324994302e-03,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
1225,1225,1,1.9283242533e-01,3.6629171547e-01,4.4087585920e-01,5.4633939760e-03,1.1724180163e-02,1.5985136871e-04,1.7548499982e-01,1.0000000000e+00,8.0716757467e-01,1.7187574139e-02,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
1250,1250,1,2.4346024565e-01,3.4472663385e-01,4.1181312050e-01,6.5091407263e-03,3.2282066866e-02,7.4241832086e-04,2.0392661974e-01,1.0000000000e+00,7.5653975435e-01,3.8791207593e-02,1.3322676296e-15,1.3322676296e-15,2.2204460493e-16
1275,1275,1,3.0683441546e-01,3.3253123360e-01,3.6063435094e-01,3.7190314090e-03,6.9220918558e-02,3.1698468019e-03,2.3072461869e-01,1.0000000000e+00,6.9316558454e-01,7.2939949967e-02,1.2212453271e-15,1.2212453271e-15,2.2204460493e-16
1300,1300,1,3.8339070897e-01,3.2021911300e-01,2.9639017803e-01,3.8722740215e-03,1.1186289168e-01,4.3909122265e-04,2.6721645205e-01,1.0000000000e+00,6.1660929103e-01,1.1573516570e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
1325,1325,1,4.5795823926e-01,2.9877292966e-01,2.4326883108e-01,7.6092512851e-03,1.4253325242e-01,1.1617715885e-04,3.0769955839e-01,1.0000000000e+00,5.4204176074e-01,1.5014250371e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
1350,1350,1,5.1950556631e-01,2.7745004590e-01,2.0304438779e-01,1.6242308239e-02,1.5906701300e-01,1.9041671348e-04,3.4400582836e-01,1.0000000000e+00,4.8049443369e-01,1.7530932123e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
1375,1375,1,5.6290841784e-01,2.6510855451e-01,1.7198302766e-01,2.4029315313e-02,1.7162069650e-01,2.6821734376e-04,3.6699018868e-01,1.0000000000e+00,4.3709158216e-01,1.9565001181e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1400,1400,1,5.8549718225e-01,2.6256143372e-01,1.5194138403e-01,2.3071065397e-02,1.9474398231e-01,7.4347859590e-04,3.6693865595e-01,1.0000000000e+00,4.1450281775e-01,2.1781504771e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1425,1425,1,5.8815217152e-01,2.6491957004e-01,1.4692825844e-01,1.5632681275e-02,2.2325908790e-01,1.4812591810e-03,3.4777914316e-01,1.0000000000e+00,4.1184782848e-01,2.3889176918e-01,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
1450,1450,1,5.7274126913e-01,2.6060854132e-01,1.6665018956e-01,1.3916694002e-02,2.3726227208e-01,5.4043822989e-04,3.2102186482e-01,1.0000000000e+00,4.2725873087e-01,2.5117896608e-01,6.6613381478e-16,6.6613381478e-16,0.0000000000e+00
1475,1475,1,5.4952909158e-01,2.3949711230e-01,2.1097379612e-01,2.0318729674e-02,2.3259960554e-01,7.0960399411e-04,2.9590115237e-01,1.0000000000e+00,4.5047090842e-01,2.5291833521e-01,9.9920072216e-16,9.9920072216e-16,0.0000000000e+00
1500,1500,1,5.2662861654e-01,2.1157138683e-01,2.6179999663e-01,2.5922386720e-02,2.2395553987e-01,3.0829157317e-03,2.7366777422e-01,1.0000000000e+00,4.7337138346e-01,2.4987792659e-01,1.1102230246e-15,1.1102230246e-15,2.2204460493e-16
1525,1525,1,5.0755708739e-01,1.8871931789e-01,3.0372359472e-01,3.0370334374e-02,2.2398691360e-01,2.8412657372e-03,2.5035857368e-01,1.0000000000e+00,4.9244291261e-01,2.5435724797e-01,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
1550,1550,1,5.2041027986e-01,1.6730102937e-01,3.1228869077e-01,3.9217031153e-02,2.3265651556e-01,2.2564372092e-03,2.4628029594e-01,1.0000000000e+00,4.7958972014e-01,2.7187354671e-01,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
1575,1575,1,5.6200237592e-01,1.5015343872e-01,2.8784418536e-01,5.6846400736e-02,2.5022562452e-01,5.5538468920e-04,2.5437496598e-01,1.0000000000e+00,4.3799762408e-01,3.0707202525e-01,1.2212453271e-15,1.2212453271e-15,0.0000000000e+00
1600,1600,1,6.0415714996e-01,1.2672595365e-01,2.6911689639e-01,7.6743548525e-02,2.7781703639e-01,4.6800027044e-04,2.4912856477e-01,1.0000000000e+00,3.9584285004e-01,3.5456058492e-01,1.1102230246e-15,1.1102230246e-15,1.1102230246e-16
1625,1625,1,6.3859122831e-01,9.0943682308e-02,2.7046508939e-01,9.4235909239e-02,3.1588122358e-01,2.0810199543e-03,2.2639307553e-01,1.0000000000e+00,3.6140877169e-01,4.1011713282e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1650,1650,1,6.7226030196e-01,5.6319647481e-02,2.7142005056e-01,1.1607639569e-01,3.4898973994e-01,3.9309374509e-03,2.0326322889e-01,1.0000000000e+00,3.2773969804e-01,4.6506613563e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1675,1675,1,7.1372397626e-01,3.8149964594e-02,2.4812605914e-01,1.4569186374e-01,3.5979702963e-01,4.4240431892e-03,2.0381103971e-01,1.0000000000e+00,2.8627602374e-01,5.0548889336e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1700,1700,1,7.6350581565e-01,3.2382478309e-02,2.0411170604e-01,1.7849946965e-01,3.4711435077e-01,3.1737068851e-03,2.3471828834e-01,1.0000000000e+00,2.3649418435e-01,5.2561382043e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1725,1725,1,8.1547858321e-01,2.8023931231e-02,1.5649748556e-01,2.0744897018e-01,3.1709598780e-01,1.8204155393e-03,2.8911320969e-01,1.0000000000e+00,1.8452141679e-01,5.2454495798e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1750,1750,1,8.5268652496e-01,2.1297849813e-02,1.2601562523e-01,2.2405144158e-01,2.8028357506e-01,1.1895791631e-03,3.4716192915e-01,1.0000000000e+00,1.4731347504e-01,5.0433501664e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1775,1775,1,8.6042120496e-01,1.5592387024e-02,1.2398640802e-01,2.2542129083e-01,2.4403857313e-01,1.6168564085e-03,3.8934448459e-01,1.0000000000e+00,1.3957879504e-01,4.6945986396e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
1800,1800,1,8.4034595894e-01,1.5907290495e-02,1.4374675056e-01,2.1300514339e-01,2.0984637777e-01,4.6022263481e-03,4.1289221144e-01,1.0000000000e+00,1.5965404106e-01,4.2285152115e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
1825,1825,1,8.0762468754e-01,2.7198854381e-02,1.6517645808e-01,1.7951422632e-01,1.8699741728e-01,1.4381698005e-02,4.2673134594e-01,1.0000000000e+00,1.9237531246e-01,3.6651164360e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
1850,1850,1,7.8028218815e-01,4.7237253465e-02,1.7248055838e-01,1.5232129125e-01,1.8762533613e-01,9.2271455547e-03,4.3110841522e-01,1.0000000000e+00,2.1971781185e-01,3.3994662738e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1875,1875,1,7.6960147207e-01,6.0297098985e-02,1.7010142895e-01,1.4205987617e-01,1.8838813540e-01,3.7599268075e-03,4.3539353369e-01,1.0000000000e+00,2.3039852793e-01,3.3044801158e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1900,1900,1,7.7824732108e-01,6.5224085283e-02,1.5652859364e-01,1.4643845053e-01,1.8130037186e-01,3.3206064619e-03,4.4718789223e-01,1.0000000000e+00,2.2175267892e-01,3.2773882239e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
1925,1925,1,7.9126175934e-01,6.8707130544e-02,1.4003111012e-01,1.5820757258e-01,1.7333259780e-01,5.1575585725e-03,4.5456403038e-01,1.0000000000e+00,2.0873824066e-01,3.3154017038e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
1950,1950,1,7.9331316556e-01,7.6432054542e-02,1.3025477990e-01,1.6793553701e-01,1.7444378003e-01,6.6166035578e-03,4.4431724497e-01,1.0000000000e+00,2.0668683444e-01,3.4237931703e-01,6.6613381478e-16,6.6613381478e-16,0.0000000000e+00
1975,1975,1,7.8267162034e-01,8.2105387357e-02,1.3522299231e-01,1.7686934877e-01,1.8585386596e-01,4.8012702418e-03,4.1514713536e-01,1.0000000000e+00,2.1732837966e-01,3.6272321473e-01,4.4408920985e-16,4.4408920985e-16,2.2204460493e-16
2000,2000,1,7.6710000952e-01,7.9369714792e-02,1.5353027569e-01,1.8430348902e-01,1.9994974542e-01,2.6366855568e-03,3.8021008952e-01,1.0000000000e+00,2.3289999048e-01,3.8425323444e-01,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
2025,2025,1,7.5970975979e-01,7.1095123664e-02,1.6919511655e-01,1.8490653961e-01,2.1441739387e-01,1.5235019293e-03,3.5886232439e-01,1.0000000000e+00,2.4029024021e-01,3.9932393347e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2050,2050,1,7.7434327614e-01,6.3791917817e-02,1.6186480604e-01,1.8494663384e-01,2.2304203700e-01,1.0898751688e-03,3.6526473013e-01,1.0000000000e+00,2.2565672386e-01,4.0798867084e-01,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2075,2075,1,8.0676925111e-01,6.2126066956e-02,1.3110468193e-01,1.9373306060e-01,2.2015427343e-01,1.7709704239e-03,3.9111094666e-01,1.0000000000e+00,1.9323074889e-01,4.1388733403e-01,6.6613381478e-16,6.6613381478e-16,2.2204460493e-16
2100,2100,1,8.3943249138e-01,6.5607361378e-02,9.4960147246e-02,2.1395674818e-01,2.1110514162e-01,2.4817374886e-03,4.1188886409e-01,1.0000000000e+00,1.6056750862e-01,4.2506188980e-01,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2125,2125,1,8.6480872851e-01,6.8452192320e-02,6.6739079167e-02,2.4198206985e-01,2.0204631837e-01,3.5533934887e-03,4.1722694681e-01,1.0000000000e+00,1.3519127149e-01,4.4402838821e-01,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2150,2150,1,8.8770349901e-01,6.3900913498e-02,4.8395587492e-02,2.7125345947e-01,1.9462362840e-01,5.7554752849e-03,4.1607093585e-01,1.0000000000e+00,1.1229650099e-01,4.6587708788e-01,1.1102230246e-16,1.1102230246e-16,0.0000000000e+00
2175,2175,1,9.1405614412e-01,5.1971046583e-02,3.3972809294e-02,2.9670745550e-01,1.9014987654e-01,5.1984855654e-03,4.2200032652e-01,1.0000000000e+00,8.5943855877e-02,4.8685733204e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2200,2200,1,9.3971703004e-01,4.0053408719e-02,2.0229561241e-02,3.1158462200e-01,1.8200238665e-01,1.7304035576e-03,4.4439961783e-01,1.0000000000e+00,6.0282969961e-02,4.9358700865e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2225,2225,1,9.5539418616e-01,3.6549456324e-02,8.0563575150e-03,3.0781125308e-01,1.6766869788e-01,9.2139726649e-04,4.7899283793e-01,1.0000000000e+00,4.4605813839e-02,4.7547995097e-01,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
2250,2250,1,9.5996090823e-01,3.9573296929e-02,4.6579484595e-04,2.9238972952e-01,1.5539660763e-01,9.1747647967e-04,5.1125709460e-01,1.0000000000e+00,4.0039091775e-02,4.4778633715e-01,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2275,2275,1,9.5551501844e-01,4.1648384771e-02,2.8365967850e-03,2.8038999350e-01,1.4761642205e-01,1.3713351393e-03,5.2613726776e-01,1.0000000000e+00,4.4484981556e-02,4.2800641555e-01,3.3306690739e-16,3.3306690739e-16,0.0000000000e+00
2300,2300,1,9.4683263461e-01,4.1453180982e-02,1.1714184410e-02,2.8639081996e-01,1.3876403691e-01,2.2488004942e-03,5.1942897724e-01,1.0000000000e+00,5.3167365392e-02,4.2515485687e-01,3.3306690739e-16,3.3306690739e-16,1.1102230246e-16
2325,2325,1,9.3799120849e-01,4.3328435365e-02,1.8680356146e-02,3.0585071643e-01,1.2476139242e-01,3.6475044714e-03,5.0373159517e-01,1.0000000000e+00,6.2008791511e-02,4.3061210885e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2350,2350,1,9.2636719515e-01,5.1657136316e-02,2.1975668531e-02,3.2038065354e-01,1.0857812412e-01,5.1604290151e-03,4.9224798848e-01,1.0000000000e+00,7.3632804847e-02,4.2895877766e-01,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2375,2375,1,9.0713737694e-01,6.6809535508e-02,2.6053087552e-02,3.1753260252e-01,9.8290991765e-02,4.0942365785e-03,4.8721954608e-01,1.0000000000e+00,9.2862623060e-02,4.1582359428e-01,1.1102230246e-16,1.1102230246e-16,0.0000000000e+00
2400,2400,1,8.8255903524e-01,8.1286989399e-02,3.6153975359e-02,3.0159561136e-01,9.7330787212e-02,2.1672228736e-03,4.8146541380e-01,1.0000000000e+00,1.1744096476e-01,3.9892639857e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2425,2425,1,8.6064985349e-01,8.6845385864e-02,5.2504760645e-02,2.9142164203e-01,1.0060169146e-01,1.0739228412e-03,4.6755259716e-01,1.0000000000e+00,1.3935014651e-01,3.9202333349e-01,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
2450,2450,1,8.4104454464e-01,8.8334145879e-02,7.0621309477e-02,2.9765575483e-01,9.3407276978e-02,5.2831234761e-04,4.4945320049e-01,1.0000000000e+00,1.5895545536e-01,3.9106303181e-01,6.6613381478e-16,6.6613381478e-16,0.0000000000e+00
2475,2475,1,8.1855782324e-01,9.8045173891e-02,8.3397002873e-02,3.1123829234e-01,6.7835196023e-02,1.7740636056e-03,4.3771027127e-01,1.0000000000e+00,1.8144217676e-01,3.7907348836e-01,6.6613381478e-16,6.6613381478e-16,2.2204460493e-16
