case,step,C_memory,delta_C_memory_forward,R2_memory,R3_memory,reaction_memory_abs_sum,c_effect_increment_abs,blind_signal_ratio,Q_raw,Q_closed
slow_C_strong_reaction,19,4.445974974414081e-06,1.5903404187907854e-07,6.739221978440033e-06,4.21201373652502e-06,1.0951235714965054e-05,1.5903404187907854e-10,1.452201797298142e-05,1.539721068937913e-08,0.0
slow_C_strong_reaction,20,4.6050090162931594e-06,1.5426895897231314e-07,6.832592256472607e-06,4.270370160295379e-06,1.1102962416767987e-05,1.5426895897231315e-10,1.38943962144132e-05,1.5707971433061147e-08,0.0
slow_C_strong_reaction,21,4.7592779752654726e-06,1.4964690151243884e-07,6.916641088931291e-06,4.322900680582059e-06,1.123954176951335e-05,1.4964690151243884e-10,1.3314324069540627e-05,1.5998819744778824e-08,0.0
slow_C_strong_reaction,22,4.908924876777911e-06,1.4516357144311258e-07,6.992300811819699e-06,4.370188007387314e-06,1.1362488819207013e-05,1.4516357144311258e-10,1.2775684425557352e-05,1.6271413695984923e-08,0.0
slow_C_strong_reaction,23,5.054088448221024e-06,1.4081480037932411e-07,7.060410508404412e-06,4.412756567752759e-06,1.1473167076157171e-05,1.4081480037932412e-10,1.2273402753103523e-05,1.6527255524378194e-08,0.0
slow_C_strong_reaction,24,5.194903248600348e-06,1.3659654564427206e-07,7.121725336403275e-06,4.451078335252047e-06,1.1572803671655321e-05,1.3659654564427207e-10,1.1803237099652095e-05,1.6767706920255667e-08,0.0
slow_C_strong_reaction,25,5.33149979424462e-06,1.3250488643243842e-07,7.1769249222633445e-06,4.48557807641459e-06,1.1662502998677934e-05,1.3250488643243842e-10,1.1361616494114447e-05,1.6994002792922554e-08,0.0
slow_C_strong_reaction,26,5.4640046806770586e-06,1.2853602009431662e-07,7.2266209158386636e-06,4.516638072399165e-06,1.1743258988237829e-05,1.285360200943166e-10,1.094551522903988e-05,1.720726366891489e-08,0.0
slow_C_strong_reaction,27,5.592540700771375e-06,1.2468625853853991e-07,7.271363789445176e-06,4.544602368403235e-06,1.1815966157848412e-05,1.2468625853853993e-10,1.05523540667659e-05,1.7408506858619787e-08,0.0
slow_C_strong_reaction,28,5.717226959309915e-06,1.209520247472692e-07,7.311648956870514e-06,4.569780598044072e-06,1.1881429554914586e-05,1.209520247472692e-10,1.0179921884672464e-05,1.7598656514224508e-08,0.0
slow_C_strong_reaction,29,5.838178984057184e-06,1.1732984940086415e-07,7.347922280357176e-06,4.592451425223234e-06,1.194037370558041e-05,1.1732984940086417e-10,9.82631300275211e-06,1.77785526896376e-08,0.0
slow_C_strong_reaction,30,5.9555088334580485e-06,1.1381636760818093e-07,7.3805850267743065e-06,4.612865641733941e-06,1.1993450668508248e-05,1.1381636760818093e-10,9.489876663021909e-06,1.79489595019663e-08,0.0
slow_C_strong_reaction,31,6.069325201066229e-06,1.1040831573880291e-07,7.409998328070558e-06,4.631248955044098e-06,1.2041247283114655e-05,1.1040831573880292e-10,9.169176011660155e-06,1.811057248418089e-08,0.0
slow_C_strong_reaction,32,6.179733516805032e-06,1.071025283538125e-07,7.436487195590053e-06,4.647804497243784e-06,1.2084291692833836e-05,1.071025283538125e-10,8.862954575759364e-06,1.8264025209638873e-08,0.0
slow_C_strong_reaction,33,6.286836045158845e-06,1.0389593523177463e-07,7.460344132874345e-06,4.6627150830464666e-06,1.2123059215920811e-05,1.0389593523177463e-10,8.57010869792103e-06,1.840989526107966e-08,0.0
slow_C_strong_reaction,34,6.3907319803906194e-06,1.007855584867698e-07,7.481832387109994e-06,4.676145241943745e-06,1.215797762905374e-05,1.007855584867698e-10,8.289664742096913e-06,1.8548709609444357e-08,0.0
slow_C_strong_reaction,35,6.491517538877389e-06,9.776850977542833e-08,7.501188875364624e-06,4.68824304710289e-06,1.2189431922467513e-05,9.776850977542833e-11,8.020760146764657e-06,1.8680949461344903e-08,0.0
slow_C_strong_reaction,36,6.5892860486528176e-06,9.484198759006547e-08,7.518626818139321e-06,4.699141761337075e-06,1.2217768579476396e-05,9.484198759006547e-11,7.762627600377254e-06,1.8807054628129218e-08,0.0
slow_C_strong_reaction,37,6.684128036242883e-06,9.200327463503494e-08,7.534338109511667e-06,4.708961318444792e-06,1.224329942795646e-05,9.200327463503494e-11,7.514581765839512e-06,1.8927427464199342e-08,0.0
slow_C_strong_reaction,38,6.776131310877918e-06,8.92497352836972e-08,7.5484954502158655e-06,4.717809656384916e-06,1.2266305106600782e-05,8.92497352836972e-11,7.276008097635682e-06,1.90424364174787e-08,0.0
slow_C_strong_reaction,39,6.865381046161615e-06,8.657881311334344e-08,7.5612542673710175e-06,4.725783917106886e-06,1.2287038184477904e-05,8.657881311334345e-11,7.046353385856456e-06,1.915241923063952e-08,0.0
slow_C_strong_reaction,40,6.951959859274959e-06,8.398802851552092e-08,7.572754442197173e-06,4.732971526373234e-06,1.2305725968570406e-05,8.398802851552093e-11,6.825117732186756e-06,1.9257685827845366e-08,0.0
slow_C_strong_reaction,41,7.0359478877904795e-06,8.14749763794706e-08,7.583121864924307e-06,4.739451165577693e-06,1.2322573030502001e-05,8.14749763794706e-11,6.611847718637659e-06,1.9358520918292483e-08,0.0
slow_C_strong_reaction,42,7.11742286416995e-06,7.903732384623375e-08,7.592469834178472e-06,4.745293646361547e-06,1.2337763480540019e-05,7.903732384623375e-11,6.406130573899957e-06,1.9455186344709972e-08,0.0
slow_C_strong_reaction,43,7.196460188016184e-06,7.667280813125377e-08,7.600900316400603e-06,4.7505626977503784e-06,1.235146301415098e-05,7.667280813125377e-11,6.2075891773638715e-06,1.954792320216717e-08,0.0
slow_C_strong_reaction,44,7.273132996147438e-06,7.43792344132618e-08,7.608505079297586e-06,4.755315674560992e-06,1.2363820753858577e-05,7.43792344132618e-11,6.01587776901805e-06,1.9636953750006015e-08,0.0
slow_C_strong_reaction,45,7.3475122305606995e-06,7.215447378741818e-08,7.615366711924958e-06,4.759604194953099e-06,1.2374970906878058e-05,7.215447378741818e-11,5.830678256165793e-06,1.9722483137438757e-08,0.0
slow_C_strong_reaction,46,7.419666704348118e-06,6.999646128060755e-08,7.621559542740381e-06,4.763474714212739e-06,1.238503425695312e-05,6.999646128060755e-11,5.6516970262969296e-06,1.9804700961301243e-08,0.0
fast_C_weak_reaction,1,5.20352192193881e-07,1.7785540456746595e-07,1.8218173196609382e-07,1.138635824788086e-07,2.960453144449024e-07,1.7785540456746596e-10,0.0006007708816501704,8.163975066387834e-10,0.0
fast_C_weak_reaction,2,6.98207596761347e-07,1.3872744114193112e-07,2.598487456563238e-07,1.6240546603520235e-07,4.2225421169152616e-07,1.3872744114193112e-10,0.00032854010049111635,1.1204618084528735e-09,0.0
fast_C_weak_reaction,3,8.369350379032781e-07,1.0820769037797535e-07,3.297491319675437e-07,2.0609320747971478e-07,5.358423394472585e-07,1.0820769037797535e-10,0.00020193941839234962,1.3727773773505364e-09,0.0
fast_C_weak_reaction,4,9.451427282812534e-07,8.440233942818829e-08,3.9265957354986564e-07,2.4541223346866595e-07,6.380718070185316e-07,8.440233942818829e-11,0.00013227718024804846,1.5832145352997856e-09,0.0
fast_C_weak_reaction,5,1.0295450677094417e-06,6.583421487582581e-08,4.4927908280010003e-07,2.807994267500625e-07,7.300785095501626e-07,6.583421487582581e-11,9.017415800444465e-05,1.759623577259604e-09,0.0
fast_C_weak_reaction,6,1.0953792825852675e-06,5.1351122000069655e-08,5.002367690852743e-07,3.126479806782964e-07,8.128847497635707e-07,5.1351122000069655e-11,6.317146682233274e-05,1.9082640323488382e-09,0.0
fast_C_weak_reaction,7,1.1467304045853372e-06,4.005434940883691e-08,5.460988292241227e-07,3.4131176826507667e-07,8.874105974891994e-07,4.005434940883691e-11,4.513620811174098e-05,2.0341410020745364e-09,0.0
fast_C_weak_reaction,8,1.186784753994174e-06,3.124290265770351e-08,5.873748389026868e-07,3.671092743141792e-07,9.54484113216866e-07,3.124290265770351e-11,3.273276341122808e-05,2.1412688672110403e-09,0.0
fast_C_weak_reaction,9,1.2180276566518776e-06,2.4370006477486205e-08,6.245234149323646e-07,3.903271343327279e-07,1.0148505492650924e-06,2.4370006477486205e-11,2.4013394381206012e-05,2.2328782059169703e-09,0.0
fast_C_weak_reaction,10,1.2423976631293638e-06,1.900917651609822e-08,6.57957311267743e-07,4.1122331954233944e-07,1.0691806308100825e-06,1.9009176516098218e-11,1.7779200228960003e-05,2.3115782939394465e-09,0.0
fast_C_weak_reaction,11,1.261406839645462e-06,1.482775530112682e-08,6.880480054096638e-07,4.300300033810398e-07,1.1180780087907036e-06,1.4827755301126822e-11,1.326182536866484e-05,2.379484848436165e-09,0.0
fast_C_weak_reaction,12,1.2762345949465888e-06,1.1566270294182443e-08,7.151298261562835e-07,4.469561413476772e-07,1.1620859675039608e-06,1.1566270294182443e-11,9.953024662216326e-06,2.4383205624505498e-09,0.0
fast_C_weak_reaction,13,1.2878008652407713e-06,9.022333176473653e-09,7.395036685684931e-07,4.621897928553082e-07,1.2016934614238013e-06,9.022333176473653e-12,7.508015534830098e-06,2.489494326664573e-09,0.0
fast_C_weak_reaction,14,1.296823198417245e-06,7.038081294444391e-09,7.614403374293011e-07,4.7590021089331323e-07,1.2373405483226142e-06,7.0380812944443914e-12,5.688071326835188e-06,2.5341637467398593e-09,0.0
fast_C_weak_reaction,15,1.3038612797116893e-06,5.4903819899535945e-09,7.811835563487371e-07,4.882397227179608e-07,1.2694232790666978e-06,5.4903819899535944e-12,4.325099500294511e-06,2.573284558778387e-09,0.0
fast_C_weak_reaction,16,1.309351661701643e-06,4.283191980162192e-09,7.989526759505638e-07,4.993454224691025e-07,1.2982980984196663e-06,4.2831919801621914e-12,3.2990820716566112e-06,2.607649760121309e-09,0.0
fast_C_weak_reaction,17,1.3136348536818051e-06,3.3415976759340373e-09,8.14945111233391e-07,5.093406945208694e-07,1.3242858057542604e-06,3.3415976759340373e-12,2.523320616602695e-06,2.6379206594360654e-09,0.0
fast_C_weak_reaction,18,1.3169764513577391e-06,2.607166632104198e-09,8.293385351894375e-07,5.183365844933986e-07,1.3476751196828361e-06,2.607166632104198e-12,1.934566123560827e-06,2.664651571040575e-09,0.0
fast_C_weak_reaction,19,1.3195836179898433e-06,2.034321680379668e-09,8.422928530557983e-07,5.264330331598741e-07,1.3687258862156724e-06,2.0343216803796684e-12,1.4862885993953627e-06,2.6883095042055166e-09,0.0
fast_C_weak_reaction,20,1.321617939670223e-06,1.5875127545493677e-09,8.539519791355299e-07,5.337199869597065e-07,1.3876719660952364e-06,1.5875127545493677e-12,1.144011548360714e-06,2.7092899057654594e-09,0.0
fast_C_weak_reaction,21,1.3232054524247724e-06,1.2390109155288342e-09,8.644454359320726e-07,5.402783974575455e-07,1.404723833389618e-06,1.2390109155288342e-12,8.820316748944764e-07,2.7279292858143905e-09,0.0
fast_C_weak_reaction,22,1.3244444633403012e-06,9.671876921486861e-10,8.738897933661306e-07,5.461811208538316e-07,1.420070914219962e-06,9.67187692148686e-13,6.810840800017072e-07,2.744515377560264e-09,0.0
fast_C_weak_reaction,23,1.32541165103245e-06,7.551729680801735e-10,8.823899640671781e-07,5.514937275419866e-07,1.4338836916091647e-06,7.551729680801735e-13,5.266626383292543e-07,2.759295342641615e-09,0.0
fast_C_weak_reaction,24,1.32616682400053e-06,5.898081346633351e-10,8.900403691324922e-07,5.56275230707808e-07,1.4463155998403003e-06,5.898081346633352e-13,4.0780043769731917e-07,2.772482423840831e-09,0.0
fast_C_weak_reaction,25,1.3267566321351934e-06,4.6082955101328406e-10,8.969259873072909e-07,5.605787420670571e-07,1.457504729374348e-06,4.60829551013284e-13,3.1617705364915067e-07,2.784261361509542e-09,0.0
fast_C_weak_reaction,26,1.3272174616862067e-06,3.602316437228868e-10,9.031232992441696e-07,5.644520620276064e-07,1.467575361271776e-06,3.6023164372288677e-13,2.4546040580206806e-07,2.7947928229579827e-09,0.0
fast_C_weak_reaction,27,1.3275776933299296e-06,2.817701253779905e-10,9.087011373341704e-07,5.679382108338568e-07,1.4766393481680272e-06,2.8177012537799053e-13,1.9081851348981379e-07,2.8042170414979568e-09,0.0
fast_C_weak_reaction,28,1.3278594634553076e-06,2.2057450564807275e-10,9.137214505525651e-07,5.710759065953533e-07,1.4847973571479184e-06,2.2057450564807276e-13,1.4855529246884205e-07,2.8126568206032256e-09,0.0
fast_C_weak_reaction,29,1.3280800379609556e-06,1.7284585055097074e-10,9.18239992818096e-07,5.738999955113103e-07,1.4921399883294063e-06,1.7284585055097074e-13,1.1583755673252095e-07,2.8202200262903625e-09,0.0
fast_C_weak_reaction,30,1.3282528838115066e-06,1.35621035206445e-10,9.223069425145299e-07,5.764418390715813e-07,1.4987487815861112e-06,1.35621035206445e-13,9.048950489415483e-08,2.8270016653976176e-09,0.0
fast_C_weak_reaction,31,1.328388504846713e-06,1.065888614706006e-10,9.259674600584631e-07,5.787296625365392e-07,1.5046971225950022e-06,1.065888614706006e-13,7.08374196175622e-08,2.8330856274417148e-09,0.0
fast_C_weak_reaction,32,1.3284950937081837e-06,8.394663013131987e-11,9.292621897089179e-07,5.807888685680736e-07,1.5100510582769915e-06,8.394663013131987e-14,5.559191503571092e-08,2.8385461519851746e-09,0.0
fast_C_weak_reaction,33,1.328579040338315e-06,6.628826760810317e-11,9.322277111946918e-07,5.826423194966824e-07,1.5148700306913741e-06,6.628826760810318e-14,4.37583860430916e-08,2.8434490710296897e-09,0.0
fast_C_weak_reaction,34,1.328645328605923e-06,5.251706513199176e-11,9.348969461778108e-07,5.843105913611318e-07,1.5192075375389426e-06,5.2517065131991757e-14,3.456872338658046e-08,2.8478528661448656e-09,0.0
fast_C_weak_reaction,35,1.328697845671055e-06,4.177761562611995e-11,9.372995240695964e-07,5.858122025434979e-07,1.5231117266130944e-06,4.177761562611995e-14,2.7429120855775822e-08,2.8518095722841495e-09,0.0
fast_C_weak_reaction,36,1.3287396232866812e-06,3.340272475700489e-11,9.394621112641856e-07,5.87163819540116e-07,1.5266259308043016e-06,3.340272475700489e-14,2.188009785698235e-08,2.8553655540909823e-09,0.0
fast_C_weak_reaction,37,1.3287730260114382e-06,2.687200181399028e-11,9.414087074478544e-07,5.883804421549089e-07,1.5297891496027633e-06,2.687200181399028e-14,1.7565820636764266e-08,2.8585621756142014e-09,0.0
fast_C_weak_reaction,38,1.3287998980132522e-06,2.1779560822119927e-11,9.431609122766494e-07,5.894755701729057e-07,1.532636482449555e-06,2.1779560822119928e-14,1.4210519631707108e-08,2.861436380462807e-09,0.0
fast_C_weak_reaction,39,1.3288216775740743e-06,1.7808827624258205e-11,9.447381653855702e-07,5.904613533659813e-07,1.5351995187515515e-06,1.7808827624258206e-14,1.1600334293187265e-08,2.864021196325626e-09,0.0
fast_C_weak_reaction,40,1.3288394864016986e-06,1.4712889591487026e-11,9.461579623962193e-07,5.913487264976369e-07,1.5375066888938563e-06,1.4712889591487028e-14,9.569317452577763e-09,2.8663461752955547e-09,0.0
fast_C_weak_reaction,41,1.32885419929129e-06,1.2299168565313412e-11,9.474360493231299e-07,5.921475308269561e-07,1.539583580150086e-06,1.2299168565313412e-14,7.988633240758797e-09,2.868437779441376e-09,0.0
fast_C_weak_reaction,42,1.3288664984598554e-06,1.0417465903261614e-11,9.485865975389657e-07,5.928666234618536e-07,1.5414532210008193e-06,1.0417465903261615e-14,6.758210863186537e-09,2.8703197194606746e-09,0.0
fast_C_weak_reaction,43,1.3288769159257586e-06,8.95063775594876e-12,9.496223612427488e-07,5.93513975776718e-07,1.5431363370194668e-06,8.95063775594876e-15,5.800289670604683e-09,2.872013252945226e-09,0.0
fast_C_weak_reaction,44,1.3288858665635146e-06,7.80732189967513e-12,9.505548191808605e-07,5.94096761988038e-07,1.5446515811688986e-06,7.80732189967513e-15,5.0544226250472755e-09,2.8735374477324126e-09,0.0
fast_C_weak_reaction,45,1.3288936738854143e-06,6.916264786411235e-12,9.513943021955812e-07,5.94621438872238e-07,1.5460157410678193e-06,6.916264786411235e-15,4.473605670815636e-09,2.8749094149532336e-09,0.0
fast_C_weak_reaction,46,1.3289005901502007e-06,6.22189673029048e-12,9.521501080184442e-07,5.950938175115277e-07,1.5472439255299718e-06,6.22189673029048e-15,4.021277206281044e-09,2.8761445156801723e-09,0.0
fast_C_strong_reaction,1,5.203527758358801e-07,1.7785696872829036e-07,1.4574553872053562e-06,9.109096170033478e-07,2.368365004208704e-06,1.7785696872829037e-10,7.509694173500689e-05,2.888717780044584e-09,0.0
fast_C_strong_reaction,2,6.982097445641705e-07,1.387302428583339e-07,2.0787957848623904e-06,1.2992473655389943e-06,3.378043150401385e-06,1.387302428583339e-10,4.106822698278728e-05,4.076252894965555e-09,0.0
fast_C_strong_reaction,3,8.369399874225044e-07,1.0821188286463047e-07,2.638006884978425e-06,1.6487543031115158e-06,4.286761188089941e-06,1.0821188286463047e-10,2.524327297850866e-05,5.123701175512446e-09,0.0
fast_C_strong_reaction,4,9.451518702871348e-07,8.44079996464567e-08,3.141302893056636e-06,1.963314308160398e-06,5.104617201217034e-06,8.44079996464567e-11,1.6535617915939377e-05,6.049769071504168e-09,0.0
fast_C_strong_reaction,5,1.0295598699335915e-06,6.58413645646366e-08,3.594276466502632e-06,2.246422791564145e-06,5.840699258066777e-06,6.584136456463659e-11,1.1272856494657034e-05,6.870259128000369e-09,0.0
fast_C_strong_reaction,6,1.0954012344982281e-06,5.135974365450344e-08,4.0019608821852395e-06,2.5012255513657746e-06,6.5031864335510145e-06,5.1359743654503446e-11,7.897627444529351e-06,7.598587668049244e-09,0.0
fast_C_strong_reaction,7,1.1467609781527316e-06,4.006439836045071e-08,4.36888598596727e-06,2.730553741229544e-06,7.099439727196815e-06,4.006439836045071e-11,5.643318332145342e-06,8.246200705349545e-09,0.0
fast_C_strong_reaction,8,1.1868253765131823e-06,3.125431615250903e-08,4.699128546136376e-06,2.9369553413352337e-06,7.63608388747161e-06,3.125431615250903e-11,4.092977056444788e-06,8.822909263984793e-09,0.0
fast_C_strong_reaction,9,1.2180796926656913e-06,2.4382710446550576e-08,4.996357570460452e-06,3.1227234815377826e-06,8.119081051998234e-06,2.4382710446550576e-11,3.0031367208176357e-06,9.337160744663926e-09,0.0
fast_C_strong_reaction,10,1.2424624031122419e-06,1.9023090577410773e-08,5.263875090608206e-06,3.289921931630128e-06,8.553797022238333e-06,1.9023090577410773e-11,2.2239352334354162e-06,9.796259425350577e-09,0.0
fast_C_strong_reaction,11,1.2614854936896526e-06,1.4842796409773864e-08,5.504652867291147e-06,3.440408042056966e-06,8.945060909348112e-06,1.4842796409773865e-11,1.6593287133754757e-06,1.0206546403037767e-08,0.0
fast_C_strong_reaction,12,1.2763282900994265e-06,1.1582355363318552e-08,5.721365424138441e-06,3.5758533900865253e-06,9.297218814224966e-06,1.1582355363318551e-11,1.2457871106139043e-06,1.0573547104324396e-08,0.0
fast_C_strong_reaction,13,1.287910645462745e-06,9.039380918144283e-09,5.916419777506541e-06,3.6977623609415887e-06,9.614182138448129e-06,9.039380918144283e-12,9.402131962941335e-07,1.0902092783910876e-08,0.0
fast_C_strong_reaction,14,1.2969500263808893e-06,7.056013472234104e-09,6.091982192697832e-06,3.807488870436144e-06,9.899471063133976e-06,7.056013472234105e-12,7.127667152350169e-07,1.1196421089514864e-08,0.0
fast_C_strong_reaction,15,1.3040060398531235e-06,5.5091242311864724e-09,6.250002264008352e-06,3.906251415005219e-06,1.0156253679013572e-05,5.509124231186472e-12,5.424366508853831e-07,1.1460259718866694e-08,0.0
fast_C_strong_reaction,16,1.30951516408431e-06,4.302674261029155e-09,6.39223458627656e-06,3.9951466164228505e-06,1.038738120269941e-05,4.302674261029155e-12,4.1422127262557785e-07,1.1696896366783723e-08,0.0
fast_C_strong_reaction,17,1.313817838345339e-06,3.3617545663607533e-09,6.520258258832435e-06,4.075161411770272e-06,1.0595419670602707e-05,3.3617545663607533e-12,3.1728375759273006e-07,1.1909237508948047e-08,0.0
fast_C_strong_reaction,18,1.3171795929116998e-06,2.62793736655393e-09,6.635494438651318e-06,4.147184024157074e-06,1.0782678462808391e-05,2.62793736655393e-12,2.4371842076328347e-07,1.2099858055720097e-08,0.0
fast_C_strong_reaction,19,1.3198075302782538e-06,2.0556501049173154e-09,6.739222137832091e-06,4.212013836145056e-06,1.0951235973977148e-05,2.0556501049173154e-12,1.8770941561318282e-07,1.2271043504255401e-08,0.0
fast_C_strong_reaction,20,1.321863180383171e-06,1.609347188200384e-09,6.832592441003215e-06,4.270370275627009e-06,1.1102962716630224e-05,1.6093471882003839e-12,1.449475450178603e-07,1.2424825897013394e-08,0.0
fast_C_strong_reaction,21,1.3234725275713715e-06,1.2613039545335129e-09,6.916641300696329e-06,4.322900812935205e-06,1.1239542113631535e-05,1.261303954533513e-12,1.1222022585811384e-07,1.2563014641202908e-08,0.0
fast_C_strong_reaction,22,1.324733831525905e-06,9.898959784210457e-10,6.992301052919793e-06,4.37018815807487e-06,1.1362489210994662e-05,9.898959784210457e-13,8.711964077934566e-08,1.2687223042520567e-08,0.0
fast_C_strong_reaction,23,1.325723727504326e-06,7.782569376544191e-10,7.060410780938464e-06,4.4127567380865396e-06,1.1473167519025004e-05,7.782569376544191e-13,6.783278779499211e-08,1.2798891246529332e-08,0.0
fast_C_strong_reaction,24,1.3265019844419804e-06,6.132317576109092e-10,7.12172564246272e-06,4.4510785265392016e-06,1.157280416900192e-05,6.132317576109092e-13,5.298903780411904e-08,1.28993061534439e-08,0.0
fast_C_strong_reaction,25,1.3271152161995913e-06,4.845600710996671e-10,7.176925263927087e-06,4.4855782899544285e-06,1.1662503553881516e-05,4.845600710996671e-13,4.1548546490122676e-08,1.2989618770081106e-08,0.0
fast_C_strong_reaction,26,1.327599776270691e-06,3.8423932362008665e-10,7.226621295168646e-06,4.516638309480402e-06,1.174325960464905e-05,3.8423932362008664e-13,3.271998887497725e-08,1.3070859380919736e-08,0.0
fast_C_strong_reaction,27,1.327984015594311e-06,3.06028001362954e-10,7.271364208482503e-06,4.544602630301565e-06,1.1815966838784068e-05,3.06028001362954e-13,2.5899531163075445e-08,1.314395085437838e-08,0.0
fast_C_strong_reaction,28,1.328290043595674e-06,2.450581543829631e-10,7.311649417632111e-06,4.569780886020071e-06,1.188143030365218e-05,2.450581543829631e-13,2.0625307569883717e-08,1.3209720347247856e-08,0.0
fast_C_strong_reaction,29,1.328535101750057e-06,1.975331694576889e-10,7.3479227848329155e-06,4.592451740520572e-06,1.1940374525353487e-05,1.9753316945768891e-13,1.6543297619204375e-08,1.3268909627103543e-08,0.0
fast_C_strong_reaction,30,1.3287326349195147e-06,1.6049203722101737e-10,7.380585576924551e-06,4.612865985577845e-06,1.1993451562502395e-05,1.6049203722101738e-13,1.3381638837213199e-08,1.3322184197421912e-08,0.0
fast_C_strong_reaction,31,1.3288931269567357e-06,1.3162548441820245e-10,7.409998925824102e-06,4.631249328640063e-06,1.2041248254464165e-05,1.3162548441820245e-13,1.0931215903584058e-08,1.3370141381420898e-08,0.0
fast_C_strong_reaction,32,1.329024752441154e-06,1.0913256054892806e-10,7.436487842842391e-06,4.647804901776494e-06,1.2084292744618885e-05,1.0913256054892806e-13,9.030943130496784e-09,1.341331749706004e-08,0.0
fast_C_strong_reaction,33,1.3291338850017029e-06,9.16087785840618e-11,7.4603448314862605e-06,4.662715519678912e-06,1.2123060351165172e-05,9.16087785840618e-14,7.556572014859028e-09,1.3452194236166875e-08,0.0
fast_C_strong_reaction,34,1.329225493780287e-06,7.795886757147355e-11,7.481833138906422e-06,4.676145711816515e-06,1.2157978850722935e-05,7.795886757147356e-14,6.412156866586257e-09,1.3487204344503223e-08,0.0
fast_C_strong_reaction,35,1.3293034526478584e-06,6.732872218777702e-11,7.501189682133771e-06,4.688243551333608e-06,1.2189433233467379e-05,6.732872218777702e-14,5.523531808100715e-09,1.351873668611524e-08,0.0
fast_C_strong_reaction,36,1.3293707813700462e-06,5.905232570525547e-11,7.518627681631971e-06,4.699142301019984e-06,1.2217769982651954e-05,5.905232570525547e-14,4.8333145728806515e-09,1.3547140764022e-08,0.0
fast_C_strong_reaction,37,1.3294298336957514e-06,5.261035194223786e-11,7.534339031440725e-06,4.708961894650454e-06,1.224330092609118e-05,5.261035194223786e-14,4.297072518255446e-09,1.3572730759786928e-08,0.0
fast_C_strong_reaction,38,1.3294824440476937e-06,4.7597876662764e-11,7.548496432256032e-06,4.717810270160021e-06,1.2266306702416052e-05,4.7597876662764e-14,3.880375553742579e-09,1.3595789146463748e-08,0.0
fast_C_strong_reaction,39,1.3295300419243564e-06,4.369919411836898e-11,7.561255311158645e-06,4.725784569474153e-06,1.2287039880632799e-05,4.369919411836898e-14,3.5565274096040793e-09,1.3616569922557153e-08,0.0
fast_C_strong_reaction,40,1.3295737411184748e-06,4.0668175466614096e-11,7.5727555493302405e-06,4.7329722183314e-06,1.230572776766164e-05,4.0668175466614096e-14,3.304816767805188e-09,1.3635301508780116e-08,0.0
fast_C_strong_reaction,41,1.3296144092939414e-06,3.831294968133338e-11,7.583123036962513e-06,4.739451898101571e-06,1.2322574935064084e-05,3.831294968133338e-14,3.1091675143571877e-09,1.3652189344358023e-08,0.0
fast_C_strong_reaction,42,1.3296527222436227e-06,3.648395588652069e-11,7.592471072643434e-06,4.7452944204021465e-06,1.233776549304558e-05,3.648395588652069e-14,2.957095910688656e-09,1.3667418215289205e-08,0.0
fast_C_strong_reaction,43,1.3296892061995093e-06,3.5064625265038084e-11,7.600901622776135e-06,4.750563514235085e-06,1.2351465137011221e-05,3.5064625265038083e-14,2.8389041199628033e-09,1.3681154343210729e-08,0.0
fast_C_strong_reaction,44,1.3297242708247743e-06,3.396411393902132e-11,7.608506455030068e-06,4.755316534393794e-06,1.2363822989423863e-05,3.396411393902132e-14,2.7470559848741416e-09,1.369354726024864e-08,0.0
fast_C_strong_reaction,45,1.3297582349387133e-06,3.311163549889956e-11,7.615368158423764e-06,4.759605099014853e-06,1.2374973257438617e-05,3.311163549889956e-14,2.675693499296744e-09,1.3704731492377332e-08,0.0
fast_C_strong_reaction,46,1.3297913465742122e-06,3.2452041181241435e-11,7.621561061378359e-06,4.763475663361473e-06,1.238503672473983e-05,3.245204118124144e-14,2.620262006685584e-09,1.3714828071314044e-08,0.0
