step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r8_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp,r8_perp
10880,0.6295984805476402,0.56884020104447,0.28281185562247524,0.13408803811698378,0.12776741191075114,0.08437641924909449,0.063739798619087,5.212616189843672e-09,0.555144261372988,0.528640339760076,0.27137545847780287,0.1382678809679972,0.12835340167830092,0.07903120692635651,0.04510795805543852,3.4390779646291874e-09
10920,0.6167989104767442,0.5640648839731705,0.26527483343496844,0.13341663311402804,0.08795559001777668,0.0818903080126337,0.06692074895160013,2.1427271772586945e-09,0.574948314576476,0.5452833303286534,0.26529025918263965,0.1668257241475997,0.12567696647356844,0.09701193730812532,0.042311806765593936,3.8107874089551874e-09
10960,0.6157202122729359,0.5777173162733915,0.2622461096040818,0.1405011767407988,0.09470629717591515,0.07733453855025883,0.030080292416804107,3.650035291615144e-09,0.5788459768254179,0.5518782225380522,0.25829571947308133,0.16076070576937607,0.13459068539592658,0.09742521564676504,0.05534677636988695,2.9624350872098625e-09
11000,0.6452343383227909,0.5969052181545742,0.22911848768677712,0.13978122579768276,0.0998287742935606,0.07380926226847985,0.041032997339959534,3.449261113435568e-09,0.5742083290496798,0.5473776910849518,0.25349138913070524,0.13283990803228432,0.09118391625605715,0.08145608955679066,0.07250092700797804,3.932105572964848e-09
11040,0.6649834081748589,0.6079401567282079,0.22022575319123047,0.14530580661417083,0.09573707952415798,0.06990332053028861,0.028152683062478902,6.559643582177652e-09,0.5867173450262997,0.547758305117811,0.23335504441069765,0.11406708355650198,0.10197387997918249,0.08344568269922253,0.04804744296961903,2.7562263294815775e-09
11080,0.6585342774306512,0.5861799106634122,0.25301887160403813,0.14118876256265706,0.1261374576485022,0.07780272557310593,0.050271946430589395,5.331334674783841e-09,0.5934278317243992,0.552926463053458,0.2125556980799815,0.17101817418478735,0.13511815165302235,0.07488963132295959,0.06606128915155669,3.022405828160812e-09
11120,0.629615079303693,0.5648512240795364,0.2794602289390817,0.16360732274011439,0.12869153652242138,0.08579697925850274,0.05100625169304284,2.922345491127954e-09,0.5785011881854163,0.5401633823874864,0.2506249963379299,0.19514077019063988,0.12423885366263464,0.08912305823187705,0.07504216977675295,3.786860646858953e-09
11160,0.6185849567574534,0.5607690878346806,0.27256577686264477,0.14842848147450113,0.10334105273182419,0.08058230260519976,0.06151785293056882,4.853816671781613e-09,0.5502631476489513,0.5241258854573148,0.23842935123370046,0.16352706591402494,0.15766626366737638,0.100405328984658,0.05735542002632254,4.018742990117569e-09
11200,0.6127835192991616,0.5561010337100708,0.2641344463918953,0.13517083652509496,0.09810464111921705,0.08522204724475267,0.06855063170917017,5.153411318035022e-09,0.5267592042448218,0.4973285091889189,0.22909164894396505,0.13169221244167226,0.09440662121573873,0.06586207088905496,0.051088245427491456,5.061628887936995e-09
11240,0.6192730013666982,0.5433588370563296,0.2903449852976067,0.13757227674966205,0.10871405782667662,0.0937589621910055,0.08493336994726305,4.3376675060343285e-09,0.5407553572105395,0.4740334168539969,0.24298799565395382,0.1152601946658516,0.08196168022465432,0.0729746949817541,0.04541215890126225,3.134261717450468e-09
11280,0.640230070503392,0.5309607672011388,0.305505900853392,0.14424483018952006,0.10333622158399226,0.06525203712139639,0.05858882522358693,4.9796739350517016e-09,0.586164565290535,0.4846147118849037,0.26482038767468274,0.1614929678209383,0.1143057214403207,0.09713255899553562,0.06769852061895013,4.753169922971506e-09
11320,0.6503638487748047,0.5188915035821832,0.31723863997701546,0.13950180278855825,0.10128234725969303,0.07906705695430566,0.04783034567378836,3.986565386369409e-09,0.612435885162958,0.4888529273315626,0.29827449892279057,0.16651562675807258,0.13501416119781673,0.1087288019801148,0.06749207376653804,3.406769753704554e-09
11360,0.6459173467582294,0.5303453096885717,0.3065537243451102,0.12415420615359865,0.10304402370600411,0.08209060293618356,0.0548564502067936,3.577539008256546e-09,0.5948843086850265,0.4960423303365045,0.27995660823171165,0.14555583863040342,0.12544587007764268,0.10304535671393225,0.06412951682519291,2.5362898095698337e-09
11400,0.6218486160883983,0.5341407607220933,0.29970251811261567,0.13554968141093762,0.10484188595848158,0.07966733685647018,0.0394562105539364,3.0558802889198298e-09,0.558500663396165,0.4874056250393515,0.2871499412899034,0.12565819959423738,0.07447139767667692,0.03953364450670869,0.021116012957307195,4.671084869563481e-09
11440,0.6173191787214785,0.5475517640621375,0.2845993595682739,0.13993126894102928,0.09697745138235066,0.08574090796174474,0.03533272854748286,4.105066897271703e-09,0.5564689221431366,0.5080993218841264,0.2818080139578175,0.12912974921903767,0.09469818489090606,0.08739383731922207,0.06483104096158748,4.015530254956641e-09
11480,0.633595785639645,0.5522491830990252,0.2722521374580484,0.13428114516190953,0.10751598352251031,0.07243735302525782,0.04427556781562021,5.397420740091012e-09,0.5921622476799279,0.5265317747814758,0.2658358578304225,0.1556073702854793,0.14680349714971314,0.10534401860239279,0.06399196884062862,2.735129183528409e-09
11520,0.646821394130118,0.5436434005234935,0.2868974062655204,0.13165347476088202,0.11234885949547374,0.07293792949728505,0.03687822853658554,3.823682167788266e-09,0.6046505160246683,0.5196535749829524,0.26628208118126245,0.1513783024939995,0.11872574675400241,0.09703506076991242,0.034422479711541845,3.950817003202234e-09
11560,0.6558253683074131,0.5371694163372251,0.3071219440271503,0.12554969905797864,0.11069537273292457,0.08365026315064049,0.051705535934573874,3.7138223343259616e-09,0.5911731215446239,0.5070492199156323,0.2773163280033812,0.1310441202726615,0.11480037826301373,0.06813458736346195,0.04880991860641289,3.785577500485386e-09
11600,0.6579513191031013,0.5367765199501785,0.3206949777439505,0.12306971883129376,0.11168645876361481,0.06184329860345915,0.04872910006318027,5.667024860025315e-09,0.5876064317954884,0.49406952161053685,0.3111400667677864,0.10659189453279502,0.08273673100648664,0.06394344327061416,0.05645604801405041,4.3555263653934025e-09
11640,0.6516036619560885,0.5381899696897805,0.33327142324901665,0.12029385631749345,0.11881185991723067,0.08437541246926175,0.049473002600135145,5.425852132607555e-09,0.6011783318037269,0.4952352211920606,0.33291821644682074,0.15703692597272834,0.10012275426103148,0.09574206314301789,0.040842392443338586,4.049819616818309e-09
11680,0.6439524984721231,0.5321550213153037,0.3402435311232201,0.12622610812015397,0.11188166356258043,0.07977794069165986,0.0378317905077432,4.343326935172501e-09,0.6092381973068964,0.5035025735177574,0.33535081744528566,0.159943297029576,0.12334130482035105,0.08478726504172444,0.027700817049588346,2.216739315069519e-09
11720,0.6476843482168989,0.5287408789708405,0.33659355245524336,0.12458686156406451,0.1115567279149005,0.06735058826235935,0.044553332508373546,3.798875783937216e-09,0.595743477113785,0.4992224760883168,0.3211946738622265,0.12964608726396903,0.10993510342703283,0.08697508440252305,0.04137814085200097,3.1146496889768204e-09
11760,0.6551080592031334,0.523572097532361,0.3340183861193942,0.130263983813565,0.11615408810454303,0.06920176388181679,0.055490925893589386,5.0553219427548355e-09,0.5842641381567828,0.47644183482841634,0.3079682737312434,0.12404251846867895,0.0896369682630698,0.07055872908664725,0.020898154818781708,2.3790746927992827e-09
11800,0.6557452569853583,0.5241977260573083,0.3291152362014434,0.12897943954590815,0.11676532576638404,0.06984978018562284,0.06359689547817254,3.644499317473379e-09,0.5963872660329003,0.47203083421554703,0.3156907094103798,0.13892748099062874,0.11672871481991699,0.07887759348134875,0.05494099453389624,4.489134299916358e-09
11840,0.6474813056351899,0.5322071176898622,0.3179502808904144,0.1311779286091333,0.11775816392111937,0.06810098215021501,0.04411000570072722,2.0669846580753247e-09,0.6064110586614074,0.5009407303997779,0.30130653450318107,0.1739264723202105,0.13637519317005725,0.07938790888109838,0.03282496623213869,5.670580595899841e-09
11880,0.640069364513926,0.5489848653283308,0.29997107759697916,0.13010776300235513,0.11822596975727384,0.08024749412850728,0.040788141083624926,3.1020470688180884e-09,0.5942874478437539,0.522945472945229,0.2813120235606035,0.14287550706251795,0.12491722976947883,0.10314870162991781,0.03722139215716026,2.8293410185610933e-09
11920,0.6338877596588745,0.5626185944726895,0.28216161652557553,0.1463090241587123,0.12138511495692193,0.07308749215971629,0.05530447235821084,2.999115799839027e-09,0.5650136565650614,0.5235256027075442,0.24467670597711821,0.16048747920810838,0.11308990153587241,0.09739910292375349,0.06758469690275568,2.5186651953518584e-09
11960,0.634312757261977,0.5743136366847748,0.2735957727628535,0.1464165442212751,0.12134257131807097,0.08249360445841798,0.04645287768041089,2.428641926410152e-09,0.553092389783679,0.5206368927112623,0.21929993209304813,0.14795599123160377,0.11153950948445503,0.0917840605085368,0.07088952739395334,3.527183068089999e-09
12000,0.6403943436725048,0.5876985050724364,0.26538589729398465,0.12993906337094674,0.11481507004150794,0.10131001978034765,0.02753628839352827,2.826503792898954e-09,0.5701432406415515,0.5387167886855551,0.22473621328358775,0.19017963636359966,0.134211038812976,0.12264571768456117,0.041736100137983186,2.638956987258963e-09
12040,0.6519053307076974,0.6046074506518818,0.23551702244211933,0.1391511976485521,0.11922917647105595,0.07096660434960775,0.06129194737100765,3.835571575626435e-09,0.5917670376090378,0.5653653657931934,0.21827498930365088,0.19125579824005182,0.14121615223607722,0.07713023249700315,0.04423586238213277,2.5099781893981745e-09
12080,0.6610011657173342,0.6229934503007093,0.2043664166170913,0.13272513910148703,0.117987891504227,0.08856339877075474,0.06334936746978705,3.675506725271006e-09,0.5934181543502391,0.5756643993543759,0.19166715130368125,0.1511311142949908,0.14663381075944396,0.0998441383885605,0.09307809914235633,2.1434794560877126e-09
12120,0.661094649054045,0.6347923160332101,0.17178943186840018,0.12496560689861497,0.11519705130728665,0.10469152829157415,0.06694698498333729,2.982980973664643e-09,0.5855139215582511,0.5724522212295475,0.1591173776964574,0.14297270178705182,0.132412158563827,0.08124110638041507,0.038454825795393624,3.927190464422893e-09
12160,0.6578468505241909,0.6360682710619582,0.17021597021342674,0.12075843895981393,0.11414506365492258,0.09765562849885348,0.048458040094894385,3.206542044683568e-09,0.5857384234659218,0.5757669336302257,0.16680978655480688,0.1583311119979259,0.13873042222540205,0.09614959808409076,0.05993409710948236,4.4574712300573904e-09
12200,0.6526546364998657,0.6333763094997518,0.18110620698856023,0.1274096295563245,0.12391291903722505,0.08444198291523168,0.020772547905890754,2.599549033372991e-09,0.5921187907837119,0.589252162551167,0.1981611850053203,0.18393147669299795,0.1450932970197654,0.08022063653797404,0.04041849998131093,3.713062685382534e-09
12240,0.6553367952175212,0.6328005941251752,0.18306880541824197,0.1467042777702458,0.12659530368580457,0.08849283413495078,0.023132364004776022,3.2840532253313812e-09,0.5957928797433738,0.5927218273513444,0.18515161061048313,0.17036042831230852,0.1448393409255412,0.13921444840144834,0.04928459549512526,4.2847419457197205e-09
12280,0.6555572555676136,0.6369057884539142,0.20092525556294127,0.14662833152573987,0.12012188025625753,0.10390140611426256,0.03523956709662436,4.5636034890198405e-09,0.5891724247163798,0.584611198178401,0.18698676242219567,0.1750119544765174,0.12757112738154136,0.08705521014971665,0.03407910336274886,2.9809448458372286e-09
12320,0.6517635033152404,0.6305805175130628,0.21360780463357285,0.13083095382261828,0.12240741295734535,0.11675857413191951,0.03210174363333841,4.0516625239749e-09,0.5800951789410727,0.569334562386372,0.19463031299515351,0.1761110513323024,0.1527923815377243,0.07565845946038291,0.06920670339408738,3.383530416521055e-09
12360,0.6509506018990028,0.6267910836692168,0.21578542792452976,0.13811303121541676,0.12600117377698405,0.09539966941629906,0.03108660057925705,3.4582262778145565e-09,0.5811015276829472,0.5687745194834016,0.20770316525693933,0.18889689440725815,0.1565885088002386,0.11757872744643558,0.059572608926619613,5.276770958486463e-09
12400,0.6543882429391051,0.6341918612631912,0.1976101493449442,0.14263772399218624,0.12866249946365502,0.08378025282786226,0.022645037894516926,4.108898095682211e-09,0.5885949030513636,0.5793605305145041,0.1851907470473671,0.16081022074710363,0.1445622968175622,0.11125516068923488,0.07006681103250302,4.043847883778777e-09
12440,0.6636408174669974,0.6443310129693978,0.1623156074076143,0.1295341393656976,0.10415713903084704,0.0689608276956195,0.039032277935889086,3.971715307147037e-09,0.5923274987343645,0.5869369000676938,0.17787457819507563,0.14755950287267217,0.11174113069048797,0.09795085577858247,0.0390246775899045,5.061711714830908e-09
12480,0.6678430431183755,0.6564074517042949,0.14237730714381758,0.12463165743275692,0.10725465046133212,0.08247213094175486,0.051969586483685624,3.480577578946866e-09,0.6039941892675896,0.5890444267560179,0.15422377593774222,0.14468685722108482,0.10480378370824865,0.0955768377415465,0.05658930318376245,3.4622330925060428e-09
12520,0.6581645900676941,0.6487023634040494,0.14374955064407155,0.13061424978011915,0.10154242513891255,0.09492215006923443,0.039259302571151566,5.246463782399756e-09,0.5992115951165224,0.5880745368327027,0.18618209598602858,0.16359630182507404,0.12091585329202678,0.10217221175685129,0.07221153796103608,4.037882405834444e-09
12560,0.6569692623852881,0.6454597079934236,0.13636894324036777,0.1239970061379623,0.11411591444501161,0.08292150857846643,0.07208206384203929,3.690872456747928e-09,0.6055938473115655,0.5919406095925115,0.1833084577378078,0.15683648799675545,0.13873114040323067,0.09041186069187519,0.06158033910634704,3.9566835096258564e-09
12600,0.6494650306003881,0.6459826524719092,0.13723153646243277,0.12974482812882204,0.12258698081081196,0.11220242825817406,0.051441097549994895,2.9511756792289154e-09,0.6098237714032483,0.5919434668626066,0.17159052685554446,0.17067673118090704,0.11860288931064276,0.0939448953499651,0.08293912178636827,4.2218451507043476e-09
12640,0.6499847308285854,0.6456335021393738,0.16178444060645497,0.11413574177064614,0.10526120524505636,0.09363789907867345,0.03712698862619711,2.7609111231557004e-09,0.6072759966879957,0.5879889851591428,0.18179673341140973,0.15228169219918972,0.1193274485191579,0.0976482952037428,0.0787868162868803,4.465799881812225e-09
12680,0.6531731806025025,0.6467952893436106,0.14595761725170084,0.12930475936045538,0.10834807887150912,0.10136187506557602,0.037809420859537014,3.828051365426436e-09,0.6115190196655977,0.587398775880454,0.17545434655539632,0.15036298398987508,0.1397332704643812,0.10433794979684216,0.0687722316992585,2.8810617596553266e-09
12720,0.6608188944876088,0.6489163439788695,0.13250939526055833,0.11805327863984577,0.09866019044511157,0.08930464649362656,0.03973591130419924,3.895703071347552e-09,0.6080310962849267,0.5923369570018558,0.18707057918746928,0.1531117672451699,0.1228475504254366,0.1058713426505665,0.0794336252933348,4.0281221169513864e-09
