step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r8_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp,r8_perp
7200,0.519722901100308,0.49203345972654755,0.2596633259660655,0.1995490166345655,0.18298212739858896,0.1709475271371554,0.14694435650580287,2.1470565223899428e-09,0.4900759023437764,0.48503031301349814,0.2559504987456101,0.22940928218460854,0.1951075973852154,0.1691698298518045,0.14980754559289738,3.0614432809164572e-09
7240,0.5034055176200437,0.4936155848372821,0.26505510679790806,0.21389896666956026,0.2016512651312788,0.19125459402468314,0.11288829988558975,2.369119914407078e-09,0.47956749076513805,0.46163941229221866,0.26010852997666095,0.24800310946261483,0.2095551577157294,0.16707761213744585,0.15846837811947806,3.921911019410366e-09
7280,0.5011457055606805,0.4821527100859045,0.26502260699324764,0.2306589844706204,0.21528008798988618,0.17789542275660045,0.08510839373680901,7.702844678629662e-10,0.464267416759896,0.44046667234794257,0.2655939922088732,0.2536865351324592,0.2193311387196933,0.14276564374251152,0.11823507674928846,2.983033981405533e-09
7320,0.5129616924002115,0.4859690004626481,0.24287153636812808,0.22299259733689078,0.20916847111871784,0.15615904710825387,0.10324285819444369,2.770199219044369e-09,0.4565431171658137,0.44729019283072924,0.26850111502851365,0.23577166820381656,0.19379212076345517,0.14790159462664226,0.14540941763270332,4.09741650995645e-09
7360,0.510776285901092,0.49634574092557987,0.25017741296988194,0.23078419260548474,0.17707006046898874,0.16354382916372107,0.1306400720768554,3.261900920959189e-09,0.4659654124938831,0.4438786741554766,0.26324498362951926,0.2150512574906024,0.20773989764750883,0.167343680752832,0.130215670259669,3.658748927730025e-09
7400,0.5004817717641585,0.4769170241246425,0.2705644383393025,0.2488508197795845,0.20720488227355488,0.16905947633863166,0.13801951675415033,3.7066815012019905e-09,0.47282809213771626,0.41927810144488953,0.27229858626024106,0.2547257171633712,0.21160904095669608,0.17564667480744814,0.0954459225944106,3.1170297685511596e-09
7440,0.5058988595803752,0.4695912172449454,0.2583669153211464,0.2512887754674229,0.2216806275869001,0.15634156588879528,0.13079865052940462,3.2543411454102938e-09,0.4833898003897026,0.4215140254929131,0.279480573388438,0.2627820672086277,0.20212689652580562,0.19930898938632552,0.09996120312700058,2.1641225871037225e-09
7480,0.5114592022207796,0.493005296584387,0.23802376492212132,0.2145516094424864,0.1932990195695802,0.13940777451186429,0.1291698877269583,1.451331189992224e-09,0.484828943751255,0.45150969265700774,0.27187934142879594,0.22927028827348572,0.2029540348993561,0.1907747270930226,0.10816851432288492,3.1983748240105256e-09
7520,0.5248953667812466,0.491020279755851,0.23159221041828135,0.20752670347598684,0.17008680210583016,0.14878020503704012,0.11466252449544592,3.6246039657525762e-09,0.4775056097310891,0.46167238253379145,0.27814530153283346,0.2211271054324755,0.21463215016101897,0.13667021046506467,0.11544571373450098,2.3697764483088096e-09
7560,0.5108490154480068,0.4864852622970024,0.23849289833189796,0.21968151715698897,0.18844437826760324,0.16378161028892121,0.11116539868004072,2.332830223093545e-09,0.46292816186582,0.4504576450839847,0.26057211074519965,0.25058255051573314,0.21320826566048445,0.13270965971651733,0.1022941391554874,3.009986820927979e-09
7600,0.5083627772021001,0.4864292464390794,0.25456157608917246,0.20857908151658586,0.1834070876677154,0.18109352496208683,0.0832523666735736,1.7081110604449131e-09,0.4659231730794556,0.431015643863978,0.27687482128907853,0.22569758761949862,0.19597957342325553,0.15851062545713895,0.09796806821006418,3.343468514964325e-09
7640,0.5238538495594406,0.49335617171261226,0.22923033857852534,0.19943906680972606,0.18590561256800242,0.17282928185595486,0.0894596685206744,1.897542764874825e-09,0.48194815555604603,0.42959870261436045,0.24873351750811704,0.2368487604098378,0.17828435697437428,0.14240710119554642,0.10549761711582495,2.8158516678692726e-09
7680,0.513353791408138,0.49939761509270214,0.21745628841000486,0.2026538716031009,0.17514186039892285,0.17203354693406378,0.11968602518218102,4.157531054291444e-09,0.48048489280458706,0.44296540446563604,0.250338724824061,0.20639531534601885,0.17098723088315265,0.14262797382235176,0.11331367781389215,3.21963957270089e-09
7720,0.500451628253472,0.49142429435501067,0.23686349340022936,0.20896070874544068,0.19063452218043564,0.14220668292027938,0.12914738398172063,3.6651541184074396e-09,0.4715722408521117,0.44002871373213076,0.24304584881588087,0.23141041383251906,0.18338735740400972,0.1314863234023884,0.10725187949429152,4.399271357172824e-09
7760,0.5095771816059395,0.5044240126564435,0.23539106542283034,0.2048173856318651,0.1948145551173951,0.149919347736505,0.09492268790708411,2.8945608601528337e-09,0.4735186352088196,0.45750279816969797,0.260178614424179,0.23076672345440452,0.17162895393603672,0.14018824599501234,0.06140941124256519,2.781555254037756e-09
7800,0.5325784947490959,0.5059023799986587,0.23128971063755652,0.21315568850990843,0.17826931895805234,0.1671704156024706,0.08103786505572023,2.994928685074587e-09,0.4777804561941717,0.46737875879885354,0.2712166648082966,0.262551670801603,0.17279590127852562,0.15673543602432186,0.079242825697022,3.110780317780465e-09
7840,0.5209083974635379,0.5073157438435609,0.24244428040445642,0.232244655164518,0.20382578275433733,0.16145214353725795,0.11151153167986656,2.7102442246403618e-09,0.4682918363602476,0.45276944063381486,0.28430940165098356,0.2805156433471317,0.20852577939497216,0.16809388553323007,0.07385988387549114,1.6133808250378914e-09
7880,0.5274580755708566,0.4901873224239892,0.2695869412751003,0.23152732595219577,0.201143333915502,0.16818081404028248,0.12535323150801855,3.8004875329557566e-09,0.4581658243717216,0.4280096329311729,0.2673755831911621,0.25840904598992304,0.21991765605783886,0.18461029800418802,0.08057831193867336,1.2978179895969733e-09
7920,0.5196284895126008,0.4870305870967198,0.2708001119718964,0.2243067321771732,0.19091865298448638,0.1658153854808752,0.12071158853226722,4.076748842832492e-09,0.4368546330280238,0.42164222182355804,0.24402488653087123,0.23043860590650786,0.2118333088766764,0.20070863737776695,0.07621971822503969,2.232092774177645e-09
7960,0.4998583607366105,0.4894805179583631,0.24415842871174276,0.22016287526071185,0.1829939131992769,0.15944032284467682,0.10609750236097204,2.858420658507293e-09,0.436985789159962,0.41898286532188617,0.24100551957107894,0.21856821649261962,0.20817249892936157,0.18587469741243506,0.11675380068841938,2.7317784654245582e-09
8000,0.5056554893627827,0.4948862335232454,0.2164748394874857,0.20250388825190846,0.1670418150266732,0.16291215081033603,0.09958468671639144,4.318333239326003e-09,0.45917817336528244,0.43411931016273814,0.24177695914386313,0.21990155126308253,0.19402036789447524,0.14800465368780644,0.08662378777203379,3.8914830409567256e-09
8040,0.5023712874611767,0.49432207859316724,0.2347034796694511,0.18583969494321756,0.15704200598116538,0.13489774514485287,0.07844933263042797,2.686501999208927e-09,0.46442787737367425,0.4539979633946384,0.22675999225027335,0.21063092092571767,0.18853244847869724,0.11910043644564228,0.09967188526146324,3.3749937894552187e-09
8080,0.5012485300658391,0.4812970989485865,0.24386765089297932,0.19184457537853686,0.14878122760572535,0.10845667078775618,0.055437330125813096,2.2788845659507013e-09,0.46965941391262894,0.4538430662935734,0.21718712119612305,0.19611026685501862,0.173380571621556,0.14473696962680915,0.1317679252099076,2.6376762126828828e-09
8120,0.5116677071091209,0.49237360824835047,0.23303693919253998,0.19209561487275198,0.14761339335795787,0.10617517726542042,0.037054682435802004,3.465969821244399e-09,0.48399345098740093,0.46087975076710236,0.2314633454285557,0.2097997179198384,0.168897398222182,0.12879441626565868,0.09072008938370474,3.980748842897931e-09
8160,0.5162269651156196,0.4954762739366565,0.23017025363500823,0.1872264851907665,0.16309494446677783,0.1176625159682603,0.08462918422270722,1.2870533823281091e-09,0.4760292346304597,0.4631547835168349,0.2485202421512023,0.2177776483069616,0.18306552047966249,0.1212472556992083,0.059222697534263215,2.9723309945558406e-09
8200,0.5011471494581995,0.4932286735918753,0.23133065430975006,0.19405397952870243,0.16354594358040614,0.13223064501435766,0.09239644905605654,4.104176946543569e-09,0.4617996575743505,0.44931621375725384,0.248718622872638,0.22866735790775902,0.16860546977379162,0.14083921032632513,0.09696364322500045,3.5135636535141676e-09
8240,0.5019694270145384,0.49197225102496733,0.21351193962909637,0.19388415393273312,0.1539835760135474,0.12365476137705315,0.09546794306947803,2.4019981273909742e-09,0.4567814463239608,0.43888081423051184,0.254681374248718,0.2149651791827017,0.17626982458393511,0.13112779426183516,0.08823695310912653,3.610144883183799e-09
8280,0.5015051733276586,0.4997948767552066,0.2085269965173133,0.19233251438510002,0.14846560228569444,0.13449532247535584,0.09523532854712563,4.0366545272161255e-09,0.453405002022488,0.4248236851453664,0.26036732884732766,0.20651358004776954,0.18032944863987155,0.1362161366495549,0.06892399723646411,2.733803429439439e-09
8320,0.5134142539847236,0.49319530441264947,0.2097740522453755,0.18019405947833642,0.15262681141521547,0.12812766005140735,0.09796480112912764,2.2012747715414413e-09,0.4591879288553031,0.4141282850021559,0.23373491607341293,0.1925203166152335,0.17149080808809478,0.1353003492218886,0.09424253464885955,1.2670031488064438e-09
8360,0.5166883349930457,0.48972876058793474,0.22885663170567497,0.17516635350037116,0.15115936371084118,0.1282483819209874,0.07694798024017312,3.6536995832690688e-09,0.4684402761571694,0.42232271378081593,0.23019511463315398,0.17628170812202734,0.14410227190312688,0.09460885851335063,0.04061650072050662,2.1873854870135668e-09
8400,0.5116050588709473,0.4790654866939029,0.26264647609583325,0.17152942377711444,0.15111131731395486,0.10762232758078885,0.0735372434298239,2.586419717559876e-09,0.46258007421460756,0.4375836308563012,0.23391260051533694,0.2036559830232601,0.15280366077202492,0.09105471289051571,0.054209543354833585,3.4807894009709505e-09
8440,0.5115993323533577,0.4769198519635273,0.26888929515745774,0.17211416048293532,0.14763619651434265,0.09863915125374664,0.056942279248085974,4.307085485341999e-09,0.4746030084567541,0.46426564029209255,0.23026741696246683,0.2004596776987819,0.1745146403821751,0.08755944078133375,0.06252823969419968,3.268256595202969e-09
8480,0.5049035442524855,0.49359072925511577,0.24871540241358533,0.1654298244772746,0.14367289366400385,0.09109947993943097,0.08209868778174914,3.794993406842688e-09,0.4928695883087734,0.4851530088380867,0.22626469589652512,0.17475214814164408,0.1413162725771635,0.13712256295181563,0.06038136783329619,3.720484642343158e-09
8520,0.5139115429552849,0.491899557897331,0.22520630844349693,0.16383756760289694,0.12877206544709732,0.1176024152091677,0.03917503336681305,3.7286579732252166e-09,0.5144870810509021,0.4815693089391483,0.20660989772926194,0.1619138051422852,0.13774615115444835,0.08445218242617043,0.061614693599892335,1.5949735452411545e-09
8560,0.5121988406185035,0.4979307333810311,0.21022622545807906,0.17562853942828138,0.12132732003967837,0.11395781509875712,0.06690180185643899,3.1657804845947015e-09,0.5112712270035381,0.4829777991774574,0.20328659367207838,0.16870206424993514,0.13771549407429123,0.09364158003654392,0.0795884218934895,4.169385316933566e-09
8600,0.5209989892490667,0.5009843412246145,0.21228758102691309,0.16124343923295792,0.13670212366361695,0.11845192410172682,0.07427969574458965,3.103468301567658e-09,0.5002030151910021,0.4859125177533945,0.20558256843496636,0.17498290839343847,0.15089419079219474,0.10775904130489794,0.05992524576143686,2.7096686191679e-09
8640,0.5257159488499732,0.48656324376728993,0.22661090446225343,0.14780309820863208,0.13595908730915604,0.08976044920246894,0.039654780647658205,3.3557567130231946e-09,0.5026699428994906,0.4622726309442362,0.23331438156111156,0.15571853961784748,0.13384623339008592,0.09297848497237111,0.06512113959839179,1.8654786532704054e-09
8680,0.5076136788284911,0.4854776828389433,0.2615860042062708,0.16219145077053154,0.12542107945964134,0.10244395791880549,0.04663881658528424,3.851095101682814e-09,0.48527672093306434,0.4457441792220496,0.26460410016890523,0.17756005992463483,0.1506323972296974,0.11627721493319097,0.08331728629055772,4.368777613682432e-09
8720,0.5217483211592358,0.47396026380239614,0.2696947619131562,0.17420087344148485,0.1465050693341924,0.12727900320871965,0.058316552589856276,3.978992220698438e-09,0.48277862798442117,0.44966895427322423,0.2725971118926102,0.1873505930365699,0.16538346028296744,0.13399164800258662,0.07484562868723209,2.2289807673631908e-09
8760,0.528502875499294,0.49521098107214495,0.24786356012537278,0.18334517756220362,0.14839147302684008,0.12073910047737063,0.05449212501719784,3.257852126266302e-09,0.4953269324834874,0.47338722739332845,0.24895013087112908,0.1762985576141399,0.15533578081717622,0.1398467885320966,0.09831388156949432,4.795858630367462e-09
8800,0.5243287119989961,0.5124490757020655,0.2336035032814629,0.20073357414714776,0.1551897328115279,0.146947122123265,0.054763140328475325,1.0656807420623306e-09,0.5033929443564459,0.48547925834642336,0.22476166527710326,0.20147565357835173,0.18116675148238362,0.140629680493482,0.09994999443725436,4.175755016576864e-09
8840,0.5287778277506675,0.5071964563580265,0.21726794343810166,0.19854442582104864,0.17551365230932564,0.1505957305541565,0.04901656429784579,4.6101313852545685e-09,0.511155221177705,0.48306266757336963,0.21800446822437602,0.20592954000478655,0.1942006499597663,0.15091082945467285,0.08394093594520571,2.673106121587955e-09
8880,0.5266359082877641,0.5044128808520068,0.22440412503819526,0.19780037984571683,0.18267483996027162,0.1471059884094033,0.05459458888818678,2.7470103999023916e-09,0.5096217079019232,0.4890508344356213,0.22997940997127328,0.1977497387319317,0.1846759905303556,0.14124155517964154,0.03082185766834167,3.509746276403084e-09
8920,0.5218095975697241,0.49651630025367277,0.26656208058802594,0.1923874711260575,0.1812910682589917,0.1275140158347455,0.0933236238081264,3.566420913256357e-09,0.5053969336049463,0.4910668305102703,0.2736308062440721,0.19003628700874434,0.16762029191099878,0.137315942453698,0.01969752421674186,5.320613040230836e-09
8960,0.5363792770428001,0.4882433184389947,0.27496923752642044,0.19729748902108638,0.1604873061618083,0.11879216284529899,0.09521511032587704,3.396061621382163e-09,0.5239955119731989,0.47747685970702664,0.27885098743036857,0.19248260109155377,0.15943658652303702,0.13040324070304432,0.06971508773178985,3.30159400479702e-09
9000,0.5394265649847918,0.5138680501511738,0.236579676654488,0.18313449324869263,0.14489879329791672,0.118089114496854,0.07846941237680999,3.6515296488909543e-09,0.5236134837400415,0.501372132128012,0.2432891813114773,0.1923393060725116,0.1600199690661237,0.11795280667748971,0.10344209468383699,2.005384543457526e-09
9040,0.5379970333971219,0.5223944302770591,0.21808138765617807,0.199645512671075,0.15264290586917628,0.11845397713536786,0.08109512089518597,3.1471525657396033e-09,0.5245496913109557,0.49707575924687597,0.2343224442384254,0.21621991975466037,0.17442685008435865,0.12428808297654613,0.06359617538627994,2.092892534584149e-09
9080,0.5359381300704019,0.5104832662734983,0.24622936622907296,0.21631411432316863,0.15164440051064196,0.11801667370197727,0.07027452356267823,1.7410355540139814e-09,0.5128779729242008,0.4819544647295693,0.2575826656702913,0.23531813433899224,0.15873099093333007,0.1143665959422881,0.08574234145203709,3.2122462376643238e-09
9120,0.5345626293585091,0.5270143220654637,0.229287751719283,0.2255082425328716,0.12604266517482882,0.11160444353724239,0.06954684101106913,2.5155316613241427e-09,0.5096858508819052,0.4864036210981757,0.2494103021538506,0.22648845628417422,0.1364349156973494,0.10937963956306049,0.09909785116795244,3.3293495466510457e-09
9160,0.550081835067974,0.5246575274158418,0.21168255154822835,0.17376398927547332,0.13695856732278092,0.10566624183013062,0.07602638039765533,1.871619272157175e-09,0.509081327499956,0.49424926162986826,0.23089865294618303,0.198184821524278,0.16091734824913337,0.0976288973119168,0.06116801721951561,2.6265663145460666e-09
9200,0.5488167553693939,0.5254540171885881,0.18934739405436377,0.1633755677792795,0.15815478723133225,0.098594585639566,0.06288191997464154,2.27931736588169e-09,0.5102929534060013,0.5056185804730174,0.23290756800594478,0.19931345010762705,0.14708151392312774,0.08441080330146043,0.022011495966690376,4.6309610540289406e-09
9240,0.5478963173364717,0.5234330303944089,0.16365654787573095,0.1484262888806021,0.12051236845844776,0.09149716267961895,0.07880523819786493,3.35142908810742e-09,0.5274909283986672,0.504215092415362,0.19643595855278706,0.1608527921982746,0.1382042866117063,0.10430081248722059,0.0866767909346772,3.4214051198475116e-09
9280,0.5553588884647418,0.5314456858195914,0.18149609986807833,0.14654636827887205,0.12808717208284753,0.10007252905173324,0.0904372876523328,3.1882263482385883e-09,0.54461129349546,0.5147107333422626,0.20436028824568328,0.15587442292602197,0.10942643458556692,0.10630181540565678,0.06405952957980321,3.1250955355197068e-09
9320,0.5617221471297591,0.5390541594290683,0.20687839778776415,0.1736512774173542,0.1530871574406376,0.1023903202302279,0.07767170231200432,2.390170389791494e-09,0.5450509437167357,0.5192424428480192,0.217852217847418,0.1628816713381236,0.13537086647635302,0.09961467009381408,0.06911508123550386,1.4260500640909083e-09
9360,0.5452368735161268,0.532588712164781,0.20999615102900004,0.18755591532595098,0.16212176351352758,0.1003325198651494,0.07142681350630908,4.791525198034094e-09,0.5186583024632679,0.49888797609140506,0.2147028051510175,0.1675367993474189,0.13591308415832767,0.11547638305647413,0.0871303075695139,2.6437891521631436e-09
9400,0.5458056603500503,0.5393999844806284,0.20823600338871684,0.1786657473947819,0.15753301256229102,0.0984196119110789,0.05826399980585633,3.2001348020217544e-09,0.5061767867076266,0.4987490250385379,0.21207450398164904,0.17559178523629007,0.15592913105081085,0.09407306206448829,0.05746933683500606,3.772775146073337e-09
9440,0.5557826400745877,0.5423264463117086,0.2025074311427726,0.1792792071363808,0.16429260478104676,0.08126855993069274,0.056956887964933145,3.093647698562481e-09,0.5182342938319296,0.49809260836993835,0.22211790488428274,0.1725283542334844,0.159573827902562,0.12293078118001516,0.04653049188975105,1.5559889755923486e-09
9480,0.5566056034495708,0.5392121018118826,0.18957337679336,0.18002567072556724,0.16103036940690818,0.08912292219156683,0.08023765005297501,2.4019431785984667e-09,0.5244067481995266,0.5104923249998545,0.2177886010875226,0.19173691527741918,0.17055417624889707,0.12641370846495767,0.08107422803806076,3.062732128793075e-09
9520,0.5675641647578118,0.555873019442489,0.1831191979844846,0.16953450776813866,0.1385115416957653,0.12228463619571396,0.09557759572982301,1.5427622508383542e-09,0.5551272076028375,0.5288031694862001,0.21068035033496935,0.19153663762628734,0.1530461227863469,0.10803758441248877,0.0676114335319562,1.5902332281818346e-09
9560,0.5548707734363848,0.5501172288719065,0.18282289490313983,0.14649790893398612,0.13470256811684625,0.10538048966611997,0.04189745501287663,2.8542057953149364e-09,0.5405923248338643,0.5202675808504171,0.21228395913999581,0.2036624704004362,0.12295310156973155,0.10349018334342285,0.056672994274885424,3.521289179780171e-09
9600,0.5681610248703497,0.5445477208178928,0.19564799263837412,0.14932177276834294,0.12520739752917487,0.0998628288823866,0.05139440349295556,2.7794920100144334e-09,0.5276269599663155,0.5044747904466699,0.24353412009971084,0.20717418231289406,0.13508280131828626,0.10831644630667558,0.041003363697567505,1.493051476861024e-09
9640,0.566433273832073,0.5623113166690156,0.21780204208366624,0.16808407250540564,0.11842469822639418,0.10531275227129146,0.052901973755310194,4.8094208468417115e-09,0.5201901397194221,0.4947581765297415,0.2485314380501965,0.20216530349856507,0.15116920332121447,0.0858046778791734,0.05404872034105805,3.0487688878186455e-09
9680,0.5546176375900954,0.5328198870888112,0.22044247319643814,0.16022348977955786,0.11599264997226194,0.09985789180278934,0.06821779013540023,3.4358150140980146e-09,0.487267683177627,0.4804495517131121,0.2153872015994385,0.1785139983837769,0.16409526306048394,0.12092730393547335,0.06274050881459266,2.959832267436956e-09
9720,0.5649526913328353,0.5631173776717245,0.20025508060158745,0.1322000670194558,0.12334310089544047,0.10619527477916905,0.08074436208604069,2.4284605558507828e-09,0.5157008555453444,0.503244136240943,0.19698825001161707,0.18756992690690058,0.15185297749171103,0.13461205890283795,0.0708395972465975,4.312256063299055e-09
9760,0.5752427890885329,0.5495631087027267,0.1964073964445079,0.14110373373800356,0.13130376985847894,0.09646725936889378,0.091085381055561,4.623233393478562e-09,0.5350828594041375,0.508658991350281,0.20613110131346238,0.1614136093050876,0.12894539700240487,0.09641279883782439,0.09251318197783373,2.8458264009333786e-09
9800,0.5465272975312271,0.5362343760234173,0.17569871064115652,0.14892324131301543,0.11959516110292202,0.09627778628119553,0.07837774376924213,3.09087638658048e-09,0.5173289798093271,0.4973885378096397,0.18555783283697844,0.1786126702258733,0.11444816620188175,0.10779445463659035,0.07645758171739017,4.830585946377287e-09
9840,0.5737380088133768,0.5501379106812662,0.17975263440329703,0.13203877103504605,0.10762462561537116,0.08973600390711559,0.05804169542069802,3.7083846798122794e-09,0.5169185891270749,0.5145923650446507,0.22530114552133934,0.1830716131851879,0.11114556266319953,0.0754890275259435,0.040953130851525646,3.6168252157921546e-09
9880,0.5594946865158711,0.5492393862318333,0.21899947270641917,0.14969170838899795,0.11360067963743709,0.09907175840030656,0.049576925487501616,3.7252831415613656e-09,0.5091186965498231,0.486139489017554,0.24800366922155911,0.21754588451945311,0.09779090144437691,0.07424874121514471,0.06059940896251068,3.806506580373254e-09
9920,0.5431796598676869,0.5177497495622408,0.2220227652363876,0.18111281359277107,0.10311770165199478,0.09954612539665103,0.05836985709248678,3.938639200804265e-09,0.49657384396840026,0.4620419998107423,0.26073875847742956,0.18511510034816758,0.13583139205126707,0.08790849070274152,0.05091113674971854,3.222194821879373e-09
9960,0.5630004492464665,0.5150892016570762,0.23797102570492706,0.1569810739237443,0.10866662241992182,0.07598010658246876,0.06533812840709566,3.2510490297569043e-09,0.5228926645490546,0.46559074383687815,0.27027546006593667,0.18391520292415817,0.1418808793496969,0.08554051610028054,0.04501533677091928,3.977046562735168e-09
10000,0.5796860312597008,0.515113835112375,0.2754341561835611,0.16274635205769744,0.1175525477646337,0.08078749318599908,0.0777380112496165,4.707726419109691e-09,0.5460190204083408,0.47694756121831294,0.30230520953689716,0.17331334612801513,0.15009150406110774,0.10750421878143523,0.06062321519319002,2.8179960262576772e-09
10040,0.5723518579502068,0.5122767503850673,0.30064065956185915,0.1758832231960345,0.12250033913654197,0.08927761990533171,0.0768359247098654,4.016953931129707e-09,0.5505027024410529,0.4771388516193265,0.3249033159897928,0.17292499627049593,0.14436100991313885,0.09892078395329287,0.04700706677394386,3.835511794652642e-09
10080,0.5704072869054805,0.5125326694889628,0.29782414542537566,0.16625548664351997,0.11884957633572993,0.10306241410599944,0.0614433020490845,3.025782581293907e-09,0.5535264737274936,0.47290254136712345,0.32041187331720145,0.14669069915733637,0.13494240663308382,0.0750025944818497,0.034301020214874654,3.3556256154985748e-09
10120,0.5714892548986041,0.5316517567557498,0.26520707783786485,0.15762694091418145,0.10679297098808817,0.09579311022762217,0.058721287147528854,2.434523519715045e-09,0.5499905281222239,0.4845838894948599,0.29493791170004363,0.13423488419714202,0.09895343113937474,0.09523551166971561,0.04210599116366197,4.057340032474545e-09
10160,0.5734812068026216,0.5564825848720555,0.22101734921866067,0.1501605563610777,0.10501530549065896,0.09380576480606537,0.07308011549593627,9.265061616810296e-10,0.5512732859082807,0.5213418043459332,0.23656687570298368,0.13079410160612964,0.12116166964010631,0.07536125320045187,0.049863110851553295,2.717533790267703e-09
10200,0.5788075133179756,0.5620674978746608,0.1848981298144021,0.15586433256294918,0.1181651832476682,0.10626086060032598,0.09152011128861631,1.5418297581463211e-09,0.562495473914733,0.5333833267122817,0.18314220560503705,0.1596103283802887,0.11382457636420129,0.09326958243738702,0.06177657029428285,3.6754081290491054e-09
10240,0.5815393373295034,0.5627158224997109,0.17037266743420126,0.15706652252778633,0.13486915014300632,0.11385117176507084,0.08045910712762709,4.907748842326473e-09,0.5595930647567477,0.5154265609482254,0.20663902971186562,0.1451565171307998,0.1186935432820985,0.08819483183133071,0.0399184877311774,3.009942121802266e-09
10280,0.5798469336168582,0.5716191598877028,0.1711168285619766,0.1649161521225277,0.11363730814552225,0.09419947458536504,0.07697500496417531,3.973027898518467e-09,0.5261024606013169,0.5109061361682692,0.18902413295596443,0.1206907583695275,0.09622406084267572,0.0824972681495756,0.06250891253400023,3.505997066088228e-09
10320,0.5917918939706511,0.5665761775431866,0.1830619659209638,0.14715953061334194,0.1149622882117554,0.09725616725218282,0.0784917136504386,2.393173854226801e-09,0.5279995680531485,0.5061190429782046,0.17261249045517202,0.12639160070266123,0.10866416818260806,0.09055983370380254,0.03668326952682281,3.540212017765985e-09
10360,0.583302894171702,0.5574920549562058,0.2097757746281443,0.14400473523468374,0.1263615825479684,0.10909511730083774,0.05115944848704481,3.243646142684738e-09,0.5398481161395227,0.5104805335024756,0.2003796933191919,0.1737351003243663,0.14538335900350327,0.10368052913048474,0.07990587003743867,3.0262511660074544e-09
10400,0.5780215516072504,0.5541397678591706,0.21895249852064522,0.18544134726953423,0.13029162512771647,0.08215339671546955,0.025648723011392024,4.608542530980401e-09,0.5427961635651565,0.5220092269282262,0.213428611378794,0.18869683618439478,0.17147904608689904,0.10274652788974098,0.06353291719161987,2.962778624867238e-09
10440,0.5814426679424025,0.5720101428487296,0.21288441267857114,0.1846778558695475,0.1325148314690535,0.07902163187432708,0.036150126103014296,2.6911612329335468e-09,0.5445013551523632,0.5334293277745304,0.21294043230678766,0.16567740059215866,0.13925363431234372,0.10402536073091456,0.07683067197721115,3.4837080888893158e-09
10480,0.5880703772338096,0.5543985588586186,0.21256656286752662,0.14886867953284508,0.125836028090705,0.08849213546633096,0.046096414705049715,2.6152221275623258e-09,0.547785880483679,0.517442069651599,0.20299757319652056,0.17291459173135465,0.1335704534133721,0.079180826231262,0.07618079995434691,2.682320462797374e-09
10520,0.5712522690678173,0.5429348998217103,0.22819965891760055,0.11900714070825447,0.11398729537830798,0.09772105491750009,0.07774298094879514,3.6032604447514103e-09,0.535182322033967,0.5175105475955382,0.22661261094360877,0.1555178157487162,0.12169589161053135,0.10915571957026923,0.060124307821613,2.673844158131367e-09
10560,0.5893069478075633,0.5450250175839872,0.257902992729754,0.12917597081258955,0.1047261095148889,0.09387251580842704,0.05231827574685458,4.5713939696886744e-09,0.550178938901699,0.5311389001625646,0.24179505684315664,0.15638814072467808,0.13635430821475403,0.0802515252925526,0.030556059611361507,3.5070948484527848e-09
10600,0.6018393899118483,0.5466097484753846,0.27361599380196266,0.13647893608942108,0.1215594526905702,0.09732327249706695,0.07488636488418471,2.0968252501124683e-09,0.5607951506292718,0.5279687956864407,0.25083497818168565,0.1827710894478043,0.13887817360315038,0.1101610564837937,0.08191531782169977,2.1897249768064257e-09
10640,0.591555147883723,0.5377761087189098,0.2660913822289396,0.14502820117498616,0.11839228780794606,0.09155811372493826,0.04283055628671437,2.089163507049688e-09,0.5388105011176374,0.5063520734158579,0.2688237243002132,0.17639381585340358,0.11468993286282259,0.08546590218562163,0.06604742531644288,2.686188527354261e-09
10680,0.5967535336125186,0.5443685572287988,0.27437401286438506,0.12353741341996222,0.10751270725864076,0.09276011886222767,0.04297851451817069,4.299562696336691e-09,0.5340080976581497,0.508950157569718,0.2913948122371214,0.19944827938540316,0.07487798938270837,0.06922729752813486,0.062100991479418596,3.4837116261022085e-09
10720,0.6131805988164116,0.5583136556427222,0.2867583566589656,0.1655134629231614,0.11410595342068296,0.05399533604518654,0.049927943229064464,4.97109037156189e-09,0.562112702059317,0.5336389223690546,0.29027614614967634,0.21956548878428545,0.10987055504938596,0.08975815217029601,0.04017429654178633,2.826017643002369e-09
10760,0.6108644119815498,0.5631150971778057,0.3059039334736166,0.18819178148256044,0.11246000909644531,0.08165641794911031,0.0513476376565002,5.511122848052329e-09,0.5722499903084286,0.5322194018518585,0.31139264027933317,0.20940182476747152,0.16534648281336184,0.08905744248172377,0.054892402811947814,3.84394838639558e-09
10800,0.6183912679654123,0.5596927664382716,0.295978316133957,0.17429001836552918,0.11874283023078613,0.10170604406598563,0.04892896540084499,4.541998994119817e-09,0.5616216549922957,0.505877936058518,0.3096093801499009,0.1766553530620234,0.1507589055163624,0.0838937734807447,0.04234282037574265,4.232700569298036e-09
10840,0.6274227887927885,0.5676455938757344,0.2886313724546431,0.15025200599403685,0.13259058551968358,0.09936045870699867,0.055575177528040545,4.441628109853089e-09,0.5451445094755722,0.5066843003379625,0.2921778857097206,0.16140508634733675,0.08218432631907784,0.07097128253092362,0.03993567436404932,4.765285436937809e-09
