step,plane0_sigma0.160105,plane1_sigma0.160105,plane2_sigma0.179003,plane3_sigma0.179003,plane4_sigma0.179003,plane5_sigma0.179003,plane6_sigma0.423598
3440,2.641267769472112e-08,2.7609060220084035e-07,0.00015152825402258804,0.00038390396907829905,0.00011884818954238892,0.00014845363382665327,0.9984072510738257
3460,5.230098398614478e-08,5.746940117969908e-07,0.00021678088357558617,0.0005523362289188008,0.00017118363742278414,0.00021507172539504744,0.997707117585557
3480,9.968322170285909e-08,1.1992189474097487e-06,0.00030884501820646826,0.0007954379828611167,0.0002469578357007748,0.00031105882247354914,0.996700181104683
3500,1.833241272609187e-07,2.5055198600341863e-06,0.0004376146228334873,0.0011470253263157087,0.0003570083094710198,0.0004487059135128133,0.9952530243280475
3520,3.273494606767641e-07,5.232765556646569e-06,0.0006157430126773829,0.0016565619860111178,0.000517476759858765,0.0006448368908778343,0.993175306178544
3540,5.753564130573625e-07,1.0904382765565755e-05,0.000858793596984492,0.002396215083260202,0.0007526624366026512,0.0009219294392868125,0.9901966345586489
3560,1.0210810040540716e-06,2.262968873434289e-05,0.0011850605816832306,0.003470571509729571,0.0010994662930724859,0.0013089480836816249,0.9859352677533794
3580,1.8987357958003249e-06,4.667809931194038e-05,0.0016151370813499207,0.005029495308302503,0.0016138936618932433,0.001841197304643701,0.9798571087681196
3600,3.826355066458286e-06,9.549723950503046e-05,0.00217178156046859,0.007284259805351116,0.002379292161457023,0.0025580873849273063,0.9712248165817442
3620,8.383680361805694e-06,0.00019335880185990768,0.002881312966895053,0.010526252979294586,0.0035137974630762713,0.003497446048958097,0.9590401564450601
3640,1.9260275723877983e-05,0.00038676512105301837,0.003778414419496386,0.01514594861770374,0.005170646524890592,0.00468516591861745,0.9419886001529767
3660,4.404938893546316e-05,0.0007632836686233382,0.0049172559514875066,0.021646662436181335,0.007521504185642463,0.006119446473348463,0.9184070612014773
3680,9.651602778481478e-05,0.0014828111898000519,0.006394330665070858,0.03063790089746107,0.010714819866172056,0.007747749776886931,0.8863285879644922
3700,0.00019971429633241632,0.0028185870902770883,0.008387908158881954,0.0427627097030653,0.014815376092668224,0.009426600087819531,0.8437180641046602
3720,0.0003879354442459861,0.005192588117587844,0.011199915744269708,0.05846479401131118,0.019767895031560935,0.010845575734391717,0.7889805619674816
3740,0.0006819427447865274,0.009199283755362988,0.01525107451126545,0.0775340979925719,0.02549020181365893,0.011450217521473037,0.7214817672041498
3760,0.0009855609201207373,0.015636958873179122,0.020989762906291932,0.09859376616104734,0.03216159633517974,0.010572517472840617,0.6416019596432613
3780,0.0010069556202517945,0.02548593814646654,0.02874358872796982,0.11880726169511921,0.04031992087793724,0.00798223895010127,0.5508465176646
3800,0.0007019546520590588,0.03968082228849468,0.03853599024526889,0.1339136064374325,0.049945108109295366,0.004457093458526214,0.45331815289505045
3820,0.0014626277659945148,0.05875333846804325,0.04985983614310745,0.13929492013756953,0.05898005073044767,0.001490856807641252,0.35734038842069316
3840,0.006838043467576567,0.08253276718406156,0.061525502325221616,0.13289166470467542,0.06379569904328902,0.00019096453485466442,0.27409055111459557
3860,0.021150255460673263,0.10949705730958056,0.07170425988687686,0.11728765115246666,0.06221921713290258,0.0005716227245199505,0.21342230365238044
3880,0.045949078153006466,0.13531570829981313,0.07845268316481041,0.09763392197533731,0.05575343154352708,0.001938297723442178,0.17955044316946583
3900,0.07711231507492441,0.152633887854738,0.08110606090058481,0.07806977018397403,0.0486009744597114,0.0038746600239931606,0.16873263918091816
3920,0.10678014200232117,0.1554604107139499,0.08140848705208421,0.0606123575038312,0.04489789314615019,0.006803313980610796,0.1711451841834051
3940,0.129017692349917,0.1457510526788354,0.08228832614136987,0.04605336651393396,0.04660328735608398,0.011421040299018553,0.17658568040294262
3960,0.14287207986946027,0.13418737478684883,0.08484955691375166,0.03478510599175139,0.05315731641439702,0.01795175893055091,0.17920229230913404
3980,0.15056079576697892,0.13215691803875626,0.0869413826531973,0.02679129487286199,0.06257301460312925,0.026482891815647207,0.17789932409136058
4000,0.15444748326831811,0.14230288119763113,0.0850031685607101,0.021248318751890864,0.07288128548239471,0.03761718507860497,0.17393820796097778
4020,0.15583008541582893,0.15718445313537338,0.07717055004870148,0.01677989530751941,0.08294360922663672,0.05217793235476564,0.1681982792249631
4040,0.15513413942230153,0.16647197199782912,0.06465888913231213,0.012585108604121016,0.09236615258813145,0.07024387610125946,0.15971011210204447
4060,0.15210382943744954,0.16475632065567614,0.05059114301548995,0.009113667778155905,0.10096977298422251,0.09049050061441738,0.146392427070856
4080,0.14577071535182848,0.1539723046400366,0.03787756704945101,0.007539856561749728,0.10844277343412802,0.11037676466930646,0.12702189396756486
4100,0.1348264349966044,0.14102839559386154,0.028046693184424508,0.008936235804568926,0.11440927096442743,0.1270059701061231,0.10232073190053825
4120,0.11868819074705739,0.13372061588115455,0.021308966203758987,0.013977946998806957,0.11868568435037034,0.13792494555370213,0.07459470049856305
4140,0.09884446509855854,0.13640650978601684,0.01704784424792774,0.023026162891875514,0.12133671099637709,0.14138420431383117,0.047664087859431215
4160,0.07935228579432005,0.14570380678823663,0.014352647153565455,0.03630877839052505,0.12235925242254096,0.1364246055279665,0.02783318283214076
4180,0.0650857039794823,0.14934833225358304,0.01270005266969756,0.05405278222477553,0.1212548233589602,0.12311377816720345,0.022232752246791283
4200,0.05811279212754363,0.13608545274506975,0.012176425961262238,0.07585030284544927,0.11687286607525603,0.10252445440678158,0.03233349716386953
4220,0.05591379200093462,0.11245581384321547,0.012623661087648575,0.09909111555451115,0.10828784634878828,0.07727593209231312,0.051306465229842106
4240,0.054405202965490264,0.09889794171825289,0.013121471697854426,0.11906704489688835,0.09762435731615646,0.053209844413264644,0.07105007227329267
4260,0.05213112926331489,0.10420311924869441,0.012721215403881719,0.13261092341451822,0.09113417085724348,0.03702894563453657,0.08769255600503344
4280,0.050655479027391676,0.11896735752197732,0.011246685523739993,0.14076882725313433,0.09389701452976211,0.02988902098821404,0.09982786162942953
4300,0.05250724862361388,0.13120519208440293,0.009486549349085459,0.146744210699782,0.10482244944987143,0.0272131752362563,0.10675645226389156
4320,0.05948473631326631,0.13458807271748494,0.00879849159767719,0.15267060964301488,0.11834476356683991,0.02431873157769319,0.10904068327272481
4340,0.0721183212604179,0.12704205396500248,0.010330332066649775,0.1582536291116154,0.12815048828542452,0.01974490154245891,0.1081749208595025
4360,0.08970072772935571,0.11180829600500294,0.01431687025215209,0.16057082571915485,0.12909953511595157,0.015377846853069546,0.10529938808787832
4380,0.10955070645440497,0.09981611338258724,0.019796008691799857,0.15506231850241295,0.11931645569376155,0.015163136991396264,0.1015505127188961
4400,0.1264865490436615,0.1017938741628491,0.024895878022190416,0.13911879784829198,0.10316588943214666,0.021626877118133107,0.09994716658124773
4420,0.13604696527588334,0.11481362840088447,0.02771641760522544,0.11575417991374465,0.08992844002574228,0.0326728966739499,0.10383766686427527
4440,0.13844003495856175,0.12688176682563646,0.02720294763220631,0.09150577596648152,0.08682578876315593,0.0443154018049838,0.11181219130342734
4460,0.13629841567699164,0.1327490291301452,0.02334155454975733,0.07105386404014365,0.09487275479539234,0.05500787717939754,0.11829339041744615
4480,0.1304187279269839,0.13667719658463592,0.017003193402909303,0.055713352955385965,0.11017563890332105,0.06489884754330222,0.11930136035810504
4500,0.1198940334745007,0.1469594566762705,0.009830627803021172,0.04508400294865322,0.12569082404726412,0.07301719104481451,0.11474910806266421
4520,0.10489058555592495,0.1714301029375029,0.0039656206114199654,0.038371485236612664,0.13312926904041547,0.07620703089257735,0.1068787955150347
4540,0.08778380834533328,0.21113373778937453,0.0012540814785746285,0.03488707959221464,0.12755745668670387,0.07072104547690054,0.09883200737695523
4560,0.07158437659979278,0.254487038168468,0.002162351468149003,0.034027825468750085,0.11214987952591902,0.05574144861023857,0.09420248496541919
4580,0.05827620038108017,0.28253730249934295,0.0055595016478647745,0.03480687893440194,0.09642301083261885,0.03563719198497592,0.09546296045120442
4600,0.04887755349646753,0.28413373619302495,0.009864237687400402,0.03587904939710435,0.0883366403443396,0.018160194294976447,0.10194364440084858
4620,0.04350638077212034,0.264196255472515,0.014135690006041042,0.03646784260924266,0.08933900832035228,0.009713131628233986,0.11059185492384044
4640,0.04092291733228314,0.23714698519942382,0.017945797801500442,0.03697091875258447,0.09598549829923916,0.011612123552197342,0.11834165709374551
4660,0.03891098733697634,0.21567332428761893,0.020798177968978985,0.03837607264671704,0.10371653950270718,0.02051850982714464,0.1232262299367078
4680,0.03544926372505317,0.20559721470735146,0.02222214224681533,0.041289927717332295,0.10938235555864438,0.03189954535908327,0.12436356951212078
4700,0.029696393597558338,0.20683250487806462,0.022275298064988375,0.04569569632735653,0.1121151865853321,0.04274951967132397,0.12183779596405497
4720,0.0222705820800769,0.21607553974636587,0.02165109075835656,0.0513188052139268,0.11288010579641906,0.05200723117595891,0.1165756360014292
4740,0.014881617829826202,0.22930671662901125,0.021359769816769677,0.05786850478030814,0.1133574670994493,0.05965509858252186,0.10987873181292646
4760,0.009468710936899294,0.24391784544387726,0.02243112190033529,0.06492403313529234,0.1149138707431485,0.06578496726443428,0.10277664098563799
4780,0.007200108612682916,0.2597165222186125,0.025828710478810187,0.07166881898884192,0.11793797578815911,0.07020187461507368,0.09579344547005533
4800,0.008041044700866341,0.27775035385696795,0.032356229933319526,0.07686835693601435,0.12158133442434363,0.07252231447260514,0.08926632046171314
4820,0.011031541555723227,0.2978370109811052,0.04232530432465294,0.07939528178622894,0.12413888361694186,0.07236890936868975,0.08363262426823277
4840,0.01468124299572942,0.3173766029161721,0.055133329164440976,0.07916915502096802,0.12403734798938608,0.06938090062588848,0.07918716805890753
4860,0.01741425538050482,0.3321046111672276,0.06912299978266616,0.07830319577526795,0.1207331792446929,0.06344357034191192,0.07545024015226504
4880,0.0185920604902768,0.33754518338545636,0.08187657908928381,0.08151974173981297,0.1148406612533887,0.05546467386912222,0.07066096017085903
4900,0.019637655644816905,0.33166226274583827,0.09080028121249556,0.09352170314189318,0.10754537590674075,0.04761647771419094,0.06237673958841694
4920,0.023135885838623107,0.31893112429917947,0.09389697111513368,0.113832031483108,0.09983026819712519,0.04176111090381535,0.050196302163867786
4940,0.029367362396704573,0.31065575272345364,0.09072954837273067,0.13511043859978317,0.09193881712652585,0.037434907272729454,0.03900140010458264
4960,0.03499371943391827,0.31660773008383614,0.08325656459803873,0.1486303915990557,0.08338204988824323,0.032744333305336576,0.037408432828291226
4980,0.03728396652043964,0.33471887893545843,0.07563351052737262,0.15150290448165377,0.07365661717952145,0.02801017671144753,0.049280993829332626
5000,0.037590390293979196,0.35120955992303776,0.07216080070428392,0.14782027997625188,0.06304009340766603,0.026984407861789534,0.06785488384668764
5020,0.038835153122914426,0.35136776246924045,0.07444224742651953,0.1433155802494576,0.05255927345444603,0.033407516541146896,0.08173999764515465
5040,0.04199283405173825,0.3295709372826673,0.08045584441283088,0.14000061611821663,0.04355996599706832,0.047590102048710406,0.08465460182677245
5060,0.045927707378122046,0.29125692407094966,0.08618756209629166,0.13590590503163377,0.03739181940809455,0.06694021643961655,0.07774906223668866
5080,0.04899996411003728,0.24801761338994574,0.08771851821816387,0.12890641977100897,0.03466180546582482,0.08856149336429978,0.06571068626532942
5100,0.050318046934791805,0.2103579734324603,0.08256298230330826,0.11954813500050662,0.03469448610911324,0.11065393724216296,0.05260501245204313
5120,0.05019479434229753,0.18292870161906147,0.0706602029337287,0.10995346777302306,0.03647729681386728,0.132057554614813,0.04044637169599345
5140,0.04979637348274404,0.16442783215599074,0.05472326540725282,0.10119702181743574,0.04001370252971175,0.1513607231948374,0.03004540060267717
5160,0.0501377758586169,0.15059174942329254,0.03922988709389087,0.09258312535403221,0.046118013188745345,0.1668240921583849,0.02213320148997046
5180,0.05131460571160785,0.1375357196260215,0.02859786331250101,0.08288899039950104,0.05500308583496256,0.17685889328012366,0.01752014410082838
5200,0.05271645903482323,0.12378346275169606,0.025517368864291765,0.07156777351841652,0.06555743418479085,0.18048617590222693,0.016437359642972778
5220,0.05381779761582517,0.11037411054365731,0.02973691211773916,0.05907124351715057,0.07601846409041026,0.17768850433737055,0.0180799858260971
5240,0.05445331059794571,0.09915508030732692,0.038078404918366164,0.046851573274026975,0.08487092755136018,0.16940070633942567,0.021169788453248493
5260,0.054390727221424524,0.09023708779047851,0.04631272541503064,0.03726490225917577,0.09089458012675637,0.15714746376314936,0.024767631994941832
5280,0.05311409527560492,0.08092639652357045,0.05134702439850149,0.03292681725754092,0.09312844046976161,0.14276539101810323,0.02823915408998197
5300,0.050169280336492095,0.06825711710123451,0.0520262351531777,0.03531420574229425,0.09142305036414952,0.12854218127567288,0.030804603340678343
5320,0.04574626227172037,0.05342920086831435,0.048931634628283024,0.04343930957873143,0.08656756587312862,0.11752269916104875,0.03180358902486673
5340,0.04120631313443656,0.04293413402080831,0.044073440267264216,0.05393604460699573,0.07956977970205482,0.1126211325105142,0.031740846004251345
5360,0.0389369153153156,0.043495061857624855,0.04053575518383865,0.0626571488176092,0.07119717924417587,0.11412228563127826,0.032495056002740545
5380,0.04080087523276482,0.05537057494056051,0.041925035911665756,0.06645544064080632,0.06230627618239722,0.11835070650301684,0.03557122652036726
5400,0.04608965375166725,0.0716309401676684,0.051365917816120106,0.06427881174689656,0.05412427300348237,0.11983652814702918,0.04012792884386191
5420,0.05154990082893993,0.08380355336400497,0.06954240424949881,0.057416963294417395,0.04779246427108635,0.11505851659207171,0.0433967745437496
5440,0.054041367005762675,0.08720153687408506,0.09311139883038555,0.048682765265702255,0.04370500597996292,0.10417476942229976,0.04375645406803264
5460,0.05297256047435729,0.08213948908781983,0.11621346437228394,0.04100681636352961,0.0415902560262397,0.08974631602767244,0.04363818815216936
5480,0.05024352138489515,0.07272933123432015,0.1342672270430895,0.03649412649104817,0.04113492752854274,0.07460005988299602,0.0490105680980391
5500,0.04846646314708009,0.06439074909437366,0.1461563368906752,0.03626821549558078,0.042171717843886715,0.06084587191158733,0.06529241490165104
5520,0.04930177138909791,0.05996982831990634,0.15332703967789182,0.04073769795115802,0.04434470524054753,0.04998305788555707,0.09275327285656448
5540,0.052731603471045156,0.05785011701646632,0.15743153492111436,0.04932037577919265,0.046969804082899774,0.0429383550897663,0.12497191605504825
5560,0.057152357278641874,0.055485312936820116,0.15857308178517798,0.059674198299060593,0.04926135319697797,0.03972396658627091,0.15201866362415206
5580,0.06016235985604926,0.05422317841977711,0.1554030657817928,0.06846004385192553,0.05057102123349928,0.03945044233978069,0.16652141897843795
5600,0.05994453301379148,0.05851840792331783,0.14668153627889768,0.07364665476989875,0.050527377151605886,0.040761643262811786,0.16742966441327106
5620,0.05643931989905004,0.07077168093019794,0.13255596471076847,0.07538865387589053,0.049080940067524385,0.0422252888488919,0.15836404012692962
5640,0.05112528221895131,0.08884735971700747,0.1147590210402017,0.07455600674155367,0.04636195703927198,0.042581480763584104,0.1435499152592025
5660,0.045543177317655524,0.10874206105355669,0.09616126775724153,0.07147467958088072,0.042460349390052166,0.040933137167315135,0.12578657035662
5680,0.04019066686358153,0.1286296758642568,0.07993360196131379,0.06649002213592714,0.037501622861352016,0.03725836836876115,0.10698080395619408
5700,0.034845436395683285,0.1497822266381705,0.06842551573948656,0.06060478404713,0.032054862677682656,0.03317070856050812,0.08893081168560585
5720,0.029768266401294183,0.17312935172919755,0.062298990681636565,0.05486123898115294,0.02730297483479219,0.031547984563138544,0.07296727128208337
5740,0.026262230020948737,0.19545136593080026,0.06048349189242783,0.04982674232230319,0.024614737772796717,0.03446908621269182,0.059167104926102436
5760,0.025500345694579308,0.21089199105102563,0.060952959722680396,0.04602797834822274,0.02475102487411485,0.04158572922466137,0.04655143348104874
5780,0.02684552047246659,0.21629905664791726,0.061877327883240955,0.04441617776356353,0.027262735954546816,0.05078286992336136,0.034502999292213996
5800,0.02798674225610037,0.21363706226341792,0.06245756477918198,0.04601193547355403,0.030691549124101106,0.059858207624687174,0.0239846657649746
5820,0.026745287399508787,0.2079129994694547,0.0628592165218819,0.050993059472657885,0.03342120152359069,0.06719967693858277,0.01737673142823795
5840,0.022522931118554478,0.20414726503888,0.06345201883992257,0.058346475140020615,0.03430846296446776,0.07159930728067426,0.017207195889734784
