step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,R_v6,R_v7,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5,nulldev_v6,nulldev_v7
7480,0.19517763175040284,0.22958055537665692,0.465653625117956,0.16491793060063875,0.2429869600404985,0.22393775472965477,0.27484959986575125,0.40156007917079906,0.028139562691988855,0.13082378259655927,0.026814611456957946,0.06218099425466377,0.061458610414172,0.11974075344397553,0.17222855731910525,0.2657392992789714
7520,0.21072002832779577,0.22158920937931176,0.47000523527954546,0.17640628548535497,0.23101334050901476,0.2269057677490881,0.24027800235266583,0.41160076994683525,0.06497585341935981,0.10050074155780042,0.06682507879985154,0.07712616804233108,0.15728877367858077,0.013143322798272227,0.11811365051564762,0.23769877053206295
7560,0.19643317353697262,0.20984779185357136,0.45978943513309717,0.19220255518077498,0.2603364329093288,0.2285184324046287,0.2581747197593522,0.3998083935132112,0.08835186184768197,0.04276671458187169,0.06362576395226333,0.0743797674237934,0.148124180359373,0.11353612980710967,0.0567681416671509,0.17199716140438107
7600,0.15912438991030198,0.20741392091832866,0.4587770045718248,0.2043995423267792,0.26688449265750236,0.22377024886178143,0.2855557301650228,0.39150706869838076,0.08825514428382651,0.029282761490447316,0.018678610055734204,0.024077331606844457,0.05796906689856966,0.16509483047063933,0.15550348314406698,0.18822079532789002
7640,0.13678286856733446,0.2156586560138897,0.46995141610870816,0.1997646121803338,0.24586114647825638,0.2203785697402631,0.28608596185342117,0.4071136319942612,0.07341239669318157,0.043226141929082584,0.08838186459888576,0.036272149268885674,0.0908976220915508,0.09741916196016503,0.16900478431900648,0.22386222547612133
7680,0.14852476188731584,0.22960637452557348,0.46596832991875986,0.1810631929310836,0.22155056787017444,0.2430355408305343,0.29079574422340526,0.39809387057554746,0.03806305664968845,0.0383148396525406,0.0931756261780275,0.04083148674347214,0.14614938438434005,0.0203753854291247,0.14005201110559512,0.1928769781075448
7720,0.18442149174551303,0.23892960344080152,0.4550628803219537,0.1681447395128224,0.2017792103238342,0.25459426843782157,0.30319096544397195,0.37556690063767445,0.018682469105515142,0.01792141722187038,0.025813603997887215,0.02542235682399078,0.14720848109523127,0.10812698397384626,0.1534188901716863,0.1226498244415925
7760,0.19467248508542725,0.2241627610388979,0.4685494974564876,0.1715134267909969,0.19242778440525948,0.2528572622493461,0.3017936623353605,0.38956895815157666,0.057827783647488085,0.024519231053212406,0.06408684579570326,0.057539424217700204,0.08166041498026022,0.12607118901129993,0.16281746918420567,0.20757931648951203
7800,0.19104948315748302,0.2144325380498706,0.4822800545078656,0.1756511879282168,0.19907324314360728,0.24403615243693236,0.31302551334912754,0.4021231172543345,0.037312563601472615,0.07309054524567112,0.07550737587420409,0.0735664868607888,0.04282888381165567,0.08465289459557071,0.20738737133792784,0.2517839858236762
7840,0.1926799380612202,0.21823268290850723,0.47581249238802426,0.17409622015744583,0.23974772713217155,0.24638792078687774,0.32171094384419285,0.3979148172014986,0.03430978075388276,0.10446825626352992,0.0189717853590671,0.049018317608371165,0.03656673511485106,0.10939957729311907,0.23370176514638127,0.21998532354128736
7880,0.19810252585953,0.21486647299222356,0.4673752955383406,0.1729960976334925,0.27520628414771076,0.2502688180278915,0.28180544552796355,0.4215064600613542,0.05829485036800994,0.07059013692373393,0.1152383422701694,0.02185028534426239,0.0647191407763158,0.1290526206232194,0.12355258555191968,0.17914774926181387
7920,0.18655038072729985,0.22113517985041464,0.46020591476505046,0.17227046014786032,0.2746726593270541,0.2562852143761958,0.2566493471213082,0.4209634857582918,0.040741026987681485,0.0388835174380147,0.12319403361182295,0.03460586606428306,0.0923774365070719,0.08158904925302118,0.0882763589877389,0.15831870110685714
7960,0.18304561920885834,0.23477294787161113,0.45459573921567936,0.16912100501348964,0.23395243022111686,0.2528739635005773,0.264264577498018,0.3940828248990287,0.07104440175217759,0.07913555722972929,0.042195245335909966,0.014748232142843045,0.0988395064079203,0.08705115804841834,0.16495237576124056,0.1746545074414892
8000,0.1947137745815251,0.23900990973844072,0.4620639287474176,0.17500925731533293,0.17841862031795927,0.2370833316967208,0.2675959519725194,0.3924406662185824,0.10960215672712133,0.10294143263904945,0.05110636931848339,0.023757745681472743,0.10079296166694757,0.12431566122756726,0.16002009630453015,0.22010236107031758
8040,0.20206989365987862,0.2362863556642767,0.4596099222630978,0.18407186667657907,0.15510838213315367,0.23132292857695685,0.25365227460741024,0.3894504256838242,0.07078646543942811,0.08130924222601739,0.06734532620721694,0.04988822098065349,0.0750780220907485,0.09544775539117938,0.1287926735623187,0.2034206668147698
8080,0.19140478852769385,0.2291552231703482,0.4526444135121835,0.17048298862157726,0.18010876701374814,0.24155685741111566,0.24028170271012556,0.38015951317294383,0.044219059775612385,0.05642252124785757,0.015766876095946437,0.06466049421284994,0.0712050850667056,0.08486467549991919,0.12414725135032838,0.17373189715329465
8120,0.18026475795923902,0.22467276326766053,0.4621593228847722,0.1379199325873195,0.2125749413041863,0.24256976072490793,0.22374160561644957,0.4002544227272339,0.1249363843301712,0.07992429433351234,0.053616579967406784,0.04853502969741727,0.09945294057718358,0.1153752217351066,0.11117311546245932,0.22661005678549032
8160,0.21188134589103458,0.23611822854880435,0.46408837278523757,0.14394011078510596,0.217875298336852,0.227613172454245,0.21570877994940135,0.40629505519328446,0.11331933484147876,0.1053537304157889,0.06645769842253028,0.015048792427442876,0.1127340553445343,0.09382606856113714,0.10720299349397826,0.2327109918933672
8200,0.24169448319810644,0.25177495612753287,0.4558996480429168,0.16456073361046764,0.1987215247191518,0.21685041583290476,0.21051949208656487,0.38832814956269196,0.031154226758083357,0.11762754174790047,0.032604653234316425,0.03658220714270337,0.06631114599865551,0.051853720532583664,0.11642708019302343,0.21824644704969087
8240,0.22635255030402085,0.2621094479803063,0.4571067754064699,0.17726626624868902,0.1610852484167706,0.21798966895518748,0.206776898612478,0.3857104781347197,0.10551253804183279,0.11331330945942186,0.03314008335172388,0.06600945385088285,0.03534290753919065,0.12631784350648778,0.0830081872899196,0.2225161725256568
8280,0.18705500208154566,0.28084526271916654,0.4624117607832933,0.17115088217564717,0.16932418203737015,0.22586529360202276,0.20853898090652276,0.3883596841780186,0.1264495327054437,0.16280410179592636,0.06730404320230875,0.052398381493278065,0.11315194865177787,0.14658203388138247,0.04953954322704295,0.19861280730470818
8320,0.17915654965908492,0.29762962675302024,0.46457559799818515,0.14913875052781422,0.1952594124011691,0.20779263061317488,0.2133381177898822,0.38346983519908856,0.048898827876104285,0.22405231847772136,0.05779904879270364,0.02636376872224368,0.13840475137669436,0.08189847002611636,0.09893418050102862,0.1892187621700587
8360,0.21545196226438543,0.3061192156739648,0.46439906245351315,0.13220899367301067,0.20046669581054255,0.1707961224847163,0.2062021918804963,0.3872024162108792,0.08858681513720951,0.17499531286945108,0.06336960712274953,0.013532467185652793,0.10374237511457475,0.030838681319003896,0.11844239087160982,0.2262730215788312
8400,0.24873677915643203,0.3228238470002733,0.45753790557322416,0.1425276239143155,0.19478867466340932,0.16285057673025655,0.17805627650513484,0.3708997942604714,0.14494148200252063,0.08831525262322919,0.0911784028079558,0.01181751327832467,0.09266719694609263,0.11680741193753336,0.0853783856761408,0.2150262772965279
8440,0.2634337969965439,0.3341396024107636,0.45643460957606236,0.15679146555797352,0.19528089555075923,0.17977999401182773,0.15160839046481886,0.3442039757677719,0.09317062955413899,0.20119330111731543,0.09317315210106408,0.016909993937497345,0.11395377488373275,0.13204413945281265,0.02172447156306465,0.19611169277119922
8480,0.26308834635884537,0.32425810461509746,0.46077579275751496,0.12559448941292092,0.21615164793805267,0.17902680783303437,0.17126257119818983,0.3360310713325589,0.116799608519411,0.24551573309147096,0.053648244731264755,0.038572905278844744,0.09975108976749233,0.06462384728853066,0.09530677186332648,0.256384050425514
8520,0.24967027901238362,0.31238540070530785,0.4633071322083438,0.09766542754773987,0.23969526943591374,0.15454769758267334,0.18877032748132272,0.33836838543261977,0.21487652373286437,0.1856476303300059,0.05564480586620677,0.046014205546534695,0.16078549549739812,0.07302683820308603,0.0981479660125677,0.2635927538488106
8560,0.23390846614189537,0.32657376984220604,0.46628352577634974,0.14056082728064026,0.24821323739078577,0.1608503827443324,0.17431725207755486,0.31795477529858823,0.17199124430909285,0.2087625683912439,0.07596975230246723,0.03936212281656764,0.2331697834079987,0.11092669464604882,0.029485035108247168,0.19616677069374466
8600,0.24310761733101274,0.34741088602169024,0.4736819970024791,0.156401601883796,0.23222172657586213,0.1826280811318886,0.15673286626165714,0.30207557411514957,0.0721469686799314,0.25575986019238406,0.08086371230474731,0.026769521981436437,0.18150170099726043,0.0633129816742984,0.07620524355566023,0.20386641651620996
8640,0.2641878930966946,0.3344524701748526,0.46951692943127277,0.10497426331191799,0.2222885556457588,0.1751471639559783,0.1591957971481157,0.3096484243866287,0.2138169572428083,0.2529450251481808,0.09800472128211876,0.04107109710982862,0.09824847329989704,0.06518895867941066,0.11586416993725747,0.29769085554409935
8680,0.28535704467990275,0.3358593280346122,0.45892147962984964,0.09853655278691306,0.23336451810754885,0.1668763686470754,0.16231549099018608,0.3054380059039945,0.23973637930867742,0.1534804627888922,0.06074698680577413,0.042055968559514684,0.1485396565515114,0.1293270688326712,0.03912444935123317,0.2247351134072556
8720,0.2852284574492961,0.35791644065624345,0.46180270300025933,0.11557147857839191,0.26387694163911335,0.17691265143453141,0.16506744022867456,0.2770397273524864,0.11319397496246207,0.20010248939136102,0.11259597103951588,0.01596327444261964,0.2182904292344063,0.1128997531896086,0.06329600973942462,0.08513178479601848
8760,0.27140442253663777,0.35216150372215826,0.47732367135632153,0.10720018440631436,0.2943449196883779,0.1943860988236904,0.16796475913522424,0.2636730088103841,0.0949523663074781,0.23973719950091196,0.10784144585558807,0.024511172317234375,0.2340872699920222,0.056885333776492394,0.10810212381042293,0.26129707115479484
8800,0.26557402204701586,0.3288054020023179,0.4834735476236511,0.140429513751149,0.3157921931288354,0.21632697307972276,0.17573364984355563,0.2674910689950939,0.16378873077016118,0.2077023877282869,0.044273346057985156,0.0398475042563916,0.2501133305863263,0.05436435355049095,0.0936377749609304,0.3002992863145694
8840,0.27591211229714036,0.31192527251382074,0.4833530209820383,0.16112528012196678,0.32183727306855464,0.20357934942215,0.17340084776548723,0.26694235432369107,0.2053297381134725,0.23022194568891466,0.02223887894682714,0.02870218292840699,0.25270041194561105,0.1261183168271764,0.029837537853079247,0.15641736797183195
8880,0.2909011791369127,0.3173279097884711,0.4808543588665479,0.14650667904828632,0.32343760925960496,0.18172277903345171,0.1739727652029084,0.2708201906225183,0.25018199220800685,0.24603247506306697,0.02307902784009518,0.008015283078300947,0.22324385559722726,0.13688380210573192,0.01871797911392312,0.1600966132631906
8920,0.2952614073962964,0.34203891875931675,0.4735219204449367,0.14820339265817237,0.3182524273541533,0.18560942141946285,0.1681587116748894,0.2652311374689358,0.23958022915151692,0.15628304884246627,0.06373532680490342,0.021927526064296987,0.1797331328777098,0.0799944795912446,0.06733806675667517,0.19640165882342922
8960,0.2890367714113417,0.36039222280315647,0.4765874641527953,0.15847538635180788,0.3260970519622083,0.18537281080431728,0.15320551284306932,0.24434228906758834,0.1185188239609334,0.2044918367762581,0.1051116288885506,0.04413451263105905,0.26793088055377146,0.047363776502060556,0.09895417643806595,0.11366814619845242
9000,0.2909707981738638,0.3431391227584139,0.4911801287454938,0.14388923325794453,0.3476017149886873,0.15768363080292144,0.14769790321881138,0.2318867878095118,0.1433374472763542,0.25071658718561696,0.07921411996677812,0.035618639344571906,0.30897573026421354,0.06716961133387248,0.08760728059759094,0.12580322252637238
9040,0.2979320878759785,0.3195048121696138,0.49422150889695066,0.13530665646237297,0.3588691561497165,0.14538213889109927,0.18222116049695689,0.23900827839765504,0.24010826580801622,0.2033518151266092,0.0651038839747646,0.006295286235821004,0.24693697129612832,0.0842765100618976,0.02451659495444399,0.12440776853466746
9080,0.2744942966078239,0.34358683925578215,0.4865581702358505,0.13988058721207608,0.34743305173367783,0.1656588099824196,0.17674888704107616,0.2607849820894497,0.2200563908847832,0.21436837786711893,0.09619679652549833,0.039924102770354825,0.1456183584453185,0.05753105045908673,0.0660647033486355,0.08908375483714617
9120,0.26075378500042506,0.3820038377339424,0.4922312514591179,0.13561215705785826,0.3378698265415624,0.16865813905426927,0.1333301922662963,0.25519982571929073,0.10624433318063047,0.23418662370659127,0.05594996164298624,0.03802583298135317,0.21000447904542413,0.0138529901559677,0.07582859873881499,0.11449998917812357
9160,0.2605969722056067,0.3826504050315871,0.4986351551459368,0.13716534363792246,0.3417658879906108,0.14804175345944395,0.1458122621529513,0.21632619974224995,0.15769191530909837,0.23246787848965128,0.023967625764163447,0.013757682226521387,0.2734426751622733,0.02941234983823376,0.030738948182705044,0.08726798984768719
9200,0.24976845245470325,0.39296268473794926,0.4970248177028578,0.13924770805350226,0.3267725463005755,0.1290750371727234,0.19440487059308298,0.18458675695053553,0.17753311319679138,0.2412842719296559,0.017635726516030247,0.03703258082413419,0.17133689379844538,0.05029121973693139,0.0464814146773378,0.05280881424096918
9240,0.22453105347623195,0.39772319563510766,0.49467272895037034,0.12387425224111392,0.31020831525287834,0.1403521450239496,0.18566283952329726,0.18179406246619273,0.09844922516103324,0.23803779882555617,0.015136486778523918,0.03801442153344494,0.12999444337016725,0.06907647257264886,0.07805704865151991,0.13713838318391647
9280,0.21551940312114098,0.41005654941306097,0.5043878410029734,0.12866286669557256,0.317260452586946,0.16712319589288566,0.15722002926155615,0.20252336353781175,0.10311997372319888,0.23737715103263451,0.038108987701347144,0.015807910013086957,0.20647392032384385,0.05792201324633194,0.055809931077156615,0.09959979058877835
9320,0.22732832165042202,0.43922668428265815,0.5133472128002032,0.14303104370392578,0.30331504041968055,0.16832512091670063,0.17103286842871496,0.20211347125174456,0.15907126742485228,0.2454866249249109,0.058200161957754314,0.025245164478510024,0.14562966414298645,0.02421973166792148,0.006022029945873658,0.017377821436596646
9360,0.24052254882234494,0.43021581620416294,0.5024481676857712,0.14071650719325562,0.2961119045423036,0.14455429110917903,0.19128030547244057,0.20323154248190645,0.14177348141232235,0.2068308815513445,0.01935173815423528,0.0209741253667088,0.12388146884464085,0.039541706621884026,0.05558911401773438,0.09084314865784883
9400,0.24902960637392682,0.4385711353031571,0.5057641560349139,0.14919676067627125,0.27745927361377204,0.1252131615317563,0.17534401353274395,0.21497130120476313,0.08406168457973973,0.20329862347653085,0.05639515435094816,0.014856421995961556,0.16636739956753083,0.033663663130693584,0.09375228972810248,0.07381769316100219
9440,0.24683398253171676,0.4537723319358736,0.5121162514931749,0.14575606015305037,0.2643804147018222,0.1301652242046953,0.1769159368448357,0.21099732416516187,0.1429190581770314,0.22404996248377668,0.06449516558119088,0.030589354476469852,0.11060670775629868,0.03852221118018451,0.07503477384663075,0.0446696122744582
9480,0.24068442557007322,0.45080297260254354,0.5105174940019992,0.13303280976742282,0.2671138857440328,0.15418385125084633,0.18863690101207375,0.1975703168873022,0.1529020130414044,0.24096532886882463,0.011549261398464726,0.02806598976551475,0.09678442809138497,0.07183527588176344,0.017351529189029262,0.06300113448266131
9520,0.22435630067384063,0.47177489546142615,0.523265540828936,0.15727965042969472,0.2555851199176869,0.18105421485424691,0.16944444333150208,0.19597378186949604,0.06274703900035902,0.2654710288864494,0.037506118206531436,0.025156234559267323,0.14408164966813058,0.07547601720369133,0.05928562184529116,0.031140378378159972
9560,0.23828880828598484,0.4570990709927995,0.5140375615495469,0.15523241557033385,0.2437044133019391,0.16962789127620054,0.13044906846383267,0.1927857845519698,0.13223461696683855,0.24283102008143945,0.019597201548672463,0.022045378154832686,0.11222928844137064,0.075822072050845,0.05758024685655181,0.08988555146942566
9600,0.26079687854410455,0.4651071701320061,0.5185495666523997,0.13962812420100174,0.23865318355911833,0.13834097129240985,0.14724842693953244,0.19416523290121374,0.1701038194981829,0.23709436093692443,0.05025002094221209,0.010497028882651034,0.06539193655009794,0.04606197149959237,0.03288594381974969,0.07548909283711984
9640,0.27067543756165574,0.4811368682956317,0.52647649069261,0.13136060940204503,0.23199134434579077,0.12794134135156265,0.16066911303991113,0.21318991824641684,0.10760995011166288,0.2474865204724226,0.06477893559522409,0.022643888861152133,0.1253233473100973,0.029856318000451784,0.061826248518649554,0.036273628917387495
9680,0.27365353848445173,0.4489665614890256,0.5064214359825754,0.11790863138015031,0.22829798006725455,0.14236624884083723,0.1530995834292347,0.22626051217204898,0.13917667103771683,0.20695091205887123,0.015459015987235064,0.02601250426515998,0.11763718163395363,0.050334518256169705,0.07525788588073151,0.14087554713500328
9720,0.2531128584685735,0.4785035262572013,0.526097485841087,0.1256389550821608,0.22124561633060977,0.16899092640605617,0.15080760980360736,0.20252491675464196,0.16242213865727032,0.2447311163411074,0.06715287596154018,0.018939434593511342,0.0764154004837375,0.040279107943820926,0.05247173360872659,0.10368121291189923
9760,0.24250428761379633,0.47534755668977385,0.5248387739673301,0.13420126427726972,0.22713346933692488,0.1736849232750094,0.15482519960772353,0.20566212484242127,0.10410907374840786,0.2553429308855824,0.08186531250976499,0.009328869468729153,0.11805534952836391,0.06614832488866418,0.0409845474338201,0.022077544438118997
9800,0.24793728131362308,0.43394986636409055,0.5040498836078761,0.14107765446368087,0.22981120901472085,0.15427050787986565,0.1463428161479671,0.2173008839002293,0.08668900184836247,0.23407243258433164,0.0526316040117813,0.01858487066667449,0.11706403330984304,0.08971687543524826,0.05986602092196664,0.1347799917371924
9840,0.2515191614771303,0.4653687882453237,0.5245069238431929,0.13311641397477406,0.21092737412473084,0.14259107889548864,0.15103147578715911,0.21044274493177728,0.1621759799630998,0.2599001048044037,0.07407254514668793,0.027680155816659543,0.07485169901931388,0.03662496341219558,0.06757000738225598,0.09490226149724527
9880,0.26975557787892734,0.45582850287223103,0.5161704080258959,0.12801918990462713,0.21787202747925902,0.12546818348592303,0.1566894247260211,0.2431341673278111,0.14986612915988393,0.23556512082027437,0.0722285337364699,0.026262649872111098,0.10737839805974328,0.0359066221957373,0.05393078906894572,0.025019698053542004
9920,0.2845224116816582,0.4149895420338518,0.4894543599274601,0.1182871738126708,0.2248340784446723,0.12763364244734712,0.14086388986983997,0.27521726620618703,0.10381504706577503,0.15240351460093146,0.02883413790112847,0.038160570885818534,0.10689245993851548,0.04718033642364207,0.06702088707433614,0.10178022617790423
9960,0.28484825068206115,0.42749869188360856,0.4979285488787469,0.13660175533546434,0.19958239546976045,0.1368239732290101,0.12456604613812422,0.28434656969757155,0.15828593428178636,0.1711785942719771,0.0975211814243881,0.036679750441637925,0.07053355217518992,0.022113018218526383,0.057265366043872584,0.10056587570577456
10000,0.30926986668716744,0.4431325776257026,0.5079398640873145,0.1621142806540066,0.1786053039880618,0.12392829336046719,0.13914891499844517,0.2952933321777956,0.19730781971245695,0.19797684984634736,0.10606539126572544,0.020122593553695813,0.08503121476366327,0.044233330657572054,0.019659188061675017,0.0888969449872252
10040,0.32903666812444576,0.44159070487691404,0.5024307707976642,0.1426117426743766,0.17910265373618034,0.11691956990218022,0.15872421789873417,0.305337234139895,0.16609348347132813,0.18448702060372985,0.07667078824510004,0.02724942066732629,0.08803290726349053,0.044284694088946766,0.021441570215081304,0.09135051920981416
10080,0.34701616049712336,0.4308203726721655,0.5005894942310753,0.11959044130476922,0.17523423120543102,0.1186372875393886,0.16169183819395458,0.3017821469008273,0.1433402244121812,0.18251706852619481,0.09065008441417116,0.0379481982782891,0.07012336662012232,0.02530969421608815,0.016716732350226284,0.04385313097229401
10120,0.3935545216687465,0.3999149955508623,0.5103628430515573,0.11575400132419551,0.1582604376931365,0.12422952737544023,0.1416298887671852,0.281494406980954,0.20767256500025036,0.1990301323193626,0.06641305264246687,0.021313009843164105,0.036453316299831284,0.0076967651521102675,0.039025633369017265,0.051519683638749494
10160,0.4295264027440737,0.373092360009361,0.5247059766664234,0.111941063890705,0.16626128876745222,0.13479692384061273,0.11984835288197163,0.2518019149032422,0.21676615324670717,0.22201610579627404,0.03838137673528707,0.015287756187900988,0.06501770201975775,0.011722678491869675,0.05416409138408337,0.0903310190060246
10200,0.4463918414371485,0.34550977580464165,0.5316718384229435,0.1453792725585184,0.17743012564318628,0.12948704210754408,0.1425165387282694,0.22811677865039348,0.2338442713505625,0.19588588099417764,0.03670208015362862,0.036675669070020595,0.10726659082184159,0.007491759032217035,0.038458244213005185,0.0787498197237327
10240,0.4458249429399988,0.3394932779749147,0.5332947273848316,0.15211908790849737,0.1943262884177215,0.11512328330339913,0.17054178016533333,0.21094941749677426,0.2630810502475025,0.15006215597931233,0.0360277083045492,0.03627980715230013,0.09251041030457154,0.02370626303901751,0.015416300013451435,0.11633006469863738
10280,0.4366086435514198,0.36243860504707304,0.5369619709587246,0.13796140627709927,0.2071088231546636,0.11744874524003707,0.13334878541442055,0.20818462464595713,0.2766321126953721,0.20361159818518992,0.039786975587958864,0.01719497340399687,0.07239185806066399,0.022432344586490887,0.0418203386044961,0.13252161168249454
10320,0.4467835582600655,0.36585762074094474,0.5402616494119211,0.1412888876614705,0.19032930641934026,0.11739934279962157,0.12583908750781642,0.20993805689524422,0.2699054178855169,0.20431707940339006,0.03804472403519388,0.021434438474492445,0.08951196858709637,0.003910238235383753,0.03362327270573597,0.06664899927534564
10360,0.44127039686759767,0.36992333583831605,0.5311598173099908,0.14311293142028786,0.16487461450009727,0.10701085985739518,0.1609954337794806,0.2180362076947136,0.22977913847540504,0.192003744208101,0.02817477098949119,0.025763028568101854,0.04281090506497577,0.009405126566738633,0.012845519275282364,0.06317916877080756
10400,0.4426177708689206,0.3706044914677893,0.525337966744518,0.1225389686796871,0.16667691568322332,0.10571340542321063,0.1649518396733171,0.23973286266299615,0.17886949899479807,0.21758804981929894,0.06179683218022702,0.02175776503355989,0.04264822305898473,0.008768475826044491,0.0022392709063193783,0.06506612417329143
10440,0.4732030015705289,0.341646058457765,0.5348761196161734,0.13448482128554456,0.18050479484993082,0.1078782386877397,0.13908270299905937,0.2478363565941042,0.18956995484018596,0.21480783077838253,0.10405179254183468,0.025044821866993746,0.06196593050210301,0.014134225484654725,0.014378914919290811,0.02009535773703089
10480,0.4754190087207955,0.3142524552857535,0.5274077091488723,0.14585792889691437,0.18603652086743822,0.1093066654361654,0.11769313299460736,0.24839671321501647,0.19777459682556917,0.18436352927241273,0.09326899546559496,0.029140641147524172,0.06606971431580398,0.02121418732004442,0.02164460436857776,0.04686207138499108
10520,0.4628832850119866,0.3021826299147701,0.5115817690420039,0.13473682077194934,0.18920067956652073,0.11061443593844618,0.12152725436027914,0.26016380341147494,0.1968792755971296,0.1117293007820733,0.02201342471994077,0.0366581343285189,0.09980863254447177,0.024536272155177563,0.01333171777033803,0.0301076342018484
10560,0.4900726214438646,0.281559804088964,0.522529091032161,0.14405422718349892,0.19335703642989216,0.11424818635612756,0.11325464940019775,0.27120207722526124,0.2066880373835274,0.11398551478879383,0.08091391111326678,0.04335435851100579,0.0682688478637127,0.0287991824013503,0.0053762293276847315,0.02915436422946168
10600,0.5071557291738787,0.2736617795555892,0.526794771702876,0.15323081415839734,0.183372578007115,0.1302239115603364,0.12629651720369892,0.29106162767063054,0.189865908485058,0.11851384197670106,0.1111177207824858,0.026494490920143332,0.06664571024655727,0.028159890037822096,0.008905568167533209,0.06121378032960548
10640,0.4946888765571162,0.2812196263969525,0.5060009716722239,0.1432762666819123,0.15126433720569415,0.11910825273595069,0.126195412280279,0.31914405060072887,0.1406690991011732,0.09975849853502948,0.11320996066147784,0.028620348976493074,0.0700978271378996,0.029825426806287032,0.007406160273468053,0.04340235875158818
10680,0.5012220293999206,0.2811525296053506,0.499654859965948,0.12401490528680238,0.13297904156655505,0.12631863043205988,0.10574664922887295,0.35338074766224054,0.09402593387059505,0.137955151838238,0.1549898545832247,0.017654205442823697,0.01668511105723179,0.02970630216527562,0.012118675567475848,0.06610269372396743
10720,0.5256401479942687,0.2802564271173299,0.5020448796178457,0.13464134341373124,0.11605323135816996,0.11168753230087533,0.12657200200048271,0.385715697242177,0.08071255379645309,0.12033923837590933,0.20964818492120602,0.015513324716711397,0.025388058933808362,0.01373008292843818,0.01241691447567466,0.11720379758747435
10760,0.5333940738334301,0.2853915730501945,0.48212649823087234,0.1328846971373515,0.10957196028853329,0.11089954725379497,0.1540572352790046,0.42083091967651975,0.023907074772239016,0.1094851755628574,0.21248050390887127,0.01943123793367067,0.03107061467290758,0.00893216643076293,0.01714357956629618,0.14830252718695602
10800,0.5396319813841067,0.2575854899559513,0.47954479959755597,0.1256935830137946,0.145442429761153,0.10923086740701751,0.1647909547377523,0.42062567310558274,0.04437857890674737,0.11990491297653183,0.22421362307117648,0.01165194879716307,0.021366755163226298,0.0024241484286789176,0.04336025686627814,0.13747693226819482
10840,0.5529086029052986,0.20837886349649107,0.4781765007113603,0.12728023810928787,0.15333338203548735,0.10029068877909908,0.1943938171602112,0.4323944632817213,0.049381555687704776,0.08033611613495208,0.2258093260635567,0.0060195474554033965,0.012893045473861284,0.008248432713293473,0.040025527613405144,0.19835057573369574
10880,0.5556216073028258,0.16173498633738295,0.4826350704456779,0.13226514764150127,0.14908109241962345,0.10544844695652358,0.2099749968276909,0.4274387898765746,0.09140532151164238,0.029765450771998134,0.2042855279005876,0.020143631529560096,0.050129878413333294,0.0035649269256138308,0.04105720032298354,0.20207102612657882
10920,0.5451946081998348,0.13285612386935486,0.4728385614205958,0.125675128280776,0.16367707033876103,0.10276355539548822,0.20211871150667018,0.4162216486881168,0.08909083802172937,0.025705389192715915,0.18265017361118457,0.02166074389751768,0.05879231786594114,0.012123785467465559,0.05330142104586483,0.1642753032740295
10960,0.5532695148347267,0.13470306440732385,0.4477681856687006,0.12608681414155407,0.16894090804807474,0.09217249484932945,0.18673953119950015,0.45241823728268077,0.014116832969223973,0.04998576027003624,0.20001813085571712,0.00358044936034104,0.01498975550485029,0.01634619870468551,0.013935222610695523,0.19048932864973153
11000,0.5786863672832107,0.1408113008593114,0.4568221487325293,0.1362540220298461,0.14706852930152384,0.11991371857061948,0.15149848508834202,0.46993292087616795,0.03600280880858117,0.04664858008503827,0.2817998822770884,0.009258573175600726,0.020085893841812336,0.009940386087801584,0.012757333505466832,0.21106549491826115
11040,0.5937018240496785,0.1681339176586541,0.4520706059095091,0.12783310535697073,0.13033717974273706,0.12822492814197872,0.12906020424305617,0.4946776815829421,0.07751109830901677,0.03922073126396366,0.26836954627267,0.009217788293975205,0.03191946563958092,0.016430828574570813,0.010498795203064506,0.2433927932085806
11080,0.5795108440721739,0.21251637320287445,0.4794804745819025,0.11396886259171642,0.13673466532677925,0.12708048347935982,0.13756042158344603,0.45613939449789964,0.10981821493972377,0.07420122096978973,0.26249465391373983,0.009488992604905351,0.017132070051915253,0.027284945394345724,0.0280651306745551,0.21802504511564205
11120,0.5511330750508334,0.2391354203844115,0.48844350377235035,0.13324220084746985,0.13896943252779195,0.11999193880315048,0.15002935496952008,0.41638728115645846,0.10811118256108589,0.08439171995072257,0.17886191966580806,0.005030328975796016,0.010974072375415915,0.02552307247532141,0.022814871944177608,0.17938069124415712
11160,0.5405122265876379,0.22595240050173146,0.505380578476322,0.12181074250649082,0.14622791068129545,0.10810576775578193,0.16394621989790578,0.3754818237302928,0.1343716568343204,0.07825523376213062,0.15155676292308026,0.013816220131651872,0.042033237616727184,0.02727642994814496,0.034610499010663744,0.13385726072889026
11200,0.5348301721312142,0.179988089419677,0.5100891837139542,0.11297517416015171,0.1649126241769461,0.14319048597007608,0.16471727440455014,0.3579829731192454,0.09728775658819,0.06327539524216759,0.1805862548618222,0.010857037468445161,0.020490156751218562,0.03948593386113428,0.05423800912550634,0.12351652788076625
