step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,R_v6,R_v7,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5,nulldev_v6,nulldev_v7
30320,0.08678853812630419,0.3927708105314463,0.5633556676678878,0.09013349986324072,0.1503312482200126,0.16264330789375095,0.29026765137363664,0.32453949264553317,0.022703526738135124,0.2856803399288836,0.0002257388844312988,0.029184492396288512,0.09422051466625728,0.10488880591088733,0.20726415916788551,0.23367676065691004
30360,0.08706887606599381,0.3928601896204333,0.5633719738946269,0.09011439134882292,0.15037049377075626,0.16269615876384866,0.2902510697930141,0.3244640209622067,0.022818853734913047,0.2857403266987595,0.00020617389826461686,0.029069313158099165,0.0937760309719079,0.10462424578227461,0.20717654502311544,0.2335037214462496
30400,0.08679062914200356,0.39279092123306797,0.5633578637075707,0.09011983961912383,0.1503163849401123,0.16265342519627093,0.29026808821708777,0.32451033396057316,0.022686463806896852,0.28568582922682756,0.00021857856946647138,0.0292595241222953,0.09414329567621507,0.10492068065622172,0.20725353484216513,0.23364648255246603
30440,0.08702158197873926,0.39286165349905294,0.5633691011601578,0.09012134532997833,0.15036649725683496,0.1627017093510264,0.29026782537628043,0.3244318169606323,0.022839440155163912,0.2857337074667431,0.0001940131678945796,0.02900652904714629,0.09385890166556815,0.10461736464483547,0.20719614073766565,0.23347861287147564
30480,0.08681687486172833,0.39281208747753216,0.56336003722458,0.09011676686105798,0.15030812115160774,0.16266821009851962,0.29027385852886994,0.32447363396664874,0.022678292672074347,0.2856923798981994,0.000190914197662222,0.029317094966987207,0.09406162877857654,0.10493466342677726,0.20723592085049777,0.23360676129220992
30520,0.08697111390079208,0.3928624576300569,0.563367682010168,0.09012824391269043,0.15036077838686301,0.1627094530639694,0.29028426824398157,0.3244043828005006,0.022842296847093546,0.2857285408113421,0.00016730581396381041,0.028962291884728375,0.0939319462262883,0.1046329477974044,0.20722172484503015,0.2334586070184864
30560,0.08685145722389039,0.39282507134041167,0.5633600444765875,0.09011663013524822,0.15031040551251895,0.16268651706891726,0.2902830965788395,0.3244391787152651,0.022693767875688726,0.28569516990814764,0.0001659894805787799,0.029353607118530557,0.09399668411821088,0.10492103281996261,0.20722013881401685,0.23356655777638033
30600,0.08692390206731603,0.3928696785088475,0.5633677490267843,0.09013177539112731,0.15034938814009582,0.16271711356727098,0.2902954590384226,0.3243784805585733,0.022820753083329846,0.2857282875476986,0.00014907750825948076,0.028941661396920393,0.09398760655435955,0.10467792256998544,0.20723398693778947,0.2334394718287986
30640,0.08688379311217358,0.39283510169292146,0.5633600368885919,0.09011437044348797,0.15031866454095855,0.16270513372901604,0.2902924231774885,0.32440698661785566,0.02273020354602952,0.2856962604733064,0.00015127609802924712,0.029364937504068694,0.0939460235317921,0.10488135688848614,0.20722402428584866,0.23352958025703055
30680,0.08687901849994399,0.39287688991210484,0.5633665970617585,0.09012482801119834,0.15033533342583247,0.16271838924682766,0.29030307066115957,0.32435109714313437,0.02278493200274924,0.28572470202663713,0.00013740726283207428,0.028946578954880307,0.09403641184714073,0.10474249354198206,0.20722810216113816,0.2334155667564895
30720,0.08690912283077148,0.39284641842744916,0.5633613772200309,0.09010792667065978,0.15032283543974995,0.16271705939722905,0.29030290331816583,0.324376454585571,0.02277278493698235,0.28570039988623436,0.000138055643184892,0.02935111244636173,0.09389345315111292,0.10482592146957537,0.2072398704805094,0.23349781962148206
30760,0.08683665079645492,0.3928816547829661,0.5633649481408926,0.09010874766823375,0.15032384497554171,0.16271174168944094,0.29031098246197595,0.3243249617197599,0.02274885963818776,0.2857233291720607,0.00012004290599666381,0.028976976190045772,0.09409152460231751,0.10481954067827981,0.20721880010671365,0.23339340394172528
30800,0.08692690549558689,0.39285831416614164,0.5633621207989884,0.09010351365204117,0.15032792614467774,0.1627227384414052,0.29031419205064923,0.3243434578524947,0.022812662630952787,0.285700299509458,0.0001139583533972885,0.029312396379891772,0.09383927488703926,0.1047651573854158,0.2072482083831965,0.23346169845132406
30840,0.08679495752544576,0.39288764600964476,0.5633644973708212,0.0900894337188847,0.15031589536382936,0.16270171879771708,0.29032165738342036,0.3243024207350369,0.022714098903383228,0.28572245066188057,9.644977163519885e-05,0.029030796324341697,0.09413870086206214,0.10488820061246122,0.20722595084873954,0.23337464560495147
30880,0.08693447408708194,0.3928665111052569,0.5633616174222366,0.09010350649737049,0.15033398494570652,0.16272778663953877,0.29032522826065776,0.32431280999757234,0.02285419753330264,0.28570228941782194,0.00010067564339426464,0.029254285555186752,0.09379954336184043,0.10472505784260576,0.20723883232818888,0.23342924758740405
30920,0.08675269322392518,0.3928969158148572,0.5633648329232545,0.0900667102029864,0.15030954698529903,0.16269153098247788,0.29033507056361346,0.32427559710676296,0.022674256382698304,0.28572184083924074,8.990742465555041e-05,0.029098042308991583,0.09417164028140136,0.10493141874409,0.20724288172730063,0.23334993591142178
30960,0.08692582229775925,0.39287262564893766,0.5633612419485565,0.09010605535361532,0.1503362373961849,0.16273216211657116,0.29033429315926085,0.3242858350568434,0.022901109062671336,0.28570181958306956,9.907781287325035e-05,0.02918983420244715,0.09377181311078123,0.10470626353618363,0.20723151178482246,0.23340383044128618
31000,0.08671951600791027,0.39290531893604447,0.5633639935696593,0.09004365344943363,0.1503034217856592,0.16268458860506843,0.2903475903110596,0.3242469257742859,0.022631880663190957,0.28572140956939296,8.909309478322627e-05,0.029165285814917702,0.09419253469607278,0.10495938066698929,0.20724803274682263,0.23332241675516677
31040,0.08690512327918778,0.39288324665996577,0.5633625426837985,0.09011251240566477,0.15032837442490785,0.1627369831588658,0.29034291618582286,0.32425883482801604,0.022943160809504884,0.285704660080233,9.192225872660843e-05,0.029129012210932653,0.09375911056569951,0.10469939105959389,0.20723847832343914,0.2333768055402826
31080,0.08670870743766497,0.3929087620823369,0.5633617329507703,0.09002767981914056,0.1502979440345617,0.16268592287313596,0.29035875891660495,0.3242194309371925,0.02260237912655119,0.2857172332850421,8.212923375270281e-05,0.02922690967355022,0.09419491163107378,0.10497441716486863,0.20724418075892517,0.2333044251979239
31120,0.08688236964150037,0.39290090482004497,0.563364539064501,0.09011801355086725,0.15032064096932568,0.1627414097102699,0.2903507785360532,0.32422675596022515,0.022965113021702174,0.2857095436450587,6.977864910779977e-05,0.029075295517933013,0.09376987150352553,0.10470713796004945,0.20724460024815503,0.23333862135510933
31160,0.08671933691105263,0.39290952169649906,0.5633597010880824,0.09002489120884104,0.1502921175515861,0.16269847484503058,0.2903688442252127,0.3241972910427784,0.022596813143218264,0.2857120289518302,6.489622264373262e-05,0.029278315514959706,0.0941686695838281,0.1049742289275823,0.20724953159929246,0.23329505193035494
31200,0.08686343462267906,0.39291812705275536,0.5633652634427138,0.09011994556636446,0.15032051716682848,0.1627422358617647,0.2903592541303074,0.32419156087378354,0.022962968425644457,0.28571502975295787,4.143472978916531e-05,0.029035393897763415,0.09381117544972596,0.10472881434621246,0.20723789212613092,0.23330013701142938
31240,0.08673560897064422,0.3929153466956669,0.563359557152243,0.09003604291286715,0.1502881410869731,0.16272011260602834,0.2903768391057157,0.32417348926045503,0.02261357811919182,0.2857077757497741,5.115215548566427e-05,0.02931280993689139,0.09411774847747209,0.1049609045993643,0.20726537397129124,0.23328228264898765
31280,0.08684491657723768,0.3929284659535123,0.5633644908101888,0.09011543069412478,0.15032094362790926,0.16274103524378622,0.29036691683479593,0.3241609431285648,0.02294228102391552,0.2857171353141395,3.149696236669843e-05,0.029013575034136336,0.09386633941291428,0.10476376069926735,0.20722778000646605,0.2332677217408085
31320,0.08674771216094107,0.3929223660226983,0.5633596547199774,0.09005250022377122,0.1502852081269977,0.16274285334693922,0.29038471958117473,0.3241484277914834,0.022645646158552343,0.28570742829561846,5.647587972206119e-05,0.02932916526866617,0.09406314577666249,0.10493297897283582,0.2072759974735624,0.2332653344225168
31360,0.08682266081343364,0.3929385135059322,0.5633646611746503,0.09010317193781245,0.15031625806347376,0.16274086133958365,0.29037133178669866,0.3241341639798956,0.02290925330864698,0.2857186278686695,4.597177291401829e-05,0.029009716344245373,0.09391898283600103,0.10481322597692873,0.20722766869631437,0.23323917046658507
31400,0.08675810890102059,0.39292485378735775,0.563358275683852,0.09007109957375783,0.1502838304190869,0.16276150937824255,0.29038960229082206,0.32412613515102184,0.02268950570662585,0.28570298319746373,7.921724114242185e-05,0.029327807833173177,0.09401461318052884,0.10489278828248572,0.2072776907454347,0.23324859098851114
31440,0.0867962462731752,0.3929528717538026,0.5633661095089044,0.09008242685887488,0.15030720976888073,0.1627409664477813,0.2903735771448545,0.32410858625854916,0.022863611058843443,0.28572533236872505,7.6907041884569e-05,0.029022595697688388,0.09396411762120041,0.10487045771489766,0.2072314528359541,0.23320802098983384
31480,0.08676744522343872,0.39292290476306635,0.5633563399807396,0.09008414198941686,0.15028145596904424,0.16277378168471568,0.29039468985721195,0.3241079936238192,0.022747758466087783,0.2856968738558739,0.0001158451950281815,0.029312035306897473,0.09397282448175347,0.10484768116953423,0.20728129869753253,0.23323896697404226
31520,0.08676916544710192,0.3929689567496995,0.5633671703351902,0.09005164709260916,0.150299327512051,0.16274117264566468,0.29037595227249835,0.3240793800107984,0.022802978133465504,0.2857301994421908,0.00011801653482220165,0.02904648739491597,0.0940044084730499,0.10493191831676078,0.2072285351090024,0.23316965556022246
31560,0.08677119308182892,0.3929201317210573,0.5633553438153118,0.09008872886449541,0.15028197512455524,0.1627803065606472,0.2904008743608082,0.3240932344066666,0.02281931339663671,0.28569228910110067,0.0001541698898412159,0.029288993877270023,0.09393657684412146,0.1047987285848151,0.20729252878473634,0.2332363260805052
31600,0.08674506679460381,0.39298333184683826,0.563367391503634,0.09001674544564227,0.15029223531902952,0.16274270120727266,0.29038300083220747,0.32404936824570724,0.022732894050272963,0.2857353495581629,0.00015564668989861687,0.029074458960807556,0.09403540320839528,0.10499178511967108,0.20722232734772125,0.23312881957151463
31640,0.0867666599891297,0.3929189791967288,0.5633548190379863,0.09008951983167655,0.15028580075483255,0.1627861130418028,0.29040836352700666,0.32407833494402893,0.0228934445471319,0.285687707538134,0.00018725046600681836,0.029263424196269653,0.09391289049472294,0.10476062308046276,0.20730003188322313,0.23323391605275848
31680,0.0867226104220412,0.39299438619527655,0.5633671870728715,0.08998573971181371,0.15028547368766706,0.16274391847733968,0.2903956787784062,0.32402021672648684,0.02266702331977704,0.28573879945205066,0.00018888817550407984,0.029104821053322124,0.09405570435783721,0.105031399555705,0.20722448116102166,0.23309111384614434
31720,0.08675618282807535,0.39292096836257484,0.5633549828227513,0.09008817142687475,0.1502892507723761,0.16278759271957002,0.2904148410883177,0.3240631770066225,0.022956265385427305,0.28568571665378006,0.00021360508693032214,0.029235224703973755,0.0938938683777838,0.10474774347174597,0.20729774449964586,0.23322832577799366
31760,0.08669948107552876,0.3930008156620859,0.5633660540867369,0.08996389279916696,0.15028049481654868,0.16274582681516234,0.29041087714955816,0.32399320110764573,0.022616312847754363,0.28573902157514575,0.0002131305128922634,0.029136677642472183,0.09407727058079957,0.10504370581813487,0.2072367112132588,0.23305834507930182
31800,0.08674338968002064,0.39292774051513524,0.5633560751348503,0.0900818763136684,0.15028763255351785,0.16278449747343188,0.2904179097440274,0.32404668741257114,0.023001521690753448,0.285688104108486,0.00022999569000213936,0.0292079144507634,0.09387192955604368,0.10476287212196403,0.2072851126135905,0.23321754511277848
31840,0.08667958643378562,0.39300225465056193,0.5633641214314538,0.08995265300585609,0.1502799038327443,0.1627504283378722,0.2904264317709632,0.32396806355759566,0.022583355729138416,0.2857349096993206,0.00022817235585761186,0.02916493262678884,0.09409947832546307,0.1050280295288556,0.20725811234267935,0.23303452669166105
31880,0.08673204884855445,0.3929396544655096,0.5633578331035376,0.09006868078273195,0.15028212339065958,0.16278020157163833,0.2904178527338865,0.3240280039196675,0.023029336120152323,0.28569290548489096,0.00023417115453281664,0.029185904558174765,0.0938543354693234,0.10480377931281248,0.20726559923047014,0.23319577046639609
31920,0.08667167664249123,0.39299772029572255,0.5633615599811816,0.08995435338481546,0.15028028031624158,0.1627598901783849,0.2904407649368154,0.3239477281111307,0.022567180090388522,0.2857294053843666,0.0002277654667384693,0.02918716023393305,0.09411103926607178,0.1049904100985843,0.20728354967195922,0.23302336292459658
31960,0.08672344623162459,0.39295670268741184,0.56336017722748,0.09005237773163129,0.1502798063393531,0.16277578932689168,0.2904169951390049,0.3240041956607356,0.023040463972246426,0.285700641100407,0.00022151225846111085,0.02916979036443948,0.09385381922342804,0.10486117071601121,0.20724533547075003,0.23316464420560248
32000,0.08667723726642229,0.39299018007389563,0.5633586035767619,0.08997366123992918,0.15027996516089495,0.16277479458937655,0.29045175866225187,0.32393101652812933,0.02256884331508452,0.28571956853286057,0.00021485824226688947,0.02920411815812266,0.09410255253645453,0.10494242692434737,0.20730532078122674,0.23302000063821196
32040,0.08671941688021555,0.39297573745859926,0.5633625797987076,0.09003934647981351,0.15028070700257537,0.16277334689636763,0.2904183641740041,0.3239764920005294,0.02303186516281913,0.28571113436778445,0.00020170425233906097,0.029157734846582715,0.09387124703843652,0.10492157007625146,0.20723238762739238,0.23312678450244878
32080,0.08668874603427178,0.39298164328128493,0.5633558502883105,0.09000493006675944,0.15027909970058612,0.162792755223438,0.2904596362559378,0.32391717151537974,0.022592742847657988,0.2857100201165061,0.00019840728985976892,0.02921847945115495,0.09408169455187791,0.10489764379553061,0.20731828861242377,0.2330256066049592
32120,0.08672198271264213,0.39299567747339875,0.5633646462333444,0.09002880235597775,0.15028174654808166,0.1627744508632569,0.2904207316399712,0.323944095480974,0.02299989212186488,0.28571997651210296,0.0001792502071507982,0.029146675838796512,0.09389644196168685,0.10497406426836674,0.20722712784900854,0.2330808476333273
32160,0.08669704036120991,0.3929731463642806,0.5633536120603757,0.09003529799838755,0.15027729093056014,0.16281173654053133,0.29046398298578496,0.3239074715029044,0.02263999273526491,0.2857014009729501,0.00018028312957690665,0.02923307360741062,0.09405545361849957,0.10486275108581863,0.20732582802240782,0.23303819860209893
32200,0.08673012956525472,0.3930140525389714,0.5633658863327975,0.09001462359183464,0.15028254698294324,0.16277852623839414,0.2904253095121174,0.3239100709180918,0.02294720068321664,0.2857284958529715,0.00015855146771710885,0.02913475671270963,0.09392571996424028,0.10501528328814008,0.20722460114033972,0.23303228431372666
32240,0.0866992900145044,0.3929678058677674,0.5633524978358754,0.09005809980035373,0.15027318154188804,0.16282832062945582,0.2904659264976228,0.3238996705539666,0.02270377015410308,0.28569410847629445,0.0001668362497632303,0.029248151940446578,0.0940266396898647,0.10483983861498422,0.20733202350095223,0.2330503532548582
32280,0.08673721265973379,0.39302722531924184,0.563365853083631,0.0899931238453009,0.1502851796873938,0.16278517736076234,0.29043166224934647,0.3238785201354249,0.02288336673899289,0.28573381247242546,0.00014910407223155058,0.029123305851014955,0.0939562610052359,0.10504371254500337,0.20722422488465989,0.23298890008185086
32320,0.0866970528071145,0.39296772845720085,0.5633525726437375,0.09007054843803232,0.1502677416780539,0.16283707305442544,0.2904667437259271,0.32389169827489306,0.02277332208150383,0.28569084097361697,0.0001641134245925241,0.029261911172322463,0.09399844313390843,0.10482947522809642,0.20733289071080957,0.23305591021493252
32360,0.08673645980587642,0.393035076373385,0.5633650428558744,0.08996975487575055,0.150286848367264,0.16279222718615952,0.2904408040206588,0.3238516670572588,0.0228177145848901,0.2857360245806431,0.00015434105970164332,0.029112911024771412,0.09398242898506437,0.10505964321301381,0.20723289879788212,0.23295337580147712
32400,0.08668823351689613,0.39297023308734463,0.5633527829686947,0.09007087169805816,0.15026415339491242,0.16283738619587249,0.2904666461793615,0.3238822860825423,0.02284176199011346,0.285689450637172,0.00017426655831467418,0.029275806168744818,0.09397982184600048,0.10483207703637158,0.20732197406863764,0.2330557176665418
32440,0.0867233020576501,0.39304067780050045,0.5633644857881135,0.08994960159272258,0.15028450302988972,0.16279856804052348,0.29045246097056054,0.3238280413538727,0.022754635242176583,0.2857365022151872,0.00017480967255393745,0.02910116945350611,0.09399595574115288,0.1050609329621874,0.20725307013947583,0.23292252846430672
32480,0.08667171304371597,0.39297312119511824,0.563352967232666,0.09005842570670325,0.15026171255235796,0.16283147857277808,0.29046559140381306,0.32387407084527486,0.022906051140471787,0.2856899960858021,0.0001971319683963277,0.029290850351859188,0.09397233056052537,0.10485049581535785,0.20730340116015436,0.23305382023870364
32520,0.08670148390252862,0.3930443478676286,0.5633633429292401,0.08993178492342897,0.15027908799911063,0.16280455394960308,0.2904657739820375,0.3238057233677638,0.022696846595992675,0.28573553808821545,0.0002037873002140377,0.02908997092435202,0.09400373640067389,0.10504605308322361,0.20727481805652626,0.23289334638907677
32560,0.08665048301775906,0.39297968587104914,0.5633542053191569,0.09003487502017629,0.1502586146480744,0.16282182671079856,0.29046349472704436,0.32386510119239137,0.022962998026316614,0.28569190413645196,0.00022207006290130582,0.029302679148538985,0.09396489529784709,0.10488409248376142,0.20728792270129753,0.23304941374950955
32600,0.08667992290084492,0.39304376254231654,0.5633610040375088,0.08991764506083004,0.1502743993116516,0.16281042883059227,0.2904788306447128,0.3237858444348704,0.02264881744204292,0.28573159074252563,0.0002305172384852546,0.029084510418348537,0.09401531718014698,0.10501742117669506,0.2072921496584397,0.23287170844971325
32640,0.08663039286880414,0.3929924672864164,0.5633565630840703,0.09000344196132462,0.15025374834665678,0.1628125180787782,0.2904625225957865,0.323851496459448,0.02300646610654432,0.2856985535767281,0.00024172200827385747,0.029306649450646736,0.09395254226470265,0.10492913357652155,0.20727469481615862,0.23303360842035922
32680,0.08666536593200634,0.39303727861307347,0.5633578189622656,0.0899112953128872,0.15027125504912406,0.16281718343225562,0.29049295883201176,0.3237700864019051,0.022618018246300917,0.28572337334554815,0.00024825937879461153,0.02908820549138516,0.09403057474525846,0.10497925984574742,0.20731125008658194,0.2328648966929539
32720,0.0866181485866668,0.39301019372091955,0.5633592422927691,0.08997125898592671,0.15025015022439442,0.16280527631414893,0.290462239629327,0.323831462104677,0.023029477173431265,0.2857073584636272,0.00024792417070994597,0.029300833747017772,0.09393974212313667,0.10498197900484496,0.20725573471354652,0.2330043468980468
32760,0.08665763340328209,0.3930269303566988,0.5633548951646354,0.08991782242936004,0.15026797215600132,0.16282562561923028,0.2905064046895045,0.3237596869094762,0.02260941784722788,0.28571443993359846,0.0002493882975476529,0.02910170270856384,0.09404286991463495,0.10493495438935738,0.2073366780762949,0.23286929105959556
32800,0.08661745375351124,0.3930281570380234,0.5633613061439348,0.08994616034872162,0.15024825025338054,0.1628029054741816,0.2904639520530209,0.32380747914578406,0.023030553004793265,0.2857164786856467,0.00023860620810915422,0.029285366175403102,0.09393167749301151,0.10503661437848787,0.20723459700034785,0.23296826760845807
32840,0.08665377569474107,0.3930170860959414,0.5633526220385919,0.08993694401885736,0.15026493001397245,0.16283587474614689,0.2905156545613085,0.32375236037447763,0.022620945114949956,0.28570567747306214,0.0002374907927166204,0.029124492144562558,0.0940509476044213,0.10489526897997016,0.20735717344138863,0.2328786133496249
32880,0.08662743295337144,0.3930439041842598,0.5633628353141754,0.08992962238640298,0.1502472344309879,0.16280707710155823,0.29046718116246895,0.32378160664695954,0.02301473632097397,0.2857247387671114,0.00021978566909285259,0.029261184448206322,0.0939271466499659,0.10507943841232865,0.2072242308736419,0.23292954422414722
32920,0.08665157712397516,0.39300899659406074,0.5633508053698851,0.08995943696966878,0.15026197777421307,0.16284614552306267,0.2905190812999173,0.323746705397798,0.022646163437236966,0.28569807925181373,0.00021744667532454769,0.029155218875049477,0.09405451685870717,0.10487225184433174,0.20736389694068597,0.23289045694416344
32960,0.08664347619826308,0.39305728431013454,0.5633638348355211,0.08991944306255209,0.15024720064829658,0.1628165231667513,0.2904714840246632,0.3237545583483035,0.022987777207200605,0.2857314083572531,0.0001946793438812447,0.029229631911217253,0.09392967122764431,0.10510235233586092,0.2072279263211388,0.23288970076485008
33000,0.08664950536605645,0.3930039518047164,0.5633497638566427,0.08997766772813448,0.15025731409005438,0.1628547056965364,0.2905172374089839,0.32374228399555915,0.022681232667809928,0.28569320111035346,0.00019182119853212643,0.029192807952821843,0.09404910771851674,0.10487114261731965,0.2073580137440641,0.2329032726929334
33040,0.08666017922360625,0.3930666793909825,0.5633637365567271,0.08991313588558651,0.15025013866604453,0.16282778959900426,0.29047819555097265,0.3237273976493974,0.02295135251044033,0.2857342890376075,0.00016599699499785965,0.029192022410166687,0.0939415145286866,0.10510193848414551,0.20724109116815,0.23285149769226587
33080,0.08664545393800774,0.3930044189405422,0.5633500706655142,0.08998939847835907,0.15025010563697483,0.1628601012704313,0.29051252363532837,0.32373820603552017,0.022725630246370074,0.2856921248479697,0.00016298218638535015,0.029234624312603073,0.09403557099403524,0.10489260933110522,0.20734580324415006,0.23291204107928232
33120,0.08667414446013437,0.39306980771302796,0.5633622568895066,0.0899084200640354,0.1502558850528654,0.16283816006215043,0.29048801510973915,0.32370336485540957,0.02290603693526349,0.28573394415868353,0.00013878151137638678,0.029152837001529486,0.0939589485123726,0.10508184724473098,0.2072585351325257,0.23282144720078993
33160,0.08663470933298151,0.39301139981813243,0.563351529371078,0.08999355103062029,0.15024376745060208,0.1628609787521722,0.2905074596931641,0.32373075751315333,0.022777292255419735,0.2856942232675896,0.00013865498374338638,0.029274752846654335,0.0940207736376974,0.10492913177356691,0.207329751918772,0.2329108794017913
33200,0.08668175252216344,0.39306719433168763,0.563360043402179,0.08990464702808362,0.15026138796846356,0.16284667107551157,0.2904997434034433,0.32368463528815705,0.022856169629220227,0.285729906844199,0.00012492972103414507,0.02911832626635866,0.09397265494747585,0.10505093304003045,0.2072797700844521,0.2328030770355139
33240,0.08661545214067885,0.39302219451573145,0.563353344800533,0.08998769867987698,0.15023988425766177,0.16285801366627026,0.29050401610538956,0.32371993167633406,0.02282931266671151,0.2857000935919349,0.00012965301513285664,0.029307669902570586,0.09401293233728848,0.1049726997625105,0.20731004850495027,0.23289911868051869
33280,0.08668074666565702,0.39306123294799805,0.5633576597227185,0.08989970892049971,0.15026453778459242,0.1628542282070525,0.29051225281188925,0.3236703167308751,0.02281019974888356,0.2857232078552096,0.00012883248776929338,0.02909278141310642,0.09397961575851953,0.10501595881137298,0.20730351105302286,0.2327941045062694
33320,0.08659255463311834,0.39303482032547415,0.563355270455188,0.0899704723879179,0.1502371906657859,0.16285254837711588,0.2905019328833573,0.32370702399009094,0.022873477602658895,0.28570681643519924,0.00013419057615269916,0.02933038378520412,0.09400929517144646,0.10501673170776124,0.20728999775990398,0.2328811736435355
33360,0.08667231268529602,0.3930540365223291,0.5633552808924834,0.0898927935448542,0.15026511146833732,0.16286124069687583,0.2905240656600229,0.323659642779451,0.022774354625417905,0.2857167834047197,0.00014120716585614817,0.029078384935462775,0.09398526236184464,0.10498387592234831,0.20732473333289786,0.23279013713243937
33400,0.08657090771965216,0.3930477108025744,0.5633570346917438,0.08994376612911215,0.1502342542578852,0.16284527909495267,0.2905028577403252,0.3236922076659889,0.02290675973995648,0.2857134843686037,0.0001436872562124804,0.02934102211520687,0.09400507033925071,0.10505461951705398,0.20727443415822397,0.23285936617536238
33440,0.08665928105976854,0.39304733754719207,0.563353168947766,0.08988662798310283,0.15026344653688475,0.16286645374489336,0.29053384672546395,0.32365118761271616,0.022748712826263708,0.2857098654771378,0.00015396635012684002,0.029077041051105153,0.0939923445041287,0.10495960562855843,0.20734089078318996,0.23279057023101202
33480,0.08655323269137928,0.3930600010669903,0.5633584620050732,0.08991403358529643,0.1502321438862084,0.16283866368714658,0.29050558191854103,0.32367565686100447,0.02293114573671204,0.285720161152713,0.00015261508057699914,0.029337919838725662,0.09399964298164985,0.10508400108955851,0.20726321847297527,0.2328344669131201
33520,0.08664426467752026,0.39304210994714517,0.5633515195708096,0.08988345370844904,0.15025874348040022,0.16286910120919257,0.29054166318421215,0.3236439351249158,0.022730874165369595,0.2857041055272756,0.00016248197925084395,0.029089659425545582,0.09399991341402174,0.10494345730066297,0.2073532987975997,0.23279343275131079
33560,0.0865411122925897,0.39307083552770716,0.5633593437854599,0.08989017972561106,0.1502312411151586,0.16283654694658004,0.29050895289857054,0.3236575326134212,0.022947901076754373,0.2857251781933108,0.00015617349619783202,0.02932111884343501,0.09399388867196089,0.10510495202075837,0.20725608164401713,0.23280904145809733
33600,0.0866292091808865,0.3930388925628436,0.5633503323905336,0.08988363117177575,0.15025279900378924,0.1628707517087165,0.29054629636213986,0.32363687938428476,0.022721631743236846,0.2856996947818183,0.00016398410444336438,0.029115362324769783,0.09400911547515016,0.10493682221563588,0.2073599378622172,0.23279646728567638
33640,0.08653954632084732,0.3930798894089857,0.5633599279624132,0.08987779456569076,0.15023029165114968,0.16284174051851635,0.29051264509517283,0.32363866559350374,0.022954539633334707,0.2857289366749876,0.00015361189012155015,0.029292232411094184,0.09398461395337471,0.10511451863772577,0.20725621291811022,0.23278450121883154
33680,0.08661704075777343,0.3930372648724579,0.5633494229946245,0.0898879395354383,0.15024778097073183,0.16287215751073358,0.2905481000160502,0.32363007129955734,0.02272372356124616,0.28569686849818,0.0001585809107061908,0.029151193880804234,0.09402250746737953,0.10494244995493086,0.20735916883280278,0.23279921478114854
33720,0.08655189620462382,0.39308692924237537,0.5633600855729851,0.08987450005924158,0.1502291902029537,0.16285360051216044,0.29051701617042225,0.32361928141136637,0.02294968917141401,0.2857310467265858,0.00014322908122038755,0.029255913713478306,0.09397294600434665,0.1051117591641177,0.2072623143011118,0.2327608853706238
33760,0.0866070475837853,0.39303755119412337,0.5633491349535117,0.08989594610225579,0.1502435021840548,0.16287345622859012,0.29054735008962324,0.3236233238609434,0.02273612992245956,0.2856955895391345,0.0001434909485526617,0.029190993961636276,0.09403479673562624,0.10496002454546893,0.2073538493592545,0.23280085051906563
33800,0.08657401645628839,0.3930901747326737,0.5633594452928513,0.0898741830591263,0.15022911769484484,0.16286823366702644,0.2905228946254561,0.3236012314384172,0.02293679254178992,0.2857310695988292,0.00012322261113746107,0.029218723013858004,0.09396607648029133,0.10509677003045648,0.2072720086900995,0.23274063379176693
33840,0.08659657390019346,0.39304162570233436,0.563349821027965,0.08990478181288618,0.15023785190156227,0.16287596039316332,0.29054477977792376,0.3236158409026919,0.022753540077476292,0.28569740660969123,0.00011858003578497807,0.0292288904981111,0.09403962415317646,0.1049896397267994,0.2073452390385708,0.23279767826464826
33880,0.08659720756118024,0.3930881043137676,0.5633577607775687,0.08987258505168323,0.15023067724453373,0.16288251833379588,0.29053015638180146,0.32358662197899896,0.022921699709918485,0.2857276024694516,9.512776365079673e-05,0.02918529949199683,0.09396791143268242,0.10507077947766093,0.20728515399941777,0.2327274053743101
33920,0.08658292667032506,0.3930503438202055,0.5633513727678889,0.08991066418335174,0.15023112301655756,0.16287849034014457,0.2905408189493564,0.3236062089896131,0.022770970639404114,0.2857021546268092,8.675008340875634e-05,0.029261535596607702,0.09403641112730254,0.10502788449696483,0.20733216766876664,0.2327871954275547
33960,0.08661403389204131,0.39308191152456123,0.5633556303798612,0.0898688281637337,0.15023266928936563,0.16289412108378162,0.29053802304253007,0.323576540546771,0.02290744499949135,0.2857220507352072,6.62942390819402e-05,0.029158375754260408,0.0939753138112752,0.10503854778604986,0.20730337766044862,0.2327221499839526
34000,0.08656444569115757,0.3930614288545964,0.5633529392577986,0.08991110122377212,0.1502251613483721,0.16287978830247757,0.29053724050161167,0.3235940080359923,0.02278757217939497,0.28570830127984914,5.895434448049389e-05,0.029286176974315625,0.09403091612442062,0.10506948547074052,0.20731487006509092,0.23276964848677908
34040,0.08662242191480368,0.39307459845509823,0.5633537250381627,0.08986343652449842,0.15023476361861257,0.16290137622410017,0.2905455430199082,0.3235696108067137,0.022893301764234146,0.2857157079331624,5.252229799746014e-05,0.02914118280381395,0.09398269264760838,0.105006044149253,0.20732304845499297,0.23272359882318389
