step,plane0_sigma0.113324,plane1_sigma0.113324,plane2_sigma0.138793,plane3_sigma0.138793,plane4_sigma0.358361
840,3.2681440614898924e-27,4.338533718109947e-28,2.2573371912662416e-28,1.118304033336708e-27,1.0
860,3.725872063805502e-27,4.817657097336938e-28,3.042316814491648e-28,1.2172015110908512e-27,1.0000000000000004
880,4.209251771062481e-27,4.990950949130736e-28,3.9169327891128383e-28,1.3515630306846374e-27,1.0000000000000002
900,4.6255398215683765e-27,5.680663402558297e-28,5.094787797349614e-28,1.5108578333288444e-27,1.0000000000000004
920,5.068574192874596e-27,5.55343640817561e-28,6.543032597826915e-28,1.6350630429642362e-27,1.0000000000000007
940,5.507861102498297e-27,6.087709932589434e-28,8.915541135453375e-28,1.685705862827083e-27,1.0000000000000004
960,5.790093141405249e-27,6.9670869979679565e-28,1.1696027869439988e-27,1.6729663539112654e-27,1.0000000000000007
980,6.082561796534197e-27,7.553594656981597e-28,1.4962305600319203e-27,1.6845193536667186e-27,1.0000000000000004
1000,6.29914643617269e-27,8.597826226728474e-28,1.90610343016943e-27,1.6633577814191976e-27,1.0
1020,6.4143667878845155e-27,9.164040094640152e-28,2.4444122659419684e-27,1.7524686558591897e-27,1.0000000000000007
1040,6.604073048156783e-27,9.62221683957623e-28,3.16936030157656e-27,1.854973227004253e-27,1.0000000000000004
1060,6.636173735317219e-27,1.0919495244761647e-27,4.1544500744183356e-27,1.863046270139807e-27,1.0000000000000007
1080,6.727873468722838e-27,1.1476003960665991e-27,5.544862887513066e-27,1.94579061016182e-27,1.0
1100,6.808436704845149e-27,1.2022415901973352e-27,7.14359415337953e-27,2.018207239129663e-27,1.0000000000000009
1120,6.74458369281018e-27,1.3841674271419689e-27,9.330031402613173e-27,2.0773965619090425e-27,1.0
1140,6.741727380202631e-27,1.67455844778814e-27,1.2437537070517258e-26,2.0709836532684502e-27,1.0
1160,6.735023970004505e-27,1.9742999007423235e-27,1.642194223431112e-26,2.189832605381928e-27,1.0000000000000004
1180,6.676872071592845e-27,2.312805285844068e-27,2.1851973972003855e-26,2.0191021310684074e-27,0.9999999999999998
1200,6.722633486837999e-27,2.9616279013606503e-27,2.838123143582314e-26,2.2202520234070927e-27,1.0000000000000004
1220,6.84753730163148e-27,3.769062411520105e-27,3.7295349023341873e-26,2.130795400339608e-27,1.0000000000000009
1240,6.963027505969444e-27,4.6087386372844706e-27,4.8681252831539775e-26,2.197854403256578e-27,0.9999999999999998
1260,7.089582266701639e-27,5.942618859112625e-27,6.409241484343666e-26,2.2287936543832446e-27,1.0000000000000007
1280,7.256474623953776e-27,7.440366251846254e-27,8.473622252727534e-26,2.3163626974288803e-27,1.0000000000000007
1300,7.520613762279812e-27,8.857476279618764e-27,1.120307645922952e-25,2.542810498157205e-27,1.0000000000000007
1320,7.92031708447727e-27,1.0433820514040968e-26,1.474658117998055e-25,3.0853549968537775e-27,1.0000000000000002
1340,8.316441462618432e-27,1.2120701737023294e-26,1.94552122316718e-25,4.128826513037215e-27,1.0000000000000004
1360,8.87450493534094e-27,1.370950622194388e-26,2.5645403797955935e-25,5.641492352748005e-27,1.0000000000000004
1380,9.420341171559439e-27,1.5992515062044925e-26,3.389681156555395e-25,8.064033033174629e-27,1.0000000000000007
1400,9.954902527150068e-27,1.790885058170474e-26,4.484610836074622e-25,1.1913983274439115e-26,1.0000000000000004
1420,1.0567907428682577e-26,1.9603600118015966e-26,5.935889462087795e-25,1.7321230647519958e-26,1.0000000000000004
1440,1.1046152753123938e-26,2.163912778740112e-26,7.862285367423785e-25,2.5542943265187237e-26,1.0000000000000009
1460,1.1734814942845004e-26,2.3415970335886482e-26,1.0398389684125196e-24,3.768193008047449e-26,1.0000000000000004
1480,1.2423423789199561e-26,2.4994849915438936e-26,1.3774449588787781e-24,5.507136874237035e-26,1.0000000000000009
1500,1.3056722825773844e-26,2.645965507900633e-26,1.8235070375278166e-24,8.01447713350635e-26,1.0000000000000007
1520,1.3775239797653246e-26,2.756219846610902e-26,2.416752936819423e-24,1.1448883598531061e-25,1.0000000000000004
1540,1.4380864134472222e-26,2.8382693618841825e-26,3.2036584703545623e-24,1.624520072788925e-25,1.0000000000000004
1560,1.505476804829996e-26,2.899460956336278e-26,4.2477811127646e-24,2.293290624359434e-25,1.0000000000000007
1580,1.578928355908797e-26,2.9533827266124977e-26,5.6339801995641274e-24,3.220861772851812e-25,1.0000000000000004
1600,1.6196623060699823e-26,3.0299912744041324e-26,7.478413527479784e-24,4.494484181441596e-25,1.0000000000000007
1620,1.658995874743745e-26,3.0886042484667386e-26,9.927330188593313e-24,6.2533248003858035e-25,1.0000000000000007
1640,1.7149749940360042e-26,3.1020270456698583e-26,1.3180830267234882e-23,8.64787099976134e-25,1.0000000000000009
1660,1.764905861557713e-26,3.14967273509313e-26,1.7504446675804546e-23,1.1926306730481326e-24,1.0000000000000004
1680,1.8332918989942938e-26,3.1794665195895974e-26,2.3246696519045894e-23,1.633495144880135e-24,1.0000000000000004
1700,1.909321213592506e-26,3.244855798088233e-26,3.0895798706312476e-23,2.228632181740063e-24,1.0000000000000004
1720,2.0130125032365156e-26,3.325945036524059e-26,4.1074808651585656e-23,3.031509618931885e-24,1.0000000000000002
1740,2.1210171969435785e-26,3.3959130974555945e-26,5.460804831143877e-23,4.106991681922555e-24,1.0000000000000007
1760,2.279365524761279e-26,3.5099087813576154e-26,7.262561640916015e-23,5.546186889909693e-24,1.0000000000000002
1780,2.4806993136675326e-26,3.658098104641581e-26,9.658761512060132e-23,7.470588950977e-24,1.0000000000000007
1800,2.692129135724176e-26,3.833605299866334e-26,1.2847960099582026e-22,1.0047656302793837e-23,1.0000000000000009
1820,2.9422377869211724e-26,4.0729143435629415e-26,1.7093376677589098e-22,1.3489331564903918e-23,1.0000000000000002
1840,3.2218868147005884e-26,4.322395525353598e-26,2.274501067726984e-22,1.80706769574663e-23,1.0000000000000004
1860,3.548886153743642e-26,4.608403485108456e-26,3.0270767489181954e-22,2.4163416301252603e-23,1.0000000000000004
1880,3.905660604325641e-26,4.932774023878565e-26,4.0288025343129135e-22,3.2286756887127973e-23,1.0000000000000004
1900,4.326466834058914e-26,5.277410940542371e-26,5.363044017979009e-22,4.308037953389836e-23,1.0000000000000009
1920,4.762399146377795e-26,5.60672631449152e-26,7.139532300484042e-22,5.744389648718477e-23,1.0000000000000004
1940,5.223193826344955e-26,5.917813089574483e-26,9.504606078015996e-22,7.650837665301815e-23,1.0000000000000004
1960,5.658841142436202e-26,6.193670321978658e-26,1.2653970752269706e-21,1.0184774675270635e-22,1.0000000000000002
1980,6.134149374964085e-26,6.458806971773285e-26,1.6847402803369937e-21,1.3555588790416296e-22,1.0
2000,6.59156860412501e-26,6.650898400058898e-26,2.2430948848161724e-21,1.8033050050927826e-22,1.0000000000000004
2020,7.055951213999056e-26,6.77545772644822e-26,2.9865773382975827e-21,2.3984311339318637e-22,1.0000000000000004
2040,7.529459194975884e-26,6.83463442131079e-26,3.9765345478525525e-21,3.1895348573728874e-22,1.0000000000000002
2060,8.002859250632035e-26,6.847007346216907e-26,5.2947148246003465e-21,4.2411453028375995e-22,0.9999999999999998
2080,8.449620918372973e-26,6.80539970983371e-26,7.049851868397988e-21,5.638983482138144e-22,1.0000000000000004
2100,8.95028886951066e-26,6.694440027813496e-26,9.38707574394924e-21,7.497508038167144e-22,1.0000000000000004
2120,9.381782664642905e-26,6.561933255503319e-26,1.2498796754739965e-20,9.969454555774477e-22,1.0000000000000007
2140,9.785712675534614e-26,6.419525960349211e-26,1.6641934037292452e-20,1.3256469096583686e-21,1.0000000000000007
2160,1.0139326174866138e-25,6.204664280309291e-26,2.2158502317227244e-20,1.7627607508629895e-21,1.0000000000000009
2180,1.050015405115969e-25,5.967782494507908e-26,2.9503750624891253e-20,2.3440589882388396e-21,1.0000000000000004
2200,1.0864060207545296e-25,5.719287460270234e-26,3.9283413415909015e-20,3.1174669470931995e-21,1.0000000000000004
2220,1.1306602498538766e-25,5.475896429732671e-26,5.230440901827244e-20,4.1467221367600424e-21,1.0000000000000004
2240,1.1741587540012189e-25,5.265439050534861e-26,6.964077876187056e-20,5.516099867922233e-21,1.0000000000000004
2260,1.2151935305096653e-25,5.030249717777065e-26,9.272248055736712e-20,7.338649405752613e-21,1.0000000000000002
2280,1.2604565156028843e-25,4.8374217686725586e-26,1.2345330019123834e-19,9.76400729761722e-21,1.0000000000000004
2300,1.3143358803203336e-25,4.731547226260946e-26,1.643684980338431e-19,1.299186908295804e-20,1.0000000000000002
2320,1.3652062832551987e-25,4.655973298153361e-26,2.1884258768063497e-19,1.7288015575914037e-20,1.0000000000000009
2340,1.4249336321706286e-25,4.6417292085481473e-26,2.913683716544065e-19,2.3007560992547495e-20,1.0000000000000007
2360,1.4848128512392897e-25,4.662596346151494e-26,3.8792784349747096e-19,3.062108545803097e-20,1.0000000000000007
2380,1.557002897205913e-25,4.7221949574766976e-26,5.164844024540274e-19,4.0756909988550843e-20,1.0000000000000007
2400,1.6256321689970406e-25,4.782603049412804e-26,6.876401527173023e-19,5.424974612687276e-20,1.0000000000000009
2420,1.7043431183375387e-25,4.906044938754809e-26,9.155114208414819e-19,7.221230658983977e-20,1.0000000000000009
2440,1.7781564843807398e-25,5.057773700468642e-26,1.2188918703438027e-18,9.612683632085657e-20,1.0000000000000002
2460,1.853897253936298e-25,5.239576046620129e-26,1.6228015885706525e-18,1.2796539723400257e-19,1.0000000000000004
2480,1.9339390216859656e-25,5.449338025890689e-26,2.160549780337564e-18,1.7035456581582058e-19,1.0000000000000009
2500,2.004775994858389e-25,5.603593841963326e-26,2.876490330607601e-18,2.2678974842653176e-19,1.0000000000000009
2520,2.074908703392843e-25,5.754372485237921e-26,3.829664836380929e-18,3.019269363326995e-19,1.0000000000000007
2540,2.1490338849682813e-25,5.863693484079765e-26,5.0986827791566365e-18,4.019641801546644e-19,1.0000000000000002
2560,2.2252380348610176e-25,5.912574842917047e-26,6.7882030824939165e-18,5.351518885446067e-19,1.0000000000000007
2580,2.294832918450133e-25,5.931085891789246e-26,9.03756538579472e-18,7.124759738626967e-19,1.0000000000000007
2600,2.357777169271009e-25,5.887975789465843e-26,1.203227664244442e-17,9.48567280810408e-19,1.0000000000000004
2620,2.415318514523378e-25,5.811194881339434e-26,1.6019318601215514e-17,1.262896589436482e-18,1.0000000000000002
2640,2.471348376305711e-25,5.666523173281899e-26,2.1327505211905523e-17,1.6813940899058362e-18,1.0000000000000004
2660,2.522776493539743e-25,5.526826444084705e-26,2.8394615311263915e-17,2.238569060687767e-18,0.9999999999999998
2680,2.5637093775833767e-25,5.398377677883944e-26,3.780348791283425e-17,2.9803846418616676e-18,1.0000000000000004
2700,2.5948344571567122e-25,5.232478960391328e-26,5.033009201205915e-17,3.9680291599742975e-18,1.0000000000000002
2720,2.6265404540342063e-25,4.9971195699913736e-26,6.70075250924301e-17,5.282947718057853e-18,1.0000000000000004
2740,2.6544374913166347e-25,4.786753166743523e-26,8.921121801246766e-17,7.033613348804928e-18,1.0000000000000004
2760,2.682868231728328e-25,4.606010238845138e-26,1.1877236035938447e-16,9.364395739413067e-18,1.0
2780,2.7108541270223373e-25,4.429056116777534e-26,1.58128935134962e-16,1.2467545064064137e-17,1.0000000000000002
2800,2.7568410509190365e-25,4.278194901678747e-26,2.105267904727078e-16,1.659899408236273e-17,1.0
2820,2.790680630280205e-25,4.2409898620787704e-26,2.802872934213656e-16,2.209949086952645e-17,0.9999999999999996
2840,2.830747715326161e-25,4.2735379423161714e-26,3.7316376655395777e-16,2.942265608491195e-17,0.9999999999999993
2860,2.8708862372673693e-25,4.404808680759263e-26,4.968159920670773e-16,3.917248621084859e-17,0.9999999999999992
2880,2.9204772231535355e-25,4.593009371237675e-26,6.614419017454971e-16,5.215310851845958e-17,0.999999999999999
2900,2.9753563889808304e-25,4.907756832545233e-26,8.806186489280526e-16,6.943507312204689e-17,0.9999999999999986
2920,3.019699517994124e-25,5.298638361015979e-26,1.1724222570282937e-15,9.24436769244455e-17,0.9999999999999978
2940,3.0819036021816415e-25,5.744685304371712e-26,1.5609186275951603e-15,1.230765408272175e-16,0.9999999999999969
2960,3.1379652101391027e-25,6.284601745881228e-26,2.0781480990138777e-15,1.638600443904741e-16,0.9999999999999961
2980,3.201522911169448e-25,6.86216466201263e-26,2.7667680602315774e-15,2.181576875318335e-16,0.9999999999999944
3000,3.269513239696227e-25,7.527526047284218e-26,3.683570861887703e-15,2.904476773492541e-16,0.9999999999999923
3020,3.338226867422775e-25,8.252818253526974e-26,4.904167729456401e-15,3.866919687591635e-16,0.9999999999999897
3040,3.4105854931619146e-25,8.993041355045895e-26,6.52922467282802e-15,5.148281195312761e-16,0.9999999999999868
3060,3.485917991571821e-25,9.661588428564707e-26,8.692764588482605e-15,6.854238281875633e-16,0.999999999999982
3080,3.565859874827221e-25,1.0275815076652675e-25,1.1573220686974994e-14,9.12548589020608e-16,0.9999999999999756
3100,3.6436449940197537e-25,1.0965876649244626e-25,1.540815207653257e-14,1.2149341250577531e-15,0.9999999999999678
3120,3.7246197468298156e-25,1.1674209907845247e-25,2.0513836212983016e-14,1.6175188788111467e-15,0.9999999999999564
3140,3.819811951610949e-25,1.2270052210877246e-25,2.7311353027762702e-14,2.1535054959811846e-15,0.9999999999999419
3160,3.9249309615281886e-25,1.2871513266924012e-25,3.636131283492304e-14,2.867097954722258e-15,0.9999999999999224
3180,4.049442303348836e-25,1.3465094463749253e-25,4.841009096422231e-14,3.817148189749087e-15,0.9999999999998963
3200,4.208591968609762e-25,1.39826955557532e-25,6.445138318906183e-14,5.082009546335075e-15,0.999999999999862
3220,4.397829789932814e-25,1.454220309417615e-25,8.580815991452679e-14,6.765999082850083e-15,0.9999999999998164
3240,4.639347325762665e-25,1.529229924717103e-25,1.1424177377549581e-13,9.007999876581809e-15,0.9999999999997553
3260,4.9575096444334765e-25,1.639653543932233e-25,1.5209722435215372e-13,1.1992915932143827e-14,0.9999999999996745
3280,5.391974196510971e-25,1.7897356151588681e-25,2.0249655390330304e-13,1.5966922168105084e-14,0.9999999999995665
3300,6.000326314784653e-25,2.0146861927408424e-25,2.695963363096747e-13,2.1257766783660968e-14,0.9999999999994226
3320,6.868988957567923e-25,2.347218696431682e-25,3.589304748163975e-13,2.8301801233924588e-14,0.9999999999992317
3340,8.151021281397291e-25,2.8563371369314494e-25,4.778666016560819e-13,3.7679969364163023e-14,0.9999999999989764
3360,1.0080647116553321e-24,3.6284145590366718e-25,6.362137065589343e-13,5.01657188062696e-14,0.9999999999986376
3380,1.3076593294590519e-24,4.797995985760161e-25,8.470311067545271e-13,6.678879138060776e-14,0.999999999998186
3400,1.7842051230226547e-24,6.612494880060938e-25,1.1277054901857026e-12,8.892014979960286e-14,0.9999999999975849
3420,2.5563332115496173e-24,9.519474896440042e-25,1.5013848312628827e-12,1.1838504716564936e-13,0.999999999996784
3440,3.829565212839439e-24,1.4257725285520239e-24,1.998887477928952e-12,1.5761356419350444e-13,0.9999999999957189
3460,5.952853748003309e-24,2.21280587383295e-24,2.6612438116176494e-12,2.0984103163351384e-13,0.9999999999942993
3480,9.544921401225457e-24,3.534763163872483e-24,3.5430801314528626e-12,2.7937485739572737e-13,0.9999999999924102
3500,1.5684296600265616e-23,5.776034378039583e-24,4.7171238318956666e-12,3.719497935597481e-13,0.9999999999898954
3520,2.6290579598970233e-23,9.591818400663943e-24,6.280201419793033e-12,4.952008943950891e-13,0.9999999999865472
3540,4.479644395073185e-23,1.606839042518909e-23,8.36122404445179e-12,6.592932245015467e-13,0.9999999999820891
3560,7.736792704982064e-23,2.7027703353709e-23,1.1131819155593674e-11,8.777601976308562e-13,0.9999999999761539
3580,1.3509828411205412e-22,4.5421777851288244e-23,1.482048508109886e-11,1.1686197497957682e-12,0.9999999999682522
3600,2.379640919090444e-22,7.612189824146242e-23,1.973143590921062e-11,1.5558603242460384e-12,0.9999999999577319
3620,4.2182015611496646e-22,1.271662647138725e-22,2.626969091241644e-11,2.071419222861445e-12,0.9999999999437257
3640,7.509540727618157e-22,2.1198006617118056e-22,3.4974477700323725e-11,2.7578164820866494e-12,0.9999999999250786
3660,1.3398815215089701e-21,3.5346445784098184e-22,4.656370396121926e-11,3.67166146542991e-12,0.9999999999002522
3680,2.391789982569462e-21,5.9174409776473395e-22,6.19931657128667e-11,4.8883211742541826e-12,0.9999999998671995
3700,4.264907783432709e-21,9.994377539895531e-22,8.253537518665897e-11,6.5081353257483e-12,0.9999999998231947
3720,7.587794237865756e-21,1.7112220618925508e-21,1.0988450954778764e-10,8.664690440619603e-12,0.9999999997646071
3740,1.3457389300743553e-20,2.982128833673796e-21,1.4629613658383064e-10,1.1535834964926604e-11,0.9999999996866065
3760,2.3781324476825814e-20,5.300107572097413e-21,1.9477324107836142e-10,1.535834348069097e-11,0.9999999995827595
3780,4.186650965493352e-20,9.602144310731342e-21,2.5931389496807e-10,2.0447438515329158e-11,0.9999999994445019
3800,7.344250539148837e-20,1.7681192857799784e-20,3.4524099837804797e-10,2.7222778889835995e-11,0.9999999992604302
3820,1.2843799884482918e-19,3.293778214845989e-20,4.596412878969939e-10,3.624305620215877e-11,0.9999999990153644
3840,2.241068926489956e-19,6.174238355328958e-20,6.119498207906657e-10,4.825205042514225e-11,0.9999999986890928
3860,3.9055955639635983e-19,1.1585522305983548e-19,8.147281419104094e-10,6.423993977278683e-11,0.9999999982547071
3880,6.806486113989577e-19,2.166347670295906e-19,1.0847003159327949e-09,8.55249169608597e-11,0.9999999976763825
3900,1.1877673934528323e-18,4.022227550005766e-19,1.4441322737156842e-09,1.1386183766200704e-10,0.9999999969064218
3920,2.078111337327538e-18,7.3956873505960225e-19,1.922668237809571e-09,1.515868560409139e-10,0.9999999958813258
3940,3.6493768952073064e-18,1.3442079089924543e-18,2.5597756883643037e-09,2.0180996926990105e-10,0.9999999945165519
3960,6.43781472324887e-18,2.4123346816072674e-18,3.4080005151586803e-09,2.6867134767168813e-10,0.999999992699541
3980,1.1413315377004168e-17,4.272275313488564e-18,4.537300816958653e-09,3.576825921519103e-10,0.9999999902804423
4000,2.033411311060596e-17,7.466852877102684e-18,6.040816749958648e-09,4.761810798662789e-10,0.9999999870597444
4020,3.6388929475311707e-17,1.2885969443502703e-17,8.042552239206856e-09,6.339349125714957e-10,0.9999999827718276
4040,6.535302588108073e-17,2.198392332582513e-17,1.0707601989221714e-08,8.439484523994527e-10,0.9999999770630552
4060,1.1765576241522878e-16,3.714641791998026e-17,1.4255767060117011e-08,1.1235350644980613e-09,0.9999999694626094
4080,2.1205193357111197e-16,6.233456779388798e-17,1.8979681586261674e-08,1.4957458712124153e-09,0.9999999593436609
4100,3.8209378163419634e-16,1.0426145569398899e-16,2.5268945003966664e-08,1.9912729431040442e-09,0.9999999458716713
4120,6.8746088084575185e-16,1.7461741419668057e-16,3.364224903283226e-08,2.650984888139082e-09,0.9999999279355685
4140,1.2336721320131235e-15,2.943804286542783e-16,4.4790147339103066e-08,3.5293056135377445e-09,0.9999999040561133
4160,2.2062129465908562e-15,5.022646111511751e-16,5.96319925170658e-08,4.698717594088691e-09,0.9999998722639004
4180,3.9294277164476695e-15,8.712976288733463e-16,7.939173184876212e-08,6.2557652889974866e-09,0.9999998299369413
4200,6.968022769588815e-15,1.5411210230127613e-15,1.0569880628617005e-07,8.329060397669861e-09,0.9999997735844155
4220,1.2302173445039558e-14,2.780135047840473e-15,1.4072246396008315e-07,1.10899591571744e-08,0.9999996985587806
4240,2.1630540187158896e-14,5.1031405987820684e-15,1.8735055036884087e-07,1.4766807085135395e-08,0.9999995986724736
4260,3.789729744191923e-14,9.489987976636013e-15,2.4942749868557476e-07,1.96639474638683e-08,0.9999994656876093
4280,6.621492645718674e-14,1.778413827352518e-14,3.320711168133126e-07,2.6187091594876457e-08,0.9999992886365906
4300,1.1549271058237663e-13,3.34049375672106e-14,4.4209425461626325e-07,3.4877184802525853e-08,0.9999990529175822
4320,2.013349673534233e-13,6.259575928922345e-14,5.885660699462469e-07,4.645561635932308e-08,0.9999987390902816
4340,3.512422270738357e-13,1.1656966778955492e-13,7.835591086077505e-07,6.188457190230872e-08,0.9999983212726542
4360,6.140151553910818e-13,2.151307944815716e-13,1.0431437212961866e-06,8.244758932803167e-08,0.9999977650064321
4380,1.0768552970882837e-12,3.9268136950791204e-13,1.3887117270200323e-06,1.0985705195997618e-07,0.9999970244153459
4400,1.896566555621191e-12,7.080300663016349e-13,1.8487383890889435e-06,1.4639756195536114e-07,0.9999960384217708
4420,3.356515150862353e-12,1.2601967611942005e-12,2.4611279567782825e-06,1.9511704070018647e-07,0.9999947257098125
4440,5.970380298459725e-12,2.2136562822224087e-12,3.2763362675298033e-06,2.600811951684892e-07,0.999992978019545
4460,1.0670277310825612e-11,3.838604434866271e-12,4.3615282519123694e-06,3.467118997277952e-07,0.9999906512195438
4480,1.914582507649534e-11,6.575839794234352e-12,5.806114066865423e-06,4.622363340909797e-07,0.9999875534218031
4500,3.4451295040856996e-11,1.1143957323387738e-11,7.729122280104687e-06,6.162816802616788e-07,0.9999834291594619
4520,6.20859898970332e-11,1.872360273319163e-11,1.0289021782769672e-05,8.216601289344775e-07,0.9999779383235335
4540,1.119057575397671e-10,3.128961889082463e-11,1.3696808929475448e-05,1.0954012289453205e-06,0.9999706281234649
4560,2.0148689967852488e-10,5.223691000258992e-11,1.8233450115316615e-05,1.4601036472744471e-06,0.9999608957624476
4580,3.62012245093771e-10,8.759739171719414e-11,2.427313559031716e-05,1.9456967180335595e-06,0.9999479387552361
4600,6.485010188217904e-10,1.4844284919512978e-10,3.2314288268477966e-05,2.5917243821758617e-06,0.9999306888016014
4620,1.1574481753264824e-09,2.556381953675582e-10,4.3020922121522326e-05,3.4502907958328447e-06,0.9999077237806129
4640,2.0569978115954356e-09,4.491804357847482e-10,5.7277812626359304e-05,4.5898377606067825e-06,0.9998771506415456
4660,3.6382672603999827e-09,8.063406051884311e-10,7.626409977428767e-05,6.099956586466455e-06,0.999836449594485
4680,6.402661764445005e-09,1.4764273890359005e-09,0.000101551491790847,8.097463453621675e-06,0.9997822668614221
4700,1.1211756059202117e-08,2.7463474446194186e-09,0.0001352353100187585,1.0733972336487886e-05,0.9997101390922458
4720,1.95492634265192e-08,5.161841292448009e-09,0.00018010939202044615,1.4205159318426162e-05,0.9996141270594779
4740,3.3989480342509804e-08,9.746072391742612e-09,0.00023989957740082205,1.876180257200648e-05,0.9994863290040239
4760,5.905159959708934e-08,1.8381120614333266e-08,0.0003195753955987083,2.4722504466700727e-05,0.9993162344832873
4780,1.0277247037507027e-07,3.444764288258351e-08,0.0004257658882089423,3.248783333580049e-05,0.9990898671372964
4800,1.795925602888137e-07,6.384966372228928e-08,0.0005673133260432076,4.255568813275309e-05,0.9987886487469743
4820,3.1558424444808245e-07,1.1658428161637905e-07,0.0007560077265301657,5.553842468455384e-05,0.9983878966756885
4840,5.577779630448578e-07,2.090736150561137e-07,0.001007554926109233,7.218430373390573e-05,0.9978548418096159
