step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp
18280,0.5482885170090162,0.5213520214007319,0.1341041696461118,0.08133881542018845,0.02475139927662932,4.786584483916554e-09,0.4683359279190795,0.44409161142153325,0.11381091292462496,0.07102270924050645,0.0568987310276908,2.8290727547498775e-09
18320,0.5515500374297125,0.5287449114027781,0.10291238464193427,0.09047733205811155,0.0246821138034436,1.9283923184408135e-09,0.4788192389475636,0.45290891748512896,0.10492797558603233,0.09462040791114473,0.04515364299261536,2.3956214151691934e-09
18360,0.5492190159874458,0.5319791688916887,0.128027446712953,0.0985327266161856,0.02656649781225815,3.888648171340147e-09,0.4884466625921378,0.45984968371923995,0.12401536146908458,0.10447091209931866,0.0465268293649394,2.673940802717793e-09
18400,0.5418268095349309,0.5300953506090417,0.14562510267612036,0.0907362947010661,0.02438364948581186,1.6489953019942995e-09,0.49009449443815173,0.45996545085076773,0.14354381781924438,0.1158234958942709,0.06166812700755624,5.241765538894581e-09
18440,0.5326023405620097,0.5253741233751097,0.14804843962506886,0.06946584101383173,0.014894425751105628,2.7849653846095312e-09,0.48323376877628943,0.45508813345979116,0.1770162844537061,0.1263363629823792,0.05908540621722343,3.018766846597634e-09
18480,0.5265306773843929,0.5193211378007565,0.14630929969241765,0.07594328381031039,0.03353415842912643,1.95497652556671e-09,0.474157666447665,0.44866994282818135,0.20964972312262403,0.13953394450878248,0.05061066631127901,2.3466671462807326e-09
18520,0.5266864618330267,0.514888664653763,0.14523133234212882,0.08984424729726961,0.034066220332499134,4.07266904638262e-09,0.4709861290544203,0.44448292565552666,0.22754899909639265,0.15504271427827956,0.038742761577672,2.1168178928776774e-09
18560,0.530516214262462,0.516727808547922,0.13601106751557504,0.09412492225415568,0.031552320803065075,2.16347138368576e-09,0.4733047589321745,0.4483916722699373,0.22522649644652248,0.16484414018542254,0.038441670863922126,2.602645453935763e-09
18600,0.5363365879732721,0.5236645547838351,0.11291946152164647,0.08003444279112899,0.027839210125342056,1.8883968285321986e-09,0.4782431608892382,0.45811416750595085,0.20549474132836895,0.15596720290335747,0.042080807001688314,2.246824890781524e-09
18640,0.5418911827847419,0.5313407435666176,0.09903608509553583,0.0711384806230027,0.022013119693277905,4.486068659816843e-09,0.481674519357784,0.4663290072955278,0.17736414052811122,0.13068180605529092,0.0455028723551171,1.533939927004089e-09
18680,0.5446097175316491,0.5365936306302327,0.1111989390884184,0.09498860961493043,0.022009375635367163,2.326048544336361e-09,0.47855060928194665,0.467429080755486,0.15080292245327176,0.1121686191728838,0.06999157141442476,2.6002611193933386e-09
18720,0.541658806848031,0.5386927004701314,0.12517257917494795,0.0905740791952957,0.023145369090869727,3.6567622711113602e-09,0.46999886238278243,0.4561833819059922,0.13531091717069377,0.11029032537413473,0.07277318499306784,1.8686381286258847e-09
18760,0.5383214775377232,0.5322850341814448,0.13057309985258034,0.07825016246218032,0.030796139408302177,4.726544218876314e-09,0.461384834279573,0.4357481255532788,0.13983592090459493,0.11201375945853455,0.05947455099042686,3.406525508411592e-09
18800,0.5361145525593485,0.5226779521454089,0.14605372942677303,0.07046030478370598,0.02468706440708212,2.694070906862225e-09,0.4550603557833215,0.4214029371593651,0.1511667594726369,0.10533548894337058,0.06724694195130618,2.747663067593231e-09
18840,0.5342592205840473,0.5166429476422842,0.1647827433414046,0.08493154727475229,0.01348442524490849,1.32565711341433e-09,0.453017272132035,0.4177401944457279,0.16473220324647447,0.09847793438093902,0.08009089606509115,3.6806939940417693e-09
18880,0.5347387235394284,0.5135999589385484,0.17334877037113933,0.08704232691516621,0.01135015012269282,1.8496535203532401e-09,0.4551684826601663,0.4197313601279914,0.177748786958084,0.11054735330247316,0.076625311648122,2.0821967986139608e-09
18920,0.536711683244468,0.5137542026873025,0.1709869739166104,0.07702325200033155,0.020374383276768614,3.690384661969136e-09,0.45825217554485426,0.4224008996887111,0.18372140439279644,0.11619372947711265,0.0737683150605107,1.8916566941757525e-09
18960,0.5379273942266016,0.5173272272500983,0.1637955093047018,0.07263049023173629,0.0267324716227756,2.8309327132322043e-09,0.4580742272165882,0.4229805411666453,0.18325020171497047,0.11223970697389417,0.06144380636298284,2.7250774874970983e-09
19000,0.5398330829491623,0.5211120384574648,0.1522832060403503,0.06713155296553616,0.026672378325047364,2.273864227193774e-09,0.45581683868880146,0.42073486059671905,0.18291837830413138,0.10491556842208376,0.0410334948447668,3.10382647798188e-09
19040,0.542354937508853,0.523177539508903,0.13614445611024337,0.05661384888762827,0.02122848585930185,2.7969738520294555e-09,0.4546332183637519,0.4199151526331308,0.18473094439577353,0.0954483599450932,0.06495736937712657,1.513676703090102e-09
19080,0.5430101029863347,0.5246256302151583,0.12623417972935633,0.05776288711902184,0.012735269594502545,2.1453948624205144e-09,0.4556854753552408,0.4268215696443921,0.18307936731096267,0.09244567281082058,0.07388701292564154,3.953794306732172e-09
19120,0.5441555331178191,0.5230962630792944,0.12832324395536074,0.05974007585265179,0.02802690424507333,1.3704412200439602e-09,0.46224972486519433,0.4373756663929362,0.1735260638711895,0.10940303102007003,0.07309860009765884,3.281428309724579e-09
19160,0.544504384478087,0.5195464126570842,0.12714328945984107,0.04976436288921713,0.03678742865823016,4.0479376704069015e-09,0.4710967497388391,0.44406316390058853,0.158285406871652,0.11941239102053387,0.08934702448241733,2.6132225184460778e-09
19200,0.5425040090796333,0.5163808131092398,0.12247114843433841,0.049223310765598986,0.04069972008349369,1.448921406482613e-09,0.4766315800525325,0.443142645663355,0.16000934336505843,0.11007325072644268,0.08932457786913815,3.2510185881258353e-09
19240,0.540525229888259,0.5125742666268289,0.13120142762163398,0.06896285908131959,0.037545725846168394,3.5615325742587273e-09,0.4781913639547807,0.4343298846506457,0.18311500214606677,0.1031175979352173,0.07047098929512838,1.9242855466381064e-09
19280,0.5384778936525955,0.5087294690015124,0.14374911690410536,0.0839110163256101,0.01989752211972483,2.46991705970793e-09,0.47609497970634435,0.42445119619559263,0.20551753758692906,0.10168846418458383,0.04721152543370115,2.654652836027309e-09
19320,0.5349195367107609,0.5066120424816097,0.15042995679432475,0.09805305958864413,0.02093933586831366,4.4989410352352385e-09,0.472066388334661,0.4218817367476386,0.21485332808008645,0.11077829015340616,0.031249256215205242,2.0867035027759066e-09
19360,0.5304220765814739,0.5054409564887942,0.1595174494348924,0.1025991181603764,0.02761926267438953,2.0855887378606808e-09,0.4680864772054384,0.4253892258056175,0.2187181593977724,0.12184268178284742,0.05153226115605496,3.2982847559516027e-09
19400,0.5271666556269697,0.5044195628813224,0.1673592605511126,0.09531349144050476,0.02737279539635509,1.7311718349668747e-09,0.4647967713257272,0.4306798505250152,0.22098750140546491,0.12878699415449907,0.06645530338340487,2.672732682564325e-09
19440,0.5247332213778052,0.5037772239997513,0.16786092944651282,0.08346072535844122,0.030472490180119056,3.75256307045817e-09,0.4608216189197015,0.4350091588977388,0.21678270755866633,0.1441978852314568,0.07962757740478535,1.705169231233742e-09
19480,0.5209790609764173,0.5030802525423698,0.16361893276018405,0.08510992320826802,0.04137756855668037,2.3634145677620245e-09,0.4546619347525492,0.43490287709869635,0.20950230781855742,0.16425061710331526,0.080116059127333,2.0144243613214634e-09
19520,0.5181157713108424,0.5032375736517672,0.1542580521262066,0.08874819449233255,0.048642442731084395,4.806297650873508e-09,0.4473666538376116,0.42986434652344047,0.20595269638903296,0.17216265712551307,0.0720948719553366,2.004827686018657e-09
19560,0.51881885692687,0.5058078360099536,0.13578858412356068,0.08146965228392339,0.03830777801048123,4.312615286572182e-09,0.4399003073507369,0.424792619649227,0.20106260180558377,0.16766388864939602,0.0572098199850592,4.094551980285801e-09
19600,0.5211145445080185,0.5097314943571248,0.11076886233260111,0.07544208354782238,0.03238034985631785,3.7989521905374304e-09,0.4349242383611607,0.4209327169641694,0.1891511977763424,0.1592048372309731,0.055289328542089435,2.8024850772985265e-09
19640,0.5215867892139529,0.5145893926993802,0.09470200114078535,0.058771228895058106,0.036822421583393244,3.4524352720210317e-09,0.43422167990804167,0.4194721378743012,0.17541006662081782,0.14693395926160252,0.08250224754179586,3.1595575978464442e-09
19680,0.5210124366912251,0.5190842315905503,0.08411944661928562,0.050825157653784495,0.022002452800055434,1.6508030408489737e-09,0.43473650860796487,0.4239571891944387,0.16580764523969377,0.1266539859378706,0.10826632858292755,3.498674356465831e-09
19720,0.5232294457938548,0.5173085385845976,0.08140385922105642,0.04902256586419088,0.03665141905531713,3.760128768167961e-09,0.4341944599824342,0.4274131047247734,0.15858389912220253,0.12289026242685898,0.09905905162611753,2.40901690964555e-09
19760,0.5224379627516574,0.514029034177378,0.0898390819023822,0.05821019872092319,0.030838518780867456,4.371998487661492e-09,0.43159203078689523,0.42250134471832923,0.1457867368881543,0.12552906657663018,0.09102437493028312,2.4067280467951675e-09
19800,0.5225134208894283,0.5096327025075249,0.09424318954191391,0.05965621304369054,0.02012372845003254,2.9872294093840146e-09,0.4262094369389023,0.41254422585929823,0.13386874079230243,0.12929624747319643,0.08967140722950329,3.835969004980009e-09
19840,0.5229480579205461,0.5068727228324563,0.09326254444168448,0.06274307199261575,0.021010948537802956,3.5202132722321643e-09,0.41881782528736494,0.40118398711327286,0.14094472052530355,0.1238113279857323,0.07950469891049249,3.046400457537154e-09
19880,0.5209440385050004,0.5053816896978645,0.1111527591010556,0.07442582270779734,0.031898025460590666,2.7950219611109253e-09,0.40810602443877486,0.38722861502743994,0.14980595663705001,0.12092831926436999,0.08092905999133054,2.573394399108541e-09
19920,0.5174057555185085,0.503313719101258,0.13659658637227803,0.08037772704605609,0.03785389514274455,2.7012588932082916e-09,0.39536980371661634,0.37077027050336114,0.167976132458735,0.11389935519244676,0.09498442645956623,2.5391122598660043e-09
19960,0.5146075442141468,0.5003959387448023,0.155880953741379,0.0849734996571082,0.03618333629577284,2.2305550478014973e-09,0.3849712114104059,0.35489502542354057,0.18499561578338233,0.10953138201610921,0.09710873346833239,2.8368065075617915e-09
20000,0.5137832340775091,0.4956309548498397,0.1734552223642228,0.08998010795522203,0.017324640103090445,2.0304405739808573e-09,0.3794070049582401,0.34222887903025795,0.19070608678270826,0.1237414833360205,0.06421973661369469,2.438611222783929e-09
20040,0.5153341052271457,0.48949314894649565,0.19081175603077968,0.08877864884738763,0.028486981721980387,4.160569964739653e-09,0.38110835283492955,0.335443933732514,0.18589692996112095,0.13667715436527814,0.05703772354075256,2.739888406280143e-09
20080,0.5198267824587411,0.4837502649337258,0.20507550870490177,0.08302365683715981,0.02836857872949702,1.62450756176703e-09,0.39123042607449343,0.33806772803053486,0.1752569242685712,0.14860583512314077,0.09978536713907325,4.288797909116934e-09
20120,0.5257885397710776,0.4792157874556793,0.21675528323922877,0.07183017085587627,0.024179349883115868,3.677908938112164e-09,0.4052981051639793,0.34901880041468325,0.16606638504853052,0.15986367485373493,0.11561422903824531,2.9472550885329433e-09
20160,0.5302327648314726,0.4755714308179226,0.22643000141297562,0.06660866110101551,0.033742308507729406,1.3363128709809234e-09,0.41640652101213543,0.3610654515582755,0.17091700958737632,0.15828985910732007,0.11663709723691597,2.0550264908036725e-09
20200,0.5325773754354264,0.47294935789698933,0.23256844413680228,0.07468894075747216,0.03531018767056172,6.306040157584988e-10,0.42221598614165445,0.37034806942898496,0.1753982481918534,0.15096498351365628,0.11834096980025664,1.8317479126467792e-09
20240,0.5345942888032351,0.47263991227290825,0.23465565573109803,0.08184025331443662,0.02976927469718014,3.097276846274224e-09,0.42557037376977935,0.3789655096033555,0.17580555430897937,0.13990630999317683,0.12108122678109128,3.183278634003788e-09
20280,0.5377417456054304,0.4750048503376404,0.23462372326864717,0.08377153930931286,0.028471047591002493,2.8448695489654255e-09,0.4299342427826029,0.389205456791159,0.17201881864401988,0.13678337292341008,0.10864848380634654,1.8914724362058143e-09
20320,0.5416181287972233,0.4785430226220584,0.23446064927265253,0.08509061628434897,0.02671534313784643,2.0480728481536196e-09,0.43586485993714963,0.40052520564159927,0.16851607105387217,0.13792650797512576,0.08726122933064671,2.5387371928013108e-09
20360,0.5446291656429986,0.4813662207999608,0.2345873306539856,0.07950720040512974,0.025215477924166906,2.9706362196496986e-09,0.44110116799286475,0.4110375643137666,0.17446683685814268,0.13670867540372814,0.06742245571316169,4.713918064637783e-09
20400,0.5459956647244704,0.4825336614642595,0.23360863511310775,0.06758370214280618,0.02788767425789471,3.6646691638353506e-09,0.4436690825356687,0.41904013177809213,0.18893056657885413,0.12594591674383515,0.04725146607706212,2.468664506667829e-09
20440,0.5465573470126117,0.4821613303985178,0.2305012343245399,0.06657299720644842,0.03033795684498679,3.2028680716640893e-09,0.4445498092143983,0.4235787856852017,0.2012872642056843,0.10930517969789537,0.016701079034162722,3.137826427897632e-09
20480,0.5479422284470755,0.48072857291345084,0.22592193809734276,0.061961079571321534,0.028863582051364182,1.80507704103288e-09,0.4472122170271692,0.42479887442804043,0.2084166918136608,0.10075278902857483,0.037768751572177954,1.884468058742797e-09
20520,0.55074393458487,0.4785512035928028,0.22071788688149344,0.04516337168329902,0.02870841400559697,3.22192157947132e-09,0.45302814476395653,0.42513044206112816,0.21076711204206944,0.09505618604713195,0.05096278855372248,2.2088262225716498e-09
20560,0.5537095245638785,0.4756476671310995,0.216905862221132,0.033307787515252756,0.030143108969834735,2.8305461336300414e-09,0.4604838308841074,0.4265956842040164,0.20992371390308065,0.09044065128726231,0.03560969886176978,2.6306386182141406e-09
20600,0.5552985604685875,0.4717712038038882,0.2174962349519931,0.043683000967640405,0.025129766513293718,2.7198703462906166e-09,0.46788661883012567,0.42841220571624905,0.2106890103848673,0.09735256391600342,0.06077966945685869,2.711590176905581e-09
20640,0.5546564684814315,0.4671026649592107,0.2220575513050808,0.05411276879083263,0.024618027991550193,3.72212721020647e-09,0.473866871088803,0.42915935905792674,0.2171219776272692,0.10465858690441536,0.08812549646835949,1.4365633961638505e-09
20680,0.5513400423320026,0.46248415623481054,0.226645366416644,0.061752608503753637,0.027967779252873193,4.336383366235421e-09,0.4773429422082612,0.42813177177368084,0.22638557942350332,0.11199920924567686,0.09468507906239763,1.7350816164205427e-09
20720,0.5456445044891184,0.45925253154005463,0.22809965615609823,0.06638829348827748,0.02438527892915819,3.18165036282659e-09,0.4772481382177292,0.425454526245919,0.2333993841363428,0.11629079390406678,0.08472953057131652,3.4297251069069585e-09
20760,0.5388372040773363,0.4591957592501404,0.2242386300441412,0.06306916726923992,0.023951595131557927,2.09385982601199e-09,0.47300190835364725,0.4223405935245399,0.23499690250499777,0.10651532924102433,0.07978745079184739,3.015202462509919e-09
20800,0.532316917621438,0.46306307900838645,0.2137029291511539,0.06035664607446415,0.03002924399288216,1.0166150726972775e-09,0.465367160807471,0.4200970636025248,0.22942842815643866,0.09636598059542795,0.08119065814145893,4.3468598411764636e-09
20840,0.526916445199824,0.4699268293016964,0.19784034460184877,0.06398564988326148,0.02661387638507741,1.3850907386200644e-09,0.45642504806647516,0.4192650269578182,0.21632880790182302,0.11072124333384661,0.06888769053379312,3.938720889581526e-09
20880,0.5227249609751214,0.47800346850196235,0.1802310638305409,0.06180377402860184,0.020927162034541934,1.682335758994592e-09,0.44856277882334555,0.4194044174542446,0.19745996589293802,0.12258429235590566,0.07636136056721268,3.556692794768497e-09
20920,0.5185669941071951,0.4853993168689696,0.16408015942900067,0.05771540164898308,0.026397691620173223,2.4562111647741154e-09,0.4425721647412434,0.4197026346010556,0.17851202139680872,0.12883853446806476,0.09690935277301369,3.124429745161917e-09
20960,0.513192379035623,0.49161339226673306,0.14866517868648055,0.06483847685561317,0.029495811268689356,3.007065492036173e-09,0.43853493921248077,0.4197112008839312,0.16693840082587488,0.13587976297255736,0.10289508188805357,3.0847776921787938e-09
21000,0.508230956472573,0.49739267347077654,0.13174577034351703,0.06829918132690399,0.02342107114529145,3.6261918874932707e-09,0.4388876109244012,0.4186093516529802,0.1688043205075113,0.12706222683353005,0.08875820641512339,2.3920747935707696e-09
21040,0.5069940241249999,0.5022915284877493,0.11625697342587894,0.05718845164718787,0.018438424505888333,2.4784724683930706e-09,0.442551102302721,0.4184798792413824,0.16888107089176965,0.10432094084787823,0.06859662227359423,3.244713123987344e-09
21080,0.5089479971683616,0.5052817945512935,0.10479621955982514,0.057280026811774035,0.020369028624312255,4.7334571129434205e-09,0.4452477974329001,0.42070292733758907,0.16193059227670442,0.09888175469544391,0.07525986782325665,3.609080723666282e-09
21120,0.5100546254173919,0.5070007388241,0.09504667979563015,0.06707387770783708,0.016566939594222688,3.923347268755054e-09,0.4449234695711864,0.42331567974298256,0.15514839535616307,0.11630596932788495,0.07956791735099752,1.4856150254612956e-09
21160,0.5113432587989155,0.5069260317917978,0.08516551962009294,0.0654529329111371,0.020874473051037325,4.2854617728575405e-09,0.4430841055006176,0.4246193028620478,0.14983366267731021,0.12635287852480076,0.06569277842085706,4.44430720922924e-09
21200,0.5119316433922874,0.5082372697955124,0.07245132745713043,0.05682654576050251,0.022198676110069503,2.681602092618779e-09,0.44166900911422896,0.4244942814570081,0.14516953538947172,0.12329292929299358,0.04660201253211577,2.436991408678447e-09
21240,0.5122680914969563,0.5093949394446488,0.06035942106496191,0.04500196248547138,0.01724301361301362,1.2366437097587033e-09,0.44138446711119916,0.4225109526655367,0.14121354916958756,0.11839855612290445,0.06558032219155989,1.444299276222088e-09
21280,0.5123635337569753,0.508156931368263,0.060900013059979025,0.04121695264479147,0.015522435335617368,2.2407773639696518e-09,0.44230642106228146,0.41910472417487654,0.13838994040531488,0.11487003533789926,0.0812557118737609,3.0913416206771726e-09
21320,0.5109109591724454,0.5070995590389451,0.07398645888247032,0.04067103964621172,0.015737054446293804,3.2487045552824725e-09,0.44525851707043945,0.4155991032704127,0.13521077491633451,0.10534863419305131,0.08246855590636595,7.439036791516783e-10
21360,0.5092692650936442,0.5074260200882302,0.08645818797627927,0.043999331380764985,0.013281344145271018,3.0600757915307123e-09,0.450109827206366,0.41298795136833655,0.1276197278910045,0.0945017535977123,0.07702248698511514,2.6492512049786323e-09
21400,0.5096905870254909,0.5064974614901139,0.09887738110718024,0.05111857919589005,0.019362593215528037,3.739474066274454e-09,0.4540027966918815,0.4115080763842362,0.12425986119547822,0.09436673892297295,0.07110330590308998,1.7848358502520024e-09
21440,0.5098726310181325,0.504662053617342,0.11473522660537401,0.06514105148018133,0.025775051052552077,2.6397098684616838e-09,0.4541522532962005,0.41042737748689956,0.1321317254260273,0.11579291361424399,0.07399169796350911,2.8764810307272843e-09
21480,0.5100196347159356,0.5018057386357707,0.13200127170189385,0.07857812558624055,0.029701379265715675,4.14085402658022e-09,0.45066223407233114,0.4091228714725578,0.14744675762317586,0.12730908828320392,0.09407348691216069,2.170906607767325e-09
21520,0.5121212905283049,0.4977294290432813,0.14627289886181277,0.0827487492016383,0.028257212893992842,5.1599052510945e-09,0.44569940447299455,0.40789126135983417,0.1551280592263642,0.12820983349840487,0.1037506981542809,2.9937964359367213e-09
21560,0.5164288088876169,0.4933175142546442,0.1558894011452754,0.07910316280430726,0.023956652203674638,4.541042621841416e-09,0.44160807638849736,0.40780822080026585,0.15099232823778147,0.12243333213014183,0.10604287382231144,2.9455660028437805e-09
21600,0.5218618031580239,0.489005091074766,0.16338511485536816,0.07818649709363605,0.02184310510603367,3.811299492274373e-09,0.4394209148983397,0.4101743351965337,0.14200503907870543,0.11562863593884484,0.10847754630479958,2.6121702821954235e-09
21640,0.5267005725192268,0.4848908461575104,0.17111240430799135,0.0798890439602039,0.020305772737668804,2.2986945011721553e-09,0.43868419464084657,0.4151394452115245,0.1416972231585495,0.10985698728156221,0.10532537960361801,2.83045353337029e-09
21680,0.5300173424072299,0.4821770683304213,0.178022851003438,0.07516371875005694,0.01946354641891729,2.2084389683385114e-09,0.4393587777126122,0.42120812691746407,0.14774746495514743,0.10335706242758155,0.09620169444103273,4.137002028124739e-09
21720,0.5322635611517441,0.4820826072455814,0.1813485142846114,0.06802350572877258,0.01870925635656571,2.4954689565034672e-09,0.4419576390915441,0.42657556501912075,0.15376170205825826,0.10234693383558885,0.0853870111910331,3.832504140672753e-09
21760,0.5336100411550565,0.48383906234578045,0.1793884127564338,0.06711743274485098,0.019325223914858764,3.724286975577534e-09,0.4454103523908015,0.43033148969095025,0.15740986304914367,0.11907981240702659,0.039196433698973215,3.3297364670058646e-09
21800,0.5334084911758937,0.4867923477529733,0.17283664463099147,0.06572233834569431,0.020282212973389314,3.852592967515211e-09,0.4477489527740327,0.4332242336444557,0.15466715933528205,0.12826704130938668,0.07357268622501213,3.2766634724117105e-09
21840,0.5318544178156911,0.49122784062542324,0.16462111069667845,0.059912194892194605,0.018215565714526722,3.143532832542802e-09,0.44833834505575376,0.43657535556148885,0.15157823945457274,0.12072129342240454,0.10269472290595177,3.376576917829213e-09
21880,0.5295306068134248,0.4967102660869244,0.1566648549644344,0.058479688270013534,0.014890938798321174,1.5339453510411479e-09,0.44815087394166575,0.4397095381852194,0.14949226993932554,0.11861593536720737,0.09831627974864629,2.64417567678757e-09
21920,0.5263927418687457,0.5029155121586448,0.14722964163834043,0.06503612412750576,0.015503238973453848,3.777345497046091e-09,0.44999194739225784,0.43986876255627294,0.14179052189302968,0.11463605292746025,0.09688940673534498,2.788618402176831e-09
21960,0.5235310999997421,0.5089977004874061,0.13652431916654703,0.0692892762829879,0.016879142421450794,3.3804199252324354e-09,0.45442533733206364,0.43726098199712,0.13131991544293192,0.11382830140055457,0.09321883220489757,2.387861803332861e-09
22000,0.5235116187701304,0.5118275868081921,0.12919065296945928,0.06454600931709525,0.018495532782943226,2.009012370357126e-09,0.45939162006673623,0.43420584878202173,0.13563456966232051,0.112579915832409,0.0543796140266464,2.749848206315063e-09
22040,0.5271406796747825,0.5099777583746715,0.12761534632318353,0.059315705007224426,0.016872529743367854,2.6877865751561283e-09,0.4646256158782051,0.4316912980969033,0.14262205348877563,0.0923226952645231,0.059478400154313646,2.724669936751018e-09
22080,0.5323312588128088,0.5061121555011786,0.13214822449907113,0.05986041845076215,0.012482817129712671,2.374479657874281e-09,0.47037958387513557,0.43132525966492813,0.1452191408315848,0.07892924495034832,0.05537365587049728,3.490541387938785e-09
22120,0.5363194245953039,0.5024573567058522,0.13945386311458852,0.05482259536884941,0.009998054781152727,2.2271625317019054e-09,0.47582550193459666,0.43347699220292263,0.14851060073355793,0.08394705476490918,0.06831495845242115,3.7003448894511422e-09
22160,0.537765365265151,0.49905373555111276,0.14516025536203667,0.04425264284211684,0.023028348022599468,2.4614346314648037e-09,0.4801208007552296,0.43563165864505266,0.15042554719353804,0.10233468205681069,0.07786564169264996,3.133329826189941e-09
22200,0.5376601548595337,0.4959095799153964,0.14866917706125343,0.04853146693307996,0.02299767911854658,3.4769210610568186e-09,0.48273058672337305,0.435861989990242,0.15156243561316426,0.11442685781017188,0.07043318869252344,3.9289494344308665e-09
22240,0.5365258050568953,0.49429890864362386,0.15015589698002188,0.05295257314289074,0.019396185081026977,2.8968694223090433e-09,0.4827026509304991,0.434480777799597,0.15454940310835566,0.11258789143722583,0.04832752158529449,3.5091949191235955e-09
22280,0.5338935139115772,0.49459071782170727,0.14984481594235902,0.05197347167744608,0.012627543834817201,4.249151775414305e-09,0.4802067751703375,0.43300466299111456,0.1561956908713889,0.10106897927759859,0.02912785639849036,2.416079456267687e-09
22320,0.5296708151336184,0.49600745952451275,0.14848800093530412,0.06602748559077577,0.015750093238503637,2.4960631449640698e-09,0.4772898226706905,0.43373344960423355,0.15578357870251194,0.08485871888242263,0.0502252861643036,2.859957559241283e-09
22360,0.5245604473622582,0.4979154073844337,0.14634218880769911,0.08072741785507559,0.0186084589806107,3.2034179654447564e-09,0.4764210359612237,0.4379567187593248,0.15526036575451896,0.07985422879585467,0.054788015179535694,2.888041806035709e-09
22400,0.5200072254245159,0.500228770150153,0.14342488343775184,0.08425628340727684,0.022098523523099534,2.7811937031191375e-09,0.4786164003767107,0.44493548702775404,0.1539236366220358,0.0895673201287368,0.05202369221004212,4.1229571463513075e-09
22440,0.5168418686406406,0.5033514394672093,0.13895606113344344,0.08084199724877873,0.02353505070350531,3.2659067229640365e-09,0.48223375444812594,0.4523471324603723,0.14844813810939098,0.10064128437623779,0.047814281856966206,3.183061785559566e-09
22480,0.5144951672866868,0.5068281672772174,0.1315139894995551,0.07671388720849977,0.023158774371661327,2.932799881326477e-09,0.4845552871793878,0.45679460824290413,0.1388315745076108,0.10962981120400746,0.04339312869536683,3.1102665865272482e-09
22520,0.5128508651145707,0.5094714657368755,0.1217014068475926,0.07005024703238577,0.023692445832246757,3.918278521280818e-09,0.48452077709972785,0.45667860147357664,0.12986167292238457,0.11161372306261706,0.03244385087865414,3.3755792787544415e-09
22560,0.5130976395850565,0.5112627302298465,0.11078265974164549,0.06165443817818434,0.022841689501817846,4.166678752405156e-09,0.48263378689810815,0.4538927815241689,0.12531684771102936,0.10371337236891123,0.016371505897693435,1.9449061429560307e-09
22600,0.5152509526472486,0.5128729553824162,0.09869956753692108,0.05365402563753678,0.021924271178390128,3.6996076185890987e-09,0.47967581108038004,0.45110908508268255,0.12229228710234302,0.0919587010661991,0.0353333474450233,1.5451928953258902e-09
22640,0.5171812303954614,0.514740384403222,0.08462133950410468,0.042173417196824284,0.0247749270069131,3.4430984287989504e-09,0.4772528328100349,0.44924722995708627,0.11718831321077591,0.08091668846912592,0.04192690343749687,2.7480855477981126e-09
22680,0.5181103919438224,0.5162398941198518,0.0687847062095363,0.03780485132716131,0.022747559062976257,5.773973861766971e-10,0.4768273766755453,0.4482029813047219,0.1070422578007799,0.07416513300654015,0.044604004065006586,2.5176728495894137e-09
22720,0.5190120179708869,0.5162485983464334,0.05303767084494878,0.03537601718893404,0.02320552131046682,4.138060191519365e-09,0.47772004109127786,0.4474759438363253,0.0981795485313532,0.07628299765899377,0.058060709566028275,3.4203102403434148e-09
22760,0.5194009128249514,0.5152834703782609,0.042929092118215925,0.03172388576163784,0.013032021880334884,1.9965835758214036e-09,0.47764897482181806,0.44632997157787335,0.1028462119035735,0.08273504413325199,0.06202076852901677,3.4361318442212777e-09
22800,0.518856289925962,0.5142121550980396,0.055803403289996514,0.03629020604685041,0.01625831900912127,3.5488338413461655e-09,0.4751909980502413,0.44461615859508313,0.11276662951675889,0.08529272900650452,0.06154839955912555,2.7938842857095045e-09
22840,0.5176341758718425,0.5132326818386125,0.0756755252969949,0.028405528683538798,0.0168535856350743,3.6741083673200202e-09,0.4707302587432147,0.4428336540454463,0.11848777026991111,0.08991209453411654,0.05406229822487211,2.9898700552993183e-09
22880,0.5170706496749065,0.5109322161030294,0.08934439854497622,0.024820764214233168,0.016223650436033535,1.4648121513786238e-09,0.4661061367211941,0.4411056154652711,0.12186133524779151,0.08724493455112732,0.028780152481510817,3.756473814094762e-09
22920,0.5168117414022947,0.5085106502072233,0.09520258400334607,0.04166385423734515,0.020458151847480177,5.3417640332470945e-09,0.46322888588480915,0.43991109877060514,0.12134573594310918,0.08308165862123713,0.045991483663789544,2.543508782318871e-09
22960,0.5169442222818736,0.5070688411293206,0.09637141451561385,0.053225297703732515,0.020105231815585455,4.487195326839738e-09,0.46270499580864616,0.4404082070142606,0.11939570849446172,0.0955917488286163,0.021840751257967674,3.3125005289196582e-09
23000,0.5171553604645471,0.5059055205920024,0.09796705014947435,0.05511884815482856,0.021033273757031852,3.23762063668951e-09,0.4640631416552434,0.4423222397260869,0.11894432763560056,0.1007648691015756,0.051176358855515885,2.0429326465737436e-09
23040,0.5156041637470198,0.5051754346753704,0.10147769543537091,0.05080451568613347,0.022870373670755735,2.7575445946787767e-09,0.46673641101099983,0.44402977688310347,0.11822473301088406,0.09667886114674094,0.05865541128333958,2.2435645667418803e-09
