step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5
10800,0.24980600643289885,0.2550264601376951,0.38214275808047315,0.3983328967457101,0.16336082720560574,0.20447873420797524,0.06372067719545096,0.15435300531365143,0.19113692674999927,0.10312822178325429,0.09154474081261593,0.1307210601445562
10840,0.2242667060783894,0.24951945799583153,0.39306270281337996,0.41112236574398764,0.16804499354028887,0.18232720889897147,0.13997322697676212,0.2034425440880663,0.2319352122612058,0.14625969431760474,0.05675161250371726,0.06724325152261247
10880,0.1996477411151033,0.25311563165390527,0.39531563754095556,0.4188303539243834,0.1681895480320441,0.17043850135626357,0.1777069025005377,0.20431781137552146,0.2609130555054228,0.15479999843620743,0.015101527835337473,0.050748117833941085
10920,0.18322521460338495,0.26866481728324426,0.3805448184982474,0.41498679092394825,0.15765646714359402,0.1806623429804787,0.17999893890985552,0.17567601402842542,0.26253161372678674,0.13710355548385933,0.01888683751420262,0.09830128860760212
10960,0.18593390586266928,0.2935925325225148,0.35917156828883434,0.40814479701327633,0.1435097936838596,0.20291042585090246,0.16577241780841992,0.1761255062889305,0.24949253332043117,0.09550705765058504,0.03351922090874633,0.14192832978897343
11000,0.18850630567833154,0.31233235157312805,0.34903413981429765,0.40896405421313864,0.14035072971519177,0.2194159962152259,0.13442446006565376,0.25686114554290246,0.2718025135243666,0.044472176262727425,0.029695283438240506,0.15975186437097763
11040,0.17293244632756252,0.3138156292873026,0.3546165428972373,0.4154750093221523,0.1435211786608924,0.22399415427981917,0.07716755598479907,0.31813421513138074,0.32080301581161913,0.048873562710508675,0.029988058050756182,0.1524693558129083
11080,0.15120959146561827,0.3046922368715884,0.3649109597261572,0.4205437976751012,0.15328686203167155,0.22096916750295278,0.039338796493086074,0.30412384473323795,0.3328291821435368,0.09483756326499726,0.042566860630781404,0.14755191742480717
11120,0.14536657493129548,0.30507464960289704,0.3598933122320213,0.4165436937384655,0.17044787145193022,0.212280598394994,0.06493894808977448,0.24833987389635653,0.2921942660166878,0.12194652734653359,0.043601258852727656,0.1540346150650679
11160,0.1560440028914288,0.31937600988129405,0.3352127549768534,0.40636045887759825,0.1810018772331213,0.19833182537345548,0.08981457662102495,0.20201715541560822,0.19928842997477966,0.13350527369068507,0.03772891353272182,0.1587199408601316
11200,0.16550010056922254,0.3406777126527223,0.30550903040471983,0.40450440905876356,0.18200293479778876,0.1867797813455693,0.0961123554174595,0.2240751512305804,0.1360514262344427,0.1334941301630905,0.028986257239079306,0.13045006637284137
11240,0.1717183253745353,0.36156896786674625,0.2857252548762653,0.4124039234722038,0.17649968278186556,0.17944444068143778,0.09556678454071377,0.27119593318555707,0.22149053352850306,0.1272418640371553,0.020355898772076057,0.08136419908095384
11280,0.1816713991091855,0.3747155984013294,0.2897281575271248,0.4191662318639127,0.16167854223487935,0.17349248963063021,0.09921423302776104,0.3005256214522507,0.2930526177489992,0.1129801215927745,0.03544144592892609,0.05839102674418766
11320,0.18701766415175364,0.37572145634614795,0.3004423672007171,0.41753081389737856,0.14774801396375392,0.16876883211916896,0.09854099283799708,0.3156585741197586,0.30111559671043886,0.08393003941609879,0.06758446398181953,0.0942723854667373
11360,0.1938379174586446,0.3666273021186828,0.3085554823493673,0.40834779553829204,0.13454848859630736,0.16910540128810098,0.07629675855313198,0.32408410392133175,0.23393801380083462,0.04202770327748158,0.0861191140177278,0.12167701052634987
11400,0.198655139701916,0.3557753853182702,0.316445800832339,0.3987182321786574,0.12607653028539695,0.1706217169208846,0.06073263066108734,0.32281497705171996,0.1187442077951548,0.10590747762876049,0.07307789894420308,0.10968013586546523
11440,0.18576687666059136,0.35479593842799984,0.32033723995763824,0.39646880474032503,0.12564611192029293,0.1686203539166518,0.07191241744301496,0.3063180697263226,0.16101956606877874,0.1858096202691209,0.03631032081426208,0.0707946421811648
11480,0.1479321884995319,0.37151323408058046,0.3169872185183924,0.4044343253247587,0.13244913805105277,0.17265668065594286,0.059477544322151604,0.2848148148033838,0.26987584254000446,0.22536313338722003,0.021057347403072076,0.029368586774115354
11520,0.10305924224691489,0.3982059790623793,0.3110315137929359,0.4173271039507275,0.14267278016839116,0.17907213052122609,0.049367815170819195,0.2804101633544245,0.3033525270096025,0.24024392542458675,0.03900089744058233,0.025935015712472788
11560,0.12213358152051684,0.4083025078094934,0.3129237101710026,0.41762667606002646,0.14335244856008034,0.1673121208221681,0.06908461275457027,0.2695775828203558,0.30493215052852024,0.23472422026061684,0.0497191006512214,0.04394712229767042
11600,0.18213233543597368,0.3946312226853584,0.32198146498307995,0.39903203448122426,0.13095517563594092,0.15814329672208868,0.11456290050134349,0.21160831561296073,0.30009013251123257,0.21211574025281332,0.05299479532656605,0.026988934397911696
11640,0.21902760743084598,0.3817193354714073,0.3284178324283971,0.38373564897647,0.11624176135937034,0.17773013970512996,0.14904916750717265,0.09150273271673554,0.2629070504933748,0.1975306594030741,0.05031616809087147,0.03706089648149505
11680,0.22510291485393005,0.3823951415164698,0.3275596869333105,0.38696230067438275,0.09934147089635258,0.19389969398257553,0.1322195844649531,0.05979713292210603,0.23105270627642954,0.19523412398468795,0.045193564033961485,0.0869768515781052
11720,0.208544592582214,0.38904248659572643,0.3236390521935725,0.40219209297889597,0.09087884717932149,0.19659982695160974,0.09618525152026423,0.18759867424813298,0.27136632228332713,0.17364241443265185,0.0401780331772303,0.0925718414767286
11760,0.18290524409368564,0.3889400356447413,0.3222843732596508,0.4157682661590058,0.10359614558538444,0.19030219136665968,0.08294174994327248,0.2642786664637775,0.3466707323652432,0.11347986906129318,0.03872028513572441,0.04912527673984696
11800,0.16030768292769373,0.3836787309259462,0.31814399719676445,0.4251932214764191,0.12001751284735021,0.17905200934869853,0.09964914478010883,0.2960755204789113,0.39117101625047485,0.0674510066854696,0.04506346551576495,0.05657359628594183
11840,0.1504657507981246,0.3854560554306687,0.29384663822126333,0.4301344714501386,0.14144059645773055,0.17139700998309101,0.12901663386255258,0.2952915961857041,0.3524825430362318,0.12934165666109798,0.06628546387681303,0.11114434960752484
11880,0.17066820109037503,0.38844650546180676,0.25695980423707315,0.4259383671668591,0.17630956902911213,0.1729479240365562,0.12264206223311178,0.2575413973706749,0.2692503537506246,0.1659386491735756,0.0983992245615295,0.12900954015944108
11920,0.19732325863231379,0.38153195634957254,0.2258828253039049,0.41611592869244457,0.20116911972899484,0.19770365497225514,0.0766537002115781,0.19757653001834802,0.1873603596264106,0.15104400957554295,0.12135353451870963,0.13907718859692156
11960,0.20819575454711364,0.3747135067826786,0.2000736403447604,0.4141592040791779,0.19321391715984101,0.2311548301167343,0.0754645838575943,0.22707453194640412,0.12173658784307338,0.10409109208963888,0.10601562500950584,0.17676508855955375
12000,0.20194648138318816,0.3774480164416381,0.17876030573930185,0.42256892160639636,0.1516728062407791,0.2630683383623349,0.12963684852514193,0.3309785676849082,0.11215214266381636,0.06049649876742914,0.058101999986381485,0.23280835961602933
12040,0.19071395642342057,0.3814723549106064,0.17109057217576612,0.4296223960042955,0.1139390586271552,0.2871786768459038,0.14104425746809518,0.38953333232131315,0.1361644786772455,0.028971197027029758,0.025086286544021386,0.2902026538071532
12080,0.1855545723374316,0.3780532539210771,0.1783901940858589,0.426832694346911,0.1073352707041477,0.2933077801506843,0.0957533828833088,0.3728353848497286,0.1297988494109895,0.02179335707502262,0.03308393206029407,0.3279423608562341
12120,0.18722488255426917,0.3794978016989975,0.1920630035811869,0.4191309910605032,0.1263089763559873,0.27851196667126443,0.0583193972340791,0.29379669356715293,0.07036930386102137,0.1090328521525355,0.05088817652834146,0.30832747849924397
12160,0.18493698846994377,0.39375185797246687,0.20468647421836178,0.4153690358787219,0.14830988609640863,0.25265404718378887,0.10304887636224412,0.2132830632496185,0.03061202086741742,0.20700350852460336,0.06385032420730356,0.23837610812895843
12200,0.17776991762162517,0.40908065185022174,0.21879662302697236,0.41244182743213326,0.16353480047471447,0.23052662341983038,0.12124356033565417,0.15861005390264807,0.07846742829044953,0.2752199468456413,0.0780578454923527,0.17882697050408425
12240,0.17230623086114888,0.4154981100967573,0.24060465138907858,0.4009406362988325,0.16411318989337773,0.2116754594538121,0.09877555933871891,0.0993499301879852,0.11552380201238943,0.30960589534278316,0.1078583289557812,0.1610669066316981
12280,0.1677305584964711,0.4182801094909748,0.2699994143930176,0.3847285120902816,0.15743728735971008,0.19112966260228925,0.05866347713274834,0.03021911730054263,0.20317425917757034,0.321566052652234,0.13867896737433838,0.15902902946323152
12320,0.15038417361251255,0.4249429440790535,0.30198339696075444,0.3749700386518915,0.15132638350756086,0.16807484836276748,0.026054708829514266,0.0546374344958616,0.3276545405228007,0.3235636161620817,0.14419357467502666,0.14491536329427332
12360,0.12530762193287948,0.4336685878969965,0.3333131663973248,0.37458609111340474,0.14790938370829454,0.15548813959098776,0.016255982627679803,0.09915623842862505,0.42362990119669636,0.31408790079019727,0.12019567955497759,0.12299455004311653
12400,0.1122635693299721,0.4371826337765008,0.3556589690381674,0.37725342077549895,0.1536564737685061,0.155004574096561,0.01336457591353325,0.12514989527396542,0.4718040641849612,0.2857500823325138,0.08871164112403676,0.10513607244542059
12440,0.11742248691057643,0.43177855066042725,0.3658763212583303,0.37662227556471,0.15882256970530087,0.1523058779819109,0.004872086590138367,0.14830075784557192,0.47682058445640074,0.24552889543257986,0.07670625522020985,0.0926407595881834
12480,0.1433949321590315,0.41808055451747933,0.36739758844196335,0.36908586326504467,0.15688552199096853,0.14243767938095778,0.008801861127313067,0.17386900490660007,0.4468509891115145,0.20218473071902165,0.08702727798334997,0.0881685029972639
12520,0.17627638864348366,0.4006160671625894,0.36507314389213247,0.3550822315240232,0.1496096635532949,0.1296051377830075,0.05151170979632018,0.19778131286222866,0.3815521753310575,0.17066243696926392,0.10434798488963906,0.0925895324886488
12560,0.20323533402915717,0.3896579157868454,0.3640622597686789,0.343085691075047,0.13740840099691545,0.1264438513466982,0.12163605299038359,0.21526215172672042,0.26643687099755187,0.19902789612905827,0.1071038055302408,0.09352214952298323
12600,0.21349087443577736,0.39205813626074054,0.36485506941348606,0.3421960809121574,0.12632471151996974,0.13589777948405654,0.1549655891533795,0.1962404130454496,0.17445594829800207,0.26211540929713484,0.08036566712479129,0.09529900891481205
12640,0.19978585112986622,0.40511538345127845,0.3627581964200212,0.3533739646583002,0.12170494003781879,0.15658559655798795,0.11833880359103055,0.1318385526023711,0.25075509264675794,0.322606306248491,0.04870551875817278,0.10871842458249222
12680,0.16907097852677286,0.420731560039739,0.3566723833487723,0.370156427275022,0.11922062731769244,0.18554181859641428,0.04979861190692406,0.057442284451928574,0.32826008187963285,0.35241314173924293,0.032975702822744014,0.09468024757214202
12720,0.13329782265674064,0.4292826466662453,0.3482280761660244,0.38214809389996884,0.11660644671931507,0.2121326757979736,0.02328648687903234,0.06702718689458192,0.3451747315312115,0.353124178061568,0.031358180896069635,0.061364234229823976
12760,0.10272827186278483,0.423935585188067,0.3424893739801192,0.37922234967956286,0.12285549131825557,0.23093928632718652,0.038355128230942837,0.1024250502610192,0.31893648338075226,0.32201000586864525,0.03826170447781207,0.028371543016001827
12800,0.09838363372617435,0.4065359567949505,0.3430275893751049,0.3633211033573979,0.14031706982756798,0.24427461642532813,0.05536451270247701,0.113309378495411,0.25187007657071914,0.24763889841686315,0.0669429444218801,0.02587526432129717
12840,0.10323120047562767,0.38937391941957283,0.3457084838734293,0.3475089532899285,0.149826852857114,0.2547558686148922,0.07492971672742614,0.09504318138204546,0.15421958653589757,0.1280349739996615,0.10109540397023778,0.08523414976227577
12880,0.10583362407256587,0.3824627346155117,0.3493503088597223,0.33976738609019547,0.14232155519150594,0.2573759604595047,0.08324824429177707,0.06364386593814407,0.17569023139255646,0.08431304978345999,0.1030440782463157,0.1486049186434017
12920,0.10468201629277797,0.38544480508838563,0.35633153862039046,0.3396003332530446,0.12720221488731975,0.25494387391520607,0.0729917804703837,0.10998030820510003,0.2852775289114249,0.18264979256975156,0.0765054854981617,0.1934286449638386
12960,0.10523497378076752,0.39057737226272204,0.36751370250560284,0.3419916601854226,0.11719909585190515,0.2549804061583462,0.05775651414460684,0.1966446742649648,0.3373045692599114,0.232877104809691,0.06519205211682245,0.21244003382732668
13000,0.11653136148005115,0.38971990474830576,0.3804473849630479,0.3387630155891029,0.11261989778875243,0.25681837511827615,0.053677911179286164,0.2615219902441282,0.3257385176701425,0.22585271718406474,0.07441162005414928,0.22638623102126232
13040,0.13522100064471015,0.38129380254632544,0.39155760784100474,0.3282147500065816,0.1167991915613111,0.2554524281769187,0.06740524963124557,0.296587919954922,0.26601007249753633,0.18804373266591679,0.08598945861012183,0.24223712700619496
13080,0.1554030220079057,0.36974263025497434,0.39929061018233253,0.31423283991424994,0.13090193673779196,0.24765462758967483,0.09817629869329614,0.3043143244408008,0.18789063883681678,0.13767296903925105,0.09799307843526082,0.24918804755901838
13120,0.1794790497102193,0.36009786262966376,0.405215460263992,0.3043942394165561,0.14740241603888313,0.2320289362318557,0.13117707091098404,0.2913934166185556,0.14233033495151068,0.1245906481727775,0.11335571853739314,0.23144286815521362
13160,0.19388832063976444,0.3522862727662481,0.4134161242702432,0.30858258510066594,0.15733537583216034,0.21145298095251602,0.1372887559731395,0.30266498549933374,0.1349106182421158,0.20471542318624616,0.13203393992477463,0.19237219425508198
13200,0.1831338177595091,0.3430921798334194,0.42549003914527767,0.3247823047261403,0.1602011500011845,0.1920335806863254,0.10306384729470451,0.3647624323283946,0.11764572072795115,0.3099471350495207,0.14612904493558806,0.15750795197727704
13240,0.14930737376772735,0.3333429130023556,0.4356665045374034,0.33689003394678313,0.16460434037017846,0.18146188065056615,0.051724670926404315,0.407866431159929,0.07934604864576032,0.356919878944345,0.138849552918781,0.14409371176174182
13280,0.11574397004456041,0.3254503803637882,0.4372721638548648,0.335438061569996,0.1755347184720653,0.18236825395914227,0.01743960349762916,0.4314503363244717,0.05601469878292506,0.37076989967330065,0.13468690423274696,0.16577972852115153
13320,0.10894529308572129,0.31946598656704217,0.43180753383488907,0.3272404583877922,0.18270350544052807,0.1866076844777679,0.013097873239325803,0.3985542730788606,0.07561627230616687,0.36368611857230443,0.14720088180165555,0.18996652818744822
13360,0.12927449519434545,0.31860352000525116,0.42732743007230983,0.3251211938057208,0.17909989837686108,0.19101685322509016,0.046792255516527506,0.2971547859481555,0.12085038063967261,0.3564908758080654,0.1616635760062027,0.17687996203746
13400,0.14416158701414183,0.31970331345677916,0.43083228394854295,0.3393968080349482,0.16637524656905037,0.19093120698464222,0.06682611097679254,0.22005155966530074,0.1386043564060062,0.3696256393206674,0.15614245256552783,0.12959415359047202
13440,0.136508668661559,0.3159423433806153,0.44220310338766194,0.36932146756320866,0.1520819194706314,0.18953886460078684,0.05808053058733909,0.2426178018569285,0.10922691887128169,0.3936072011004838,0.13372464844901963,0.09827799902602491
13480,0.12326203717360767,0.3111399801353672,0.4522059192457895,0.3974182752819779,0.14373014670602763,0.18337326954998404,0.03743332494453554,0.26920912220020554,0.06000516996252546,0.40836994713547475,0.10338236530416971,0.09504058760620868
13520,0.12731903232622735,0.31527045449544866,0.44933707304023046,0.40108223264393317,0.14374162107005173,0.1645684389474921,0.024008628988781044,0.266281781902674,0.0026929353365886316,0.4048465605840194,0.06627780850415764,0.08870820408565518
13560,0.14347798410467802,0.3267266907034782,0.43773498041985215,0.38554684485584867,0.1519998274402189,0.14147253590021683,0.03658106613555523,0.24039897111396424,0.07281571938582732,0.37990215050574766,0.03471535015064196,0.07613188113726092
13600,0.15575092706163424,0.3353999952313021,0.4299665048587674,0.3768292394043008,0.16056113627961568,0.12677323847231015,0.05408512886834099,0.21216233593601636,0.13407824778086982,0.34900944332081874,0.038261648519136646,0.0759842743023583
13640,0.15223550547171938,0.3362667427451222,0.42989854427942487,0.38305235556052475,0.16793480345094294,0.1219830876974696,0.044732915042776315,0.23864482932728845,0.14871222238460102,0.331276139563758,0.03492171382447643,0.08595322111924542
13680,0.13820147049503337,0.3385794620565441,0.43516760762539186,0.39163372305046945,0.16862180677548028,0.12410869622657343,0.029682907121239468,0.32119301931309385,0.1426416743249089,0.30855473056609145,0.01982996862252296,0.09028003175314266
13720,0.12664189611824367,0.3480214934857736,0.44078794435147756,0.39485103180457426,0.1592212547353036,0.1368556791124901,0.02481834772092822,0.39306288621914465,0.14076281733442458,0.2724136994522959,0.01648294967079898,0.08446818756144095
13760,0.12288516124087233,0.35553924140819937,0.4444979779884866,0.3969465158102693,0.14759981907381406,0.15417496556432833,0.01937148437911994,0.4082143535499143,0.14220391750065098,0.25898330494890365,0.03735780402310015,0.06991640341407704
13800,0.13774546176791,0.3588960131239107,0.441625956020376,0.3914322769407169,0.13468604623447694,0.1642718835500729,0.019258798754836253,0.3925223819210272,0.12218786708151161,0.26127775977675033,0.04818680809190831,0.06162497523169235
13840,0.16666676665516944,0.362277764661647,0.4314518181794729,0.37274593422696406,0.11794659657864505,0.16558514394489393,0.05018683482627572,0.3824642862775396,0.07636610013274214,0.2430617474982056,0.04088357238063452,0.08383815049472233
13880,0.19086295251297666,0.36254526274122884,0.4225831664840256,0.3566767186431799,0.10220012828497756,0.1600708662039196,0.08982535100911086,0.3469537692055895,0.047655810746981504,0.2226119050954377,0.030235701423652204,0.1059673185972962
13920,0.19907363285174434,0.35604824620347375,0.4209169300463864,0.3571128088689486,0.10165492827513131,0.1532036757736631,0.10087261704167086,0.2758503197335436,0.03340371981702239,0.23586239988710905,0.043067795433748765,0.09331835366468483
13960,0.18840416011582112,0.34559885006194424,0.4277179141134922,0.3699560626744267,0.11214079423107823,0.15302014691819016,0.08374629350881926,0.25212595728423975,0.006229217849349367,0.2684299962981264,0.05744632155738616,0.06262745711002812
14000,0.16721831279556473,0.33442204204082593,0.4397131450639092,0.386383178716445,0.1210291346328938,0.15157833836433307,0.07428728699496158,0.289318637062376,0.022853070457202595,0.30272667302795764,0.05491841759309345,0.05338655082932403
14040,0.15289142393590377,0.32221757862016714,0.45250218043762525,0.40440537078420324,0.12783402230283,0.1494418501523113,0.07806456037800392,0.31235196130510134,0.04701103554800466,0.3403991063875333,0.033696423920812964,0.07720293425987534
14080,0.1478664059719016,0.3099577354863891,0.45995800650783975,0.41644353689192504,0.13579187896475192,0.14970423470577296,0.07890442844270161,0.29974029713216926,0.06899424669968257,0.37016464446659086,0.013486163502921396,0.09652096593227458
14120,0.15036274587535134,0.3050865011561158,0.45578915383999247,0.4088083501242836,0.1395433529347269,0.15133579228855062,0.0695506420823593,0.2709428582747172,0.07603438681787898,0.37858502275511485,0.025878879569543566,0.0992805813436657
14160,0.17069341233746632,0.3112589687238491,0.4455718218473241,0.3901110045800706,0.1353013886628503,0.1556082783807058,0.04702494401501367,0.2279444618021983,0.08647740205510378,0.3707377958003486,0.03010703672411367,0.10238054564544792
14200,0.17869786725086287,0.3141187203802558,0.439823539593905,0.3809479967356925,0.12656014707508298,0.16025168230075748,0.018456694982608057,0.18315588259521381,0.09226747979167157,0.36481366190236697,0.017217231181087204,0.11490734847221652
14240,0.16030870582179332,0.31061453466787964,0.44180450274389815,0.38557846015227903,0.11989311154898341,0.17112464574498504,0.01748407359136723,0.2036432738391062,0.07103263516984223,0.37055244307571317,0.01801839889259411,0.11644172712031853
14280,0.12944017448997566,0.3103304370608124,0.4473330735594102,0.3928168297546885,0.11703181322239553,0.18603176976599997,0.05584982388615038,0.26384727657471085,0.04254267198537862,0.37549772889612054,0.040173758203573696,0.0985822415371642
14320,0.12253044140466542,0.3191182844935085,0.4494428572409454,0.39359184164999017,0.11663416305948655,0.18944720967590695,0.0824400605289322,0.29812120129341824,0.02384537157961473,0.3687550597466458,0.051468299570256025,0.07776173317153247
14360,0.14715470273649714,0.3306830095947376,0.44537684983825143,0.38565305341825534,0.11114146672668172,0.17839957717840096,0.09781500129104194,0.294887404280131,0.005058615016991743,0.3502373176597408,0.04346676764861076,0.08294288816276446
14400,0.18354198222468351,0.3444040854701482,0.4373135482335798,0.36960952364404687,0.10166875692417539,0.16197921572441076,0.11073759182786781,0.2891239761956806,0.02573464452482352,0.3196456543316318,0.026454253634124063,0.10177713883682067
14440,0.20432903385059367,0.3577269590587734,0.4306038098698539,0.3537636776707215,0.10165424468714315,0.15476352305862112,0.11419519434031514,0.31947310021210423,0.04908055875496536,0.2819799885645137,0.034551747087027594,0.10663784059348494
14480,0.20358710096321275,0.3652914043884216,0.42876890723770306,0.350721202372647,0.10979331550443426,0.15641293960457825,0.10067799242862631,0.35723704886187235,0.03561698445274696,0.2612200448889948,0.049354071140820695,0.09293048930019482
14520,0.18630683715630636,0.3674881828627522,0.4316394352764981,0.36092252931719343,0.11420508188338377,0.15675158547002596,0.0788722491951186,0.3797372408267417,0.035070543506516706,0.26442844636187574,0.04576589040247133,0.0824011113704831
14560,0.1599598206470178,0.3677334713485326,0.43594865677727856,0.3732966263183504,0.1150650957389793,0.15830003101204837,0.055708550597493155,0.40616995616055057,0.07728967694266241,0.2667595302150641,0.027833022262301468,0.07523286989212333
14600,0.13469546124938178,0.3633753856014789,0.43854686792556125,0.3852634494439231,0.12247517039612292,0.16653175876080725,0.03174641359360491,0.4168802070876941,0.10466269011428488,0.2748693700163741,0.02835542331352305,0.04268439989288405
14640,0.11408741674338067,0.35086466303419306,0.4395504025923792,0.39900494159674027,0.1350974373004542,0.17690062856838534,0.01041245563932877,0.3834115946347808,0.13352665170444683,0.29991089935578197,0.055835215826037884,0.011403077902358708
14680,0.10434189025380956,0.33465267132255544,0.4367154258068456,0.4059633516175945,0.14276462750503927,0.18863007085765054,0.009007437062744698,0.33181776518587036,0.1480330216600652,0.31272775627549204,0.07717765345136826,0.03576761540799843
14720,0.11022098593894053,0.31926785290326026,0.42897015157724167,0.40362311508821525,0.14789036186962687,0.20831099571450243,0.02331744033578477,0.27835773383665174,0.12069862568441442,0.3048934652461355,0.0860968729324406,0.05074925330225168
14760,0.11354174825602464,0.3026744191109122,0.42262909034732443,0.40383447780836074,0.15157159275134485,0.2302347236734938,0.03439907245592433,0.2098306604756063,0.06729592149990006,0.2926515337574352,0.09024118526971771,0.0885182608249125
14800,0.10979522247413154,0.28575798094504534,0.421540375503308,0.41276624863073846,0.14404655406103528,0.2482832812082995,0.042490918221036025,0.1565005481927239,0.08947529411268561,0.28206046873269613,0.09455878055178729,0.131120472779318
14840,0.10520360812792033,0.27749955045080626,0.4224468817353899,0.4238133914097581,0.13877407478659678,0.2669060361730435,0.048198599410815036,0.15195149766029686,0.1487270547504189,0.2620145422038882,0.08985862765409763,0.16178652217297995
14880,0.11493605299577647,0.28172472162465767,0.42034229539556656,0.428395815953197,0.1344998787096049,0.2918326763016101,0.04610536714578436,0.15463902587618816,0.18264490095245967,0.22144050829800277,0.07287112490004528,0.1902562931341325
14920,0.13122404846005337,0.2926912622733148,0.41816011465069597,0.4268857566912827,0.13085484286465704,0.30808732872790073,0.03665813199140911,0.14524007736406394,0.1903540109491905,0.1762986437541113,0.05200939126469736,0.2159509176850959
14960,0.13609049461738568,0.307807556234903,0.4240041030594629,0.4221419039791593,0.1257563094700709,0.30142347434794586,0.03266012512927502,0.15911619913813987,0.17683191593233813,0.19676446847119636,0.03999634267908764,0.21249332385306333
15000,0.1252375040085053,0.32836484579646913,0.4387525365384688,0.4145563671043906,0.1145461980897631,0.267576729517918,0.03849826863704596,0.21557074791404132,0.14307000820402133,0.2796245714635625,0.037779542331038606,0.16987794410552426
15040,0.11678205097212213,0.35533620066845645,0.4553308760619393,0.4035056651511596,0.10125769905758555,0.21539452172158352,0.0444119956947348,0.2843657842116209,0.09600040740134029,0.35921037432035047,0.03412093619884594,0.1074433144002007
15080,0.11777315775896789,0.38073041035047034,0.4674772785766476,0.3900379916209166,0.10799271901367855,0.1645125894992721,0.05322521956045155,0.33220998996918577,0.06691951839176805,0.41059113680201864,0.028817078071970134,0.052532774167049656
15120,0.12275092827401364,0.39412219991146324,0.47242536464312207,0.3763234636377589,0.12375037693898404,0.1263735179806814,0.06591141471657053,0.32415786068188773,0.07419575123004749,0.4105292761084148,0.03120907428700041,0.030779893113574396
15160,0.14070355534701057,0.39975072295955805,0.47053806107688784,0.35903520185934085,0.12482517862075819,0.0995028528231232,0.08271432440990703,0.3087889101641263,0.09211723466135661,0.3898316153003986,0.02794355749828988,0.02722358724009109
15200,0.1641735940125152,0.4025270712512593,0.46381525596211565,0.34271373736979804,0.12411275301062066,0.12742345434449118,0.09827182828646279,0.2948628832454337,0.10627738570163883,0.34016700578178705,0.017661196808239927,0.027160640909590215
15240,0.1789978130322812,0.3996365625059097,0.4552757253683944,0.33657329184698154,0.12258485748711571,0.16408541294592313,0.1138797046460398,0.2812024660781651,0.09545144865491209,0.2860034253975651,0.010963952552261244,0.031954218978134254
15280,0.1814690327236689,0.3985532034613248,0.45297834127309916,0.33619903414593666,0.11579561217182516,0.178689130016743,0.12245617721506681,0.2957375535838065,0.05937673660708284,0.2542549778818528,0.011182561850535977,0.04418567270005453
15320,0.1703838242380815,0.40883532741697365,0.46123050733269405,0.3343890278030112,0.11023963326095812,0.1641916423239207,0.10946380208642656,0.3489950167107641,0.03370711280416664,0.255735308596104,0.02015350011266834,0.040721833287074974
15360,0.15455475439906333,0.42024106221190005,0.47212484704779256,0.3360186775817587,0.11193973797075729,0.13659984466302702,0.08300006152704002,0.39302449737353423,0.0404961507679398,0.2756629331252267,0.01705941220542013,0.04195875303628783
15400,0.14175816984409373,0.41800490414804575,0.47635870636573563,0.3459090165833379,0.11298943927422349,0.12709523835428002,0.06095588718224569,0.41310231499498234,0.05065350498225119,0.2984956055577722,0.010635524713089801,0.04131747953006368
15440,0.13030199697794498,0.4088578833381388,0.47457597737074836,0.35286099328821474,0.10987885695644083,0.13729514586537958,0.05868709661768643,0.422627837396888,0.06310716527378166,0.2951029999988422,0.023055081322043935,0.031705214599236226
15480,0.12529461529318497,0.40096690714692423,0.46941371173028273,0.35605096722349017,0.11083142510101104,0.16272156298784501,0.06586550338561413,0.4237144464498028,0.07343485755318561,0.26834397083676653,0.02542674097298891,0.036659519343267416
15520,0.12147861084908383,0.3903259387992026,0.46332255605335937,0.35987631969206,0.10827138357238832,0.18097645148525562,0.06949085965063564,0.4054470632027415,0.09069417622132829,0.2691828516616825,0.0166278511994261,0.053386876404594524
15560,0.11679918312804627,0.3836678492299582,0.459525840457683,0.3589453406300212,0.10575269045547854,0.18031174354319734,0.06942809909902481,0.3686988942405835,0.10110940211949815,0.2975416668229244,0.010704463330039922,0.0486834625305809
15600,0.11553464024073407,0.3899549037386244,0.46057268299230764,0.35086812683987517,0.1132724712659261,0.16136742204165908,0.066575150022867,0.3332594536596702,0.1050926734745521,0.3203647778423501,0.017504998078432532,0.015459001495837338
15640,0.11665817907267548,0.39883907690731046,0.4652500024788667,0.34652420679212725,0.12471138069346789,0.13836511401640933,0.06003200732183374,0.3041906767039435,0.11813115541876612,0.3461321798077698,0.018475365404544086,0.03618744194543027
15680,0.12144392696988457,0.3999086327985869,0.46835874205956224,0.35245848965831555,0.13247618401726444,0.12808806296246075,0.04792620557015315,0.27441108673883613,0.12445826957347332,0.379699902851,0.01112224814565668,0.04356327529991127
15720,0.13163975326480665,0.39862945674817973,0.4697131493607474,0.3612219058897879,0.13573988649381377,0.12695975071774498,0.032328792528118086,0.2610395564952771,0.1289765481719932,0.39411511244333614,0.0021504897464101036,0.035687119743128805
15760,0.13529009992324356,0.3949836192218577,0.46922669568663133,0.37042745131232846,0.13041942580101906,0.1364856822544508,0.022645601683454537,0.2669338320270054,0.12835501439674593,0.3909781266250298,0.007189823965602312,0.04209658523287716
