phase,case,step,particle,chi_mean,delta_chi_mean,delta_chi_std,R_mean,R_std,gauge_count,v_chi_read,a_chi_read
phase0_no_coupling,no_coupling,12,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,12,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,12,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,13,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,13,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,13,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,14,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,14,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,14,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,15,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,15,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,15,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,16,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,16,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,16,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,17,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,17,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,17,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,18,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,18,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,18,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,19,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,19,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,19,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,20,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,20,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,20,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,21,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,21,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,21,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,22,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,22,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,22,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,23,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,23,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,23,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase0_no_coupling,no_coupling,24,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase0_no_coupling,no_coupling,24,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase0_no_coupling,no_coupling,24,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,0,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,0,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,0,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,1,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,1,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,1,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,2,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,2,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,2,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,3,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,3,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,3,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,4,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,4,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,4,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,5,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,5,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,5,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,6,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,6,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,6,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,7,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,7,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,7,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,8,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,8,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,8,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,9,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,9,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,9,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,10,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,10,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,10,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,11,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,11,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,11,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,12,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,12,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,12,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,13,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,13,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,13,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,14,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,14,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,14,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,15,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,15,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,15,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,16,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,16,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,16,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,17,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,17,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,17,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,18,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,18,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,18,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,19,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,19,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,19,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,20,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,20,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,20,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,21,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,21,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,21,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,22,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,22,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,22,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,23,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,23,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,23,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
phase1_readout_only,readout_no_feedback,24,A,-0.25,0.0,0.0,1.0277777777777777,0.07856742013183862,9,0.0,0.0
phase1_readout_only,readout_no_feedback,24,B,0.25,0.0,0.0,1.6059027777777777,0.12276159395599782,9,0.0,0.0
phase1_readout_only,readout_no_feedback,24,C,-6.532797163132487e-19,0.0,0.0,102.77777777777777,7.856742013183861,9,0.0,0.0
