label,mode,step,particle,actual_Ra,predicted_minus_partial_chi_E,partial_chi_E_read,g1_balance_error,C_memory,delta_C_memory_forward,sign_match,sweep_case,blind_window_length
reaction_half,combined_minus_R2_R3_residual,19,A,3.0389795277555856e-11,3.364212348692155e-11,-3.364212348692155e-11,-3.252328209365696e-12,2.9647463739052272e-06,5.517308251855134e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,20,A,2.7568649792908016e-11,3.0951658181518085e-11,-3.0951658181518085e-11,-3.383008388610069e-12,3.0199194564237786e-06,5.0760719417689655e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,21,A,2.497022242126882e-11,2.847644121188548e-11,-2.847644121188548e-11,-3.506218790616658e-12,3.0706801758414682e-06,4.670136358749219e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,22,A,2.257710517698146e-11,2.619925160003065e-11,-2.619925160003065e-11,-3.6221464230491885e-12,3.1173815394289604e-06,4.2966772624050264e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,23,A,2.0373230456594308e-11,2.410424615734911e-11,-2.410424615734911e-11,-3.7310157007548e-12,3.1603483120530107e-06,3.953096369805254e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,24,A,1.8343770313090967e-11,2.2176849250353193e-11,-2.2176849250353193e-11,-3.833078937262226e-12,3.1998792757510632e-06,3.6370032770579235e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,25,A,1.6475042702895535e-11,2.0403651386254985e-11,-2.0403651386254985e-11,-3.92860868335945e-12,3.2362493085216425e-06,3.3461988273458176e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,26,A,1.475442486828342e-11,1.8772315912713048e-11,-1.8772315912713048e-11,-4.0178910444296286e-12,3.2697112967951006e-06,3.07865980968494e-08,True,reaction_half,26
reaction_double,combined_minus_R2_R3_residual,1,A,1.4857580718425948e-10,1.5087331200848844e-10,-1.5087331200848844e-10,-2.297504824228962e-12,5.612793462045315e-07,2.4743223169392103e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,2,A,1.3451315160232862e-10,1.3880454899362496e-10,-1.3880454899362496e-10,-4.291397391296332e-12,8.087115778984526e-07,2.2763946034954492e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,3,A,1.210175256471672e-10,1.277015834451244e-10,-1.277015834451244e-10,-6.684057797957206e-12,1.0363510382479975e-06,2.09430596850004e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,4,A,1.0811133168803935e-10,1.1748712192267108e-10,-1.1748712192267108e-10,-9.37579023463173e-12,1.2457816350980015e-06,1.926788799531806e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,5,A,9.580720552655357e-11,1.0809005742592756e-10,-1.0809005742592756e-10,-1.2282851899373996e-11,1.438460515051182e-06,1.772676941785212e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,6,A,8.410971487131066e-11,9.944497418286408e-11,-9.944497418286408e-11,-1.533525931155342e-11,1.6157282092297033e-06,1.630897576598971e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,7,A,7.30168181844429e-11,9.149169208465128e-11,-9.149169208465128e-11,-1.8474873900208373e-11,1.7788179668896003e-06,1.500463750188281e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,8,A,6.252111487556268e-11,8.417484759244737e-11,-8.417484759244737e-11,-2.1653732716884692e-11,1.9288643419084284e-06,1.380467500516137e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,9,A,5.261091350305903e-11,7.744350819565202e-11,-7.744350819565202e-11,-2.4832594692592993e-11,2.066911091960042e-06,1.2700735344086932e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,10,A,4.3271141976221035e-11,7.125081773510928e-11,-7.125081773510928e-11,-2.7979675758888248e-11,2.1939184454009115e-06,1.1685134108557922e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,11,A,3.448412014584747e-11,6.555367011991408e-11,-6.555367011991408e-11,-3.106954997406661e-11,2.3107697864864907e-06,1.0750801899665909e-07,True,reaction_double,12
reaction_double,combined_minus_R2_R3_residual,12,A,2.6230213957627573e-11,6.031240916437167e-11,-6.031240916437167e-11,-3.4082195206744095e-11,2.4182778054831498e-06,9.891235102956953e-08,True,reaction_double,12
slow_C_weak_reaction,combined_minus_R2_R3_residual,1,A,1.6768131786717194e-10,1.6771708839956514e-10,-1.6771708839956514e-10,-3.577053239319921e-14,5.758953948370506e-07,2.750560249752868e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,2,A,1.6261890576734028e-10,1.6268571324609782e-10,-1.6268571324609782e-10,-6.680747875753816e-14,8.509514198123375e-07,2.6680456972360043e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,3,A,1.577012708833545e-10,1.5780531632249451e-10,-1.5780531632249451e-10,-1.040454391400095e-13,1.117755989535938e-06,2.58800718768891e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,4,A,1.5292543397900543e-10,1.5307136457825488e-10,-1.5307136457825488e-10,-1.4593059924945386e-13,1.376556708304829e-06,2.51037037908338e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,5,A,1.4828830332784024e-10,1.484794613249417e-10,-1.484794613249417e-10,-1.9115799710146646e-13,1.627593746213167e-06,2.435063165729044e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,6,A,1.4378670482005521e-10,1.440253421082601e-10,-1.440253421082601e-10,-2.3863728820489796e-13,1.8711000627860713e-06,2.3620156105754658e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,7,A,1.39417407843561e-10,1.3970487070767793e-10,-1.3970487070767793e-10,-2.874628641169427e-13,2.107301623843618e-06,2.2911598796059183e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,8,A,1.3517714744199386e-10,1.3551403525939308e-10,-1.3551403525939308e-10,-3.3688781739921643e-13,2.3364176118042097e-06,2.2224301782540464e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,9,A,1.3106264325844883e-10,1.3144894449861747e-10,-1.3144894449861747e-10,-3.8630124016864863e-13,2.5586606296296144e-06,2.1557626897773266e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,10,A,1.270706156114238e-10,1.275058241172923e-10,-1.275058241172923e-10,-4.3520850586850764e-13,2.774236898607347e-06,2.0910955155235935e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,11,A,1.2319779913702632e-10,1.236810132334949e-10,-1.236810132334949e-10,-4.832140964685837e-13,2.9833464501597064e-06,2.0283686170293166e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,12,A,1.1944095420464844e-10,1.199709609689745e-10,-1.199709609689745e-10,-5.300067643260665e-13,3.186183311862638e-06,1.9675237598911817e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,13,A,1.1579687655196639e-10,1.1637222313129753e-10,-1.1637222313129753e-10,-5.753465793311427e-13,3.3829356878517562e-06,1.9085044593532794e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,14,A,1.1226240518161706e-10,1.1288145899734276e-10,-1.1288145899734276e-10,-6.190538157256955e-13,3.573786133787084e-06,1.8512559275564213e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,15,A,1.0883442889711597e-10,1.0949542819484223e-10,-1.0949542819484223e-10,-6.609992977262672e-13,3.7589117265427263e-06,1.7957250223954127e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,16,A,1.0550989160020127e-10,1.062109876789514e-10,-1.062109876789514e-10,-7.010960787501349e-13,3.9384842287822676e-06,1.741860197934803e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,17,A,1.0228579653192779e-10,1.0302508880079206e-10,-1.0302508880079206e-10,-7.39292268864273e-13,4.112670248575748e-06,1.6896114563329898e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,18,A,9.915920951934426e-11,9.993477446509976e-11,-9.993477446509976e-11,-7.755649457555004e-13,4.281631394209047e-06,1.638930301227636e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,19,A,9.612726156148492e-11,9.693717637421054e-11,-9.693717637421054e-11,-8.099148127256156e-13,4.4455244243318105e-06,1.589769692537053e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,20,A,9.318715061110334e-11,9.402951235563838e-11,-9.402951235563838e-11,-8.423617445350393e-13,4.604501393585516e-06,1.5420840026324696e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,21,A,9.033614284691588e-11,9.120908377071168e-11,-9.120908377071168e-11,-8.729409237957961e-13,4.758709793848763e-06,1.4958289738396715e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,22,A,8.757157342873157e-11,8.84732730016692e-11,-8.84732730016692e-11,-9.016995729376265e-13,4.90829269123273e-06,1.450961677227375e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,23,A,8.48908467663851e-11,8.581954101487344e-11,-8.581954101487344e-11,-9.286942484883381e-13,5.053388858955467e-06,1.4074404726439243e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,24,A,8.22914366052871e-11,8.324542499770788e-11,-8.324542499770788e-11,-9.539883924207855e-13,5.19413290621986e-06,1.3652249699624093e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,25,A,7.97708855673323e-11,8.074853606696049e-11,-8.074853606696049e-11,-9.776504996281858e-13,5.330655403216101e-06,1.324275991498152e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,26,A,7.732680463082135e-11,7.832655704641363e-11,-7.832655704641363e-11,-9.997524155922857e-13,5.463083002365916e-06,1.2845555355611836e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,27,A,7.495687234949634e-11,7.5977240311604e-11,-7.5977240311604e-11,-1.0203679621076632e-12,5.591538555922034e-06,1.2460267411103056e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,28,A,7.265883382847807e-11,7.369840569960449e-11,-7.369840569960449e-11,-1.039571871126413e-12,5.716141230033065e-06,1.2086538534735136e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,29,A,7.043049963328756e-11,7.14879384818998e-11,-7.14879384818998e-11,-1.0574388486122435e-12,5.837006615380416e-06,1.1724021911031568e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,30,A,6.82697446243287e-11,6.93437873984013e-11,-6.93437873984013e-11,-1.0740427740726022e-12,5.954246834490732e-06,1.1372381133337813e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,31,A,6.617450653471999e-11,6.726396275073245e-11,-6.726396275073245e-11,-1.0894562160124548e-12,6.06797064582411e-06,1.1031289891120122e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,32,A,6.414278465231122e-11,6.52465345529808e-11,-6.52465345529808e-11,-1.1037499006695748e-12,6.178283544735311e-06,1.070043166668885e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,33,A,6.217263843986682e-11,6.328963073818008e-11,-6.328963073818008e-11,-1.1169922983132533e-12,6.2852878614022e-06,1.0379499441061533e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,34,A,6.026218590706855e-11,6.139143541878761e-11,-6.139143541878761e-11,-1.1292495117190651e-12,6.389082855812815e-06,1.0068195408681169e-07,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,35,A,5.840960234335417e-11,5.955018719957539e-11,-5.955018719957539e-11,-1.1405848562212274e-12,6.489764809899627e-06,9.766230700730364e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,36,A,5.6613118518819496e-11,5.776417754127246e-11,-5.776417754127246e-11,-1.1510590224529659e-12,6.58742711690693e-06,9.473325116768684e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,37,A,5.487101947126722e-11,5.6031749173488074e-11,-5.6031749173488074e-11,-1.1607297022208542e-12,6.682160368074617e-06,9.189206864452044e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,38,A,5.318164283755198e-11,5.435129455535944e-11,-5.435129455535944e-11,-1.1696517178074636e-12,6.774052436719138e-06,8.913612307078949e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,39,A,5.154337732892107e-11,5.2721254382538954e-11,-5.2721254382538954e-11,-1.1778770536178846e-12,6.863188559789927e-06,8.646285718736388e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,40,A,4.995466137745579e-11,5.1140116139052376e-11,-5.1140116139052376e-11,-1.185454761596587e-12,6.949651416977291e-06,8.38697904680459e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,41,A,4.8413981619882464e-11,4.9606412692723555e-11,-4.9606412692723555e-11,-1.1924310728410907e-12,7.033521207445337e-06,8.135451681606663e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,42,A,4.691987138815974e-11,4.8118720932843794e-11,-4.8118720932843794e-11,-1.1988495446840556e-12,7.1148757242614036e-06,7.891470232986382e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,43,A,4.547090943892915e-11,4.6675660448749304e-11,-4.6675660448749304e-11,-1.2047510098201548e-12,7.193790426591267e-06,7.654808313594886e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,44,A,4.4065718474595606e-11,4.527589224816639e-11,-4.527589224816639e-11,-1.210173773570783e-12,7.270338509727216e-06,7.425246328699288e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,45,A,4.270296386769577e-11,4.391811751404544e-11,-4.391811751404544e-11,-1.2151536463496736e-12,7.344590973014209e-06,7.202571272303452e-08,True,slow_C_weak_reaction,46
slow_C_weak_reaction,combined_minus_R2_R3_residual,46,A,4.138135228362247e-11,4.260107639874603e-11,-4.260107639874603e-11,-1.2197241151235587e-12,7.416616685737244e-06,6.986576529394348e-08,True,slow_C_weak_reaction,46
slow_C_strong_reaction,combined_minus_R2_R3_residual,1,A,1.65420625285641e-10,1.6771810977322595e-10,-1.6771810977322595e-10,-2.2974844875849494e-12,5.7589597847905e-07,2.750577000280906e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,2,A,1.583963480952581e-10,1.6268766841206174e-10,-1.6268766841206174e-10,-4.2913203168036395e-12,8.509536785071405e-07,2.6680777619578126e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,3,A,1.5112456153515771e-10,1.5780843670412604e-10,-1.5780843670412604e-10,-6.68387516896833e-12,1.1177614547029218e-06,2.588058361947667e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,4,A,1.437004048084025e-10,1.5307584871348563e-10,-1.5307584871348563e-10,-9.375443905083123e-12,1.3765672908976885e-06,2.5104439189011643e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,5,A,1.3620320140107913e-10,1.4848547844743418e-10,-1.4848547844743418e-10,-1.2282277046355044e-11,1.627611682787805e-06,2.4351618465379204e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,6,A,1.2869864874499968e-10,1.4403303536168973e-10,-1.4403303536168973e-10,-1.5334386616690055e-11,1.871127867441597e-06,2.3621417799317115e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,7,A,1.21240728631481e-10,1.397143600300639e-10,-1.397143600300639e-10,-1.8473631398582895e-11,2.107342045434768e-06,2.2913155044930476e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,8,A,1.1387337258780979e-10,1.3552541997073558e-10,-1.3552541997073558e-10,-2.1652047382925787e-11,2.336473595884073e-06,2.2226168875200635e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,9,A,1.066319119896015e-10,1.3146230562174155e-10,-1.3146230562174155e-10,-2.4830393632140052e-11,2.5587352846360792e-06,2.1559818121965615e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,10,A,9.954433915140425e-11,1.2752122645882198e-10,-1.2752122645882198e-10,-2.797688730741773e-11,2.7743334658557354e-06,2.0913481139246806e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,11,A,9.263240276222227e-11,1.2369850724918438e-10,-1.2369850724918438e-10,-3.106610448696211e-11,2.9834682772482034e-06,2.0286555188866236e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,12,A,8.591255871726869e-11,1.199905844351614e-10,-1.199905844351614e-10,-3.4078025717892726e-11,3.186333829136866e-06,1.967845584736647e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,13,A,7.939679272248252e-11,1.163940026421222e-10,-1.163940026421222e-10,-3.699720991963968e-11,3.3831183876105305e-06,1.908861643330804e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,14,A,7.309333300499119e-11,1.1290541130533012e-10,-1.1290541130533012e-10,-3.981207830033893e-11,3.574004551943611e-06,1.8516487454074138e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,15,A,6.700726492360519e-11,1.0952156141074954e-10,-1.0952156141074954e-10,-4.2514296487144346e-11,3.7591694264843523e-06,1.7961536071362925e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,16,A,6.114106096749756e-11,1.0623930234514213e-10,-1.0623930234514213e-10,-4.509824137764457e-11,3.9387847871979815e-06,1.7423245584603308e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,17,A,5.5495036964761137e-11,1.0305557885097272e-10,-1.0305557885097272e-10,-4.756054188621158e-11,4.113017243044015e-06,1.6901114931559525e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,18,A,5.006774282887154e-11,9.996742808199453e-11,-9.996742808199453e-11,-4.989968525312299e-11,4.28202839235961e-06,1.6394658205447102e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,19,A,4.4856298336099984e-11,9.69719767555357e-11,-9.69719767555357e-11,-5.2115678419435717e-11,4.445974974414081e-06,1.5903404187907854e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,20,A,3.985667889071275e-11,9.406643839775192e-11,-9.406643839775192e-11,-5.420975950703917e-11,4.6050090162931594e-06,1.5426895897231314e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,21,A,3.506395917569254e-11,9.124811067831637e-11,-9.124811067831637e-11,-5.618415150262383e-11,4.7592779752654726e-06,1.4964690151243884e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,22,A,3.04725202658466e-11,8.85143728311662e-11,-8.85143728311662e-11,-5.8041852565319604e-11,4.908924876777911e-06,1.4516357144311258e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,23,A,2.607622425550727e-11,8.586268315812446e-11,-8.586268315812446e-11,-5.978645890261719e-11,5.054088448221024e-06,1.4081480037932411e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,24,A,2.1868561147597547e-11,8.329057661236101e-11,-8.329057661236101e-11,-6.142201546476346e-11,5.194903248600348e-06,1.3659654564427206e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,25,A,1.784277299477985e-11,8.079566245880392e-11,-8.079566245880392e-11,-6.295288946402407e-11,5.33149979424462e-06,1.3250488643243842e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,26,A,1.3991956343008781e-11,7.837562200872965e-11,-7.837562200872965e-11,-6.438366566572087e-11,5.4640046806770586e-06,1.2853602009431662e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,27,A,1.0309146460487414e-11,7.602820642593897e-11,-7.602820642593897e-11,-6.571905996545155e-11,5.592540700771375e-06,1.2468625853853991e-07,True,slow_C_strong_reaction,28
slow_C_strong_reaction,combined_minus_R2_R3_residual,28,A,6.787388380014633e-12,7.375123460199343e-11,-7.375123460199343e-11,-6.69638462219788e-11,5.717226959309915e-06,1.209520247472692e-07,True,slow_C_strong_reaction,28
fast_C_weak_reaction,combined_minus_R2_R3_residual,1,A,1.084126372271171e-10,1.0844841741918655e-10,-1.0844841741918655e-10,-3.578019206945211e-14,5.20352192193881e-07,1.7785540456746595e-07,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,2,A,8.452306039869735e-11,8.458990313532386e-11,-8.458990313532386e-11,-6.684273662650667e-14,6.98207596761347e-07,1.3872744114193112e-07,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,3,A,6.587617300245168e-11,6.598029901096058e-11,-6.598029901096058e-11,-1.0412600850890525e-13,8.369350379032781e-07,1.0820769037797535e-07,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,4,A,5.131876297516481e-11,5.1464841114748956e-11,-5.1464841114748956e-11,-1.4607813958414845e-13,9.451427282812534e-07,8.440233942818829e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,5,A,3.995141915888612e-11,4.0142813948674276e-11,-4.0142813948674276e-11,-1.9139478978815686e-13,1.0295450677094417e-06,6.583421487582581e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,6,A,3.107267444697186e-11,3.1311659756140035e-11,-3.1311659756140035e-11,-2.3898530916817556e-13,1.0953792825852675e-06,5.1351122000069655e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,7,A,2.4135440650031856e-11,2.4423383785876162e-11,-2.4423383785876162e-11,-2.879431358443062e-13,1.1467304045853372e-06,4.005434940883691e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,8,A,1.8713030405954483e-11,1.9050550401038725e-11,-1.9050550401038725e-11,-3.375199950842421e-13,1.186784753994174e-06,3.124290265770351e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,9,A,1.4472656694460657e-11,1.4859760047247685e-11,-1.4859760047247685e-11,-3.871033527870281e-13,1.2180276566518776e-06,2.4370006477486205e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,10,A,1.1154764483460797e-11,1.1590961290303792e-11,-1.1590961290303792e-11,-4.3619680684299447e-13,1.2423976631293638e-06,1.900917651609822e-08,True,fast_C_weak_reaction,11
fast_C_weak_reaction,combined_minus_R2_R3_residual,11,A,8.556911174637319e-12,9.04131420800416e-12,-9.04131420800416e-12,-4.844030333668406e-13,1.261406839645462e-06,1.482775530112682e-08,True,fast_C_weak_reaction,11
fast_C_strong_reaction,combined_minus_R2_R3_residual,1,A,1.0615180940968223e-10,1.084493711757868e-10,-1.084493711757868e-10,-2.2975617661045707e-12,5.203527758358801e-07,1.7785696872829036e-07,True,fast_C_strong_reaction,5
fast_C_strong_reaction,combined_minus_R2_R3_residual,2,A,8.030000912753545e-11,8.459161149898409e-11,-8.459161149898409e-11,-4.291602371448633e-12,6.982097445641705e-07,1.387302428583339e-07,True,fast_C_strong_reaction,5
fast_C_strong_reaction,combined_minus_R2_R3_residual,3,A,5.929833567805496e-11,6.598285540526247e-11,-6.598285540526247e-11,-6.684519727207513e-12,8.369399874225044e-07,1.0821188286463047e-07,True,fast_C_strong_reaction,5
fast_C_strong_reaction,combined_minus_R2_R3_residual,4,A,4.209166823859292e-11,5.146829246735165e-11,-5.146829246735165e-11,-9.376624228758731e-12,9.451518702871348e-07,8.44079996464567e-08,True,fast_C_strong_reaction,5
fast_C_strong_reaction,combined_minus_R2_R3_residual,5,A,2.786300213532836e-11,4.0147173515022316e-11,-4.0147173515022316e-11,-1.2284171379693956e-11,1.0295598699335915e-06,6.58413645646366e-08,True,fast_C_strong_reaction,5
