stage,step,chi_A,chi_B,tau_A,tau_B,q_A,q_B,m_A,m_B,A_A,A_B,ab_collision_count,wall_reflection_count
step,2030,-0.04999999999999988,0.04999999999999988,1.8299999999999095,1.8299999999999095,1.0,-1.0,1,2,1.0,1.0,4,8
step,2040,-0.03999999999999987,0.03999999999999987,1.8399999999999084,1.8399999999999084,1.0,-1.0,1,2,1.0,1.0,4,8
step,2050,-0.02999999999999986,0.02999999999999986,1.8499999999999073,1.8499999999999073,1.0,-1.0,1,2,1.0,1.0,4,8
step,2060,-0.01999999999999985,0.01999999999999985,1.8599999999999062,1.8599999999999062,1.0,-1.0,1,2,1.0,1.0,4,8
ab_collision,2065,-0.014999999999999847,0.014999999999999847,1.8649999999999056,1.8649999999999056,-1.0,1.0,1,2,1.0,1.0,5,8
step,2070,-0.01999999999999985,0.01999999999999985,1.869999999999905,1.869999999999905,-1.0,1.0,1,2,1.0,1.0,5,8
step,2080,-0.02999999999999986,0.02999999999999986,1.879999999999904,1.879999999999904,-1.0,1.0,1,2,1.0,1.0,5,8
step,2090,-0.03999999999999987,0.03999999999999987,1.8899999999999029,1.8899999999999029,-1.0,1.0,1,2,1.0,1.0,5,8
step,2100,-0.04999999999999988,0.04999999999999988,1.8999999999999018,1.8999999999999018,-1.0,1.0,1,2,1.0,1.0,5,8
step,2110,-0.05999999999999989,0.05999999999999989,1.9099999999999007,1.9099999999999007,-1.0,1.0,1,2,1.0,1.0,5,8
step,2120,-0.0699999999999999,0.0699999999999999,1.9199999999998996,1.9199999999998996,-1.0,1.0,1,2,1.0,1.0,5,8
step,2130,-0.0799999999999999,0.0799999999999999,1.9299999999998985,1.9299999999998985,-1.0,1.0,1,2,1.0,1.0,5,8
step,2140,-0.08999999999999991,0.08999999999999991,1.9399999999998974,1.9399999999998974,-1.0,1.0,1,2,1.0,1.0,5,8
step,2150,-0.09999999999999992,0.09999999999999992,1.9499999999998963,1.9499999999998963,-1.0,1.0,1,2,1.0,1.0,5,8
step,2160,-0.10999999999999993,0.10999999999999993,1.9599999999998952,1.9599999999998952,-1.0,1.0,1,2,1.0,1.0,5,8
step,2170,-0.11999999999999994,0.11999999999999994,1.969999999999894,1.969999999999894,-1.0,1.0,1,2,1.0,1.0,5,8
step,2180,-0.12999999999999995,0.12999999999999995,1.979999999999893,1.979999999999893,-1.0,1.0,1,2,1.0,1.0,5,8
step,2190,-0.13999999999999996,0.13999999999999996,1.9899999999998919,1.9899999999998919,-1.0,1.0,1,2,1.0,1.0,5,8
step,2200,-0.14999999999999997,0.14999999999999997,1.9999999999998908,1.9999999999998908,-1.0,1.0,1,2,1.0,1.0,5,8
step,2210,-0.15999999999999998,0.15999999999999998,2.0099999999998897,2.0099999999998897,-1.0,1.0,1,2,1.0,1.0,5,8
step,2220,-0.16999999999999998,0.16999999999999998,2.0199999999998886,2.0199999999998886,-1.0,1.0,1,2,1.0,1.0,5,8
step,2230,-0.18,0.18,2.0299999999998875,2.0299999999998875,-1.0,1.0,1,2,1.0,1.0,5,8
step,2240,-0.19,0.19,2.0399999999998863,2.0399999999998863,-1.0,1.0,1,2,1.0,1.0,5,8
step,2250,-0.2,0.2,2.0499999999998852,2.0499999999998852,-1.0,1.0,1,2,1.0,1.0,5,8
step,2260,-0.21000000000000002,0.21000000000000002,2.059999999999884,2.059999999999884,-1.0,1.0,1,2,1.0,1.0,5,8
step,2270,-0.22000000000000003,0.22000000000000003,2.069999999999883,2.069999999999883,-1.0,1.0,1,2,1.0,1.0,5,8
step,2280,-0.23000000000000004,0.23000000000000004,2.079999999999882,2.079999999999882,-1.0,1.0,1,2,1.0,1.0,5,8
step,2290,-0.24000000000000005,0.24000000000000005,2.089999999999881,2.089999999999881,-1.0,1.0,1,2,1.0,1.0,5,8
wall_reflection,2300,-0.24999999999999994,0.24999999999999994,2.0999999999998797,2.0999999999998797,1.0,-1.0,1,2,1.0,1.0,5,10
step,2300,-0.24999999999999994,0.24999999999999994,2.0999999999998797,2.0999999999998797,1.0,-1.0,1,2,1.0,1.0,5,10
step,2310,-0.23999999999999994,0.23999999999999994,2.1099999999998786,2.1099999999998786,1.0,-1.0,1,2,1.0,1.0,5,10
step,2320,-0.22999999999999993,0.22999999999999993,2.1199999999998775,2.1199999999998775,1.0,-1.0,1,2,1.0,1.0,5,10
step,2330,-0.21999999999999992,0.21999999999999992,2.1299999999998764,2.1299999999998764,1.0,-1.0,1,2,1.0,1.0,5,10
step,2340,-0.2099999999999999,0.2099999999999999,2.1399999999998753,2.1399999999998753,1.0,-1.0,1,2,1.0,1.0,5,10
step,2350,-0.1999999999999999,0.1999999999999999,2.1499999999998742,2.1499999999998742,1.0,-1.0,1,2,1.0,1.0,5,10
step,2360,-0.1899999999999999,0.1899999999999999,2.159999999999873,2.159999999999873,1.0,-1.0,1,2,1.0,1.0,5,10
step,2370,-0.17999999999999988,0.17999999999999988,2.169999999999872,2.169999999999872,1.0,-1.0,1,2,1.0,1.0,5,10
step,2380,-0.16999999999999987,0.16999999999999987,2.179999999999871,2.179999999999871,1.0,-1.0,1,2,1.0,1.0,5,10
step,2390,-0.15999999999999986,0.15999999999999986,2.18999999999987,2.18999999999987,1.0,-1.0,1,2,1.0,1.0,5,10
step,2400,-0.14999999999999986,0.14999999999999986,2.1999999999998687,2.1999999999998687,1.0,-1.0,1,2,1.0,1.0,5,10
step,2410,-0.13999999999999985,0.13999999999999985,2.2099999999998676,2.2099999999998676,1.0,-1.0,1,2,1.0,1.0,5,10
step,2420,-0.12999999999999984,0.12999999999999984,2.2199999999998665,2.2199999999998665,1.0,-1.0,1,2,1.0,1.0,5,10
step,2430,-0.11999999999999983,0.11999999999999983,2.2299999999998654,2.2299999999998654,1.0,-1.0,1,2,1.0,1.0,5,10
step,2440,-0.10999999999999982,0.10999999999999982,2.2399999999998643,2.2399999999998643,1.0,-1.0,1,2,1.0,1.0,5,10
step,2450,-0.09999999999999981,0.09999999999999981,2.249999999999863,2.249999999999863,1.0,-1.0,1,2,1.0,1.0,5,10
step,2460,-0.0899999999999998,0.0899999999999998,2.259999999999862,2.259999999999862,1.0,-1.0,1,2,1.0,1.0,5,10
step,2470,-0.0799999999999998,0.0799999999999998,2.269999999999861,2.269999999999861,1.0,-1.0,1,2,1.0,1.0,5,10
step,2480,-0.06999999999999978,0.06999999999999978,2.27999999999986,2.27999999999986,1.0,-1.0,1,2,1.0,1.0,5,10
step,2490,-0.059999999999999776,0.059999999999999776,2.289999999999859,2.289999999999859,1.0,-1.0,1,2,1.0,1.0,5,10
step,2500,-0.04999999999999977,0.04999999999999977,2.2999999999998577,2.2999999999998577,1.0,-1.0,1,2,1.0,1.0,5,10
step,2510,-0.03999999999999976,0.03999999999999976,2.3099999999998566,2.3099999999998566,1.0,-1.0,1,2,1.0,1.0,5,10
step,2520,-0.02999999999999975,0.02999999999999975,2.3199999999998555,2.3199999999998555,1.0,-1.0,1,2,1.0,1.0,5,10
step,2530,-0.01999999999999974,0.01999999999999974,2.3299999999998544,2.3299999999998544,1.0,-1.0,1,2,1.0,1.0,5,10
ab_collision,2535,-0.014999999999999736,0.014999999999999736,2.334999999999854,2.334999999999854,-1.0,1.0,1,2,1.0,1.0,6,10
step,2540,-0.01999999999999974,0.01999999999999974,2.3399999999998533,2.3399999999998533,-1.0,1.0,1,2,1.0,1.0,6,10
step,2550,-0.02999999999999975,0.02999999999999975,2.349999999999852,2.349999999999852,-1.0,1.0,1,2,1.0,1.0,6,10
step,2560,-0.03999999999999976,0.03999999999999976,2.359999999999851,2.359999999999851,-1.0,1.0,1,2,1.0,1.0,6,10
step,2570,-0.04999999999999977,0.04999999999999977,2.36999999999985,2.36999999999985,-1.0,1.0,1,2,1.0,1.0,6,10
step,2580,-0.059999999999999776,0.059999999999999776,2.379999999999849,2.379999999999849,-1.0,1.0,1,2,1.0,1.0,6,10
step,2590,-0.06999999999999978,0.06999999999999978,2.389999999999848,2.389999999999848,-1.0,1.0,1,2,1.0,1.0,6,10
step,2600,-0.0799999999999998,0.0799999999999998,2.3999999999998467,2.3999999999998467,-1.0,1.0,1,2,1.0,1.0,6,10
step,2610,-0.0899999999999998,0.0899999999999998,2.4099999999998456,2.4099999999998456,-1.0,1.0,1,2,1.0,1.0,6,10
step,2620,-0.09999999999999981,0.09999999999999981,2.4199999999998445,2.4199999999998445,-1.0,1.0,1,2,1.0,1.0,6,10
step,2630,-0.10999999999999982,0.10999999999999982,2.4299999999998434,2.4299999999998434,-1.0,1.0,1,2,1.0,1.0,6,10
step,2640,-0.11999999999999983,0.11999999999999983,2.4399999999998423,2.4399999999998423,-1.0,1.0,1,2,1.0,1.0,6,10
step,2650,-0.12999999999999984,0.12999999999999984,2.449999999999841,2.449999999999841,-1.0,1.0,1,2,1.0,1.0,6,10
step,2660,-0.13999999999999985,0.13999999999999985,2.45999999999984,2.45999999999984,-1.0,1.0,1,2,1.0,1.0,6,10
step,2670,-0.14999999999999986,0.14999999999999986,2.469999999999839,2.469999999999839,-1.0,1.0,1,2,1.0,1.0,6,10
step,2680,-0.15999999999999986,0.15999999999999986,2.479999999999838,2.479999999999838,-1.0,1.0,1,2,1.0,1.0,6,10
step,2690,-0.16999999999999987,0.16999999999999987,2.489999999999837,2.489999999999837,-1.0,1.0,1,2,1.0,1.0,6,10
step,2700,-0.17999999999999988,0.17999999999999988,2.4999999999998357,2.4999999999998357,-1.0,1.0,1,2,1.0,1.0,6,10
step,2710,-0.1899999999999999,0.1899999999999999,2.5099999999998346,2.5099999999998346,-1.0,1.0,1,2,1.0,1.0,6,10
step,2720,-0.1999999999999999,0.1999999999999999,2.5199999999998335,2.5199999999998335,-1.0,1.0,1,2,1.0,1.0,6,10
step,2730,-0.2099999999999999,0.2099999999999999,2.5299999999998324,2.5299999999998324,-1.0,1.0,1,2,1.0,1.0,6,10
step,2740,-0.21999999999999992,0.21999999999999992,2.5399999999998313,2.5399999999998313,-1.0,1.0,1,2,1.0,1.0,6,10
step,2750,-0.22999999999999993,0.22999999999999993,2.54999999999983,2.54999999999983,-1.0,1.0,1,2,1.0,1.0,6,10
step,2760,-0.23999999999999994,0.23999999999999994,2.559999999999829,2.559999999999829,-1.0,1.0,1,2,1.0,1.0,6,10
step,2770,-0.24999999999999994,0.24999999999999994,2.569999999999828,2.569999999999828,-1.0,1.0,1,2,1.0,1.0,6,10
wall_reflection,2771,-0.24900000000000005,0.24900000000000005,2.570999999999828,2.570999999999828,1.0,-1.0,1,2,1.0,1.0,6,12
step,2780,-0.24000000000000005,0.24000000000000005,2.579999999999827,2.579999999999827,1.0,-1.0,1,2,1.0,1.0,6,12
step,2790,-0.23000000000000004,0.23000000000000004,2.5899999999998258,2.5899999999998258,1.0,-1.0,1,2,1.0,1.0,6,12
step,2800,-0.22000000000000003,0.22000000000000003,2.5999999999998247,2.5999999999998247,1.0,-1.0,1,2,1.0,1.0,6,12
step,2810,-0.21000000000000002,0.21000000000000002,2.6099999999998236,2.6099999999998236,1.0,-1.0,1,2,1.0,1.0,6,12
step,2820,-0.2,0.2,2.6199999999998225,2.6199999999998225,1.0,-1.0,1,2,1.0,1.0,6,12
step,2830,-0.19,0.19,2.6299999999998214,2.6299999999998214,1.0,-1.0,1,2,1.0,1.0,6,12
step,2840,-0.18,0.18,2.6399999999998203,2.6399999999998203,1.0,-1.0,1,2,1.0,1.0,6,12
step,2850,-0.16999999999999998,0.16999999999999998,2.649999999999819,2.649999999999819,1.0,-1.0,1,2,1.0,1.0,6,12
step,2860,-0.15999999999999998,0.15999999999999998,2.659999999999818,2.659999999999818,1.0,-1.0,1,2,1.0,1.0,6,12
step,2870,-0.14999999999999997,0.14999999999999997,2.669999999999817,2.669999999999817,1.0,-1.0,1,2,1.0,1.0,6,12
step,2880,-0.13999999999999996,0.13999999999999996,2.679999999999816,2.679999999999816,1.0,-1.0,1,2,1.0,1.0,6,12
step,2890,-0.12999999999999995,0.12999999999999995,2.6899999999998148,2.6899999999998148,1.0,-1.0,1,2,1.0,1.0,6,12
step,2900,-0.11999999999999994,0.11999999999999994,2.6999999999998137,2.6999999999998137,1.0,-1.0,1,2,1.0,1.0,6,12
step,2910,-0.10999999999999993,0.10999999999999993,2.7099999999998126,2.7099999999998126,1.0,-1.0,1,2,1.0,1.0,6,12
step,2920,-0.09999999999999992,0.09999999999999992,2.7199999999998115,2.7199999999998115,1.0,-1.0,1,2,1.0,1.0,6,12
step,2930,-0.08999999999999991,0.08999999999999991,2.7299999999998104,2.7299999999998104,1.0,-1.0,1,2,1.0,1.0,6,12
step,2940,-0.0799999999999999,0.0799999999999999,2.7399999999998093,2.7399999999998093,1.0,-1.0,1,2,1.0,1.0,6,12
step,2950,-0.0699999999999999,0.0699999999999999,2.749999999999808,2.749999999999808,1.0,-1.0,1,2,1.0,1.0,6,12
step,2960,-0.05999999999999989,0.05999999999999989,2.759999999999807,2.759999999999807,1.0,-1.0,1,2,1.0,1.0,6,12
step,2970,-0.04999999999999988,0.04999999999999988,2.769999999999806,2.769999999999806,1.0,-1.0,1,2,1.0,1.0,6,12
step,2980,-0.03999999999999987,0.03999999999999987,2.779999999999805,2.779999999999805,1.0,-1.0,1,2,1.0,1.0,6,12
step,2990,-0.02999999999999986,0.02999999999999986,2.7899999999998037,2.7899999999998037,1.0,-1.0,1,2,1.0,1.0,6,12
step,3000,-0.01999999999999985,0.01999999999999985,2.7999999999998026,2.7999999999998026,1.0,-1.0,1,2,1.0,1.0,6,12
ab_collision,3005,-0.014999999999999847,0.014999999999999847,2.804999999999802,2.804999999999802,-1.0,1.0,1,2,1.0,1.0,7,12
step,3010,-0.01999999999999985,0.01999999999999985,2.8099999999998015,2.8099999999998015,-1.0,1.0,1,2,1.0,1.0,7,12
step,3020,-0.02999999999999986,0.02999999999999986,2.8199999999998004,2.8199999999998004,-1.0,1.0,1,2,1.0,1.0,7,12
step,3030,-0.03999999999999987,0.03999999999999987,2.8299999999997993,2.8299999999997993,-1.0,1.0,1,2,1.0,1.0,7,12
step,3040,-0.04999999999999988,0.04999999999999988,2.8399999999997982,2.8399999999997982,-1.0,1.0,1,2,1.0,1.0,7,12
step,3050,-0.05999999999999989,0.05999999999999989,2.849999999999797,2.849999999999797,-1.0,1.0,1,2,1.0,1.0,7,12
step,3060,-0.0699999999999999,0.0699999999999999,2.859999999999796,2.859999999999796,-1.0,1.0,1,2,1.0,1.0,7,12
step,3070,-0.0799999999999999,0.0799999999999999,2.869999999999795,2.869999999999795,-1.0,1.0,1,2,1.0,1.0,7,12
step,3080,-0.08999999999999991,0.08999999999999991,2.879999999999794,2.879999999999794,-1.0,1.0,1,2,1.0,1.0,7,12
step,3090,-0.09999999999999992,0.09999999999999992,2.8899999999997927,2.8899999999997927,-1.0,1.0,1,2,1.0,1.0,7,12
step,3100,-0.10999999999999993,0.10999999999999993,2.8999999999997916,2.8999999999997916,-1.0,1.0,1,2,1.0,1.0,7,12
step,3110,-0.11999999999999994,0.11999999999999994,2.9099999999997905,2.9099999999997905,-1.0,1.0,1,2,1.0,1.0,7,12
step,3120,-0.12999999999999995,0.12999999999999995,2.9199999999997894,2.9199999999997894,-1.0,1.0,1,2,1.0,1.0,7,12
step,3130,-0.13999999999999996,0.13999999999999996,2.9299999999997883,2.9299999999997883,-1.0,1.0,1,2,1.0,1.0,7,12
step,3140,-0.14999999999999997,0.14999999999999997,2.9399999999997872,2.9399999999997872,-1.0,1.0,1,2,1.0,1.0,7,12
step,3150,-0.15999999999999998,0.15999999999999998,2.949999999999786,2.949999999999786,-1.0,1.0,1,2,1.0,1.0,7,12
step,3160,-0.16999999999999998,0.16999999999999998,2.959999999999785,2.959999999999785,-1.0,1.0,1,2,1.0,1.0,7,12
step,3170,-0.18,0.18,2.969999999999784,2.969999999999784,-1.0,1.0,1,2,1.0,1.0,7,12
step,3180,-0.19,0.19,2.979999999999783,2.979999999999783,-1.0,1.0,1,2,1.0,1.0,7,12
step,3190,-0.2,0.2,2.9899999999997817,2.9899999999997817,-1.0,1.0,1,2,1.0,1.0,7,12
step,3200,-0.21000000000000002,0.21000000000000002,2.9999999999997806,2.9999999999997806,-1.0,1.0,1,2,1.0,1.0,7,12
step,3210,-0.22000000000000003,0.22000000000000003,3.0099999999997795,3.0099999999997795,-1.0,1.0,1,2,1.0,1.0,7,12
step,3220,-0.23000000000000004,0.23000000000000004,3.0199999999997784,3.0199999999997784,-1.0,1.0,1,2,1.0,1.0,7,12
step,3230,-0.24000000000000005,0.24000000000000005,3.0299999999997773,3.0299999999997773,-1.0,1.0,1,2,1.0,1.0,7,12
wall_reflection,3240,-0.24999999999999994,0.24999999999999994,3.039999999999776,3.039999999999776,1.0,-1.0,1,2,1.0,1.0,7,14
step,3240,-0.24999999999999994,0.24999999999999994,3.039999999999776,3.039999999999776,1.0,-1.0,1,2,1.0,1.0,7,14
step,3250,-0.23999999999999994,0.23999999999999994,3.049999999999775,3.049999999999775,1.0,-1.0,1,2,1.0,1.0,7,14
step,3260,-0.22999999999999993,0.22999999999999993,3.059999999999774,3.059999999999774,1.0,-1.0,1,2,1.0,1.0,7,14
step,3270,-0.21999999999999992,0.21999999999999992,3.069999999999773,3.069999999999773,1.0,-1.0,1,2,1.0,1.0,7,14
step,3280,-0.2099999999999999,0.2099999999999999,3.079999999999772,3.079999999999772,1.0,-1.0,1,2,1.0,1.0,7,14
step,3290,-0.1999999999999999,0.1999999999999999,3.0899999999997707,3.0899999999997707,1.0,-1.0,1,2,1.0,1.0,7,14
step,3300,-0.1899999999999999,0.1899999999999999,3.0999999999997696,3.0999999999997696,1.0,-1.0,1,2,1.0,1.0,7,14
step,3310,-0.17999999999999988,0.17999999999999988,3.1099999999997685,3.1099999999997685,1.0,-1.0,1,2,1.0,1.0,7,14
step,3320,-0.16999999999999987,0.16999999999999987,3.1199999999997674,3.1199999999997674,1.0,-1.0,1,2,1.0,1.0,7,14
step,3330,-0.15999999999999986,0.15999999999999986,3.1299999999997663,3.1299999999997663,1.0,-1.0,1,2,1.0,1.0,7,14
step,3340,-0.14999999999999986,0.14999999999999986,3.139999999999765,3.139999999999765,1.0,-1.0,1,2,1.0,1.0,7,14
step,3350,-0.13999999999999985,0.13999999999999985,3.149999999999764,3.149999999999764,1.0,-1.0,1,2,1.0,1.0,7,14
step,3360,-0.12999999999999984,0.12999999999999984,3.159999999999763,3.159999999999763,1.0,-1.0,1,2,1.0,1.0,7,14
step,3370,-0.11999999999999983,0.11999999999999983,3.169999999999762,3.169999999999762,1.0,-1.0,1,2,1.0,1.0,7,14
step,3380,-0.10999999999999982,0.10999999999999982,3.179999999999761,3.179999999999761,1.0,-1.0,1,2,1.0,1.0,7,14
step,3390,-0.09999999999999981,0.09999999999999981,3.1899999999997597,3.1899999999997597,1.0,-1.0,1,2,1.0,1.0,7,14
step,3400,-0.0899999999999998,0.0899999999999998,3.1999999999997586,3.1999999999997586,1.0,-1.0,1,2,1.0,1.0,7,14
step,3410,-0.0799999999999998,0.0799999999999998,3.2099999999997575,3.2099999999997575,1.0,-1.0,1,2,1.0,1.0,7,14
step,3420,-0.06999999999999978,0.06999999999999978,3.2199999999997564,3.2199999999997564,1.0,-1.0,1,2,1.0,1.0,7,14
step,3430,-0.059999999999999776,0.059999999999999776,3.2299999999997553,3.2299999999997553,1.0,-1.0,1,2,1.0,1.0,7,14
step,3440,-0.04999999999999977,0.04999999999999977,3.239999999999754,3.239999999999754,1.0,-1.0,1,2,1.0,1.0,7,14
step,3450,-0.03999999999999976,0.03999999999999976,3.249999999999753,3.249999999999753,1.0,-1.0,1,2,1.0,1.0,7,14
step,3460,-0.02999999999999975,0.02999999999999975,3.259999999999752,3.259999999999752,1.0,-1.0,1,2,1.0,1.0,7,14
step,3470,-0.01999999999999974,0.01999999999999974,3.269999999999751,3.269999999999751,1.0,-1.0,1,2,1.0,1.0,7,14
ab_collision,3475,-0.014999999999999736,0.014999999999999736,3.2749999999997503,3.2749999999997503,-1.0,1.0,1,2,1.0,1.0,8,14
final,3476,-0.015999999999999737,0.015999999999999737,3.2759999999997502,3.2759999999997502,-1.0,1.0,1,2,1.0,1.0,8,14
