epsilon,phi,phi_over_pi,s0,stability_gain,noise_amp,seed,phase,S_mean,S_amp,S_max_abs,S_final,S_drift,Q_max_error,Q_tail_max_error
0.0,0.0,0.0,0.0,0.002,1e-08,0,gray_metastable,0.0003251493979514186,0.000665232688640521,0.0013531409383426,0.0013531409383426,0.0005021600659848266,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0,0.002,1e-08,1,gray_metastable,0.00037521835953528015,0.0007673475314916852,0.0015607824325612467,0.0015607824325612467,0.0005784027316935482,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0,0.002,1e-08,2,gray_metastable,-6.447817657503296e-05,0.00013146356347726318,0.00026771302401790154,-0.00026771302401790154,9.873123762981443e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0,0.01,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.0,0.01,1e-08,0,natural_selection,0.9999989587649205,2.1333689337932338e-05,0.9999999999990802,0.9999999999990314,2.0834849751016904e-06,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.0,0.01,1e-08,1,natural_selection,0.9999991118686257,1.819761440591261e-05,0.9999999999990759,0.9999999999990117,1.7771280468314998e-06,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.0,0.01,1e-08,2,natural_selection,-0.9999889925259676,0.0002254656056565052,0.999999999999079,-0.999999999998979,2.2025695530669687e-05,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.0001,-0.01,0.0,0,gray_eigen,2.31175092083625e-14,1.0735856648125264e-13,2.2937207688755734e-13,1.4654943925052066e-14,1.6933394790530354e-14,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.0001,-0.01,1e-08,0,gray_eigen,2.001430597494023e-08,4.1473695491789364e-07,4.695536848786652e-07,4.049925200755312e-08,1.9971949623526154e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,-0.01,1e-08,1,gray_eigen,-5.746488804460667e-09,4.474136756082992e-07,4.565994894956128e-07,1.702457596008955e-07,3.759227675340314e-08,8.881784197001252e-16,8.881784197001252e-16
0.0,0.0,0.0,0.0001,-0.01,1e-08,2,gray_eigen,3.8741752833812335e-08,3.769739105041747e-07,4.146306812335965e-07,-7.44652641215815e-08,9.567100809806802e-08,8.881784197001252e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,-0.002,0.0,0,gray_eigen,7.953609368947036e-07,1.6296396362358578e-06,3.314198842419014e-06,5.4919569947298186e-08,1.2285685930852942e-06,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.0001,-0.002,1e-08,0,gray_eigen,8.952201322024972e-07,1.5958635284640814e-06,3.1286711129618902e-06,1.4218295468770847e-07,8.229723597183554e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,-0.002,1e-08,1,gray_eigen,6.629312147920965e-07,1.7309554531108602e-06,3.0841358866773297e-06,4.8041617456418e-07,1.1924177137002608e-06,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,-0.002,1e-08,2,gray_eigen,1.0483172257042172e-06,1.9184521755089e-06,3.475423010712575e-06,-5.708367095680346e-08,1.3589247058339422e-06,7.771561172376096e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,0.0,0.0,0,gray_eigen,0.00019999999999992246,0.0,0.00019999999999992246,0.00019999999999992246,0.0,0.0,0.0
0.0,0.0,0.0,0.0001,0.0,1e-08,0,gray_eigen,0.0002009336123278433,9.039511275343859e-07,0.00020176749837136354,0.00020133841168784578,9.160329121500046e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,0.0,1e-08,1,gray_eigen,0.00020012884313859932,5.376507762611116e-07,0.00020057219454178155,0.00020047322658955924,3.05970930681047e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,0.0,1e-08,2,gray_eigen,0.0002013564712312744,8.303043559642904e-07,0.0002021119914804026,0.0002014144175027655,6.534341221237018e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,0.002,0.0,0,unstable_or_drifting,0.1599614731625659,0.2853497422706491,0.5826694439684129,0.5826694439684129,0.24118127349780918,4.440892098500626e-16,4.440892098500626e-16
0.0,0.0,0.0,0.0001,0.002,1e-08,0,unstable_or_drifting,0.1602245929714241,0.2857017189405529,0.5833960680138683,0.5833960680138683,0.2415601770306701,8.881784197001252e-16,8.881784197001252e-16
0.0,0.0,0.0,0.0001,0.002,1e-08,1,unstable_or_drifting,0.16026526595516208,0.285755951501733,0.5835079452612438,0.5835079452612438,0.24161769898871563,8.881784197001252e-16,8.881784197001252e-16
0.0,0.0,0.0,0.0001,0.002,1e-08,2,unstable_or_drifting,0.15990914476792864,0.2852799565046965,0.5825250820213548,0.5825250820213548,0.24110670117733518,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.0001,0.01,0.0,0,natural_selection,0.9999999999986691,8.194278589002124e-12,0.9999999999989999,0.9999999999989999,6.622480341889059e-13,4.440892098500626e-16,4.440892098500626e-16
0.0,0.0,0.0,0.0001,0.01,1e-08,0,natural_selection,0.9999999999986191,9.164835557129436e-12,0.9999999999990837,0.9999999999990474,7.475131624801179e-13,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.0001,0.01,1e-08,1,natural_selection,0.9999999999986617,8.381961791315007e-12,0.999999999999087,0.9999999999990042,6.582512313002553e-13,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.0001,0.01,1e-08,2,natural_selection,0.9999999999986549,8.445355526021103e-12,0.9999999999990832,0.9999999999989762,6.696865284538944e-13,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.001,-0.01,0.0,0,gray_eigen,1.2244952625204206e-13,1.1433076707589862e-12,2.3012702854430245e-12,1.4654943925052066e-14,2.156944328007837e-13,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.001,-0.01,1e-08,0,gray_eigen,2.0014407009786897e-08,4.1473688064397335e-07,4.6955368498968763e-07,4.04992516744862e-08,1.997174674340936e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,-0.01,1e-08,1,gray_eigen,-5.7463876653646525e-09,4.474136758858548e-07,4.565994889960121e-07,1.7024575882373938e-07,3.759207533300088e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,-0.01,1e-08,2,gray_eigen,3.8741853923167756e-08,3.769739114201087e-07,4.146306811225742e-07,-7.446526362198115e-08,9.567121020406181e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,-0.002,0.0,0,gray_eigen,7.953625143231335e-06,1.6296428708734156e-05,3.314205419913119e-05,5.491967816628751e-07,1.2285710319003918e-05,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.001,-0.002,1e-08,0,gray_eigen,8.053482678952853e-06,1.6169688921735533e-05,3.292788383379985e-05,6.364598640895557e-07,1.188011182435719e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,-0.002,1e-08,1,gray_eigen,7.821197246438328e-06,1.609551175621449e-05,3.285092554283776e-05,9.746935671350874e-07,1.2249561976641862e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,-0.002,1e-08,2,gray_eigen,8.206579597421953e-06,1.6454812951177678e-05,3.329516644684505e-05,4.371930928392943e-07,1.2416064282448298e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.0,0.0,0,gray_eigen,0.0020000000000000573,0.0,0.0020000000000000573,0.0020000000000000573,4.336808689942018e-19,0.0,0.0
0.0,0.0,0.0,0.001,0.0,1e-08,0,gray_eigen,0.0020009330193254972,9.041366325899299e-07,0.0020017670603617033,0.002001337322366903,9.158004777979657e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.0,1e-08,1,gray_eigen,0.002000129471998412,5.373088068916232e-07,0.002000572415023938,0.0020004739011880153,3.059061373543101e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.0,1e-08,2,gray_eigen,0.002001355742280263,8.30185175298764e-07,0.0020021110225352245,0.0020014127883838384,6.527645603237632e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.002,0.0,0,unstable_or_drifting,0.6228098186701987,0.4358251082959304,0.9905124862953258,0.9905124862953258,0.5528983584536951,4.440892098500626e-16,4.440892098500626e-16
0.0,0.0,0.0,0.001,0.002,1e-08,0,unstable_or_drifting,0.622849856828912,0.4358157690774481,0.99051600353694,0.99051600353694,0.5528756958663306,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.002,1e-08,1,unstable_or_drifting,0.6228562962211305,0.4358144011821691,0.9905166173382631,0.9905166173382631,0.5528715834136557,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.002,1e-08,2,unstable_or_drifting,0.6228016856283106,0.4358270826704213,0.9905117216939636,0.9905117216939636,0.55290323263355,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.001,0.01,0.0,0,natural_selection,0.9999999999989999,0.0,0.9999999999989999,0.9999999999989999,1.1102230246251565e-16,4.440892098500626e-16,0.0
0.0,0.0,0.0,0.001,0.01,1e-08,0,natural_selection,0.9999999999989919,1.1118883591620943e-13,0.9999999999990846,0.9999999999990461,1.6653345369377348e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.001,0.01,1e-08,1,natural_selection,0.9999999999989913,1.3739009929736312e-13,0.99999999999909,0.9999999999990057,1.1102230246251565e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.001,0.01,1e-08,2,natural_selection,0.9999999999989919,1.0158540675320182e-13,0.9999999999990821,0.9999999999989755,3.3306690738754696e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.01,-0.01,0.0,0,gray_eigen,1.1319643774460408e-12,1.1499939889247912e-11,2.3014534722420876e-11,1.4654943925052066e-14,2.2357099895356503e-12,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.01,-0.01,1e-08,0,gray_eigen,2.0015418016178566e-08,4.1473614487141925e-07,4.6955368665502196e-07,4.049925200755312e-08,1.9969724777031052e-08,8.881784197001252e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,-0.01,1e-08,1,gray_eigen,-5.745376789745228e-09,4.4741367513645436e-07,4.565994887184567e-07,1.702457606000962e-07,3.759005180848221e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,-0.01,1e-08,2,gray_eigen,3.8742865098829156e-08,3.7697391563895627e-07,4.1463068067848507e-07,-7.446526251175811e-08,9.567323255660977e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,-0.002,0.0,0,gray_metastable,7.955205022529342e-05,0.00016299665176433553,0.0003314863623090081,5.493058780337012e-06,0.00012288150645787656,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.01,-0.002,1e-08,0,gray_metastable,7.965189165810907e-05,0.00016284593812043727,0.0003312721951599929,5.580318919118363e-06,0.00012247588607608835,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,-0.002,1e-08,1,gray_metastable,7.941964115473227e-05,0.0001626383530830278,0.00033119526363456503,5.918557468509444e-06,0.00012284538432494267,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,-0.002,1e-08,2,gray_metastable,7.98049862427026e-05,0.00016312917705599284,0.0003316394047362947,5.381050624309047e-06,0.00012301183878512365,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,0.0,0.0,0,unstable_or_drifting,0.02000000000000007,0.0,0.020000000000000073,0.020000000000000073,0.0,0.0,0.0
0.0,0.0,0.0,0.01,0.0,1e-08,0,unstable_or_drifting,0.020000926882341126,9.057900208515185e-07,0.020001762287300776,0.02000132613280686,9.132724611282672e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,0.0,1e-08,1,unstable_or_drifting,0.02000013573091636,5.337699010548452e-07,0.020000574492064882,0.02000048054069148,3.051901509808219e-07,8.881784197001252e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,0.0,1e-08,2,unstable_or_drifting,0.020001348151881003,8.288086219849361e-07,0.020002100864291942,0.020001396184862578,6.459244848745771e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,0.002,0.0,0,unstable_or_drifting,0.9656630294905862,0.11598390928200447,0.9999051266484908,0.9999051266484908,0.06595959740925084,4.440892098500626e-16,4.440892098500626e-16
0.0,0.0,0.0,0.01,0.002,1e-08,0,unstable_or_drifting,0.9656640509894786,0.11598096915927197,0.999905127819098,0.999905127819098,0.06595767943218389,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.01,0.002,1e-08,1,unstable_or_drifting,0.9656642767679374,0.11598049752441658,0.9999051346490008,0.9999051346490008,0.06595721058876569,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,0.002,1e-08,2,unstable_or_drifting,0.9656628150661242,0.115984564749392,0.9999051196375748,0.9999051196375748,0.0659600091071173,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.01,0.01,0.0,0,natural_selection,0.9999999999989999,0.0,0.9999999999989999,0.9999999999989999,1.1102230246251565e-16,4.440892098500626e-16,0.0
0.0,0.0,0.0,0.01,0.01,1e-08,0,natural_selection,0.9999999999989919,1.1157741397482823e-13,0.9999999999990856,0.9999999999990434,1.6653345369377348e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.01,0.01,1e-08,1,natural_selection,0.9999999999989915,1.4405143744511406e-13,0.9999999999990935,0.99999999999901,5.551115123125783e-16,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.01,0.01,1e-08,2,natural_selection,0.9999999999989919,1.0230705171920818e-13,0.9999999999990823,0.9999999999989755,3.219646771412954e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.03,-0.01,0.0,0,gray_eigen,3.382869847810437e-12,3.4569930251748815e-11,6.915451544742268e-11,1.4654943925052066e-14,6.739719080137846e-12,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.03,-0.01,1e-08,0,gray_eigen,2.0017669801618526e-08,4.1473450571039027e-07,4.6955369070733616e-07,4.0499252729198076e-08,1.9965219265272886e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,-0.01,1e-08,1,gray_eigen,-5.743125051553412e-09,4.474136761634106e-07,4.5659948966214593e-07,1.7024575893476168e-07,3.7585546579175425e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,-0.01,1e-08,2,gray_eigen,3.8745116728518206e-08,3.7697392757385373e-07,4.146306805119515e-07,-7.446526389953692e-08,9.567773903837443e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,-0.002,0.0,0,gray_metastable,0.00023904018939453298,0.0004897766773313827,0.00099605905130562,1.6505696642854503e-05,0.00036923771561772894,2.220446049250313e-16,2.220446049250313e-16
0.0,0.0,0.0,0.03,-0.002,1e-08,0,gray_metastable,0.00023913999812753573,0.0004896259771401402,0.0009958449047126063,1.6592950432325886e-05,0.0003688320513977026,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,-0.002,1e-08,1,gray_metastable,0.00023890782591565936,0.0004894184175098792,0.0009957680348300912,1.693119981033275e-05,0.0003692016575255224,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,-0.002,1e-08,2,gray_metastable,0.00023929308371483502,0.0004899091284986666,0.0009962119354789965,1.6393678481663176e-05,0.0003693679987713062,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.0,0.0,0,unstable_or_drifting,0.060000000000000026,0.0,0.06,0.06,6.938893903907228e-18,0.0,0.0
0.0,0.0,0.0,0.03,0.0,1e-08,0,unstable_or_drifting,0.06000091191301948,9.0814491318994e-07,0.06000174913251173,0.06000129936763619,9.063343205592544e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.0,1e-08,1,unstable_or_drifting,0.06000014942774637,5.251388582351579e-07,0.060000578268516354,0.06000049458162486,3.031575612072457e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.0,1e-08,2,unstable_or_drifting,0.06000132934439349,8.245492501314511e-07,0.06000207526343733,0.06000135729969765,6.29802415517966e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.002,0.0,0,natural_selection,0.9954539388360739,0.018121545456266985,0.9999895601322251,0.9999895601322251,0.008793040653178097,4.440892098500626e-16,4.440892098500626e-16
0.0,0.0,0.0,0.03,0.002,1e-08,0,natural_selection,0.9954539723337175,0.01812136657307889,0.9999895594382201,0.9999895594382201,0.008792984533654402,8.881784197001252e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.002,1e-08,1,natural_selection,0.9954540066226628,0.018121310567220772,0.9999895615615334,0.9999895615615334,0.008792905954906116,6.661338147750939e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.002,1e-08,2,natural_selection,0.9954539298837661,0.01812160466696866,0.9999895579932025,0.9999895579932025,0.008793058471230242,8.881784197001252e-16,6.661338147750939e-16
0.0,0.0,0.0,0.03,0.01,0.0,0,natural_selection,0.9999999999989999,0.0,0.9999999999989999,0.9999999999989999,1.1102230246251565e-16,4.440892098500626e-16,0.0
0.0,0.0,0.0,0.03,0.01,1e-08,0,natural_selection,0.9999999999989919,1.1168843627729075e-13,0.9999999999990856,0.9999999999990435,1.6653345369377348e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.03,0.01,1e-08,1,natural_selection,0.9999999999989917,1.3999912340523224e-13,0.999999999999092,0.9999999999990117,2.220446049250313e-16,7.771561172376096e-16,7.771561172376096e-16
0.0,0.0,0.0,0.03,0.01,1e-08,2,natural_selection,0.9999999999989919,1.006972283335017e-13,0.9999999999990823,0.9999999999989753,3.219646771412954e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.01,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.01,1e-08,0,gray_eigen,1.855195474006876e-08,4.0238504250833534e-07,4.5571683071621305e-07,6.915750250247045e-08,2.7583793172458298e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.01,1e-08,1,gray_eigen,2.865679031363825e-09,4.1616171103653343e-07,4.2169786812484844e-07,1.1880408951059346e-07,3.786411800144333e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.01,1e-08,2,gray_eigen,3.7904378638423226e-08,3.9839123300300367e-07,4.3519313069895205e-07,-1.0508708037093581e-07,7.893947998813235e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.002,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.002,1e-08,0,gray_eigen,9.609045374052984e-08,7.269504939677596e-07,8.457105006853816e-07,1.1343854255940758e-07,3.985818197592506e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.002,1e-08,1,gray_eigen,-9.85700248987106e-08,4.822064549048211e-07,4.863377736641362e-07,3.764086167201697e-07,8.91809559662985e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,-0.002,1e-08,2,gray_eigen,2.293105118558122e-07,5.852425655206162e-07,7.133086232236075e-07,-1.284821601332809e-07,2.347772213908415e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.0,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.0,1e-08,0,gray_eigen,8.611807752925578e-07,8.867975272441878e-07,1.699224429052571e-06,1.2791929702715697e-06,8.780671832546822e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.0,1e-08,1,gray_eigen,1.3263409735058342e-07,4.5368724480021605e-07,5.528841710567e-07,5.053085857520401e-07,1.5011270514917884e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.0,1e-08,2,gray_eigen,1.1195650384933792e-06,8.410374375267262e-07,1.9334628538758562e-06,1.2014916889735439e-06,7.348099517106913e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.002,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.002,1e-08,0,gray_metastable,0.00026449475341747093,0.0005412037147435879,0.0011008579190952552,0.0011008579190952552,0.00040858126290969134,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.002,1e-08,1,gray_metastable,0.00039111379364140315,0.0007999174560197883,0.0016270158038268472,0.0016270158038268472,0.0006030350720648951,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.002,1e-08,2,gray_eigen,1.2863805121421964e-05,2.6687534780134303e-05,5.4009725227455174e-05,5.4009725227455174e-05,2.0580694941091045e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.01,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.01,1e-08,0,natural_selection,0.9999979673114524,4.1646595985933565e-05,0.9999999999990767,0.9999999999990474,4.067360127146813e-06,7.771561172376096e-16,7.771561172376096e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.01,1e-08,1,natural_selection,0.9999992035974343,1.6317926286868456e-05,0.9999999999990824,0.9999999999990137,1.5935808507228089e-06,7.771561172376096e-16,7.771561172376096e-16
0.0,0.2617993877991494,0.08333333333333333,0.0,0.01,1e-08,2,natural_selection,0.9999601652291411,0.0008152058379466975,0.9999999999990672,0.9999999999989768,7.97084408196147e-05,7.771561172376096e-16,7.771561172376096e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.01,0.0,0,gray_eigen,2.3027455979132292e-14,1.0735856648125264e-13,2.2937207688755734e-13,1.4654943925052066e-14,1.6753200389463263e-14,4.440892098500626e-16,4.440892098500626e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.01,1e-08,0,gray_eigen,1.8551965895832456e-08,4.0238503448697404e-07,4.5571683071621305e-07,6.91575028910485e-08,2.7583771291633477e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.01,1e-08,1,gray_eigen,2.8656903460210784e-09,4.161617111753113e-07,4.2169786917956037e-07,1.1880408828934819e-07,3.786409475996578e-08,8.881784197001252e-16,8.881784197001252e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.01,1e-08,2,gray_eigen,3.7904389776197946e-08,3.983912346960939e-07,4.35193132142242e-07,-1.0508708003786894e-07,7.893950365169054e-08,8.881784197001252e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.002,0.0,0,gray_eigen,7.953609362244249e-07,1.6296396386228367e-06,3.3141988445839475e-06,5.491956733827408e-08,1.228568594847397e-06,4.440892098500626e-16,4.440892098500626e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.002,1e-08,0,gray_eigen,8.91451185614536e-07,1.603497661983866e-06,3.143459473942123e-06,1.683580750921898e-07,8.299864997462552e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.002,1e-08,1,gray_eigen,6.967910749650024e-07,1.659318173391489e-06,3.034036884341785e-06,4.3132820465308086e-07,1.1393878367703462e-06,6.661338147750939e-16,6.661338147750939e-16
0.0,0.2617993877991494,0.08333333333333333,0.0001,-0.002,1e-08,2,gray_eigen,1.02467114040173e-06,1.8558210495289718e-06,3.3689689002969203e-06,-7.356264630775657e-08,1.252045906320541e-06,6.661338147750939e-16,6.661338147750939e-16
