frequency_ratio,amplitude_ratio,phase_shift_deg,amp_freq_product,readout_mode,per_step_leak,max_abs_A_chi_tau,rank_chi_tau,max_epsilon_c_abs,locked_like,c1_like,c1_surface_like,decay_rate_envelope,chi_min,chi_max,tau_min,tau_max,tau_is_step_used,external_c_used,absolute_background_axis_used,f_A_or_f_B_used
0.5,0.5,90.0,0.25,readout_normal,5e-05,0.040414025545445556,2,3.0034366366793233,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.08684857686014268,0.08726646259971647,False,False,False,False
0.5,0.5,90.0,0.25,readout_strong,0.0002,0.03983728740558201,2,3.0153723939593995,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.08560676463365426,0.08726646259971647,False,False,False,False
0.5,0.75,0.0,0.375,readout_off,0.0,0.06091261137721485,2,1.6663097010921706,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,0.0,0.375,readout_normal,5e-05,0.06033074733264374,2,1.668957757786215,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.12996057750150608,0.13058590348850654,False,False,False,False
0.5,0.75,0.0,0.375,readout_strong,0.0002,0.05861944872595268,2,1.6769149293062648,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.12718318567763948,0.12964894496067994,False,False,False,False
0.5,0.75,15.0,0.375,readout_off,0.0,0.05883706447596117,2,1.6663097010921706,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,15.0,0.375,readout_normal,5e-05,0.058249187535598976,2,1.6693193490601552,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.13001257343090833,0.1306381496045923,False,False,False,False
0.5,0.75,15.0,0.375,readout_strong,0.0002,0.056521605986824215,2,1.678360833561542,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.12738686204067412,0.12985657009162924,False,False,False,False
0.5,0.75,30.0,0.375,readout_off,0.0,0.0527518688635171,2,1.6663097010921701,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,30.0,0.375,readout_normal,5e-05,0.052198041869336964,2,1.669318334549084,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.13006459016336275,0.13069041662382744,False,False,False,False
0.5,0.75,30.0,0.375,readout_strong,0.0002,0.05057190920606394,2,1.6783444487857273,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.12759086457937918,0.13006452772196764,False,False,False,False
0.5,0.75,45.0,0.375,readout_off,0.0,0.04307172056460948,2,1.6663097010921684,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,45.0,0.375,readout_normal,5e-05,0.04293648159663532,2,1.6689554165861176,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.13011662770719246,0.1307427045545751,False,False,False,False
0.5,0.75,45.0,0.375,readout_strong,0.0002,0.042533533132115414,2,1.676877129973171,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.1277951938161058,0.13027281838417334,False,False,False,False
0.5,0.75,60.0,0.375,readout_off,0.0,0.05275186886351707,2,1.6663097010921697,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,60.0,0.375,readout_normal,5e-05,0.052549517325511705,2,1.6682706481566405,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.13016868607072382,0.13079501340520175,False,False,False,False
0.5,0.75,60.0,0.375,readout_strong,0.0002,0.051947938517998865,2,1.6741199726155198,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.12799985027404154,0.13048144261157718,False,False,False,False
0.5,0.75,75.0,0.375,readout_off,0.0,0.058837064475961154,2,1.6663097010921706,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,75.0,0.375,readout_normal,5e-05,0.05858139029083793,2,1.6682741012438398,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.13022076526228665,0.1308473431840772,False,False,False,False
0.5,0.75,75.0,0.375,readout_strong,0.0002,0.057822177741908065,2,1.6741756054361754,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.12820483447721184,0.13069040093836418,False,False,False,False
0.5,0.75,90.0,0.375,readout_off,0.0,0.06091261137721485,2,1.6663097010921706,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.1308996938995747,0.1308996938995747,False,False,False,False
0.5,0.75,90.0,0.375,readout_normal,5e-05,0.06062103831816833,2,1.6689577577862162,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.130272865290214,0.1308996938995747,False,False,False,False
0.5,0.75,90.0,0.375,readout_strong,0.0002,0.05975593110837303,2,1.6769149293062666,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.12841014695048136,0.1308996938995747,False,False,False,False
0.5,1.0,0.0,0.5,readout_off,0.0,0.08121681516961979,2,0.999732275819128,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,0.0,0.5,readout_normal,5e-05,0.08044099644352497,2,1.0017183183396607,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.17328077000200812,0.1741145379846754,False,False,False,False
0.5,1.0,0.0,0.5,readout_strong,0.0002,0.07815926496793693,2,1.0076861969796984,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.16957758090351932,0.17286525994757326,False,False,False,False
0.5,1.0,15.0,0.5,readout_off,0.0,0.07844941930128158,2,0.999732275819128,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,15.0,0.5,readout_normal,5e-05,0.07766558338079864,2,1.0019895117951165,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.17335009790787778,0.17418419947278976,False,False,False,False
0.5,1.0,15.0,0.5,readout_strong,0.0002,0.07536214131576563,2,1.008770625171156,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.16984914938756548,0.17314209345550566,False,False,False,False
0.5,1.0,30.0,0.5,readout_off,0.0,0.07033582515135613,2,0.9997322758191272,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,30.0,0.5,readout_normal,5e-05,0.06959738915911598,2,1.001988750911813,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.17341945355115035,0.17425388883176993,False,False,False,False
0.5,1.0,30.0,0.5,readout_strong,0.0002,0.06742921227475193,2,1.0087583365892954,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.17012115277250558,0.1734193702959569,False,False,False,False
0.5,1.0,45.0,0.5,readout_off,0.0,0.05742896075281262,2,0.9997322758191263,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,45.0,0.5,readout_normal,5e-05,0.05724864212884706,2,1.0017165624395878,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.17348883694292327,0.17432360607276678,False,False,False,False
0.5,1.0,45.0,0.5,readout_strong,0.0002,0.05671137750948724,2,1.0076578474798779,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.17039359175480773,0.1736970911788978,False,False,False,False
0.5,1.0,60.0,0.5,readout_off,0.0,0.07033582515135609,2,0.9997322758191272,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,60.0,0.5,readout_normal,5e-05,0.07006602310068225,2,1.0012029861174803,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.17355824809429843,0.17439335120693567,False,False,False,False
0.5,1.0,60.0,0.5,readout_strong,0.0002,0.06926391802399845,2,1.0055899794616399,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.1706664670320554,0.17397525681543627,False,False,False,False
0.5,1.0,75.0,0.5,readout_off,0.0,0.07844941930128153,2,0.999732275819128,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,75.0,0.5,readout_normal,5e-05,0.07810852038778389,2,1.0012055759328797,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.1736276870163822,0.17446312424543628,False,False,False,False
0.5,1.0,75.0,0.5,readout_strong,0.0002,0.07709623698921077,2,1.0056317040771319,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.17093977930294912,0.1742538679178189,False,False,False,False
0.5,1.0,90.0,0.5,readout_off,0.0,0.08121681516961979,2,0.999732275819128,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.17453292519943295,0.17453292519943295,False,False,False,False
0.5,1.0,90.0,0.5,readout_normal,5e-05,0.08082805109089111,2,1.0017183183396616,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.17369715372028535,0.17453292519943295,False,False,False,False
0.5,1.0,90.0,0.5,readout_strong,0.0002,0.07967457481116402,2,1.0076861969796997,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.1712135292673085,0.17453292519943295,False,False,False,False
0.5,1.25,0.0,0.625,readout_off,0.0,0.10152101896202476,2,0.5997858206553022,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,0.0,0.625,readout_normal,5e-05,0.1005512455544062,2,0.6013746546717287,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.21660096250251012,0.21764317248084425,False,False,False,False
0.5,1.25,0.0,0.625,readout_strong,0.0002,0.09769908120992116,2,0.6061489575837589,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.21197197612939916,0.21608157493446659,False,False,False,False
0.5,1.25,15.0,0.625,readout_off,0.0,0.09806177412660194,2,0.5997858206553022,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,15.0,0.625,readout_normal,5e-05,0.09708197922599829,2,0.6015916094360931,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.21668762238484723,0.2177302493409872,False,False,False,False
0.5,1.25,15.0,0.625,readout_strong,0.0002,0.094202676644707,2,0.6070165001369248,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.21231143673445688,0.21642761681938205,False,False,False,False
0.5,1.25,30.0,0.625,readout_off,0.0,0.08791978143919518,2,0.5997858206553015,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,30.0,0.625,readout_normal,5e-05,0.08699673644889488,2,0.60159100072945,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.21677431693893792,0.21781736103971241,False,False,False,False
0.5,1.25,30.0,0.625,readout_strong,0.0002,0.08428651534343995,2,0.6070066692714362,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.212651440965632,0.2167742128699461,False,False,False,False
0.5,1.25,45.0,0.625,readout_off,0.0,0.07178620094101579,2,0.5997858206553008,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,45.0,0.625,readout_normal,5e-05,0.07156080266105885,2,0.6013732499516704,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.2168610461786541,0.2179045075909585,False,False,False,False
0.5,1.25,45.0,0.625,readout_strong,0.0002,0.07088922188685906,2,0.6061262779839025,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.2129919896935097,0.21712136397362225,False,False,False,False
0.5,1.25,60.0,0.625,readout_off,0.0,0.08791978143919513,2,0.5997858206553015,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,60.0,0.625,readout_normal,5e-05,0.08758252887585286,2,0.6009623888939841,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.21694781011787306,0.21799168900866958,False,False,False,False
0.5,1.25,60.0,0.625,readout_strong,0.0002,0.08657989752999809,2,0.6044719835693118,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.21333308379006924,0.21746907101929533,False,False,False,False
0.5,1.25,75.0,0.625,readout_off,0.0,0.09806177412660193,2,0.5997858206553022,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,75.0,0.625,readout_normal,5e-05,0.0976356504847299,2,0.6009644607463038,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.21703460877047775,0.21807890530679536,False,False,False,False
0.5,1.25,75.0,0.625,readout_strong,0.0002,0.09637029623651343,2,0.6045053632617052,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.2136747241286864,0.21781733489727365,False,False,False,False
0.5,1.25,90.0,0.625,readout_off,0.0,0.10152101896202474,2,0.5997858206553024,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2181661564992912,0.2181661564992912,False,False,False,False
0.5,1.25,90.0,0.625,readout_normal,5e-05,0.1010350638636139,2,0.6013746546717293,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.2171214421503567,0.2181661564992912,False,False,False,False
0.5,1.25,90.0,0.625,readout_strong,0.0002,0.09959321851395506,2,0.6061489575837598,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.21401691158413563,0.2181661564992912,False,False,False,False
0.5,1.5,0.0,0.75,readout_off,0.0,0.1218252227544297,2,0.3331548505460853,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,0.0,0.75,readout_normal,5e-05,0.12066149466528749,2,0.33447887889310746,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.25992115500301216,0.2611718069770131,False,False,False,False
0.5,1.5,0.0,0.75,readout_strong,0.0002,0.11723889745190536,2,0.3384574646531324,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.25436637135527895,0.2592978899213599,False,False,False,False
0.5,1.5,15.0,0.75,readout_off,0.0,0.11767412895192234,2,0.3331548505460853,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,15.0,0.75,readout_normal,5e-05,0.11649837507119795,2,0.3346596745300776,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.26002514686181666,0.2612762992091846,False,False,False,False
0.5,1.5,15.0,0.75,readout_strong,0.0002,0.11304321197364843,2,0.33918041678077104,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.25477372408134824,0.2597131401832585,False,False,False,False
0.5,1.5,30.0,0.75,readout_off,0.0,0.1055037377270342,2,0.33315485054608507,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,30.0,0.75,readout_normal,5e-05,0.10439608373867393,2,0.33465916727454204,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.2601291803267255,0.2613808332476549,False,False,False,False
0.5,1.5,30.0,0.75,readout_strong,0.0002,0.10114381841212788,2,0.33917222439286365,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.25518172915875836,0.2601290554439353,False,False,False,False
0.5,1.5,45.0,0.75,readout_off,0.0,0.08614344112921896,2,0.3331548505460842,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,45.0,0.75,readout_normal,5e-05,0.08587296319327065,2,0.3344777082930588,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.2602332554143849,0.2614854091091502,False,False,False,False
0.5,1.5,45.0,0.75,readout_strong,0.0002,0.08506706626423083,2,0.33843856498658553,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.2555903876322116,0.2605456367683467,False,False,False,False
0.5,1.5,60.0,0.75,readout_off,0.0,0.10550373772703414,2,0.33315485054608485,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,60.0,0.75,readout_normal,5e-05,0.10509903465102341,2,0.33413532407832025,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.26033737214144764,0.2615900268104035,False,False,False,False
0.5,1.5,60.0,0.75,readout_strong,0.0002,0.10389587703599773,2,0.3370599863077599,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.2559997005480831,0.26096288522315436,False,False,False,False
0.5,1.5,75.0,0.75,readout_off,0.0,0.11767412895192231,2,0.3331548505460853,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,75.0,0.75,readout_normal,5e-05,0.11716278058167585,2,0.3341370506219199,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.2604415305245733,0.2616946863681544,False,False,False,False
0.5,1.5,75.0,0.75,readout_strong,0.0002,0.11564435548381613,2,0.3370878027180877,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.2564096689544237,0.26138080187672835,False,False,False,False
0.5,1.5,90.0,0.75,readout_off,0.0,0.1218252227544297,2,0.3331548505460853,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.2617993877991494,0.2617993877991494,False,False,False,False
0.5,1.5,90.0,0.75,readout_normal,5e-05,0.12124207663633665,2,0.3344788788931081,False,False,False,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.260545730580428,0.2617993877991494,False,False,False,False
0.5,1.5,90.0,0.75,readout_strong,0.0002,0.11951186221674606,2,0.3384574646531333,False,False,False,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.2568202939009627,0.2617993877991494,False,False,False,False
0.5,2.0,0.0,1.0,readout_off,0.0,0.16243363033923958,2,0.00013386209043941832,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,0.0,1.0,readout_normal,5e-05,0.16088199288704993,2,0.0011261167252157867,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.34656154000401623,0.3482290759693508,False,False,False,False
0.5,2.0,0.0,1.0,readout_strong,0.0002,0.15631852993587386,2,0.004098555167487694,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.33915516180703864,0.3457305198951465,False,False,False,False
0.5,2.0,15.0,1.0,readout_off,0.0,0.15689883860256315,2,0.0001338620904403065,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,15.0,1.0,readout_normal,5e-05,0.15533116676159728,2,0.0009947558975582638,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.34670019581575556,0.3483683989455795,False,False,False,False
0.5,2.0,15.0,1.0,readout_strong,0.0002,0.15072428263153126,2,0.0043853125855779496,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.33969829877513097,0.3462841869110113,False,False,False,False
0.5,2.0,30.0,1.0,readout_off,0.0,0.14067165030271225,2,0.0001338620904403065,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,30.0,1.0,readout_normal,5e-05,0.13919477831823196,2,0.0009943754559065265,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.3468389071023007,0.34850777766353985,False,False,False,False
0.5,2.0,30.0,1.0,readout_strong,0.0002,0.13485842454950386,2,0.004379168294647684,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.34024230554501117,0.3468387405919138,False,False,False,False
0.5,2.0,45.0,1.0,readout_off,0.0,0.11485792150562524,2,0.0001338620904403065,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,45.0,1.0,readout_normal,5e-05,0.11449728425769412,2,0.0011269894599416075,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.34697767388584655,0.34864721214553357,False,False,False,False
0.5,2.0,45.0,1.0,readout_strong,0.0002,0.11342275501897447,2,0.00411239607554037,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.34078718350961545,0.3473941823577956,False,False,False,False
0.5,2.0,60.0,1.0,readout_off,0.0,0.14067165030271217,2,0.00013386209044008446,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,60.0,1.0,readout_normal,5e-05,0.1401320462013645,2,0.0012621205956083736,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.34711649618859686,0.34878670241387133,False,False,False,False
0.5,2.0,60.0,1.0,readout_strong,0.0002,0.1385278360479969,2,0.004647229105602446,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.3413329340641108,0.34795051363087254,False,False,False,False
0.5,2.0,75.0,1.0,readout_off,0.0,0.15689883860256307,2,0.0001338620904398624,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,75.0,1.0,readout_normal,5e-05,0.15621704077556778,2,0.0012617424911200992,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.3472553740327644,0.34892624849087256,False,False,False,False
0.5,2.0,75.0,1.0,readout_strong,0.0002,0.15419247397842153,2,0.004641234422531504,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.34187955860589825,0.3485077358356378,False,False,False,False
0.5,2.0,90.0,1.0,readout_off,0.0,0.16243363033923958,2,0.00013386209044052855,False,True,True,0.0,-0.17453292519943295,0.17453292519943295,-0.3490658503988659,0.3490658503988659,False,False,False,False
0.5,2.0,90.0,1.0,readout_normal,5e-05,0.16165610218178222,2,0.001126116725217452,False,True,True,-0.00010000250008332545,-0.1741145379846754,0.17453292519943295,-0.3473943074405707,0.3490658503988659,False,False,False,False
0.5,2.0,90.0,1.0,readout_strong,0.0002,0.15934914962232805,2,0.0040985551674893594,False,True,True,-0.0004000400053340893,-0.17286525994757326,0.17453292519943295,-0.342427058534617,0.3490658503988659,False,False,False,False
0.75,0.5,0.0,0.375,readout_off,0.0,0.04921384119935572,2,2.00436119479821,False,False,False,0.0,-0.17453292519943295,0.17453292519943295,-0.08726646259971647,0.08726646259971647,False,False,False,False
