N,M,decomposition,block_id,block_size,closure_residual,edges
13,78,round_robin_matching,6,6,0.33311179108671807,"1-8,7-9,6-10,5-11,4-12,3-13"
13,78,round_robin_matching,7,6,0.6846864057087144,"1-7,6-8,5-9,4-10,3-11,2-12"
13,78,round_robin_matching,8,6,0.27474023116978036,"1-6,5-7,4-8,3-9,2-10,12-13"
13,78,round_robin_matching,9,6,0.06344588730546015,"1-5,4-6,3-7,2-8,10-13,11-12"
13,78,round_robin_matching,10,6,0.05770650550391505,"1-4,3-5,2-6,8-13,9-12,10-11"
13,78,round_robin_matching,11,6,0.495616645687063,"1-3,2-4,6-13,7-12,8-11,9-10"
13,78,round_robin_matching,12,6,0.13186553537731016,"1-2,4-13,5-12,6-11,7-10,8-9"
13,78,walecki_hamilton_cycle,0,13,0.17762829878737968,"1-13,1-12,2-12,2-11,3-11,3-10,4-10,4-9,5-9,5-8,6-8,6-7,7-13"
13,78,walecki_hamilton_cycle,1,13,0.409715388971159,"2-13,1-2,1-3,3-12,4-12,4-11,5-11,5-10,6-10,6-9,7-9,7-8,8-13"
13,78,walecki_hamilton_cycle,2,13,0.265394824853228,"3-13,2-3,2-4,1-4,1-5,5-12,6-12,6-11,7-11,7-10,8-10,8-9,9-13"
13,78,walecki_hamilton_cycle,3,13,0.5196838440512674,"4-13,3-4,3-5,2-5,2-6,1-6,1-7,7-12,8-12,8-11,9-11,9-10,10-13"
13,78,walecki_hamilton_cycle,4,13,0.12360935610430504,"5-13,4-5,4-6,3-6,3-7,2-7,2-8,1-8,1-9,9-12,10-12,10-11,11-13"
13,78,walecki_hamilton_cycle,5,13,0.06470561240603238,"6-13,5-6,5-7,4-7,4-8,3-8,3-9,2-9,2-10,1-10,1-11,11-12,12-13"
14,91,round_robin_matching,0,7,0.151768972466883,"1-14,2-13,3-12,4-11,5-10,6-9,7-8"
14,91,round_robin_matching,1,7,0.4085535471824558,"1-13,12-14,2-11,3-10,4-9,5-8,6-7"
14,91,round_robin_matching,2,7,0.4449415717065152,"1-12,11-13,10-14,2-9,3-8,4-7,5-6"
14,91,round_robin_matching,3,7,0.6630013782261985,"1-11,10-12,9-13,8-14,2-7,3-6,4-5"
14,91,round_robin_matching,4,7,0.2090321015249932,"1-10,9-11,8-12,7-13,6-14,2-5,3-4"
14,91,round_robin_matching,5,7,0.3822170675938315,"1-9,8-10,7-11,6-12,5-13,4-14,2-3"
14,91,round_robin_matching,6,7,0.6645013060209745,"1-8,7-9,6-10,5-11,4-12,3-13,2-14"
14,91,round_robin_matching,7,7,0.2719348801417664,"1-7,6-8,5-9,4-10,3-11,2-12,13-14"
14,91,round_robin_matching,8,7,0.1694011371802368,"1-6,5-7,4-8,3-9,2-10,11-14,12-13"
14,91,round_robin_matching,9,7,0.39706995505258624,"1-5,4-6,3-7,2-8,9-14,10-13,11-12"
14,91,round_robin_matching,10,7,0.32811824824124874,"1-4,3-5,2-6,7-14,8-13,9-12,10-11"
14,91,round_robin_matching,11,7,0.43108599199214787,"1-3,2-4,5-14,6-13,7-12,8-11,9-10"
14,91,round_robin_matching,12,7,0.21069685535833688,"1-2,3-14,4-13,5-12,6-11,7-10,8-9"
15,105,round_robin_matching,0,7,0.4188670121348674,"2-15,3-14,4-13,5-12,6-11,7-10,8-9"
15,105,round_robin_matching,1,7,0.39714328668890386,"1-15,2-13,3-12,4-11,5-10,6-9,7-8"
15,105,round_robin_matching,2,7,0.6063467405008033,"1-14,13-15,2-11,3-10,4-9,5-8,6-7"
15,105,round_robin_matching,3,7,0.10294873910632654,"1-13,12-14,11-15,2-9,3-8,4-7,5-6"
15,105,round_robin_matching,4,7,0.10565511655501533,"1-12,11-13,10-14,9-15,2-7,3-6,4-5"
15,105,round_robin_matching,5,7,0.4844553552651035,"1-11,10-12,9-13,8-14,7-15,2-5,3-4"
15,105,round_robin_matching,6,7,0.625300023785402,"1-10,9-11,8-12,7-13,6-14,5-15,2-3"
15,105,round_robin_matching,7,7,0.3992281436601579,"1-9,8-10,7-11,6-12,5-13,4-14,3-15"
15,105,round_robin_matching,8,7,0.3018648586968227,"1-8,7-9,6-10,5-11,4-12,3-13,2-14"
15,105,round_robin_matching,9,7,0.4087372278576383,"1-7,6-8,5-9,4-10,3-11,2-12,14-15"
15,105,round_robin_matching,10,7,0.508661609543386,"1-6,5-7,4-8,3-9,2-10,12-15,13-14"
15,105,round_robin_matching,11,7,0.21061642461649233,"1-5,4-6,3-7,2-8,10-15,11-14,12-13"
15,105,round_robin_matching,12,7,0.1876348592296906,"1-4,3-5,2-6,8-15,9-14,10-13,11-12"
15,105,round_robin_matching,13,7,0.6975863872503305,"1-3,2-4,6-15,7-14,8-13,9-12,10-11"
15,105,round_robin_matching,14,7,0.5713458353752439,"1-2,4-15,5-14,6-13,7-12,8-11,9-10"
15,105,walecki_hamilton_cycle,0,15,0.11163885898355708,"1-15,1-14,2-14,2-13,3-13,3-12,4-12,4-11,5-11,5-10,6-10,6-9,7-9,7-8,8-15"
15,105,walecki_hamilton_cycle,1,15,0.2617445432243425,"2-15,1-2,1-3,3-14,4-14,4-13,5-13,5-12,6-12,6-11,7-11,7-10,8-10,8-9,9-15"
15,105,walecki_hamilton_cycle,2,15,0.038100723245314716,"3-15,2-3,2-4,1-4,1-5,5-14,6-14,6-13,7-13,7-12,8-12,8-11,9-11,9-10,10-15"
15,105,walecki_hamilton_cycle,3,15,0.08588407819378906,"4-15,3-4,3-5,2-5,2-6,1-6,1-7,7-14,8-14,8-13,9-13,9-12,10-12,10-11,11-15"
15,105,walecki_hamilton_cycle,4,15,0.08863151350566607,"5-15,4-5,4-6,3-6,3-7,2-7,2-8,1-8,1-9,9-14,10-14,10-13,11-13,11-12,12-15"
15,105,walecki_hamilton_cycle,5,15,0.05429881182572097,"6-15,5-6,5-7,4-7,4-8,3-8,3-9,2-9,2-10,1-10,1-11,11-14,12-14,12-13,13-15"
15,105,walecki_hamilton_cycle,6,15,0.15028435493885595,"7-15,6-7,6-8,5-8,5-9,4-9,4-10,3-10,3-11,2-11,2-12,1-12,1-13,13-14,14-15"
16,120,round_robin_matching,0,8,0.16075955564849892,"1-16,2-15,3-14,4-13,5-12,6-11,7-10,8-9"
16,120,round_robin_matching,1,8,0.46187920744443983,"1-15,14-16,2-13,3-12,4-11,5-10,6-9,7-8"
16,120,round_robin_matching,2,8,0.5068768779274602,"1-14,13-15,12-16,2-11,3-10,4-9,5-8,6-7"
16,120,round_robin_matching,3,8,0.24064581937599994,"1-13,12-14,11-15,10-16,2-9,3-8,4-7,5-6"
16,120,round_robin_matching,4,8,0.38350006351778493,"1-12,11-13,10-14,9-15,8-16,2-7,3-6,4-5"
16,120,round_robin_matching,5,8,0.16747166313281264,"1-11,10-12,9-13,8-14,7-15,6-16,2-5,3-4"
16,120,round_robin_matching,6,8,0.46907980322489423,"1-10,9-11,8-12,7-13,6-14,5-15,4-16,2-3"
16,120,round_robin_matching,7,8,0.656881828469534,"1-9,8-10,7-11,6-12,5-13,4-14,3-15,2-16"
16,120,round_robin_matching,8,8,0.2965491296405666,"1-8,7-9,6-10,5-11,4-12,3-13,2-14,15-16"
16,120,round_robin_matching,9,8,0.35073150132461856,"1-7,6-8,5-9,4-10,3-11,2-12,13-16,14-15"
16,120,round_robin_matching,10,8,0.5293447766727549,"1-6,5-7,4-8,3-9,2-10,11-16,12-15,13-14"
16,120,round_robin_matching,11,8,0.2491755811029278,"1-5,4-6,3-7,2-8,9-16,10-15,11-14,12-13"
16,120,round_robin_matching,12,8,0.015098596316429545,"1-4,3-5,2-6,7-16,8-15,9-14,10-13,11-12"
16,120,round_robin_matching,13,8,0.603011509216962,"1-3,2-4,5-16,6-15,7-14,8-13,9-12,10-11"
16,120,round_robin_matching,14,8,0.22796951193151546,"1-2,3-16,4-15,5-14,6-13,7-12,8-11,9-10"
