step,max_abs_phase_increment_over_pi,mean_abs_phase_increment_over_pi,max_rat_err_q_le_256,median_rat_err_q_le_256,smallest_global_q_tol_1e10,best_denominators,dtheta_edge_0_over_pi,dtheta_edge_1_over_pi,dtheta_edge_2_over_pi,dtheta_edge_3_over_pi,dtheta_edge_4_over_pi,dtheta_edge_5_over_pi,dtheta_edge_6_over_pi,dtheta_edge_7_over_pi,dtheta_edge_8_over_pi,dtheta_edge_9_over_pi,increment_std_over_pi,increment_mean_signed_over_pi
11,0.0518606863798837,0.0518606863798763,8.83452803193685e-06,8.834528024442845e-06,,135,0.0518606863798765,0.051860686379876,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863798836,0.0518606863798688,0.0518606863798692,0.0518606863798837,0.0518606863798762,4.885402924334331e-15,0.05186068637987625
12,0.0518606863798849,0.0518606863798763,8.83452803306789e-06,8.834528024442845e-06,,135,0.0518606863798767,0.0518606863798761,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863798844,0.0518606863798678,0.0518606863798682,0.0518606863798849,0.0518606863798762,5.5532835857991275e-15,0.051860686379876286
13,0.0518606863798859,0.0518606863798762,8.834528034053213e-06,8.834528024442845e-06,,135,0.0518606863798767,0.0518606863798757,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863798853,0.0518606863798666,0.0518606863798672,0.0518606863798859,0.0518606863798762,6.2399889344150234e-15,0.05186068637987622
14,0.0518606863798868,0.0518606863798763,8.834528035045475e-06,8.834528024442845e-06,,135,0.0518606863798767,0.051860686379876,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863798866,0.0518606863798656,0.0518606863798661,0.0518606863798868,0.0518606863798762,6.952671662584807e-15,0.051860686379876265
15,0.0518606863798881,0.0518606863798763,8.834528036315292e-06,8.834528024442845e-06,,135,0.0518606863798768,0.0518606863798758,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863798878,0.0518606863798644,0.0518606863798649,0.0518606863798881,0.0518606863798762,7.77189365393024e-15,0.051860686379876265
16,0.0518606863798894,0.0518606863798763,8.83452803758511e-06,8.834528024512234e-06,,135,0.0518606863798768,0.0518606863798758,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863798888,0.0518606863798631,0.0518606863798637,0.0518606863798894,0.0518606863798764,8.571923389522983e-15,0.051860686379876286
17,0.0518606863798908,0.0518606863798763,8.834528039000644e-06,8.834528024512234e-06,,135,0.0518606863798768,0.0518606863798757,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863798902,0.0518606863798618,0.0518606863798624,0.0518606863798908,0.0518606863798764,9.472872530658214e-15,0.0518606863798763
18,0.0518606863798922,0.0518606863798763,8.834528040416179e-06,8.834528024442845e-06,,135,0.0518606863798768,0.0518606863798757,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863798917,0.0518606863798601,0.051860686379861,0.0518606863798922,0.0518606863798764,1.0472325867400987e-14,0.05186068637987625
19,0.0518606863798938,0.0518606863798763,8.83452804197049e-06,8.834528024512234e-06,,135,0.051860686379877,0.0518606863798757,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863798932,0.0518606863798587,0.0518606863798594,0.0518606863798938,0.0518606863798764,1.1490186515851323e-14,0.05186068637987631
20,0.0518606863798955,0.0518606863798763,8.834528043663581e-06,8.834528024512234e-06,,135,0.051860686379877,0.0518606863798755,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863798949,0.051860686379857,0.0518606863798577,0.0518606863798955,0.0518606863798764,1.2624191911388137e-14,0.051860686379876286
21,0.0518606863798975,0.0518606863798763,8.834528045648105e-06,8.834528024512234e-06,,135,0.0518606863798771,0.0518606863798754,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863798966,0.051860686379855,0.0518606863798559,0.0518606863798975,0.0518606863798764,1.3876577303528591e-14,0.051860686379876265
22,0.0518606863798994,0.0518606863798763,8.83452804762569e-06,8.834528024581623e-06,,135,0.0518606863798771,0.0518606863798754,0.0518606863798764,0.0518606863798764,0.0518606863798762,0.0518606863798986,0.0518606863798531,0.0518606863798539,0.0518606863798994,0.0518606863798764,1.5173922215192525e-14,0.051860686379876286
23,0.0518606863799015,0.0518606863798763,8.834528049742052e-06,8.834528024512234e-06,,135,0.0518606863798772,0.0518606863798754,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863799007,0.0518606863798508,0.0518606863798519,0.0518606863799015,0.0518606863798764,1.6591546024242583e-14,0.05186068637987627
24,0.051860686379904,0.0518606863798763,8.834528052149848e-06,8.834528024512234e-06,,135,0.0518606863798772,0.0518606863798753,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.051860686379903,0.0518606863798485,0.0518606863798497,0.051860686379904,0.0518606863798764,1.814188684597281e-14,0.051860686379876286
25,0.0518606863799065,0.0518606863798763,8.834528054689483e-06,8.834528024512234e-06,,135,0.0518606863798775,0.0518606863798751,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863799055,0.051860686379846,0.0518606863798471,0.0518606863799065,0.0518606863798764,1.9827617728901714e-14,0.051860686379876286
26,0.0518606863799093,0.0518606863798763,8.834528057520552e-06,8.834528024512234e-06,,135,0.0518606863798774,0.0518606863798751,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863799082,0.0518606863798432,0.0518606863798444,0.0518606863799093,0.0518606863798764,2.165967281844945e-14,0.051860686379876286
27,0.0518606863799124,0.0518606863798763,8.834528060629177e-06,8.834528024512234e-06,,135,0.0518606863798777,0.051860686379875,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863799112,0.0518606863798401,0.0518606863798415,0.0518606863799124,0.0518606863798764,2.3680054438858855e-14,0.05186068637987631
28,0.0518606863799158,0.0518606863798763,8.834528064022296e-06,8.834528024512234e-06,,135,0.0518606863798778,0.0518606863798748,0.0518606863798764,0.0518606863798762,0.0518606863798762,0.0518606863799144,0.0518606863798368,0.0518606863798384,0.0518606863799158,0.0518606863798764,2.584928494237582e-14,0.05186068637987633
29,0.0518606863799194,0.0518606863798763,8.834528067554193e-06,8.834528024442845e-06,,135,0.0518606863798779,0.0518606863798747,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863799178,0.0518606863798331,0.0518606863798348,0.0518606863799194,0.0518606863798762,2.823250916583924e-14,0.05186068637987625
30,0.0518606863799233,0.0518606863798763,8.834528071516301e-06,8.834528024442845e-06,,135,0.0518606863798781,0.0518606863798745,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863799216,0.0518606863798293,0.0518606863798312,0.0518606863799233,0.0518606863798762,3.074996806305959e-14,0.051860686379876286
31,0.0518606863799277,0.0518606863798763,8.834528075894743e-06,8.834528024442845e-06,,135,0.0518606863798782,0.0518606863798744,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863799259,0.0518606863798249,0.0518606863798269,0.0518606863799277,0.0518606863798762,3.3650817632261936e-14,0.05186068637987627
32,0.0518606863799322,0.0518606863798763,8.834528080418902e-06,8.834528024442845e-06,,135,0.0518606863798782,0.0518606863798743,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863799302,0.0518606863798203,0.0518606863798225,0.0518606863799322,0.0518606863798762,3.6617466201246894e-14,0.051860686379876245
33,0.0518606863799373,0.0518606863798763,8.83452808551205e-06,8.834528024442845e-06,,135,0.0518606863798786,0.0518606863798741,0.0518606863798762,0.0518606863798761,0.0518606863798762,0.0518606863799352,0.0518606863798152,0.0518606863798176,0.0518606863799373,0.0518606863798762,3.997072919488306e-14,0.05186068637987627
34,0.0518606863799428,0.0518606863798763,8.834528091021532e-06,8.834528024442845e-06,,135,0.0518606863798788,0.0518606863798738,0.0518606863798762,0.0518606863798761,0.0518606863798762,0.0518606863799406,0.0518606863798097,0.0518606863798122,0.0518606863799428,0.0518606863798762,4.3607384627406354e-14,0.051860686379876265
35,0.0518606863799489,0.0518606863798763,8.834528097100003e-06,8.834528024512234e-06,,135,0.0518606863798789,0.0518606863798736,0.0518606863798764,0.0518606863798761,0.0518606863798764,0.0518606863799462,0.0518606863798036,0.0518606863798064,0.0518606863799489,0.0518606863798762,4.754287666441855e-14,0.05186068637987627
36,0.0518606863799554,0.0518606863798763,8.834528103601746e-06,8.834528024442845e-06,,135,0.0518606863798794,0.0518606863798733,0.0518606863798762,0.0518606863798762,0.0518606863798762,0.0518606863799526,0.0518606863797971,0.0518606863798001,0.0518606863799554,0.0518606863798762,5.18289896707662e-14,0.05186068637987627
37,0.0518606863799626,0.0518606863798763,8.834528110811257e-06,8.834528024512234e-06,,135,0.0518606863798794,0.0518606863798731,0.0518606863798764,0.0518606863798761,0.0518606863798764,0.0518606863799595,0.0518606863797899,0.0518606863797931,0.0518606863799626,0.0518606863798762,5.6545483194731907e-14,0.05186068637987627
38,0.0518606863799704,0.0518606863798763,8.834528118589757e-06,8.834528024581623e-06,,135,0.0518606863798798,0.0518606863798727,0.0518606863798764,0.0518606863798761,0.0518606863798764,0.051860686379967,0.0518606863797821,0.0518606863797856,0.0518606863799704,0.0518606863798764,6.164974379503706e-14,0.051860686379876286
39,0.0518606863799789,0.0518606863798763,8.834528127069086e-06,8.834528024442845e-06,,135,0.0518606863798801,0.0518606863798723,0.0518606863798762,0.0518606863798762,0.0518606863798764,0.0518606863799752,0.0518606863797735,0.0518606863797776,0.0518606863799789,0.0518606863798762,6.720397360797851e-14,0.05186068637987625
40,0.0518606863799882,0.0518606863798763,8.834528136394959e-06,8.834528024512234e-06,,135,0.0518606863798805,0.051860686379872,0.0518606863798765,0.0518606863798761,0.0518606863798764,0.0518606863799841,0.0518606863797643,0.0518606863797685,0.0518606863799882,0.0518606863798762,7.329093953884734e-14,0.05186068637987627
41,0.0518606863799982,0.0518606863798763,8.834528146435539e-06,8.834528024581623e-06,,135,0.0518606863798808,0.0518606863798717,0.0518606863798764,0.0518606863798762,0.0518606863798764,0.0518606863799939,0.0518606863797541,0.0518606863797589,0.0518606863799982,0.0518606863798764,7.989374485364369e-14,0.0518606863798763
42,0.0518606863800091,0.0518606863798762,8.834528157315724e-06,8.834528024442845e-06,,135,0.0518606863798812,0.0518606863798713,0.0518606863798762,0.051860686379876,0.0518606863798762,0.0518606863800045,0.0518606863797431,0.0518606863797482,0.0518606863800091,0.0518606863798762,8.709591813857214e-14,0.051860686379876196
43,0.0518606863800213,0.0518606863798763,8.834528169472666e-06,8.834528024512234e-06,,135,0.0518606863798816,0.0518606863798709,0.0518606863798764,0.0518606863798761,0.0518606863798764,0.0518606863800161,0.0518606863797311,0.0518606863797367,0.0518606863800213,0.0518606863798762,9.498510200761712e-14,0.051860686379876286
44,0.0518606863800343,0.0518606863798763,8.834528182483092e-06,8.834528024512234e-06,,135,0.0518606863798822,0.0518606863798705,0.0518606863798765,0.0518606863798762,0.0518606863798764,0.0518606863800286,0.0518606863797182,0.0518606863797241,0.0518606863800343,0.0518606863798762,1.0348832462339513e-13,0.05186068637987631
45,0.0518606863800487,0.0518606863798763,8.834528196902114e-06,8.834528024442845e-06,,135,0.0518606863798827,0.0518606863798697,0.0518606863798764,0.051860686379876,0.0518606863798762,0.0518606863800423,0.0518606863797038,0.0518606863797104,0.0518606863800487,0.0518606863798762,1.1286224650745776e-13,0.051860686379876245
46,0.051860686380064,0.0518606863798763,8.83452821216768e-06,8.834528024512234e-06,,135,0.0518606863798832,0.0518606863798693,0.0518606863798764,0.0518606863798761,0.0518606863798764,0.0518606863800575,0.0518606863796882,0.0518606863796954,0.051860686380064,0.0518606863798762,1.230475320090326e-13,0.05186068637987627
47,0.0518606863800811,0.0518606863798763,8.834528229272054e-06,8.834528024512234e-06,,135,0.0518606863798839,0.0518606863798686,0.0518606863798764,0.0518606863798761,0.0518606863798764,0.0518606863800736,0.0518606863796714,0.0518606863796792,0.0518606863800811,0.0518606863798762,1.3408944394487297e-13,0.0518606863798763
48,0.0518606863800996,0.0518606863798763,8.834528247785023e-06,8.834528024442845e-06,,135,0.0518606863798846,0.051860686379868,0.0518606863798764,0.051860686379876,0.0518606863798762,0.0518606863800915,0.0518606863796529,0.0518606863796614,0.0518606863800996,0.0518606863798762,1.462116967802849e-13,0.051860686379876286
49,0.0518606863801197,0.0518606863798763,8.834528267859243e-06,8.834528024442845e-06,,135,0.0518606863798853,0.0518606863798672,0.0518606863798765,0.0518606863798761,0.0518606863798762,0.0518606863801109,0.0518606863796327,0.051860686379642,0.0518606863801197,0.0518606863798762,1.5940155344793312e-13,0.051860686379876286
50,0.0518606863801416,0.0518606863798763,8.83452828977227e-06,8.834528024442845e-06,,135,0.0518606863798861,0.0518606863798665,0.0518606863798764,0.051860686379876,0.0518606863798762,0.051860686380132,0.0518606863796108,0.051860686379621,0.0518606863801416,0.0518606863798762,1.7372709746372853e-13,0.05186068637987627
51,0.0518606863801655,0.0518606863798763,8.834528313662882e-06,8.834528024442845e-06,,135,0.051860686379887,0.0518606863798655,0.0518606863798765,0.051860686379876,0.0518606863798762,0.051860686380155,0.0518606863795867,0.0518606863795979,0.0518606863801655,0.0518606863798762,1.8941970131572052e-13,0.05186068637987625
52,0.0518606863801915,0.0518606863798763,8.834528339669856e-06,8.834528024442845e-06,,135,0.051860686379888,0.0518606863798645,0.0518606863798765,0.0518606863798761,0.0518606863798762,0.0518606863801802,0.0518606863795607,0.0518606863795729,0.0518606863801915,0.0518606863798762,2.0646270086111188e-13,0.051860686379876286
53,0.0518606863802199,0.0518606863798763,8.834528368084626e-06,8.834528024442845e-06,,135,0.0518606863798891,0.0518606863798635,0.0518606863798765,0.051860686379876,0.0518606863798762,0.0518606863802076,0.0518606863795325,0.0518606863795455,0.0518606863802199,0.0518606863798762,2.2503670373690364e-13,0.0518606863798763
54,0.051860686380251,0.0518606863798763,8.834528399184749e-06,8.834528024442845e-06,,135,0.0518606863798902,0.0518606863798624,0.0518606863798765,0.051860686379876,0.0518606863798762,0.0518606863802373,0.0518606863795014,0.0518606863795156,0.051860686380251,0.0518606863798762,2.4534867496898744e-13,0.051860686379876286
55,0.0518606863802845,0.0518606863798763,8.834528432685729e-06,8.834528024512234e-06,,135,0.0518606863798915,0.051860686379861,0.0518606863798765,0.0518606863798761,0.0518606863798762,0.0518606863802699,0.0518606863794676,0.0518606863794831,0.0518606863802845,0.0518606863798764,2.6742768594555853e-13,0.051860686379876286
56,0.0518606863803215,0.0518606863798763,8.834528469718606e-06,8.834528024512234e-06,,135,0.0518606863798928,0.0518606863798597,0.0518606863798765,0.0518606863798761,0.0518606863798762,0.0518606863803053,0.0518606863794308,0.0518606863794477,0.0518606863803215,0.0518606863798764,2.915393142657663e-13,0.0518606863798763
57,0.0518606863803614,0.0518606863798763,8.834528509582551e-06,8.834528024512234e-06,,135,0.0518606863798943,0.0518606863798582,0.0518606863798765,0.0518606863798761,0.0518606863798762,0.0518606863803439,0.0518606863793905,0.0518606863794091,0.0518606863803614,0.0518606863798764,3.1778729921945504e-13,0.051860686379876265
58,0.0518606863804054,0.0518606863798763,8.834528553547383e-06,8.834528024512234e-06,,135,0.0518606863798959,0.0518606863798566,0.0518606863798765,0.0518606863798761,0.0518606863798762,0.0518606863803861,0.0518606863793469,0.0518606863793671,0.0518606863804054,0.0518606863798764,3.4643616534368634e-13,0.05186068637987632
59,0.0518606863804528,0.0518606863798763,8.834528601044112e-06,8.834528024512234e-06,,135,0.0518606863798977,0.0518606863798548,0.0518606863798767,0.0518606863798761,0.0518606863798762,0.0518606863804319,0.0518606863792992,0.051860686379321,0.0518606863804528,0.0518606863798764,3.77618236586024e-13,0.05186068637987627
60,0.0518606863805049,0.0518606863798763,8.83452865305806e-06,8.834528024512234e-06,,135,0.0518606863798996,0.0518606863798528,0.0518606863798767,0.0518606863798761,0.0518606863798762,0.0518606863804821,0.0518606863792472,0.051860686379271,0.0518606863805049,0.0518606863798764,4.116883476859053e-13,0.0518606863798763
61,0.0518606863805616,0.0518606863798763,8.834528709748823e-06,8.834528024512234e-06,,135,0.0518606863799017,0.0518606863798508,0.0518606863798767,0.0518606863798761,0.0518606863798762,0.0518606863805365,0.0518606863791905,0.0518606863792165,0.0518606863805616,0.0518606863798764,4.4875754511346915e-13,0.0518606863798763
62,0.0518606863806232,0.0518606863798763,8.834528771380079e-06,8.834528024512234e-06,,135,0.051860686379904,0.0518606863798484,0.0518606863798767,0.051860686379876,0.0518606863798762,0.051860686380596,0.0518606863791287,0.051860686379157,0.0518606863806232,0.0518606863798764,4.891810901971757e-13,0.051860686379876265
63,0.0518606863806906,0.0518606863798763,8.834528838805311e-06,8.834528024512234e-06,,135,0.0518606863799065,0.051860686379846,0.0518606863798767,0.051860686379876,0.0518606863798762,0.0518606863806608,0.0518606863790615,0.0518606863790923,0.0518606863806906,0.0518606863798764,5.332189748033186e-13,0.0518606863798763
64,0.051860686380764,0.0518606863798763,8.834528912170236e-06,8.834528024512234e-06,,135,0.0518606863799092,0.0518606863798432,0.0518606863798767,0.051860686379876,0.0518606863798762,0.0518606863807315,0.0518606863789881,0.0518606863790216,0.051860686380764,0.0518606863798764,5.812781917630986e-13,0.051860686379876286
65,0.051860686380844,0.0518606863798763,8.834528992175683e-06,8.834528024512234e-06,,135,0.0518606863799123,0.0518606863798403,0.0518606863798767,0.051860686379876,0.0518606863798762,0.0518606863808085,0.0518606863789081,0.0518606863789447,0.051860686380844,0.0518606863798764,6.33624103579807e-13,0.05186068637987633
66,0.0518606863809311,0.0518606863798763,8.834529079258802e-06,8.834528024512234e-06,,135,0.0518606863799154,0.051860686379837,0.0518606863798767,0.051860686379876,0.0518606863798762,0.0518606863808926,0.0518606863788209,0.0518606863788607,0.0518606863809311,0.0518606863798764,6.907200551850642e-13,0.05186068637987631
67,0.0518606863810262,0.0518606863798763,8.834529174391037e-06,8.834528024512234e-06,,135,0.0518606863799191,0.0518606863798336,0.0518606863798767,0.0518606863798758,0.0518606863798762,0.0518606863809841,0.0518606863787257,0.0518606863787691,0.0518606863810262,0.0518606863798764,7.529878767510343e-13,0.0518606863798763
68,0.0518606863811298,0.0518606863798763,8.8345292780026e-06,8.834528024512234e-06,,135,0.0518606863799229,0.0518606863798296,0.0518606863798767,0.0518606863798758,0.0518606863798762,0.0518606863810839,0.0518606863786221,0.0518606863786695,0.0518606863811298,0.0518606863798764,8.207905045808816e-13,0.051860686379876286
69,0.0518606863812428,0.0518606863798763,8.834529390946977e-06,8.834528024442845e-06,,135,0.051860686379927,0.0518606863798255,0.0518606863798768,0.0518606863798757,0.0518606863798762,0.0518606863811927,0.0518606863785092,0.0518606863785608,0.0518606863812428,0.0518606863798762,8.947305542874403e-13,0.051860686379876286
70,0.0518606863813659,0.0518606863798763,8.83452951407071e-06,8.834528024442845e-06,,135,0.0518606863799317,0.0518606863798208,0.0518606863798768,0.0518606863798757,0.0518606863798762,0.0518606863813112,0.051860686378386,0.0518606863784423,0.0518606863813659,0.0518606863798762,9.753260351606882e-13,0.05186068637987627
71,0.0518606863815,0.0518606863798763,8.834529648220346e-06,8.834528024512234e-06,,135,0.0518606863799367,0.0518606863798159,0.0518606863798768,0.0518606863798757,0.0518606863798762,0.0518606863814405,0.0518606863782518,0.0518606863783128,0.0518606863815,0.0518606863798764,1.063221151393306e-12,0.051860686379876286
72,0.0518606863816463,0.0518606863798763,8.834529794526924e-06,8.834528024442845e-06,,135,0.051860686379942,0.0518606863798105,0.0518606863798768,0.0518606863798757,0.0518606863798762,0.0518606863815813,0.0518606863781055,0.051860686378172,0.0518606863816463,0.0518606863798762,1.1589719299016849e-12,0.05186068637987625
73,0.0518606863818058,0.0518606863798763,8.834529953975767e-06,8.834528024512234e-06,,135,0.0518606863799481,0.0518606863798046,0.0518606863798768,0.0518606863798755,0.0518606863798764,0.051860686381735,0.051860686377946,0.0518606863780187,0.0518606863818058,0.0518606863798762,1.2633626439432043e-12,0.05186068637987632
74,0.0518606863819797,0.0518606863798763,8.83453012785057e-06,8.834528024512234e-06,,135,0.0518606863799543,0.0518606863797981,0.0518606863798768,0.0518606863798757,0.0518606863798762,0.0518606863819023,0.0518606863777721,0.0518606863778512,0.0518606863819797,0.0518606863798764,1.377189259263085e-12,0.05186068637987627
75,0.0518606863821691,0.0518606863798763,8.834530317268496e-06,8.834528024581623e-06,,135,0.0518606863799615,0.051860686379791,0.0518606863798768,0.0518606863798754,0.0518606863798764,0.0518606863820848,0.0518606863775826,0.0518606863776688,0.0518606863821691,0.0518606863798764,1.5012226960912266e-12,0.051860686379876286
76,0.0518606863823756,0.0518606863798763,8.834530523790796e-06,8.834528024581623e-06,,135,0.0518606863799691,0.0518606863797832,0.051860686379877,0.0518606863798754,0.0518606863798764,0.0518606863822837,0.0518606863773759,0.0518606863774699,0.0518606863823756,0.0518606863798764,1.6364642642664534e-12,0.051860686379876265
77,0.0518606863826009,0.0518606863798763,8.834530749117497e-06,8.834528024512234e-06,,135,0.0518606863799775,0.0518606863797749,0.051860686379877,0.0518606863798755,0.0518606863798762,0.0518606863825007,0.0518606863771506,0.0518606863772531,0.0518606863826009,0.0518606863798764,1.7839428074616703e-12,0.05186068637987627
78,0.0518606863828462,0.0518606863798763,8.834530994372702e-06,8.834528024585092e-06,,135,0.0518606863799866,0.0518606863797657,0.051860686379877,0.0518606863798754,0.0518606863798765,0.051860686382737,0.0518606863769052,0.0518606863770166,0.0518606863828462,0.0518606863798762,1.944611823809643e-12,0.051860686379876245
79,0.0518606863831139,0.0518606863798763,8.834531262102985e-06,8.834528024654481e-06,,135,0.0518606863799964,0.0518606863797558,0.051860686379877,0.0518606863798754,0.0518606863798764,0.0518606863829947,0.0518606863766374,0.051860686376759,0.0518606863831139,0.0518606863798765,2.1198387292373842e-12,0.051860686379876245
80,0.0518606863834057,0.0518606863798762,8.834531553869596e-06,8.834528024442845e-06,,135,0.0518606863800074,0.0518606863797451,0.0518606863798768,0.0518606863798751,0.0518606863798762,0.0518606863832756,0.0518606863763457,0.0518606863764783,0.0518606863834057,0.0518606863798762,2.3107917753956257e-12,0.05186068637987621
81,0.0518606863837234,0.0518606863798763,8.834531871643181e-06,8.834528024581623e-06,,135,0.0518606863800193,0.0518606863797332,0.0518606863798771,0.0518606863798753,0.0518606863798764,0.0518606863835818,0.0518606863760276,0.0518606863761721,0.0518606863837234,0.0518606863798764,2.5189389072917812e-12,0.05186068637987625
82,0.0518606863840702,0.0518606863798763,8.834532218393587e-06,8.834528024581623e-06,,135,0.051860686380032,0.0518606863797202,0.0518606863798771,0.0518606863798753,0.0518606863798764,0.0518606863839157,0.051860686375681,0.0518606863758385,0.0518606863840702,0.0518606863798764,2.7458759509493663e-12,0.051860686379876286
83,0.051860686384448,0.0518606863798763,8.834532596244116e-06,8.834528024581623e-06,,135,0.0518606863800462,0.0518606863797062,0.0518606863798772,0.0518606863798751,0.0518606863798764,0.0518606863842795,0.0518606863753032,0.0518606863754746,0.051860686384448,0.0518606863798764,2.993225578451615e-12,0.051860686379876286
84,0.05186068638486,0.0518606863798763,8.834533008157675e-06,8.834528024512234e-06,,135,0.0518606863800614,0.0518606863796911,0.0518606863798772,0.0518606863798751,0.0518606863798762,0.0518606863846762,0.0518606863748911,0.0518606863750781,0.05186068638486,0.0518606863798764,3.262919952979793e-12,0.051860686379876286
85,0.0518606863853088,0.0518606863798763,8.834533456972271e-06,8.834528024442845e-06,,135,0.0518606863800781,0.0518606863796742,0.0518606863798772,0.0518606863798751,0.0518606863798762,0.0518606863851086,0.0518606863744422,0.0518606863746457,0.0518606863853088,0.0518606863798762,3.5568277831212587e-12,0.05186068637987622
86,0.0518606863857984,0.0518606863798763,8.834533946636136e-06,8.834528024654481e-06,,135,0.0518606863800963,0.051860686379656,0.0518606863798774,0.051860686379875,0.0518606863798764,0.0518606863855799,0.0518606863739528,0.0518606863741746,0.0518606863857984,0.0518606863798765,3.877234207617025e-12,0.05186068637987632
87,0.0518606863863318,0.0518606863798763,8.834534479980338e-06,8.834528024512234e-06,,135,0.0518606863801161,0.0518606863796362,0.0518606863798774,0.051860686379875,0.0518606863798762,0.0518606863860937,0.051860686373419,0.0518606863736609,0.0518606863863318,0.0518606863798764,4.226539352759768e-12,0.051860686379876265
