R_input,R_actual,T_actual,g,L_gap_min,L_gap_min_collision,N_eff_gap_min,N_eff_gap_min_collision,max_B_to_A_transfer,B_to_A_transfer_collision,origin_A_at_initial_A,origin_B_at_initial_B,joint_R_score
0.697178049231003,0.6971780492310031,0.3028219507689969,0.302821950768997,1.012619892451494e-13,31,1.4558798611119528e-11,31,1.0,19,1.0,1.0000000000000004,0.6985874664910492
0.697178059231003,0.697178059231003,0.3028219407689971,0.30282194076899704,1.0958459617169125e-13,31,1.575584107627037e-11,31,1.0,8,1.0,1.0000000000000004,0.7560148814445202
0.697178069231003,0.6971780692310031,0.30282193076899694,0.302821930768997,1.179067694173641e-13,31,1.6952883541421215e-11,31,1.0,8,1.0,1.0000000000000004,0.8134408003774061
0.697178079231003,0.6971780792310028,0.3028219207689971,0.30282192076899705,1.262285631922766e-13,31,1.8149259872757284e-11,31,1.0,8,1.0,1.0000000000000004,0.8708494292990079
0.697178089231003,0.697178089231003,0.30282191076899695,0.302821910768997,1.3455176643001332e-13,31,1.9346746427117978e-11,31,1.0,19,1.0,1.0000000000000004,0.9282895552762983
0.697178099231003,0.697178099231003,0.30282190076899695,0.30282190076899695,1.428737770453603e-13,31,2.0542678669244196e-11,31,1.0,8,1.0,1.0000000000000004,0.9856882782126781
0.697178109231003,0.697178109231003,0.302821890768997,0.302821890768997,1.5119687186287978e-13,31,2.1738610911370415e-11,31,1.0,8,1.0,1.0000000000000004,1.0430907412005208
0.697178119231003,0.697178119231003,0.30282188076899696,0.30282188076899696,1.5951899089844401e-13,31,2.293609746573111e-11,31,1.0,8,1.0,1.0000000000000004,1.1005271271263481
0.697178129231003,0.6971781292310031,0.30282187076899675,0.302821870768997,1.6784138098455137e-13,31,2.4133139930881953e-11,31,1.0,19,1.0,1.0000000000000004,1.1579537940695266
0.697178139231003,0.6971781392310031,0.3028218607689969,0.302821860768997,1.7616322896957248e-13,31,2.532862808379832e-11,31,1.0,8,1.0,1.0000000000000004,1.2153413020026722
0.697178149231003,0.6971781492310031,0.3028218507689969,0.30282185076899704,1.8448561905567984e-13,31,2.6524782370529465e-11,31,1.0,19,1.0,1.0000000000000004,1.2727466609548215
0.697178159231003,0.697178159231003,0.30282184076899693,0.302821840768997,1.9280833440243894e-13,31,2.7723379147914784e-11,31,1.0,19,1.0,1.0000000000000004,1.3302117388977401
0.697178169231003,0.697178169231003,0.302821830768997,0.30282183076899705,2.0113045343800318e-13,31,2.8920421613065628e-11,31,1.0,8,1.0,1.0000000000000004,1.3876374708280528
0.697178179231003,0.6971781792310028,0.30282182076899694,0.302821820768997,2.094536566757399e-13,31,3.011657589979677e-11,31,1.0,3,1.0,1.0000000000000004,1.4450456348187992
