波ID,関係ID,関係辺,DFTビン,倍音次数,倍音種別,倍音振幅,倍音強度,波内強度比,倍音位相度,数値誤差床より上,有限住所,有限回帰次数,倍音B/F,回転枝,住所電荷量
W0003,3,"(1,4)",1,1,基本波,0.23129038112667347,0.05349524040172186,0.5349524040172183,-119.14583473080674,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0003,3,"(1,4)",2,2,第2倍音,0.14796028563062968,0.02189224612389753,0.21892246123897519,-61.140810580105985,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0003,3,"(1,4)",3,-2,逆回転第2倍音,0.05329559840053831,0.0028404208088714626,0.028404208088714612,93.72495291257417,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0003,3,"(1,4)",4,-1,逆回転基本波,0.06800002112175148,0.004624002872558647,0.04624002872558645,-10.363576775345415,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0004,4,"(1,5)",0,0,直流,0.1835934907048324,0.03370656982918539,0.3370656982918526,-160.98384801404524,True,0/1,1,直流,直流,0.0
W0004,4,"(1,5)",1,1,基本波,0.07920881805698156,0.006274036857984005,0.0627403685798398,-94.76709125733417,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0004,4,"(1,5)",2,2,第2倍音,0.10697907122805299,0.011444521680816838,0.11444521680816792,96.79541352456768,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0004,4,"(1,5)",3,-2,逆回転第2倍音,0.20340441783964155,0.0413733571966835,0.4137335719668334,107.45824626269223,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0004,4,"(1,5)",4,-1,逆回転基本波,0.08486173716894237,0.007201514435330654,0.07201514435330626,82.35416631981269,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0005,5,"(2,3)",0,0,直流,0.13065998945262294,0.01707203284375954,0.17072032843759458,-116.88241456206089,True,0/1,1,直流,直流,0.0
W0005,5,"(2,3)",1,1,基本波,0.09228097635480437,0.008515778596995963,0.08515778596995922,-173.633514621196,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0005,5,"(2,3)",2,2,第2倍音,0.17974085416387578,0.03230677465555966,0.32306774655559506,177.54119966263013,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0005,5,"(2,3)",3,-2,逆回転第2倍音,0.05880722529920694,0.003458289747391685,0.034582897473916685,-88.09189027018152,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0005,5,"(2,3)",4,-1,逆回転基本波,0.19658871828335833,0.038647124156293636,0.3864712415629345,99.4483227480111,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0006,6,"(2,4)",0,0,直流,0.18998678066338548,0.03609497682683734,0.3609497682683734,-114.74769628513897,True,0/1,1,直流,直流,0.0
W0006,6,"(2,4)",1,1,基本波,0.12685015952812154,0.016090962972309882,0.1609096297230988,-2.8128058501210416,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0006,6,"(2,4)",2,2,第2倍音,0.09132900229437875,0.00834098666008664,0.0834098666008664,54.539330619798754,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0006,6,"(2,4)",3,-2,逆回転第2倍音,0.18071170284434723,0.032656719544903665,0.3265671954490366,-138.96177861146464,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0006,6,"(2,4)",4,-1,逆回転基本波,0.08256121362881283,0.006816353995862471,0.0681635399586247,17.77327104946415,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0007,7,"(2,5)",0,0,直流,0.07110297376054747,0.005055632877593101,0.050556328775931005,-132.53926574234166,True,0/1,1,直流,直流,0.0
W0007,7,"(2,5)",1,1,基本波,0.07131104410268946,0.005085265011015721,0.0508526501101572,-139.85250608785728,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0007,7,"(2,5)",2,2,第2倍音,0.20374017840267,0.041510060295551814,0.4151006029555181,166.8278100879907,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0007,7,"(2,5)",3,-2,逆回転第2倍音,0.07401536559773894,0.005478274344566957,0.05478274344566957,30.042396066723708,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0007,7,"(2,5)",4,-1,逆回転基本波,0.2070525717572047,0.04287076747127241,0.42870767471272403,147.08066278031836,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0008,8,"(3,4)",0,0,直流,0.15525545522304351,0.02410425637651447,0.24104256376514546,-34.27389093788127,True,0/1,1,直流,直流,0.0
W0008,8,"(3,4)",1,1,基本波,0.14613260540379366,0.021354738362100865,0.2135473836210093,33.653925003605295,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0008,8,"(3,4)",2,2,第2倍音,0.07356787074748285,0.005412231606318343,0.054122316063183594,-93.78883972382506,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0008,8,"(3,4)",3,-2,逆回転第2倍音,0.20711944258227347,0.04289846349559166,0.428984634955918,-106.47036437150177,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0008,8,"(3,4)",4,-1,逆回転基本波,0.07893231378513073,0.0062303101594743384,0.06230310159474358,-2.6525176062155458,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0009,9,"(3,5)",0,0,直流,0.19588675633968122,0.03837162130928163,0.3837162130928157,58.51878549317078,True,0/1,1,直流,直流,0.0
W0009,9,"(3,5)",1,1,基本波,0.16654305054367294,0.0277365876843924,0.27736587684392355,112.2481084344592,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0009,9,"(3,5)",2,2,第2倍音,0.05789511453787771,0.0033518442873539792,0.033518442873539736,167.46929612992653,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0009,9,"(3,5)",3,-2,逆回転第2倍音,0.15628849847445356,0.024426094755399273,0.24426094755399236,165.70838415002012,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0009,9,"(3,5)",4,-1,逆回転基本波,0.07819112458311929,0.006113851963572882,0.06113851963572872,160.59780281791097,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
W0010,10,"(4,5)",0,0,直流,0.08393352376212244,0.007044836411126773,0.07044836411126794,-86.26998168158046,True,0/1,1,直流,直流,0.0
W0010,10,"(4,5)",1,1,基本波,0.0648284878069747,0.004202732831339067,0.042027328313390795,-142.03657429189954,True,1/5,5,F型（奇数倍音）,正周回,0.3454915028125263
W0010,10,"(4,5)",2,2,第2倍音,0.1876086544026801,0.03519700720678426,0.35197007206784364,33.49950150117022,True,2/5,5,B型（偶数倍音）,正周回,0.9045084971874736
W0010,10,"(4,5)",3,-2,逆回転第2倍音,0.07031778880210268,0.004944591422017117,0.04944591422017132,75.03770673631365,True,-2/5,5,B型（偶数倍音）,負周回,0.9045084971874736
W0010,10,"(4,5)",4,-1,逆回転基本波,0.22047864324857522,0.04861083212873249,0.48610832128732634,84.56936849087943,True,-1/5,5,F型（奇数倍音）,負周回,0.3454915028125263
