step,cluster_id,branch_id,sigma_min,sigma_max,sigma_representative,overlap_with_initial_floor_space,overlap_with_initial_nonfloor_space,initial_origin_status,floor_threshold_label
2950,4,26,3.86933157963558927e-01,3.86933157963558927e-01,3.86933157963558927e-01,5.54350333308544663e-01,4.45649666691455559e-01,mixed,rho<1e+03
2955,0,0,3.97034926336573246e+00,3.97034926336573246e+00,3.97034926336573246e+00,1.98353047090806811e-01,8.01646952909193300e-01,mixed,rho<1e+03
2955,1,20,1.37435134875659903e+00,1.37435134875659903e+00,1.37435134875659903e+00,2.40407835173724271e-01,7.59592164826275895e-01,mixed,rho<1e+03
2955,2,37,1.05426737752982080e+00,1.05426737752982080e+00,1.05426737752982080e+00,5.09265588531013447e-01,4.90734411468986720e-01,mixed,rho<1e+03
2955,3,38,9.18917156997948070e-01,9.18917156997948070e-01,9.18917156997948070e-01,4.97969238134315928e-01,5.02030761865684294e-01,mixed,rho<1e+03
2955,4,26,3.99643107741121884e-01,3.99643107741121884e-01,3.99643107741121884e-01,5.54004291070140598e-01,4.45995708929859735e-01,mixed,rho<1e+03
2960,0,0,3.97063656996168257e+00,3.97063656996168257e+00,3.97063656996168257e+00,1.98059781960816611e-01,8.01940218039183472e-01,mixed,rho<1e+03
2960,1,20,1.36849896406761884e+00,1.36849896406761884e+00,1.36849896406761884e+00,2.42397412685028707e-01,7.57602587314971321e-01,mixed,rho<1e+03
2960,2,37,1.07111091480634535e+00,1.07111091480634535e+00,1.07111091480634535e+00,5.08026698418793998e-01,4.91973301581206501e-01,mixed,rho<1e+03
2960,3,38,9.01598748266923988e-01,9.01598748266923988e-01,9.01598748266923988e-01,4.99223205048491658e-01,5.00776794951508730e-01,mixed,rho<1e+03
2960,4,26,4.14335908995318303e-01,4.14335908995318303e-01,4.14335908995318303e-01,5.52292901886869858e-01,4.47707098113130308e-01,mixed,rho<1e+03
2965,0,0,3.97191542204324977e+00,3.97191542204324977e+00,3.97191542204324977e+00,1.98206292689394270e-01,8.01793707310605952e-01,mixed,rho<1e+03
2965,1,20,1.36207355880619918e+00,1.36207355880619918e+00,1.36207355880619918e+00,2.45224905359564649e-01,7.54775094640435462e-01,mixed,rho<1e+03
2965,2,37,1.08743707361409681e+00,1.08743707361409681e+00,1.08743707361409681e+00,5.08385461965486285e-01,4.91614538034514215e-01,mixed,rho<1e+03
2965,3,38,8.83753784890430993e-01,8.83753784890430993e-01,8.83753784890430993e-01,4.99004445529160900e-01,5.00995554470838989e-01,mixed,rho<1e+03
2965,4,26,4.30538951377801016e-01,4.30538951377801016e-01,4.30538951377801016e-01,5.49178894456394895e-01,4.50821105543605216e-01,mixed,rho<1e+03
2970,0,0,3.97402425086118205e+00,3.97402425086118205e+00,3.97402425086118205e+00,1.98799868252273054e-01,8.01200131747727085e-01,mixed,rho<1e+03
2970,1,20,1.35519387891375631e+00,1.35519387891375631e+00,1.35519387891375631e+00,2.48839914016651287e-01,7.51160085983348602e-01,mixed,rho<1e+03
2970,2,37,1.10331389531151780e+00,1.10331389531151780e+00,1.10331389531151780e+00,5.10057395740035391e-01,4.89942604259964776e-01,mixed,rho<1e+03
2970,3,38,8.65308280328986879e-01,8.65308280328986879e-01,8.65308280328986879e-01,4.97590982006768823e-01,5.02409017993231455e-01,mixed,rho<1e+03
2970,4,26,4.47752033840043473e-01,4.47752033840043473e-01,4.47752033840043473e-01,5.44711839984272306e-01,4.55288160015728027e-01,mixed,rho<1e+03
2975,0,0,3.97667694064387245e+00,3.97667694064387245e+00,3.97667694064387245e+00,1.99828005175713919e-01,8.00171994824286470e-01,mixed,rho<1e+03
2975,1,20,1.34797242516620441e+00,1.34797242516620441e+00,1.34797242516620441e+00,2.53161151142845264e-01,7.46838848857154680e-01,mixed,rho<1e+03
2975,2,37,1.11884373502127277e+00,1.11884373502127277e+00,1.11884373502127277e+00,5.12847923296903097e-01,4.87152076703097681e-01,mixed,rho<1e+03
2975,3,38,8.46229420086996642e-01,8.46229420086996642e-01,8.46229420086996642e-01,4.95122744773665246e-01,5.04877255226334976e-01,mixed,rho<1e+03
2975,4,26,4.65485065817803079e-01,4.65485065817803079e-01,4.65485065817803079e-01,5.39040175610873362e-01,4.60959824389126749e-01,mixed,rho<1e+03
2980,0,0,3.97949238291790008e+00,3.97949238291790008e+00,3.97949238291790008e+00,2.01254184902513011e-01,7.98745815097487322e-01,mixed,rho<1e+03
2980,1,20,1.34051548053789693e+00,1.34051548053789693e+00,1.34051548053789693e+00,2.58081358046386655e-01,7.41918641953613678e-01,mixed,rho<1e+03
2980,2,37,1.13414299398889784e+00,1.13414299398889784e+00,1.13414299398889784e+00,5.16566498696434673e-01,4.83433501303565605e-01,mixed,rho<1e+03
2980,3,38,8.26523852969013983e-01,8.26523852969013983e-01,8.26523852969013983e-01,4.91672600872599119e-01,5.08327399127401325e-01,mixed,rho<1e+03
2980,4,26,4.83288316886156477e-01,4.83288316886156477e-01,4.83288316886156477e-01,5.32425357482067652e-01,4.67574642517932570e-01,mixed,rho<1e+03
2985,0,0,3.98204077349462171e+00,3.98204077349462171e+00,3.98204077349462171e+00,2.03016744892051987e-01,7.96983255107948318e-01,mixed,rho<1e+03
2985,1,20,1.33292277667815129e+00,1.33292277667815129e+00,1.33292277667815129e+00,2.63468251824211075e-01,7.36531748175788814e-01,mixed,rho<1e+03
2985,2,37,1.14932402192902172e+00,1.14932402192902172e+00,1.14932402192902172e+00,5.21014236532892028e-01,4.78985763467108361e-01,mixed,rho<1e+03
2985,3,38,8.06230307070586960e-01,8.06230307070586960e-01,8.06230307070586960e-01,4.87246691470098137e-01,5.12753308529902418e-01,mixed,rho<1e+03
2985,4,26,5.00769151981546146e-01,5.00769151981546146e-01,5.00769151981546146e-01,5.25254075280747634e-01,4.74745924719252699e-01,mixed,rho<1e+03
2990,0,0,3.98390681998140206e+00,3.98390681998140206e+00,3.98390681998140206e+00,2.05032025332816642e-01,7.94967974667183719e-01,mixed,rho<1e+03
2990,1,20,1.32528884348968368e+00,1.32528884348968368e+00,1.32528884348968368e+00,2.69156899310318387e-01,7.30843100689681391e-01,mixed,rho<1e+03
2990,2,37,1.16447830521464724e+00,1.16447830521464724e+00,1.16447830521464724e+00,5.26006645184899480e-01,4.73993354815100687e-01,mixed,rho<1e+03
2990,3,38,7.85412717200343002e-01,7.85412717200343002e-01,7.85412717200343002e-01,4.81759903855834448e-01,5.18240096144165552e-01,mixed,rho<1e+03
2990,4,26,5.17588774009989261e-01,5.17588774009989261e-01,5.17588774009989261e-01,5.18044526316131737e-01,4.81955473683868540e-01,mixed,rho<1e+03
2995,0,0,3.98476299812726920e+00,3.98476299812726920e+00,3.98476299812726920e+00,2.07202098168028703e-01,7.92797901831971519e-01,mixed,rho<1e+03
2995,1,20,1.31770747418807033e+00,1.31770747418807033e+00,1.31770747418807033e+00,2.74926072448895831e-01,7.25073927551104114e-01,mixed,rho<1e+03
2995,2,37,1.17966228022304676e+00,1.17966228022304676e+00,1.17966228022304676e+00,5.31418969421422527e-01,4.68581030578578028e-01,mixed,rho<1e+03
2995,3,38,7.64160614849938469e-01,7.64160614849938469e-01,7.64160614849938469e-01,4.75005103792067618e-01,5.24994896207932604e-01,mixed,rho<1e+03
2995,4,26,5.33434777246221792e-01,5.33434777246221792e-01,5.33434777246221792e-01,5.11447756169586487e-01,4.88552243830413513e-01,mixed,rho<1e+03
3000,0,0,3.98443712350547186e+00,3.98443712350547186e+00,3.98443712350547186e+00,2.09425949543760648e-01,7.90574050456239741e-01,mixed,rho<1e+03
3000,1,20,1.31027899351453314e+00,1.31027899351453314e+00,1.31027899351453314e+00,2.80444088209662212e-01,7.19555911790337843e-01,mixed,rho<1e+03
3000,2,37,1.19488737362293151e+00,1.19488737362293151e+00,1.19488737362293151e+00,5.37256917030727865e-01,4.62743082969272357e-01,mixed,rho<1e+03
3000,3,38,7.42607238175187034e-01,7.42607238175187034e-01,7.42607238175187034e-01,4.66618348894153767e-01,5.33381651105846788e-01,mixed,rho<1e+03
3000,4,26,5.47968043305145813e-01,5.47968043305145813e-01,5.47968043305145813e-01,5.06254696321696729e-01,4.93745303678303493e-01,mixed,rho<1e+03
3005,0,0,3.98295339226887135e+00,3.98295339226887135e+00,3.98295339226887135e+00,2.11611576534469881e-01,7.88388423465530619e-01,mixed,rho<1e+03
3005,1,20,1.30311933863948193e+00,1.30311933863948193e+00,1.30311933863948193e+00,2.85151181269034215e-01,7.14848818730966284e-01,mixed,rho<1e+03
3005,2,37,1.21011340781792809e+00,1.21011340781792809e+00,1.21011340781792809e+00,5.43780707283500919e-01,4.56219292716499913e-01,mixed,rho<1e+03
3005,3,38,7.20985482386856003e-01,7.20985482386856003e-01,7.20985482386856003e-01,4.56034035814152250e-01,5.43965964185847750e-01,mixed,rho<1e+03
3005,4,26,5.60738598854883308e-01,5.60738598854883308e-01,5.60738598854883308e-01,5.03422499098843734e-01,4.96577500901156377e-01,mixed,rho<1e+03
3010,0,0,3.98053027019800520e+00,3.98053027019800520e+00,3.98053027019800520e+00,2.13685865915045042e-01,7.86314134084955207e-01,mixed,rho<1e+03
3010,1,20,1.29637508292438808e+00,1.29637508292438808e+00,1.29637508292438808e+00,2.87996736887234706e-01,7.12003263112765405e-01,mixed,rho<1e+03
3010,2,37,1.22523701009612451e+00,1.22523701009612451e+00,1.22523701009612451e+00,5.51766110133171672e-01,4.48233889866828938e-01,mixed,rho<1e+03
3010,3,38,6.99764026983167420e-01,6.99764026983167420e-01,6.99764026983167420e-01,4.42478763852640289e-01,5.57521236147359489e-01,mixed,rho<1e+03
3010,4,26,5.71043041970395460e-01,5.71043041970395460e-01,5.71043041970395460e-01,5.04072523211908430e-01,4.95927476788091626e-01,mixed,rho<1e+03
3015,0,0,3.97753244423044894e+00,3.97753244423044894e+00,3.97753244423044894e+00,2.15599785658985799e-01,7.84400214341014923e-01,mixed,rho<1e+03
3015,1,20,1.29027403283956588e+00,1.29027403283956588e+00,1.29027403283956588e+00,2.86865598355310614e-01,7.13134401644689442e-01,mixed,rho<1e+03
3015,2,37,1.24004139129487978e+00,1.24004139129487978e+00,1.24004139129487978e+00,5.63075144058022725e-01,4.36924855941977608e-01,mixed,rho<1e+03
3015,3,38,6.79939476247193308e-01,6.79939476247193308e-01,6.79939476247193308e-01,4.25435092202253118e-01,5.74564907797747160e-01,mixed,rho<1e+03
3015,4,26,5.77655577946669552e-01,5.77655577946669552e-01,5.77655577946669552e-01,5.09024379725428799e-01,4.90975620274571367e-01,mixed,rho<1e+03
3020,0,0,3.97439061864509258e+00,3.97439061864509258e+00,3.97439061864509258e+00,2.17328048984150368e-01,7.82671951015849632e-01,mixed,rho<1e+03
3020,1,20,1.28537769814546921e+00,1.28537769814546921e+00,1.28537769814546921e+00,2.78561001711687739e-01,7.21438998288312150e-01,mixed,rho<1e+03
3020,2,37,1.25393974987547963e+00,1.25393974987547963e+00,1.25393974987547963e+00,5.80675897062681079e-01,4.19324102937319809e-01,mixed,rho<1e+03
3020,3,38,6.63448466958814764e-01,6.63448466958814764e-01,6.63448466958814764e-01,4.07186221818791050e-01,5.92813778181209505e-01,mixed,rho<1e+03
3020,4,26,5.78465650286163813e-01,5.78465650286163813e-01,5.78465650286163813e-01,5.16248830422690874e-01,4.83751169577309292e-01,mixed,rho<1e+03
3025,0,0,3.97151306280039229e+00,3.97151306280039229e+00,3.97151306280039229e+00,2.18864191471940028e-01,7.81135808528059861e-01,mixed,rho<1e+03
3025,1,20,1.28404367563297916e+00,1.28404367563297916e+00,1.28404367563297916e+00,2.87011843961948843e-01,7.12988156038051102e-01,mixed,rho<1e+03
3025,2,37,1.26450576301882966e+00,1.26450576301882966e+00,1.26450576301882966e+00,5.80446304351414977e-01,4.19553695648585301e-01,mixed,rho<1e+03
3025,3,38,6.52690169923195729e-01,6.52690169923195729e-01,6.52690169923195729e-01,3.96220606269366837e-01,6.03779393730633385e-01,mixed,rho<1e+03
3025,4,26,5.71019820457745242e-01,5.71019820457745242e-01,5.71019820457745242e-01,5.17457053945329815e-01,4.82542946054670796e-01,mixed,rho<1e+03
3030,0,0,3.96921217670764559e+00,3.96921217670764559e+00,3.96921217670764559e+00,2.20213178259217990e-01,7.79786821740782399e-01,mixed,rho<1e+03
3030,1,20,1.29129997155744647e+00,1.29129997155744647e+00,1.29129997155744647e+00,3.83454664405946444e-01,6.16545335594053778e-01,mixed,rho<1e+03
3030,2,37,1.26659226091595900e+00,1.26659226091595900e+00,1.26659226091595900e+00,4.91008114177478583e-01,5.08991885822521750e-01,mixed,rho<1e+03
3030,3,38,6.47882334039960983e-01,6.47882334039960983e-01,6.47882334039960983e-01,3.97127120174068149e-01,6.02872879825932184e-01,mixed,rho<1e+03
3030,4,26,5.55229736375132177e-01,5.55229736375132177e-01,5.55229736375132177e-01,5.08196922983289667e-01,4.91803077016710222e-01,mixed,rho<1e+03
3035,0,0,3.96766070456728714e+00,3.96766070456728714e+00,3.96766070456728714e+00,2.21383940201433649e-01,7.78616059798566518e-01,mixed,rho<1e+03
3035,1,20,1.30337900517184258e+00,1.30337900517184258e+00,1.30337900517184258e+00,4.36073321512802536e-01,5.63926678487197686e-01,mixed,rho<1e+03
3035,2,37,1.26379346724130626e+00,1.26379346724130626e+00,1.26379346724130626e+00,4.44101070346472226e-01,5.55898929653528162e-01,mixed,rho<1e+03
3035,3,38,6.46600919056942613e-01,6.46600919056942613e-01,6.46600919056942613e-01,4.03484113030369129e-01,5.96515886969631204e-01,mixed,rho<1e+03
3035,4,26,5.33883034789327082e-01,5.33883034789327082e-01,5.33883034789327082e-01,4.94957554908923125e-01,5.05042445091076986e-01,mixed,rho<1e+03
3040,0,0,3.96688159511527827e+00,3.96688159511527827e+00,3.96688159511527827e+00,2.22383774912584903e-01,7.77616225087415236e-01,mixed,rho<1e+03
3040,1,20,1.31606174014904576e+00,1.31606174014904576e+00,1.31606174014904576e+00,4.53666528730862828e-01,5.46333471269137227e-01,mixed,rho<1e+03
3040,2,37,1.26010257010886662e+00,1.26010257010886662e+00,1.26010257010886662e+00,4.30920640297182134e-01,5.69079359702817866e-01,mixed,rho<1e+03
3040,3,38,6.46668948554611767e-01,6.46668948554611767e-01,6.46668948554611767e-01,4.10483178909803015e-01,5.89516821090196874e-01,mixed,rho<1e+03
3040,4,26,5.09782026564127633e-01,5.09782026564127633e-01,5.09782026564127633e-01,4.82545877149567870e-01,5.17454122850432130e-01,mixed,rho<1e+03
3045,0,0,3.96676724604651598e+00,3.96676724604651598e+00,3.96676724604651598e+00,2.23215675883854880e-01,7.76784324116145175e-01,mixed,rho<1e+03
3045,1,20,1.32825873001182004e+00,1.32825873001182004e+00,1.32825873001182004e+00,4.58734427069291073e-01,5.41265572930709316e-01,mixed,rho<1e+03
3045,2,37,1.25633888481401312e+00,1.25633888481401312e+00,1.25633888481401312e+00,4.29025217441812767e-01,5.70974782558187566e-01,mixed,rho<1e+03
3045,3,38,6.47126827459774456e-01,6.47126827459774456e-01,6.47126827459774456e-01,4.17164635889285651e-01,5.82835364110714349e-01,mixed,rho<1e+03
3045,4,26,4.84771130654766069e-01,4.84771130654766069e-01,4.84771130654766069e-01,4.71860043715756294e-01,5.28139956284243928e-01,mixed,rho<1e+03
3050,0,0,3.96711912977379200e+00,3.96711912977379200e+00,3.96711912977379200e+00,2.23878690692234150e-01,7.76121309307766127e-01,mixed,rho<1e+03
3050,1,20,1.33953313806879337e+00,1.33953313806879337e+00,1.33953313806879337e+00,4.58301561113043543e-01,5.41698438886956790e-01,mixed,rho<1e+03
3050,2,37,1.25263940163771159e+00,1.25263940163771159e+00,1.25263940163771159e+00,4.31496935017121164e-01,5.68503064982878836e-01,mixed,rho<1e+03
3050,3,38,6.47808576564966931e-01,6.47808576564966931e-01,6.47808576564966931e-01,4.23699775981099758e-01,5.76300224018900464e-01,mixed,rho<1e+03
3050,4,26,4.60123550178659024e-01,4.60123550178659024e-01,4.60123550178659024e-01,4.62623037196502329e-01,5.37376962803498337e-01,mixed,rho<1e+03
3055,0,0,3.96769692960352227e+00,3.96769692960352227e+00,3.96769692960352227e+00,2.24370602003088115e-01,7.75629397996911996e-01,mixed,rho<1e+03
3055,1,20,1.34960107498421267e+00,1.34960107498421267e+00,1.34960107498421267e+00,4.55029971883867290e-01,5.44970028116133154e-01,mixed,rho<1e+03
3055,2,37,1.24897801451155965e+00,1.24897801451155965e+00,1.24897801451155965e+00,4.35807038314499795e-01,5.64192961685500816e-01,mixed,rho<1e+03
3055,3,38,6.48954313964345553e-01,6.48954313964345553e-01,6.48954313964345553e-01,4.30357127445925913e-01,5.69642872554074420e-01,mixed,rho<1e+03
3055,4,26,4.36854285197043668e-01,4.36854285197043668e-01,4.36854285197043668e-01,4.54435260352619941e-01,5.45564739647380392e-01,mixed,rho<1e+03
3060,0,0,3.96826662907522909e+00,3.96826662907522909e+00,3.96826662907522909e+00,2.24691747085250582e-01,7.75308252914749696e-01,mixed,rho<1e+03
3060,1,20,1.35825315655288903e+00,1.35825315655288903e+00,1.35825315655288903e+00,4.50189043341320816e-01,5.49810956658679295e-01,mixed,rho<1e+03
3060,2,37,1.24526607078992879e+00,1.24526607078992879e+00,1.24526607078992879e+00,4.40824908691793416e-01,5.59175091308206751e-01,mixed,rho<1e+03
3060,3,38,6.50995161080995755e-01,6.50995161080995755e-01,6.50995161080995755e-01,4.37306762516907310e-01,5.62693237483092523e-01,mixed,rho<1e+03
3060,4,26,4.15825907806811002e-01,4.15825907806811002e-01,4.15825907806811002e-01,4.46987538364728654e-01,5.53012461635271402e-01,mixed,rho<1e+03
3065,0,0,3.96863920664459702e+00,3.96863920664459702e+00,3.96863920664459702e+00,2.24848734052290444e-01,7.75151265947710111e-01,mixed,rho<1e+03
3065,1,20,1.36534853373951681e+00,1.36534853373951681e+00,1.36534853373951681e+00,4.44506458785053127e-01,5.55493541214947095e-01,mixed,rho<1e+03
3065,2,37,1.24137987933908156e+00,1.24137987933908156e+00,1.24137987933908156e+00,4.45951284445415652e-01,5.54048715554584570e-01,mixed,rho<1e+03
3065,3,38,6.54421786686446572e-01,6.54421786686446572e-01,6.54421786686446572e-01,4.44606778835899386e-01,5.55393221164100725e-01,mixed,rho<1e+03
3065,4,26,3.97746869427359095e-01,3.97746869427359095e-01,3.97746869427359095e-01,4.40086743881342113e-01,5.59913256118657610e-01,mixed,rho<1e+03
3070,0,0,3.96869521433733130e+00,3.96869521433733130e+00,3.96869521433733130e+00,2.24857139977213988e-01,7.75142860022786317e-01,mixed,rho<1e+03
3070,1,20,1.37081993748573749e+00,1.37081993748573749e+00,1.37081993748573749e+00,4.38468453858974594e-01,5.61531546141025628e-01,mixed,rho<1e+03
3070,2,37,1.23717359618744305e+00,1.23717359618744305e+00,1.23717359618744305e+00,4.50810364670811370e-01,5.49189635329188741e-01,mixed,rho<1e+03
3070,3,38,6.59689859750592023e-01,6.59689859750592023e-01,6.59689859750592023e-01,4.52214793765638834e-01,5.47785206234361111e-01,mixed,rho<1e+03
3070,4,26,3.83129625975628996e-01,3.83129625975628996e-01,3.83129625975628996e-01,4.33649247727361908e-01,5.66350752272638203e-01,mixed,rho<1e+03
3075,0,0,3.96839447104529652e+00,3.96839447104529652e+00,3.96839447104529652e+00,2.24742811381747815e-01,7.75257188618252435e-01,mixed,rho<1e+03
3075,1,20,1.37467468746497401e+00,1.37467468746497401e+00,1.37467468746497401e+00,4.32447009453293063e-01,5.67552990546706937e-01,mixed,rho<1e+03
3075,2,37,1.23249030120319958e+00,1.23249030120319958e+00,1.23249030120319958e+00,4.55123613699211005e-01,5.44876386300789162e-01,mixed,rho<1e+03
3075,3,38,6.67149972400896685e-01,6.67149972400896685e-01,6.67149972400896685e-01,4.60001396200327040e-01,5.39998603799673682e-01,mixed,rho<1e+03
3075,4,26,3.72247963424186645e-01,3.72247963424186645e-01,3.72247963424186645e-01,4.27685169265421605e-01,5.72314830734578672e-01,mixed,rho<1e+03
3080,0,0,3.96777310604314870e+00,3.96777310604314870e+00,3.96777310604314870e+00,2.24541887785063982e-01,7.75458112214936324e-01,mixed,rho<1e+03
3080,1,20,1.37698871822096436e+00,1.37698871822096436e+00,1.37698871822096436e+00,4.26759733498894622e-01,5.73240266501105600e-01,mixed,rho<1e+03
3080,2,37,1.22717320434786958e+00,1.22717320434786958e+00,1.22717320434786958e+00,4.58657895915685676e-01,5.41342104084314713e-01,mixed,rho<1e+03
3080,3,38,6.77003586290633175e-01,6.77003586290633175e-01,6.77003586290633175e-01,4.67767164177345929e-01,5.32232835822654349e-01,mixed,rho<1e+03
3080,4,26,3.65117287723959405e-01,3.65117287723959405e-01,3.65117287723959405e-01,4.22273318623011207e-01,5.77726681376989237e-01,mixed,rho<1e+03
3085,0,0,3.96693158601265861e+00,3.96693158601265861e+00,3.96693158601265861e+00,2.24299946857304755e-01,7.75700053142695523e-01,mixed,rho<1e+03
3085,1,20,1.37789540893610818e+00,1.37789540893610818e+00,1.37789540893610818e+00,4.21695802431519329e-01,5.78304197568480838e-01,mixed,rho<1e+03
