step,cluster_id,branch_id,sigma_min,sigma_max,sigma_representative,overlap_with_initial_floor_space,overlap_with_initial_nonfloor_space,initial_origin_status,floor_threshold_label
1170,0,0,3.82162137799262203e+00,3.82162137799262203e+00,3.82162137799262203e+00,6.85376860218492312e-02,9.31462313978151046e-01,mixed,rho<1e+03
1170,1,20,1.42824398295313015e+00,1.42824398295313015e+00,1.42824398295313015e+00,3.41471401761727841e-02,9.65852859823827403e-01,mixed,rho<1e+03
1170,2,21,1.40287000565695563e+00,1.40287000565695563e+00,1.40287000565695563e+00,6.64995525326226022e-02,9.33500447467377148e-01,mixed,rho<1e+03
1170,3,11,1.74860718078341248e-01,1.74860718078341248e-01,1.74860718078341248e-01,9.32747708748121185e-01,6.72522912518799115e-02,mixed,rho<1e+03
1170,4,24,1.39309536254722723e-02,1.39309536254722723e-02,1.39309536254722723e-02,8.98067912521235079e-01,1.01932087478764588e-01,mixed,rho<1e+03
1175,0,0,3.82708434275760068e+00,3.82708434275760068e+00,3.82708434275760068e+00,7.96923734966397679e-02,9.20307626503360954e-01,mixed,rho<1e+03
1175,1,20,1.42780483703866201e+00,1.42780483703866201e+00,1.42780483703866201e+00,3.95447271780655085e-02,9.60455272821934436e-01,mixed,rho<1e+03
1175,2,21,1.39850826892761759e+00,1.39850826892761759e+00,1.39850826892761759e+00,7.90472374493752933e-02,9.20952762550625192e-01,mixed,rho<1e+03
1175,3,11,2.05849980289273149e-01,2.05849980289273149e-01,2.05849980289273149e-01,9.20065433384858355e-01,7.99345666151424494e-02,mixed,rho<1e+03
1175,4,24,1.89845415792306710e-02,1.89845415792306710e-02,1.89845415792306710e-02,8.81650228491061894e-01,1.18349771508938079e-01,mixed,rho<1e+03
1180,0,0,3.83020143869204865e+00,3.83020143869204865e+00,3.83020143869204865e+00,9.13350207684865550e-02,9.08664979231514236e-01,mixed,rho<1e+03
1180,1,20,1.42643815368849580e+00,1.42643815368849580e+00,1.42643815368849580e+00,4.53960144821059369e-02,9.54603985517894382e-01,mixed,rho<1e+03
1180,2,21,1.39310879305334256e+00,1.39310879305334256e+00,1.39310879305334256e+00,9.26232047098304589e-02,9.07376795290169347e-01,mixed,rho<1e+03
1180,3,11,2.38900410943563485e-01,2.38900410943563485e-01,2.38900410943563485e-01,9.06345105277091667e-01,9.36548947229091100e-02,mixed,rho<1e+03
1180,4,24,2.55566920004578167e-02,2.55566920004578167e-02,2.55566920004578167e-02,8.64300654762486631e-01,1.35699345237513591e-01,mixed,rho<1e+03
1185,0,0,3.83067254271726298e+00,3.83067254271726298e+00,3.83067254271726298e+00,1.03166415563267139e-01,8.96833584436733222e-01,mixed,rho<1e+03
1185,1,20,1.42406615667101466e+00,1.42406615667101466e+00,1.42406615667101466e+00,5.17147358887320649e-02,9.48285264111268233e-01,mixed,rho<1e+03
1185,2,21,1.38673184227563517e+00,1.38673184227563517e+00,1.38673184227563517e+00,1.06873550905418488e-01,8.93126449094581609e-01,mixed,rho<1e+03
1185,3,11,2.73135906230680681e-01,2.73135906230680681e-01,2.73135906230680681e-01,8.91946411043355813e-01,1.08053588956644728e-01,mixed,rho<1e+03
1185,4,24,3.39351292701290178e-02,3.39351292701290178e-02,3.39351292701290178e-02,8.46298886599227251e-01,1.53701113400772860e-01,mixed,rho<1e+03
1190,0,0,3.82859787258959949e+00,3.82859787258959949e+00,3.82859787258959949e+00,1.14885503952558435e-01,8.85114496047441857e-01,mixed,rho<1e+03
1190,1,20,1.42071907372500483e+00,1.42071907372500483e+00,1.42071907372500483e+00,5.85260018590374950e-02,9.41473998140962665e-01,mixed,rho<1e+03
1190,2,21,1.37955936805701573e+00,1.37955936805701573e+00,1.37955936805701573e+00,1.21369875107857059e-01,8.78630124892142650e-01,mixed,rho<1e+03
1190,3,11,3.07544769391292938e-01,3.07544769391292938e-01,3.07544769391292938e-01,8.77306042853429835e-01,1.22693957146570803e-01,mixed,rho<1e+03
1190,4,24,4.43875663213725430e-02,4.43875663213725430e-02,4.43875663213725430e-02,8.27912576227118335e-01,1.72087423772881887e-01,mixed,rho<1e+03
1195,0,0,3.82448738885440376e+00,3.82448738885440376e+00,3.82448738885440376e+00,1.26221579745475182e-01,8.73778420254525345e-01,mixed,rho<1e+03
1195,1,20,1.41653699530039123e+00,1.41653699530039123e+00,1.41653699530039123e+00,6.58618416245497218e-02,9.34138158375450223e-01,mixed,rho<1e+03
1195,2,21,1.37188001948637162e+00,1.37188001948637162e+00,1.37188001948637162e+00,1.35663203785936937e-01,8.64336796214062786e-01,mixed,rho<1e+03
1195,3,11,3.41087152131941240e-01,3.41087152131941240e-01,3.41087152131941240e-01,8.62882966000749985e-01,1.37117033999250376e-01,mixed,rho<1e+03
1195,4,24,5.71320439627018839e-02,5.71320439627018839e-02,5.71320439627018839e-02,8.09370408843288813e-01,1.90629591156711242e-01,mixed,rho<1e+03
1200,0,0,3.81916091259472612e+00,3.81916091259472612e+00,3.81916091259472612e+00,1.36956329022368983e-01,8.63043670977631350e-01,mixed,rho<1e+03
1200,1,20,1.41174608101394927e+00,1.41174608101394927e+00,1.41174608101394927e+00,7.37574735154314792e-02,9.26242526484569062e-01,mixed,rho<1e+03
1200,2,21,1.36404891243120829e+00,1.36404891243120829e+00,1.36404891243120829e+00,1.49342329027555953e-01,8.50657670972444158e-01,mixed,rho<1e+03
1200,3,11,3.72800588093786356e-01,3.72800588093786356e-01,3.72800588093786356e-01,8.49098619003792687e-01,1.50901380996207812e-01,mixed,rho<1e+03
1200,4,24,7.23081340277757639e-02,7.23081340277757639e-02,7.23081340277757639e-02,7.90845249430852104e-01,2.09154750569148173e-01,mixed,rho<1e+03
1205,0,0,3.81357878503870085e+00,3.81357878503870085e+00,3.81357878503870085e+00,1.46933287810999763e-01,8.53066712189000542e-01,mixed,rho<1e+03
1205,1,20,1.40661693689727940e+00,1.40661693689727940e+00,1.40661693689727940e+00,8.22510772607819851e-02,9.17748922739218376e-01,mixed,rho<1e+03
1205,2,21,1.35643616081863527e+00,1.35643616081863527e+00,1.35643616081863527e+00,1.62081692892555501e-01,8.37918307107444749e-01,mixed,rho<1e+03
1205,3,11,4.01879052523657632e-01,4.01879052523657632e-01,4.01879052523657632e-01,8.36287401803583075e-01,1.63712598196417369e-01,mixed,rho<1e+03
1205,4,24,8.99537964128997169e-02,8.99537964128997169e-02,8.99537964128997169e-02,7.72446540232080703e-01,2.27553459767919741e-01,mixed,rho<1e+03
1210,0,0,3.80866493399548256e+00,3.80866493399548256e+00,3.80866493399548256e+00,1.56057130115572817e-01,8.43942869884427349e-01,mixed,rho<1e+03
1210,1,20,1.40141883193088845e+00,1.40141883193088845e+00,1.40141883193088845e+00,9.13870992377636970e-02,9.08612900762236220e-01,mixed,rho<1e+03
1210,2,21,1.34938090744000694e+00,1.34938090744000694e+00,1.34938090744000694e+00,1.73669654823639774e-01,8.26330345176360503e-01,mixed,rho<1e+03
1210,3,11,4.27712967453180271e-01,4.27712967453180271e-01,4.27712967453180271e-01,8.24667147600876005e-01,1.75332852399125272e-01,mixed,rho<1e+03
1210,4,24,1.09990888048496022e-01,1.09990888048496022e-01,1.09990888048496022e-01,7.54218968222149289e-01,2.45781031777850711e-01,mixed,rho<1e+03
1215,0,0,3.80517221313510579e+00,3.80517221313510579e+00,3.80517221313510579e+00,1.64287473011623802e-01,8.35712526988376281e-01,mixed,rho<1e+03
1215,1,20,1.39638275770915743e+00,1.39638275770915743e+00,1.39638275770915743e+00,1.01220440126990302e-01,8.98779559873009837e-01,mixed,rho<1e+03
1215,2,21,1.34316163873437255e+00,1.34316163873437255e+00,1.34316163873437255e+00,1.84016116400892882e-01,8.15983883599107007e-01,mixed,rho<1e+03
1215,3,11,4.49891478018313917e-01,4.49891478018313917e-01,4.49891478018313917e-01,8.14330940592953412e-01,1.85669059407047338e-01,mixed,rho<1e+03
1215,4,24,1.32219776212250589e-01,1.32219776212250589e-01,1.32219776212250589e-01,7.36145029867540046e-01,2.63854970132459954e-01,mixed,rho<1e+03
1220,0,0,3.80361004063299735e+00,3.80361004063299735e+00,3.80361004063299735e+00,1.71631402465553001e-01,8.28368597534447471e-01,mixed,rho<1e+03
1220,1,20,1.39168076337973146e+00,1.39168076337973146e+00,1.39168076337973146e+00,1.11817796407809061e-01,8.88182203592191022e-01,mixed,rho<1e+03
1220,2,21,1.33798420435517085e+00,1.33798420435517085e+00,1.33798420435517085e+00,1.93144353428084892e-01,8.06855646571915219e-01,mixed,rho<1e+03
1220,3,11,4.68177571250444347e-01,4.68177571250444347e-01,4.68177571250444347e-01,8.05255516151949680e-01,1.94744483848050515e-01,mixed,rho<1e+03
1220,4,24,1.56321699114021051e-01,1.56321699114021051e-01,1.56321699114021051e-01,7.18150931546604365e-01,2.81849068453395968e-01,mixed,rho<1e+03
1225,0,0,3.80422824735454945e+00,3.80422824735454945e+00,3.80422824735454945e+00,1.78137018398344060e-01,8.21862981601656273e-01,mixed,rho<1e+03
1225,1,20,1.38742229265107575e+00,1.38742229265107575e+00,1.38742229265107575e+00,1.23253220258702903e-01,8.76746779741297666e-01,mixed,rho<1e+03
1225,2,21,1.33398205587090235e+00,1.33398205587090235e+00,1.33398205587090235e+00,2.01173555641549096e-01,7.98826444358450960e-01,mixed,rho<1e+03
1225,3,11,4.82469275831060085e-01,4.82469275831060085e-01,4.82469275831060085e-01,7.97319628417792581e-01,2.02680371582207974e-01,mixed,rho<1e+03
1225,4,24,1.81867350638447223e-01,1.81867350638447223e-01,1.81867350638447223e-01,7.00116577283612096e-01,2.99883422716387793e-01,mixed,rho<1e+03
1230,0,0,3.80703916223848315e+00,3.80703916223848315e+00,3.80703916223848315e+00,1.83888348460678780e-01,8.16111651539321414e-01,mixed,rho<1e+03
1230,1,20,1.38366340237553787e+00,1.38366340237553787e+00,1.38366340237553787e+00,1.35596833765521507e-01,8.64403166234478770e-01,mixed,rho<1e+03
1230,2,21,1.33122124757289573e+00,1.33122124757289573e+00,1.33122124757289573e+00,2.08296990093777196e-01,7.91703009906222777e-01,mixed,rho<1e+03
1230,3,11,4.92758193717584281e-01,4.92758193717584281e-01,4.92758193717584281e-01,7.90327218430652789e-01,2.09672781569348099e-01,mixed,rho<1e+03
1230,4,24,2.08331431177031817e-01,2.08331431177031817e-01,2.08331431177031817e-01,6.81890609249370616e-01,3.18109390750629661e-01,mixed,rho<1e+03
1235,0,0,3.81186063405316178e+00,3.81186063405316178e+00,3.81186063405316178e+00,1.89000681226885542e-01,8.10999318773114819e-01,mixed,rho<1e+03
1235,1,20,1.38042266390978052e+00,1.38042266390978052e+00,1.38042266390978052e+00,1.48897590671800750e-01,8.51102409328199250e-01,mixed,rho<1e+03
1235,2,21,1.32970483983815746e+00,1.32970483983815746e+00,1.32970483983815746e+00,2.14758052213361805e-01,7.85241947786638139e-01,mixed,rho<1e+03
1235,3,11,4.99092873094562850e-01,4.99092873094562850e-01,4.99092873094562850e-01,7.84032803207991069e-01,2.15967196792009736e-01,mixed,rho<1e+03
1235,4,24,2.35114532311283236e-01,2.35114532311283236e-01,2.35114532311283236e-01,6.63310872679961694e-01,3.36689127320038417e-01,mixed,rho<1e+03
1240,0,0,3.81836926027549062e+00,3.81836926027549062e+00,3.81836926027549062e+00,1.93614838424074009e-01,8.06385161575925880e-01,mixed,rho<1e+03
1240,1,20,1.37769767965799805e+00,1.37769767965799805e+00,1.37769767965799805e+00,1.63162531012709805e-01,8.36837468987290056e-01,mixed,rho<1e+03
1240,2,21,1.32937532610829590e+00,1.32937532610829590e+00,1.32937532610829590e+00,2.20824482961740398e-01,7.79175517038259713e-01,mixed,rho<1e+03
1240,3,11,5.01550959222250792e-01,5.01550959222250792e-01,5.01550959222250792e-01,7.78168490065270557e-01,2.21831509934730442e-01,mixed,rho<1e+03
1240,4,24,2.61574428578232154e-01,2.61574428578232154e-01,2.61574428578232154e-01,6.44229657536206535e-01,3.55770342463793576e-01,mixed,rho<1e+03
1245,0,0,3.82615967673039270e+00,3.82615967673039270e+00,3.82615967673039270e+00,1.97889058311163796e-01,8.02110941688836676e-01,mixed,rho<1e+03
1245,1,20,1.37547760273896080e+00,1.37547760273896080e+00,1.37547760273896080e+00,1.78336206124004637e-01,8.21663793875995196e-01,mixed,rho<1e+03
1245,2,21,1.33011754227043633e+00,1.33011754227043633e+00,1.33011754227043633e+00,2.26760478652320352e-01,7.73239521347679593e-01,mixed,rho<1e+03
1245,3,11,5.00221318688468308e-01,5.00221318688468308e-01,5.00221318688468308e-01,7.72472553674872442e-01,2.27527446325128030e-01,mixed,rho<1e+03
1245,4,24,2.87067691229198230e-01,2.87067691229198230e-01,2.87067691229198230e-01,6.24541703237639356e-01,3.75458296762360866e-01,mixed,rho<1e+03
1250,0,0,3.83480882917099652e+00,3.83480882917099652e+00,3.83480882917099652e+00,2.01987918129246019e-01,7.98012081870754120e-01,mixed,rho<1e+03
1250,1,20,1.37374918395240653e+00,1.37374918395240653e+00,1.37374918395240653e+00,1.94285064930796725e-01,8.05714935069203331e-01,mixed,rho<1e+03
1250,2,21,1.33176672451794520e+00,1.33176672451794520e+00,1.33176672451794520e+00,2.32797291635846559e-01,7.67202708364153829e-01,mixed,rho<1e+03
1250,3,11,4.95195480351959316e-01,4.95195480351959316e-01,4.95195480351959316e-01,7.66718395468741210e-01,2.33281604531259595e-01,mixed,rho<1e+03
1250,4,24,3.10999233778759043e-01,3.10999233778759043e-01,3.10999233778759043e-01,6.04211329835370514e-01,3.95788670164629430e-01,mixed,rho<1e+03
1255,0,0,3.84394224932647255e+00,3.84394224932647255e+00,3.84394224932647255e+00,2.06068967572149042e-01,7.93931032427851235e-01,mixed,rho<1e+03
1255,1,20,1.37249619060571937e+00,1.37249619060571937e+00,1.37249619060571937e+00,2.10792307339238871e-01,7.89207692660761295e-01,mixed,rho<1e+03
1255,2,21,1.33412600577447282e+00,1.33412600577447282e+00,1.33412600577447282e+00,2.39104776356385107e-01,7.60895223643615171e-01,mixed,rho<1e+03
1255,3,11,4.86567004051794316e-01,4.86567004051794316e-01,4.86567004051794316e-01,7.60739737028974128e-01,2.39260262971026733e-01,mixed,rho<1e+03
1255,4,24,3.32872447925842807e-01,3.32872447925842807e-01,3.32872447925842807e-01,5.83294211703253795e-01,4.16705788296745983e-01,mixed,rho<1e+03
1260,0,0,3.85329318769788953e+00,3.85329318769788953e+00,3.85329318769788953e+00,2.10269194216004818e-01,7.89730805783995349e-01,mixed,rho<1e+03
1260,1,20,1.37169397008637639e+00,1.37169397008637639e+00,1.37169397008637639e+00,2.27567980059768610e-01,7.72432019940231696e-01,mixed,rho<1e+03
1260,2,21,1.33699448953900291e+00,1.33699448953900291e+00,1.33699448953900291e+00,2.45768601209534893e-01,7.54231398790465191e-01,mixed,rho<1e+03
1260,3,11,4.74438959017242368e-01,4.74438959017242368e-01,4.74438959017242368e-01,7.54440131381768131e-01,2.45559868618232674e-01,mixed,rho<1e+03
1260,4,24,3.52326808212061138e-01,3.52326808212061138e-01,3.52326808212061138e-01,5.61954093132925436e-01,4.38045906867075008e-01,mixed,rho<1e+03
1265,0,0,3.86273830969012444e+00,3.86273830969012444e+00,3.86273830969012444e+00,2.14694603182309485e-01,7.85305396817690959e-01,mixed,rho<1e+03
1265,1,20,1.37130192618080882e+00,1.37130192618080882e+00,1.37130192618080882e+00,2.44275550564231697e-01,7.55724449435768553e-01,mixed,rho<1e+03
1265,2,21,1.34020202506108155e+00,1.34020202506108155e+00,1.34020202506108155e+00,2.52780010458278137e-01,7.47219989541722196e-01,mixed,rho<1e+03
1265,3,11,4.58948336094249509e-01,4.58948336094249509e-01,4.58948336094249509e-01,7.47734715185465415e-01,2.52265284814535029e-01,mixed,rho<1e+03
1265,4,24,3.69141057255620464e-01,3.69141057255620464e-01,3.69141057255620464e-01,5.40515120609716293e-01,4.59484879390284040e-01,mixed,rho<1e+03
1270,0,0,3.87229072278670428e+00,3.87229072278670428e+00,3.87229072278670428e+00,2.19416501152754739e-01,7.80583498847245205e-01,mixed,rho<1e+03
1270,1,20,1.37125673602605636e+00,1.37125673602605636e+00,1.37125673602605636e+00,2.60569613881323714e-01,7.39430386118676175e-01,mixed,rho<1e+03
1270,2,21,1.34364173999790304e+00,1.34364173999790304e+00,1.34364173999790304e+00,2.60046440385136246e-01,7.39953559614863865e-01,mixed,rho<1e+03
1270,3,11,4.40363419918430643e-01,4.40363419918430643e-01,4.40363419918430643e-01,7.39974482009565393e-01,2.60025517990434940e-01,mixed,rho<1e+03
1270,4,24,3.83138503890457893e-01,3.83138503890457893e-01,3.83138503890457893e-01,5.19992962571220851e-01,4.80007037428779315e-01,mixed,rho<1e+03
1275,0,0,3.88203676861192237e+00,3.88203676861192237e+00,3.88203676861192237e+00,2.24477117587442127e-01,7.75522882412557957e-01,mixed,rho<1e+03
1275,1,20,1.37146948705670768e+00,1.37146948705670768e+00,1.37146948705670768e+00,2.76131958612381934e-01,7.23868041387618066e-01,mixed,rho<1e+03
1275,2,21,1.34728766751184947e+00,1.34728766751184947e+00,1.34728766751184947e+00,2.67430883552658982e-01,7.32569116447341573e-01,mixed,rho<1e+03
1275,3,11,4.19843161206945037e-01,4.19843161206945037e-01,4.19843161206945037e-01,7.19463111784183318e-01,2.80536888215817182e-01,mixed,rho<1e+03
1275,4,24,3.93408414186279642e-01,3.93408414186279642e-01,3.93408414186279642e-01,5.12496928463334833e-01,4.87503071536665611e-01,mixed,rho<1e+03
1280,0,0,3.89201818138048594e+00,3.89201818138048594e+00,3.89201818138048594e+00,2.29904851068930660e-01,7.70095148931069673e-01,mixed,rho<1e+03
1280,1,20,1.37183413291474388e+00,1.37183413291474388e+00,1.37183413291474388e+00,2.90684332180628557e-01,7.09315667819372053e-01,mixed,rho<1e+03
1280,2,21,1.35118103058574679e+00,1.35118103058574679e+00,1.35118103058574679e+00,2.74828922288435584e-01,7.25171077711564416e-01,mixed,rho<1e+03
1280,3,25,4.09866385613604889e-01,4.09866385613604889e-01,4.09866385613604889e-01,5.41895064846552810e-01,4.58104935153447634e-01,mixed,rho<1e+03
1280,4,26,3.87850000489780189e-01,3.87850000489780189e-01,3.87850000489780189e-01,6.62686829615452888e-01,3.37313170384547556e-01,mixed,rho<1e+03
1285,0,0,3.90208345154951131e+00,3.90208345154951131e+00,3.90208345154951131e+00,2.35735839835680833e-01,7.64264160164319639e-01,mixed,rho<1e+03
1285,1,20,1.37227254825085332e+00,1.37227254825085332e+00,1.37227254825085332e+00,3.03909593683045653e-01,6.96090406316954291e-01,mixed,rho<1e+03
1285,2,21,1.35535617843077838e+00,1.35535617843077838e+00,1.35535617843077838e+00,2.82333507574234477e-01,7.17666492425765634e-01,mixed,rho<1e+03
1285,3,25,4.14818931157178383e-01,4.14818931157178383e-01,4.14818931157178383e-01,4.77743622555094505e-01,5.22256377444905384e-01,mixed,rho<1e+03
1285,4,26,3.62571450954683905e-01,3.62571450954683905e-01,3.62571450954683905e-01,7.00277436351945393e-01,2.99722563648054996e-01,mixed,rho<1e+03
1290,0,0,3.91175797837633477e+00,3.91175797837633477e+00,3.91175797837633477e+00,2.42034189542195632e-01,7.57965810457804645e-01,mixed,rho<1e+03
1290,1,20,1.37290547343519220e+00,1.37290547343519220e+00,1.37290547343519220e+00,3.14916989206012299e-01,6.85083010793987923e-01,mixed,rho<1e+03
1290,2,21,1.35962359740220418e+00,1.35962359740220418e+00,1.35962359740220418e+00,2.90831002430057828e-01,7.09168997569941895e-01,mixed,rho<1e+03
1290,3,25,4.19366137654426985e-01,4.19366137654426985e-01,4.19366137654426985e-01,4.53144206316324183e-01,5.46855793683675540e-01,mixed,rho<1e+03
1290,4,26,3.33532304073502817e-01,3.33532304073502817e-01,3.33532304073502817e-01,6.99073612505411335e-01,3.00926387494589498e-01,mixed,rho<1e+03
1295,0,0,3.92020518372972537e+00,3.92020518372972537e+00,3.92020518372972537e+00,2.48899376817942997e-01,7.51100623182057392e-01,mixed,rho<1e+03
1295,1,20,1.37454192718650847e+00,1.37454192718650847e+00,1.37454192718650847e+00,3.20611144136305870e-01,6.79388855863694130e-01,mixed,rho<1e+03
1295,2,21,1.36303842422752330e+00,1.36303842422752330e+00,1.36303842422752330e+00,3.03648286872292061e-01,6.96351713127708494e-01,mixed,rho<1e+03
1295,3,25,4.21652850982131344e-01,4.21652850982131344e-01,4.21652850982131344e-01,4.34080549442545482e-01,5.65919450557454851e-01,mixed,rho<1e+03
1295,4,26,3.03384275493992772e-01,3.03384275493992772e-01,3.03384275493992772e-01,6.92760642730914533e-01,3.07239357269086133e-01,mixed,rho<1e+03
1300,0,0,3.92635124094104482e+00,3.92635124094104482e+00,3.92635124094104482e+00,2.56449138770096896e-01,7.43550861229903548e-01,mixed,rho<1e+03
1300,1,20,1.37849376126299772e+00,1.37849376126299772e+00,1.37849376126299772e+00,3.21449078490986084e-01,6.78550921509013860e-01,mixed,rho<1e+03
1300,2,21,1.36408021250353406e+00,1.36408021250353406e+00,1.36408021250353406e+00,3.20750352653961346e-01,6.79249647346038654e-01,mixed,rho<1e+03
1300,3,25,4.21000894215010246e-01,4.21000894215010246e-01,4.21000894215010246e-01,4.16933789407504807e-01,5.83066210592495526e-01,mixed,rho<1e+03
1300,4,26,2.73811171420536070e-01,2.73811171420536070e-01,2.73811171420536070e-01,6.84417640677452033e-01,3.15582359322548800e-01,mixed,rho<1e+03
1305,0,0,3.92919200433920590e+00,3.92919200433920590e+00,3.92919200433920590e+00,2.64773777671709676e-01,7.35226222328290269e-01,mixed,rho<1e+03
1305,1,20,1.38425591598541642e+00,1.38425591598541642e+00,1.38425591598541642e+00,3.25436262988012426e-01,6.74563737011987574e-01,mixed,rho<1e+03
1305,2,21,1.36302913875302578e+00,1.36302913875302578e+00,1.36302913875302578e+00,3.34634419048729592e-01,6.65365580951270408e-01,mixed,rho<1e+03
1305,3,25,4.16771698547620251e-01,4.16771698547620251e-01,4.16771698547620251e-01,4.00651324982412793e-01,5.99348675017587040e-01,mixed,rho<1e+03
1305,4,26,2.46653377854641864e-01,2.46653377854641864e-01,2.46653377854641864e-01,6.74504215309136179e-01,3.25495784690864320e-01,mixed,rho<1e+03
1310,0,0,3.92818255612580991e+00,3.92818255612580991e+00,3.92818255612580991e+00,2.73874183703726404e-01,7.26125816296273929e-01,mixed,rho<1e+03
1310,1,20,1.39046857492651643e+00,1.39046857492651643e+00,1.39046857492651643e+00,3.32863985343089364e-01,6.67136014656910858e-01,mixed,rho<1e+03
1310,2,21,1.36111023969565892e+00,1.36111023969565892e+00,1.36111023969565892e+00,3.45440645181368355e-01,6.54559354818631922e-01,mixed,rho<1e+03
1310,3,25,4.08412314543848243e-01,4.08412314543848243e-01,4.08412314543848243e-01,3.84822590184091873e-01,6.15177409815908294e-01,mixed,rho<1e+03
1310,4,26,2.23765664721403024e-01,2.23765664721403024e-01,2.23765664721403024e-01,6.62998595587725448e-01,3.37001404412275107e-01,mixed,rho<1e+03
1315,0,0,3.92350033896136452e+00,3.92350033896136452e+00,3.92350033896136452e+00,2.83612449315367554e-01,7.16387550684632557e-01,mixed,rho<1e+03
1315,1,20,1.39624931402183794e+00,1.39624931402183794e+00,1.39624931402183794e+00,3.42239126138287386e-01,6.57760873861712780e-01,mixed,rho<1e+03
1315,2,21,1.35925269591322162e+00,1.35925269591322162e+00,1.35925269591322162e+00,3.54879333985960610e-01,6.45120666014039723e-01,mixed,rho<1e+03
1315,3,25,3.95639993899049358e-01,3.95639993899049358e-01,3.95639993899049358e-01,3.69541583256677464e-01,6.30458416743322925e-01,mixed,rho<1e+03
1315,4,26,2.06665889754865828e-01,2.06665889754865828e-01,2.06665889754865828e-01,6.49727507303708096e-01,3.50272492696292570e-01,mixed,rho<1e+03
1320,0,0,3.91600201226477829e+00,3.91600201226477829e+00,3.91600201226477829e+00,2.93705107090721340e-01,7.06294892909279048e-01,mixed,rho<1e+03
1320,1,20,1.40110326859511680e+00,1.40110326859511680e+00,1.40110326859511680e+00,3.52751638354267205e-01,6.47248361645732739e-01,mixed,rho<1e+03
1320,2,21,1.35817818219861763e+00,1.35817818219861763e+00,1.35817818219861763e+00,3.63689934315718555e-01,6.36310065684281612e-01,mixed,rho<1e+03
1320,3,25,3.78624757816105051e-01,3.78624757816105051e-01,3.78624757816105051e-01,3.55562668471897547e-01,6.44437331528102675e-01,mixed,rho<1e+03
1320,4,26,1.96170475344939921e-01,1.96170475344939921e-01,1.96170475344939921e-01,6.34290651767396185e-01,3.65709348232604148e-01,mixed,rho<1e+03
1325,0,0,3.90688800976691830e+00,3.90688800976691830e+00,3.90688800976691830e+00,3.03768234794273284e-01,6.96231765205726827e-01,mixed,rho<1e+03
1325,1,20,1.40483818509410407e+00,1.40483818509410407e+00,1.40483818509410407e+00,3.63876860297986660e-01,6.36123139702013285e-01,mixed,rho<1e+03
1325,2,21,1.35837513759922568e+00,1.35837513759922568e+00,1.35837513759922568e+00,3.72067232709636042e-01,6.27932767290363847e-01,mixed,rho<1e+03
1325,3,25,3.58107570438337242e-01,3.58107570438337242e-01,3.58107570438337242e-01,3.44635066591071848e-01,6.55364933408929096e-01,mixed,rho<1e+03
1325,4,26,1.92136713296139933e-01,1.92136713296139933e-01,1.92136713296139933e-01,6.15652605607033387e-01,3.84347394392967112e-01,mixed,rho<1e+03
1330,0,0,3.89728286900990684e+00,3.89728286900990684e+00,3.89728286900990684e+00,3.13395254810063695e-01,6.86604745189936416e-01,mixed,rho<1e+03
1330,1,20,1.40749061832654765e+00,1.40749061832654765e+00,1.40749061832654765e+00,3.75190470444220214e-01,6.24809529555780174e-01,mixed,rho<1e+03
1330,2,21,1.36002315836574628e+00,1.36002315836574628e+00,1.36002315836574628e+00,3.79954870828791536e-01,6.20045129171208909e-01,mixed,rho<1e+03
1330,3,25,3.35483641692647772e-01,3.35483641692647772e-01,3.35483641692647772e-01,3.40371113720770113e-01,6.59628886279230331e-01,mixed,rho<1e+03
1330,4,26,1.93312031935829631e-01,1.93312031935829631e-01,1.93312031935829631e-01,5.91088290196155941e-01,4.08911709803845169e-01,mixed,rho<1e+03
1335,0,0,3.88795704949461740e+00,3.88795704949461740e+00,3.88795704949461740e+00,3.22234291015496166e-01,6.77765708984503723e-01,mixed,rho<1e+03
1335,1,20,1.40922383329930168e+00,1.40922383329930168e+00,1.40922383329930168e+00,3.86317512793903639e-01,6.13682487206096527e-01,mixed,rho<1e+03
1335,2,21,1.36300103470851508e+00,1.36300103470851508e+00,1.36300103470851508e+00,3.87223209097036114e-01,6.12776790902964219e-01,mixed,rho<1e+03
1335,3,25,3.13034301278741156e-01,3.13034301278741156e-01,3.13034301278741156e-01,3.50521104255681282e-01,6.49478895744318940e-01,mixed,rho<1e+03
1335,4,26,1.97114482941021074e-01,1.97114482941021074e-01,1.97114482941021074e-01,5.53703882837883521e-01,4.46296117162116812e-01,mixed,rho<1e+03
1340,0,0,3.87927434597317555e+00,3.87927434597317555e+00,3.87927434597317555e+00,3.30039258061095131e-01,6.69960741938904980e-01,mixed,rho<1e+03
1340,1,20,1.41023565787768090e+00,1.41023565787768090e+00,1.41023565787768090e+00,3.96908918282240175e-01,6.03091081717759936e-01,mixed,rho<1e+03
1340,2,21,1.36697995959769925e+00,1.36697995959769925e+00,1.36697995959769925e+00,3.93783550792867310e-01,6.06216449207132912e-01,mixed,rho<1e+03
1340,3,25,2.94542664058267067e-01,2.94542664058267067e-01,2.94542664058267067e-01,3.88932951252558612e-01,6.11067048747441666e-01,mixed,rho<1e+03
1340,4,26,1.99108481571740714e-01,1.99108481571740714e-01,1.99108481571740714e-01,4.90335321611239494e-01,5.09664678388761061e-01,mixed,rho<1e+03
1345,0,0,3.87130066329731726e+00,3.87130066329731726e+00,3.87130066329731726e+00,3.36686325913211348e-01,6.63313674086788652e-01,mixed,rho<1e+03
