sweep_region,R,T,Delta_F,q_out_factor,q_out_factor_diagnostic,q_out_factor_applied,full_two_channel_scattering_used_rate,max_scattering_unitarity_error,max_Q_closed_abs,harmonic_case_count,c1_case_count,harmonic_valid_rate_all,harmonic_valid_rate_nonstrong,harmonic_valid_rate_strong,fermionic_regular_cell_harmonic_consistent_all_cases,fermionic_regular_cell_harmonic_consistent_nonstrong_modes,fermionic_strong_readout_perturbs_harmonic_projection,fermionic_max_f_AB_projection_error_regular_nonstrong,fermionic_max_f_AB_projection_error_regular_strong,readout_off_decay_max_abs,readout_strong_decay_min_abs,c1_area_valid_rate,c1_calibrated_rate,c1_readout_off_max_epsilon_c_abs,fermionic_c1_area_sweep_detected_all_cases,tau_is_step_used_any,external_c_used_any,f_A_or_f_B_used_any,f_consistency_tol,c_tol,distance_to_R_137,distance_to_R_128_nominal,score_C,stability_depth,classification_C
coarse,0.608,0.392,1.7885122182010058,-0.21599999999999997,-0.21599999999999997,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277387234454929e-06,9.048716378805139e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08917787912824737,0.07867146567112504,0.9952977074917333,0.00204699625696754,flat
coarse,0.609,0.39099999999999996,1.7905610387095585,-0.2179999999999998,-0.2179999999999998,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2772809645313634e-06,9.048272910088705e-06,4.4544900995234305e-18,0.0004000400053340933,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08817787912824737,0.07767146567112504,0.9952889620834403,0.0020508123003699307,flat
coarse,0.61,0.39,1.792610797291691,-0.21999999999999997,-0.21999999999999997,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2771650799326867e-06,9.047791230687215e-06,5.7272015565301244e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08717787912824737,0.07667146567112504,0.9952794252415194,0.00205497372265259,flat
coarse,0.611,0.3890000000000001,1.7946615038610974,-0.22199999999999986,-0.22199999999999986,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2770395676484863e-06,9.04727128765522e-06,4.4544900995234305e-18,0.0004000400053340917,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08617787912824737,0.07567146567112504,0.9952690958430925,0.0020594810237212877,flat
coarse,0.612,0.3879999999999999,1.7967131683703765,-0.2240000000000002,-0.2240000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.276904414265325e-06,9.04755606624017e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08517787912824737,0.07467146567112504,0.995257972727673,0.002064334720739118,flat
coarse,0.613,0.387,1.798765800811534,-0.2260000000000001,-0.2260000000000001,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.27676558872494e-06,9.048175305557267e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,4.440892098500626e-16,True,False,False,False,3e-06,5e-12,0.08417787912824737,0.07367146567112504,0.995246547097324,0.0020693204800413412,flat
coarse,0.614,0.386,1.8008194112164937,-0.2280000000000002,-0.2280000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.276917237472014e-06,9.04875668999148e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08317787912824737,0.07267146567112504,0.9952590280890556,0.002063874199553218,flat
coarse,0.615,0.3849999999999999,1.80287400965761,-0.2300000000000002,-0.2300000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2770593497116945e-06,9.049300165112642e-06,4.4544900995234305e-18,0.0004000400053340917,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08217787912824737,0.07167146567112503,0.9952707238818211,0.002058770615188735,flat
coarse,0.616,0.38399999999999984,1.804929606248186,-0.23200000000000026,-0.23200000000000026,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277191911619231e-06,9.049805676028769e-06,3.181778642516736e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08117787912824737,0.07067146567112503,0.9952816334013183,0.002054010183642662,flat
coarse,0.617,0.38299999999999995,1.8069862111429988,-0.23400000000000004,-0.23400000000000004,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2773149093054113e-06,9.050273166962632e-06,5.090845828026778e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.08017787912824736,0.06967146567112503,0.9952917555637848,0.00204959336653001,flat
coarse,0.618,0.38199999999999995,1.8090438345388267,-0.23599999999999982,-0.23599999999999982,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2774283285561007e-06,9.050702581769852e-06,3.818134371020083e-18,0.00040004000533408945,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.07917787912824736,0.06867146567112503,0.995301089254545,0.0020455206397506334,flat
coarse,0.619,0.38099999999999995,1.8111024866749839,-0.23800000000000004,-0.23800000000000004,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2775321549895134e-06,9.05109386354189e-06,3.818134371020083e-18,0.00040004000533409075,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.07817787912824736,0.06767146567112503,0.9953096333409353,0.002041792487852216,flat
coarse,0.62,0.37999999999999984,1.81316217783386,-0.24000000000000027,-0.24000000000000027,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2776263743992263e-06,9.051446954812677e-06,3.818134371020083e-18,0.0004000400053340917,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.07717787912824736,0.06667146567112503,0.9953173867005107,0.002038409391726263,flat
coarse,0.621,0.379,1.8152229183414634,-0.242,-0.242,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277710971908583e-06,9.051761797461588e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.07617787912824736,0.06567146567112503,0.9953243481514416,0.0020353718589825494,flat
coarse,0.622,0.378,1.8172847185679728,-0.24399999999999988,-0.24399999999999988,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2777859327780512e-06,9.052038332580539e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.07517787912824736,0.06467146567112503,0.9953305165189307,0.0020326803949719564,flat
coarse,0.628,0.37199999999999994,1.829678360460631,-0.25600000000000006,-0.25600000000000006,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2780324812928003e-06,9.034489793623176e-06,4.4544900995234305e-18,0.00040004000533409075,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06917787912824735,0.05867146567112502,0.9953508038439483,0.0020238284775727314,flat
coarse,0.629,0.37099999999999994,1.8317478729128407,-0.2580000000000002,-0.2580000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2732062709972278e-06,9.035722042291717e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06817787912824735,0.05767146567112502,0.9949535051579352,0.0021972136514019414,flat
coarse,0.63,0.36999999999999994,1.8338185297033656,-0.26000000000000006,-0.26000000000000006,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2780368747925456e-06,9.052864282231279e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06717787912824735,0.05667146567112502,0.9953511653559147,0.0020236707416036006,flat
coarse,0.631,0.36900000000000005,1.8358903416256063,-0.26199999999999996,-0.26199999999999996,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2780244141057536e-06,9.052793299265343e-06,5.090845828026778e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06617787912824735,0.05567146567112502,0.9953501400478256,0.002024118107207006,flat
coarse,0.632,0.36799999999999994,1.8379633195229537,-0.2640000000000002,-0.2640000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2780021600173932e-06,9.052683385254443e-06,3.818134371020083e-18,0.00040004000533408945,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06517787912824735,0.05467146567112502,0.9953483088990109,0.0020249170808799744,flat
coarse,0.633,0.36699999999999994,1.8400374742894032,-0.26600000000000007,-0.26600000000000007,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277970095856827e-06,9.052534474203382e-06,3.818134371020083e-18,0.0004000400053340914,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.06417787912824735,0.05367146567112502,0.9953456705275443,0.0020260682675324816,flat
coarse,0.634,0.366,1.842112816870181,-0.2679999999999998,-0.2679999999999998,False,1.0,8.326672684688674e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277928204776497e-06,9.052346499391627e-06,3.818134371020083e-18,0.0004000400053340901,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.06317787912824735,0.05267146567112502,0.9953422235324123,0.002027572281265062,flat
coarse,0.635,0.36500000000000005,1.8441893582623698,-0.26999999999999996,-0.26999999999999996,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277876469808049e-06,9.05211939331983e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06217787912824735,0.051671465671125016,0.9953379664981054,0.002029429743370773,flat
coarse,0.636,0.36400000000000005,1.8462671095155474,-0.27199999999999996,-0.27199999999999996,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2778148739132384e-06,9.051853087873063e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06117787912824735,0.050671465671125016,0.9953328979987804,0.002031641280524004,flat
coarse,0.637,0.36299999999999993,1.8483460817324293,-0.2740000000000002,-0.2740000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2777433997257114e-06,9.051547514202587e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.06017787912824735,0.049671465671125015,0.9953270165769859,0.0020342075340688093,flat
coarse,0.638,0.3620000000000001,1.850426286069518,-0.2759999999999998,-0.2759999999999998,False,1.0,4.163336342344337e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277662029735823e-06,9.051202602746237e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.059177879128247346,0.048671465671125014,0.9953203207588409,0.0020371291534010197,flat
coarse,0.639,0.36099999999999993,1.8525077337377638,-0.2780000000000002,-0.2780000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277570746216126e-06,9.050818283155133e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.058177879128247345,0.04767146567112501,0.9953128090478751,0.0020404067986619845,flat
coarse,0.64,0.36,1.8545904360032246,-0.28000000000000014,-0.28000000000000014,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277469531377468e-06,9.050394484506824e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.057177879128247344,0.04667146567112501,0.995304479937846,0.002044041135151324,flat
coarse,0.641,0.35900000000000004,1.856674404187742,-0.282,-0.282,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277358367119534e-06,9.04993113505748e-06,3.818134371020083e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.05617787912824734,0.04567146567112501,0.9952953318921798,0.00204803284230356,flat
coarse,0.642,0.3579999999999999,1.8587596496696208,-0.2839999999999999,-0.2839999999999999,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2772372353134645e-06,9.049428162360019e-06,3.818134371020083e-18,0.0004000400053340914,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.05517787912824734,0.04467146567112501,0.9952853633671992,0.0020523826035587856,flat
coarse,0.643,0.357,1.860846183884313,-0.28600000000000003,-0.28600000000000003,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277106117416109e-06,9.048948521321476e-06,4.4544900995234305e-18,0.00040004000533409075,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.05417787912824734,0.04367146567112501,0.9952745727803478,0.002057091120233917,flat
coarse,0.644,0.35599999999999987,1.8629340183251175,-0.28800000000000026,-0.28800000000000026,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.276964994877771e-06,9.049603053718298e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.05317787912824734,0.04267146567112501,0.9952629585437137,0.002062159096900911,flat
coarse,0.645,0.35500000000000004,1.865023164543879,-0.29,-0.29,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2769402123530043e-06,9.050218512605467e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.05217787912824734,0.04167146567112501,0.9952609189359016,0.0020630491042281864,flat
coarse,0.646,0.35400000000000004,1.8671136341517032,-0.292,-0.292,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277090659126289e-06,9.05079482382319e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.05117787912824734,0.04067146567112501,0.9952733005944847,0.002057646247098927,flat
coarse,0.647,0.353,1.8692054388196726,-0.2939999999999998,-0.2939999999999998,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277231241441128e-06,9.051331912678459e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.05017787912824734,0.039671465671125006,0.9952848700963752,0.002052597843185432,flat
coarse,0.648,0.352,1.871298590279576,-0.29600000000000004,-0.29600000000000004,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277361940289614e-06,9.051829703723219e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.04917787912824734,0.038671465671125005,0.9952956259422358,0.0020479045343594206,flat
coarse,0.649,0.35100000000000003,1.873393100324644,-0.2980000000000001,-0.2980000000000001,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.27748273643756e-06,9.05228812053029e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.048177879128247336,0.037671465671125004,0.9953055666096917,0.002043566973386635,flat
coarse,0.65,0.34999999999999987,1.8754889808102944,-0.30000000000000027,-0.30000000000000027,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2775936105544207e-06,9.052707086295766e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.047177879128247335,0.036671465671125,0.9953146905639971,0.0020395858192777828,flat
coarse,0.651,0.3489999999999999,1.8775862436548836,-0.3020000000000001,-0.3020000000000001,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.277694543145651e-06,9.053086522970374e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.046177879128247334,0.035671465671125,0.9953229962524405,0.0020359617397345668,flat
coarse,0.652,0.3480000000000001,1.8796849008404715,-0.3039999999999998,-0.3039999999999998,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2777855143640397e-06,9.053426352208668e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,6.661338147750939e-16,True,False,False,False,3e-06,5e-12,0.045177879128247334,0.034671465671125,0.9953304820887916,0.002032695417941132,flat
coarse,0.653,0.347,1.8817849644135918,-0.30600000000000005,-0.30600000000000005,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.27786650426338e-06,9.053726494462041e-06,3.818134371020083e-18,0.00040004000533408945,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.04417787912824733,0.033671465671125,0.9953371464741487,0.00202978754347293,flat
coarse,0.654,0.34599999999999986,1.8838864464860314,-0.3080000000000003,-0.3080000000000003,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2779374927727353e-06,9.053986869674833e-06,3.818134371020083e-18,0.00040004000533409075,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.04317787912824733,0.032671465671125,0.995342987794791,0.002027238813239164,flat
coarse,0.655,0.34500000000000003,1.885989359235621,-0.3099999999999999,-0.3099999999999999,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2779984593275075e-06,9.054207396835239e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.04217787912824733,0.031671465671125,0.9953480043917917,0.0020250499447468768,flat
coarse,0.656,0.3439999999999999,1.888093714907036,-0.3120000000000002,-0.3120000000000002,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.278049383546903e-06,9.054387994267166e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.04117787912824733,0.030671465671124998,0.9953521946167336,0.0020232216517963707,flat
coarse,0.657,0.3429999999999999,1.8901995258126025,-0.3140000000000002,-0.3140000000000002,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2780902445598354e-06,9.054528579290506e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.04017787912824733,0.029671465671124997,0.9953555567762098,0.00202175466870279,flat
coarse,0.658,0.342,1.8923068043331182,-0.316,-0.316,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2781210214749028e-06,9.035929764209454e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.03917787912824733,0.028671465671124996,0.9953580891704651,0.002020649733441691,flat
coarse,0.659,0.34099999999999986,1.8944155629186812,-0.31800000000000006,-0.31800000000000006,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2781416931048955e-06,9.035863680433376e-06,4.4544900995234305e-18,0.00040004000533409075,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.03817787912824733,0.027671465671124995,0.9953597900706947,0.0020199075975602452,flat
coarse,0.66,0.3400000000000001,1.8965258140895267,-0.31999999999999995,-0.31999999999999995,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.273330473485515e-06,9.037133638951252e-06,4.4544900995234305e-18,0.00040004000533409265,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.037177879128247326,0.026671465671124994,0.9949637341945585,0.002192748727863548,flat
coarse,0.661,0.3389999999999999,1.8986375704368803,-0.3220000000000001,-0.3220000000000001,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2781526345559064e-06,9.054689115565341e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.036177879128247326,0.025671465671124993,0.9953606903509731,0.0020195147882624167,flat
coarse,0.662,0.338,1.9007508446238126,-0.3239999999999999,-0.3239999999999999,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2781428609767377e-06,9.054628371294737e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.035177879128247325,0.024671465671124992,0.995359886165167,0.0020198656697091814,flat
coarse,0.663,0.33699999999999997,1.902865649386115,-0.32600000000000007,-0.32600000000000007,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.278122895355547e-06,9.054527101821873e-06,3.818134371020083e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.034177879128247324,0.02367146567112499,0.9953582433571303,0.002020582458745853,flat
coarse,0.664,0.33599999999999985,1.904981997533176,-0.3280000000000003,-0.3280000000000003,False,1.0,5.551115123125783e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.278092715221757e-06,9.054385218541312e-06,4.4544900995234305e-18,0.000400040005334092,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.03317787912824732,0.02267146567112499,0.9953557600684118,0.002021665968065205,flat
coarse,0.665,0.3349999999999998,1.9070999019488772,-0.3300000000000001,-0.3300000000000001,False,1.0,6.245004513516506e-17,0.0,16,48,0.875,1.0,0.5,False,True,True,2.2780522981897733e-06,9.054202632384523e-06,3.818134371020083e-18,0.0004000400053340901,1.0,0.25,8.881784197001252e-16,True,False,False,False,3e-06,5e-12,0.03217787912824732,0.02167146567112499,0.9953524344426378,0.0020231170103892394,flat
