step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5
29,0.41710503256030695,0.417105032560307,1.2869821414210973e-15,2.724802362864159e-08,0.3034884893334423,0.3034884893334423,1.0965746841238034e-15,2.5771377003140964e-08,0.20232565955562826,0.202325659555628,7.650168909267202e-16,1.7567069052393762e-08,0.2023256595556276,0.20232565955562798,5.607673809239017e-16,1.1550357476953898e-08,1.4940550597670945e-09,2.26026444735645e-09,2.8394165854253407e-24,2.0346696219679085e-09
30,0.4171050325603074,0.4171050325603074,1.3885866494247423e-15,2.905232691574157e-08,0.30348848933344263,0.30348848933344275,1.2044889760139935e-15,2.6136317155946285e-08,0.20232565955562873,0.20232565955562823,8.05879144674843e-16,2.0191262802841977e-08,0.20232565955562762,0.2023256595556282,5.765656243439248e-16,1.229692187092117e-08,1.2622407880182326e-09,1.851937825059544e-09,1.0498272151582158e-23,2.175175928140905e-09
31,0.41710503256030734,0.41710503256030734,1.484974703139977e-15,2.994070961147417e-08,0.30348848933344286,0.30348848933344275,1.2562306935666703e-15,2.658474284712842e-08,0.2023256595556288,0.20232565955562828,9.058318919967186e-16,2.0610738970371126e-08,0.2023256595556276,0.20232565955562823,5.159674663462549e-16,1.3546717691721335e-08,1.200542450439367e-09,1.5648736806941057e-09,1.2059666045527605e-23,2.0036210553840285e-09
32,0.4171050325603074,0.4171050325603074,1.5810688069513359e-15,3.175033747845821e-08,0.30348848933344275,0.30348848933344275,1.3395979013141532e-15,2.6479568996680678e-08,0.2023256595556287,0.20232565955562826,9.595399843161895e-16,2.1280578210725553e-08,0.2023256595556275,0.20232565955562812,5.907641258261108e-16,1.2974144722414196e-08,2.448982836377345e-09,2.046748740604113e-09,1.2361652943112767e-23,1.3718364768081757e-09
33,0.41710503256030723,0.41710503256030723,1.7203940561682269e-15,3.264443373076258e-08,0.303488489333443,0.30348848933344286,1.3037510715815939e-15,2.7438886988445225e-08,0.2023256595556287,0.20232565955562834,1.0248382638841941e-15,2.0521107581231636e-08,0.20232565955562765,0.2023256595556283,5.746876154760821e-16,9.582143050375276e-09,2.3962187984040856e-09,2.7851905484591314e-09,7.49484062650493e-24,1.3476316570481022e-09
34,0.4171050325603073,0.41710503256030734,1.8116770109700197e-15,3.3563831421630546e-08,0.3034884893334431,0.30348848933344286,1.356224097492628e-15,2.786900210274958e-08,0.20232565955562862,0.20232565955562834,1.0450525554737767e-15,2.0308674616034468e-08,0.20232565955562776,0.20232565955562828,5.05346177141894e-16,1.130517784689158e-08,3.216528574678256e-09,1.8817365234422323e-09,1.1291351564874142e-23,2.4466910188765034e-09
35,0.41710503256030756,0.41710503256030756,1.9837383698537673e-15,3.561335194649831e-08,0.3034884893334432,0.303488489333443,1.5225182271572958e-15,2.891215018937065e-08,0.20232565955562887,0.20232565955562845,1.2414729952519928e-15,2.2555940683819136e-08,0.20232565955562776,0.20232565955562845,6.098279131087085e-16,1.1692016206717236e-08,1.8956800484309126e-09,2.8564419771861738e-09,1.6997338022261217e-23,1.225726704208027e-09
36,0.4171050325603077,0.4171050325603077,2.133991807697631e-15,3.75548289088278e-08,0.30348848933344336,0.3034884893334431,1.6824076157317703e-15,2.9601968112953014e-08,0.20232565955562926,0.20232565955562856,1.4210707801545206e-15,2.562473533294035e-08,0.20232565955562748,0.2023256595556285,6.704258960437514e-16,1.2223701636159942e-08,2.2437373415915746e-09,2.6353536721438234e-09,2.3113681116574225e-23,3.086938012875292e-09
37,0.41710503256030845,0.4171050325603085,2.3201693357143488e-15,3.914965437181969e-08,0.303488489333444,0.30348848933344375,1.7696031107491528e-15,3.042758775455499e-08,0.2023256595556295,0.202325659555629,1.4690653202879302e-15,2.5004620006702144e-08,0.20232565955562806,0.20232565955562892,6.207381619039501e-16,1.358511056617042e-08,2.0993789793252496e-09,3.452728389732873e-09,1.184815627725982e-23,1.9388920264440066e-09
38,0.4171050325603082,0.4171050325603081,2.521487091208789e-15,4.0851507447207395e-08,0.30348848933344363,0.3034884893334434,1.842805747697673e-15,3.161326281419324e-08,0.2023256595556295,0.2023256595556287,1.803389096891452e-15,2.8417901193065363e-08,0.20232565955562762,0.2023256595556287,6.097613292688916e-16,1.2831942431474252e-08,2.2647291668593955e-09,2.8092975392817967e-09,1.06523202924964e-23,2.270616516230294e-09
39,0.41710503256030823,0.4171050325603081,2.7625115216295793e-15,4.295728441023789e-08,0.3034884893334436,0.30348848933344336,1.970921970669593e-15,3.2913912273743795e-08,0.2023256595556294,0.20232565955562865,1.844418048651227e-15,2.8590750760676437e-08,0.20232565955562773,0.20232565955562862,5.9885393505315e-16,1.28325359072927e-08,3.314456777099053e-09,1.6968356144816577e-09,2.0489251290043582e-23,1.8237630396556044e-09
40,0.41710503256030823,0.41710503256030823,2.978006098571476e-15,4.403218077898533e-08,0.30348848933344336,0.30348848933344325,2.0551595177451213e-15,3.4042159743004036e-08,0.2023256595556293,0.20232565955562862,1.90134172156641e-15,2.9077084489787554e-08,0.2023256595556276,0.20232565955562853,6.220631618413148e-16,1.2627854534141761e-08,1.8514886076860789e-09,2.214220405941379e-09,2.569610472240057e-23,1.987320621713971e-09
41,0.4171050325603079,0.4171050325603079,3.1363083321749915e-15,4.48909403853578e-08,0.303488489333443,0.3034884893334428,2.0681304472517907e-15,3.5036700878936e-08,0.20232565955562903,0.20232565955562834,1.819967919708533e-15,2.8410721085629713e-08,0.20232565955562745,0.20232565955562828,5.908609482160514e-16,1.1282031501164855e-08,3.0547252922729353e-09,2.983640085103888e-09,9.102763545099517e-24,2.6823692530440365e-09
42,0.4171050325603081,0.41710503256030806,3.3519431121590536e-15,4.6125268241631835e-08,0.303488489333443,0.303488489333443,2.0982321543515968e-15,3.6326426289787475e-08,0.20232565955562912,0.20232565955562845,1.8272933357569925e-15,2.77796183872294e-08,0.2023256595556276,0.2023256595556284,5.850755280907078e-16,9.895173693369652e-09,3.215531811931798e-09,1.7199683436866332e-09,2.1502249732716808e-23,8.973207944473821e-10
43,0.41710503256030806,0.41710503256030806,3.620626094884386e-15,4.758065469380589e-08,0.30348848933344297,0.30348848933344286,2.29269148854852e-15,3.7893415272179695e-08,0.20232565955562912,0.20232565955562845,1.6875197105760711e-15,2.6548034492638182e-08,0.20232565955562754,0.20232565955562834,6.350173949764921e-16,1.0620637067921103e-08,1.4663517734726796e-09,1.308257958079957e-09,2.6322167355261788e-23,2.183796252710866e-09
44,0.41710503256030856,0.4171050325603087,3.899405792051824e-15,4.9457446658351866e-08,0.3034884893334432,0.3034884893334433,2.417080750682862e-15,3.952045120128777e-08,0.20232565955562942,0.2023256595556287,1.760203518553328e-15,2.785634475144471e-08,0.2023256595556277,0.20232565955562867,8.050077504527152e-16,1.0710930911529459e-08,3.3217006850313554e-09,2.794906126010099e-09,2.953237104792745e-23,1.6399549859051805e-09
45,0.4171050325603089,0.417105032560309,4.196007225297518e-15,5.127106066441102e-08,0.30348848933344363,0.30348848933344375,2.6910932872587414e-15,4.1116466713031255e-08,0.20232565955562987,0.20232565955562892,1.7220396912043803e-15,2.8917086049362266e-08,0.20232565955562798,0.20232565955562884,1.0834147272555799e-15,9.972373222611316e-09,1.6231825884262044e-09,1.658407392004282e-09,3.083694143439892e-23,1.4351269534435678e-09
46,0.417105032560309,0.41710503256030906,4.5612384170460285e-15,5.3335482881760486e-08,0.30348848933344363,0.3034884893334438,2.8667440328296817e-15,4.3175144625367205e-08,0.20232565955563006,0.202325659555629,1.7683238178440262e-15,2.9971316146719625e-08,0.20232565955562795,0.20232565955562898,1.2799999014691066e-15,9.118236533742784e-09,3.2478231204669897e-09,1.8406692140313344e-09,2.608917700878851e-23,1.592683479916559e-09
47,0.41710503256030884,0.4171050325603089,4.920305896280167e-15,5.519921542754307e-08,0.3034884893334435,0.3034884893334438,3.1609434296763424e-15,4.5122855973132896e-08,0.20232565955563028,0.20232565955562903,1.83881482049295e-15,3.217501796084743e-08,0.2023256595556279,0.20232565955562898,1.5170655272200988e-15,7.991834057107732e-09,2.5796584434985073e-09,3.2709707628917014e-09,2.7696133930173364e-23,2.4165016703652435e-09
48,0.41710503256030856,0.4171050325603087,5.365708084077532e-15,5.746220885292817e-08,0.30348848933344336,0.3034884893334438,3.3531903718755057e-15,4.6773686948485384e-08,0.2023256595556302,0.20232565955562898,1.9572817613118353e-15,3.2494726744591756e-08,0.20232565955562803,0.20232565955562895,1.7443445651680158e-15,8.257312771375583e-09,2.676927818619236e-09,2.998170796900527e-09,2.941113898530912e-23,2.3794221564450893e-09
49,0.4171050325603092,0.41710503256030934,5.870928751981758e-15,5.963332694823732e-08,0.3034884893334438,0.3034884893334444,3.7241712354780865e-15,4.894394037776556e-08,0.20232565955563073,0.2023256595556294,2.1862120953441947e-15,3.4693594580610317e-08,0.20232565955562842,0.20232565955562934,2.011189981263525e-15,1.149632346063839e-08,3.4251349470119495e-09,1.8144517115770782e-09,5.163902847078917e-23,2.841170918371657e-09
50,0.4171050325603094,0.41710503256030956,6.385360219784469e-15,6.180345842679294e-08,0.3034884893334438,0.3034884893334445,4.034037596778557e-15,5.1201763361026815e-08,0.20232565955563095,0.20232565955562942,2.240421242864091e-15,3.5473205639641455e-08,0.20232565955562845,0.2023256595556294,2.1808441410613755e-15,1.1268056197872225e-08,3.4316643185578267e-09,1.904125011656702e-09,3.209250376259279e-23,2.071161873676186e-09
51,0.4171050325603095,0.4171050325603097,6.955793413282556e-15,6.412064078528217e-08,0.30348848933344375,0.30348848933344436,4.361444119202785e-15,5.358647621388695e-08,0.20232565955563098,0.2023256595556294,2.373582131662465e-15,3.632416207487701e-08,0.20232565955562826,0.20232565955562928,2.2457704743405163e-15,1.160326487447742e-08,1.5122919424187414e-09,3.02926106740392e-09,4.63146794940462e-23,2.05937202484456e-09
52,0.41710503256030956,0.4171050325603098,7.597248521172576e-15,6.682993177787077e-08,0.30348848933344363,0.30348848933344436,4.752019607363113e-15,5.6275094331336184e-08,0.20232565955563117,0.2023256595556294,2.618341181492157e-15,3.754284158441833e-08,0.20232565955562826,0.20232565955562928,2.372730214767584e-15,1.2021256902871829e-08,1.992139280400694e-09,2.8885754758262163e-09,4.4499175124635545e-23,3.2926107569794854e-09
53,0.4171050325603094,0.4171050325603097,8.139250122789365e-15,6.926765698332721e-08,0.30348848933344347,0.30348848933344424,5.035756007319772e-15,5.848528241086347e-08,0.20232565955563117,0.20232565955562928,2.7984519461710644e-15,3.895168259176281e-08,0.20232565955562798,0.20232565955562926,2.5702447617131685e-15,1.2416743785263991e-08,1.4308276208329494e-09,2.4521191346228784e-09,2.9240778428831585e-23,1.6513749757274036e-09
54,0.4171050325603097,0.41710503256030984,8.856261718091951e-15,7.224441050322066e-08,0.30348848933344363,0.30348848933344447,5.558219749461184e-15,6.131830599711397e-08,0.20232565955563167,0.20232565955562948,3.1019117587995107e-15,4.105676443563002e-08,0.20232565955562784,0.20232565955562942,2.7049594332268897e-15,1.3389819799631678e-08,2.3224977844468037e-09,1.8629838039288553e-09,6.012119252504464e-23,1.7858445646988875e-09
55,0.4171050325603102,0.41710503256031034,9.571616602531626e-15,7.51671821439265e-08,0.3034884893334439,0.30348848933344474,5.8959452615731645e-15,6.404672640503791e-08,0.20232565955563198,0.20232565955562962,3.2629928814803015e-15,4.209422072254175e-08,0.2023256595556279,0.20232565955562962,2.793073928717493e-15,1.3702471292664755e-08,3.1757030019331937e-09,2.3797743087795913e-09,3.905564749981156e-23,7.708723256166699e-10
56,0.41710503256031006,0.4171050325603103,1.0413042060639581e-14,7.838470793310619e-08,0.3034884893334439,0.3034884893334448,6.464304443916852e-15,6.684882738108509e-08,0.20232565955563217,0.20232565955562964,3.548579450419675e-15,4.405536916523819e-08,0.20232565955562767,0.2023256595556295,3.102583855150381e-15,1.4070370449459521e-08,2.4299182081742634e-09,2.776080843491775e-09,4.7932350508836755e-23,1.394304679254916e-09
57,0.41710503256031023,0.4171050325603105,1.1301453277071057e-14,8.15995431191141e-08,0.30348848933344397,0.3034884893334449,7.011940929951458e-15,6.953923395132115e-08,0.20232565955563242,0.20232565955562973,3.869481592104587e-15,4.60608409889834e-08,0.20232565955562762,0.20232565955562967,3.4786328869170785e-15,1.532041140653439e-08,2.795452210533609e-09,2.0181092597140186e-09,5.546996064808782e-23,1.1020416312105154e-09
58,0.4171050325603102,0.41710503256031045,1.2247721956696905e-14,8.517031534776184e-08,0.3034884893334441,0.30348848933344486,7.513507599148777e-15,7.22942897584466e-08,0.2023256595556325,0.20232565955562973,4.110507487373115e-15,4.768866148761557e-08,0.20232565955562762,0.2023256595556297,3.8330062171507806e-15,1.545276578180415e-08,2.5261133942688948e-09,2.662598476748723e-09,4.259069303018334e-23,1.6698145753860672e-09
59,0.41710503256030995,0.4171050325603102,1.3295224101881969e-14,8.851438854894605e-08,0.3034884893334439,0.3034884893334448,8.078850879099082e-15,7.56408918557994e-08,0.2023256595556326,0.20232565955562964,4.346231547499356e-15,4.928269800636953e-08,0.2023256595556273,0.2023256595556296,4.175230844980394e-15,1.7554189151843084e-08,2.1740398863851593e-09,2.5127773628134083e-09,9.54831869728534e-23,1.932255740997123e-09
60,0.41710503256031034,0.4171050325603105,1.4373499509396953e-14,9.192617558420687e-08,0.3034884893334443,0.30348848933344497,8.623491343766404e-15,7.892289664478142e-08,0.20232565955563292,0.20232565955562976,4.570451106072144e-15,5.092693023762017e-08,0.20232565955562712,0.20232565955562973,4.4541634693488994e-15,1.8999979968825338e-08,3.359053456129074e-09,1.5244776286488572e-09,7.523680386414035e-23,1.0299010837720734e-09
61,0.41710503256031034,0.4171050325603106,1.561525500176902e-14,9.5678717573378e-08,0.3034884893334443,0.3034884893334451,9.326563646108879e-15,8.258643349705747e-08,0.20232565955563325,0.20232565955562987,4.915614610298467e-15,5.2773590066982705e-08,0.20232565955562692,0.20232565955562973,4.869356902027761e-15,2.0285715605656677e-08,1.586408752874226e-09,1.2852497524498972e-09,1.0226337924089911e-22,2.369147825097533e-09
62,0.41710503256031056,0.4171050325603107,1.6934486099756343e-14,9.976568540832681e-08,0.30348848933344474,0.30348848933344524,1.0001365809564661e-14,8.614937411408519e-08,0.20232565955563356,0.20232565955562998,5.353012707211041e-15,5.4819021506149414e-08,0.20232565955562662,0.2023256595556299,5.094187256095619e-15,2.2791066233462013e-08,2.629806970838988e-09,1.5168482796262107e-09,8.222848855679636e-23,2.1368208976989353e-09
63,0.4171050325603105,0.4171050325603106,1.84406225246247e-14,1.0396144354690464e-07,0.3034884893334447,0.3034884893334451,1.086956918332037e-14,9.014210011592374e-08,0.2023256595556335,0.20232565955562987,5.935422524681251e-15,5.685491854981661e-08,0.20232565955562634,0.20232565955562987,5.543655083085572e-15,2.3585521137218563e-08,3.3473837957334715e-09,2.5540385641769327e-09,8.631667710942727e-23,2.40961303550487e-09
64,0.41710503256031045,0.4171050325603106,2.0079099481720562e-14,1.0843122465401655e-07,0.3034884893334449,0.30348848933344513,1.1749547199318654e-14,9.428468522782887e-08,0.20232565955563384,0.2023256595556299,6.4775498866162606e-15,5.885517561327826e-08,0.2023256595556261,0.20232565955562987,5.899667061196493e-15,2.490473956217991e-08,3.0136428381471065e-09,3.0605525965723647e-09,1.337321911054075e-22,1.664920471076658e-09
