case_id,initial_deviation_deg,protocol,tau_mode,tau_kind,readout_mode,active_readout,step_count,chi_read_min,chi_read_max,max_abs_A_chi_tau,d_eff_chi_tau_max,rank_chi_tau,max_epsilon_c_abs,c1_calibrated,area_sweep_detected,area_expected,expected_rank,rank_matches_expectation,internal_sign_change_count,oscillation_detected,decay_rate_V_AB,max_Q_raw_abs,max_Q_closed_abs,tau_is_step_used,external_c_used,absolute_background_axis_used,f_A_or_f_B_used
wide_35deg,35.0,Protocol_F,tau_independent_c1,independent,readout_off,False,720,-0.6108652381980153,0.6108652381980153,1.1714684293572952,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_c1,independent,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,1.170344533434573,2,2,0.0001529103346937788,False,True,True,2,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_c1,independent,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,1.165863191379026,2,2,0.0007648005411386993,False,True,True,2,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_c1,independent,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,1.1492591924323157,2,2,0.003062925647902448,False,True,True,2,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_fast,independent,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.7746913097581598,2,2,0.33318456050212086,False,True,True,2,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_fast,independent,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.7732443675743887,2,2,0.33326521948110954,False,True,True,2,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_fast,independent,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.7674834893779545,2,2,0.33358770859725917,False,True,True,2,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_F,tau_independent_fast,independent,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.7462587790805877,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_disabled_control,disabled,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_disabled_control,disabled,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000575903e-05,3.73156339238718e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_disabled_control,disabled,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008332507,1.86578169619359e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_disabled_control,disabled,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.0004000400053340898,7.46312678477436e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_0deg,locked,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_0deg,locked,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_0deg,locked,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_0deg,locked,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_90deg,locked_offset,readout_off,False,720,-0.6108652381980153,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_90deg,locked_offset,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_90deg,locked_offset,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_locked_90deg,locked_offset,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,3.552713678800501e-15,1,1,2.220446049250313e-16,True,False,False,1,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_slow,independent,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.9949059858278423,2,2,0.999732275819128,False,True,True,2,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_slow,independent,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.9929976642354283,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_slow,independent,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.9854022064331809,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_slow,independent,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.957450995857227,2,2,1.0076861969796984,False,True,True,2,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_c1,independent,readout_off,False,720,-0.6108652381980153,0.6108652381980153,1.1714684293572952,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_c1,independent,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,1.170344533434573,2,2,0.0001529103346937788,False,True,True,2,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_c1,independent,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,1.165863191379026,2,2,0.0007648005411386993,False,True,True,2,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_c1,independent,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,1.1492591924323157,2,2,0.003062925647902448,False,True,True,2,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_fast,independent,readout_off,False,720,-0.6108652381980153,0.6108652381980153,0.7746913097581598,2,2,0.33318456050212086,False,True,True,2,True,15,True,0.0,0.0,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_fast,independent,readout_weak,True,720,-0.6105720917787161,0.6108652381980153,0.7732443675743887,2,2,0.33326521948110954,False,True,True,2,True,15,True,-2.0000100000575903e-05,4.664454240483975e-06,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_fast,independent,readout_normal,True,720,-0.6094008829463639,0.6108652381980153,0.7674834893779545,2,2,0.33358770859725917,False,True,True,2,True,15,True,-0.00010000250008332507,2.3322271202419874e-05,0.0,False,False,False,False
wide_35deg,35.0,Protocol_B,tau_independent_fast,independent,readout_strong,True,720,-0.6050284098165064,0.6108652381980153,0.7462587790805877,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.0004000400053340898,9.32890848096795e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_disabled_control,disabled,readout_off,False,720,-1.0471975511965976,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_disabled_control,disabled,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000575527e-05,1.0966227112321508e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_disabled_control,disabled,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008332539,5.483113556160754e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_disabled_control,disabled,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00040004000533408923,0.00021932454224643015,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_0deg,locked,readout_off,False,720,-1.0471975511965976,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_0deg,locked,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_0deg,locked,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_0deg,locked,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_90deg,locked_offset,readout_off,False,720,-1.0471975511965976,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_90deg,locked_offset,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_90deg,locked_offset,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_locked_90deg,locked_offset,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_slow,independent,readout_off,False,720,-1.0471975511965976,1.0471975511965976,2.9238053461063123,2,2,0.9997322758191278,False,True,True,2,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_slow,independent,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,2.918197217344932,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_slow,independent,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,2.8958758719668984,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_slow,independent,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,2.813733538845729,2,2,1.0076861969796989,False,True,True,2,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_c1,independent,readout_off,False,720,-1.0471975511965976,1.0471975511965976,3.4426827311724595,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_c1,independent,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,3.439379853358745,2,2,0.00015291033469400084,False,True,True,2,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_c1,independent,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,3.4262101950730557,2,2,0.0007648005411389214,False,True,True,2,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_c1,independent,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,3.3774147695970083,2,2,0.003062925647902226,False,True,True,2,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_fast,independent,readout_off,False,720,-1.0471975511965976,1.0471975511965976,2.276643849085204,2,2,0.33318456050212064,False,True,True,2,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_fast,independent,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,2.272391610830857,2,2,0.33326521948110943,False,True,True,2,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_fast,independent,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,2.255461683069907,2,2,0.3335877085972593,False,True,True,2,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_F,tau_independent_fast,independent,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,2.193087024236828,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_disabled_control,disabled,readout_off,False,720,-1.0471975511965976,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_disabled_control,disabled,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,-2.0000100000575527e-05,1.0966227112321508e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_disabled_control,disabled,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00010000250008332539,5.483113556160754e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_disabled_control,disabled,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,0.0,1,1,0.0,False,False,False,1,True,15,True,-0.00040004000533408923,0.00021932454224643015,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_0deg,locked,readout_off,False,720,-1.0471975511965976,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_0deg,locked,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_0deg,locked,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_0deg,locked,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,0.0,1,1,0.0,True,False,False,1,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_90deg,locked_offset,readout_off,False,720,-1.0471975511965976,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_90deg,locked_offset,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_90deg,locked_offset,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_locked_90deg,locked_offset,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,7.105427357601002e-15,1,1,3.3306690738754696e-16,True,False,False,1,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_slow,independent,readout_off,False,720,-1.0471975511965976,1.0471975511965976,2.9238053461063123,2,2,0.9997322758191278,False,True,True,2,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_slow,independent,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,2.918197217344932,2,2,1.0001293538666047,False,True,True,2,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_slow,independent,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,2.8958758719668984,2,2,1.0017183183396607,False,True,True,2,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_slow,independent,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,2.813733538845729,2,2,1.0076861969796989,False,True,True,2,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_c1,independent,readout_off,False,720,-1.0471975511965976,1.0471975511965976,3.4426827311724595,2,2,2.220446049250313e-15,True,True,True,2,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_c1,independent,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,3.439379853358745,2,2,0.00015291033469400084,False,True,True,2,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_c1,independent,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,3.4262101950730557,2,2,0.0007648005411389214,False,True,True,2,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_c1,independent,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,3.3774147695970083,2,2,0.003062925647902226,False,True,True,2,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_fast,independent,readout_off,False,720,-1.0471975511965976,1.0471975511965976,2.276643849085204,2,2,0.33318456050212064,False,True,True,2,True,15,True,7.95444660629184e-20,0.0,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_fast,independent,readout_weak,True,720,-1.0466950144777991,1.0471975511965976,2.272391610830857,2,2,0.33326521948110943,False,True,True,2,True,15,True,-2.0000100000575527e-05,1.3707783890401884e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_fast,independent,readout_normal,True,720,-1.0446872279080524,1.0471975511965976,2.255461683069907,2,2,0.3335877085972593,False,True,True,2,True,15,True,-0.00010000250008332539,6.853891945200942e-05,0.0,False,False,False,False
wide_60deg,60.0,Protocol_B,tau_independent_fast,independent,readout_strong,True,720,-1.0371915596854395,1.0471975511965976,2.193087024236828,2,2,0.33479494530801013,False,True,True,2,True,15,True,-0.00040004000533408923,0.00027415567780803766,0.0,False,False,False,False
