step,plane0_sigma0.085965,plane1_sigma0.085965,plane2_sigma0.085965,plane3_sigma0.085965,plane4_sigma0.343860
8620,3.28183286939637e-23,8.49480718374958e-24,7.277023590951779e-24,7.328846474106745e-24,0.9999999999999997
8640,3.3164661646330105e-23,8.61041440290216e-24,7.358818198014905e-24,7.397843269224756e-24,0.9999999999999997
8660,3.351889917510056e-23,8.726368640000496e-24,7.447419204880588e-24,7.47027054775868e-24,1.0
8680,3.387409959294369e-23,8.8459962768997e-24,7.526519426769569e-24,7.532864529925829e-24,1.0000000000000002
8700,3.4228574925939626e-23,8.968092591741153e-24,7.61339225686446e-24,7.60920562562535e-24,0.9999999999999999
8720,3.459393950983187e-23,9.09043428801756e-24,7.70161786784867e-24,7.676803185881666e-24,1.0
8740,3.494842251885712e-23,9.213079978223839e-24,7.790571073830418e-24,7.747673258722028e-24,1.0000000000000002
8760,3.5305587292334616e-23,9.335961221747843e-24,7.875113570418633e-24,7.818286584444459e-24,1.0000000000000002
8780,3.566417147033355e-23,9.4612751575987e-24,7.954246041168614e-24,7.890497285561988e-24,1.0000000000000002
8800,3.602330399961306e-23,9.585798097677929e-24,8.037030300667888e-24,7.959454047643921e-24,0.9999999999999998
8820,3.6381856806521983e-23,9.702525151034968e-24,8.119141489015734e-24,8.03279316622718e-24,0.9999999999999999
8840,3.6737233137504483e-23,9.820607960653988e-24,8.195857980871789e-24,8.104579718519923e-24,1.0000000000000002
8860,3.7094630460351e-23,9.934130574523755e-24,8.275269086102679e-24,8.176130873448306e-24,0.9999999999999999
8880,3.7447779363621557e-23,1.0043495732723689e-23,8.348852600355278e-24,8.244238352245038e-24,0.9999999999999998
8900,3.7798138142983115e-23,1.0149687886507018e-23,8.428036305492544e-24,8.313507030731926e-24,1.0000000000000004
8920,3.8148753548628957e-23,1.0253104931924917e-23,8.502155458526584e-24,8.383412256340746e-24,0.9999999999999997
8940,3.850084799784724e-23,1.0352442179008414e-23,8.574204767283843e-24,8.453346477038348e-24,0.9999999999999997
8960,3.884914836055723e-23,1.0447976994110375e-23,8.640593945276067e-24,8.522319981314376e-24,1.0000000000000002
8980,3.920206451006222e-23,1.0539480123117426e-23,8.716035353257148e-24,8.6005935597301e-24,0.9999999999999994
9000,3.9552819129308715e-23,1.0628688780838293e-23,8.781997909533294e-24,8.671890249766965e-24,0.9999999999999998
9020,3.990818746158078e-23,1.0718785171520529e-23,8.841919323397735e-24,8.740238957988469e-24,0.9999999999999999
9040,4.0266785284875975e-23,1.0805913071224202e-23,8.910469718806928e-24,8.812672640184002e-24,0.9999999999999999
9060,4.062566273163225e-23,1.0895212819486614e-23,8.971813662793783e-24,8.885223267661934e-24,0.9999999999999998
9080,4.099762331410491e-23,1.098680578142562e-23,9.032986492379646e-24,8.953913327204085e-24,0.9999999999999999
9100,4.137468982276435e-23,1.1076929419128021e-23,9.099700106983333e-24,9.02756843675279e-24,0.9999999999999997
9120,4.175665436706614e-23,1.1170809954690496e-23,9.160992273396312e-24,9.098853331342135e-24,0.9999999999999998
9140,4.2151978111511456e-23,1.1266619984989783e-23,9.228646839676878e-24,9.181594076743635e-24,0.9999999999999997
9160,4.254776095106286e-23,1.1364067821047525e-23,9.296338416805905e-24,9.26188769551519e-24,0.9999999999999999
9180,4.295351201792097e-23,1.1463721590918847e-23,9.363631728059846e-24,9.33651373098554e-24,1.0000000000000002
9200,4.337082047128584e-23,1.1570305735451453e-23,9.435856014706637e-24,9.410191797993937e-24,1.0
9220,4.38047935132344e-23,1.1681595520150753e-23,9.51381545351042e-24,9.491297200937322e-24,0.9999999999999998
9240,4.425303718867195e-23,1.179901869246445e-23,9.594505970581825e-24,9.577283112143752e-24,0.9999999999999998
9260,4.4707922915593905e-23,1.1922283279248381e-23,9.679227981486132e-24,9.663947121660935e-24,0.9999999999999999
9280,4.51740120075265e-23,1.2050477945047807e-23,9.773300051637063e-24,9.754780646590032e-24,0.9999999999999998
9300,4.565479671072522e-23,1.218661072912236e-23,9.860122877762545e-24,9.840677403947705e-24,0.9999999999999999
9320,4.614435764549279e-23,1.2328543852383517e-23,9.953099351870508e-24,9.927455854022361e-24,0.9999999999999999
9340,4.664775542685062e-23,1.2471002239589423e-23,1.0058114430745755e-23,1.0023714860867839e-23,0.9999999999999998
9360,4.7159744301830585e-23,1.2620220767977218e-23,1.0163130573137292e-23,1.011276057148926e-23,0.9999999999999997
9380,4.7679782884078e-23,1.2771986273951534e-23,1.0272552612789252e-23,1.0204855317747387e-23,0.9999999999999998
9400,4.820301966381627e-23,1.293024023214393e-23,1.0385843553301085e-23,1.0294022608275588e-23,1.0000000000000002
9420,4.8729394144771165e-23,1.3089901262440662e-23,1.0504716248783379e-23,1.0385038267695101e-23,0.9999999999999999
9440,4.9257920379534297e-23,1.3255957441287613e-23,1.0617350917236508e-23,1.047569489509011e-23,1.0
9460,4.979310710421728e-23,1.3416314576773863e-23,1.073805211200151e-23,1.0571089578262457e-23,0.9999999999999999
9480,5.0324631767299675e-23,1.357900843539036e-23,1.0854070983340468e-23,1.0660816377056233e-23,1.0
9500,5.085864414544929e-23,1.374315696756664e-23,1.0963788299124006e-23,1.0753262968728162e-23,1.0000000000000002
9520,5.1392732959620233e-23,1.3906045135553246e-23,1.1071924735449565e-23,1.0841623130731336e-23,0.9999999999999999
9540,5.1921928219115495e-23,1.4065986046487306e-23,1.1181205884559691e-23,1.093264921330116e-23,0.9999999999999998
9560,5.2448821074441217e-23,1.4222391732649397e-23,1.128681471819179e-23,1.1024099628863369e-23,1.0
9580,5.297493679336344e-23,1.4376645827839027e-23,1.1394553185380766e-23,1.1114186587341618e-23,0.9999999999999998
9600,5.349842162427031e-23,1.4527319702621644e-23,1.1495713252099429e-23,1.120622431416499e-23,0.9999999999999998
9620,5.400967101714114e-23,1.467097984754867e-23,1.1592569679940224e-23,1.129266615132362e-23,1.0
9640,5.452507558344236e-23,1.4814785375471083e-23,1.1688951869350098e-23,1.1379020586471902e-23,0.9999999999999998
9660,5.503474646898237e-23,1.4950452975246295e-23,1.1782760540367774e-23,1.1470346441886125e-23,1.0000000000000002
9680,5.554363637926761e-23,1.5082992487762105e-23,1.1871791866858633e-23,1.1552547103372007e-23,0.9999999999999999
9700,5.604957640342776e-23,1.521386589598103e-23,1.1957328059171838e-23,1.1639963863511266e-23,0.9999999999999998
9720,5.656933755985392e-23,1.5337993753804864e-23,1.204364545741756e-23,1.1730518831287853e-23,1.0000000000000002
9740,5.708858240958444e-23,1.5462528624535532e-23,1.2129104853871309e-23,1.1825782913273292e-23,0.9999999999999999
9760,5.760878768918613e-23,1.5585066473955473e-23,1.220881218260244e-23,1.192261415310628e-23,1.0
9780,5.812610053083293e-23,1.5711678729123923e-23,1.2295571890309369e-23,1.2014626745051238e-23,1.0
9800,5.865092783526792e-23,1.583538999819581e-23,1.2381422440721158e-23,1.2109851044296023e-23,0.9999999999999999
9820,5.918531936263364e-23,1.5958377247094475e-23,1.2469269617439772e-23,1.2205208635985493e-23,1.0
9840,5.972994608854604e-23,1.6083657857630492e-23,1.2568867331786269e-23,1.2310449771110529e-23,0.9999999999999994
9860,6.02776715224701e-23,1.6213243446760954e-23,1.2656976850357904e-23,1.239822575656196e-23,0.9999999999999994
9880,6.083653473482612e-23,1.6347758705815955e-23,1.2749999192855437e-23,1.2499618913103508e-23,1.0
9900,6.140465193154723e-23,1.6493327891005645e-23,1.2846938225153773e-23,1.2592654348565022e-23,0.9999999999999994
9920,6.19880862418699e-23,1.6641598647250154e-23,1.2941216537223511e-23,1.2679870608986879e-23,0.9999999999999998
9940,6.258614169672549e-23,1.679701865594983e-23,1.3040480125790482e-23,1.2784485271069891e-23,1.0
9960,6.319418426875591e-23,1.695279619255219e-23,1.314858587973414e-23,1.28849900140216e-23,0.9999999999999998
9980,6.381283501707197e-23,1.711918526974851e-23,1.3262147493363233e-23,1.2980690952363813e-23,1.0000000000000002
10000,6.444199735747155e-23,1.7292499492485318e-23,1.338236153512447e-23,1.3078245020068256e-23,0.9999999999999999
10020,6.507243247652271e-23,1.747195268755782e-23,1.3499046824032582e-23,1.3173581126092746e-23,0.9999999999999998
10040,6.571517333314771e-23,1.7652493510704556e-23,1.3622855086402446e-23,1.3272177033144335e-23,1.0
10060,6.636161460841425e-23,1.7845418179913184e-23,1.3750941996384246e-23,1.3367482533693815e-23,0.9999999999999999
10080,6.701088493544473e-23,1.8041446425554038e-23,1.387679615076891e-23,1.3469137821118315e-23,0.9999999999999998
10100,6.76669449717096e-23,1.8242103437926802e-23,1.4006833820854187e-23,1.357238331680132e-23,0.9999999999999997
10120,6.832768341664709e-23,1.8441563137325762e-23,1.4137724684917894e-23,1.3677288182519376e-23,1.0000000000000002
10140,6.90050566646435e-23,1.8646477174005132e-23,1.4279274398488043e-23,1.3787636367827962e-23,1.0000000000000002
10160,6.968830826475475e-23,1.8856444464149068e-23,1.4424788804072733e-23,1.3904279131051524e-23,0.9999999999999999
10180,7.038143825063018e-23,1.906477912202628e-23,1.4565303262884927e-23,1.4016058944961063e-23,0.9999999999999999
10200,7.107486033661831e-23,1.9274344310595677e-23,1.4706084074553045e-23,1.4120368848195337e-23,1.0
10220,7.176113181110296e-23,1.947975886040927e-23,1.484064203801718e-23,1.4222949115513618e-23,1.0
10240,7.245106378453287e-23,1.9684203619040767e-23,1.4972628805087244e-23,1.4338088771552977e-23,1.0
10260,7.313417435654517e-23,1.988350060502597e-23,1.510599984521863e-23,1.4452858272274156e-23,0.9999999999999998
10280,7.381963638386019e-23,2.008161731438435e-23,1.523173702698979e-23,1.456447135519304e-23,0.9999999999999998
10300,7.450248976687467e-23,2.0277496416687968e-23,1.535678853795225e-23,1.4672957317602145e-23,0.9999999999999998
10320,7.51739467364116e-23,2.0469134517192227e-23,1.5475602610570097e-23,1.4781934478252993e-23,0.9999999999999999
10340,7.584970900655364e-23,2.065443705613976e-23,1.5599003577354595e-23,1.4899969075887571e-23,0.9999999999999999
10360,7.651933367901777e-23,2.0833079619969536e-23,1.572047054613001e-23,1.501217486463514e-23,0.9999999999999998
10380,7.718715908078619e-23,2.100516259428633e-23,1.5840700820087566e-23,1.512682433948689e-23,1.0000000000000002
10400,7.784734757935053e-23,2.1178281125691724e-23,1.595894158620452e-23,1.523466543319487e-23,1.0000000000000002
10420,7.850553264775358e-23,2.1343802270886378e-23,1.6068463249489314e-23,1.534332773788578e-23,0.9999999999999997
10440,7.915914309692132e-23,2.1506155088514885e-23,1.6180589995004926e-23,1.5458775236118684e-23,0.9999999999999999
10460,7.981191989194634e-23,2.1665162820986114e-23,1.6294183940404935e-23,1.5570077976676832e-23,1.0
10480,8.047300719889854e-23,2.1821090518895544e-23,1.6405188659852937e-23,1.5679367358810602e-23,1.0
10500,8.112778751173369e-23,2.1975983173879392e-23,1.6514376353517566e-23,1.579475258356606e-23,0.9999999999999999
10520,8.177901082931734e-23,2.2130151281971066e-23,1.6624311736244022e-23,1.5909613568212053e-23,0.9999999999999998
10540,8.243130869065244e-23,2.2285801464012253e-23,1.673580054023034e-23,1.6027465406037078e-23,0.9999999999999998
10560,8.309251128507845e-23,2.2442799066328298e-23,1.6850481991998178e-23,1.6144591732183887e-23,0.9999999999999999
10580,8.376121972431653e-23,2.2608894858685995e-23,1.6963725495257423e-23,1.6259093434467566e-23,0.9999999999999994
10600,8.443165259638585e-23,2.2776814263934998e-23,1.708972882165405e-23,1.6379794997569192e-23,1.0
10620,8.510661467821792e-23,2.2948112098396236e-23,1.721596652715043e-23,1.6501522187780966e-23,0.9999999999999998
10640,8.579983003483324e-23,2.3122750791988067e-23,1.7352013074059705e-23,1.6634715791070212e-23,1.0
10660,8.650784348712148e-23,2.330656398485447e-23,1.7489233250434783e-23,1.6770032068815286e-23,0.9999999999999998
10680,8.722945509052772e-23,2.3497836724262895e-23,1.7632676587551613e-23,1.6900588781360368e-23,0.9999999999999999
10700,8.795615323386586e-23,2.3700582381708634e-23,1.7791478810752902e-23,1.702755485917344e-23,0.9999999999999999
10720,8.870154103002319e-23,2.3912251279533962e-23,1.7951048987747504e-23,1.7160017435919794e-23,0.9999999999999997
10740,8.946526700020578e-23,2.412755152182001e-23,1.8115627503616132e-23,1.729854961831733e-23,1.0000000000000002
10760,9.024815961597062e-23,2.4355548417655562e-23,1.8276588461276015e-23,1.7432410810905345e-23,0.9999999999999999
10780,9.102156763613748e-23,2.459134378173854e-23,1.8456563837555586e-23,1.757615797481429e-23,0.9999999999999993
10800,9.181161907572029e-23,2.4834660373611385e-23,1.8634191893659106e-23,1.7714442572841766e-23,0.9999999999999994
10820,9.261906384605263e-23,2.5084665326187008e-23,1.8814505616656824e-23,1.7860194227505918e-23,0.9999999999999998
10840,9.343638479599881e-23,2.5337892500690695e-23,1.8985159346699263e-23,1.799827415042285e-23,1.0
10860,9.426046510970215e-23,2.5596716377219692e-23,1.9150324732368025e-23,1.813228377910154e-23,1.0
10880,9.509534915873496e-23,2.585604188053134e-23,1.932807070585525e-23,1.828169811241668e-23,1.0000000000000004
10900,9.593154749482218e-23,2.6121915299701564e-23,1.949571514784929e-23,1.8424896245263286e-23,0.9999999999999994
10920,9.676957604702861e-23,2.6389719521462647e-23,1.9666414627351346e-23,1.856506985379997e-23,0.9999999999999999
10940,9.761777787045183e-23,2.6654864476976065e-23,1.983457102124842e-23,1.8705123953957717e-23,0.9999999999999999
10960,9.848406214958412e-23,2.691725593590588e-23,1.99947844035391e-23,1.8847741954468588e-23,0.9999999999999999
10980,9.934871760870252e-23,2.7181004866909904e-23,2.0162694403590247e-23,1.900165552848042e-23,1.0
11000,1.0021618078704482e-22,2.743474435161988e-23,2.0315434252613608e-23,1.9140494231420774e-23,0.9999999999999998
11020,1.0108463357852847e-22,2.7687126033214024e-23,2.0463958332084827e-23,1.9280443439055152e-23,1.0
11040,1.0195680061027011e-22,2.7938974631558403e-23,2.061979214468122e-23,1.9426996996808598e-23,0.9999999999999998
11060,1.0283525849230193e-22,2.818305718882792e-23,2.0776661614467813e-23,1.9581013014757074e-23,1.0
11080,1.037285531351811e-22,2.84204985362164e-23,2.0923015459776215e-23,1.9721868098018265e-23,1.0
11100,1.0461973520011837e-22,2.8651018079477705e-23,2.1072047337967555e-23,1.986659046462897e-23,0.9999999999999999
11120,1.0551609647070336e-22,2.888407815419797e-23,2.1213209654977996e-23,2.0009832090138994e-23,0.9999999999999998
11140,1.0640757153380603e-22,2.9104313142695495e-23,2.1353987295061022e-23,2.0152525707640762e-23,1.0
11160,1.0730977328708346e-22,2.932094222355444e-23,2.149163593458973e-23,2.0289232709201114e-23,0.9999999999999998
11180,1.0822356175567812e-22,2.9535140606577353e-23,2.1638973198181516e-23,2.0437514770145766e-23,0.9999999999999994
11200,1.0913822090911776e-22,2.9755811663075984e-23,2.177958734464419e-23,2.0571334415651982e-23,0.9999999999999999
11220,1.1006397318644608e-22,2.997616133195812e-23,2.1927265630224905e-23,2.0713293413618e-23,0.9999999999999998
11240,1.1098779371016817e-22,3.020124849851127e-23,2.207773399762318e-23,2.086531768515714e-23,0.9999999999999997
11260,1.1191492252109791e-22,3.0424369923082466e-23,2.224440522686447e-23,2.1024125008720345e-23,1.0000000000000002
11280,1.1285224346484861e-22,3.0657791793671043e-23,2.240784773756917e-23,2.1164664646006976e-23,1.0
11300,1.1380989463723353e-22,3.089157654961411e-23,2.2573688108131608e-23,2.132600569441814e-23,0.9999999999999999
11320,1.1477008702568002e-22,3.1126836064458666e-23,2.274907445645907e-23,2.14814997802165e-23,1.0
11340,1.1574232633811183e-22,3.1373766916180826e-23,2.291421373569783e-23,2.1632714380154087e-23,0.9999999999999998
11360,1.1672279189602873e-22,3.162684396284578e-23,2.3103340502263973e-23,2.1792093725629043e-23,0.9999999999999998
11380,1.1772465072419742e-22,3.189227314466689e-23,2.3284784148183916e-23,2.1933264443143666e-23,0.9999999999999999
11400,1.187258706195762e-22,3.2163542576756677e-23,2.3481346113206713e-23,2.2093430042789662e-23,1.0
11420,1.197242659130495e-22,3.2444323782206147e-23,2.3686902240759622e-23,2.2242241141261647e-23,0.9999999999999998
11440,1.2074196187285035e-22,3.2737382362678915e-23,2.389807523178794e-23,2.2397338648631212e-23,0.9999999999999998
11460,1.2177733208307264e-22,3.303568811660799e-23,2.41150835226549e-23,2.255040675149838e-23,0.9999999999999999
11480,1.228271501464255e-22,3.334513593278662e-23,2.4328192428348664e-23,2.2709712287405082e-23,0.9999999999999997
11500,1.2388287011129066e-22,3.367217436931997e-23,2.454782193765288e-23,2.287084834335603e-23,0.9999999999999998
11520,1.249444656424834e-22,3.4001570334433163e-23,2.476955025212542e-23,2.304141649843459e-23,1.0
11540,1.2602085362704508e-22,3.4334734200042046e-23,2.499965745641204e-23,2.32146671239377e-23,1.0
11560,1.2709173250294934e-22,3.4675908758285347e-23,2.521937962923095e-23,2.3367042943272898e-23,1.0
11580,1.281678299524049e-22,3.502000376947812e-23,2.5428407805262063e-23,2.352748044259597e-23,0.9999999999999998
11600,1.2926931214830774e-22,3.5362373356446464e-23,2.5648616265534323e-23,2.3703034219258564e-23,0.9999999999999997
11620,1.3037046587922036e-22,3.5704280226130046e-23,2.587135168064629e-23,2.3877817209543584e-23,0.9999999999999997
11640,1.3147719774042307e-22,3.60510891273414e-23,2.6084382453877063e-23,2.4039460700006785e-23,1.0000000000000002
11660,1.3258086424738838e-22,3.63929596388797e-23,2.629791905835373e-23,2.4213902755330653e-23,0.9999999999999997
11680,1.336933420724291e-22,3.673615777437133e-23,2.649687392877129e-23,2.4386267233413216e-23,0.9999999999999997
11700,1.3480605609351325e-22,3.7074735703893654e-23,2.6689906888413354e-23,2.4558605105346384e-23,1.0
11720,1.3593540155806145e-22,3.740497395663458e-23,2.6888884575711514e-23,2.4739382200521306e-23,0.9999999999999999
11740,1.3705271652049386e-22,3.772975526421296e-23,2.709035127969924e-23,2.4924619997306128e-23,0.9999999999999994
11760,1.3817445309036627e-22,3.804730820671381e-23,2.727900254327745e-23,2.5099033502429943e-23,0.9999999999999998
11780,1.3929033368556215e-22,3.83627175321118e-23,2.7465851227600925e-23,2.525632827117882e-23,0.9999999999999997
11800,1.4040500135642243e-22,3.8668384762135647e-23,2.7644946556557213e-23,2.542444231261761e-23,0.9999999999999998
11820,1.4152290260991013e-22,3.8970014825487385e-23,2.782863393939403e-23,2.5608633792737882e-23,0.9999999999999999
11840,1.4265271150185944e-22,3.92699051304705e-23,2.8001228692005467e-23,2.5763327706301994e-23,0.9999999999999999
11860,1.4376583370019444e-22,3.9563176853177795e-23,2.8192440154109424e-23,2.5925220318612162e-23,1.0
11880,1.4488765954104339e-22,3.985115188635168e-23,2.837145148938737e-23,2.608571501393985e-23,0.9999999999999997
11900,1.460192515297653e-22,4.013741564334603e-23,2.856702347702199e-23,2.6259161404333906e-23,0.9999999999999998
11920,1.4714807865459697e-22,4.0420222843102995e-23,2.875149783165645e-23,2.6434619499491244e-23,0.9999999999999997
11940,1.482794685822378e-22,4.0703216639663344e-23,2.8954495840366606e-23,2.661320972528306e-23,0.9999999999999999
11960,1.4942105032545648e-22,4.0997293074242313e-23,2.9149106360651203e-23,2.6788074555412924e-23,0.9999999999999999
11980,1.5056209375852378e-22,4.128598434401661e-23,2.935085025746084e-23,2.6966566233304414e-23,0.9999999999999997
12000,1.5172466133795013e-22,4.157646668292844e-23,2.957127171995586e-23,2.7158106364042794e-23,1.0
12020,1.5289191531632793e-22,4.187010758089753e-23,2.9780188378498423e-23,2.733835873617648e-23,0.9999999999999998
12040,1.5406647438084752e-22,4.2180357423019236e-23,3.000123233668703e-23,2.752376006559087e-23,1.0
12060,1.55234360802368e-22,4.250178652554466e-23,3.02240317896893e-23,2.769841424027442e-23,0.9999999999999999
12080,1.5641524934510708e-22,4.2824095240757793e-23,3.0452201002181214e-23,2.787306695493883e-23,1.0000000000000002
12100,1.576201616641124e-22,4.315906909524618e-23,3.0690806062447133e-23,2.8057864007441884e-23,0.9999999999999999
12120,1.5882829318891628e-22,4.3513013055051994e-23,3.092899671449384e-23,2.825258388617023e-23,0.9999999999999999
12140,1.6005449476933223e-22,4.387352677212597e-23,3.116960195872036e-23,2.8441423202988266e-23,1.0
12160,1.6129487072309995e-22,4.4246504837110695e-23,3.143016650194528e-23,2.8630802427343787e-23,0.9999999999999998
12180,1.6255365012791624e-22,4.46239757607711e-23,3.1692003291594156e-23,2.8825103651447314e-23,0.9999999999999999
12200,1.6382697204218908e-22,4.500928998203346e-23,3.195513860874298e-23,2.9019956506117534e-23,1.0
12220,1.6510448873418156e-22,4.5409041846287365e-23,3.2206752887222956e-23,2.9209161439077756e-23,0.9999999999999999
12240,1.6638345960567527e-22,4.5814630756778505e-23,3.2464593663763455e-23,2.9402883892881247e-23,0.9999999999999994
12260,1.6767024824004762e-22,4.6221959877173075e-23,3.272545161995713e-23,2.960533731089179e-23,0.9999999999999994
12280,1.6896150384725907e-22,4.663585277288212e-23,3.2988007427750814e-23,2.9808342885353285e-23,1.0
12300,1.7025736533287446e-22,4.706012193996097e-23,3.325043460699642e-23,3.000481033940473e-23,0.9999999999999998
12320,1.7154916329990928e-22,4.747573195928932e-23,3.3507373910639015e-23,3.021202488539562e-23,0.9999999999999999
12340,1.7283708820009918e-22,4.790033227226167e-23,3.374160545607354e-23,3.039691884133263e-23,0.9999999999999998
12360,1.7413541488942117e-22,4.832334507140839e-23,3.398440759995571e-23,3.059911178062571e-23,0.9999999999999997
12380,1.7543497268234243e-22,4.8742870409640004e-23,3.423081643081016e-23,3.080062305251537e-23,0.9999999999999999
12400,1.7672810655782604e-22,4.9164724694454475e-23,3.448199535305101e-23,3.0984579538296924e-23,0.9999999999999999
12420,1.7802131749992055e-22,4.9574440829825277e-23,3.47167436468245e-23,3.118161986484146e-23,0.9999999999999998
12440,1.793279699806327e-22,4.9984368854550524e-23,3.49721736173766e-23,3.138727789579709e-23,0.9999999999999998
12460,1.8063027634679751e-22,5.038504359266281e-23,3.5219246372500065e-23,3.159387586233109e-23,1.0
12480,1.819383437487819e-22,5.0785167267560195e-23,3.5465150040821096e-23,3.1798045583028874e-23,0.9999999999999997
12500,1.8325720550269278e-22,5.1176305730144916e-23,3.572414597577736e-23,3.2001027438413065e-23,1.0
12520,1.845664077230868e-22,5.1563833761193544e-23,3.596719703894428e-23,3.2200186969573396e-23,1.0
12540,1.858680981238309e-22,5.1948643965676804e-23,3.620146867235153e-23,3.239130247884791e-23,0.9999999999999998
12560,1.8718979281471746e-22,5.231716207675187e-23,3.6452979661323005e-23,3.2614723708960224e-23,0.9999999999999998
12580,1.8850384631452395e-22,5.2692111409074686e-23,3.670296118879857e-23,3.282209370621776e-23,0.9999999999999998
12600,1.898195576844224e-22,5.306335285993675e-23,3.694061264707998e-23,3.301881083478298e-23,1.0
12620,1.9114473818801512e-22,5.343238254377574e-23,3.718832734220178e-23,3.32190523718151e-23,0.9999999999999998
12640,1.924682387326622e-22,5.379806534667806e-23,3.744071718138005e-23,3.3431326347721744e-23,0.9999999999999999
12660,1.9379689495873192e-22,5.416608499465011e-23,3.7691880251970106e-23,3.365741953831451e-23,0.9999999999999998
12680,1.9513649179250287e-22,5.453857379692442e-23,3.7956274035413676e-23,3.389275858428011e-23,1.0
12700,1.964905912542147e-22,5.491595129288827e-23,3.823137339441058e-23,3.4131618868958056e-23,1.0
12720,1.9785850126815768e-22,5.529792208067028e-23,3.8503621041613336e-23,3.4344250929161667e-23,0.9999999999999999
12740,1.99232602845895e-22,5.568860461390654e-23,3.87785626368431e-23,3.457380403280852e-23,0.9999999999999997
12760,2.0063671000707092e-22,5.608749163082121e-23,3.9042992573519623e-23,3.4792040262005654e-23,0.9999999999999999
12780,2.020395178906231e-22,5.648879855238591e-23,3.9320964659408443e-23,3.5015759230447376e-23,0.9999999999999997
12800,2.034596213803313e-22,5.689793375529947e-23,3.960115967452642e-23,3.5237575509471905e-23,0.9999999999999998
12820,2.0487735936095234e-22,5.732162239045456e-23,3.9882736855885355e-23,3.546032203406746e-23,0.9999999999999999
12840,2.0631981008139338e-22,5.774477910040877e-23,4.019145883063008e-23,3.57011172607279e-23,0.9999999999999999
12860,2.0777140532935745e-22,5.81727662728918e-23,4.049843926214303e-23,3.594880456749365e-23,0.9999999999999998
12880,2.09227009222998e-22,5.861368088286184e-23,4.080827918724616e-23,3.6189709773704454e-23,0.9999999999999999
12900,2.1070090790548707e-22,5.906156483968501e-23,4.1126055067543465e-23,3.64309102088051e-23,0.9999999999999994
12920,2.1218858857581393e-22,5.952870435089693e-23,4.142678742889443e-23,3.6652743712983936e-23,0.9999999999999999
12940,2.136953874339096e-22,5.999728674131901e-23,4.174538681673306e-23,3.689805062443687e-23,0.9999999999999999
12960,2.152128433141719e-22,6.047800606787333e-23,4.2074264927607936e-23,3.7152482421929675e-23,1.0
12980,2.1672071477125937e-22,6.095951504300339e-23,4.2392644188218273e-23,3.7388731958989613e-23,1.0
13000,2.182467213747445e-22,6.144683970096818e-23,4.2720395092373976e-23,3.762558152087755e-23,1.0
13020,2.1977365317965155e-22,6.193032068744366e-23,4.3050049703012055e-23,3.7867578868652977e-23,0.9999999999999999
13040,2.213082225882584e-22,6.241827765231356e-23,4.3371803644646563e-23,3.810365212995636e-23,0.9999999999999994
13060,2.2285237407519125e-22,6.290522686599134e-23,4.3691718523004145e-23,3.8340219457776866e-23,1.0
13080,2.2440202510816653e-22,6.338711870469025e-23,4.400413074771709e-23,3.8585988902708983e-23,0.9999999999999998
13100,2.2594485119645825e-22,6.38706504823931e-23,4.4322022201285473e-23,3.8838320670254475e-23,0.9999999999999997
13120,2.2750405575632584e-22,6.43527115290884e-23,4.4631625075898314e-23,3.9090570192748825e-23,0.9999999999999997
13140,2.29048883165929e-22,6.483431030446745e-23,4.494588709354981e-23,3.933613243573886e-23,0.9999999999999998
13160,2.305858691836518e-22,6.531200243855414e-23,4.526226772842605e-23,3.9575743865807126e-23,0.9999999999999997
13180,2.321081647653017e-22,6.578601961751022e-23,4.5568906404340957e-23,3.981779009190491e-23,0.9999999999999998
13200,2.33612541927943e-22,6.625345781075039e-23,4.586896484894533e-23,4.0055233902629837e-23,0.9999999999999998
13220,2.3514642384588227e-22,6.670801819391545e-23,4.616262721483511e-23,4.030103851142565e-23,0.9999999999999998
13240,2.366607315869698e-22,6.716401297764843e-23,4.6471692651575253e-23,4.053718210312852e-23,1.0000000000000002
13260,2.381729793060112e-22,6.760827496468563e-23,4.6786692519710355e-23,4.077512860851727e-23,1.0
13280,2.396704464272343e-22,6.805124474510374e-23,4.709896033074842e-23,4.101350421764821e-23,0.9999999999999999
13300,2.4119069889598565e-22,6.84889541720262e-23,4.740541549135942e-23,4.1260416867843634e-23,0.9999999999999999
13320,2.42702958736175e-22,6.893220944598752e-23,4.771302358454545e-23,4.151753075746898e-23,0.9999999999999998
13340,2.4422433234540193e-22,6.936801337025167e-23,4.8023783269678884e-23,4.176123491501798e-23,0.9999999999999994
13360,2.4574760868403326e-22,6.979695318421513e-23,4.834647986277887e-23,4.201888783000573e-23,1.0
13380,2.472723772983143e-22,7.022959078134858e-23,4.866561987285811e-23,4.227078772725286e-23,0.9999999999999999
13400,2.488043403422198e-22,7.066395321697094e-23,4.899661977396968e-23,4.252757210727413e-23,0.9999999999999998
13420,2.503572410667345e-22,7.109878846097086e-23,4.9326721831199506e-23,4.2795914566851455e-23,1.0
13440,2.519381290955346e-22,7.153548097471749e-23,4.966442110527659e-23,4.3079522439355905e-23,1.0
13460,2.5352057853882084e-22,7.197935462547923e-23,5.0006274422022434e-23,4.334979495983098e-23,1.0
13480,2.5511140789574323e-22,7.243580882550591e-23,5.033559773935462e-23,4.3605926234822175e-23,1.0000000000000002
13500,2.567100287449265e-22,7.289574661089484e-23,5.0682052602509935e-23,4.3870183104458686e-23,0.9999999999999998
