step,r1_full,r2_full,r3_full,r4_full,r5_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp
9880,0.31001897739550066,0.31001897739289447,0.3100189773928057,0.3100189773903846,1.135779813661812e-09,3.820304763924561e-12,3.7471958677170456e-12,2.633928647267651e-12,2.5610738601386634e-12,4.835109711641073e-20
9920,0.31001897739552525,0.31001897739289763,0.31001897739280493,0.31001897739036655,2.29364211210159e-09,3.85543770283159e-12,3.779242100537004e-12,2.6580370425896304e-12,2.5840435324639822e-12,1.7505084876928116e-20
9960,0.31001897739554957,0.31001897739290096,0.3100189773927988,0.31001897739034456,1.2117019252456464e-09,3.893051917579751e-12,3.81276259422701e-12,2.682696551203194e-12,2.60728028411035e-12,3.91336726045155e-20
10000,0.31001897739557605,0.3100189773928988,0.31001897739279927,0.31001897739032136,2.969528692030336e-09,3.931233249819259e-12,3.847668060415374e-12,2.7080771470203087e-12,2.6318228672975414e-12,2.768577441600112e-20
10040,0.3100189773956012,0.3100189773928896,0.31001897739280354,0.3100189773902953,2.686759858135372e-09,3.969968189379843e-12,3.882878548669891e-12,2.733895829608221e-12,2.6572238400100505e-12,3.6868703700116176e-20
10080,0.3100189773956314,0.3100189773928874,0.31001897739280915,0.3100189773902718,2.4473450129588595e-09,4.0091811015535865e-12,3.9194868481795755e-12,2.7592663054128192e-12,2.683060139599986e-12,2.5334434127460215e-20
10120,0.31001897739565604,0.3100189773928846,0.3100189773928027,0.31001897739024165,1.8870445299018218e-09,4.049130026915148e-12,3.956325836718253e-12,2.7849367998736306e-12,2.7093477609138564e-12,3.621296316552984e-20
10160,0.3100189773956884,0.31001897739288947,0.3100189773928027,0.3100189773902164,3.0515107444771464e-09,4.090143632171213e-12,3.995096059593922e-12,2.811506881632121e-12,2.736076158380928e-12,4.750370836972792e-20
10200,0.31001897739571843,0.3100189773928845,0.31001897739281165,0.3100189773901894,2.8183398723498068e-09,4.130229060263805e-12,4.034509024745325e-12,2.8383670190620347e-12,2.763059303083451e-12,5.230273357918331e-20
10240,0.3100189773957462,0.31001897739287754,0.3100189773928232,0.310018977390162,1.8561703243273677e-09,4.168770689675184e-12,4.074058412298026e-12,2.8644598049360512e-12,2.789319847624699e-12,2.7272778294311994e-20
10280,0.3100189773957724,0.3100189773928789,0.3100189773928255,0.31001897739013473,1.7038495114779194e-09,4.206516100774415e-12,4.1134155885249175e-12,2.8899074727860134e-12,2.815019468975834e-12,1.848259623306803e-20
10320,0.3100189773957973,0.3100189773928875,0.3100189773928216,0.3100189773901089,4.162190440971347e-09,4.242560392530096e-12,4.152196497451025e-12,2.914723637549341e-12,2.8401153564018726e-12,7.275591758963542e-20
10360,0.31001897739582085,0.31001897739288803,0.31001897739282197,0.3100189773900833,3.4895176322348536e-09,4.277770371240408e-12,4.190763789568594e-12,2.939210776048387e-12,2.864565672014078e-12,2.38633519051628e-20
10400,0.3100189773958464,0.31001897739288425,0.3100189773928346,0.310018977390062,2.165280792968292e-09,4.3117383399573935e-12,4.228036316957033e-12,2.9638199575005436e-12,2.8882580948131237e-12,3.9318706981819126e-20
10440,0.31001897739586515,0.31001897739287954,0.3100189773928361,0.3100189773900372,3.156851562613227e-09,4.3444605752126236e-12,4.264421097863055e-12,2.987806520193071e-12,2.9113060795840037e-12,5.598878772412324e-20
10480,0.31001897739588535,0.3100189773928844,0.31001897739282985,0.31001897739001516,2.340138045659355e-09,4.377080885871046e-12,4.299672684598057e-12,3.0121894816381794e-12,2.9341951026704667e-12,4.8358512133885116e-20
10520,0.3100189773959052,0.31001897739289086,0.31001897739282325,0.3100189773899937,1.6835349620997106e-09,4.409789995899766e-12,4.334034956100368e-12,3.036346440755212e-12,2.9565347351735513e-12,5.554655323334382e-20
10560,0.3100189773959271,0.3100189773928891,0.3100189773928249,0.3100189773899736,2.615813145982953e-09,4.443322943906024e-12,4.367479588321269e-12,3.0606311035038012e-12,2.9791738385560397e-12,2.406023521581513e-20
10600,0.3100189773959492,0.3100189773928838,0.3100189773928264,0.3100189773899524,1.3721525512867825e-09,4.477916348165022e-12,4.400971971167757e-12,3.0851188168091625e-12,3.002389468491025e-12,3.5994959306061405e-20
10640,0.3100189773959725,0.3100189773928832,0.31001897739282097,0.3100189773899301,4.697163768366359e-09,4.513735053964124e-12,4.435086391751254e-12,3.1103222261606674e-12,3.026039514534197e-12,4.922869013411545e-20
10680,0.3100189773959988,0.3100189773928871,0.31001897739281287,0.3100189773899082,2.2462682499069234e-09,4.552053373826467e-12,4.469775396888496e-12,3.1367325526277755e-12,3.05047281384204e-12,3.23040488354897e-20
10720,0.3100189773960261,0.3100189773928863,0.3100189773928082,0.3100189773898837,3.064770486449553e-09,4.591859682777167e-12,4.504870994966805e-12,3.1646325018860694e-12,3.076585616200472e-12,4.369603137184058e-20
10760,0.31001897739605505,0.31001897739287826,0.3100189773928124,0.31001897738985784,1.6956899436744952e-09,4.633365561322843e-12,4.542072379323075e-12,3.1929564578818475e-12,3.103021550440106e-12,3.60668930034155e-20
10800,0.31001897739608414,0.3100189773928704,0.3100189773928138,0.3100189773898289,2.1691358996260434e-09,4.6763608184273656e-12,4.579562786952152e-12,3.221811643227086e-12,3.1302245476133333e-12,1.7252008662227913e-20
10840,0.31001897739611356,0.3100189773928701,0.3100189773928107,0.3100189773897993,1.7691557619967402e-09,4.720479372910462e-12,4.618072135636549e-12,3.2510331779195178e-12,3.1579065000014688e-12,4.2732515067229714e-20
10880,0.3100189773961463,0.3100189773928779,0.31001897739280965,0.31001897738977274,1.933598323126251e-09,4.7645126183964255e-12,4.657493173980672e-12,3.279931550050412e-12,3.1859519500052362e-12,1.560063381655282e-20
10920,0.3100189773961766,0.31001897739287654,0.3100189773928132,0.31001897738974366,2.320181380212316e-09,4.80830999339391e-12,4.697406406389661e-12,3.30825872584393e-12,3.2144099115360314e-12,3.5793276322689145e-20
10960,0.31001897739620454,0.310018977392869,0.31001897739282086,0.31001897738971257,2.5401721118316947e-09,4.851885612528827e-12,4.7379765737323865e-12,3.3363277985938234e-12,3.2429428317189744e-12,3.948636551203824e-20
11000,0.31001897739623396,0.31001897739287027,0.3100189773928255,0.3100189773896838,4.075255515927141e-09,4.894665381123486e-12,4.779388893269627e-12,3.3638806920419595e-12,3.2712993304115553e-12,2.0914470552883515e-20
11040,0.3100189773962609,0.3100189773928769,0.3100189773928206,0.3100189773896547,2.6181550047748484e-09,4.936183897525587e-12,4.820803587753395e-12,3.3909099605958703e-12,3.2992658162911234e-12,3.765991162901975e-20
11080,0.31001897739628775,0.3100189773928809,0.3100189773928186,0.3100189773896266,2.553464654819888e-09,4.976840498745925e-12,4.863210196300365e-12,3.417893719939252e-12,3.3270578003684913e-12,5.503107096005528e-20
11120,0.31001897739631307,0.3100189773928766,0.3100189773928242,0.310018977389599,2.1258659559663183e-09,5.016589151375721e-12,4.905357257915945e-12,3.444940408651138e-12,3.3544085015592847e-12,4.3586759312159047e-20
11160,0.3100189773963375,0.31001897739287093,0.3100189773928294,0.310018977389573,2.113679744689177e-09,5.055293929461635e-12,4.9465591369505834e-12,3.4720517931216876e-12,3.3815545767970916e-12,4.699173238728835e-20
11200,0.31001897739636297,0.31001897739287426,0.3100189773928254,0.31001897738954837,2.7442419633377723e-09,5.094469676340058e-12,4.98781716329696e-12,3.49963225163639e-12,3.4088334942049024e-12,3.94252237510558e-20
11240,0.3100189773963898,0.3100189773928811,0.31001897739281786,0.310018977389524,2.745837351472534e-09,5.1342775583336985e-12,5.0295440881306565e-12,3.5269184695312933e-12,3.4360092823753572e-12,5.736190072958792e-20
11280,0.31001897739641754,0.31001897739287987,0.3100189773928171,0.3100189773894992,1.4042020761778938e-09,5.175075687399852e-12,5.0707757571545455e-12,3.5552565656730806e-12,3.463550975745228e-12,3.9339755651541716e-20
11320,0.3100189773964476,0.31001897739287343,0.3100189773928217,0.31001897738947487,2.329535142197803e-09,5.217785630204245e-12,5.1122316382576894e-12,3.5843046927486006e-12,3.4909867657660843e-12,3.4124443153218306e-20
11360,0.31001897739647655,0.31001897739287104,0.3100189773928194,0.3100189773894482,1.3545866991093099e-09,5.261284185676388e-12,5.153622294652701e-12,3.61440071250499e-12,3.5189920901720346e-12,5.641620758788871e-20
11400,0.31001897739650675,0.3100189773928772,0.3100189773928105,0.3100189773894208,2.440711346443374e-09,5.306116992904192e-12,5.1951947373050165e-12,3.6457966825582726e-12,3.547597427805986e-12,5.532553877824223e-20
11440,0.31001897739653783,0.3100189773928784,0.3100189773928048,0.31001897738939155,2.8973340459889255e-09,5.352177516437672e-12,5.236523841026523e-12,3.6778997580570645e-12,3.5769513883101794e-12,4.707047517708398e-20
11480,0.3100189773965709,0.3100189773928704,0.31001897739281065,0.3100189773893617,2.4497989518593755e-09,5.39983922163746e-12,5.278806920882112e-12,3.7108820269267165e-12,3.607208766112383e-12,5.378926795363729e-20
11520,0.3100189773966058,0.3100189773928649,0.31001897739281614,0.3100189773893308,1.2290389341477536e-09,5.4488603046986485e-12,5.322051118314512e-12,3.743558317953939e-12,3.637954750201469e-12,4.6292190867804523e-20
11560,0.3100189773966397,0.3100189773928709,0.31001897739281065,0.3100189773892985,2.790574219680702e-09,5.498018053606765e-12,5.365621823614584e-12,3.776351126907749e-12,3.669133866815653e-12,3.11734261028559e-20
11600,0.31001897739667006,0.310018977392878,0.3100189773927987,0.310018977389263,2.870156585328773e-09,5.5475917322658224e-12,5.409287438235549e-12,3.8087191610407575e-12,3.700360953281701e-12,6.224972018263241e-20
11640,0.31001897739670353,0.310018977392879,0.31001897739280165,0.3100189773892305,2.549443816254965e-09,5.596395730851288e-12,5.453988747708778e-12,3.841027650102291e-12,3.732115430245677e-12,4.339332695758542e-20
11680,0.3100189773967335,0.3100189773928718,0.31001897739280715,0.3100189773891956,3.0698085710103666e-09,5.644504836858168e-12,5.499095820033925e-12,3.87214116336e-12,3.763428923994909e-12,3.5459352234982405e-20
11720,0.31001897739676526,0.31001897739287476,0.3100189773928087,0.3100189773891644,2.4345916642213226e-09,5.6916596184458e-12,5.544670949212322e-12,3.902685101788684e-12,3.794614129311963e-12,4.779854959580414e-20
11760,0.3100189773967955,0.31001897739288475,0.310018977392803,0.3100189773891335,1.4244407271065423e-09,5.7374832889844146e-12,5.590555712238223e-12,3.932683905434287e-12,3.825394707093437e-12,6.121810339269947e-20
11800,0.31001897739682144,0.31001897739288636,0.3100189773928,0.3100189773891017,9.02879517120046e-10,5.781517042493527e-12,5.6349765732343534e-12,3.962870600846743e-12,3.855741724885777e-12,3.440114738730537e-20
11840,0.3100189773968478,0.3100189773928795,0.31001897739280665,0.3100189773890715,1.8097634069737916e-09,5.824849273907746e-12,5.679761977979777e-12,3.9928196876747865e-12,3.885661583508865e-12,4.539247552141501e-20
11880,0.3100189773968732,0.31001897739287265,0.31001897739281065,0.31001897738904155,2.4923605211202066e-09,5.867014013133868e-12,5.723852898376318e-12,4.022688240772587e-12,3.915277356209816e-12,3.814383610763937e-20
11920,0.3100189773969017,0.3100189773928754,0.3100189773928095,0.3100189773890147,2.3818185043537736e-09,5.909222044807058e-12,5.768902292694565e-12,4.052315768697281e-12,3.94443734857416e-12,5.951211468026818e-20
11960,0.3100189773969297,0.3100189773928793,0.3100189773928034,0.310018977388987,2.6181565279172573e-09,5.9520024531574464e-12,5.81351380427486e-12,4.082347759449415e-12,3.973678518374092e-12,6.341779642002806e-20
12000,0.3100189773969609,0.31001897739287676,0.3100189773928067,0.3100189773889614,2.827980574321448e-09,5.995707847177209e-12,5.85802994307352e-12,4.113185903629324e-12,4.003008931601641e-12,2.816929185632786e-20
12040,0.31001897739699286,0.3100189773928695,0.31001897739281564,0.3100189773889355,2.390627096181036e-09,6.040781830561957e-12,5.901965969797318e-12,4.144692220539033e-12,4.032406664330415e-12,1.752882579347223e-20
12080,0.31001897739702405,0.3100189773928683,0.3100189773928148,0.31001897738890766,1.6285465713410353e-09,6.0863542743665225e-12,5.9452649120311405e-12,4.17663692113693e-12,4.062317723273142e-12,2.84791433605163e-20
12120,0.31001897739705775,0.31001897739287565,0.31001897739280476,0.31001897738887907,2.1537243096092753e-09,6.134119017077745e-12,5.98973369112221e-12,4.208943629634774e-12,4.0926218971992604e-12,4.4748036779396856e-20
12160,0.3100189773970905,0.3100189773928791,0.31001897739279644,0.3100189773888474,1.1898639157025409e-09,6.183386472960111e-12,6.034302406632826e-12,4.242093462893028e-12,4.12411380881122e-12,5.233607783476805e-20
12200,0.31001897739712525,0.31001897739287393,0.31001897739279866,0.31001897738881523,1.7078954950187964e-09,6.23392822684285e-12,6.07969413314426e-12,4.275972447976595e-12,4.156456574705175e-12,6.488914856889722e-20
12240,0.3100189773971588,0.3100189773928699,0.3100189773928007,0.31001897738878115,1.6033296701717654e-09,6.284625839340628e-12,6.125465277910414e-12,4.309375986985322e-12,4.188810066049437e-12,3.8441018107491264e-20
12280,0.3100189773971948,0.3100189773928781,0.31001897739279616,0.31001897738874884,1.2000892674262108e-09,6.335884183460464e-12,6.171642762119621e-12,4.342635908772805e-12,4.2215671086809965e-12,5.83037690643595e-20
12320,0.31001897739722867,0.31001897739288775,0.31001897739278644,0.3100189773887144,1.6252899267273484e-09,6.386482328607872e-12,6.21832668588632e-12,4.37554168959809e-12,4.254299623145772e-12,6.035465011067178e-20
12360,0.3100189773972605,0.310018977392889,0.31001897739278456,0.31001897738868023,8.728079542525585e-10,6.4363414502387996e-12,6.264043605126834e-12,4.407709887281047e-12,4.286765590474133e-12,3.187803042899125e-20
12400,0.3100189773972927,0.3100189773928861,0.31001897739278866,0.3100189773886468,3.4453067528240593e-09,6.485193963305698e-12,6.310198852934609e-12,4.439889246829745e-12,4.319661106922736e-12,5.491785406239517e-20
12440,0.31001897739732703,0.3100189773928908,0.31001897739278966,0.31001897738861645,2.60190471519481e-09,6.5335688921339334e-12,6.3564479927287675e-12,4.471754378636851e-12,4.3517905293172175e-12,7.041808397944164e-20
12480,0.31001897739735446,0.3100189773928945,0.31001897739278095,0.31001897738858053,2.1704335816681637e-09,6.581225230603293e-12,6.402816174471328e-12,4.503630721241914e-12,4.383805381970836e-12,6.532355724581991e-20
12520,0.310018977397385,0.31001897739289797,0.3100189773927787,0.3100189773885491,2.4645631241040544e-09,6.6277636966460715e-12,6.449244796464196e-12,4.536098427953419e-12,4.416016008504527e-12,3.155080313582778e-20
12560,0.31001897739741624,0.3100189773928951,0.3100189773927847,0.31001897738852013,2.3617613995520324e-09,6.673755494790577e-12,6.495115963157815e-12,4.56831678361615e-12,4.4472078399122145e-12,6.762248308440615e-20
12600,0.31001897739744455,0.3100189773928914,0.3100189773927882,0.31001897738848955,2.7606952960877835e-09,6.71898532103914e-12,6.540655850421788e-12,4.600757193703345e-12,4.478430234088242e-12,6.579921919856365e-20
12640,0.3100189773974739,0.3100189773928922,0.31001897739278683,0.3100189773884604,1.6146837188166134e-09,6.764151663418028e-12,6.586205952739169e-12,4.6334336667719376e-12,4.50955623027258e-12,5.0618744915189596e-20
12680,0.31001897739750406,0.310018977392894,0.31001897739278333,0.3100189773884306,6.563974674104444e-10,6.810171307235869e-12,6.632397028507833e-12,4.665865283308506e-12,4.540443574138352e-12,1.7560569357435348e-20
12720,0.31001897739753725,0.3100189773928931,0.31001897739278633,0.31001897738840223,2.6833132794150332e-09,6.8571167665005495e-12,6.678893555913084e-12,4.6991016061967135e-12,4.57171738549268e-12,7.833868581317368e-20
12760,0.3100189773975704,0.31001897739288786,0.3100189773927923,0.3100189773883732,1.1758129804534692e-09,6.904904126117967e-12,6.7254667733809016e-12,4.73242657051295e-12,4.603306461551702e-12,6.594922032971225e-20
12800,0.3100189773976028,0.31001897739288664,0.31001897739279183,0.3100189773883424,2.543627145982782e-09,6.953534275960251e-12,6.772136124992114e-12,4.7659603750059464e-12,4.635343136875595e-12,6.070069217732381e-20
12840,0.310018977397634,0.3100189773928884,0.31001897739278306,0.31001897738830797,2.7339516325455893e-09,7.003421839737899e-12,6.819319797010635e-12,4.799757304240284e-12,4.66771388571858e-12,6.354165657468276e-20
12880,0.3100189773976696,0.3100189773928917,0.3100189773927792,0.31001897738827555,3.087605389128676e-09,7.054425624521242e-12,6.8673403866819195e-12,4.833906677333832e-12,4.700159255703725e-12,2.598388562724083e-20
12920,0.3100189773977053,0.31001897739288864,0.31001897739278156,0.3100189773882425,1.9982432048845016e-09,7.106211147135667e-12,6.915076240749543e-12,4.868628098589737e-12,4.733463375462959e-12,8.489929924885381e-20
12960,0.31001897739774303,0.3100189773928877,0.31001897739278444,0.3100189773882087,2.2620168496740927e-09,7.1586619412288846e-12,6.964968763927692e-12,4.9031054219634966e-12,4.767347529755156e-12,3.3641212409707924e-20
13000,0.3100189773977763,0.31001897739288997,0.31001897739277745,0.3100189773881714,3.2183857369279415e-09,7.210727157454962e-12,7.014100544147452e-12,4.937781417648465e-12,4.801764761176891e-12,8.319404237314617e-20
13040,0.3100189773978112,0.31001897739289636,0.31001897739276946,0.31001897738813555,2.8263484227218906e-09,7.263068503028895e-12,7.063054731434731e-12,4.97254776015978e-12,4.836281545843189e-12,8.387310050213053e-20
13080,0.31001897739784506,0.3100189773928977,0.3100189773927682,0.3100189773880996,2.701013065966345e-09,7.315077270562382e-12,7.112249574563362e-12,5.007171788394662e-12,4.870644803084214e-12,4.740472932723086e-20
13120,0.31001897739787937,0.31001897739289624,0.310018977392772,0.3100189773880646,3.24194058491957e-09,7.366583261722425e-12,7.1618675400916775e-12,5.041452893882596e-12,4.904885490223819e-12,9.19270808000231e-20
13160,0.3100189773979152,0.3100189773929005,0.31001897739277445,0.31001897738803236,2.2933100774146935e-09,7.416658798004902e-12,7.211425868109239e-12,5.075016810169456e-12,4.938937566325898e-12,8.355864976277601e-20
13200,0.3100189773979452,0.3100189773929043,0.31001897739276985,0.3100189773879971,1.6477005521792607e-09,7.465112521431355e-12,7.259910463705192e-12,5.1078515117264374e-12,4.972261126995137e-12,6.950814792185012e-20
13240,0.31001897739797624,0.31001897739290585,0.3100189773927687,0.31001897738796425,1.8472117838599032e-09,7.512907019971944e-12,7.308183078958162e-12,5.141084373220679e-12,5.0053259220946886e-12,8.337235851547405e-21
13280,0.3100189773980076,0.3100189773929026,0.31001897739277373,0.31001897738793277,3.0639027480368115e-09,7.559270915755836e-12,7.356024235939238e-12,5.174354151974097e-12,5.038120087016975e-12,3.746246016411895e-20
13320,0.31001897739804024,0.3100189773929008,0.3100189773927799,0.3100189773879032,1.864928552195007e-09,7.605401929069633e-12,7.404493259809059e-12,5.20715028247833e-12,5.070567528167701e-12,7.258335242101272e-20
13360,0.31001897739807033,0.3100189773928985,0.31001897739277906,0.31001897738787154,3.5340359574360765e-09,7.651271779055656e-12,7.452756174139502e-12,5.240324583578344e-12,5.102667096005054e-12,6.752935878570915e-20
13400,0.3100189773981004,0.3100189773928979,0.31001897739277523,0.31001897738783973,3.1464871971779595e-09,7.697590466846519e-12,7.50044003323063e-12,5.274007714983206e-12,5.134668218500251e-12,1.041430858782242e-19
13440,0.31001897739813306,0.3100189773928938,0.31001897739277645,0.3100189773878089,1.4204397725419071e-09,7.74537662775053e-12,7.549096634170066e-12,5.3081925259817625e-12,5.1666370422077395e-12,7.259134615043782e-20
13480,0.310018977398166,0.3100189773928878,0.3100189773927809,0.3100189773877781,2.852823748920947e-09,7.79389085076183e-12,7.597122792149403e-12,5.342910136553493e-12,5.198705662117314e-12,6.867546644209119e-20
13520,0.3100189773981985,0.31001897739288564,0.31001897739278095,0.31001897738774653,2.893388758528774e-09,7.843007965357347e-12,7.644876478100656e-12,5.3780452849678004e-12,5.2313098600195064e-12,7.38802241793148e-20
13560,0.3100189773982339,0.31001897739288853,0.310018977392777,0.31001897738771494,3.2095557300942006e-09,7.893870202838287e-12,7.69377256175174e-12,5.413111820050145e-12,5.264169578537227e-12,5.026360087353493e-20
13600,0.31001897739827117,0.31001897739289336,0.3100189773927744,0.3100189773876837,1.7808833822122668e-09,7.945909294268153e-12,7.742919605078394e-12,5.448193227061199e-12,5.298036702586854e-12,6.164371352410382e-20
13640,0.3100189773983069,0.31001897739288986,0.31001897739277345,0.3100189773876483,1.089467043311623e-09,7.999582620472405e-12,7.792946288255786e-12,5.48378752004957e-12,5.332715423431121e-12,4.870244551607733e-20
13680,0.3100189773983444,0.31001897739288803,0.31001897739277307,0.3100189773876125,3.915326174699362e-09,8.054595246901224e-12,7.843515685595578e-12,5.5206596763747954e-12,5.368192542218229e-12,7.19819990048663e-20
13720,0.3100189773983847,0.3100189773928945,0.31001897739277057,0.3100189773875787,3.2983613871652475e-09,8.110386704460236e-12,7.89469181976238e-12,5.557750019831109e-12,5.404372075080474e-12,3.4355393083424767e-20
13760,0.31001897739842305,0.31001897739290085,0.31001897739276435,0.31001897738754164,1.3721609739904747e-09,8.166778584435331e-12,7.946645498215968e-12,5.595287952155976e-12,5.441296708751365e-12,2.168812435200553e-20
13800,0.31001897739846246,0.3100189773929045,0.3100189773927643,0.31001897738750595,1.7347506443664284e-09,8.222827015554193e-12,7.999028464537978e-12,5.6328989833006506e-12,5.478588325085592e-12,2.531433913909376e-20
13840,0.31001897739850015,0.31001897739290374,0.3100189773927669,0.31001897738746836,1.6154790951251294e-09,8.278625731495575e-12,8.052346777560268e-12,5.670442528624535e-12,5.516241357936638e-12,7.094693907823237e-20
13880,0.3100189773985353,0.3100189773929049,0.3100189773927665,0.3100189773874306,8.509928050269258e-10,8.332842323445017e-12,8.105160440159255e-12,5.70744111709592e-12,5.553905220432702e-12,1.4052773974394067e-19
13920,0.31001897739857187,0.31001897739290907,0.3100189773927647,0.31001897738739465,2.4006307060620266e-09,8.387130183719823e-12,8.159044478404547e-12,5.744031320535174e-12,5.5909192907169165e-12,1.018506155755611e-19
13960,0.3100189773986066,0.3100189773929095,0.3100189773927634,0.3100189773873575,1.522858479118895e-09,8.440584766544273e-12,8.2133813035263e-12,5.78069898299355e-12,5.628007912877843e-12,6.151731290389301e-20
14000,0.310018977398642,0.3100189773929044,0.3100189773927667,0.31001897738732015,2.993084664980815e-09,8.49436508175739e-12,8.26843882900958e-12,5.817952593300054e-12,5.664935242529211e-12,6.633772053037177e-20
14040,0.310018977398678,0.3100189773928999,0.3100189773927712,0.31001897738728434,3.19677124271594e-09,8.547890790187232e-12,8.324384354950624e-12,5.855309868746904e-12,5.701249352759769e-12,4.913555186779469e-20
14080,0.31001897739871415,0.31001897739289913,0.31001897739277057,0.3100189773872493,2.4153501768391054e-09,8.601373126168942e-12,8.379498533228423e-12,5.8928782090582844e-12,5.737724171790053e-12,6.771968588991014e-20
14120,0.31001897739875056,0.3100189773928998,0.3100189773927679,0.3100189773872141,2.6870254552595628e-09,8.655375761929132e-12,8.434736317971257e-12,5.930974362566973e-12,5.7742978914516685e-12,9.183755449558127e-20
14160,0.3100189773987872,0.31001897739289536,0.3100189773927685,0.310018977387178,3.3906935853552655e-09,8.710425400581682e-12,8.490231949130104e-12,5.969283346796711e-12,5.811021425723311e-12,5.3129070458200825e-20
14200,0.3100189773988248,0.3100189773928891,0.31001897739276996,0.3100189773871417,2.1778390057883573e-09,8.76659237043681e-12,8.545399210008035e-12,6.00860802859086e-12,5.848258167253637e-12,6.17321881658366e-20
14240,0.31001897739886286,0.31001897739288775,0.3100189773927672,0.31001897738710577,1.049361422985051e-09,8.823944270329778e-12,8.600011952133328e-12,6.0489045362448705e-12,5.88635522447702e-12,7.064210108386823e-20
14280,0.3100189773989025,0.3100189773928923,0.310018977392761,0.31001897738706874,1.489288194488813e-09,8.88303232355562e-12,8.655589517015604e-12,6.089518691643757e-12,5.924926916778657e-12,2.9969375054836706e-20
14320,0.31001897739894446,0.31001897739289486,0.3100189773927569,0.3100189773870309,4.571497332312653e-09,8.94377488868673e-12,8.711695781466668e-12,6.130535820781446e-12,5.9642400410252516e-12,7.043063697351767e-20
14360,0.3100189773989841,0.31001897739289075,0.3100189773927541,0.3100189773869889,2.1181109935181608e-09,9.00605067904499e-12,8.768465229984572e-12,6.172302777232907e-12,6.004477776072284e-12,4.5080183831679356e-20
14400,0.3100189773990282,0.3100189773928918,0.3100189773927529,0.3100189773869485,2.331609226968892e-09,9.069828218888093e-12,8.826619051712658e-12,6.214588129018075e-12,6.0452579286644e-12,6.433678911593705e-20
14440,0.31001897739907147,0.3100189773928965,0.31001897739274614,0.31001897738690615,1.5866848947737892e-09,9.134211967717619e-12,8.885421245518897e-12,6.257257876779617e-12,6.086748422773558e-12,7.620492621184281e-20
14480,0.3100189773991134,0.31001897739290213,0.31001897739273776,0.3100189773868629,1.87918771283595e-09,9.198899815993738e-12,8.94437410959249e-12,6.300176850456461e-12,6.128759309811246e-12,1.0541155293695114e-19
14520,0.3100189773991544,0.31001897739290313,0.31001897739273554,0.3100189773868186,2.545428272474694e-09,9.263291520648027e-12,9.004247550830118e-12,6.342979224235299e-12,6.171060613714473e-12,7.846694563946395e-20
14560,0.3100189773991961,0.31001897739290296,0.3100189773927381,0.3100189773867755,2.6171124051269777e-09,9.326963222705103e-12,9.064590328735614e-12,6.3856494969027596e-12,6.213438813680912e-12,1.1234293242916055e-19
14600,0.31001897739923895,0.3100189773929058,0.3100189773927381,0.3100189773867331,1.222241775559376e-09,9.390060713743467e-12,9.125710876667803e-12,6.4280592458252186e-12,6.25545234069769e-12,2.6348145836811544e-20
14640,0.3100189773992801,0.3100189773929109,0.3100189773927363,0.31001897738669115,1.7959701737463424e-09,9.452135744838957e-12,9.187345240163918e-12,6.470292428922326e-12,6.297143162287438e-12,7.460194837492443e-20
14680,0.31001897739932066,0.310018977392913,0.3100189773927379,0.31001897738664996,2.5169899607014043e-09,9.512769802545896e-12,9.248887421106125e-12,6.512074347231355e-12,6.338475685584183e-12,1.0155271462710045e-19
14720,0.31001897739935735,0.3100189773929058,0.3100189773927412,0.31001897738660594,3.4679828951946393e-09,9.572454587203017e-12,9.311168725663596e-12,6.553495614595227e-12,6.379499297327643e-12,5.1667141611970663e-20
14760,0.3100189773993969,0.31001897739290185,0.3100189773927469,0.31001897738656636,3.050550510745706e-09,9.630921871226132e-12,9.373240323071392e-12,6.594934781566368e-12,6.420698695215558e-12,7.487072742740607e-20
14800,0.31001897739943707,0.3100189773929015,0.31001897739274875,0.3100189773865278,2.0964722530473323e-09,9.689375718110028e-12,9.435223523346758e-12,6.636458903565111e-12,6.461855192194509e-12,5.0227621214614294e-20
14840,0.3100189773994775,0.3100189773929012,0.3100189773927486,0.31001897738648815,1.6261557363864714e-09,9.748123579019757e-12,9.498048046976537e-12,6.677827543298641e-12,6.502556246931204e-12,6.522076796571243e-20
14880,0.310018977399516,0.31001897739289497,0.3100189773927504,0.31001897738644785,2.4852559351857446e-09,9.806869129671266e-12,9.559757858871416e-12,6.719748180206131e-12,6.543437535637783e-12,5.1984614248108787e-20
14920,0.3100189773995588,0.3100189773928899,0.3100189773927565,0.3100189773864101,1.4778949388427262e-09,9.866710382789336e-12,9.621533756793788e-12,6.761830363418112e-12,6.584756870338049e-12,4.839181542326637e-20
14960,0.31001897739959927,0.31001897739288825,0.3100189773927561,0.31001897738637074,1.3514097686771583e-09,9.926786231684925e-12,9.681798752911308e-12,6.804600453365839e-12,6.626197856765453e-12,6.187085136884801e-20
15000,0.3100189773996407,0.3100189773928906,0.3100189773927506,0.310018977386331,3.0497755615643787e-09,9.988030266428874e-12,9.742373317111814e-12,6.847730612911378e-12,6.667918319117813e-12,9.19692056259308e-20
15040,0.3100189773996848,0.3100189773928913,0.31001897739274825,0.3100189773862912,2.628842724065284e-09,1.0051158568816343e-11,9.80326543896836e-12,6.891079194461036e-12,6.7099070824816135e-12,6.930431743951727e-20
