cluster_id,cluster_branch,sigma,sigma_over_sigma1,mult,dim,occupation_fraction,delta_C,overlap_parent,invariance_residual,kbj_residual
12,13,1.89563230389301189e+01,4.86063601569743098e-01,1,2,5.79793265707923840e-09,9.98033048026277569e-01,3.93003504737795412e-03,1.39824387168469166e-15,1.44315803689470715e-15
13,14,1.89381383659173146e+01,4.85597324030590638e-01,1,2,2.26656374831369946e-08,9.98487288926419692e-01,3.02313385236849773e-03,1.46027155890537156e-15,1.38863524420746210e-15
14,12,1.89307191278108640e+01,4.85407085576249120e-01,1,2,8.25578108560321192e-08,9.99826951677630804e-01,3.46066699016440830e-04,1.61641487029367860e-15,1.58946084284041995e-15
15,41,1.89126400850910521e+01,4.84943516528640095e-01,1,2,4.80100681558877447e-08,9.99786281969156421e-01,4.27390386290359169e-04,1.43810103261336469e-15,1.40550107662384618e-15
16,15,1.89025669339546951e+01,4.84685228457138129e-01,1,2,2.89587392521435511e-08,9.99095911587660090e-01,1.80735944882246154e-03,1.49165461845453476e-15,1.44124402218002834e-15
17,40,1.88869771674308780e+01,4.84285487534352854e-01,1,2,4.18348154224841400e-08,9.99071039831400332e-01,1.85705737020455588e-03,1.32403788995738347e-15,1.32519033770622982e-15
18,17,1.88802471736147233e+01,4.84112922157296122e-01,1,2,7.77805021612841988e-08,9.99750136537071010e-01,4.99664494107918350e-04,1.39928955929526340e-15,1.34766405867703071e-15
19,20,1.88431053436925708e+01,4.83160559635103570e-01,1,2,1.46151825922184832e-07,9.98855410836659297e-01,2.28786824232867121e-03,1.62190127269248123e-15,1.72694922358620361e-15
20,22,1.88159280187587754e+01,4.82463699362611742e-01,1,2,5.25910573738394529e-08,9.97780643453013316e-01,4.43378755049063898e-03,1.42808986639505291e-15,1.38603520433920831e-15
21,43,1.88045912341288073e+01,4.82173010163227111e-01,1,2,1.10732179745864913e-08,9.99221508099232825e-01,1.55637775189489754e-03,1.22763880293046107e-15,1.29096503974157475e-15
22,21,1.88033285406697814e+01,4.82140633138995578e-01,1,2,6.45231230015697234e-09,9.99688702073381341e-01,6.22498946838207531e-04,1.80966788092817223e-15,1.43251473612623030e-15
23,26,1.87811272688370856e+01,4.81571365031237153e-01,1,2,5.53056631127432360e-08,9.99286225956322105e-01,1.42703861397029783e-03,1.70807743014073910e-15,1.91763673569480693e-15
24,24,1.87623710979019442e+01,4.81090433577512189e-01,1,2,9.66191754729373316e-09,9.98869369947798291e-01,2.25998178008847070e-03,1.51637197261063919e-15,1.43029378102420407e-15
25,23,1.87374165580251422e+01,4.80450568266970468e-01,1,2,7.06423267732239351e-08,9.99191070584792396e-01,1.61720446361642706e-03,1.55519538172487311e-15,1.57677250095959104e-15
26,25,1.86948772752892083e+01,4.79359808369475671e-01,1,2,2.47516358791684260e-08,9.98514834368293469e-01,2.96812554645947690e-03,1.38059211928790535e-15,1.39088840842558420e-15
27,27,1.86480206396080881e+01,4.78158346195095452e-01,1,2,5.81580326314659083e-08,9.99705422466271143e-01,5.89068291534432329e-04,2.21186815989863189e-15,2.05015730963812728e-15
28,28,1.86269007984463428e+01,4.77616807309174551e-01,1,2,1.71983060550428854e-08,9.99680154184171776e-01,6.39589330310655650e-04,1.48526124736949733e-15,1.42861721812228389e-15
29,29,1.85653538887928526e+01,4.76038668315118263e-01,1,2,1.72161966121128424e-08,9.99571477936870956e-01,8.56860495099619917e-04,1.50095534154794772e-15,1.27352162362681576e-15
30,30,1.85301371387887635e+01,4.75135667226383174e-01,1,2,7.27067456092286246e-08,9.99089931060168523e-01,1.81930965418775807e-03,1.85094255626700290e-15,1.63328568600306696e-15
31,31,1.84939632157884688e+01,4.74208123036493567e-01,1,2,1.08703102672928240e-08,9.98695815497265160e-01,2.60666810825249196e-03,1.50720368545105237e-15,1.49017860155820258e-15
32,33,1.84571560722560299e+01,4.73264342287867901e-01,1,2,9.12597621697185307e-08,9.98803226985031101e-01,2.39211376428850268e-03,1.71611705582002456e-15,1.57841946179675714e-15
33,32,1.84081240117312888e+01,4.72007099526067675e-01,1,2,1.51103196155816896e-09,9.99071593264648450e-01,1.85595153163673832e-03,1.34236760665561531e-15,1.16687889142917510e-15
34,34,1.83386535095706726e+01,4.70225789806155148e-01,1,2,2.59216810427087475e-08,9.98884474810464495e-01,2.22980598262256108e-03,1.37927141765530597e-15,1.30853237494905354e-15
35,36,1.83028824305987214e+01,4.69308575036105347e-01,1,2,2.21617638095634695e-08,9.99303209245864799e-01,1.39309599091526977e-03,1.37341610000087332e-15,1.20636803009003100e-15
36,35,1.82630601713921052e+01,4.68287482987143067e-01,1,2,2.51062919148828854e-09,9.98742208911908680e-01,2.51400013776130731e-03,1.69381752241667542e-15,1.49039053081483361e-15
37,38,1.82529068576320803e+01,4.68027139446682727e-01,1,2,1.30143539553978244e-08,9.99125856352643726e-01,1.74752316759638139e-03,1.38280600121552265e-15,1.30716790882136694e-15
38,37,1.81439557774259868e+01,4.65233498805977697e-01,1,2,3.58437163171485729e-08,9.99638831169779030e-01,7.22207217518012925e-04,1.44834972001840098e-15,1.33592929459809857e-15
39,39,1.80598200351449734e+01,4.63076154165360077e-01,1,2,8.55344167612610712e-08,9.98828895383578885e-01,2.34083774681958026e-03,1.23626921642549376e-15,1.06046953582448935e-15
