cluster_id,cluster_branch,sigma,sigma_over_sigma1,mult,dim,occupation_fraction,delta_C,overlap_parent,invariance_residual,kbj_residual
12,13,1.89548852666364027e+01,4.86245384339777764e-01,1,2,1.04047976768098189e-06,9.99883688382385616e-01,2.32609706836323950e-04,1.37625627042591654e-15,1.26469117484395408e-15
13,12,1.89399154105507002e+01,4.85861366007642792e-01,1,2,3.04113339988060310e-06,9.99855910182867347e-01,2.88158872389847429e-04,1.36665765452193908e-15,1.13744755582449949e-15
14,14,1.89380560502756055e+01,4.85813668259074460e-01,1,2,1.05401087676272688e-05,9.99907519229287667e-01,1.84952988731648801e-04,1.22829084292012457e-15,1.22755075437640315e-15
15,15,1.89263644224953573e+01,4.85513745576156897e-01,1,2,1.53403783904580859e-06,9.99694085688074385e-01,6.11735040284901903e-04,1.43164328343499456e-15,1.48179742619822391e-15
16,16,1.89173237115887218e+01,4.85281826264187255e-01,1,2,5.08917913463861311e-06,9.99869107387674982e-01,2.61768091774052121e-04,1.29001526696204742e-15,1.47591636241526312e-15
17,17,1.89029625626639941e+01,4.84913422959169282e-01,1,2,9.05084241133554577e-07,9.99589045546860455e-01,8.21740022716647414e-04,1.33770568846776212e-15,1.07548603031690236e-15
18,18,1.88740887343070796e+01,4.84172729171300220e-01,1,2,2.66315178912199021e-06,9.99825294466325287e-01,3.49380545325834069e-04,1.42054579700571311e-15,1.28779816707360399e-15
19,19,1.88425203060131885e+01,4.83362911420739394e-01,1,2,1.34944626420047010e-06,9.99714527781179307e-01,5.70862943253616487e-04,1.37523191808246365e-15,1.37013547884443261e-15
20,20,1.88281660878470944e+01,4.82994685908905041e-01,1,2,3.08023247286612784e-06,9.99921901877575681e-01,1.56190145531851903e-04,1.27918556657143123e-15,1.09809601529703923e-15
21,21,1.88165416416302804e+01,4.82696486619438425e-01,1,2,1.66446910355338119e-06,9.99786189282377058e-01,4.27575720222861031e-04,1.27017505455762334e-15,1.19782246673524447e-15
22,22,1.88025428741263774e+01,4.82337379403041833e-01,1,2,1.77870682573849446e-06,9.99976230110440234e-01,4.75392141119373407e-05,1.38256911181857412e-15,1.26312390140511884e-15
23,24,1.87525528150331660e+01,4.81054995724374490e-01,1,2,7.37092207978002096e-06,9.99886976667466953e-01,2.26033890792360010e-04,1.24070928790180682e-15,1.22120442969213519e-15
24,26,1.87317927206784454e+01,4.80522441719618276e-01,1,2,1.42863192263371351e-07,9.99873681792742719e-01,2.52620458225088519e-04,1.11794549245045241e-15,9.93414631251434996e-16
25,23,1.87062787105950044e+01,4.79867936589961408e-01,1,2,3.18271674226097466e-06,9.99741627740337813e-01,5.16677763099870836e-04,1.38364997827823270e-15,1.18630515800683133e-15
26,25,1.86935657707281386e+01,4.79541814419096379e-01,1,2,4.67155029108915416e-08,9.99637239953909740e-01,7.25388497329362684e-04,1.16226585017317845e-15,1.19033831553765489e-15
27,28,1.86646793935450219e+01,4.78800798719027143e-01,1,2,8.99585333815320418e-06,9.99810525463341704e-01,3.78913172716663382e-04,1.23097509121493418e-15,1.20991197508734644e-15
28,27,1.86069546348348354e+01,4.77319998540597146e-01,1,2,2.74095984387500771e-06,9.99878919010010025e-01,2.42147319373905968e-04,1.41145294961722709e-15,1.20118173577529211e-15
29,29,1.85494668201654669e+01,4.75845276634051850e-01,1,2,1.59894136332853885e-07,9.99828844054473587e-01,3.42282596695109406e-04,1.73842999987230978e-15,1.26898373104857865e-15
30,30,1.84888921241856288e+01,4.74291367659470775e-01,1,2,5.16711458349965384e-06,9.99729886113203903e-01,5.40154812080302789e-04,1.12017319634748451e-15,1.05485549167008911e-15
31,31,1.84685416756809317e+01,4.73769322207047427e-01,1,2,1.30545055107137028e-06,9.99925574819015450e-01,1.48844822861574072e-04,1.56878866560529163e-15,1.25931757753249768e-15
32,32,1.84357084739206485e+01,4.72927059508832348e-01,1,2,7.81090941367937992e-06,9.99849667444412948e-01,3.00642511296872570e-04,1.46356596512360718e-15,1.19678632438419027e-15
33,33,1.83980057945691478e+01,4.71959881203396825e-01,1,2,2.29800156032763065e-06,9.99848131717253397e-01,3.03713501517793925e-04,1.10487910029975342e-15,1.12329197690180085e-15
34,34,1.83504253534202988e+01,4.70739310908824760e-01,1,2,1.46495531478571820e-06,9.99825066740539725e-01,3.49835917275232713e-04,1.12396114073470700e-15,1.15507993701249682e-15
35,36,1.83255973204730793e+01,4.70102402995482171e-01,1,2,1.82473227176037591e-06,9.99861777511946270e-01,2.76425870651236881e-04,1.37048758689156771e-15,1.22006994834918424e-15
36,35,1.82369033359715758e+01,4.67827156272756284e-01,1,2,6.60943561109310786e-06,9.99505902778973998e-01,9.87950309988228255e-04,1.14372816707184563e-15,1.09745835030197397e-15
37,37,1.81789131834882767e+01,4.66339548007894067e-01,1,2,4.76073377111147357e-06,9.99830209338452458e-01,3.39552494226240083e-04,1.04542625500587622e-15,1.01802141254106067e-15
38,38,1.81095107552038286e+01,4.64559183213247406e-01,1,2,1.92225089886182593e-07,9.99755508414889582e-01,4.88923394085655975e-04,1.21170217574293357e-15,1.24065920353536246e-15
39,39,1.80392042672671771e+01,4.62755626780832097e-01,1,2,1.46254455362736405e-05,9.99155255245177010e-01,1.68877591594507521e-03,1.20675006603388773e-15,1.20409544934505692e-15
