step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp
32920,0.3038082687744565,0.3038082687714172,0.30380826875195954,0.30380826871846806,0.3038082687141959,0.30380826869439714,3.071560709784959e-09,1.8215210625597326e-10,1.6714703037940424e-10,1.6014575999725975e-10,1.3529999757768172e-10,1.0194677934058322e-10,3.872762213918793e-11,9.325735125714803e-19
32960,0.3038082687746565,0.3038082687716042,0.3038082687520419,0.30380826871836714,0.30380826871407324,0.3038082686941707,2.7835438229835914e-09,1.8312474748854118e-10,1.6803807146116038e-10,1.6100188898171733e-10,1.3601909603387944e-10,1.0249447277747712e-10,3.893844907288188e-11,1.3726656264730703e-18
33000,0.3038082687748611,0.3038082687717886,0.3038082687521246,0.3038082687182652,0.30380826871394756,0.3038082686939424,2.457925064448866e-09,1.8410472126999834e-10,1.689345757295506e-10,1.6186222943071378e-10,1.3674330222095136e-10,1.0304657476432224e-10,3.914909389663993e-11,2.133332201873034e-18
33040,0.3038082687750601,0.3038082687719687,0.303808268752204,0.3038082687181576,0.3038082687138188,0.30380826869370603,1.741597455347653e-09,1.850905060927936e-10,1.6983680143529856e-10,1.627279675059137e-10,1.3747263432136662e-10,1.0360301837883936e-10,3.9356848131066804e-11,1.4737531209116482e-18
33080,0.30380826877526007,0.3038082687721557,0.3038082687522849,0.30380826871805316,0.3038082687136951,0.30380826869347094,2.614298916082318e-09,1.8608209081061976e-10,1.7074416986144723e-10,1.6359753002853317e-10,1.3820673953504929e-10,1.041635560218867e-10,3.956230714781228e-11,1.4647186519417365e-18
33120,0.3038082687754633,0.30380826877234257,0.30380826875236566,0.3038082687179546,0.30380826871356864,0.30380826869323585,2.090544744372273e-09,1.8707826529663523e-10,1.7165589752819197e-10,1.644716179100187e-10,1.389451887910106e-10,1.0472677993600388e-10,3.9767544783875555e-11,1.9887230700014094e-18
33160,0.303808268775666,0.3038082687725249,0.3038082687524432,0.30380826871785366,0.303808268713439,0.30380826869299765,3.5064386500611486e-09,1.8807907322592718e-10,1.7257313488600496e-10,1.6534986242988265e-10,1.396872435053001e-10,1.0529130302565232e-10,3.997211880192447e-11,1.017226189259267e-18
33200,0.30380826877586825,0.30380826877270883,0.30380826875252115,0.30380826871775,0.30380826871331157,0.3038082686927586,1.6600628273907456e-09,1.8908338756284228e-10,1.7349467283151074e-10,1.662320539123344e-10,1.404311742495022e-10,1.058583925767806e-10,4.018146458710086e-11,1.302227788208757e-18
33240,0.30380826877607336,0.3038082687728999,0.303808268752602,0.3038082687176482,0.30380826871318733,0.3038082686925233,1.9858420289018776e-09,1.9009190763153444e-10,1.7442153535246842e-10,1.6711938510132385e-10,1.411789648256858e-10,1.0642737196815617e-10,4.0394961413024376e-11,8.675728547827367e-19
33280,0.3038082687762775,0.3038082687730858,0.3038082687526791,0.30380826871754224,0.30380826871305483,0.3038082686922823,1.7204303731995137e-09,1.9110524243844205e-10,1.7535378777009917e-10,1.6801156360650785e-10,1.4192926728659564e-10,1.0699901183268091e-10,4.0613654973474966e-11,1.2090347800363104e-18
33320,0.3038082687764868,0.30380826877327494,0.30380826875276135,0.30380826871743577,0.30380826871292327,0.30380826869204264,1.7689730829629355e-09,1.9212449772891555e-10,1.76289076211731e-10,1.6890904970211628e-10,1.4268320528010791e-10,1.0757234665413795e-10,4.083506701789539e-11,1.5904364753230769e-18
33360,0.3038082687766996,0.30380826877347,0.30380826875284866,0.3038082687173278,0.30380826871279704,0.30380826869180405,3.152740959167978e-09,1.9315032799084526e-10,1.7722923367310955e-10,1.6981145418512913e-10,1.434418353691658e-10,1.0814960808515503e-10,4.105968877298923e-11,1.7488650791672656e-18
33400,0.3038082687769097,0.3038082687736663,0.3038082687529349,0.30380826871721817,0.3038082687126664,0.303808268691561,1.5921780918812006e-09,1.9418272722536223e-10,1.781739142902412e-10,1.707182691403449e-10,1.442046260135563e-10,1.0873136497084018e-10,4.12818422258071e-11,2.1328118996597643e-18
33440,0.3038082687771246,0.30380826877386136,0.30380826875302197,0.3038082687171133,0.30380826871253247,0.30380826869131766,1.9113767631434556e-09,1.9522231736436405e-10,1.7912487353883482e-10,1.7163149752683077e-10,1.44973141908734e-10,1.0931763585686396e-10,4.150311968697959e-11,1.0007187651791723e-18
33480,0.30380826877733774,0.30380826877405337,0.30380826875310746,0.3038082687170054,0.3038082687123986,0.30380826869106975,3.084658453812648e-09,1.9626759853354293e-10,1.8008029556433736e-10,1.7254918102049885e-10,1.4574661389392364e-10,1.0990843401238363e-10,4.172122212459819e-11,1.3216844457294494e-18
33520,0.3038082687775517,0.3038082687742524,0.3038082687531953,0.30380826871689837,0.3038082687122703,0.30380826869082317,2.9447566704083376e-09,1.9731791788630053e-10,1.8104019518590964e-10,1.7347050019279797e-10,1.465245134919295e-10,1.1050027647685371e-10,4.1940224226345715e-11,1.4266691420590155e-18
33560,0.3038082687777646,0.3038082687744482,0.30380826875327827,0.3038082687167911,0.30380826871213534,0.3038082686905733,1.6880309233942912e-09,1.9837254369541018e-10,1.8200556312506017e-10,1.7439544940292742e-10,1.473060892526503e-10,1.1109604034015099e-10,4.2160765515557476e-11,1.3342868524789494e-18
33600,0.3038082687779818,0.3038082687746425,0.30380826875336203,0.3038082687166847,0.3038082687119997,0.3038082686903236,8.563509428831595e-10,1.994316598945843e-10,1.8297797302410072e-10,1.7532609098082632e-10,1.4809163882041823e-10,1.1169442993191991e-10,4.2383233695436066e-11,1.7781365920840074e-18
33640,0.3038082687782005,0.30380826877484,0.3038082687534484,0.3038082687165759,0.3038082687118674,0.3038082686900742,3.049851363726516e-09,2.004957246296772e-10,1.839557061608685e-10,1.7626278786099535e-10,1.488807866215807e-10,1.1229466614765724e-10,4.2610397068690776e-11,1.8757627020974524e-18
33680,0.30380826877841566,0.3038082687750395,0.30380826875353173,0.30380826871646205,0.3038082687117316,0.3038082686898209,1.312237674818775e-09,2.0156515419939904e-10,1.849388507905442e-10,1.7720404892689455e-10,1.4967290134431667e-10,1.1289744601239824e-10,4.284099327019608e-11,1.6017575941818952e-18
33720,0.3038082687786335,0.30380826877523837,0.30380826875361583,0.3038082687163492,0.30380826871159167,0.3038082686895666,2.736525806149383e-09,2.0264093794218648e-10,1.8592817893796118e-10,1.7815255792328023e-10,1.5047031684155699e-10,1.1350384183551868e-10,4.3075014606088714e-11,1.2297241900564318e-18
33760,0.3038082687788534,0.3038082687754374,0.30380826875370126,0.3038082687162328,0.30380826871144984,0.30380826868931027,3.14084407729502e-09,2.0372271303663258e-10,1.869220733317284e-10,1.7910473940735658e-10,1.5127068633282825e-10,1.1411358014192135e-10,4.3310858902069514e-11,1.859823437092944e-18
33800,0.3038082687790751,0.3038082687756413,0.30380826875379063,0.30380826871611505,0.30380826871131217,0.303808268689053,2.181303351945613e-09,2.0481234881266918e-10,1.8792021262485606e-10,1.8006300725251638e-10,1.5207670297482527e-10,1.1472802996533618e-10,4.3547505145392245e-11,2.4253303075547566e-18
33840,0.3038082687792989,0.3038082687758494,0.30380826875388256,0.30380826871600014,0.3038082687111731,0.3038082686887952,2.4863431004652023e-09,2.0590972411762802e-10,1.8892284853754916e-10,1.8102675394690405e-10,1.5288831637452017e-10,1.1534711782609157e-10,4.378454454665354e-11,9.902158644389955e-19
33880,0.3038082687795249,0.30380826877605427,0.303808268753973,0.3038082687158859,0.3038082687110296,0.30380826868853433,2.338465249866493e-09,2.0701474296266468e-10,1.8993195917895818e-10,1.8199545730315616e-10,1.5370585695881148e-10,1.1596947713365212e-10,4.4020990968614794e-11,1.2672295958006802e-18
33920,0.30380826877975403,0.3038082687762605,0.3038082687540663,0.3038082687157723,0.3038082687108887,0.3038082686882735,3.045186112866648e-09,2.0812592322997507e-10,1.9094680032415524e-10,1.8297039716067273e-10,1.5452863988379655e-10,1.1659546485065678e-10,4.425642371413598e-11,2.271001645455422e-18
33960,0.3038082687799815,0.30380826877647055,0.3038082687541591,0.30380826871565764,0.3038082687107505,0.30380826868801114,2.017657719970265e-09,2.09242737684819e-10,1.919681487604055e-10,1.83950032169571e-10,1.5535572926493256e-10,1.17225148852099e-10,4.449131229445589e-11,1.5492285394458528e-18
34000,0.30380826878021,0.3038082687766815,0.30380826875425,0.30380826871554717,0.30380826871060956,0.3038082686877473,2.723879543817901e-09,2.1036395192768427e-10,1.929956949417668e-10,1.8493480889413691e-10,1.5618682272468843e-10,1.178584369211503e-10,4.472527545307764e-11,1.7596968272959684e-18
34040,0.3038082687804379,0.30380826877688827,0.3038082687543371,0.303808268715433,0.3038082687104626,0.3038082686874799,2.6786172397429475e-09,2.1148891014380896e-10,1.940285360596401e-10,1.859240001537028e-10,1.5702037417780463e-10,1.1849386159566922e-10,4.495986984935195e-11,1.1658360564605709e-18
34080,0.30380826878066974,0.3038082687770997,0.303808268754429,0.3038082687153164,0.303808268710322,0.30380826868721544,2.5535814781400544e-09,2.1261831497216734e-10,1.9506701018460986e-10,1.869180060926933e-10,1.5785731127286692e-10,1.1913116790203295e-10,4.520077169163054e-11,1.3749894799605267e-18
34120,0.30380826878089917,0.3038082687773137,0.30380826875451966,0.3038082687151976,0.3038082687101788,0.30380826868694777,1.7132901339799813e-09,2.1375338220787862e-10,1.9611082752799034e-10,1.87916979363935e-10,1.5869764566909744e-10,1.1977260834005315e-10,4.5443135007676256e-11,2.0282344612158106e-18
34160,0.3038082687811334,0.30380826877752876,0.30380826875461303,0.3038082687150812,0.3038082687100332,0.30380826868668104,2.150454158208408e-09,2.1489438374218648e-10,1.971592967539651e-10,1.8892188298903762e-10,1.5954203859438428e-10,1.2041675948443544e-10,4.568995950197657e-11,2.271903007517953e-18
34200,0.3038082687813674,0.3038082687777402,0.303808268754705,0.3038082687149613,0.3038082687098838,0.30380826868640953,1.5502410750755925e-09,2.1604296228827948e-10,1.9821313026989806e-10,1.899328430115369e-10,1.6039216651332575e-10,1.2106518395061899e-10,4.5938386419120245e-11,1.5264108031626951e-18
34240,0.3038082687816001,0.30380826877795525,0.3038082687547991,0.3038082687148376,0.30380826870973526,0.30380826868613514,3.3164244485469052e-09,2.171991681038829e-10,1.9927082806629564e-10,1.9094879690964271e-10,1.6124645481724208e-10,1.2171617010017022e-10,4.618895813902737e-11,2.6862151501013238e-18
34280,0.30380826878183426,0.30380826877817263,0.3038082687548938,0.30380826871471545,0.3038082687095843,0.3038082686858589,2.124820160325789e-09,2.1836282027519051e-10,2.003330663495179e-10,1.919693030375116e-10,1.6210681739339437e-10,1.223715869402094e-10,4.64404049952464e-11,1.3372223255307258e-18
34320,0.3038082687820745,0.30380826877839123,0.3038082687549911,0.30380826871459804,0.3038082687094338,0.30380826868558375,3.220336450260806e-09,2.195332036638508e-10,2.0140101729304653e-10,1.9299574246702828e-10,1.6297236499904458e-10,1.2303036757180692e-10,4.668825806084739e-11,2.104318210709147e-18
34360,0.3038082687823093,0.3038082687786046,0.3038082687550829,0.3038082687144733,0.30380826870927846,0.30380826868530025,3.3195228964121403e-09,2.2070882644216595e-10,2.0247548379768324e-10,1.9402609385606924e-10,1.6384148157323856e-10,1.2369359292096518e-10,4.693436873967128e-11,1.5871639625872498e-18
34400,0.30380826878254835,0.3038082687788252,0.30380826875517813,0.3038082687143525,0.3038082687091306,0.3038082686850206,3.035735805792108e-09,2.218894712524584e-10,2.0355626828473284e-10,1.950622847257179e-10,1.647151950793348e-10,1.243594129886468e-10,4.717977031490367e-11,1.8516623611496246e-19
34440,0.3038082687827877,0.30380826877904554,0.30380826875527095,0.3038082687142306,0.30380826870897915,0.30380826868474003,2.5228894541824477e-09,2.2307433806065226e-10,2.046431571237267e-10,1.9610338536291185e-10,1.6559155534087047e-10,1.250283509035245e-10,4.742687959012322e-11,1.9032702997301177e-18
34480,0.30380826878303013,0.30380826877926453,0.30380826875536415,0.30380826871410826,0.3038082687088264,0.30380826868445937,1.5459787936314044e-09,2.242642389331442e-10,2.0573695106145438e-10,1.9715046122039701e-10,1.6647205460584557e-10,1.257013373091769e-10,4.767848638254521e-11,9.234024632646851e-19
34520,0.3038082687832731,0.30380826877948636,0.30380826875545874,0.30380826871398353,0.30380826870867517,0.3038082686841771,2.568939105213949e-09,2.2545949204653833e-10,2.0683642936528888e-10,1.98202866843896e-10,1.6735604445173713e-10,1.2637702103923815e-10,4.7934411807401015e-11,2.404305285413757e-18
34560,0.30380826878351563,0.30380826877971173,0.30380826875555506,0.30380826871385763,0.3038082687085216,0.3038082686838927,2.2928631744326083e-09,2.2666133918088956e-10,2.0794011787341e-10,1.9926135651743402e-10,1.6824465516856158e-10,1.270546040298856e-10,4.8194576469688715e-11,2.8231969992187666e-18
34600,0.30380826878375833,0.3038082687799333,0.30380826875564854,0.3038082687137286,0.30380826870836086,0.30380826868360344,3.268129939855836e-09,2.278709425483468e-10,2.0904927708099037e-10,2.0032535947323162e-10,1.6913884268341692e-10,1.2773706597404e-10,4.845778687179225e-11,2.2119644732744266e-18
34640,0.3038082687840061,0.3038082687801583,0.3038082687557473,0.30380826871360045,0.3038082687082023,0.3038082686833148,1.919594046859887e-09,2.2908887689310867e-10,2.1016354540255936e-10,2.0139547833786204e-10,1.7003911297251627e-10,1.2842374388755095e-10,4.872247287767897e-11,1.0813573330255605e-18
34680,0.30380826878425404,0.3038082687803867,0.30380826875584904,0.30380826871347266,0.3038082687080457,0.3038082686830249,1.0055358297317282e-09,2.303142432770708e-10,2.1128393710730558e-10,2.024726909997974e-10,1.709450196282506e-10,1.2911505563223747e-10,4.8984609231308444e-11,2.394863442205064e-18
34720,0.3038082687845017,0.3038082687806144,0.3038082687559483,0.3038082687133421,0.30380826870788596,0.30380826868273136,2.93343525077164e-09,2.315469728577311e-10,2.1240993611743854e-10,2.0355500480975725e-10,1.7185702240533906e-10,1.2981023582535828e-10,4.9246481010777325e-11,1.6169862870806502e-18
34760,0.30380826878475603,0.30380826878084705,0.30380826875605116,0.30380826871321887,0.3038082687077289,0.303808268682441,3.1442520076900893e-09,2.3278556922024857e-10,2.1354174513017963e-10,2.0464120515883648e-10,1.7277323379210124e-10,1.3050892936534745e-10,4.9505488504984476e-11,1.561973454181279e-18
34800,0.30380826878500666,0.30380826878107503,0.30380826875614847,0.3038082687130888,0.3038082687075685,0.30380826868214383,2.526297627185972e-09,2.340290599400995e-10,2.1468009563054695e-10,2.0573196638028352e-10,1.736933077002492e-10,1.3121086301555546e-10,4.9764656132199654e-11,2.0942216372139184e-18
34840,0.3038082687852615,0.3038082687813085,0.3038082687562488,0.303808268712961,0.3038082687074123,0.3038082686818497,2.0395520765305396e-09,2.352780478483249e-10,2.1582609799541525e-10,2.0682934675661714e-10,1.7461780299961504e-10,1.319162562927394e-10,5.002833473148346e-11,1.4162005875622314e-18
34880,0.30380826878551925,0.3038082687815432,0.30380826875635,0.30380826871283434,0.3038082687072546,0.3038082686815554,2.2807700605254003e-09,2.3653278285343675e-10,2.1697841951541242e-10,2.0793330635242886e-10,1.7554689937698193e-10,1.3262448258122473e-10,5.029610304013541e-11,2.79360164199787e-18
34920,0.30380826878577666,0.3038082687817782,0.3038082687564503,0.3038082687127043,0.30380826870709354,0.30380826868125826,2.975766260413817e-09,2.377936904620425e-10,2.1813730607512658e-10,2.0904302211832341e-10,1.7648024028313527e-10,1.333359433492511e-10,5.056611152821168e-11,5.24933426797257e-19
34960,0.30380826878603223,0.30380826878201295,0.30380826875655087,0.3038082687125693,0.3038082687069306,0.3038082686809574,1.7548424617587966e-09,2.3906195673695063e-10,2.1930297281582261e-10,2.1016017682955178e-10,1.7741898275663458e-10,1.3405205905802297e-10,5.083996269091029e-11,2.4910512582067223e-18
35000,0.3038082687862956,0.30380826878225553,0.3038082687566584,0.3038082687124401,0.3038082687067705,0.3038082686806602,1.3230818718911826e-09,2.40338694733414e-10,2.2047450339905606e-10,2.1128452087767827e-10,1.783639062379735e-10,1.347725174604579e-10,5.111612093887787e-11,1.6834970978368555e-18
35040,0.3038082687865557,0.3038082687824939,0.30380826875676226,0.303808268712305,0.3038082687066032,0.30380826868035554,1.9177114871719355e-09,2.416236766991556e-10,2.2165102263056494e-10,2.124146778862177e-10,1.7931450538300622e-10,1.3549704969317494e-10,5.139248652604678e-11,1.953413522697036e-18
35080,0.30380826878681966,0.30380826878273554,0.30380826875687045,0.30380826871217154,0.3038082687064383,0.3038082686800516,2.4964650534626552e-09,2.429170884946978e-10,2.228331924575554e-10,2.135509512974744e-10,1.8027125733605402e-10,1.3622666603071526e-10,5.166823008000818e-11,1.7025081390153145e-18
35120,0.3038082687870855,0.303808268782979,0.303808268756979,0.30380826871203775,0.3038082687062747,0.30380826867974636,2.9025465761384944e-09,2.4421776468290603e-10,2.2402205121809658e-10,2.1469308750325941e-10,1.8123399518017202e-10,1.3696047210787161e-10,5.1945216910342156e-11,2.2871301166192755e-18
35160,0.30380826878735295,0.3038082687832241,0.30380826875708766,0.3038082687119043,0.3038082687061086,0.30380826867943905,2.473263685026339e-09,2.455257604451934e-10,2.2521702463955556e-10,2.1584079212486777e-10,1.822021750863752e-10,1.376980033808104e-10,5.222228483896784e-11,2.1648507961934776e-18
35200,0.3038082687876184,0.30380826878346673,0.30380826875719247,0.303808268711766,0.30380826870593813,0.30380826867912614,1.9750730835572492e-09,2.46840691708068e-10,2.2641984123755628e-10,2.169948824121658e-10,1.83175354858516e-10,1.3844040352385764e-10,5.249782930891198e-11,1.293472347919282e-18
35240,0.3038082687878875,0.303808268783713,0.30380826875729927,0.30380826871163147,0.3038082687057705,0.30380826867881405,2.9904251361878214e-09,2.4816139127186954e-10,2.2763036430199395e-10,2.1815572002013188e-10,1.8415311723403802e-10,1.3918662044014712e-10,5.2771800360046467e-11,2.392127638140549e-18
35280,0.30380826878815625,0.3038082687839584,0.30380826875740424,0.30380826871149275,0.3038082687056013,0.30380826867849886,2.7368583791609293e-09,2.494876362440716e-10,2.2884747561264986e-10,2.1932138935984636e-10,1.8513542736724728e-10,1.399350901314713e-10,5.3051001736450076e-11,1.9005503416870136e-18
35320,0.3038082687884259,0.30380826878420625,0.30380826875750955,0.3038082687113543,0.3038082687054315,0.303808268678183,1.7468731250215989e-09,2.50820021905725e-10,2.3007184045501716e-10,2.2049413845296654e-10,1.8612229168712013e-10,1.4068785872677471e-10,5.333158180317845e-11,1.6293467289329568e-18
35360,0.3038082687886965,0.30380826878445355,0.30380826875761413,0.3038082687112152,0.30380826870525757,0.303808268677865,2.5057422558096823e-09,2.521588607166839e-10,2.3130291677923562e-10,2.216730524829774e-10,1.8711388450578867e-10,1.4144450415373963e-10,5.3615616316647815e-11,1.4077621780986652e-18
35400,0.3038082687889705,0.30380826878470313,0.30380826875772204,0.3038082687110759,0.30380826870508393,0.30380826867754673,2.872485310937821e-09,2.535052584242536e-10,2.325388704234083e-10,2.228588484511553e-10,1.88110843690688e-10,1.4220446985622982e-10,5.390280230691661e-11,2.4516966987340805e-18
35440,0.30380826878924283,0.3038082687849539,0.3038082687578301,0.30380826871093053,0.3038082687049091,0.3038082686772244,1.8892703924496308e-09,2.548602870288843e-10,2.3378114415415527e-10,2.2405061439572131e-10,1.8911424654490436e-10,1.4296835036144377e-10,5.419497872606044e-11,2.0348921624331683e-18
35480,0.30380826878951545,0.30380826878520717,0.3038082687579397,0.3038082687107873,0.30380826870473143,0.3038082686768999,2.4133034603221492e-09,2.5622326524636307e-10,2.3502897320831366e-10,2.252487505446868e-10,1.9012289279663555e-10,1.4373713972469846e-10,5.4486934698140325e-11,2.8760502559372088e-18
35520,0.3038082687897929,0.3038082687854598,0.30380826875805045,0.30380826871064476,0.3038082687045519,0.3038082686765749,2.995051745534567e-09,2.575941855314615e-10,2.3628283544656245e-10,2.264532012348863e-10,1.9113749440071163e-10,1.4451049194769693e-10,5.477873755099312e-11,2.376898733011494e-18
35560,0.3038082687900738,0.3038082687857156,0.3038082687581642,0.3038082687105017,0.3038082687043752,0.3038082686762494,2.9345707399390274e-09,2.589722191983568e-10,2.3754161982924326e-10,2.2766244007532695e-10,1.921568499293686e-10,1.4528834890400605e-10,5.507022148875591e-11,9.860156461301207e-19
35600,0.3038082687903513,0.30380826878597145,0.30380826875827466,0.3038082687103538,0.30380826870419747,0.30380826867591953,1.2505962562478933e-09,2.603573627117563e-10,2.388083131506941e-10,2.2887858433388773e-10,1.9318197875142164e-10,1.460702343053977e-10,5.5361497627560574e-11,2.551977317818624e-18
35640,0.30380826879063344,0.3038082687862298,0.3038082687583872,0.3038082687102103,0.30380826870401945,0.3038082686755903,2.7233162430104898e-09,2.617494251272556e-10,2.4008322965597804e-10,2.3010175213328536e-10,1.9421367702172798e-10,1.4685635815025359e-10,5.565548285453047e-11,2.6808045780777405e-18
35680,0.30380826879092054,0.3038082687864895,0.3038082687585008,0.30380826871006883,0.3038082687038407,0.30380826867526095,2.524765028858214e-09,2.631480461391777e-10,2.4136588164996183e-10,2.3133158948218477e-10,1.9524992047138524e-10,1.4764554196552446e-10,5.594818692289573e-11,2.699129577565201e-18
35720,0.3038082687912045,0.303808268786748,0.30380826875861144,0.30380826870992017,0.3038082687036605,0.303808268674927,2.0053030489342223e-09,2.6455356803180714e-10,2.42656642008229e-10,2.3256827879981813e-10,1.96291235759007e-10,1.4843922413749197e-10,5.624467838303741e-11,3.1965698542758127e-18
35760,0.3038082687914911,0.3038082687870134,0.30380826875872574,0.3038082687097733,0.3038082687034826,0.3038082686745936,2.867669062411661e-09,2.659667367806951e-10,2.4395507788644223e-10,2.3381240329594187e-10,1.973378124348795e-10,1.492372294341721e-10,5.65446586511351e-11,2.684586462640756e-18
35800,0.3038082687917798,0.303808268787278,0.30380826875883904,0.30380826870962674,0.3038082687032978,0.30380826867425675,3.6519431776349953e-09,2.6738759318980863e-10,2.452593904905943e-10,2.350623083956031e-10,1.9838941427222957e-10,1.5003896154753212e-10,5.684782502456526e-11,1.762769777682112e-18
35840,0.3038082687920751,0.3038082687875457,0.30380826875895767,0.30380826870948213,0.3038082687031173,0.30380826867392285,1.7030466272512332e-09,2.688164432564254e-10,2.465696567537504e-10,2.363193810166645e-10,1.9944753405390238e-10,1.5084593254228346e-10,5.715349057120714e-11,1.645651038950528e-18
35880,0.3038082687923654,0.30380826878781286,0.3038082687590743,0.3038082687093295,0.3038082687029335,0.30380826867358235,3.0476721398610793e-09,2.70254244052165e-10,2.4788707334067415e-10,2.375833407646137e-10,2.00511542673797e-10,1.5165801352183628e-10,5.746161540502371e-11,1.901007795268162e-18
35920,0.30380826879265804,0.3038082687880838,0.30380826875919276,0.30380826870918004,0.3038082687027483,0.3038082686732411,2.2673217749263856e-09,2.7170075690298634e-10,2.4921040279708315e-10,2.388538435192158e-10,2.0158175212005707e-10,1.5247449174014716e-10,5.777064432364782e-11,1.4775184613813547e-18
35960,0.30380826879295486,0.30380826878835393,0.3038082687593117,0.30380826870903116,0.30380826870256095,0.3038082686728988,3.128216196156321e-09,2.7315588589054227e-10,2.50541664779969e-10,2.401321129111317e-10,2.026585879927107e-10,1.532962771700935e-10,5.808087508357664e-11,2.396421502050366e-18
36000,0.3038082687932514,0.3038082687886226,0.3038082687594303,0.3038082687088777,0.30380826870237204,0.30380826867255173,2.1141831162543447e-09,2.746189496588608e-10,2.5187870083594305e-10,2.4141700850394755e-10,2.0374119539030368e-10,1.541206753160641e-10,5.839279378405458e-11,2.29998385979934e-18
36040,0.3038082687935497,0.3038082687888978,0.30380826875955075,0.3038082687087243,0.30380826870218597,0.303808268672204,2.155745075358918e-09,2.7608973773318955e-10,2.5322371994713815e-10,2.427083008800707e-10,2.0482977744563187e-10,1.549497475638912e-10,5.870493954490305e-11,1.6630326368097092e-18
36080,0.30380826879384926,0.30380826878917366,0.30380826875967004,0.30380826870857164,0.3038082687019964,0.3038082686718541,2.7909068241613696e-09,2.7756739726575444e-10,2.545768635879859e-10,2.4400626708306e-10,2.0592378220522221e-10,1.5578301403439e-10,5.901721454395126e-11,2.895513755573847e-18
36120,0.3038082687941517,0.3038082687894471,0.30380826875978806,0.3038082687084182,0.30380826870180405,0.3038082686715025,2.2117562547948693e-09,2.7905206032771046e-10,2.5593852143524576e-10,2.4531115455347196e-10,2.0702356111366703e-10,1.566211219968828e-10,5.933127111182593e-11,1.6942577430467478e-18
36160,0.30380826879445477,0.30380826878972395,0.3038082687599081,0.3038082687082628,0.3038082687016141,0.3038082686711491,2.7975414977612625e-09,2.8054412744506634e-10,2.573085766629879e-10,2.4662392682049754e-10,2.0812925258891063e-10,1.5746338186625166e-10,5.964635818051042e-11,2.124283551567509e-18
36200,0.3038082687947574,0.30380826879000555,0.3038082687600277,0.30380826870810734,0.30380826870142325,0.30380826867079425,2.631715001649337e-09,2.820430497248371e-10,2.58685305017686e-10,2.479423735542306e-10,2.0923923068659912e-10,1.5831087677678415e-10,5.996227526185871e-11,1.5675174232845092e-18
36240,0.3038082687950646,0.30380826879028777,0.30380826876014927,0.3038082687079534,0.30380826870122984,0.30380826867043964,2.8905019680867844e-09,2.8354977609622746e-10,2.6006798650802536e-10,2.4926786318845027e-10,2.103551392605914e-10,1.5916229597323528e-10,6.02824296025715e-11,1.8376123593794356e-18
36280,0.30380826879537254,0.30380826879056666,0.3038082687602708,0.3038082687077961,0.3038082687010326,0.30380826867008076,2.4538109637728547e-09,2.850656995669962e-10,2.614578802320107e-10,2.5060093697029564e-10,2.1147726017200223e-10,1.600182808015834e-10,6.060484678164629e-11,9.877953453867327e-19
36320,0.3038082687956791,0.30380826879084855,0.30380826876039374,0.30380826870763367,0.30380826870083655,0.30380826866971866,2.384110243866028e-09,2.865903196680545e-10,2.6285437765325143e-10,2.51941326168808e-10,2.1260539599448672e-10,1.6087920543245617e-10,6.092893339484055e-11,2.452473787913245e-18
36360,0.3038082687959885,0.30380826879113504,0.30380826876051836,0.3038082687074746,0.30380826870064076,0.30380826866935634,2.104860596170092e-09,2.88124391491542e-10,2.642583157221057e-10,2.5329014697935453e-10,2.1374072025370666e-10,1.6174436277467726e-10,6.125352772214436e-11,2.152380693028442e-18
36400,0.30380826879630024,0.30380826879141914,0.3038082687606421,0.30380826870731387,0.3038082687004404,0.30380826866899036,1.7205727958952285e-09,2.896672687488936e-10,2.6566956860930675e-10,2.546449852144157e-10,2.148819861773312e-10,1.6261351157278205e-10,6.158173840827942e-11,2.3025110045048956e-18
36440,0.3038082687966155,0.3038082687917053,0.30380826876076805,0.30380826870715205,0.3038082687002416,0.3038082686686231,2.392077530609895e-09,2.9121792905925083e-10,2.670880580936814e-10,2.560061330825541e-10,2.160292935710871e-10,1.634868900129734e-10,6.191242647227186e-11,3.096738933055702e-18
36480,0.3038082687969328,0.303808268791998,0.30380826876089656,0.3038082687069907,0.3038082687000461,0.3038082686682557,3.627597949868057e-09,2.9277632032282005e-10,2.6851511677471096e-10,2.5737452791923077e-10,2.1718240708103495e-10,1.643652079255957e-10,6.224493517563259e-11,2.537492968219732e-18
36520,0.3038082687972523,0.30380826879229256,0.30380826876102446,0.30380826870683164,0.30380826869984756,0.30380826866788735,2.071713014624572e-09,2.943423607216056e-10,2.699503497735298e-10,2.5875067001447814e-10,2.1834220490225188e-10,1.6524899606473773e-10,6.257790975905872e-11,1.9917459591885663e-18
36560,0.30380826879757644,0.30380826879258577,0.30380826876115286,0.3038082687066736,0.3038082686996464,0.30380826866751737,3.152559152483265e-09,2.9591653995849853e-10,2.7139464475938484e-10,2.601353208774571e-10,2.1950902971016516e-10,1.6613669115100936e-10,6.291495067336896e-11,3.1150907301994665e-18
36600,0.3038082687979024,0.3038082687928832,0.30380826876128414,0.30380826870651306,0.30380826869944916,0.3038082686671472,2.537470143791984e-09,2.974982520505365e-10,2.728454613440699e-10,2.6152620050941696e-10,2.20681453387576e-10,1.6702911731926402e-10,6.325299905145487e-11,1.4631147931077622e-18
