step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,R_v6,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5,nulldev_v6
9560,0.28127180167409394,0.28127180167412025,0.28127180167415056,0.28127180167417676,0.2812718016741816,0.2812718016741793,0.28127180167417193,2.1843586567304255e-13,2.6751979958778445e-13,1.9244691421935886e-13,4.509881372724975e-13,5.422925542512218e-13,4.781610382370177e-13,8.440052216585703e-14
9600,0.2812718016740924,0.2812718016741187,0.28127180167414956,0.2812718016741759,0.2812718016741783,0.2812718016741788,0.28127180167417126,2.6626597022388255e-13,4.313551398259187e-13,3.8191761864064524e-13,3.4636080759744174e-13,4.457076497377535e-13,4.155200821114689e-13,2.444027412867694e-13
9640,0.28127180167409094,0.28127180167411786,0.28127180167414734,0.2812718016741743,0.28127180167417537,0.28127180167417776,0.2812718016741703,3.515032167575196e-13,5.693550987650736e-13,3.3955113465671114e-13,1.1037663087742391e-13,5.040409234187427e-13,1.6974437818596377e-13,2.72343561693575e-13
9680,0.2812718016740884,0.2812718016741171,0.281271801674143,0.2812718016741723,0.2812718016741713,0.2812718016741753,0.2812718016741679,2.6581218046842747e-13,4.4822792386302017e-13,1.5735669826038794e-13,8.987737966187484e-14,6.899688965708796e-13,2.1141558211273521e-13,1.1564913622529574e-13
9720,0.28127180167409094,0.28127180167411897,0.2812718016741443,0.28127180167417465,0.28127180167417276,0.2812718016741765,0.28127180167416943,1.7211078326671483e-13,2.1895121846048178e-13,2.939712138637342e-13,7.098432098014526e-14,6.496454141969241e-13,2.8605426214539394e-13,1.7083985610121977e-13
9760,0.2812718016740942,0.28127180167412197,0.28127180167414845,0.2812718016741789,0.281271801674179,0.28127180167418075,0.2812718016741735,2.2361955755004614e-13,3.216780602879207e-13,3.7440072153200844e-13,1.2274606048236654e-13,3.802006320143758e-13,1.2937087468866443e-13,3.3787300977104955e-13
9800,0.28127180167409527,0.28127180167412325,0.2812718016741485,0.28127180167417987,0.2812718016741822,0.2812718016741811,0.281271801674173,1.8418224283919737e-13,3.585575197474196e-13,2.2065660397276264e-13,3.4291349889049493e-13,2.4907082359972124e-13,1.5485609466404172e-13,3.3790312332367895e-13
9840,0.28127180167409743,0.2812718016741249,0.28127180167415,0.2812718016741815,0.2812718016741857,0.28127180167418186,0.28127180167417376,2.1310654603177665e-13,1.6536288936091862e-13,3.715115928845845e-14,4.60266142304282e-13,3.4312626610701096e-13,3.7781506917435893e-13,1.6989318655810247e-13
9880,0.28127180167409616,0.28127180167412225,0.2812718016741515,0.2812718016741809,0.28127180167418775,0.28127180167418175,0.2812718016741738,4.423148935847172e-13,3.061028585292447e-13,2.174835067764263e-13,3.9858521281213197e-13,2.154697561847837e-13,3.818059232998414e-13,7.159723876636086e-14
9920,0.28127180167409604,0.2812718016741211,0.28127180167415444,0.2812718016741814,0.28127180167418986,0.28127180167418325,0.28127180167417576,5.607771736057241e-13,5.138008963531993e-13,2.5104544883316726e-13,2.6495536629673045e-13,2.0793593002749475e-13,2.446140052224269e-13,2.0747711035546269e-13
9960,0.28127180167409566,0.2812718016741203,0.2812718016741549,0.281271801674181,0.28127180167418886,0.28127180167418386,0.2812718016741767,4.670922248573941e-13,4.769191744692172e-13,9.359722289651438e-14,3.5468924627915303e-13,5.312413897283283e-13,3.5256151344972964e-13,1.3942001892144955e-13
10000,0.28127180167409493,0.2812718016741192,0.28127180167415555,0.2812718016741811,0.2812718016741874,0.2812718016741845,0.2812718016741782,2.6409502720334264e-13,3.300703052882616e-13,2.1584249348849427e-13,4.2841906097642744e-13,6.335352280957487e-13,4.892229670066086e-13,1.0275921006566671e-13
10040,0.2812718016740935,0.28127180167411847,0.2812718016741555,0.2812718016741815,0.28127180167418564,0.2812718016741855,0.28127180167417964,2.448215830038801e-13,4.440021159219168e-13,4.056741563752382e-13,3.207267677880236e-13,5.298292367957266e-13,4.103213718785749e-13,2.8328407695673993e-13
10080,0.28127180167409527,0.2812718016741212,0.2812718016741558,0.2812718016741833,0.281271801674186,0.28127180167418736,0.2812718016741818,2.9701562302575826e-13,5.548585224126096e-13,3.696612015334909e-13,1.1980591296122966e-13,5.394932037432253e-13,1.6326860260077327e-13,3.0602968861571103e-13
10120,0.2812718016740931,0.28127180167412014,0.2812718016741518,0.2812718016741814,0.28127180167418286,0.2812718016741847,0.28127180167417876,2.1975766224128937e-13,4.1872033278008354e-13,1.8692539237329278e-13,1.3157756450351516e-13,6.798042012390781e-13,2.0664989159303827e-13,1.6042392799862343e-13
10160,0.2812718016740937,0.28127180167412186,0.2812718016741516,0.28127180167418253,0.28127180167418525,0.2812718016741852,0.28127180167417926,1.8603480514071383e-13,1.947158048792441e-13,2.6276187441822026e-13,1.2728838830854263e-13,6.2390515223592e-13,2.8770822779798354e-13,1.5590055855056467e-13
10200,0.281271801674095,0.2812718016741236,0.28127180167415045,0.28127180167418314,0.28127180167418697,0.2812718016741852,0.28127180167417803,2.949310926413538e-13,3.266394043859413e-13,3.4862309658073323e-13,9.201050471279153e-14,3.6353270114103094e-13,1.6944446172028166e-13,3.010729910636613e-13
10240,0.2812718016740947,0.2812718016741228,0.2812718016741493,0.281271801674182,0.2812718016741883,0.2812718016741835,0.2812718016741759,2.821890044741269e-13,3.905221511628834e-13,2.4415657453744315e-13,3.1619236119318387e-13,2.148270701402058e-13,1.7881051070330044e-13,3.4083539473703125e-13
10280,0.2812718016740939,0.2812718016741218,0.28127180167414895,0.2812718016741813,0.28127180167419014,0.281271801674183,0.2812718016741756,2.337084045938075e-13,2.533170087511584e-13,1.422172076492435e-14,4.685442583994439e-13,3.4624738703606605e-13,4.128606848153479e-13,2.0329447468195862e-13
10320,0.28127180167409094,0.2812718016741184,0.28127180167414695,0.2812718016741785,0.28127180167418764,0.28127180167417976,0.28127180167417265,3.9162816115612687e-13,3.3082022025113397e-13,2.0731678763317424e-13,4.542878544730997e-13,2.8477893268754293e-13,4.698712659167284e-13,2.275529953269753e-14
10360,0.28127180167408966,0.2812718016741165,0.2812718016741485,0.2812718016741788,0.2812718016741879,0.2812718016741807,0.2812718016741741,5.32960537527303e-13,5.535027056010496e-13,2.727281103245171e-13,2.7084187171458144e-13,2.465209553679531e-13,3.17151035520659e-13,1.7810507811846538e-13
10400,0.281271801674091,0.2812718016741172,0.28127180167415267,0.28127180167418153,0.28127180167418936,0.28127180167418453,0.2812718016741782,4.655967652327644e-13,5.470760300707985e-13,1.562620920356554e-13,2.3333502316660385e-13,5.536843405549203e-13,3.0471837736808976e-13,1.353600637476712e-13
10440,0.28127180167409005,0.281271801674117,0.28127180167415294,0.2812718016741822,0.28127180167418775,0.2812718016741858,0.28127180167417987,2.5903571677713474e-13,3.694563677937135e-13,2.2608477264832134e-13,3.2330793709813727e-13,7.019887730768563e-13,4.519843944306764e-13,7.640970745045844e-14
10480,0.2812718016740897,0.2812718016741174,0.2812718016741533,0.28127180167418353,0.2812718016741862,0.2812718016741868,0.28127180167418103,1.2832641142810188e-13,3.81742366630053e-13,4.3391024132576264e-13,2.6266298729765606e-13,5.954947031325664e-13,4.109558633702632e-13,2.947075595730419e-13
10520,0.28127180167408855,0.2812718016741174,0.2812718016741509,0.28127180167418264,0.2812718016741841,0.2812718016741857,0.2812718016741796,2.0302570100796927e-13,5.199677948787063e-13,4.2677528793783975e-13,1.3375148208482755e-13,5.012428816607625e-13,1.6650402286291464e-13,3.570464494995061e-13
10560,0.28127180167408694,0.28127180167411786,0.28127180167414667,0.28127180167418114,0.281271801674182,0.2812718016741834,0.28127180167417665,1.664515654605518e-13,4.508498599632059e-13,2.1671883049349644e-13,2.3351876365733735e-13,6.244406209634212e-13,1.825452575751411e-13,2.316820812075232e-13
10600,0.28127180167408894,0.28127180167412136,0.2812718016741452,0.2812718016741822,0.28127180167418303,0.28127180167418314,0.2812718016741759,1.6834350080698198e-13,2.1949391996618052e-13,2.2378613866080901e-13,2.4549347655249955e-13,6.269134957897788e-13,3.2548590979039145e-13,9.802261569754775e-14
10640,0.2812718016740917,0.2812718016741248,0.28127180167414717,0.28127180167418553,0.28127180167418686,0.28127180167418525,0.28127180167417754,3.2689662974782504e-13,3.592032895839853e-13,3.426270731378143e-13,1.3454219845528815e-13,3.850662573044668e-13,2.3702371998767753e-13,2.6254037237017177e-13
10680,0.2812718016740936,0.2812718016741266,0.28127180167414956,0.2812718016741873,0.28127180167419125,0.28127180167418714,0.2812718016741796,3.503953172275145e-13,4.923901400182025e-13,2.568598146180146e-13,2.6211496249773133e-13,1.786919440513968e-13,1.6236367049043685e-13,3.352016798908569e-13
10720,0.281271801674097,0.28127180167412785,0.281271801674156,0.2812718016741916,0.2812718016741974,0.2812718016741911,0.28127180167418453,2.2789181428822533e-13,3.411698937636521e-13,3.8871320438786295e-14,4.4868574093069246e-13,3.5802645920417066e-13,4.0373693770972255e-13,2.333784936275266e-13
10760,0.28127180167409793,0.28127180167412785,0.281271801674159,0.28127180167419286,0.28127180167419996,0.28127180167419275,0.2812718016741863,3.365621377590709e-13,2.6911794629257326e-13,2.102546268524539e-13,4.592049662519735e-13,3.437956468539777e-13,4.970776908880169e-13,3.851380343020688e-15
10800,0.28127180167409455,0.2812718016741242,0.2812718016741572,0.2812718016741904,0.2812718016741967,0.28127180167419097,0.2812718016741843,5.108351468531601e-13,5.045906545691545e-13,3.229494722707512e-13,2.96419850774213e-13,2.7241266803108107e-13,3.729450307720174e-13,1.8716521555345992e-13
10840,0.28127180167409327,0.28127180167412225,0.28127180167415694,0.2812718016741893,0.28127180167419497,0.2812718016741907,0.28127180167418414,4.938447001440088e-13,5.573190103197677e-13,2.2201243937591242e-13,1.5177024364470644e-13,5.474348603615306e-13,2.5616381418300535e-13,1.843321962634787e-13
10880,0.2812718016740882,0.2812718016741178,0.28127180167415244,0.28127180167418536,0.2812718016741885,0.2812718016741873,0.28127180167418064,2.8843180909397543e-13,3.8134570406326543e-13,1.7415710343873072e-13,2.641353121550662e-13,7.438461635168357e-13,4.192884527987611e-13,2.1986869895390687e-14
10920,0.28127180167408966,0.2812718016741202,0.2812718016741543,0.2812718016741884,0.28127180167418936,0.28127180167419014,0.2812718016741836,9.128688281541067e-14,3.556066601574941e-13,4.126731749191908e-13,2.3187464798794047e-13,6.542354663726394e-13,4.312650171047173e-13,2.731025415299651e-13
10960,0.2812718016740873,0.28127180167411914,0.2812718016741509,0.281271801674187,0.2812718016741863,0.28127180167418814,0.2812718016741813,1.8957251127764511e-13,5.422649617440208e-13,4.4491675010077384e-13,1.0160760447167806e-13,4.938046589535774e-13,2.0869510119649632e-13,3.74516963870795e-13
11000,0.28127180167408633,0.28127180167411836,0.28127180167414967,0.2812718016741869,0.28127180167418625,0.2812718016741876,0.28127180167418064,1.3459068701141142e-13,5.052815451833787e-13,2.5693728423194765e-13,2.5689961222342983e-13,5.748970779849076e-13,1.513300307322707e-13,2.9445130205977087e-13
11040,0.28127180167408744,0.28127180167411875,0.2812718016741499,0.28127180167418747,0.2812718016741881,0.28127180167418697,0.2812718016741801,1.615497191938881e-13,2.6223152380398797e-13,1.7607370524282124e-13,3.284530891033718e-13,6.225163237437081e-13,3.5196561127866834e-13,1.1566555738818301e-13
11080,0.2812718016740885,0.2812718016741198,0.28127180167415106,0.2812718016741885,0.28127180167419114,0.28127180167418725,0.2812718016741806,3.848840379450403e-13,3.3796615037867794e-13,3.337797364391648e-13,2.1875036512273712e-13,3.9590729551109714e-13,3.0795149206922455e-13,2.461415281857241e-13
11120,0.28127180167408505,0.2812718016741159,0.2812718016741468,0.2812718016741845,0.28127180167418897,0.281271801674183,0.2812718016741762,4.423948170499518e-13,5.169433078322729e-13,2.8056801086604475e-13,2.15104630666282e-13,1.519314793678669e-13,1.7500327820379262e-13,3.423149374913318e-13
11160,0.2812718016740849,0.28127180167411564,0.2812718016741478,0.2812718016741848,0.2812718016741904,0.28127180167418325,0.2812718016741768,3.118000723660406e-13,4.1330190906107154e-13,4.228320321218545e-14,4.3127659469400277e-13,4.1931747762282143e-13,4.1352364471763675e-13,2.2669603585693208e-13
11200,0.28127180167408694,0.2812718016741169,0.28127180167415283,0.2812718016741879,0.2812718016741936,0.28127180167418725,0.2812718016741811,2.8508909788143504e-13,2.958254482836335e-13,2.460995039962142e-13,4.832069813442774e-13,4.665276923396554e-13,5.406284964923182e-13,4.603649164364846e-14
11240,0.28127180167408594,0.28127180167411575,0.2812718016741539,0.28127180167418775,0.2812718016741927,0.2812718016741884,0.28127180167418236,4.5081305369172244e-13,5.133970675664227e-13,3.980245967462571e-13,3.179121422921035e-13,3.7294775422117734e-13,4.156980048040879e-13,2.3047219076257853e-13
11280,0.2812718016740855,0.28127180167411514,0.28127180167415405,0.2812718016741874,0.28127180167419064,0.28127180167418914,0.2812718016741825,4.782752277924392e-13,5.97729874384558e-13,3.132579808944603e-13,9.204221428527087e-14,5.832379012741762e-13,2.366255389111287e-13,2.2137128524868976e-13
11320,0.2812718016740842,0.28127180167411453,0.2812718016741533,0.2812718016741871,0.2812718016741883,0.28127180167418936,0.28127180167418253,3.0222330331350235e-13,4.3378210271639363e-13,2.095741670539709e-13,1.9361327993215207e-13,7.777529420900972e-13,3.7068214845291383e-13,7.241056332886351e-14
11360,0.2812718016740853,0.2812718016741162,0.28127180167415367,0.2812718016741884,0.2812718016741888,0.2812718016741909,0.281271801674184,3.902493372780464e-14,3.210330140510397e-13,4.012316044517565e-13,1.710081688731888e-13,6.927745648320763e-13,4.002097440085108e-13,2.67546529852412e-13
11400,0.2812718016740848,0.28127180167411675,0.28127180167415233,0.2812718016741882,0.2812718016741881,0.28127180167419,0.28127180167418253,1.2859731800945383e-13,4.934136996768438e-13,4.466464186353588e-13,6.668625494316919e-14,4.807888756901583e-13,2.0341811279784715e-13,3.895890014248861e-13
11440,0.28127180167408355,0.2812718016741161,0.281271801674151,0.2812718016741877,0.2812718016741886,0.28127180167418864,0.2812718016741811,8.721379629197733e-14,4.94604657595409e-13,2.6638381840221034e-13,2.7459690291242735e-13,5.002250868492992e-13,1.5690160810538844e-13,3.3463153284367935e-13
11480,0.2812718016740851,0.28127180167411764,0.2812718016741531,0.2812718016741901,0.2812718016741925,0.2812718016741901,0.28127180167418275,1.4512103848808353e-13,2.802439040954499e-13,1.3072891204655348e-13,3.842745267728121e-13,5.626676147545572e-13,3.7167228239891724e-13,1.4446075182383733e-13
11520,0.28127180167408555,0.28127180167411703,0.281271801674154,0.28127180167418997,0.281271801674195,0.2812718016741896,0.2812718016741819,4.123390982559351e-13,3.3706223506004354e-13,2.98039896454325e-13,3.109541606889189e-13,3.692213464507267e-13,3.5406539063326993e-13,2.0867951730189548e-13
11560,0.2812718016740837,0.281271801674114,0.2812718016741541,0.28127180167418886,0.2812718016741953,0.28127180167418836,0.2812718016741809,5.151818314963026e-13,5.253213302762697e-13,2.9256853858047746e-13,2.379709424676005e-13,2.0755072767350686e-13,2.248776085290233e-13,3.1618980268438443e-13
11600,0.28127180167408433,0.2812718016741125,0.28127180167415866,0.2812718016741905,0.2812718016741993,0.281271801674191,0.28127180167418425,4.0052540807435596e-13,4.3295863167283896e-13,1.068110715724009e-13,4.2377900134378193e-13,4.979876438892668e-13,4.2247283402988104e-13,2.1286499616276957e-13
11640,0.2812718016740827,0.28127180167411,0.28127180167415944,0.28127180167419025,0.28127180167419874,0.28127180167419186,0.2812718016741847,3.1516476813526164e-13,3.0816382041454574e-13,2.4533059628274844e-13,5.099033210146398e-13,5.833977272786168e-13,5.672135002639861e-13,5.1979043887790675e-14
11680,0.2812718016740806,0.28127180167410765,0.28127180167415966,0.28127180167419025,0.28127180167419724,0.2812718016741925,0.28127180167418525,4.539599987695531e-13,5.214090036714237e-13,4.234722779424401e-13,3.600325977647093e-13,5.09353783361954e-13,4.5326130721187285e-13,2.6635692415936627e-13
11720,0.2812718016740781,0.2812718016741058,0.28127180167415855,0.28127180167418936,0.2812718016741945,0.28127180167419213,0.2812718016741849,5.088100050924755e-13,6.3952044968079e-13,3.661650018816787e-13,1.1347355157380411e-13,6.688156674949813e-13,2.6199081193834946e-13,2.716814475026634e-13
11760,0.28127180167407695,0.281271801674105,0.281271801674158,0.2812718016741893,0.28127180167419286,0.2812718016741921,0.2812718016741851,3.229605793401196e-13,4.820597295100685e-13,2.0397955570004165e-13,2.178782517490561e-13,8.726161795279011e-13,3.8843120221758557e-13,1.1920232967302607e-13
11800,0.2812718016740766,0.2812718016741067,0.28127180167415805,0.2812718016741908,0.28127180167419313,0.2812718016741931,0.2812718016741865,3.4880743731255515e-14,3.5949203502682355e-13,3.82140546271746e-13,2.1151771216548007e-13,7.891476541531247e-13,4.3959446115550445e-13,2.878460687966272e-13
11840,0.2812718016740751,0.2812718016741065,0.28127180167415733,0.2812718016741913,0.2812718016741932,0.2812718016741925,0.2812718016741863,1.8298940110603264e-13,5.347026358978195e-13,4.664474497604821e-13,6.564408356000177e-15,5.199766969194583e-13,2.429866760069791e-13,4.4273484330063973e-13
11880,0.2812718016740725,0.2812718016741055,0.28127180167415433,0.28127180167419,0.2812718016741924,0.28127180167418997,0.2812718016741841,1.6096418124334458e-13,5.557333411536135e-13,2.8851700135420735e-13,2.7723630416675474e-13,5.062201287140014e-13,1.9925632718354008e-13,3.756981710993933e-13
11920,0.28127180167407245,0.2812718016741046,0.2812718016741533,0.2812718016741894,0.2812718016741939,0.2812718016741889,0.28127180167418303,1.3029315777801294e-13,3.3321793829019244e-13,1.5279448253740813e-13,4.3121469274680447e-13,5.685406104472741e-13,4.2888559480014843e-13,1.7346286493871003e-13
11960,0.28127180167407484,0.2812718016741055,0.2812718016741562,0.2812718016741913,0.2812718016741985,0.2812718016741906,0.28127180167418536,4.096171015170637e-13,3.534922333846398e-13,3.2572517569994894e-13,3.75304664042667e-13,3.775872753854208e-13,4.2773300422072937e-13,2.1524816537890493e-13
12000,0.28127180167407384,0.2812718016741041,0.28127180167415783,0.281271801674192,0.2812718016742008,0.28127180167419147,0.28127180167418664,5.388587631281125e-13,5.434039569637887e-13,3.363257007607585e-13,2.7704820170656305e-13,3.2276098814619905e-13,3.0301647054859795e-13,3.0901697460257637e-13
12040,0.2812718016740728,0.28127180167410254,0.28127180167415977,0.28127180167419297,0.28127180167420224,0.2812718016741936,0.28127180167418864,4.531118844216184e-13,4.929855527822939e-13,1.8259787959200783e-13,4.055253227876054e-13,6.290798078642427e-13,4.429237846902558e-13,1.9357505732656425e-13
12080,0.2812718016740726,0.28127180167410176,0.28127180167416116,0.28127180167419374,0.28127180167420207,0.28127180167419535,0.28127180167418975,3.3895097155859987e-13,3.8851878329806895e-13,2.719254238495892e-13,4.893241202229207e-13,7.349320804256351e-13,5.857927935388592e-13,7.65105409551235e-14
12120,0.28127180167406995,0.28127180167409965,0.28127180167416094,0.2812718016741934,0.2812718016742004,0.2812718016741957,0.28127180167419,4.19356560063542e-13,5.530202519838065e-13,4.60367926930734e-13,3.5290447518780584e-13,6.680105287001537e-13,4.922834830669598e-13,2.9626318634936235e-13
12160,0.2812718016740666,0.2812718016740972,0.2812718016741579,0.2812718016741915,0.2812718016741964,0.28127180167419413,0.2812718016741881,4.509460519647234e-13,6.563093398565321e-13,4.23821869244851e-13,1.125832260431043e-13,7.547078592803672e-13,3.1042664890239237e-13,3.234055842225117e-13
12200,0.2812718016740675,0.28127180167409893,0.2812718016741577,0.28127180167419263,0.28127180167419663,0.2812718016741956,0.2812718016741891,2.7584270829606236e-13,5.349380177157717e-13,2.8196705836618587e-13,1.932354725003073e-13,8.966511176010662e-13,3.803766373695208e-13,2.0177532309066757e-13
12240,0.2812718016740672,0.28127180167409965,0.2812718016741555,0.2812718016741927,0.2812718016741954,0.28127180167419463,0.2812718016741875,1.8533440392193568e-14,4.2251547447673583e-13,3.6772894499238376e-13,2.0880673706658506e-13,8.204725279142672e-13,4.320139723295524e-13,2.679240189181279e-13
12280,0.28127180167406884,0.28127180167410276,0.2812718016741543,0.2812718016741937,0.281271801674196,0.28127180167419413,0.28127180167418697,2.1939627558604888e-13,5.68368516234198e-13,4.3218144166095537e-13,8.597823080328048e-14,5.660667508474891e-13,2.6704411926710986e-13,3.969490512574987e-13
12320,0.28127180167407173,0.28127180167410554,0.28127180167415505,0.28127180167419485,0.28127180167419874,0.28127180167419485,0.28127180167418775,2.2281721406281131e-13,5.92780371994471e-13,2.8231864234699967e-13,2.89054392474806e-13,4.945412990462731e-13,2.445471171929565e-13,3.5523695909893505e-13
12360,0.28127180167407134,0.2812718016741042,0.2812718016741562,0.28127180167419463,0.28127180167420057,0.28127180167419447,0.281271801674188,1.749975603132667e-13,3.8606172314083414e-13,1.6088152741841809e-13,4.466372476056476e-13,5.437632559236528e-13,4.4812490195166184e-13,1.8467736761353532e-13
12400,0.28127180167406907,0.2812718016741012,0.2812718016741545,0.28127180167419263,0.28127180167420013,0.28127180167419197,0.2812718016741861,4.001256600277065e-13,3.5075911616890604e-13,3.2855618159241474e-13,4.224714544522346e-13,4.06343375173291e-13,4.767843677965733e-13,1.9651756053943676e-13
12440,0.2812718016740681,0.28127180167409965,0.2812718016741543,0.2812718016741913,0.2812718016741995,0.28127180167419086,0.281271801674185,5.437417170775504e-13,5.397107862380788e-13,3.6339054961743386e-13,2.924899155321086e-13,3.675949905898401e-13,3.5125840329318125e-13,2.9892897131727285e-13
12480,0.28127180167406884,0.28127180167410026,0.2812718016741558,0.281271801674192,0.2812718016742005,0.28127180167419286,0.2812718016741863,4.712353884475431e-13,5.134258495135273e-13,2.23790551388655e-13,3.577263937543019e-13,6.650054697851476e-13,4.3286697266896497e-13,2.0087106337982453e-13
12520,0.2812718016740672,0.2812718016740986,0.28127180167415516,0.2812718016741911,0.2812718016741988,0.2812718016741932,0.2812718016741856,3.117945506165217e-13,3.932471923163979e-13,2.647040757395934e-13,4.473580595735892e-13,7.970183272546097e-13,5.808793261610695e-13,6.828250103682486e-14
12560,0.28127180167406507,0.28127180167409693,0.28127180167415256,0.28127180167418914,0.2812718016741957,0.28127180167419197,0.281271801674184,3.4599441775875495e-13,5.478307968946834e-13,4.553060641487612e-13,3.1841967708670914e-13,7.048249444541617e-13,5.080653754555212e-13,2.897231193235131e-13
12600,0.28127180167406735,0.2812718016741007,0.28127180167415416,0.2812718016741917,0.2812718016741968,0.2812718016741951,0.2812718016741866,3.9943832860501255e-13,6.973560511989982e-13,4.349803276541992e-13,6.57208824833217e-14,7.101388641495266e-13,2.959847896204076e-13,3.340107433538007e-13
12640,0.28127180167406896,0.28127180167410354,0.281271801674153,0.28127180167419324,0.2812718016741967,0.28127180167419563,0.281271801674187,2.6536652564141795e-13,6.097693845745494e-13,2.568518917114355e-13,2.0950479389295617e-13,8.4452764537814e-13,3.3586187506584913e-13,1.9799196003654112e-13
12680,0.28127180167407,0.28127180167410537,0.28127180167415267,0.28127180167419447,0.2812718016741975,0.2812718016741959,0.2812718016741869,1.736433566790851e-14,4.413362203766646e-13,3.349006853702625e-13,2.4998603032665516e-13,7.967925035181051e-13,4.1956872696415755e-13,2.1648743523611474e-13
12720,0.2812718016740704,0.2812718016741058,0.2812718016741513,0.28127180167419397,0.2812718016741968,0.28127180167419363,0.28127180167418536,2.3787706500900835e-13,5.252939104661465e-13,4.3070127220669216e-13,1.2450660264618806e-13,5.236990787559062e-13,2.867118947361166e-13,3.714153308108787e-13
12760,0.2812718016740707,0.28127180167410504,0.2812718016741516,0.2812718016741937,0.2812718016741984,0.2812718016741925,0.2812718016741856,2.553520811792126e-13,5.50524542314584e-13,3.1358376815610756e-13,2.560376942586794e-13,3.872192937009509e-13,2.136809108264076e-13,3.829520687433097e-13
12800,0.281271801674072,0.2812718016741052,0.2812718016741529,0.2812718016741942,0.28127180167420096,0.2812718016741927,0.28127180167418603,2.2170916564113193e-13,3.521493263024476e-13,1.3222514390411735e-13,4.431859220513491e-13,4.833086149471872e-13,4.484666726998433e-13,2.0980520779715142e-13
12840,0.281271801674071,0.28127180167410387,0.28127180167415156,0.2812718016741921,0.2812718016742006,0.281271801674191,0.2812718016741842,4.238148111361375e-13,3.2240969578198923e-13,2.871175890661755e-13,4.3214054972720163e-13,3.9957174967930745e-13,5.012337863948428e-13,1.4162803611818939e-13
12880,0.2812718016740717,0.2812718016741038,0.28127180167415233,0.2812718016741919,0.28127180167420124,0.2812718016741922,0.2812718016741846,5.673622585025449e-13,5.409893410806121e-13,3.4466544636798335e-13,2.7872954085962243e-13,3.8391971613534235e-13,3.783645792795671e-13,2.563202756402579e-13
12920,0.2812718016740711,0.28127180167410254,0.28127180167415206,0.28127180167419086,0.28127180167419985,0.28127180167419236,0.28127180167418403,5.048315486566893e-13,5.605901614773536e-13,2.1694533898531703e-13,2.962516803898545e-13,6.733166392646608e-13,4.189720479876431e-13,1.8363282499546566e-13
12960,0.28127180167407023,0.2812718016741016,0.281271801674151,0.28127180167419,0.28127180167419774,0.28127180167419247,0.28127180167418353,3.2413363793665133e-13,4.4827409417081537e-13,2.583903048903762e-13,3.8319568644106837e-13,8.16696589307636e-13,5.624063594582448e-13,5.55878692187117e-14
13000,0.28127180167406945,0.28127180167410176,0.28127180167415106,0.28127180167419086,0.28127180167419674,0.2812718016741937,0.28127180167418486,3.001991098508204e-13,5.657105424961749e-13,4.551943866933047e-13,2.764514559004991e-13,7.286189412685528e-13,4.942577486844691e-13,2.826849472931519e-13
13040,0.2812718016740687,0.28127180167410204,0.2812718016741496,0.28127180167419097,0.28127180167419524,0.28127180167419336,0.28127180167418453,3.436698462067069e-13,7.075632532999911e-13,4.480485578477514e-13,2.0170354649458906e-14,6.759335171646929e-13,2.6823864458068356e-13,3.4842152045528207e-13
13080,0.2812718016740659,0.28127180167410054,0.2812718016741463,0.281271801674189,0.28127180167419236,0.28127180167419025,0.2812718016741819,2.1067644301186554e-13,6.093141911583983e-13,2.658926940070945e-13,2.2729138941772654e-13,7.884625387739349e-13,3.019080334626309e-13,2.338931804789535e-13
13120,0.2812718016740682,0.2812718016741038,0.28127180167414506,0.28127180167419014,0.2812718016741926,0.28127180167418975,0.2812718016741814,8.399107002766516e-14,4.103968887233858e-13,3.092643673536671e-13,2.7513951646943796e-13,7.445635044336319e-13,4.2040266270859954e-13,1.9295930992958428e-13
13160,0.28127180167406773,0.28127180167410515,0.2812718016741424,0.2812718016741891,0.2812718016741921,0.2812718016741875,0.28127180167417964,2.9884264456644764e-13,5.059114858373081e-13,4.1830092840381457e-13,1.458236338144387e-13,4.568725791515245e-13,2.9666795182452664e-13,3.597900491540785e-13
13200,0.28127180167406945,0.2812718016741067,0.28127180167414223,0.2812718016741892,0.28127180167419336,0.2812718016741871,0.28127180167417914,3.1857225966471725e-13,5.821938556509118e-13,2.9208934200155445e-13,2.4938217902963877e-13,3.282257439337969e-13,2.1831339337873853e-13,3.721940113666939e-13
13240,0.28127180167407173,0.2812718016741085,0.2812718016741443,0.28127180167419047,0.2812718016741965,0.2812718016741881,0.28127180167418053,2.0787096475429015e-13,3.867493042453206e-13,1.025713959313022e-13,4.328895611053129e-13,4.90028663018133e-13,4.5373529641241444e-13,1.997226907575103e-13
13280,0.28127180167406984,0.2812718016741051,0.2812718016741439,0.28127180167418875,0.28127180167419624,0.2812718016741868,0.2812718016741793,3.666216017046413e-13,3.0459382583965643e-13,2.990393288509988e-13,4.183710927118001e-13,4.370709990869669e-13,5.108077331264637e-13,1.0979601423610088e-13
13320,0.28127180167406873,0.2812718016741036,0.2812718016741442,0.28127180167418797,0.2812718016741965,0.2812718016741872,0.28127180167417926,5.268427977579315e-13,5.421313583770748e-13,3.7811793467024444e-13,2.2178938954210593e-13,3.839180502985356e-13,3.5562180964290886e-13,2.6820473026385603e-13
