phase_model,correction,delta_max,closure_global_abs,closure_pair_rms,closure_pair_max,transmission_leakage,reflection_rate,max_remaining_delta,rms_remaining_delta
linear,linear,0.64,5.1632581524891196e-17,1.4365870961661413e-18,2.7323123148724217e-18,1.1286942657769045e-33,1.0,1.1102230246251565e-16,6.719209077791536e-17
linear,affine,0.64,8.635811690415462e-18,1.5583162277210814e-18,2.7323123148724217e-18,1.2884511774375163e-33,1.0,1.1102230246251565e-16,7.179000424676171e-17
linear,quadratic,0.64,1.05499386045416e-16,2.451370047536197e-18,4.59586650970568e-18,3.519941817960693e-33,1.0,2.220446049250313e-16,1.1865819513140578e-16
linear,cubic,0.64,4.2989602197002394e-16,8.798615532784953e-18,1.1833183004396108e-17,4.763799394877893e-32,1.0,5.551115123125783e-16,4.3652259482770846e-16
linear,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.64,0.20803711191601812,0.005714736279453024,0.01231617663835392,0.02127803453638326,0.9787219654636166,0.64,0.2946455884915951
quadratic_area,constant,0.64,0.05390008962201952,0.003875110509570488,0.008401128285384576,0.00949181896349923,0.9905081810365006,0.4195612776302973,0.1955065024431964
quadratic_area,linear,0.64,0.02900010289657767,0.0014637199670241776,0.003156605014917855,0.001336203353412305,0.9986637966465877,0.1536637036896794,0.07313758643033155
quadratic_area,affine,0.64,0.0023610875620651496,0.0009737665228515514,0.0020836129772390855,0.0005920420361773592,0.9994079579638226,0.10324250627458455,0.04867403617543945
quadratic_area,quadratic,0.64,7.99864568741097e-17,1.8418148782334522e-18,2.7323123148724217e-18,1.8289488874187238e-33,1.0,1.1102230246251565e-16,8.553242396702489e-17
quadratic_area,cubic,0.64,1.9605491684301514e-16,4.036151609800464e-18,6.624405856886505e-18,1.0064443805142027e-32,1.0,3.3306690738754696e-16,2.0064340313244317e-16
quadratic_area,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.64,0.15843701356702145,0.004895062117907951,0.012316176638353916,0.015551994915131538,0.9844480050848684,0.64,0.25186697471852587
cubic_high,constant,0.64,0.04959161815253289,0.003722835180623623,0.009385764599494601,0.008770607417531382,0.9912293925824684,0.47248851281146836,0.18808741216186944
cubic_high,linear,0.64,0.03702385695484466,0.0020020666143435242,0.005025673624690064,0.0024985682802517468,0.9975014317197481,0.24616709313004764,0.10006760262867988
cubic_high,affine,0.64,0.005570703285680745,0.0015002429640742672,0.003741684217284002,0.0014024895897099003,0.9985975104102901,0.18243979777009678,0.07493962172964815
cubic_high,quadratic,0.64,0.0001523321691703832,0.00024909413724356536,0.0005935816682482114,3.8701756829837334e-05,0.9999612982431701,0.029418955641817963,0.012442332354410147
cubic_high,cubic,0.64,1.8083127126464236e-16,4.752774368812218e-18,1.1833183004396108e-17,1.333495579472683e-32,1.0,5.551115123125783e-16,2.309541581762652e-16
cubic_high,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
quartic_edge,none,0.64,0.12846893587049768,0.004367776940356837,0.01231617663835392,0.012358614661124005,0.9876413853388759,0.64,0.2245264048704841
quartic_edge,constant,0.64,0.044755189850824995,0.003535868776570916,0.009966000436104837,0.007924697759598478,0.9920753022404014,0.504349964347565,0.17891666862413252
quartic_edge,linear,0.64,0.03901201996417179,0.002230088966985837,0.00625178361138447,0.0031015725133335995,0.9968984274866663,0.30798690741122525,0.11155291624202811
quartic_edge,affine,0.64,0.007849595099766907,0.0017840775154744032,0.004972486420028997,0.001981945866101954,0.998018054133898,0.2435088355160313,0.08911929145644493
quartic_edge,quadratic,0.64,0.0006356130306307222,0.0005085830564076986,0.0013576274231622268,0.0001609033926787592,0.9998390966073212,0.06587723280798763,0.025371169862028684
quartic_edge,cubic,0.64,9.898670421498821e-06,6.319553389284894e-05,0.00015747404446845743,2.490990523791254e-06,0.9999975090094761,0.00781321481501356,0.003156577552810061
quartic_edge,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
alternating_linear,none,0.64,0.12911865005927417,0.007247488886094812,0.01231617663835392,0.03453671366371435,0.9654632863362854,0.64,0.3756072181369917
alternating_linear,constant,0.64,0.12847296798632707,0.007246508643413982,0.012205531677199656,0.03452633319884958,0.9654736668011503,0.6337429494308935,0.3755479509976012
alternating_linear,linear,0.64,0.12860075332446466,0.007243898272691832,0.01239644586987793,0.03450419166490839,0.9654958083350915,0.646242342590487,0.37543163178468747
alternating_linear,affine,0.64,0.12929771910662322,0.007242605804912922,0.012494127949517242,0.03449313021225906,0.9655068697877408,0.652199466295305,0.3753734043992971
alternating_linear,quadratic,0.64,0.12887614191187974,0.007235734523769286,0.01292875112285513,0.03443705607387885,0.9655629439261211,0.6790433746452594,0.3750843165305481
alternating_linear,cubic,0.64,0.12846176209282892,0.007225966621119529,0.013409591972032696,0.03435809426868807,0.965641905731312,0.7094374208801946,0.37467867422066725
alternating_linear,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
sinusoidal_loop,none,0.64,0.379672132234618,0.00853228666461005,0.011891474504305407,0.04928398636408249,0.9507160136359174,0.64,0.449725820853038
sinusoidal_loop,constant,0.64,0.03823075922581628,0.003964379827276621,0.00807976995850794,0.009984736495435525,0.9900152635045644,0.40256281798640875,0.200490627004806
sinusoidal_loop,linear,0.64,0.11852784706750052,0.005655470152291968,0.01142000415107997,0.02065138172686247,0.9793486182731374,0.5868504745901554,0.28919192995180765
sinusoidal_loop,affine,0.64,0.03896099574555211,0.003957729534934836,0.007771178449341641,0.009961895019901574,0.9900381049800983,0.3987301991700435,0.2002587304305169
sinusoidal_loop,quadratic,0.64,0.00013053722357386413,0.00022979410792459059,0.0006051130211736843,3.287466133391104e-05,0.999967125338666,0.02934535767990817,0.011467431961995492
sinusoidal_loop,cubic,0.64,0.00012960789502743295,0.00022863234924748704,0.000556307980138705,3.261290707195814e-05,0.999967387092928,0.027761124166134358,0.01142168442781998
sinusoidal_loop,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
mixed_smooth,none,0.64,0.26962439319713954,0.006293453312622289,0.01231617663835392,0.025717236762793968,0.974282763237206,0.64,0.3234943946551488
mixed_smooth,constant,0.64,0.036533006328864207,0.0030651300486746404,0.007181308542014286,0.0059186744976249496,0.994081325502375,0.3556634209489009,0.15427680702820898
mixed_smooth,linear,0.64,0.005723005823704147,0.0008019183794071692,0.0019156918028645068,0.0003997154758448983,0.9996002845241551,0.09302351564662426,0.0399910182875013
mixed_smooth,affine,0.64,0.0014564389138828778,0.000768365382879035,0.002148321235037338,0.00036491067738675674,0.999635089322613,0.10435863249461474,0.03821195526900861
mixed_smooth,quadratic,0.64,0.001014642846392597,0.0006405095683789133,0.001270807929431436,0.0002563038647998173,0.9997436961352001,0.0646222328994821,0.03202142273319622
mixed_smooth,cubic,0.64,2.3860097486195435e-05,9.816709266224125e-05,0.000251749602960303,5.999887188921345e-06,0.9999940001128109,0.012207315121612106,0.004898943973367913
mixed_smooth,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.64,0.19784482057495634,0.005580866892442107,0.012026097824505025,0.020681136093767104,0.9793188639062328,0.64,0.29091643977096315
rippled_random_like,constant,0.64,0.04954075472649852,0.003959900921408639,0.008393828351922846,0.010041826057428418,0.9899581739425716,0.4299475803077998,0.20127184579683324
rippled_random_like,linear,0.64,0.02616518469829601,0.0032804983009144246,0.007012949777323865,0.006790844863784458,0.9932091551362154,0.3557047516958621,0.16529923784340247
rippled_random_like,affine,0.64,0.026737212052995722,0.003278917019011736,0.0070184452914191205,0.006785303466747612,0.9932146965332525,0.3559958891123275,0.16522955922957516
rippled_random_like,quadratic,0.64,0.024899459595065565,0.0031632397306997173,0.006487524493741247,0.0063233937507968544,0.9936766062492032,0.32800958009237546,0.15942612836269837
rippled_random_like,cubic,0.64,0.012561842874282952,0.002253097726105262,0.004461727070549064,0.003172729944806182,0.9968272700551937,0.21806756920436404,0.11277658622513552
rippled_random_like,full,0.64,1.0241171828836599e-17,7.633318792844825e-19,1.7068619714727665e-18,0.0,1.0,0.0,0.0
linear,none,0.68,0.3231222634602667,0.00766425949939673,0.012991905111569571,0.038913163215482376,0.9610868367845176,0.68,0.3992381053108662
linear,constant,0.68,0.056909281377901556,0.00393109590823215,0.0067663546230805815,0.009798307437612898,0.9902016925623871,0.33949217267988935,0.19855784976923374
linear,linear,0.68,1.1127336513396213e-16,2.782996655469088e-18,4.6891633620410226e-18,4.628457679592809e-33,1.0,2.220446049250313e-16,1.3606553832021993e-16
linear,affine,0.68,7.197151569149721e-17,3.468039748827609e-18,6.820601253877851e-18,7.280760227340929e-33,1.0,3.3306690738754696e-16,1.7065474183087828e-16
linear,quadratic,0.68,7.765574470650794e-17,5.969960372823163e-18,1.1821316571882789e-17,2.1321380468065622e-32,1.0,5.551115123125783e-16,2.9203685019576297e-16
linear,cubic,0.68,2.727604769614549e-16,5.898137974010554e-18,1.0157633703284886e-17,2.1753641523480385e-32,1.0,5.169475958410885e-16,2.94982314883319e-16
linear,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.68,0.21955697899145363,0.006047360030305673,0.012991905111569571,0.023985964476288358,0.9760140355237117,0.68,0.3132341365191016
quadratic_area,constant,0.68,0.060589656900153596,0.004112359807819994,0.00890518631382013,0.01071184861386297,0.989288151386137,0.4456013753938086,0.2077809160235677
quadratic_area,linear,0.68,0.031048421638879303,0.0015552976997046915,0.0033563967711733858,0.0015086854685656976,0.9984913145314342,0.16316875323473856,0.07771880192598467
quadratic_area,affine,0.68,0.0026645959880308924,0.0010346480464732955,0.0022158938353310353,0.000668403332921889,0.999331596667078,0.1097509308153325,0.05171923900624711
quadratic_area,quadratic,0.68,2.7634795098162493e-17,3.904644480044205e-18,6.820601253877851e-18,9.155302432611886e-33,1.0,3.3306690738754696e-16,1.9136668918714027e-16
quadratic_area,cubic,0.68,1.1986394101573727e-16,3.808577903650984e-18,7.992892094388106e-18,8.877374774904831e-33,1.0,4.0649449951912775e-16,1.8843964312113128e-16
quadratic_area,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.68,0.1672918720265227,0.005181326706142877,0.012991905111569571,0.017534975135042517,0.9824650248649576,0.68,0.2677808301009921
cubic_high,constant,0.68,0.05575120816187714,0.00395001949818835,0.009939185837426348,0.00989818690473311,0.9901018130952669,0.5018462744187054,0.19991954139373455
cubic_high,linear,0.68,0.03984420694062432,0.0021272140272575947,0.005339968752968534,0.0028213650366480047,0.997178634963352,0.2614155290129824,0.10634843491577844
cubic_high,affine,0.68,0.0062845472561235734,0.0015941576311899193,0.00397763788303154,0.0015836347337435262,0.9984163652662565,0.19372243494402241,0.07963773778997703
cubic_high,quadratic,0.68,0.00017162754069282188,0.00026469209613389443,0.0006313372925388429,4.3695281832536876e-05,0.9999563047181673,0.03127422950182589,0.013220703411161834
cubic_high,cubic,0.68,1.574743995742548e-17,1.2607786192404575e-18,2.7295723251606342e-18,6.4964535661553656e-34,1.0,1.1102230246251565e-16,5.097628298005011e-17
cubic_high,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
quartic_edge,none,0.68,0.13569108567233978,0.004623750544022557,0.012991905111569571,0.013935984725842374,0.9860640152741577,0.68,0.23872638239267588
quartic_edge,constant,0.68,0.050317089500627805,0.0037508810056348534,0.010546818596265127,0.008943352940127703,0.9910566470598722,0.5357123172340189,0.19018767113647952
quartic_edge,linear,0.68,0.042142000368360404,0.0023692267169268914,0.006638253846305021,0.0035023991768492243,0.9964976008231509,0.32708477404982794,0.11856521669100714
quartic_edge,affine,0.68,0.008852952931489529,0.0018957366414799396,0.005283473846301177,0.0022381314858603498,0.9977618685141396,0.2585861443538648,0.09471512273248427
quartic_edge,quadratic,0.68,0.0007165844248846649,0.0005405142235431956,0.0014439819587527835,0.00018169478388036804,0.9998183052161197,0.06994405501323009,0.026960795590069128
quartic_edge,cubic,0.68,1.1166364148603933e-05,6.715294853390655e-05,0.00016748361324245411,2.81239066458226e-06,0.9999971876093354,0.008306086313593657,0.0033540405229651373
quartic_edge,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
alternating_linear,none,0.68,0.14425025913729642,0.00766425949939673,0.012991905111569571,0.038913163215482376,0.9610868367845176,0.68,0.3992381053108662
alternating_linear,constant,0.68,0.1435429626674862,0.007663245777961898,0.012877465062890408,0.038901505928878796,0.9610984940711212,0.6733654344204518,0.39917491760941515
alternating_linear,linear,0.68,0.14367686808251215,0.007660438162800926,0.013073121959322906,0.03887640183601329,0.9611235981639867,0.686655519197696,0.399051049796383
alternating_linear,affine,0.68,0.14445975240492323,0.007659051935514925,0.013173872391569362,0.038863864870668556,0.9611361351293314,0.6929893967273711,0.3989890421164416
alternating_linear,quadratic,0.68,0.1439564864081996,0.007651629915454189,0.013621093091685464,0.03880016829211698,0.961199831707883,0.7215203863353977,0.398681287119973
alternating_linear,cubic,0.68,0.14347575887693134,0.007641067459042437,0.01411394855745305,0.03871043932771103,0.961289560672289,0.7538174312763855,0.39824950918505075
alternating_linear,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
sinusoidal_loop,none,0.68,0.40029277149555037,0.00900384586006985,0.012518164465693581,0.05544401240441789,0.9445559875955822,0.68,0.47779378795513633
sinusoidal_loop,constant,0.68,0.042998230093685495,0.004205926855070934,0.008569453073361426,0.011264352872212374,0.9887356471277877,0.4276697046235512,0.2130387935464383
sinusoidal_loop,linear,0.68,0.12760110888790266,0.005991456386257506,0.012057835081467409,0.023282934459346774,0.9767170655406532,0.6231366207585622,0.3073087279163108
sinusoidal_loop,affine,0.68,0.04382284678328117,0.004198572661551736,0.008239504774032647,0.011237800055615177,0.9887621999443849,0.42387964539924405,0.21278462472358606
sinusoidal_loop,quadratic,0.68,0.0001472563577849388,0.00024421412368003825,0.0006439822670867882,3.712065016043698e-05,0.9999628793498396,0.031173037648631746,0.012185518915875994
sinusoidal_loop,cubic,0.68,0.0001462059502182198,0.00024294535644558418,0.00059164851311614,3.682025320814165e-05,0.9999631797467918,0.02951262595080324,0.012136109369137102
sinusoidal_loop,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
mixed_smooth,none,0.68,0.28464716809839735,0.006662545680623082,0.012991905111569571,0.028991895295655476,0.9710081047043446,0.68,0.34385443098466245
mixed_smooth,constant,0.68,0.04108313950015648,0.0032537835903883095,0.007620685918877727,0.00668022455287206,0.9933197754471279,0.3777524265564274,0.16395814726709396
mixed_smooth,linear,0.68,0.006048572779356901,0.0008523080350719625,0.002038510758424403,0.0004513924751820793,0.9995486075248179,0.0988223070963955,0.042498294945329806
mixed_smooth,affine,0.68,0.0016448572998176822,0.0008169164410000958,0.0022854141910275895,0.000412231837421915,0.9995877681625781,0.11083817962558362,0.04061500472693416
mixed_smooth,quadratic,0.68,0.0011439218657476888,0.0006805441486812701,0.001349583006076249,0.0002893478398569002,0.9997106521601431,0.06870314842395399,0.0340233778594924
mixed_smooth,cubic,0.68,2.692144066686828e-05,0.00010432701233888257,0.0002679142841802371,6.774785353836103e-06,0.9999932252146462,0.012967101638949097,0.005205696215033925
mixed_smooth,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.68,0.20867600144667062,0.005897741036346996,0.012667714489855129,0.02328969198390697,0.9767103080160932,0.68,0.30917274446379756
rippled_random_like,constant,0.68,0.05568249904136525,0.0041985049461752445,0.008884630858606557,0.011324725779318152,0.9886752742206819,0.45672416000246996,0.21385903112254567
rippled_random_like,linear,0.68,0.02945492451497125,0.003481950411484016,0.007434825759739847,0.007664121647300817,0.9923358783526993,0.37798211795554865,0.17567314980393
rippled_random_like,affine,0.68,0.030116807284832396,0.0034802465585926806,0.00744061035140006,0.007657790292970138,0.9923422097070299,0.37829107698533837,0.1755978770155605
rippled_random_like,quadratic,0.68,0.02804042114535549,0.003357444652169333,0.006878992546455444,0.0071355348861849325,0.9928644651138151,0.3484651813609731,0.1694078158066454
rippled_random_like,cubic,0.68,0.014164010942885143,0.0023935291863050705,0.004744354535880264,0.0035821108521844275,0.9964178891478156,0.23168848091739397,0.1198485781337043
rippled_random_like,full,0.68,5.115450940408388e-18,7.99786390316503e-19,1.7051503134694627e-18,0.0,1.0,0.0,0.0
linear,none,0.72,0.33940308651400164,0.00807417526543651,0.013649180301441275,0.04353395089661283,0.9564660491033872,0.72,0.42288688546614156
linear,constant,0.72,0.06351535732651523,0.004157123214440663,0.007157914524437804,0.010978965503531186,0.9890210344964688,0.3596412879833048,0.2102556142126763
linear,linear,0.72,1.0429763449575904e-16,2.6353990926677755e-18,4.586658183464725e-18,4.253049348331829e-33,1.0,2.220446049250313e-16,1.3043081458507924e-16
linear,affine,0.72,1.0953858660486014e-16,2.7618295550971522e-18,4.4387788601423394e-18,4.399031624638296e-33,1.0,2.194425197110661e-16,1.3265039200301364e-16
linear,quadratic,0.72,3.0198930048585734e-16,6.66035823250301e-18,1.17843591112023e-17,2.776406841073354e-32,1.0,6.002143226879753e-16,3.3325106697943843e-16
linear,cubic,0.72,1.1006132013426276e-16,6.15350069320945e-18,1.3759974550394174e-17,2.274294498364221e-32,1.0,6.661338147750939e-16,3.0161528465011324e-16
linear,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.72,0.23080502390653643,0.0063751549548709,0.013649180301441275,0.02684742915354778,0.9731525708464522,0.72,0.3318425923927131
quadratic_area,constant,0.72,0.06761921564410878,0.004348565881807584,0.00940458208756024,0.012004527649189255,0.9879954723508108,0.4716203918065923,0.22006152857690867
quadratic_area,linear,0.72,0.033136561400335836,0.0016468638734178766,0.003556360685159153,0.0016916508092047072,0.9983083491907953,0.17266253609407256,0.08230113897964013
quadratic_area,affine,0.72,0.00298626206132076,0.0010955238587635808,0.002348376618871511,0.0007493969169880539,0.999250603083012,0.11626581074820444,0.05476476361383456
quadratic_area,quadratic,0.72,6.807229657486078e-17,2.300330603632095e-18,3.387281441747787e-18,2.9070622454399623e-33,1.0,1.457167719820518e-16,1.0783435900379735e-16
quadratic_area,cubic,0.72,4.9001617155160856e-17,1.8211548301883143e-18,4.586658183464725e-18,1.6610015364710315e-33,1.0,2.220446049250313e-16,8.151077318909523e-17
quadratic_area,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.72,0.1759516512976312,0.0054636348794675155,0.013649180301441275,0.019631105775041846,0.9803688942249581,0.72,0.2837144586811914
cubic_high,constant,0.72,0.06222428891096914,0.004176013454519474,0.010485617248487131,0.011092813546768802,0.9889071864532311,0.5311840766187116,0.2117603389268937
cubic_high,linear,0.72,0.04274549053331427,0.002252291188989678,0.005653818809217708,0.0031638012974021163,0.9968361987025979,0.2766483620500411,0.11263226986934273
cubic_high,affine,0.72,0.0070404325821737945,0.0016880588952189206,0.00421364096458484,0.0017758046928504597,0.9982241953071493,0.20499142405192727,0.08433745974495004
cubic_high,quadratic,0.72,0.00019200575869901903,0.0002802931706206756,0.0006691671060736822,4.899220589513837e-05,0.9999510077941047,0.03313142579287549,0.013999150084970146
cubic_high,cubic,0.72,1.1709013359473782e-16,3.0332509324268827e-18,5.412013818351136e-18,5.4265044204965286e-33,1.0,2.743228431548563e-16,1.4732962255427833e-16
cubic_high,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
quartic_edge,none,0.72,0.14276111598713415,0.004876257953005623,0.013649180301441275,0.015603639746384762,0.9843963602536151,0.72,0.2529455382562832
quartic_edge,constant,0.72,0.05616233581462574,0.003964589883519547,0.011118966040930305,0.010022432963168374,0.9899775670368316,0.5670562414917829,0.20146873717066122
quartic_edge,linear,0.72,0.04537837387936435,0.002508210859723708,0.007023326517394712,0.003927600607370099,0.9960723993926298,0.34616540844303234,0.12558208170592797
quartic_edge,affine,0.72,0.009914663604434845,0.0020073522930240542,0.005594033579062332,0.002509929440678357,0.9974900705593215,0.273647282698129,0.10031387212909697
quartic_edge,quadratic,0.72,0.0008022075420236443,0.0005724605414793796,0.0015304993084308083,0.00020375476019378832,0.9997962452398061,0.07400514398474156,0.028550857198513597
quartic_edge,cubic,0.72,1.250872103330529e-05,7.111120864343554e-05,0.00017751226536682848,3.153319020111572e-06,0.9999968466809798,0.008799484830933383,0.00355152188742413
quartic_edge,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
alternating_linear,none,0.72,0.15993524268187528,0.008074175265436512,0.013649180301441279,0.04353395089661283,0.9564660491033872,0.72,0.42288688546614156
alternating_linear,constant,0.72,0.15916313243709426,0.008073133389455247,0.013531533072944097,0.043520957829060014,0.9564790421709399,0.7129894848568462,0.4228197518889783
alternating_linear,linear,0.72,0.15930230050087196,0.00807012423467879,0.013730690306649859,0.0434926896597113,0.9565073103402886,0.727071318557318,0.4226883034760225
alternating_linear,affine,0.72,0.16017416725502154,0.008068643415212712,0.013833957903927531,0.04347857843738532,0.9565214215626147,0.7337824548342307,0.42262249918416367
alternating_linear,quadratic,0.72,0.15957832536109412,0.00806065741539103,0.014291168587223386,0.043406714216851015,0.9565932857831491,0.764001572593378,0.42229600808697604
alternating_linear,cubic,0.72,0.15902510160689148,0.008049280038317987,0.014792852276300526,0.043305440037134844,0.9566945599628652,0.7982019861136912,0.4218380044382658
alternating_linear,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
sinusoidal_loop,none,0.72,0.42037192135745083,0.009464679501648057,0.01312460465147403,0.061930608851402336,0.9380693911485976,0.72,0.5058571424502126
sinusoidal_loop,constant,0.72,0.048015889704993715,0.004446305776791347,0.009055336107849627,0.012619531283995258,0.9873804687160047,0.4527704349613242,0.22558896646961243
sinusoidal_loop,linear,0.72,0.13690218547923547,0.0063242140832386416,0.012681270375488515,0.026065949882927986,0.973934050117072,0.659378123744023,0.3254302250838121
sinusoidal_loop,affine,0.72,0.04893951145728553,0.004438213902031097,0.008704122648280802,0.012588896335502519,0.9874111036644974,0.449055577152033,0.22531150538783037
sinusoidal_loop,quadratic,0.72,0.00016495929382902348,0.000258640966492355,0.0006829716779698668,4.162543595270995e-05,0.9999583745640472,0.03299998923969003,0.012903763493721864
sinusoidal_loop,cubic,0.72,0.0001637815978097109,0.00025726081879561257,0.0006270535548972264,4.1283133443993964e-05,0.9999587168665561,0.031266032817966985,0.012850592761487483
sinusoidal_loop,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
mixed_smooth,none,0.72,0.2993413083573408,0.007026944233919813,0.013649180301441275,0.03245325734513566,0.9675467426548643,0.72,0.36423076841074586
mixed_smooth,constant,0.72,0.0458687406106927,0.0034418004386487034,0.008057579392976499,0.0074873450263235174,0.9925126549736764,0.399825263410269,0.17364386170198712
mixed_smooth,linear,0.72,0.006369199695226095,0.0009027256310842881,0.0021616595387666452,0.0005062273884138599,0.9994937726115862,0.10461936999523203,0.04500647359954771
mixed_smooth,affine,0.72,0.0018447802923842378,0.0008655233227189732,0.002422795045651667,0.0004624698832678605,0.9995375301167321,0.11731284296644073,0.04301974445807102
mixed_smooth,quadratic,0.72,0.0012806548149721258,0.0007205767569710785,0.0014282732364626447,0.00032439457724553803,0.9996756054227545,0.07278893403405283,0.036025383838814255
mixed_smooth,cubic,0.72,3.0164319376255786e-05,0.00011048985097436604,0.0002841284942853602,7.596910414695319e-06,0.9999924030895853,0.013726528138074512,0.005512513689443035
mixed_smooth,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.72,0.21923330813724942,0.006208818474660216,0.013289580149224272,0.02604140846318089,0.973958591536819,0.72,0.3274375824867262
rippled_random_like,constant,0.72,0.06213667538448345,0.004435500440608247,0.00936926591387323,0.01268245650972601,0.9873175434902739,0.48348974812189344,0.22644706043865145
rippled_random_like,linear,0.72,0.03292581517967768,0.003682641280250722,0.007853452471943589,0.008589532589104103,0.9914104674108959,0.4002647022614646,0.1860519759208935
rippled_random_like,affine,0.72,0.03368363548828977,0.003680814029571074,0.007859515842042107,0.008582351939711953,0.991417648060288,0.40059138931111943,0.18597095557952795
rippled_random_like,quadratic,0.72,0.031354334250297204,0.003550970425597447,0.007267800952521212,0.007996045570058449,0.9920039544299415,0.36891544501050894,0.17939147526680738
rippled_random_like,cubic,0.72,0.01585863235036649,0.002533826962854361,0.0050270794255012526,0.0040163022812684706,0.9959836977187314,0.24530844245476296,0.12692327461359018
rippled_random_like,full,0.72,3.406884169924098e-18,9.013768259221884e-19,1.703442084962049e-18,0.0,1.0,0.0,0.0
linear,none,0.76,0.3552248562770897,0.00847683695350005,0.014286865066182465,0.048395089014690175,0.9516049109853099,0.76,0.4465534945286721
linear,constant,0.76,0.07043228750978064,0.0043822113573439994,0.007547757546267581,0.012225544243290766,0.9877744557567092,0.3798099126207987,0.22195516679667607
linear,linear,0.76,5.5339217423900754e-17,1.6340553744725364e-18,2.724108798870417e-18,1.3153338201872063e-33,1.0,1.1102230246251565e-16,7.253506242327792e-17
linear,affine,0.76,1.7122019490697418e-16,4.492399398181071e-18,9.164135687839688e-18,1.2032029495045398e-32,1.0,4.440892098500626e-16,2.1938121610607776e-16
linear,quadratic,0.76,1.0678457206586451e-16,2.9589456089156326e-18,7.016442534571374e-18,5.241816165196559e-33,1.0,3.3306690738754696e-16,1.4480077576030536e-16
linear,cubic,0.76,1.1192540876434932e-16,5.06501294993549e-18,1.1415600684621455e-17,1.5068124392576467e-32,1.0,5.551115123125783e-16,2.4550457749358943e-16
linear,full,0.76,3.4034745513075612e-18,8.33677600325145e-19,1.7017372756537806e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.76,0.2417669783560405,0.006697822144094928,0.014286865066182465,0.029860271299802593,0.9701397287001974,0.76,0.35047088001309196
quadratic_area,constant,0.76,0.07497733542428867,0.004583654312289561,0.00989896342454267,0.01336956179301784,0.9866304382069823,0.49761839016346215,0.23234829148659114
quadratic_area,linear,0.76,0.035266018534753966,0.001738414703199253,0.0037564765282155663,0.0018850997696398327,0.9981149002303601,0.1821451122365122,0.08688458665574376
quadratic_area,affine,0.76,0.0033260401644163036,0.0011563926014915436,0.0024810547749727426,0.0008350224821627602,0.9991649775178372,0.12278712904052774,0.05781060362433657
quadratic_area,quadratic,0.76,1.6776992758597795e-16,3.745079161698173e-18,7.016442534571374e-18,8.48040961947035e-33,1.0,3.3306690738754696e-16,1.8417827906102664e-16
quadratic_area,cubic,0.76,5.760456530307152e-17,2.644279194703454e-18,4.582067843919844e-18,4.096719210816827e-33,1.0,2.220446049250313e-16,1.2801123717575463e-16
quadratic_area,full,0.76,3.4034745513075612e-18,8.33677600325145e-19,1.7017372756537806e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.76,0.18440578016984283,0.005741734122647607,0.014286865066182465,0.02183889384733828,0.9781611061526617,0.76,0.2996677822535479
