tau,f
1034,5.881103777580843e-12
1035,6.094857087682705e-12
1036,6.316379791473435e-12
1037,6.545954301402268e-12
1038,6.7838732959722384e-12
1039,7.030440093086471e-12
1040,7.285969036694277e-12
1041,7.550785897752027e-12
1042,7.825228289574783e-12
1043,8.109646098403883e-12
1044,8.404401929503642e-12
1045,8.709871569715183e-12
1046,9.026444466449675e-12
1047,9.354524224555245e-12
1048,9.694529120817638e-12
1049,1.0046892637465087e-11
1050,1.041206401496419e-11
1051,1.0790508824858526e-11
1052,1.1182709563589775e-11
1053,1.1589166267688185e-11
1054,1.2010397151585045e-11
1055,1.2446939268401885e-11
1056,1.2899349194916437e-11
1057,1.3368203741267924e-11
1058,1.3854100686709689e-11
1059,1.4357659541876578e-11
1060,1.487952233881555e-11
1061,1.5420354449993444e-11
1062,1.5980845436657736e-11
1063,1.656170992842322e-11
1064,1.7163688534594708e-11
1065,1.778754878880224e-11
1066,1.8434086127827297e-11
1067,1.9104124906152098e-11
1068,1.97985194472648e-11
1069,2.0518155133412283e-11
1070,2.1263949534739897e-11
1071,2.203685357957782e-11
1072,2.2837852767360345e-11
1073,2.3667968425479943e-11
1074,2.452825901207775e-11
1075,2.5419821465993052e-11
1076,2.6343792605944377e-11
1077,2.7301350580474657e-11
1078,2.8293716370715712e-11
1079,2.9322155347726236e-11
1080,3.0387978886619485e-11
1081,3.14925460391226e-11
1082,3.2637265267200574e-11
1083,3.382359623961192e-11
1084,3.5053051693824016e-11
1085,3.6327199365524305e-11
1086,3.764766398861718e-11
1087,3.901612936759418e-11
1088,4.043434052547362e-11
1089,4.190410592974425e-11
1090,4.342729979940579e-11
1091,4.5005864495695716e-11
1092,4.6641813000126436e-11
1093,4.833723148203872e-11
1094,5.009428196034741e-11
1095,5.191520506119118e-11
1096,5.380232287666968e-11
1097,5.5758041927053886e-11
1098,5.778485623096165e-11
1099,5.988535048705691e-11
1100,6.206220337161075e-11
1101,6.431819095582277e-11
1102,6.665619024760058e-11
1103,6.907918286208558e-11
1104,7.159025882574856e-11
1105,7.419262051856445e-11
1106,7.688958676007398e-11
1107,7.96845970436172e-11
1108,8.258121592485014e-11
1109,8.558313756964509e-11
1110,8.869419046765424e-11
1111,9.191834231737106e-11
1112,9.52597050884275e-11
1113,9.872254026866949e-11
1114,1.0231126430152735e-10
1115,1.0603045422154665e-10
1116,1.098848534947463e-10
1117,1.1387937807168921e-10
1118,1.1801912266016413e-10
1119,1.2230936722673374e-10
1120,1.267555837342035e-10
1121,1.3136344312493868e-10
1122,1.3613882255732316e-10
1123,1.4108781290600935e-10
1124,1.4621672653520927e-10
1125,1.5153210535404148e-10
1126,1.5704072916587586e-10
1127,1.6274962432057643e-10
1128,1.6866607268215988e-10
1129,1.7479762092256436e-10
1130,1.8115209015283182e-10
1131,1.877375859064497e-10
1132,1.9456250848353794e-10
1133,2.0163556367384277e-10
1134,2.0896577386785395e-10
1135,2.165624895735562e-10
1136,2.2443540135157875e-10
1137,2.3259455218501736e-10
1138,2.410503502985472e-10
1139,2.498135824453387e-10
1140,2.5889542767636324e-10
1141,2.683074716111266e-10
1142,2.7806172122747464e-10
1143,2.8817062019022364e-10
1144,2.9864706473720674e-10
1145,3.0950442014278824e-10
1146,3.2075653778231816e-10
1147,3.3241777281538477e-10
1148,3.445030025142033e-10
1149,3.570276452587913e-10
1150,3.7000768022301136e-10
1151,3.834596677773785e-10
1152,3.9740077063429317e-10
1153,4.118487757633054e-10
1154,4.268221171040573e-10
1155,4.4233989910495337e-10
1156,4.584219211200876e-10
1157,4.750887026933692e-10
1158,4.923615097626026e-10
1159,5.102623818188945e-10
1160,5.28814160053486e-10
1161,5.480405165294514e-10
1162,5.679659844162844e-10
1163,5.886159893237773e-10
1164,6.100168817773368e-10
1165,6.32195970876797e-10
1166,6.551815591780832e-10
1167,6.790029788467306e-10
1168,7.036906291293955e-10
1169,7.292760151846275e-10
1170,7.557917883329522e-10
1171,7.83271787770179e-10
1172,8.117510837989955e-10
1173,8.412660226358211e-10
1174,8.718542728512673e-10
1175,9.035548734968749e-10
1176,9.364082839890767e-10
1177,9.704564358094969e-10
1178,1.005742786085474e-09
1179,1.0423123731239087e-09
1180,1.0802118739689993e-09
1181,1.1194896640544836e-09
1182,1.1601958790283213e-09
1183,1.2023824788332438e-09
1184,1.2461033141172046e-09
1185,1.2914141950649897e-09
1186,1.3383729627381605e-09
1187,1.3870395630133268e-09
1188,1.4374761232138692e-09
1189,1.4897470315345951e-09
1190,1.543919019358767e-09
1191,1.6000612465785942e-09
1192,1.6582453900182264e-09
1193,1.718545735084294e-09
1194,1.7810392707562335e-09
1195,1.8458057880343053e-09
1196,1.9129279819798155e-09
1197,1.9824915574726412e-09
1198,2.0545853388227276e-09
1199,2.129301383378982e-09
1200,2.2067350992776387e-09
1201,2.2869853674839127e-09
1202,2.37015466828194e-09
1203,2.45634921237769e-09
1204,2.5456790767799446e-09
1205,2.638258345636025e-09
1206,2.7342052562037503e-09
1207,2.8336423501463742e-09
1208,2.936696630342043e-09
1209,3.0434997234141814e-09
1210,3.154188048189714e-09
1211,3.2689029902998265e-09
1212,3.3877910831502216e-09
1213,3.5110041954907205e-09
1214,3.638699725830483e-09
1215,3.771040803943093e-09
1216,3.908196499722636e-09
1217,4.0503420396621446e-09
1218,4.197659031229639e-09
1219,4.350335695430807e-09
1220,4.508567107859064e-09
1221,4.672555448544143e-09
1222,4.842510260915321e-09
1223,5.018648720222879e-09
1224,5.201195911748769e-09
1225,5.390385119183591e-09
1226,5.586458123520319e-09
1227,5.7896655128725484e-09
1228,6.000267003593037e-09
1229,6.218531773125022e-09
1230,6.444738805008675e-09
1231,6.679177246484171e-09
1232,6.922146779157149e-09
1233,7.173958003203918e-09
1234,7.434932835611119e-09
1235,7.705404922962804e-09
1236,7.985720069312188e-09
1237,8.276236679684575e-09
1238,8.57732621978483e-09
1239,8.889373692512152e-09
1240,9.212778131881638e-09
1241,9.547953115009122e-09
1242,9.895327292801428e-09
1243,1.0255344940059583e-08
1244,1.0628466525682485e-08
1245,1.1015169303732402e-08
1246,1.1415947926108912e-08
1247,1.1831315077631023e-08
1248,1.2261802134350795e-08
1249,1.2707959845945986e-08
1250,1.317035904308223e-08
1251,1.3649591370651508e-08
1252,1.414627004784819e-08
1253,1.4661030656054365e-08
1254,1.5194531955572948e-08
1255,1.5747456732244162e-08
1256,1.6320512675070255e-08
1257,1.6914433285967522e-08
1258,1.7529978822831868e-08
1259,1.8167937277142564e-08
1260,1.8829125387381005e-08
1261,1.9514389689561052e-08
1262,2.0224607606261e-08
1263,2.096068857555726e-08
1264,2.172357522132086e-08
1265,2.251424456642687e-08
1266,2.333370929042051e-08
1267,2.4183019033303034e-08
1268,2.506326174712529e-08
1269,2.5975565097143493e-08
1270,2.69210979143722e-08
1271,2.790107170142831e-08
1272,2.8916742193623073e-08
1273,2.9969410977333276e-08
1274,3.1060427167782876e-08
1275,3.219118914841167e-08
1276,3.336314637409339e-08
1277,3.4577801240585454e-08
1278,3.5836711022623736e-08
1279,3.714148988322196e-08
1280,3.8493810956791595e-08
1281,3.989540850880529e-08
1282,4.1348080174836553e-08
1283,4.2853689281910986e-08
1284,4.4414167255215785e-08
1285,4.6031516113288555e-08
1286,4.770781105502386e-08
1287,4.944520314181683e-08
1288,5.1245922078424725e-08
1289,5.311227909617138e-08
1290,5.5046669942279804e-08
1291,5.7051577979286185e-08
1292,5.9129577398593014e-08
1293,6.128333655239436e-08
1294,6.35156214083712e-08
1295,6.582929913169884e-08
1296,6.822734179909655e-08
1297,7.071283024980751e-08
1298,7.328895807861859e-08
1299,7.595903577614473e-08
1300,7.872649502190625e-08
1301,8.159489313584743e-08
1302,8.456791769416545e-08
1303,8.76493913156067e-08
1304,9.084327662453621e-08
1305,9.415368139737328e-08
1306,9.758486389922017e-08
1307,1.0114123841775531e-07
1308,1.0482738100175636e-07
1309,1.0864803541188213e-07
1310,1.1260811929159335e-07
1311,1.1671273056649305e-07
1312,1.2096715408052817e-07
1313,1.25376868477967e-07
1314,1.299475533403011e-07
1315,1.3468509658758125e-07
1316,1.3959560215412327e-07
1317,1.4468539794881135e-07
1318,1.4996104411062555e-07
1319,1.5542934157053508e-07
1320,1.6109734093111933e-07
1321,1.6697235167591572e-07
1322,1.7306195172081408e-07
1323,1.793739973203279e-07
1324,1.8591663334209752e-07
1325,1.9269830392339184e-07
1326,1.9972776352403222e-07
1327,2.0701408839059668e-07
1328,2.1456668844736537e-07
1329,2.2239531963012448e-07
1330,2.305100966794319e-07
1331,2.3892150641071636e-07
1332,2.476404214791398e-07
1333,2.566781146579201e-07
1334,2.660462736494864e-07
1335,2.7575701644955814e-07
1336,2.8582290728507943e-07
1337,2.962569731477137e-07
1338,3.07072720945381e-07
1339,3.1828415529529543e-07
1340,3.29905796982733e-07
1341,3.4195270211088696e-07
1342,3.544404819678674e-07
1343,3.673853236382094e-07
1344,3.808040113870676e-07
1345,3.94713948846549e-07
1346,4.0913318203462026e-07
1347,4.2408042323832444e-07
1348,4.395750757942249e-07
1349,4.556372598002682e-07
1350,4.7228783879459827e-07
1351,4.89548447438226e-07
1352,5.074415202399307e-07
1353,5.259903213632211e-07
1354,5.452189755567204e-07
1355,5.651525002511042e-07
1356,5.858168388671403e-07
1357,6.072388953814152e-07
1358,6.294465701979459e-07
1359,6.524687973758531e-07
1360,6.763355832652506e-07
1361,7.010780466055208e-07
1362,7.267284601422813e-07
1363,7.533202938215991e-07
1364,7.808882596222968e-07
1365,8.094683580895854e-07
1366,8.390979266357569e-07
1367,8.6981568967632e-07
1368,9.016618106726184e-07
1369,9.346779461547497e-07
1370,9.689073018017216e-07
1371,1.0043946906585663e-06
1372,1.0411865935734992e-06
1373,1.0793312219415113e-06
1374,1.118878582844091e-06
1375,1.1598805466785613e-06
1376,1.2023909173740115e-06
1377,1.2464655052948771e-06
1378,1.292162202937305e-06
1379,1.33954106352725e-06
1380,1.3886643826343677e-06
1381,1.4395967829195147e-06
1382,1.492405302139099e-06
1383,1.5471594845339714e-06
1384,1.603931475736207e-06
1385,1.6627961213319537e-06
1386,1.7238310692246014e-06
1387,1.7871168759480968e-06
1388,1.8527371170863405e-06
1389,1.920778501960984e-06
1390,1.991330992756565e-06
1391,2.0644879282586086e-06
1392,2.1403461523877926e-06
1393,2.219006147720393e-06
1394,2.3005721741931664e-06
1395,2.385152413199085e-06
1396,2.4728591172882765e-06
1397,2.5638087656980236e-06
1398,2.6581222259440932e-06
1399,2.7559249217157774e-06
1400,2.8573470073267397e-06
1401,2.962523548984071e-06
1402,3.0715947131489547e-06
1403,3.1847059622733757e-06
1404,3.302008258209329e-06
1405,3.423658273598868e-06
1406,3.5498186115663408e-06
1407,3.6806580340474133e-06
1408,3.816351699103236e-06
1409,3.9570814075825916e-06
1410,4.10303585950979e-06
1411,4.254410920592137e-06
1412,4.4114098992565775e-06
1413,4.574243834642614e-06
1414,4.743131795996054e-06
1415,4.918301193926795e-06
1416,5.099988104013067e-06
1417,5.288437603254723e-06
1418,5.483904119898712e-06
1419,5.686651797182506e-06
1420,5.8969548715628135e-06
1421,6.1150980660217294e-06
1422,6.341376999066322e-06
1423,6.5760986100636e-06
1424,6.8195816015798495e-06
1425,7.072156899420537e-06
1426,7.334168131096659e-06
1427,7.605972123473164e-06
1428,7.887939420386854e-06
1429,8.180454821053542e-06
1430,8.483917940118685e-06
1431,8.798743790240698e-06
1432,9.125363388133998e-06
1433,9.464224385035559e-06
1434,9.815791722600498e-06
1435,1.0180548315272246e-05
1436,1.055899576021679e-05
1437,1.0951655075955046e-05
1438,1.1359067470873673e-05
1439,1.17817951428435e-05
1440,1.2220422111224461e-05
1441,1.2675555082588197e-05
1442,1.3147824351543356e-05
1443,1.3637884738104923e-05
1444,1.4146416563106042e-05
1445,1.4674126663212246e-05
1446,1.5221749447158679e-05
1447,1.5790047994896685e-05
1448,1.637981520140099e-05
1449,1.6991874966959058e-05
1450,1.7627083435833986e-05
1451,1.828633028526545e-05
1452,1.8970540066849213e-05
1453,1.9680673602412406e-05
1454,2.041772943658212e-05
1455,2.1182745348326053e-05
1456,2.1976799923828075e-05
1457,2.280101419314766e-05
1458,2.3656553333199923e-05
1459,2.4544628439681175e-05
1460,2.546649837065858e-05
1461,2.6423471664632496e-05
1462,2.7416908535975412e-05
1463,2.844822295074571e-05
1464,2.95188847859697e-05
1465,3.0630422075581533e-05
1466,3.178442334630565e-05
1467,3.298254004686146e-05
1468,3.422648907396507e-05
1469,3.551805539869262e-05
1470,3.685909479686295e-05
1471,3.825153668717964e-05
1472,3.9697387080958916e-05
1473,4.11987316473446e-05
1474,4.275773889798258e-05
1475,4.437666349519134e-05
1476,4.605784968771806e-05
1477,4.780373487821406e-05
1478,4.961685332659412e-05
1479,5.1499839993459083e-05
1480,5.3455434527763335e-05
1481,5.548648540288278e-05
1482,5.7595954205204726e-05
1483,5.978692007928331e-05
1484,6.20625843335136e-05
1485,6.442627521014467e-05
1486,6.68814528232842e-05
1487,6.9431714268336e-05
1488,7.208079890605835e-05
1489,7.48325938241164e-05
1490,7.769113947863353e-05
1491,8.066063551780948e-05
1492,8.374544678916134e-05
1493,8.695010953134882e-05
1494,9.027933775085754e-05
1495,9.373802978302669e-05
1496,9.733127503600075e-05
1497,0.0001010643609151606
1498,0.00010494277992441695
1499,0.00010897223693943315
1500,0.00011315865664635088
1501,0.00011750819113792146
1502,0.00012202722765706849
1503,0.0001267223964758084
1504,0.00013160057889511666
1505,0.00013666891534872263
1506,0.00014193481359092851
1507,0.00014740595694534892
1508,0.00015309031258792653
1509,0.00015899613983369826
1510,0.00016513199839248823
1511,0.00017150675655401963
1512,0.00017812959925779816
1513,0.0001850100359975084
1514,0.00019215790850357685
1515,0.00019958339814093762
1516,0.00020729703295187653
1517,0.00021530969426613144
1518,0.00022363262279214067
1519,0.0002322774240944772
1520,0.00024125607335307488
1521,0.0002505809192898557
1522,0.0002602646871378284
1523,0.00027032048051668417
1524,0.0002807617820674149
1525,0.0002916024526866147
1526,0.00030285672918897423
1527,0.0003145392202141876
1528,0.00032666490018221246
1529,0.0003392491010887602
1530,0.000352307501921285
1531,0.00036585611546487227
1532,0.0003799112722576474
1533,0.0003944896014470211
1534,0.00040960800829172906
1535,0.0004252836480507103
1536,0.0004415338959990358
1537,0.0004583763133139255
1538,0.0004758286085811817
1539,0.000493908594684839
1540,0.0005126341408613306
1541,0.0005320231197248791
1542,0.0005520933491039973
1543,0.0005728625285708499
1544,0.0005943481705965487
1545,0.0006165675263270998
1546,0.0006395375060472446
1547,0.0006632745944833255
1548,0.0006877947611918307
1549,0.0007131133663872491
1550,0.0007392450626809126
1551,0.0007662036933306448
1552,0.0007940021877377917
1553,0.0008226524550715678
1554,0.0008521652770478748
1555,0.0008825502010374576
1556,0.0009138154348222934
1557,0.0009459677444549486
1558,0.0009790123567976078
1559,0.0010129528684201519
1560,0.0010477911626136872
1561,0.0010835273363212874
1562,0.0011201596387954394
1563,0.0011576844237563796
1564,0.001196096116742677
1565,0.0012353871992117843
1566,0.0012755482107622452
1567,0.0013165677706109646
1568,0.001358432619171043
1569,0.0014011276802426064
1570,0.001444636143958148
1571,0.0014889395702242015
1572,0.0015340180119839662
1573,0.001579850157203443
1574,0.001626413488070485
1575,0.0016736844555056611
1576,0.0017216386667298542
1577,0.0017702510833282226
1578,0.001819496227004295
1579,0.0018693483900398748
1580,0.0019197818473713742
1581,0.0019707710671635066
1582,0.0020222909168063565
1583,0.0020743168613773285
1584,0.002126825151789337
1585,0.0021797930000814697
1586,0.0022331987395880033
1587,0.002287021968034246
1588,0.0023412436719416046
1589,0.0023958463310673815
1590,0.0024508140019467235
1591,0.0025061323799348543
1592,0.002561788839459842
1593,0.0026177724524828645
1594,0.0026740739854210125
1595,0.0027306858750141545
1596,0.0027876021838123023
1597,0.0028448185361244042
1598,0.0029023320354060384
1599,0.002960141164175749
1600,0.003018245667642143
1601,0.0030766464223012293
1602,0.003135345290830472
1603,0.0031943449646681353
1604,0.0032536487957271452
1605,0.0033132606187567843
1606,0.0033731845659350094
1607,0.0034334248753517555
1608,0.0034939856951295457
1609,0.0035548708850218136
1610,0.00361608381742982
1611,0.0036776271798824893
1612,0.0037395027811256585
1613,0.0038017113630623178
1614,0.0038642524208665654
1615,0.0039271240336534365
1616,0.003990322708116758
1617,0.0040538432375385475
1618,0.0041176785785191185
1619,0.004181819747669145
1620,0.004246255740337962
1621,0.004310973473222364
1622,0.004375957752406111
1623,0.004441191268023202
1624,0.004506654616323028
1625,0.004572326349450686
1626,0.004638183052752035
1627,0.004704199448885254
1628,0.0047703485274849505
1629,0.004836601698599756
1630,0.004902928967628644
1631,0.004969299129033625
1632,0.0050356799757241815
1633,0.005102038520706568
1634,0.005168341227380052
1635,0.005234554244750408
1636,0.005300643643820264
1637,0.005366575651506083
1638,0.00543231687861513
1639,0.005497834538684169
1640,0.005563096654820917
1641,0.005628072252084322
1642,0.005692731533373871
1643,0.00575704603725404
1644,0.005820988776600967
1645,0.005884534357409444
1646,0.005947659077525393
1647,0.006010341005461814
1648,0.006072560039805683
1649,0.006134297950023961
1650,0.006195538399725994
1651,0.006256266953635146
1652,0.006316471069667491
1653,0.006376140077610795
1654,0.0064352651459485665
1655,0.006493839238385797
1656,0.006551857061610522
1657,0.006609315005775591
1658,0.006666211079111655
1659,0.006722544837992694
1660,0.006778317313673198
1661,0.006833530936806152
1662,0.00688818946073751
1663,0.006942297884458122
1664,0.006995862375982094
1665,0.00704889019681215
1666,0.007101389628050066
1667,0.007153369898614511
1668,0.007204841115940542
1669,0.007255814199454478
1670,0.007306300817045856
1671,0.007356313324693551
1672,0.007405864709346862
1673,0.007454968535112556
1674,0.0075036388927566325
1675,0.007551890352493191
1676,0.0075997379200022
1677,0.007647196995592873
1678,0.007694283336408588
1679,0.007741013021552817
1680,0.007787402420002863
1681,0.00783346816116844
1682,0.007879227107945554
1683,0.007924696332111462
1684,0.007969893091904563
1685,0.008014834811632243
1686,0.00805953906315097
1687,0.00810402354906492
1688,0.00814830608749315
1689,0.008192404598259227
1690,0.008236337090362547
1691,0.00828012165059599
1692,0.008323776433180781
1693,0.008367319650295923
1694,0.008410769563386475
1695,0.008454144475141931
1696,0.008497462722043256
1697,0.00854074266738451
1698,0.008584002694682399
1699,0.008627261201394662
1700,0.008670536592875241
1701,0.008713847276502141
1702,0.008757211655920433
1703,0.008800648125350606
1704,0.00884417506391877
1705,0.008887810829972498
1706,0.008931573755352074
1707,0.008975482139593422
1708,0.009019554244044811
1709,0.009063808285884854
1710,0.009108262432034856
1711,0.009152934792963
1712,0.009197843416382766
1713,0.00924300628085164
1714,0.009288441289280016
1715,0.009334166262363379
1716,0.00938019893195334
1717,0.009426556934385858
1718,0.009473257803786137
1719,0.009520318965371843
1720,0.009567757728776416
1721,0.009615591281415247
1722,0.009663836681917408
1723,0.009712510853645061
1724,0.009761630578322076
1725,0.009811212489792222
1726,0.009861273067925507
1727,0.009911828632689823
1728,0.009962895338402538
1729,0.010014489168174413
1730,0.010066625928555794
1731,0.010119321244391629
1732,0.01017259055388969
1733,0.010226449103902566
1734,0.010280911945421372
1735,0.010335993929275547
1736,0.010391709702030311
1737,0.01044807370206999
1738,0.01050510015585243
1739,0.010562803074317057
1740,0.010621196249426142
1741,0.010680293250816502
1742,0.010740107422536647
1743,0.010800651879842155
1744,0.010861939506020732
1745,0.010923982949216543
1746,0.010986794619222931
1747,0.011050386684211452
1748,0.011114771067365149
1749,0.011179959443383953
1750,0.011245963234830555
1751,0.011312793608285961
1752,0.011380461470285064
1753,0.011448977463004386
1754,0.011518351959675778
1755,0.011588595059702517
1756,0.011659716583456624
1757,0.011731726066739393
1758,0.011804632754890146
1759,0.01187844559653201
1760,0.011953173236946963
1761,0.01202882401107666
1762,0.012105405936149399
1763,0.012182926703937804
1764,0.012261393672656586
1765,0.012340813858513447
1766,0.01242119392693135
1767,0.012502540183464025
1768,0.012584858564431648
1769,0.012668154627307356
1770,0.012752433540889585
1771,0.012837700075299288
1772,0.012923958591844517
1773,0.013011213032798754
1774,0.013099466911142459
1775,0.013188723300320199
1776,0.013278984824068536
1777,0.013370253646372291
1778,0.013462531461608234
1779,0.013555819484937792
1780,0.013650118443010478
1781,0.013745428565041483
1782,0.013841749574326951
1783,0.013939080680260087
1784,0.014037420570911792
1785,0.014136767406237559
1786,0.014237118811972324
1787,0.014338471874272405
1788,0.014440823135162394
1789,0.014544168588842072
1790,0.014648503678906109
1791,0.01475382329652597
1792,0.014860121779640429
1793,0.014967392913197196
1794,0.01507562993048463
1795,0.01518482551558802
1796,0.015294971807001024
1797,0.015406060402417831
1798,0.015518082364727683
1799,0.015631028229227725
1800,0.01574488801206611
1801,0.015859651219921726
1802,0.015975306860922245
1803,0.01609184345679697
1804,0.016209249056256286
1805,0.01632751124958409
1806,0.016446617184425014
1807,0.016566553582743532
1808,0.016687306758926684
1809,0.01680886263899868
1810,0.016931206780909886
1811,0.017054324395859705
1812,0.017178200370607882
1813,0.01730281929072516
1814,0.017428165464730888
1815,0.017554222949061084
1816,0.017680975573807788
1817,0.017808406969167447
1818,0.017936500592533027
1819,0.018065239756162678
1820,0.018194607655355008
1821,0.018324587397059465
1822,0.018455162028848515
1823,0.018586314568176908
1824,0.018718028031852366
1825,0.018850285465640788
1826,0.01898306997392899
1827,0.019116364749367253
1828,0.019250153102414166
1829,0.019384418490706268
1830,0.019519144548175663
1831,0.019654315113839176
1832,0.01978991426018395
1833,0.01992592632107529
1834,0.020062335919114074
1835,0.020199127992372824
1836,0.020336287820441126
1837,0.020473801049713632
1838,0.02061165371785557
1839,0.020749832277383785
1840,0.02088832361830364
1841,0.02102711508974507
1842,0.021166194520544263
1843,0.021305550238720314
1844,0.02144517108980019
1845,0.0215850464539479
1846,0.02172516626185852
1847,0.021865521009380634
1848,0.022006101770835024
1849,0.022146900211001352
1850,0.022287908595748827
1851,0.02242911980129057
1852,0.0225705273220463
1853,0.022712125277101442
1854,0.02285390841525575
1855,0.022995872118658636
1856,0.02313801240503245
1857,0.023280325928489817
1858,0.02342280997895505
1859,0.023565462480204077
1860,0.02370828198654149
1861,0.02385126767813749
1862,0.02399441935505146
1863,0.024137737429972782
1864,0.024281222919713578
1865,0.02442487743549124
1866,0.024568703172042357
1867,0.02471270289561291
1868,0.0248568799308726
1869,0.025001238146804036
1870,0.02514578194161997
1871,0.025290516226764547
1872,0.025435446410055976
1873,0.025580578378030544
1874,0.02572591847754859
1875,0.025871473496725333
1876,0.0260172506452488
1877,0.02616325753414961
1878,0.026309502155085932
1879,0.026455992859207664
1880,0.026602738335663574
1881,0.02674974758981407
1882,0.026897029921211485
1883,0.027044594901408394
1884,0.02719245235165287
1885,0.02734061232052766
1886,0.027489085061588224
1887,0.027637881011051853
1888,0.027787010765588448
1889,0.02793648506025863
1890,0.02808631474664494
1891,0.028236510771215514
1892,0.028387084153958984
1893,0.028538045967324083
1894,0.02868940731549564
1895,0.02884117931403362
1896,0.02899337306990007
1897,0.029145999661893886
1898,0.029299070121511304
1899,0.029452595414245993
1900,0.029606586421339728
1901,0.029761053921991843
1902,0.029916008576032868
1903,0.030071460907064997
1904,0.030227421286069936
1905,0.03038389991548262
1906,0.030540906813727432
1907,0.03069845180021179
1908,0.03085654448077133
1909,0.031015194233559487
1910,0.031174410195373273
1911,0.031334201248408085
1912,0.031494576007432565
1913,0.03165554280737594
1914,0.03181710969132023
1915,0.03197928439889091
1916,0.03214207435503971
1917,0.03230548665921543
1918,0.03246952807491916
1919,0.03263420501964281
1920,0.032799523555189836
1921,0.032965489378381015
1922,0.033132107812147975
1923,0.03329938379702022
1924,0.03346732188301282
1925,0.03363592622192376
1926,0.03380520056005203
1927,0.03397514823134871
1928,0.034145772151015115
1929,0.03431707480956389
1930,0.03448905826735921
1931,0.03466172414965392
1932,0.03483507364214217
1933,0.03500910748704651
1934,0.035183825979758374
1935,0.03535922896605127
1936,0.03553531583988565
1937,0.03571208554182342
1938,0.03588953655806938
1939,0.03606766692015582
1940,0.03624647420528456
1941,0.036425955537339384
1942,0.03660610758857923
1943,0.03678692658202069
1944,0.03696840829451545
1945,0.03715054806052553
1946,0.037333340776596675
1947,0.0375167809065262
1948,0.037700862487219544
1949,0.03788557913522538
1950,0.03807092405393619
1951,0.03825689004143813
1952,0.038443469498989656
1953,0.0386306544401063
1954,0.03881843650022416
1955,0.03900680694691299
1956,0.03919575669060604
1957,0.039385276295810685
1958,0.039575355992762
1959,0.03976598568947887
1960,0.039957154984179497
1961,0.04014885317801289
1962,0.04034106928805941
1963,0.04053379206055451
1964,0.04072700998428757
1965,0.04092071130412768
1966,0.04111488403462888
1967,0.041309515973666694
1968,0.04150459471605942
1969,0.04170010766712824
1970,0.04189604205615198
1971,0.04209238494967384
1972,0.042289123264619866
1973,0.042486243781191466
1974,0.042683733155496346
1975,0.04288157793188631
1976,0.04307976455497247
1977,0.04327827938129287
1978,0.04347710869061004
1979,0.04367623869682114
1980,0.04387565555846518
1981,0.04407534538881771
1982,0.044275294265566235
1983,0.044475488240062935
1984,0.04467591334615609
1985,0.04487655560860509
1986,0.04507740105108669
1987,0.04527843570380444
1988,0.04547964561071593
1989,0.04568101683639536
1990,0.04588253547255219
1991,0.04608418764422797
1992,0.046285959515696556
1993,0.046487837296094216
1994,0.04668980724480717
1995,0.04689185567664588
1996,0.04709396896683532
1997,0.0472961335558515
1998,0.04749833595413355
1999,0.04770056274670127
2000,0.047902800597706206
2001,0.04810503625494416
2002,0.0483072565543547
2003,0.04850944842453208
2004,0.04871159889126962
2005,0.04891369508215748
2006,0.049115724231250595
2007,0.04931767368382188
2008,0.04951953090121189
2009,0.04972128346578308
2010,0.049922919085984604
2011,0.05012442560152911
2012,0.050325790988680695
2013,0.050527003365649026
2014,0.05072805099808259
2015,0.05092892230464974
2016,0.05112960586269377
2017,0.05133009041394568
2018,0.0515303648702749
2019,0.05173041831945629
2020,0.051930240030929775
2021,0.05212981946152632
2022,0.05232914626113272
2023,0.05252821027826675
2024,0.05272700156553269
2025,0.0529255103849261
2026,0.05312372721295828
2027,0.053321642745568804
2028,0.0535192479027957
2029,0.053716533833174346
2030,0.05391349191783645
2031,0.05411011377428139
2032,0.05430639125979575
2033,0.0545023164744966
2034,0.05469788176397901
2035,0.0548930797215481
2036,0.055087903190021374
2037,0.05528234526308778
2038,0.05547639928621567
2039,0.055670058857102384
2040,0.055863317825663755
2041,0.05605617029356505
2042,0.05624861061329708
2043,0.05644063338680684
2044,0.05663223346369333
2045,0.05682340593898529
2046,0.057014146150518044
2047,0.0572044496759328
2048,0.05739431232932236
2049,0.05758373015755155
2050,0.05777269943628335
2051,0.05796121666574292
2052,0.058149278566255284
2053,0.05833688207359339
2054,0.058524024334175084
2055,0.058710702700148866
2056,0.058896914724408875
2057,0.05908265815558047
2058,0.05926793093301746
2059,0.05945273118185264
2060,0.05963705720814163
2061,0.059820907494140506
2062,0.060004280693755546
2063,0.060187175628202014
2064,0.06036959128190726
2065,0.060551526798691836
2066,0.06073298147825844
2067,0.06091395477301702
2068,0.06109444628527173
2069,0.061274455764790556
2070,0.061453983106777146
2071,0.0616330283502599
2072,0.061811591676909305
2073,0.061989673410292184
2074,0.06216727401556628
2075,0.062344394099615855
2076,0.06252103441162465
2077,0.06269719584407854
2078,0.06287287943418753
2079,0.06304808636571153
2080,0.06322281797117185
2081,0.06339707573442731
2082,0.0635708612935885
2083,0.06374417644424395
2084,0.06391702314296573
2085,0.06408940351106213
2086,0.06426131983854035
2087,0.06443277458824252
2088,0.0646037704001143
2089,0.06477431009556481
2090,0.06494439668187622
2091,0.06511403335661842
2092,0.06528322351202621
2093,0.06545197073929314
2094,0.06562027883274002
2095,0.06578815179381288
