tau,f
3264,0.15402289841930944
3265,0.154067437735878
3266,0.15411193996508576
3267,0.15415640228193422
3268,0.1542008220213428
3269,0.15424519668066924
3270,0.15428952392180909
3271,0.15433380157287496
3272,0.15437802762945776
3273,0.15442220025547496
3274,0.1544663177836089
3275,0.15451037871534387
3276,0.15455438172060976
3277,0.1545983256370401
3278,0.1546422094688578
3279,0.15468603238539796
3280,0.15472979371928355
3281,0.15477349296426438
3282,0.1548171297727384
3283,0.1548607039529686
3284,0.15490421546601274
3285,0.15494766442238433
3286,0.15499105107846195
3287,0.15503437583266572
3288,0.1550776392214204
3289,0.15512084191492392
3290,0.15516398471274137
3291,0.15520706853924454
3292,0.15525009443891583
3293,0.1552930635715379
3294,0.15533597720728765
3295,0.1553788367217547
3296,0.15542164359090394
3297,0.1554643993859999
3298,0.15550710576851376
3299,0.15554976448502855
3300,0.15559237736216205
3301,0.1556349463015234
3302,0.1556774732747193
3303,0.15571996031842636
3304,0.15576240952954318
3305,0.15580482306043708
3306,0.15584720311429728
3307,0.15588955194060705
3308,0.1559318718307469
3309,0.15597416511373693
3310,0.15601643415212962
3311,0.15605868133805947
3312,0.1561009090894572
3313,0.15614311984643553
3314,0.15618531606784974
3315,0.1562275002280382
3316,0.1562696748137459
3317,0.15631184232123274
3318,0.15635400525356685
3319,0.1563961661181044
3320,0.15643832742415423
3321,0.1564804916808245
3322,0.15652266139505122
3323,0.1565648390698018
3324,0.1566070272024524
3325,0.15664922828333158
3326,0.15669144479442562
3327,0.15673367920823886
3328,0.1567759339868013
3329,0.1568182115808162
3330,0.15686051442893942
3331,0.1569028449571812
3332,0.15694520557842181
3333,0.15698759869203102
3334,0.15703002668358143
3335,0.1570724919246458
3336,0.1571149967726682
3337,0.15715754357089665
3338,0.15720013464836982
3339,0.1572427723199434
3340,0.15728545888634815
3341,0.15732819663426723
3342,0.1573709878364232
3343,0.15741383475166432
3344,0.15745673962503776
3345,0.1574997046878437
3346,0.15754273215765668
3347,0.15758582423830683
3348,0.15762898311981205
3349,0.1576722109782513
3350,0.15771550997557243
3351,0.15775888225932602
3352,0.15780232996231808
3353,0.157845855202176
3354,0.15788946008082058
3355,0.15793314668384037
3356,0.15797691707976214
3357,0.1580207733192154
3358,0.1580647174339856
3359,0.15810875143595574
3360,0.15815287731593253
3361,0.15819709704235874
3362,0.15824141255990798
3363,0.15828582578796582
3364,0.1583303386189965
3365,0.15837495291679773
3366,0.1584196705146467
3367,0.1584644932133403
3368,0.15850942277913418
3369,0.1585544609415854
3370,0.1585996093913044
3371,0.1586448697776221
3372,0.15869024370617987
3373,0.15873573273644923
3374,0.15878133837918953
3375,0.15882706209385208
3376,0.1588729052859401
3377,0.15891886930433358
3378,0.15896495543858882
3379,0.15901116491622347
3380,0.15905749889999718
3381,0.159103958485198
3382,0.15915054469694667
3383,0.1591972584875278
3384,0.15924410073376136
3385,0.15929107223442335
3386,0.15933817370772796
3387,0.15938540578888066
3388,0.1594327690277145
3389,0.15948026388641814
3390,0.15952789073736764
3391,0.15957564986106854
3392,0.1596235414442217
3393,0.15967156557791734
3394,0.1597197222559688
3395,0.15976801137339133
3396,0.15981643272503426
3397,0.15986498600437282
3398,0.15991367080246408
3399,0.15996248660707352
3400,0.16001143280197488
3401,0.16006050866642843
3402,0.16010971337483762
3403,0.16015904599658873
3404,0.1602085054960721
3405,0.16025809073288655
3406,0.1603078004622252
3407,0.16035763333544145
3408,0.1604075879007926
3409,0.16045766260435798
3410,0.16050785579112772
3411,0.16055816570625625
3412,0.16060859049647602
3413,0.16065912821166517
3414,0.16070977680656115
3415,0.16076053414261404
3416,0.16081139798996885
3417,0.16086236602957243
3418,0.16091343585539017
3419,0.16096460497672732
3420,0.1610158708206421
3421,0.16106723073444115
3422,0.16111868198824678
3423,0.16117022177762352
3424,0.16122184722625468
3425,0.16127355538865665
3426,0.1613253432529187
3427,0.161377207743459
3428,0.16142914572378436
3429,0.16148115399924182
3430,0.16153322931975272
3431,0.16158536838251739
3432,0.16163756783468108
3433,0.16168982427594916
3434,0.16174213426114503
3435,0.1617944943026972
3436,0.16184690087305184
3437,0.16189935040699796
3438,0.16195183930390106
3439,0.16200436392983547
3440,0.1620569206196115
3441,0.16210950567868976
3442,0.16216211538497785
3443,0.1622147459905065
3444,0.1622673937229793
3445,0.1623200547871953
3446,0.16237272536633993
3447,0.1624254016231455
3448,0.16247807970091754
3449,0.1625307557244302
3450,0.16258342580068832
3451,0.16263608601956034
3452,0.16268873245428198
3453,0.1627413611618356
3454,0.1627939681832063
3455,0.16284654954352223
3456,0.16289910125208007
3457,0.16295161930226423
3458,0.16300409967136412
3459,0.1630565383202964
3460,0.16310893119323824
3461,0.16316127421718118
3462,0.16321356330141124
3463,0.16326579433692467
3464,0.16331796319578717
3465,0.16337006573044685
3466,0.1634220977730082
3467,0.16347405513447844
3468,0.1635259336039938
3469,0.16357772894803754
3470,0.16362943690965784
3471,0.16368105320769627
3472,0.163732573536037
3473,0.16378399356288556
3474,0.16383530893008838
3475,0.16388651525250203
3476,0.163937608117422
3477,0.16398858308407935
3478,0.16403943568321722
3479,0.16409016141675356
3480,0.16414075575753936
3481,0.16419121414922114
3482,0.16424153200621702
3483,0.1642917047138105
3484,0.1643417276283731
3485,0.16439159607772005
3486,0.16444130536160698
3487,0.16449085075237246
3488,0.16454022749573174
3489,0.16458943081172747
3490,0.16463845589584158
3491,0.16468729792026987
3492,0.16473595203536628
3493,0.16478441337125552
3494,0.16483267703961957
3495,0.16488073813565515
3496,0.16492859174020788
3497,0.1649762329220784
3498,0.16502365674050334
3499,0.16507085824780848
3500,0.16511783249223158
3501,0.16516457452091374
3502,0.16521107938305568
3503,0.16525734213323473
3504,0.16530335783487815
3505,0.16534912156388895
3506,0.16539462841241662
3507,0.16543987349276784
3508,0.16548485194145082
3509,0.1655295589233442
3510,0.16557398963598388
3511,0.1656181393139592
