波ID,関係ID,関係辺,波振幅,親位相度,標本数N,波の構成,非直流成分数,非直流次数一覧,基本波成分数,倍音数,倍音次数一覧,基本波振幅,基本波位相度,最大強度倍音次数,最大強度倍音振幅,最大強度倍音位相度,実効非直流成分数,奇数倍音強度比,偶数倍音強度比,B/F読出し,粒子反粒子読出し,正負周回偏極,最大強度倍音住所,有限回帰次数,住所電荷量,符号付き住所電荷量,質量二乗型Gram量,質量型sqrtGram量,半周重なり実部,半周同符号残差,半周反符号残差,半周二次量残差,状態回帰次数,二次量回帰次数,半周期被覆比,スピン型読出し,相関寿命型量標本,零閉塞絶対残差,零閉塞相対残差,零閉塞成立
W0156,156,"(5,11)",0.03730897829978114,-131.37430128188686,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007049494009253576,-10.363126331229571,-13,0.012006940017664511,-119.12254584505277,18.817811679560606,0.47708462075754476,0.5229153792424553,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.10438349398829172,-13/40,40,0.7269952498697734,-0.7269952498697734,4.1438812956296444e-07,0.0006437298575978626,0.06271144998877949,1.3691519638164498,1.4578830199908217,1.5310160264436075,40,40,,奇数・偶数倍音の混合スピン型,1,3.816426298339509e-19,2.741764617750458e-16,True
W0157,157,"(5,12)",0.036107593666780964,48.62569871811315,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0036097409775756343,-0.14383438863223227,15,0.012472633600289515,56.07327315826198,17.62111688607412,0.5438589023794124,0.45614109762058763,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.09930206450630837,3/8,8,0.8535533905932737,0.8535533905932737,3.7821768850781207e-07,0.0006149940556686805,-0.03987523254775314,1.4421339969279923,1.3857306862823289,1.494850997248814,40,40,,奇数・偶数倍音の混合スピン型,1,3.189886044093962e-19,2.446685090456161e-16,True
W0158,158,"(5,13)",0.03702909187326873,48.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0037692143728438243,98.75509880422976,-15,0.010963543454444849,-1.6873901232845614,22.21595176726095,0.4305592370007176,0.5694407629992824,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.040925660241636304,-3/8,8,0.8535533905932737,0.8535533905932737,3.5299260921206044e-07,0.000594131811311312,0.15310730694273747,1.3014551033802608,1.518622604166511,1.2993762697432594,40,40,,奇数・偶数倍音の混合スピン型,1,3.277919012191267e-19,2.390628522370548e-16,True
W0159,159,"(5,14)",0.03680668747851502,48.62569871811313,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0025050345853270743,-40.920275204448835,-12,0.011202192565251599,-93.74533679974091,20.871785603771677,0.40090535189622134,0.5990946481037788,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.03537946875868651,-3/10,10,0.6545084971874737,-0.6545084971874737,4.199833971394363e-07,0.0006480612603291732,0.19928353446824457,1.2654773530425232,1.5487307929193148,1.5244185050248622,40,40,,奇数・偶数倍音の混合スピン型,1,8.24368043757844e-20,6.08509945733977e-17,True
W0160,160,"(5,15)",0.034579129873162334,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007089044912665566,134.05247087004986,-14,0.011191023625451955,71.8081695948158,21.1571574290737,0.4790995644100178,0.5209004355899822,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.10462716463883977,-7/20,20,0.7938926261462367,-0.7938926261462367,3.212578371738357e-07,0.0005667961160539437,0.05546484469065668,1.3744345421367605,1.45290388167329,1.5873746167139748,40,40,,奇数・偶数倍音の混合スピン型,1,4.362671954060227e-19,3.6485847318344627e-16,True
W0161,161,"(5,16)",0.03337380105889943,-41.37430128188693,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0030981714837523323,-83.38709803884396,15,0.010869337041505897,-25.036812663042035,19.80200580319513,0.5861459908303627,0.41385400916963744,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.14192261802623743,3/8,8,0.8535533905932737,0.8535533905932737,2.82449947892042e-07,0.0005314602034885039,-0.16456025219648393,1.526145636691652,1.2926250406080766,1.3989466449577055,40,40,,奇数・偶数倍音の混合スピン型,1,2.439454888092385e-19,2.1901882549890665e-16,True
W0162,162,"(5,17)",0.03321038705467973,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005814676764998767,-65.90472253861233,14,0.012684080234916002,-179.88216768047033,18.209023927903168,0.4222153394842671,0.577784660515733,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.22250763904626045,7/20,20,0.7938926261462367,0.7938926261462367,2.454908604415754e-07,0.0004954703426458292,0.17869182496117708,1.2816459534823357,1.535377364012624,1.21216905995923,40,40,,奇数・偶数倍音の混合スピン型,1,8.159701876572674e-20,7.398205955635143e-17,True
W0163,163,"(5,18)",0.034563034081774954,138.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0007695996775635359,156.86437352880003,3,0.00972794423855241,-38.35281595379247,22.324753567810955,0.46419932516596335,0.5358006748340367,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.013493803065449509,3/40,40,0.05449673790581606,-0.05449673790581606,2.6308428185868983e-07,0.0005129174220658622,0.14160381082734472,1.310264239894118,1.511028663412673,1.3361557380119908,40,40,,奇数・偶数倍音の混合スピン型,1,1.0164395367051604e-19,8.50859457266258e-17,True
W0164,164,"(5,19)",0.03606586193938998,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0032592907337342246,87.52315879271785,9,0.010965387248260397,-124.29211336158858,19.677951466702567,0.5542493847136429,0.44575061528635707,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.014016565037545252,9/40,40,0.4217827674798846,0.4217827674798846,3.48498912942906e-07,0.0005903379650191117,-0.04437774713535538,1.4452527440799794,1.3824776691611658,1.4478953895286781,40,40,,奇数・偶数倍音の混合スピン型,1,4.0747831482625937e-19,3.1326499587544034e-16,True
W0165,165,"(5,20)",0.03401374026603885,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002684176632477328,-154.8526660465859,7,0.012174960550880999,121.55948006819654,16.302352415383634,0.5826504868617098,0.4173495131382901,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.16568763661691008,7/40,40,0.2730047501302265,0.2730047501302265,2.908447273561715e-07,0.0005393002200594503,-0.13996965083573307,1.5099467876953367,1.3115108456770512,1.3496061521981952,40,40,,奇数・偶数倍音の混合スピン型,1,3.1200260564211747e-19,2.696804342783537e-16,True
W0166,166,"(5,21)",0.03615590477832317,48.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006327100165178314,16.105031843338132,15,0.010713574725723462,-11.783035522191676,20.934555863477428,0.6281585812034365,0.37184141879656346,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.1557226910802759,3/8,8,0.8535533905932737,-0.8535533905932737,3.38727626044727e-07,0.0005820031151503633,-0.17595966203575314,1.5335968583925526,1.2837759445980028,1.4362138112270686,40,40,,奇数・偶数倍音の混合スピン型,1,2.60688064853214e-19,1.9941723041885935e-16,True
W0167,167,"(5,22)",0.03756129640352765,48.62569871811315,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007846063560849803,-94.86258091090609,14,0.012238014139583872,-40.97560331902051,23.75172091409678,0.4870613205467907,0.5129386794532093,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.22862885264623664,7/20,20,0.7938926261462367,0.7938926261462367,4.2107513509049117e-07,0.0006489030244115766,0.055708964252424484,1.3742569161169067,1.4530718937839409,1.3616883856123763,40,40,,奇数・偶数倍音の混合スピン型,1,4.766560788397335e-19,3.378500515350271e-16,True
W0168,168,"(5,23)",0.033949805693108306,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.00381572392291382,72.96409295746204,-6,0.01149250116712644,57.70565731497429,20.522507887223743,0.4836657913450922,0.5163342086549078,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.19860703691186704,-3/20,20,0.20610737385376346,-0.20610737385376346,2.581566362717073e-07,0.0005080911692518453,0.03752269546323001,1.387427334700286,1.4405017844232124,1.4444227068737012,40,40,,奇数・偶数倍音の混合スピン型,1,7.666467083416871e-20,6.65151675407548e-17,True
W0169,169,"(5,24)",0.03812985952974957,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004536278715184143,-176.19308204546684,18,0.010075104883318906,-142.47950600468903,25.070844247874593,0.4494399512372726,0.5505600487627273,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.09713297233144688,9/20,20,0.9755282581475768,0.9755282581475768,3.59018563554191e-07,0.0005991815781165097,0.1912548944394972,1.2718058857864298,1.5435380749689962,1.3815444020673229,40,40,,奇数・偶数倍音の混合スピン型,1,3.297472175031376e-19,2.2680401002470054e-16,True
W0170,170,"(5,25)",0.03336343898668719,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006896138548226167,104.69901011886459,4,0.010378193757800535,152.35408688401373,21.16863210890799,0.4543674558291236,0.5456325441708765,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.24194862964792602,1/10,10,0.09549150281252627,0.09549150281252627,2.6454270715380063e-07,0.0005143371531921456,0.09456028524762002,1.3456892024181364,1.479567697165371,1.3118060114790273,40,40,,奇数・偶数倍音の混合スピン型,1,8.194797530478167e-20,7.362013478576768e-17,True
W0171,171,"(5,26)",0.037497913531839615,-131.3743012818869,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004681783021940829,159.49764938289252,17,0.012189437154622174,16.8049829557394,18.545100815088933,0.5259662166771011,0.47403378332289886,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.03726805601446179,17/40,40,0.9455032620941839,0.9455032620941839,4.004809333899079e-07,0.0006328356290458905,-0.009063772834532753,1.4206081604964353,1.4077899183936982,1.4788754908843005,40,40,,奇数・偶数倍音の混合スピン型,1,1.9557475335483192e-19,1.3909085752728401e-16,True
W0172,172,"(5,27)",0.03449695965705201,-41.37430128188692,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004724304206865672,-139.09052935816788,-18,0.00976200048755244,139.31533934908177,24.08573686804443,0.49065456939704033,0.5093454306029597,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.15686512041832687,-9/20,20,0.9755282581475768,-0.9755282581475768,3.2658330613935416e-07,0.0005714746767262344,0.0373597015358137,1.3875448089803701,1.4403886291802042,1.5627978999769971,40,40,,奇数・偶数倍音の混合スピン型,1,2.7214945829712746e-19,2.2868929339293977e-16,True
W0173,173,"(5,28)",0.03332008374391008,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003409200981028773,-102.33162458472981,19,0.010997445153265676,-6.361509806230812,20.638521952204485,0.6178963263816755,0.3821036736183245,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.05542238882993098,19/40,40,0.9938441702975689,-0.9938441702975689,2.3669569301245018e-07,0.00048651381584950926,-0.23433909846343987,1.5712027866977833,1.237465879559158,1.3262076072959526,40,40,,奇数・偶数倍音の混合スピン型,1,4.933194348681965e-20,4.4434066105650956e-17,True
W0174,174,"(5,29)",0.03320141381043872,-41.374301281886765,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003245888946041178,-32.59962144049301,12,0.010784432513402407,90.26538749057075,19.436360653914463,0.5067405634449121,0.4932594365550878,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.2021594260028757,3/10,10,0.6545084971874737,0.6545084971874737,2.8854969874566686e-07,0.0005371682220177091,-0.010736087201971169,1.4217848551746297,1.406601516278174,1.4883906835497502,40,40,,奇数・偶数倍音の混合スピン型,1,1.0164395367051604e-19,9.220795587051932e-17,True
W0175,175,"(5,30)",0.033293524519200854,-41.374301281886915,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0020605411225403437,122.08691707821632,-16,0.0107697616323226,-95.0166431286816,18.15929299862307,0.5683899542794958,0.4316100457205042,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.10069710656775822,-2/5,5,0.9045084971874736,-0.9045084971874736,2.773363263944267e-07,0.000526627312617212,-0.12843432880244093,1.5022878078467128,1.3202769945716384,1.6816612665133528,40,40,,奇数・偶数倍音の混合スピン型,1,6.984812619815426e-20,6.301373382495519e-17,True
W0176,176,"(5,31)",0.03259541309092513,138.6256987181122,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003976136789357202,38.70218433694417,-19,0.011196927350749933,57.910914265751245,20.667868193851884,0.640273511170067,0.3597264888299329,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.11350407519441871,-19/40,40,0.9938441702975689,-0.9938441702975689,2.3105042627844432e-07,0.0004806770498769879,-0.2795084605650312,1.599692758353948,1.2004095463090656,1.4532540167414736,40,40,,奇数・偶数倍音の混合スピン型,1,2.6566064593276936e-19,2.5004273784421045e-16,True
W0177,177,"(5,32)",0.03404889844053822,-41.37430128188688,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004422668435318569,124.16317489432576,17,0.009560686193057485,-146.29317462046808,23.99860107972923,0.580151388392823,0.4198486116071769,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.03438022446710661,17/40,40,0.9455032620941839,0.9455032620941839,3.0433634543410355e-07,0.0005516668790439604,-0.13745413004006754,1.508279901105937,1.31342747798265,1.6609897018554518,40,40,,奇数・偶数倍音の混合スピン型,1,3.052328797038125e-19,2.632844331298709e-16,True
W0178,178,"(5,33)",0.03445567794855956,-41.374301281886865,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005038898834178324,12.283728573546176,-10,0.011398337873556218,178.59488825780642,19.069131192564235,0.42530251032775407,0.574697489672246,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.010166443485651731,-1/4,4,0.4999999999999999,0.4999999999999999,3.175772343265864e-07,0.0005635399136943065,0.18225400034889724,1.278863557734837,1.5376956788317364,1.4167919007525276,40,40,,奇数・偶数倍音の混合スピン型,1,2.6053389625493116e-19,2.194535624991126e-16,True
W0179,179,"(5,34)",0.03253040746094783,138.6256987181133,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006384706163375361,23.49580300380736,19,0.010093788683985083,-89.32843664553738,22.838808850867633,0.48629139507848296,0.513708604921517,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.06210645477070484,19/40,40,0.9938441702975689,0.9938441702975689,2.1668951272508547e-07,0.00046549920808212496,0.1275588092914857,1.320939961321872,1.501704903961817,1.3942209597566668,40,40,,奇数・偶数倍音の混合スピン型,1,5.463198353652111e-20,5.1625938850371634e-17,True
W0180,180,"(5,35)",0.03856380522526647,48.62569871811316,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007749297705191823,-177.63818774967828,19,0.014045859423762378,134.31525613808157,19.344187539417383,0.6325291765934561,0.36747082340654397,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.03674413474766845,19/40,40,0.9938441702975689,0.9938441702975689,4.6175650283995894e-07,0.0006795266755911492,-0.25916844199285854,1.5869268678756803,1.2172358506116563,1.3637135439389714,40,40,,奇数・偶数倍音の混合スピン型,1,1.1277950264955853e-19,7.583512616894732e-17,True
W0181,181,"(5,36)",0.036816914464587736,-131.37430128188683,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0015199200730294446,18.08033750750247,-6,0.010752071253455866,-61.94850550661482,21.860823402921813,0.5143783125044504,0.4856216874955495,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.09592215517067958,-3/20,20,0.20610737385376346,-0.20610737385376346,3.889205245574696e-07,0.0006236349289107126,-0.02540309599039691,1.4320636131055056,1.396135311500718,1.5215500606763983,40,40,,奇数・偶数倍音の混合スピン型,1,3.5470358010097383e-19,2.616801589102495e-16,True
