k_star_1,k_star_2,k_star_3,k_star_4,k_sat_01,k_sat_02,k_sat_03,k_sat_12,k_sat_13,k_sat_23,rank,sum_k
7,7,7,8,1,1,1,1,1,1,4,35
1,4,7,11,1,2,3,2,3,2,4,36
1,7,7,8,2,2,2,1,3,3,4,36
1,8,8,8,2,2,2,1,2,2,4,36
2,3,7,11,1,2,3,2,3,2,4,36
2,4,7,10,1,2,3,2,3,2,4,36
2,4,9,9,1,2,2,2,2,3,4,36
2,5,5,12,1,1,3,1,3,3,4,36
2,5,8,9,1,2,2,2,2,3,4,36
2,5,9,9,1,2,2,2,2,2,4,36
2,6,7,8,2,2,2,2,3,2,4,36
2,7,7,7,2,2,2,1,3,3,4,36
2,7,7,7,2,2,2,2,2,3,4,36
2,7,7,8,2,2,2,2,2,2,4,36
2,7,8,8,2,2,2,2,2,1,4,36
3,3,6,10,1,2,3,2,3,3,4,36
3,3,6,11,1,2,3,2,3,2,4,36
3,3,7,10,1,2,3,2,3,2,4,36
3,3,9,9,1,2,2,2,2,3,4,36
3,4,5,12,1,1,3,1,3,3,4,36
3,4,6,10,1,2,3,2,3,2,4,36
3,4,6,11,1,1,3,1,3,3,4,36
3,4,7,10,1,2,2,2,2,3,4,36
3,4,8,9,1,2,2,2,2,3,4,36
3,4,8,10,1,2,2,2,2,2,4,36
3,4,9,9,1,2,2,2,2,2,4,36
3,5,5,11,1,1,3,1,3,3,4,36
3,5,6,9,1,2,3,2,3,2,4,36
3,5,6,10,1,1,3,1,3,3,4,36
3,5,6,10,1,2,2,2,2,3,4,36
3,5,6,10,2,2,3,1,2,2,4,36
3,5,7,9,1,2,2,2,2,3,4,36
3,5,8,8,1,2,2,2,2,3,4,36
3,5,8,9,1,2,2,2,2,2,4,36
3,5,9,9,1,2,2,2,2,1,4,36
3,6,6,8,2,2,2,1,3,3,4,36
3,6,6,8,2,2,2,2,2,3,4,36
3,6,6,9,2,2,3,1,2,2,4,36
3,6,7,7,2,2,2,1,3,3,4,36
3,6,7,7,2,2,2,2,2,3,4,36
3,6,7,7,2,2,2,2,3,2,4,36
3,6,7,7,2,2,2,3,3,1,4,36
3,6,7,8,1,2,2,2,2,3,4,36
3,6,7,8,2,2,2,2,2,2,4,36
3,6,7,9,1,2,2,2,2,2,4,36
3,6,8,8,1,2,2,2,2,2,4,36
3,6,8,8,2,2,2,2,2,1,4,36
3,6,8,9,1,2,2,2,2,1,4,36
3,7,7,7,2,2,2,2,2,2,4,36
3,7,7,8,2,2,2,1,2,2,4,36
3,7,7,8,2,2,2,2,1,2,4,36
3,8,8,8,2,2,2,1,1,1,4,36
4,4,4,12,1,1,3,1,3,3,4,36
4,4,5,10,1,2,3,2,3,2,4,36
4,4,5,11,1,1,3,1,3,3,4,36
4,4,6,9,1,2,3,2,3,2,4,36
4,4,6,10,1,1,3,1,3,3,4,36
4,4,6,10,1,2,2,2,2,3,4,36
4,4,7,9,1,2,2,2,2,3,4,36
4,4,7,10,1,2,2,2,2,2,4,36
4,4,8,8,1,2,2,2,2,3,4,36
4,4,8,9,1,2,2,2,2,2,4,36
4,4,9,9,1,2,2,2,2,1,4,36
4,5,5,9,1,2,3,2,3,2,4,36
4,5,5,9,2,2,2,1,3,3,4,36
4,5,5,9,2,2,3,2,2,2,4,36
4,5,5,10,1,1,3,1,3,3,4,36
4,5,5,10,1,2,2,2,2,3,4,36
4,5,5,10,2,2,3,1,2,2,4,36
4,5,6,8,1,2,3,2,3,2,4,36
4,5,6,8,2,2,2,1,3,3,4,36
4,5,6,8,2,2,2,2,2,3,4,36
4,5,6,8,2,2,2,2,3,2,4,36
4,5,6,8,2,2,3,2,2,2,4,36
4,5,6,9,1,1,3,1,3,3,4,36
4,5,6,9,1,2,2,2,2,3,4,36
4,5,6,9,2,1,2,2,3,2,4,36
4,5,6,9,2,2,3,1,2,2,4,36
4,5,7,7,2,2,2,2,2,3,4,36
4,5,7,8,1,2,2,2,2,3,4,36
4,5,7,8,2,2,2,2,2,2,4,36
4,5,7,9,1,2,2,2,2,2,4,36
4,5,8,8,1,2,2,2,2,2,4,36
4,5,8,8,2,2,2,2,2,1,4,36
4,5,8,9,1,2,2,2,2,1,4,36
4,6,6,7,2,2,2,1,3,3,4,36
4,6,6,7,2,2,2,2,2,3,4,36
4,6,6,8,1,2,2,2,2,3,4,36
4,6,6,8,2,2,3,1,2,2,4,36
4,6,6,9,1,2,2,2,2,2,4,36
4,6,6,9,2,2,2,1,2,2,4,36
4,6,6,11,1,1,2,1,2,2,4,36
4,6,7,7,1,2,2,2,2,3,4,36
4,6,7,7,2,2,2,2,2,2,4,36
4,6,7,8,1,2,2,2,2,2,4,36
4,6,7,8,2,2,2,1,2,2,4,36
4,6,7,8,2,2,2,2,2,1,4,36
4,6,7,10,1,1,2,1,2,2,4,36
4,6,8,8,1,2,2,2,2,1,4,36
4,7,7,7,1,2,2,2,2,2,4,36
4,7,7,7,2,2,2,1,2,2,4,36
4,7,7,8,1,2,2,2,2,1,4,36
4,7,7,9,1,1,2,1,2,2,4,36
4,7,8,8,2,2,2,1,1,1,4,36
5,5,5,8,1,2,3,2,3,2,4,36
5,5,5,8,2,2,2,2,2,3,4,36
5,5,5,9,1,1,3,1,3,3,4,36
5,5,5,9,1,2,2,2,2,3,4,36
5,5,6,7,2,1,3,2,2,3,4,36
5,5,6,7,2,2,2,2,2,3,4,36
5,5,6,7,2,2,2,2,3,2,4,36
5,5,6,8,1,1,3,1,3,3,4,36
5,5,6,8,1,2,2,2,2,3,4,36
5,5,6,8,2,1,2,2,3,2,4,36
5,5,6,8,2,2,2,2,2,2,4,36
5,5,6,9,1,2,2,2,2,2,4,36
5,5,6,9,2,1,2,2,2,2,4,36
5,5,6,11,1,1,2,1,2,2,4,36
5,5,7,7,1,2,2,2,2,3,4,36
5,5,7,7,2,2,2,2,2,2,4,36
5,5,7,8,1,2,2,2,2,2,4,36
5,5,7,8,2,1,2,2,2,2,4,36
5,5,7,8,2,2,2,2,2,1,4,36
5,5,7,9,1,2,2,2,2,1,4,36
5,5,7,10,1,1,2,1,2,2,4,36
5,5,8,8,1,2,2,2,2,1,4,36
5,6,6,6,2,2,2,1,3,3,4,36
5,6,6,6,2,2,2,2,2,3,4,36
5,6,6,7,1,1,3,1,3,3,4,36
5,6,6,7,1,2,2,2,2,3,4,36
5,6,6,7,2,2,2,2,2,2,4,36
5,6,6,7,2,2,3,1,2,2,4,36
5,6,6,8,1,2,2,2,2,2,4,36
5,6,6,8,2,2,2,1,2,2,4,36
5,6,6,8,2,2,2,2,1,2,4,36
5,6,6,10,1,1,2,1,2,2,4,36
5,6,7,7,1,2,2,2,2,2,4,36
5,6,7,7,2,1,2,2,2,2,4,36
5,6,7,7,2,2,2,1,2,2,4,36
5,6,7,7,2,2,2,2,2,1,4,36
5,6,7,8,1,2,2,2,2,1,4,36
5,6,7,8,2,1,2,2,1,2,4,36
5,6,7,9,1,1,2,1,2,2,4,36
5,6,8,8,1,1,2,1,2,2,4,36
5,6,8,8,2,2,2,1,1,1,4,36
5,7,7,7,1,2,2,2,2,1,4,36
5,7,7,8,1,1,2,1,2,2,4,36
5,7,7,8,1,2,1,2,1,2,4,36
5,7,7,8,2,2,2,1,1,1,4,36
6,6,6,6,1,2,2,2,2,3,4,36
6,6,6,7,1,2,2,2,2,2,4,36
6,6,6,7,2,2,1,2,2,2,4,36
6,6,6,8,1,2,2,2,2,1,4,36
6,6,6,9,1,1,2,1,2,2,4,36
6,6,7,7,1,2,2,2,2,1,4,36
6,6,7,7,2,1,2,2,1,2,4,36
6,6,7,8,1,1,2,1,2,2,4,36
6,6,7,8,1,2,1,2,1,2,4,36
6,6,7,8,2,1,1,2,2,1,4,36
6,7,7,7,1,1,2,1,2,2,4,36
6,7,7,7,2,2,2,1,1,1,4,36
6,7,8,9,1,1,1,1,1,1,4,36
6,8,8,8,1,1,1,1,1,1,4,36
7,7,7,9,1,1,1,1,1,1,4,36
7,7,8,8,1,1,1,1,1,1,4,36
1,7,8,8,2,2,2,3,3,1,4,37
1,8,8,8,2,2,2,2,2,2,4,37
2,3,7,11,1,2,3,2,3,3,4,37
2,3,7,12,1,2,3,2,3,2,4,37
2,3,8,11,1,2,3,2,3,2,4,37
2,4,6,11,1,2,3,2,3,3,4,37
2,4,7,10,1,2,3,2,3,3,4,37
2,4,7,11,1,2,3,2,3,2,4,37
2,5,9,9,1,2,2,2,2,3,4,37
2,6,7,8,2,2,2,2,3,3,4,37
2,6,8,8,2,2,2,3,3,1,4,37
2,7,7,7,2,2,2,2,3,3,4,37
2,7,7,8,2,2,2,1,3,3,4,37
2,7,7,8,2,2,2,2,2,3,4,37
2,7,8,8,2,2,2,2,2,2,4,37
2,8,8,8,2,2,2,1,2,2,4,37
3,3,6,11,1,2,3,2,3,3,4,37
3,3,7,10,1,2,3,2,3,3,4,37
3,3,7,11,1,2,3,2,3,2,4,37
3,4,5,11,1,2,3,2,3,3,4,37
3,4,6,10,1,2,3,2,3,3,4,37
3,4,6,11,1,2,3,2,3,2,4,37
3,4,6,12,1,1,3,1,3,3,4,37
3,4,7,9,1,2,3,2,3,3,4,37
3,4,7,10,1,2,3,2,3,2,4,37
3,4,8,10,1,2,2,2,2,3,4,37
3,4,9,9,1,2,2,2,2,3,4,37
3,4,9,10,1,2,2,2,2,2,4,37
3,4,10,10,1,2,2,2,2,1,4,37
3,5,5,12,1,1,3,1,3,3,4,37
3,5,6,10,1,2,3,2,3,2,4,37
3,5,6,11,1,1,3,1,3,3,4,37
3,5,7,9,2,2,2,2,3,2,4,37
3,5,7,10,1,2,2,2,2,3,4,37
3,5,8,9,1,2,2,2,2,3,4,37
3,5,8,10,1,2,2,2,2,2,4,37
3,5,9,9,1,2,2,2,2,2,4,37
3,5,9,10,1,2,2,2,2,1,4,37
3,6,6,8,2,2,2,2,3,3,4,37
3,6,6,9,2,2,2,1,3,3,4,37
3,6,6,9,2,2,3,2,2,2,4,37
3,6,6,10,1,1,3,1,3,3,4,37
3,6,6,10,2,2,3,1,2,2,4,37
3,6,7,7,2,2,2,2,3,3,4,37
3,6,7,7,2,2,2,3,3,2,4,37
3,6,7,8,2,2,2,1,3,3,4,37
3,6,7,8,2,2,2,2,2,3,4,37
3,6,7,8,2,2,2,2,3,2,4,37
3,6,7,9,1,2,2,2,2,3,4,37
3,6,8,8,1,2,2,2,2,3,4,37
3,6,8,8,2,2,2,2,2,2,4,37
3,6,8,9,1,2,2,2,2,2,4,37
3,6,9,9,1,2,2,2,2,1,4,37
3,7,7,7,2,2,2,1,3,3,4,37
3,7,7,7,2,2,2,2,2,3,4,37
3,7,7,8,2,2,2,2,2,2,4,37
3,7,7,9,2,2,2,1,2,2,4,37
3,7,8,8,2,2,2,1,2,2,4,37
3,7,8,8,2,2,2,2,2,1,4,37
3,8,8,9,2,2,2,1,1,1,4,37
4,4,5,10,1,2,3,2,3,3,4,37
4,4,5,11,1,2,3,2,3,2,4,37
4,4,5,12,1,1,3,1,3,3,4,37
4,4,6,9,1,2,3,2,3,3,4,37
4,4,6,10,1,2,3,2,3,2,4,37
4,4,6,11,1,1,3,1,3,3,4,37
4,4,7,9,1,2,3,2,3,2,4,37
4,4,7,9,2,2,2,2,3,2,4,37
4,4,7,10,1,2,2,2,2,3,4,37
4,4,8,9,1,2,2,2,2,3,4,37
4,4,8,10,1,2,2,2,2,2,4,37
4,4,9,9,1,2,2,2,2,2,4,37
4,4,9,10,1,2,2,2,2,1,4,37
4,5,5,9,1,2,3,2,3,3,4,37
4,5,5,9,2,2,2,2,3,3,4,37
4,5,5,10,1,2,3,2,3,2,4,37
4,5,5,10,2,2,2,1,3,3,4,37
4,5,5,11,1,1,3,1,3,3,4,37
4,5,5,11,2,2,3,1,2,2,4,37
4,5,6,8,2,2,2,2,3,3,4,37
4,5,6,9,1,2,3,2,3,2,4,37
4,5,6,9,2,1,3,2,2,3,4,37
4,5,6,9,2,2,2,1,3,3,4,37
4,5,6,9,2,2,2,2,3,2,4,37
4,5,6,9,2,2,3,2,2,2,4,37
4,5,6,10,1,1,3,1,3,3,4,37
4,5,6,10,1,2,2,2,2,3,4,37
4,5,6,10,2,1,2,2,3,2,4,37
4,5,6,10,2,2,3,1,2,2,4,37
4,5,7,8,2,2,2,2,2,3,4,37
4,5,7,8,2,2,2,2,3,2,4,37
4,5,7,9,1,2,2,2,2,3,4,37
4,5,7,10,1,2,2,2,2,2,4,37
4,5,8,8,1,2,2,2,2,3,4,37
4,5,8,8,2,2,2,2,2,2,4,37
4,5,8,9,1,2,2,2,2,2,4,37
4,5,9,9,1,2,2,2,2,1,4,37
4,6,6,7,2,2,2,2,3,3,4,37
4,6,6,8,2,2,2,1,3,3,4,37
4,6,6,8,2,2,2,2,2,3,4,37
4,6,6,8,2,2,3,2,2,2,4,37
4,6,6,9,1,1,3,1,3,3,4,37
4,6,6,9,1,2,2,2,2,3,4,37
4,6,6,9,2,2,2,2,2,2,4,37
4,6,6,9,2,2,3,1,2,2,4,37
4,6,7,7,2,2,2,1,3,3,4,37
4,6,7,7,2,2,2,2,2,3,4,37
4,6,7,7,2,2,2,2,3,2,4,37
4,6,7,7,2,2,2,3,3,1,4,37
4,6,7,8,1,2,2,2,2,3,4,37
4,6,7,8,2,2,2,2,2,2,4,37
4,6,7,9,1,2,2,2,2,2,4,37
4,6,7,9,2,2,2,1,2,2,4,37
4,6,7,11,1,1,2,1,2,2,4,37
4,6,8,8,1,2,2,2,2,2,4,37
4,6,8,8,2,2,2,2,2,1,4,37
4,6,8,9,1,2,2,2,2,1,4,37
4,7,7,7,2,2,2,2,2,2,4,37
4,7,7,8,1,2,2,2,2,2,4,37
4,7,7,8,2,2,2,1,2,2,4,37
4,7,7,8,2,2,2,2,1,2,4,37
4,7,7,10,1,1,2,1,2,2,4,37
4,7,8,8,1,2,2,2,2,1,4,37
4,8,8,8,2,2,2,1,1,1,4,37
5,5,5,9,1,2,3,2,3,2,4,37
5,5,5,9,2,2,2,2,2,3,4,37
5,5,5,10,1,1,3,1,3,3,4,37
5,5,5,10,1,2,2,2,2,3,4,37
5,5,6,8,1,2,3,2,3,2,4,37
5,5,6,8,2,1,3,2,2,3,4,37
5,5,6,8,2,2,2,2,2,3,4,37
5,5,6,8,2,2,2,2,3,2,4,37
5,5,6,9,1,1,3,1,3,3,4,37
5,5,6,9,1,2,2,2,2,3,4,37
5,5,6,9,2,1,2,2,3,2,4,37
5,5,6,9,2,2,2,2,2,2,4,37
5,5,6,10,1,2,2,2,2,2,4,37
5,5,6,12,1,1,2,1,2,2,4,37
5,5,7,7,2,2,2,2,2,3,4,37
5,5,7,7,2,2,2,3,3,1,4,37
5,5,7,8,1,2,2,2,2,3,4,37
5,5,7,8,2,2,2,2,2,2,4,37
5,5,7,9,1,2,2,2,2,2,4,37
5,5,7,9,2,1,2,2,2,2,4,37
5,5,7,11,1,1,2,1,2,2,4,37
5,5,8,8,1,2,2,2,2,2,4,37
5,5,8,8,2,2,2,2,2,1,4,37
5,5,8,9,1,2,2,2,2,1,4,37
5,6,6,7,1,2,3,2,3,2,4,37
5,6,6,7,2,2,2,1,3,3,4,37
5,6,6,7,2,2,2,2,2,3,4,37
5,6,6,7,2,2,2,3,1,3,4,37
5,6,6,7,2,2,3,2,2,2,4,37
5,6,6,8,1,1,3,1,3,3,4,37
5,6,6,8,1,2,2,2,2,3,4,37
5,6,6,8,2,2,2,2,2,2,4,37
5,6,6,8,2,2,3,1,2,2,4,37
5,6,6,9,1,2,2,2,2,2,4,37
5,6,6,9,2,2,2,1,2,2,4,37
5,6,6,11,1,1,2,1,2,2,4,37
5,6,7,7,1,2,2,2,2,3,4,37
5,6,7,7,2,2,2,2,2,2,4,37
5,6,7,8,1,2,2,2,2,2,4,37
5,6,7,8,2,1,2,2,2,2,4,37
5,6,7,8,2,2,2,1,2,2,4,37
5,6,7,8,2,2,2,2,1,2,4,37
5,6,7,8,2,2,2,2,2,1,4,37
5,6,7,9,1,2,2,2,2,1,4,37
5,6,7,10,1,1,2,1,2,2,4,37
5,6,8,8,1,2,2,2,2,1,4,37
5,6,8,9,1,1,2,1,2,2,4,37
5,7,7,7,1,2,2,2,2,2,4,37
5,7,7,7,2,2,2,1,2,2,4,37
5,7,7,8,1,2,2,2,2,1,4,37
5,7,7,8,2,2,1,1,2,2,4,37
5,7,7,9,1,1,2,1,2,2,4,37
5,7,8,8,1,1,2,1,2,2,4,37
5,7,8,8,2,1,1,2,2,1,4,37
5,7,8,8,2,2,2,1,1,1,4,37
6,6,6,6,2,2,2,2,2,3,4,37
6,6,6,7,1,1,3,1,3,3,4,37
6,6,6,7,1,2,2,2,2,3,4,37
6,6,6,7,2,2,2,2,2,2,4,37
6,6,6,8,1,2,2,2,2,2,4,37
6,6,6,8,2,2,1,2,2,2,4,37
6,6,6,10,1,1,2,1,2,2,4,37
6,6,7,7,1,2,2,2,2,2,4,37
6,6,7,7,2,1,2,2,2,2,4,37
6,6,7,7,2,2,2,2,2,1,4,37
6,6,7,8,1,2,2,2,2,1,4,37
6,6,7,8,2,1,2,2,1,2,4,37
6,6,7,9,1,1,2,1,2,2,4,37
6,6,8,8,1,1,2,1,2,2,4,37
6,6,8,8,2,1,1,2,2,1,4,37
6,7,7,7,1,2,2,2,2,1,4,37
6,7,7,8,1,1,2,1,2,2,4,37
6,7,7,8,1,2,1,2,1,2,4,37
6,7,7,8,2,2,2,1,1,1,4,37
6,7,9,9,1,1,1,1,1,1,4,37
6,8,8,9,1,1,1,1,1,1,4,37
7,7,7,7,1,1,2,1,2,2,4,37
7,7,8,9,1,1,1,1,1,1,4,37
7,8,8,8,1,1,1,1,1,1,4,37
1,4,8,11,1,2,3,2,3,3,4,38
1,4,8,12,1,2,3,2,3,2,4,38
1,7,7,11,2,2,3,1,2,2,4,38
1,7,8,8,2,2,2,3,3,2,4,38
1,8,8,8,2,2,2,1,3,3,4,38
1,8,8,8,2,2,2,2,2,3,4,38
2,3,7,11,1,2,3,2,3,4,4,38
2,3,7,12,1,2,3,2,3,3,4,38
2,3,8,11,1,2,3,2,3,3,4,38
2,3,8,12,1,2,3,2,3,2,4,38
2,4,7,11,1,2,3,2,3,3,4,38
2,4,7,12,1,2,3,2,3,2,4,38
2,4,8,10,1,2,3,2,3,3,4,38
2,4,8,11,1,2,3,2,3,2,4,38
2,5,7,11,1,2,3,2,3,2,4,38
2,6,8,8,2,2,2,3,3,2,4,38
2,7,7,8,2,2,2,2,3,3,4,38
2,7,7,8,2,2,2,3,2,3,4,38
2,7,7,9,2,2,2,1,3,3,4,38
2,7,7,10,2,2,3,1,2,2,4,38
2,7,8,8,2,2,2,2,2,3,4,38
2,7,8,8,2,2,2,2,3,2,4,38
2,7,8,8,2,2,2,3,3,1,4,38
2,8,8,9,2,2,2,1,2,2,4,38
2,9,9,9,2,2,2,1,1,1,4,38
3,3,6,12,1,2,3,2,3,3,4,38
3,3,7,11,1,2,3,2,3,3,4,38
3,3,7,12,1,2,3,2,3,2,4,38
3,3,8,10,1,2,3,2,3,3,4,38
3,3,8,11,1,2,3,2,3,2,4,38
3,4,6,11,1,2,3,2,3,3,4,38
3,4,7,10,1,2,3,2,3,3,4,38
3,4,7,11,1,2,3,2,3,2,4,38
3,4,8,9,1,2,3,2,3,3,4,38
3,4,8,10,1,2,3,2,3,2,4,38
3,4,9,10,1,2,2,2,2,3,4,38
3,4,10,10,1,2,2,2,2,2,4,38
3,5,6,10,1,2,3,2,3,3,4,38
3,5,6,11,1,2,3,2,3,2,4,38
3,5,6,12,1,1,3,1,3,3,4,38
3,5,7,9,1,2,3,2,3,3,4,38
3,5,7,9,2,2,2,2,3,3,4,38
3,5,7,10,1,2,3,2,3,2,4,38
3,5,7,10,2,2,3,2,2,2,4,38
3,5,8,10,1,2,2,2,2,3,4,38
3,5,9,9,1,2,2,2,2,3,4,38
3,5,9,10,1,2,2,2,2,2,4,38
3,5,10,10,1,2,2,2,2,1,4,38
3,6,6,9,2,2,2,2,3,3,4,38
3,6,6,10,2,2,2,1,3,3,4,38
3,6,6,10,2,2,3,2,2,2,4,38
3,6,6,11,1,1,3,1,3,3,4,38
3,6,6,11,2,2,3,1,2,2,4,38
3,6,7,8,2,2,2,2,3,3,4,38
3,6,7,8,2,2,2,3,2,3,4,38
3,6,7,8,2,2,2,3,3,2,4,38
3,6,7,9,2,2,2,1,3,3,4,38
3,6,7,9,2,2,2,2,3,2,4,38
3,6,7,10,1,2,2,2,2,3,4,38
3,6,7,10,2,2,3,1,2,2,4,38
3,6,8,8,2,2,2,2,2,3,4,38
3,6,8,8,2,2,2,2,3,2,4,38
3,6,8,8,2,2,2,3,3,1,4,38
3,6,8,9,1,2,2,2,2,3,4,38
3,6,8,10,1,2,2,2,2,2,4,38
3,6,9,9,1,2,2,2,2,2,4,38
3,6,9,10,1,2,2,2,2,1,4,38
3,7,7,7,2,2,2,2,3,3,4,38
3,7,7,8,2,2,2,1,3,3,4,38
3,7,7,8,2,2,2,2,2,3,4,38
3,7,7,8,2,2,2,3,1,3,4,38
3,7,7,8,2,2,2,3,2,2,4,38
3,7,7,9,2,2,2,2,2,2,4,38
3,7,8,8,2,2,2,2,2,2,4,38
3,7,8,9,2,2,2,1,2,2,4,38
3,7,8,9,2,2,2,2,2,1,4,38
3,8,8,8,2,2,2,1,2,2,4,38
3,8,9,9,2,2,2,1,1,1,4,38
4,4,5,11,1,2,3,2,3,3,4,38
4,4,5,11,2,1,3,2,3,3,4,38
4,4,6,10,1,2,3,2,3,3,4,38
4,4,6,11,1,2,3,2,3,2,4,38
4,4,6,12,1,1,3,1,3,3,4,38
4,4,7,9,1,2,3,2,3,3,4,38
4,4,7,9,2,2,2,2,3,3,4,38
4,4,7,10,1,2,3,2,3,2,4,38
4,4,7,11,1,2,2,2,2,3,4,38
4,4,8,10,1,2,2,2,2,3,4,38
4,4,9,9,1,2,2,2,2,3,4,38
4,4,9,10,1,2,2,2,2,2,4,38
4,4,10,10,1,2,2,2,2,1,4,38
4,5,5,10,1,2,3,2,3,3,4,38
4,5,5,10,2,2,2,2,3,3,4,38
4,5,5,10,2,2,3,1,3,3,4,38
4,5,5,10,2,2,3,2,2,3,4,38
4,5,5,11,1,2,3,2,3,2,4,38
4,5,5,12,1,1,3,1,3,3,4,38
4,5,6,9,1,2,3,2,3,3,4,38
4,5,6,9,2,2,2,2,3,3,4,38
4,5,6,9,2,2,3,2,2,3,4,38
4,5,6,10,1,2,3,2,3,2,4,38
4,5,6,10,2,1,3,2,2,3,4,38
4,5,6,10,2,2,2,1,3,3,4,38
4,5,6,10,2,2,3,2,2,2,4,38
4,5,6,11,1,1,3,1,3,3,4,38
4,5,6,11,1,2,2,2,2,3,4,38
4,5,6,11,2,2,3,1,2,2,4,38
4,5,7,8,1,2,3,2,3,3,4,38
4,5,7,8,2,2,2,2,3,3,4,38
4,5,7,8,2,2,3,2,2,3,4,38
4,5,7,9,1,2,3,2,3,2,4,38
4,5,7,9,2,2,2,2,3,2,4,38
4,5,7,9,2,2,3,2,2,2,4,38
4,5,7,10,1,2,2,2,2,3,4,38
4,5,8,8,2,2,2,2,2,3,4,38
4,5,8,8,2,2,2,3,3,1,4,38
4,5,8,8,2,3,3,2,2,1,4,38
4,5,8,9,1,2,2,2,2,3,4,38
4,5,8,10,1,2,2,2,2,2,4,38
4,5,9,9,1,2,2,2,2,2,4,38
4,5,9,10,1,2,2,2,2,1,4,38
4,6,6,8,2,2,2,2,3,3,4,38
4,6,6,9,1,2,3,2,3,2,4,38
4,6,6,9,2,2,2,1,3,3,4,38
4,6,6,9,2,2,2,2,2,3,4,38
4,6,6,9,2,2,3,2,2,2,4,38
4,6,6,10,1,1,3,1,3,3,4,38
4,6,6,10,1,2,2,2,2,3,4,38
4,6,6,10,2,2,3,1,2,2,4,38
4,6,7,7,2,2,2,2,3,3,4,38
4,6,7,7,2,2,2,3,3,2,4,38
4,6,7,8,2,2,2,1,3,3,4,38
4,6,7,8,2,2,2,2,2,3,4,38
4,6,7,8,2,2,2,2,3,2,4,38
4,6,7,8,2,2,2,3,3,1,4,38
4,6,7,9,1,2,2,2,2,3,4,38
4,6,7,9,2,2,2,2,2,2,4,38
4,6,7,9,2,2,3,1,2,2,4,38
4,6,7,10,1,2,2,2,2,2,4,38
4,6,8,8,1,2,2,2,2,3,4,38
4,6,8,9,1,2,2,2,2,2,4,38
4,6,8,9,2,2,2,2,2,1,4,38
4,6,9,9,1,2,2,2,2,1,4,38
4,7,7,7,2,2,2,1,3,3,4,38
4,7,7,7,2,2,2,2,2,3,4,38
4,7,7,8,1,2,2,2,2,3,4,38
4,7,7,8,2,2,2,2,2,2,4,38
4,7,7,9,1,2,2,2,2,2,4,38
4,7,7,9,2,2,2,1,2,2,4,38
4,7,7,11,1,1,2,1,2,2,4,38
4,7,8,8,1,2,2,2,2,2,4,38
4,7,8,8,2,2,2,1,2,2,4,38
4,7,8,8,2,2,2,2,2,1,4,38
4,7,8,9,1,2,2,2,2,1,4,38
4,8,8,9,2,2,2,1,1,1,4,38
5,5,5,9,1,2,3,2,3,3,4,38
5,5,5,9,2,2,2,2,3,3,4,38
5,5,5,10,1,2,3,2,3,2,4,38
5,5,5,11,1,1,3,1,3,3,4,38
5,5,5,11,1,2,2,2,2,3,4,38
5,5,6,8,1,2,3,2,3,3,4,38
5,5,6,8,2,2,2,2,3,3,4,38
5,5,6,9,1,2,3,2,3,2,4,38
5,5,6,9,2,1,3,2,2,3,4,38
5,5,6,9,2,2,2,2,2,3,4,38
5,5,6,9,2,2,2,2,3,2,4,38
5,5,6,10,1,1,3,1,3,3,4,38
5,5,6,10,1,2,2,2,2,3,4,38
5,5,6,10,2,1,2,2,3,2,4,38
5,5,7,7,2,2,2,2,3,3,4,38
5,5,7,8,1,2,3,2,3,2,4,38
5,5,7,8,2,1,3,2,2,3,4,38
5,5,7,8,2,2,2,2,2,3,4,38
5,5,7,8,2,2,2,2,3,2,4,38
5,5,7,9,1,1,3,1,3,3,4,38
5,5,7,9,1,2,2,2,2,3,4,38
5,5,7,9,2,1,2,2,3,2,4,38
5,5,7,9,2,2,2,2,2,2,4,38
5,5,7,10,1,2,2,2,2,2,4,38
5,5,8,8,1,2,2,2,2,3,4,38
5,5,8,8,2,2,2,2,2,2,4,38
5,5,8,9,1,2,2,2,2,2,4,38
5,5,8,9,2,2,2,2,2,1,4,38
5,5,8,10,1,2,2,2,2,1,4,38
5,5,9,9,1,2,2,2,2,1,4,38
5,6,6,7,2,2,2,2,3,3,4,38
5,6,6,8,1,2,3,2,3,2,4,38
5,6,6,8,2,2,2,1,3,3,4,38
5,6,6,8,2,2,2,2,2,3,4,38
5,6,6,8,2,2,3,2,2,2,4,38
5,6,6,9,1,1,3,1,3,3,4,38
5,6,6,9,1,2,2,2,2,3,4,38
5,6,6,9,2,2,2,2,2,2,4,38
5,6,6,9,2,2,3,1,2,2,4,38
5,6,6,10,1,2,2,2,2,2,4,38
5,6,6,10,2,2,2,1,2,2,4,38
5,6,6,12,1,1,2,1,2,2,4,38
5,6,7,7,2,2,2,1,3,3,4,38
5,6,7,7,2,2,2,2,2,3,4,38
5,6,7,7,2,2,2,2,3,2,4,38
5,6,7,7,2,2,2,3,3,1,4,38
5,6,7,8,1,1,3,1,3,3,4,38
5,6,7,8,1,2,2,2,2,3,4,38
5,6,7,8,2,1,2,2,3,2,4,38
5,6,7,8,2,2,2,2,2,2,4,38
5,6,7,8,2,2,3,1,2,2,4,38
5,6,7,9,1,2,2,2,2,2,4,38
5,6,7,9,2,1,2,2,2,2,4,38
5,6,7,9,2,2,2,1,2,2,4,38
5,6,7,11,1,1,2,1,2,2,4,38
5,6,8,8,1,2,2,2,2,2,4,38
5,6,8,8,2,2,2,1,2,2,4,38
